"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cyperaceae","Ericaceae","Fagus","Herbs.undiff.","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Quercus","Rumex","Salix","Thalictrum","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Acer","Fraxinus","Myrica","Poaceae","Carya","Larix","Pinus.undiff.","Populus","Castanea","Sarcobatus.vermiculatus","Taxus","Cupressaceae","Aquifoliaceae","Platanus","Rosaceae.undiff.","Juglans","Tilia","Liquidambar","Sanguisorba","Shepherdia"
200,4589,0.00525394045534151,0.063047285464098,0.00525394045534151,0.00175131348511384,0,0.621716287215412,0,0,0.00875656742556918,0,0.0192644483362522,0.00875656742556918,0.00875656742556918,0.00700525394045534,0.0525394045534151,0.0560420315236427,0.0367775831873905,0,0,0.00175131348511384,0.00700525394045534,0.00875656742556918,0.010507880910683,0.0140105078809107,0.0192644483362522,0.00175131348511384,0.00175131348511384,0,0.00175131348511384,0.021015761821366,0.00700525394045534,0,0,0,0.00700525394045534,0,0,0.00175131348511384,0,0.00175131348511384,0,0,0
220,5957,0.0130353817504655,0.0502793296089385,0.0242085661080074,0,0,0.543761638733706,0.00186219739292365,0.00186219739292365,0.0037243947858473,0,0.0130353817504655,0.0111731843575419,0.00931098696461825,0.0074487895716946,0.031657355679702,0.0670391061452514,0.031657355679702,0,0,0.00186219739292365,0.104283054003724,0,0.00186219739292365,0.0260707635009311,0.0111731843575419,0.0074487895716946,0.0037243947858473,0.00186219739292365,0.00186219739292365,0.0130353817504655,0.0037243947858473,0,0,0.0037243947858473,0.00558659217877095,0,0,0,0.0037243947858473,0,0,0,0
240,7074,0.0177165354330709,0.0610236220472441,0.0177165354330709,0.00196850393700787,0,0.490157480314961,0,0,0.00984251968503937,0,0.0078740157480315,0.00590551181102362,0.00196850393700787,0.015748031496063,0.0866141732283465,0.0807086614173228,0.0196850393700787,0,0.00393700787401575,0,0.0866141732283465,0.00590551181102362,0.015748031496063,0.015748031496063,0.0177165354330709,0.00590551181102362,0.00590551181102362,0.00196850393700787,0.00393700787401575,0.0078740157480315,0.00196850393700787,0,0,0,0.00984251968503937,0,0,0,0,0,0,0,0
260,8191,0.0134529147982063,0.0515695067264574,0.031390134529148,0,0,0.390134529147982,0,0.00448430493273543,0.0179372197309417,0,0.00672645739910314,0.0112107623318386,0.00672645739910314,0.015695067264574,0.0807174887892377,0.170403587443946,0.0336322869955157,0,0,0,0.0538116591928251,0.00224215246636771,0.0179372197309417,0.0246636771300448,0.0179372197309417,0.00224215246636771,0,0.00224215246636771,0.00224215246636771,0.0291479820627803,0,0,0.00224215246636771,0.00896860986547085,0,0,0,0,0,0.00224215246636771,0,0,0
280,9308,0.0268714011516315,0.0614203454894434,0.0230326295585413,0,0,0.276391554702495,0.00191938579654511,0.00575815738963532,0.0134357005758157,0.00383877159309021,0.00575815738963532,0.0115163147792706,0.00191938579654511,0.0115163147792706,0.101727447216891,0.255278310940499,0.072936660268714,0,0,0,0.00767754318618042,0.00383877159309021,0.0153550863723608,0.0460652591170825,0.0211132437619962,0.00191938579654511,0.00575815738963532,0,0,0,0.00575815738963532,0,0,0,0.0191938579654511,0,0,0,0,0,0,0,0
300,9878,0.0307101727447217,0.0134357005758157,0.0268714011516315,0.00383877159309021,0,0.320537428023033,0,0.00383877159309021,0.00191938579654511,0,0.00383877159309021,0.00767754318618042,0.00959692898272553,0.0595009596928983,0.145873320537428,0.178502879078695,0.0575815738963532,0,0.00191938579654511,0.00383877159309021,0.0153550863723608,0,0.0191938579654511,0.0191938579654511,0.0211132437619962,0.00383877159309021,0.00383877159309021,0,0,0.0211132437619962,0.00959692898272553,0,0,0,0.0153550863723608,0,0,0,0,0,0.00191938579654511,0,0
320,10351,0.0452674897119342,0.00617283950617284,0.0679012345679012,0.00205761316872428,0.00205761316872428,0.290123456790123,0.00205761316872428,0.00205761316872428,0.0102880658436214,0,0,0.00823045267489712,0.0164609053497942,0.0349794238683128,0.15843621399177,0.185185185185185,0.0493827160493827,0,0.00411522633744856,0,0.00411522633744856,0.00205761316872428,0.0123456790123457,0.00617283950617284,0.0102880658436214,0.0123456790123457,0.00617283950617284,0,0.00205761316872428,0.0205761316872428,0.0164609053497942,0,0,0.01440329218107,0.00617283950617284,0,0,0,0.00205761316872428,0,0,0,0
330,10588,0.0723140495867769,0.00826446280991736,0.0475206611570248,0,0,0.369834710743802,0,0,0.00826446280991736,0,0,0.00619834710743802,0.00619834710743802,0.0475206611570248,0.138429752066116,0.15702479338843,0.0371900826446281,0,0.00413223140495868,0,0.00413223140495868,0.00413223140495868,0.012396694214876,0.00206611570247934,0.0144628099173554,0.0103305785123967,0,0,0.00826446280991736,0.00826446280991736,0.0206611570247934,0,0,0.00413223140495868,0.00619834710743802,0,0.00206611570247934,0,0,0,0,0,0
340,10825,0.0515933232169954,0.00606980273141123,0.0622154779969651,0.00303490136570561,0,0.389984825493171,0,0,0.00910470409711684,0,0,0.00758725341426404,0.0212443095599393,0.0546282245827011,0.151745068285281,0.0743550834597876,0.0455235204855842,0,0.00455235204855842,0.00151745068285281,0,0.00151745068285281,0.0166919575113809,0.00455235204855842,0.0121396054628225,0.0182094081942337,0.00606980273141123,0,0.0106221547799697,0,0.0455235204855842,0,0,0,0,0,0,0,0.00151745068285281,0,0,0,0
345,10943,0.0620957309184994,0.00517464424320828,0.0504527813712807,0,0,0.430789133247089,0.00258732212160414,0.00129366106080207,0.00517464424320828,0,0,0.0142302716688228,0.0103492884864166,0.0905562742561449,0.11254851228978,0.0776196636481242,0.03751617076326,0.00129366106080207,0.00517464424320828,0.00129366106080207,0.00388098318240621,0.00129366106080207,0.0116429495472186,0,0.00388098318240621,0.00388098318240621,0.00517464424320828,0.00129366106080207,0.00517464424320828,0,0.0543337645536869,0,0,0,0.00129366106080207,0,0,0,0,0,0,0,0
350,11468,0.104308390022676,0.00226757369614512,0.036281179138322,0,0.00453514739229025,0.142857142857143,0,0.0090702947845805,0.0272108843537415,0,0.00226757369614512,0.0090702947845805,0.0294784580498866,0.142857142857143,0.126984126984127,0.0702947845804989,0.0884353741496599,0,0.00453514739229025,0,0,0.00680272108843537,0.0249433106575964,0.00453514739229025,0.0158730158730159,0.0294784580498866,0.0113378684807256,0.00226757369614512,0.0226757369614512,0,0.0680272108843537,0,0,0,0.0136054421768707,0,0,0,0,0,0,0,0
355,12264,0.00491400491400491,0,0.00491400491400491,0.00245700245700246,0.00245700245700246,0.184275184275184,0.00245700245700246,0.00245700245700246,0.0319410319410319,0,0,0.0147420147420147,0.0147420147420147,0.341523341523342,0.127764127764128,0.058968058968059,0.058968058968059,0,0.0196560196560197,0,0,0.00245700245700246,0.0171990171990172,0.00737100737100737,0.0147420147420147,0.00982800982800983,0.0147420147420147,0.00491400491400491,0.00982800982800983,0,0.0368550368550369,0,0,0,0.00491400491400491,0,0,0.00245700245700246,0.00245700245700246,0,0,0,0
358,12741,0.0181818181818182,0,0.0545454545454545,0,0.00303030303030303,0.118181818181818,0,0,0.0333333333333333,0,0,0.0151515151515152,0.0212121212121212,0.463636363636364,0.142424242424242,0.0272727272727273,0.0303030303030303,0,0.00909090909090909,0,0.00606060606060606,0.00909090909090909,0.00606060606060606,0.00303030303030303,0,0,0.00303030303030303,0,0.00303030303030303,0,0.0212121212121212,0,0,0,0.00303030303030303,0,0,0,0,0,0,0.00606060606060606,0.00303030303030303
362,NA,0.00267379679144385,0.00267379679144385,0.053475935828877,0.00267379679144385,0,0.168449197860963,0,0.00267379679144385,0.0374331550802139,0.0053475935828877,0,0.00802139037433155,0,0.470588235294118,0.144385026737968,0.0106951871657754,0.00802139037433155,0.00267379679144385,0.0213903743315508,0,0.00802139037433155,0.00267379679144385,0,0,0,0.00267379679144385,0.00267379679144385,0,0,0,0.0347593582887701,0,0,0,0.00267379679144385,0,0,0.00267379679144385,0,0,0,0,0.00267379679144385
364,NA,0.00236406619385343,0,0.0756501182033097,0.00236406619385343,0.0236406619385343,0.425531914893617,0,0,0.0472813238770686,0.00472813238770686,0,0.0212765957446809,0,0.108747044917258,0.104018912529551,0.016548463356974,0.00709219858156028,0,0.0780141843971631,0.00472813238770686,0.00236406619385343,0.00236406619385343,0.00709219858156028,0,0.00236406619385343,0.00472813238770686,0.016548463356974,0,0,0,0.0401891252955083,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0
366,NA,0,0,0.0432432432432432,0.00540540540540541,0.00540540540540541,0.375675675675676,0,0.0027027027027027,0.210810810810811,0,0,0.0216216216216216,0.00540540540540541,0.0567567567567568,0.108108108108108,0.0027027027027027,0.0108108108108108,0,0.0918918918918919,0.00810810810810811,0.0027027027027027,0.00810810810810811,0.0027027027027027,0,0,0.0027027027027027,0.0216216216216216,0.0027027027027027,0,0,0,0,0,0,0.00810810810810811,0,0,0.0027027027027027,0,0,0,0,0
371,NA,0.00303030303030303,0,0.0515151515151515,0,0.00303030303030303,0.151515151515152,0,0,0.393939393939394,0.00303030303030303,0,0.00303030303030303,0.00303030303030303,0.118181818181818,0.127272727272727,0.00606060606060606,0.0303030303030303,0,0.0424242424242424,0,0.00303030303030303,0.0121212121212121,0.0121212121212121,0,0,0,0.0181818181818182,0,0,0,0.00303030303030303,0.00303030303030303,0,0,0.00606060606060606,0,0,0.00606060606060606,0,0,0,0,0
