"sample.depths","sample.ages","Ambrosia.type","Betula","Carya","Castanea","Corylus","Fagus","Ilex","Nyssa","Picea","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Acer","Fraxinus","Juglans","Pinus","Poaceae","Ericales","Cyperaceae","Magnolia","Tilia","Cornus","Salix","Cephalanthus","Urticaceae","Viburnum","Liriodendron","Polygonum","Amaranthaceae","Ostrya.Carpinus","Sanguisorba","Apiaceae","Abies","Ranunculaceae.undiff.","Thalictrum","Campanula","Artemisia","Caryophyllaceae","Epilobium","Platanus","Polemonium"
85,7989,0.00655737704918033,0.0131147540983607,0.0459016393442623,0.019672131147541,0.0098360655737705,0.0098360655737705,0,0.00327868852459016,0.00327868852459016,0.695081967213115,0.0131147540983607,0.00655737704918033,0,0.0360655737704918,0,0.00327868852459016,0.0098360655737705,0.0852459016393443,0.019672131147541,0,0.0098360655737705,0,0,0,0,0.0098360655737705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,8715,0.00647249190938511,0.0161812297734628,0.0388349514563107,0.0258899676375405,0.00970873786407767,0,0,0.00323624595469256,0.00323624595469256,0.692556634304207,0.00647249190938511,0.00323624595469256,0,0.058252427184466,0,0,0,0.087378640776699,0.00970873786407767,0,0.00323624595469256,0,0,0,0.00647249190938511,0.029126213592233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,10165,0.00317460317460317,0.00634920634920635,0.0571428571428571,0.0222222222222222,0.00952380952380952,0.00317460317460317,0,0.00634920634920635,0.00952380952380952,0.653968253968254,0.019047619047619,0.00952380952380952,0,0.0634920634920635,0,0,0.00317460317460317,0.0825396825396825,0,0,0,0,0,0,0,0.0507936507936508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,10891,0.00949367088607595,0.00632911392405063,0.0189873417721519,0.00632911392405063,0.00316455696202532,0.00316455696202532,0,0.0158227848101266,0.0158227848101266,0.642405063291139,0.0253164556962025,0.0158227848101266,0.00632911392405063,0.0379746835443038,0,0.00316455696202532,0.00316455696202532,0.110759493670886,0.0253164556962025,0,0.0253164556962025,0,0,0,0,0.0253164556962025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,11076,0.00964630225080386,0.0128617363344051,0.022508038585209,0.00964630225080386,0.0128617363344051,0.00643086816720257,0,0,0.0514469453376206,0.572347266881029,0.0353697749196141,0.0578778135048231,0.00643086816720257,0.00643086816720257,0.00321543408360129,0,0,0.109324758842444,0.0353697749196141,0,0.0289389067524116,0,0.00321543408360129,0,0.00321543408360129,0.00643086816720257,0,0,0,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0
115,11260,0.0125786163522013,0.00628930817610063,0.0125786163522013,0.00628930817610063,0,0,0,0,0.0723270440251572,0.616352201257862,0.0157232704402516,0.0408805031446541,0.00628930817610063,0,0.00628930817610063,0.00314465408805031,0,0.144654088050314,0.0251572327044025,0,0.00628930817610063,0,0,0.00314465408805031,0,0.0157232704402516,0,0,0,0,0.00314465408805031,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0
120,11445,0,0.00993377483443709,0.0165562913907285,0.0198675496688742,0.0198675496688742,0.0198675496688742,0,0,0.119205298013245,0.539735099337748,0.0463576158940397,0.0364238410596026,0.0033112582781457,0.00662251655629139,0,0,0.0033112582781457,0.139072847682119,0.00993377483443709,0,0.00662251655629139,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,11630,0,0.033003300330033,0.0099009900990099,0.0033003300330033,0.0099009900990099,0,0,0,0.128712871287129,0.491749174917492,0.0198019801980198,0.0198019801980198,0,0.033003300330033,0.0132013201320132,0,0.0033003300330033,0.221122112211221,0,0,0,0,0,0,0,0.0099009900990099,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0
130,11815,0,0.0228758169934641,0.0228758169934641,0,0.0065359477124183,0,0,0,0.124183006535948,0.506535947712418,0.0392156862745098,0,0.0065359477124183,0.0065359477124183,0,0,0.0065359477124183,0.215686274509804,0.0065359477124183,0.0065359477124183,0.0130718954248366,0,0,0,0,0.0130718954248366,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0
135,12287,0,0.0033003300330033,0,0,0.0429042904290429,0,0,0,0.188118811881188,0.0759075907590759,0.0099009900990099,0.0429042904290429,0,0.0594059405940594,0.0033003300330033,0,0,0.551155115511551,0,0.0033003300330033,0.0099009900990099,0,0,0.0033003300330033,0,0.0033003300330033,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0
140,12759,0,0.0161290322580645,0,0,0.0290322580645161,0.0032258064516129,0,0,0.219354838709677,0.0709677419354839,0,0.0516129032258065,0,0.0258064516129032,0,0,0,0.52258064516129,0.0064516129032258,0.0032258064516129,0.0354838709677419,0,0,0,0.0064516129032258,0,0,0,0,0,0,0,0,0.0064516129032258,0.0032258064516129,0,0,0,0,0,0,0,0
145,13231,0.00326797385620915,0.0359477124183007,0,0,0.0359477124183007,0,0,0,0.183006535947712,0.11437908496732,0,0.0326797385620915,0,0.0359477124183007,0.00326797385620915,0,0,0.506535947712418,0.0163398692810458,0.00980392156862745,0.0163398692810458,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0
150,13703,0,0.0349206349206349,0.00634920634920635,0,0.00634920634920635,0,0,0,0.282539682539683,0.0412698412698413,0,0.0412698412698413,0,0.0158730158730159,0,0.00317460317460317,0,0.526984126984127,0.00952380952380952,0,0.0158730158730159,0,0,0,0,0,0,0,0,0,0,0.00634920634920635,0,0.00317460317460317,0.00634920634920635,0,0,0,0,0,0,0,0
155,14175,0,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0.29042904290429,0.0264026402640264,0,0.0429042904290429,0,0.0198019801980198,0,0.0033003300330033,0,0.587458745874587,0,0,0.0099009900990099,0,0,0,0,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0.0066006600660066,0.0033003300330033,0,0,0,0,0
160,14647,0,0.00328947368421053,0.00328947368421053,0,0.00986842105263158,0,0,0,0.302631578947368,0.0394736842105263,0,0.0493421052631579,0,0.0296052631578947,0,0,0,0.483552631578947,0.00657894736842105,0,0.0131578947368421,0,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0,0,0.0230263157894737,0.00328947368421053,0.00657894736842105,0.00986842105263158,0,0.00328947368421053,0,0.00328947368421053,0.00328947368421053,0,0,0
165,15120,0,0.0196078431372549,0,0,0.0228758169934641,0,0,0,0.26797385620915,0.0196078431372549,0,0.0490196078431373,0,0.0228758169934641,0,0,0,0.549019607843137,0.0065359477124183,0,0.0196078431372549,0,0,0,0,0.00326797385620915,0,0,0,0,0,0.0065359477124183,0.0065359477124183,0.00326797385620915,0,0,0,0,0,0,0.00326797385620915,0,0
170,NA,0,0.012987012987013,0,0,0,0,0,0,0.376623376623377,0.00324675324675325,0,0.0357142857142857,0,0.00974025974025974,0,0,0,0.50974025974026,0.00324675324675325,0,0.0292207792207792,0,0,0.00324675324675325,0,0,0,0,0,0,0,0.00324675324675325,0.0064935064935065,0,0.0064935064935065,0,0,0,0,0,0,0,0
175,NA,0,0.0550161812297735,0.00647249190938511,0,0.0194174757281553,0,0,0,0.226537216828479,0.0355987055016181,0,0.058252427184466,0,0.0323624595469256,0.00323624595469256,0,0,0.475728155339806,0.0388349514563107,0.00323624595469256,0.0323624595469256,0,0,0,0,0,0,0,0,0,0,0.00647249190938511,0,0.00323624595469256,0,0,0.00323624595469256,0,0,0,0,0,0
180,NA,0,0.00647249190938511,0,0,0,0,0,0,0.275080906148867,0.00647249190938511,0,0.0647249190938511,0,0.00970873786407767,0,0,0,0.566343042071197,0.0161812297734628,0,0.029126213592233,0,0,0,0,0,0,0,0,0,0,0,0.0161812297734628,0,0.00323624595469256,0,0,0,0,0,0,0.00647249190938511,0
185,NA,0,0.0255591054313099,0.00319488817891374,0,0,0,0,0,0.242811501597444,0.00958466453674121,0,0.0543130990415335,0,0.012779552715655,0,0,0,0.546325878594249,0.0191693290734824,0.00319488817891374,0.0351437699680511,0,0,0,0,0.00638977635782748,0,0,0,0,0,0,0.0159744408945687,0.00958466453674121,0,0.00319488817891374,0,0,0.012779552715655,0,0,0,0
190,NA,0,0.0158227848101266,0,0,0.00316455696202532,0,0,0,0.370253164556962,0.0158227848101266,0,0.0664556962025316,0,0.0253164556962025,0,0,0,0.405063291139241,0.00949367088607595,0,0.0443037974683544,0,0,0.00316455696202532,0,0.00949367088607595,0,0,0,0,0.00316455696202532,0.00316455696202532,0.0189873417721519,0,0,0.00316455696202532,0,0,0,0,0,0.00316455696202532,0
195,NA,0,0.0198675496688742,0,0,0.00662251655629139,0,0,0,0.334437086092715,0.00993377483443709,0,0.0529801324503311,0,0.0132450331125828,0.0033112582781457,0,0,0.490066225165563,0.00993377483443709,0,0.00993377483443709,0,0,0.0033112582781457,0,0,0,0,0,0,0.0033112582781457,0,0.0298013245033113,0.00662251655629139,0.00662251655629139,0,0,0,0,0,0,0,0
200,NA,0,0.00626959247648903,0,0,0.00313479623824451,0,0,0,0.363636363636364,0.00313479623824451,0,0.0470219435736677,0,0.00313479623824451,0,0,0,0.460815047021944,0.0188087774294671,0,0.0595611285266458,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0.0188087774294671,0,0.00313479623824451,0.00313479623824451,0,0,0.00626959247648903,0,0,0,0
205,NA,0,0.00662251655629139,0,0,0.0132450331125828,0,0,0,0.324503311258278,0.00662251655629139,0,0.0562913907284768,0,0.0033112582781457,0,0.0033112582781457,0,0.539735099337748,0.0033112582781457,0,0.0132450331125828,0,0,0,0,0,0,0,0,0,0,0,0.0231788079470199,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0,0,0
210,NA,0,0.0159235668789809,0,0,0,0,0,0,0.363057324840764,0.00318471337579618,0,0.0700636942675159,0,0,0,0,0,0.436305732484076,0.00636942675159236,0,0.0477707006369427,0,0,0,0,0,0,0,0,0,0,0,0.0477707006369427,0.00636942675159236,0,0,0,0,0,0,0,0,0.00318471337579618
