"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Acer.undiff.","Alnus.incana","Alnus.undiff.","Alnus.viridis.subsp..crispa","Betula..small.","Betula.undiff.","Betulaceae.undiff.","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Elaeagnus","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Liquidambar","Liriodendron","Morus","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Prunus","Quercus","Rhamnus.Vitis","Salix","Sambucus","Sarcobatus.vermiculatus","Shepherdia","Taxus","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae.undiff.","Cyperaceae","Fabaceae","Galium","Iva.annua.type","Iva.undiff.","Iva.xanthifolia","Plantago","Poaceae.undiff.","Polygonaceae.undiff.","Polygonum.lapathifolium","Rosaceae.undiff.","Rumex","Thalictrum","Urtica","Xanthium","Zea"
10,75,0.003710575,0,0.00742115,0,0.027829314,0,0,0.005565863,0,0,0,0.385899814,0,0,0.003710575,0,0,0,0,0,0,0.001855288,0.153988868,0,0.003710575,0,0.025974026,0.001855288,0,0,0,0,0,0,0,0.009276438,0,0.005565863,0.085343228,0.001855288,0.00742115,0.070500928,0,0.003710575,0,0.057513915,0,0,0,0,0,0,0,0.096474954,0.012987013,0,0.00742115,0,0,0,0,0,0,0.001855288,0,0,0,0,0,0.001855288,0.012987013,0,0,0.003710575,0,0,0,0,0
11,91,0,0,0.002849003,0,0.031339031,0,0,0.005698006,0,0.001424501,0,0.371794872,0.004273504,0,0,0,0,0,0,0,0,0.001424501,0.148148148,0,0.001424501,0,0.021367521,0.002849003,0.001424501,0,0,0.002849003,0,0,0,0.001424501,0,0.012820513,0.125356125,0.001424501,0.025641026,0.037037037,0,0,0,0.031339031,0,0,0,0,0,0,0,0.135327635,0.028490028,0,0.002849003,0,0,0.001424501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,141,0.003642987,0,0.005464481,0.007285974,0.034608379,0,0.001821494,0.001821494,0,0.001821494,0,0.360655738,0,0.001821494,0.001821494,0,0,0,0,0.001821494,0,0,0.153005464,0,0.012750455,0,0.025500911,0.001821494,0.003642987,0,0,0,0,0,0,0.001821494,0,0.005464481,0.102003643,0.001821494,0.016393443,0.045537341,0.001821494,0,0,0.045537341,0,0.001821494,0,0,0,0,0.001821494,0.142076503,0,0,0.001821494,0,0,0,0,0,0,0.003642987,0,0,0,0,0,0,0.005464481,0,0,0,0.003642987,0,0,0,0
13,191,0,0,0.005988024,0,0.02994012,0,0,0,0,0,0,0.413173653,0.005988024,0.005988024,0,0,0,0,0,0,0,0,0.165668663,0,0.001996008,0,0.005988024,0,0,0,0,0,0,0,0,0,0,0.005988024,0.119760479,0,0.01996008,0.035928144,0.003992016,0,0,0.035928144,0,0,0,0,0,0,0,0.121756487,0.00998004,0,0.001996008,0,0.003992016,0,0,0,0.001996008,0,0,0,0,0,0,0,0.001996008,0,0,0,0.001996008,0,0,0,0
14,241,0.005703422,0,0.005703422,0,0.051330798,0,0,0.005703422,0,0,0,0.423954373,0,0,0,0,0,0,0,0.001901141,0,0.001901141,0.152091255,0,0.003802281,0,0.034220532,0,0.001901141,0,0,0,0,0,0,0.003802281,0,0.007604563,0.068441065,0,0.009505703,0.057034221,0,0,0,0.049429658,0,0.001901141,0,0,0,0,0,0.087452471,0.020912548,0,0,0,0,0,0,0,0,0.001901141,0,0,0,0,0,0,0.001901141,0,0,0,0.001901141,0,0,0,0
15,291,0,0,0,0,0.015929204,0,0,0.003539823,0,0,0,0.451327434,0,0.005309735,0.001769912,0,0,0,0.001769912,0,0,0,0.168141593,0,0.003539823,0,0.010619469,0,0.001769912,0,0,0,0,0,0,0.003539823,0,0.007079646,0.084955752,0,0.017699115,0.038938053,0,0,0,0.042477876,0,0,0,0,0,0,0.001769912,0.120353982,0.007079646,0,0.001769912,0,0,0,0,0,0.001769912,0,0,0,0,0,0,0,0.003539823,0,0,0,0.001769912,0.003539823,0,0,0
16,340,0.003846154,0,0.005769231,0.001923077,0.034615385,0,0,0.009615385,0.001923077,0.003846154,0,0.396153846,0,0.001923077,0,0,0,0,0.001923077,0,0,0.001923077,0.134615385,0,0.001923077,0,0.007692308,0,0,0,0,0,0,0,0,0.003846154,0.001923077,0.005769231,0.103846154,0,0.009615385,0.053846154,0,0.001923077,0,0.057692308,0,0,0,0,0,0,0,0.134615385,0.013461538,0,0.001923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001923077,0,0,0.001923077,0,0,0,0,0
18,440,0.001923077,0,0.005769231,0,0.028846154,0,0,0.005769231,0,0,0,0.407692308,0,0,0.001923077,0,0,0,0,0,0,0.007692308,0.161538462,0,0.001923077,0,0.023076923,0.001923077,0.001923077,0,0,0,0,0,0,0.001923077,0.001923077,0.001923077,0.073076923,0.007692308,0.005769231,0.040384615,0,0.003846154,0,0.063461538,0,0,0,0,0,0,0,0.126923077,0.015384615,0,0.001923077,0,0.001923077,0.001923077,0,0,0,0,0,0,0,0,0,0,0.001923077,0,0,0,0,0,0,0,0
20,540,0,0,0.015009381,0.005628518,0.030018762,0,0,0.003752345,0,0.001876173,0,0.401500938,0,0.003752345,0,0,0,0,0,0.001876173,0,0,0.127579737,0,0.003752345,0,0.015009381,0,0.003752345,0,0,0,0,0,0,0,0.011257036,0.009380863,0.084427767,0,0.001876173,0.048780488,0,0,0,0.04315197,0,0,0,0,0,0,0.001876173,0.151969981,0.009380863,0,0,0,0.003752345,0,0,0,0,0.009380863,0,0,0,0,0,0,0.009380863,0,0,0.001876173,0,0,0,0,0
22,640,0.003853565,0,0.001926782,0,0.023121387,0,0,0.007707129,0,0,0,0.389210019,0,0,0.001926782,0,0,0,0,0,0,0.003853565,0.165703276,0,0.005780347,0,0.034682081,0.001926782,0,0,0,0,0,0,0,0,0,0.003853565,0.077071291,0.001926782,0.013487476,0.053949904,0,0.001926782,0,0.046242775,0,0,0,0,0,0,0,0.138728324,0.01734104,0,0.003853565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001926782,0,0,0,0,0,0,0,0
24,740,0,0,0.003838772,0,0.015355086,0,0,0.005758157,0,0,0,0.462571977,0,0.003838772,0.001919386,0,0,0,0,0,0,0,0.151631478,0,0.005758157,0,0.026871401,0,0.001919386,0,0,0,0,0,0,0,0,0.007677543,0.076775432,0,0.007677543,0.03646833,0,0,0,0.044145873,0,0,0,0,0,0,0.001919386,0.124760077,0.009596929,0,0.005758157,0,0,0,0,0,0,0,0.001919386,0,0,0,0,0,0,0,0,0.001919386,0.001919386,0,0,0,0
26,839,0.007677543,0,0.005758157,0,0.017274472,0,0,0.003838772,0,0.001919386,0,0.449136276,0,0.001919386,0,0,0,0,0.001919386,0,0,0,0.161228407,0,0.009596929,0,0.019193858,0,0.001919386,0,0,0,0,0,0,0.001919386,0,0.005758157,0.080614203,0,0.009596929,0.026871401,0,0,0,0.046065259,0,0,0,0,0,0,0,0.126679463,0.017274472,0,0.001919386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001919386,0,0,0,0,0
28,939,0,0,0.009727626,0.001945525,0.027237354,0,0,0.003891051,0,0,0,0.414396887,0,0.001945525,0,0,0,0,0,0,0,0.001945525,0.186770428,0,0.003891051,0,0.035019455,0,0.001945525,0.001945525,0,0,0,0,0,0,0,0.003891051,0.054474708,0,0.013618677,0.046692607,0,0,0,0.048638132,0,0,0,0,0,0,0,0.122568093,0.013618677,0,0,0,0,0,0,0,0,0.005836576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1034,0.001949318,0,0.009746589,0,0.052631579,0,0,0.001949318,0,0.007797271,0,0.442495127,0,0.001949318,0,0,0,0,0,0,0,0.001949318,0.161793372,0,0.013645224,0,0.011695906,0.001949318,0,0,0,0,0,0,0,0,0,0.005847953,0.046783626,0,0.003898635,0.040935673,0,0.003898635,0,0.037037037,0,0.001949318,0,0,0,0,0.001949318,0.130604288,0.009746589,0,0.001949318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003898635,0.001949318,0,0,0,0
32,1114,0.001964637,0,0.003929273,0,0.025540275,0,0,0.001964637,0,0,0,0.422396857,0,0,0,0,0,0,0,0,0,0,0.233791749,0,0.003929273,0,0.015717092,0,0.00589391,0,0,0,0,0,0,0.001964637,0,0.007858546,0.05697446,0.001964637,0.003929273,0.031434185,0,0.001964637,0,0.05697446,0,0.001964637,0,0,0,0,0,0.10805501,0.007858546,0,0,0,0,0,0,0,0,0.001964637,0,0,0,0,0,0,0.001964637,0,0,0,0,0,0,0,0
34,1194,0.003649635,0,0,0.001824818,0.02189781,0,0.00729927,0.016423358,0,0,0,0.487226277,0,0.001824818,0.001824818,0,0,0,0.001824818,0,0,0.001824818,0.173357664,0,0.005474453,0.016423358,0.031021898,0,0,0,0,0,0,0,0,0,0,0.003649635,0.03649635,0,0.01459854,0.010948905,0,0,0,0.040145985,0,0.001824818,0,0,0,0,0.003649635,0.096715328,0.012773723,0,0,0,0,0.003649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003649635,0,0,0,0,0
36,1274,0.001686341,0,0,0.001686341,0.030354132,0,0.001686341,0.016863406,0,0,0,0.451939292,0,0,0.001686341,0,0,0,0,0,0,0.001686341,0.18381113,0,0.008431703,0.015177066,0.032040472,0,0.001686341,0,0,0,0,0,0,0.001686341,0,0.003372681,0.043844857,0,0.016863406,0.030354132,0,0,0,0.033726813,0,0,0,0,0,0,0.003372681,0.097807757,0.015177066,0,0,0,0.001686341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003372681,0,0,0
38,1354,0,0,0.005628518,0.003752345,0.026266417,0,0.00750469,0.005628518,0,0,0,0.476547842,0,0.005628518,0,0,0,0,0,0,0,0,0.153846154,0,0.00750469,0.013133208,0.028142589,0,0,0.001876173,0.001876173,0,0,0,0,0,0,0.005628518,0.052532833,0.001876173,0.009380863,0.028142589,0,0,0,0.018761726,0,0,0,0,0,0,0.005628518,0.118198874,0.020637899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001876173,0,0,0,0,0,0,0,0
40,1434,0.001926782,0,0.003853565,0.001926782,0.050096339,0,0,0.001926782,0,0.005780347,0,0.410404624,0,0.001926782,0.001926782,0,0,0,0,0,0,0,0.204238921,0,0.015414258,0,0.030828516,0,0,0,0,0,0,0,0,0,0.001926782,0.003853565,0.04238921,0,0.005780347,0.034682081,0,0.003853565,0,0.034682081,0,0,0,0,0,0,0,0.121387283,0.015414258,0,0,0,0.001926782,0,0,0,0,0,0,0,0,0,0,0,0.003853565,0,0,0,0,0,0,0,0
42,1513,0,0,0.003372681,0.003372681,0.021922428,0,0.006745363,0.006745363,0,0,0,0.505902192,0,0.003372681,0.003372681,0,0,0,0,0,0,0.001686341,0.168634064,0,0.003372681,0.013490725,0.020236088,0,0.001686341,0.001686341,0,0,0,0,0,0.001686341,0,0.006745363,0.02698145,0,0.005059022,0.037099494,0,0,0,0.02529511,0,0,0,0,0,0,0,0.119730185,0.006745363,0,0,0,0,0,0,0.001686341,0,0,0,0,0,0,0,0,0.001686341,0,0,0,0,0.001686341,0,0,0
44,1593,0,0,0.003780718,0.005671078,0.02268431,0,0.003780718,0.011342155,0,0,0,0.474480151,0,0,0.001890359,0,0,0,0.001890359,0,0,0.001890359,0.160680529,0,0.009451796,0.009451796,0.028355388,0,0,0,0,0,0,0,0,0,0,0.011342155,0.037807183,0,0.005671078,0.037807183,0,0,0,0.026465028,0,0,0,0,0,0,0.003780718,0.126654064,0.013232514,0,0,0,0.001890359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1672,0,0,0,0.005,0.03,0,0.003333333,0.005,0,0,0,0.455,0,0,0.001666667,0,0,0,0.001666667,0,0,0.001666667,0.185,0,0.001666667,0.008333333,0.028333333,0,0.001666667,0,0,0,0,0,0,0,0,0.01,0.016666667,0,0.01,0.04,0.001666667,0,0,0.035,0,0,0,0,0,0,0.003333333,0.135,0.016666667,0,0.001666667,0,0,0.001666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1744,0,0,0.003868472,0,0.01934236,0,0.003868472,0.013539652,0,0,0,0.437137331,0,0,0.001934236,0,0,0,0,0,0,0.001934236,0.214700193,0,0.005802708,0.013539652,0.02901354,0,0.001934236,0,0.001934236,0,0,0,0,0,0,0.005802708,0.023210832,0,0.005802708,0.042553191,0,0,0,0.036750484,0,0,0,0,0,0,0.001934236,0.114119923,0.013539652,0,0.001934236,0,0.001934236,0.001934236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934236,0,0,0
50,1817,0,0,0.009633911,0.003853565,0.048169557,0,0,0.003853565,0,0.003853565,0,0.416184971,0,0,0,0,0,0,0,0,0,0.001926782,0.221579961,0,0.015414258,0,0.019267823,0,0.003853565,0.001926782,0,0,0,0,0,0.001926782,0,0.007707129,0.034682081,0,0.001926782,0.032755299,0,0,0,0.036608863,0,0,0,0,0,0,0.001926782,0.102119461,0.01734104,0,0,0,0.001926782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009633911,0.001926782,0,0,0,0
52,1890,0,0,0.001821494,0.001821494,0.021857923,0,0.010928962,0.012750455,0,0,0,0.455373406,0,0.001821494,0.003642987,0,0,0,0,0.005464481,0,0.003642987,0.174863388,0,0.001821494,0.012750455,0.023679417,0,0,0,0,0,0,0,0,0,0,0.010928962,0.029143898,0,0.014571949,0.030965392,0.001821494,0,0,0.029143898,0,0,0,0,0,0,0.003642987,0.134790528,0.009107468,0,0.001821494,0,0,0,0,0.001821494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1962,0,0,0.003921569,0.007843137,0.039215686,0,0.009803922,0.011764706,0,0,0,0.435294118,0,0,0.003921569,0,0,0,0,0.001960784,0,0,0.196078431,0,0,0.017647059,0.021568627,0.001960784,0,0,0.001960784,0,0,0,0,0,0,0.007843137,0.009803922,0,0.017647059,0.050980392,0,0,0,0.02745098,0,0,0,0,0,0,0.003921569,0.11372549,0.01372549,0,0,0,0,0.001960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2035,0,0,0,0.001814882,0.029038113,0,0.003629764,0.016333938,0.001814882,0,0,0.43738657,0,0.001814882,0.001814882,0,0,0,0,0,0,0.001814882,0.181488203,0,0,0.016333938,0.019963702,0,0,0,0,0,0,0,0,0,0,0.007259528,0.030852995,0,0.01814882,0.061705989,0.001814882,0,0,0.047186933,0,0.001814882,0,0,0,0,0,0.09800363,0.014519056,0,0.001814882,0,0,0,0,0,0,0.001814882,0,0,0,0,0,0,0,0,0,0,0,0.001814882,0,0,0
58,2108,0,0,0,0,0.024299065,0,0.007476636,0.011214953,0,0,0,0.439252336,0,0.001869159,0.005607477,0,0,0,0.005607477,0,0,0,0.18317757,0,0.003738318,0.005607477,0.024299065,0,0,0,0,0,0,0,0,0,0,0.013084112,0.026168224,0,0.018691589,0.072897196,0,0,0,0.018691589,0,0,0,0,0,0,0.001869159,0.127102804,0.007476636,0,0.001869159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2170,0,0,0,0.003853565,0.04238921,0,0,0.005780347,0,0.001926782,0,0.379576108,0,0.001926782,0.001926782,0,0,0,0,0,0,0.003853565,0.248554913,0,0.013487476,0,0.04238921,0.001926782,0,0,0,0,0,0,0,0.001926782,0,0.003853565,0.015414258,0,0.007707129,0.032755299,0,0,0,0.036608863,0,0,0,0,0,0,0,0.131021195,0.011560694,0,0.001926782,0,0,0,0,0,0.001926782,0.001926782,0,0,0,0,0,0,0.003853565,0,0,0,0,0.001926782,0,0,0
62,2203,0,0,0,0.001890359,0.020793951,0,0.013232514,0.005671078,0,0,0,0.434782609,0,0.003780718,0,0,0,0,0,0,0,0,0.224952741,0,0.003780718,0.005671078,0.013232514,0.001890359,0,0.001890359,0,0,0,0,0,0,0,0.005671078,0.02268431,0,0.015122873,0.069943289,0.001890359,0,0,0.017013233,0,0,0,0,0,0,0,0.11342155,0.02268431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2236,0,0,0.001834862,0.012844037,0.011009174,0,0.016513761,0.003669725,0,0,0,0.436697248,0,0,0,0,0,0,0,0,0,0,0.203669725,0,0.003669725,0.012844037,0.020183486,0,0.003669725,0,0,0,0,0,0,0,0,0.018348624,0.018348624,0,0.014678899,0.055045872,0.001834862,0,0,0.025688073,0,0,0,0,0,0,0.003669725,0.12293578,0.009174312,0,0,0,0,0.001834862,0,0,0,0.001834862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,2269,0.007462687,0,0.003731343,0,0.018656716,0,0,0.005597015,0,0.001865672,0,0.354477612,0,0.005597015,0.001865672,0,0,0,0,0.001865672,0,0,0.257462687,0,0.005597015,0,0.044776119,0,0.001865672,0,0,0,0,0,0,0.001865672,0,0.007462687,0.013059701,0.001865672,0.01119403,0.055970149,0,0,0,0.041044776,0,0,0,0,0,0,0,0.141791045,0.01119403,0,0,0,0,0,0,0,0,0.001865672,0,0,0,0,0,0,0.001865672,0,0,0,0,0,0,0,0
68,2302,0.003824092,0,0.007648184,0.001912046,0.022944551,0,0.001912046,0.007648184,0,0,0,0.411089866,0,0.007648184,0,0,0,0,0,0,0,0,0.227533461,0,0.005736138,0,0.026768642,0,0,0,0,0,0,0,0,0.003824092,0,0.003824092,0.022944551,0.001912046,0.007648184,0.040152964,0,0,0,0.059273423,0,0,0,0,0,0,0,0.118546845,0.013384321,0,0,0,0,0,0,0,0,0.003824092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2335,0.003780718,0,0.007561437,0.003780718,0.043478261,0,0,0,0,0,0,0.43289225,0,0.001890359,0.007561437,0,0,0,0,0,0,0.001890359,0.164461248,0,0.001890359,0,0.037807183,0,0,0,0,0,0,0,0,0,0,0.013232514,0.020793951,0.001890359,0.003780718,0.049149338,0,0.001890359,0,0.054820416,0,0,0,0,0,0,0.003780718,0.119092628,0.013232514,0,0.001890359,0,0,0,0,0,0,0.005671078,0,0,0,0,0,0,0.001890359,0,0,0.001890359,0,0,0,0,0
72,2368,0,0,0.001934236,0.003868472,0.023210832,0,0.001934236,0.013539652,0,0,0,0.446808511,0.005802708,0.001934236,0,0,0,0,0.001934236,0,0,0.001934236,0.183752418,0,0.001934236,0.013539652,0.021276596,0.003868472,0,0,0,0,0,0,0,0,0,0.011605416,0.027079304,0,0.011605416,0.050290135,0.005802708,0,0,0.02901354,0,0,0,0,0,0,0.003868472,0.12959381,0.003868472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2401,0,0,0,0.003883495,0.023300971,0,0.005825243,0.005825243,0,0,0,0.489320388,0.00776699,0.001941748,0.005825243,0,0,0,0,0.003883495,0,0.001941748,0.163106796,0,0.015533981,0.009708738,0.013592233,0,0,0,0,0,0,0,0,0,0,0.009708738,0.027184466,0,0.023300971,0.038834951,0.001941748,0,0,0.017475728,0,0,0,0,0,0,0,0.116504854,0.013592233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,2434,0,0,0.006,0,0.02,0,0.008,0.01,0,0,0,0.504,0.006,0,0,0,0,0,0.002,0,0,0,0.198,0,0.008,0,0.018,0.002,0,0,0,0.002,0,0,0,0,0,0.01,0.012,0,0.012,0.02,0,0,0,0.016,0,0,0,0,0,0,0.002,0.124,0.016,0,0,0,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2467,0,0,0.003355705,0.003355705,0.026845638,0,0.011744966,0.011744966,0.001677852,0,0,0.436241611,0.003355705,0.003355705,0,0,0,0,0.001677852,0,0,0.001677852,0.201342282,0,0.010067114,0.021812081,0.031879195,0,0.001677852,0,0,0.001677852,0,0,0,0,0,0.005033557,0.011744966,0,0.013422819,0.033557047,0,0,0,0.030201342,0,0,0,0,0,0,0.001677852,0.11409396,0.013422819,0,0,0,0,0.001677852,0,0,0.001677852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
