"sample.depths","sample.ages","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae.Taxaceae","Fagus","Fraxinus","Juglans","Liquidambar","Nyssa","Ostrya.Carpinus","Picea","Pinus","Quercus","Tilia","Tsuga","Ulmus","Ambrosia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiaceae","Cyperaceae","Plantago","Poaceae"
179,1869,0,0.00324675324675325,0.00974025974025974,0.162337662337662,0.00324675324675325,0,0,0,0.00974025974025974,0.00974025974025974,0,0,0,0.503246753246753,0.266233766233766,0,0.0162337662337662,0,0,0.00324675324675325,0,0.00324675324675325,0,0.00974025974025974
189,1973,0.00316455696202532,0,0.0158227848101266,0.142405063291139,0,0,0,0,0.00632911392405063,0.0126582278481013,0,0,0,0.496835443037975,0.300632911392405,0,0.00949367088607595,0,0,0,0.00316455696202532,0.00632911392405063,0,0.00316455696202532
199,2077,0.00324675324675325,0,0.0292207792207792,0.146103896103896,0,0,0,0,0.00324675324675325,0.00974025974025974,0,0,0,0.451298701298701,0.321428571428571,0,0.0194805194805195,0.00324675324675325,0.0064935064935065,0,0,0,0,0.0064935064935065
209,2181,0,0,0.0098360655737705,0.108196721311475,0,0,0,0,0.00655737704918033,0.00655737704918033,0,0,0,0.485245901639344,0.363934426229508,0,0.0098360655737705,0,0,0.00327868852459016,0.00327868852459016,0,0,0.00327868852459016
219,2285,0,0,0.00326797385620915,0.0718954248366013,0,0,0.00326797385620915,0.00326797385620915,0,0,0.00980392156862745,0,0,0.522875816993464,0.352941176470588,0,0.0130718954248366,0,0,0,0.00326797385620915,0.00326797385620915,0,0.0130718954248366
229,2389,0,0,0.00655737704918033,0.121311475409836,0.00327868852459016,0,0,0,0.00327868852459016,0.00655737704918033,0,0,0,0.413114754098361,0.416393442622951,0,0.00655737704918033,0,0.00655737704918033,0.00327868852459016,0,0,0,0.0131147540983607
239,2493,0,0,0.0249221183800623,0.115264797507788,0.00311526479750779,0,0.0124610591900312,0.00311526479750779,0.00311526479750779,0.0124610591900312,0,0,0,0.46417445482866,0.317757009345794,0,0.0249221183800623,0.00311526479750779,0,0,0.00311526479750779,0.00623052959501558,0.00311526479750779,0.00311526479750779
249,2597,0,0,0.0129032258064516,0.164516129032258,0.0032258064516129,0,0,0,0,0.0129032258064516,0,0.0032258064516129,0.0032258064516129,0.496774193548387,0.287096774193548,0,0.00967741935483871,0,0.0032258064516129,0,0,0,0,0.0032258064516129
259,2701,0,0,0.00604229607250755,0.148036253776435,0,0,0,0,0.0120845921450151,0.0151057401812689,0,0,0,0.419939577039275,0.362537764350453,0,0.0120845921450151,0,0.00302114803625378,0.00302114803625378,0.00302114803625378,0.00302114803625378,0,0.0120845921450151
269,2805,0,0,0,0.156549520766773,0,0,0.00319488817891374,0,0.00319488817891374,0.00958466453674121,0,0,0.00958466453674121,0.412140575079872,0.383386581469649,0,0.0191693290734824,0,0,0,0,0,0,0.00319488817891374
279,2909,0,0,0.0160771704180064,0.141479099678457,0.00321543408360129,0.00321543408360129,0.00321543408360129,0,0.00964630225080386,0.00964630225080386,0,0,0,0.495176848874598,0.286173633440514,0,0.0160771704180064,0,0,0,0.00643086816720257,0.00643086816720257,0,0.00321543408360129
289,3013,0,0,0.0123839009287926,0.151702786377709,0.00309597523219814,0,0,0,0.00619195046439629,0.00928792569659443,0.00309597523219814,0,0,0.343653250773994,0.436532507739938,0,0.021671826625387,0,0.00619195046439629,0,0,0.00619195046439629,0,0
299,3117,0.00307692307692308,0,0.0123076923076923,0.129230769230769,0,0.00307692307692308,0.00307692307692308,0,0.00923076923076923,0.00615384615384615,0,0.00923076923076923,0,0.36,0.430769230769231,0,0.0153846153846154,0.00307692307692308,0.00615384615384615,0.00307692307692308,0.00307692307692308,0.00307692307692308,0,0
309,3221,0.00958466453674121,0,0.00319488817891374,0.159744408945687,0.00319488817891374,0,0,0,0.00319488817891374,0.0191693290734824,0,0,0,0.450479233226837,0.338658146964856,0,0.00319488817891374,0.00319488817891374,0,0.00319488817891374,0,0,0.00319488817891374,0
319,3325,0.00302114803625378,0.00302114803625378,0.00906344410876133,0.114803625377644,0.00302114803625378,0.00302114803625378,0.00604229607250755,0,0.00604229607250755,0.00302114803625378,0,0,0,0.386706948640483,0.416918429003021,0,0.0181268882175227,0.00302114803625378,0.00906344410876133,0,0,0,0.00302114803625378,0.0120845921450151
339,3533,0,0,0.0153846153846154,0.141538461538462,0.00307692307692308,0.0123076923076923,0,0,0.00615384615384615,0.0153846153846154,0,0,0,0.418461538461538,0.363076923076923,0.00307692307692308,0.00923076923076923,0,0.00615384615384615,0,0,0,0,0.00615384615384615
359,3741,0,0.00311526479750779,0.0124610591900312,0.14018691588785,0.00311526479750779,0,0.00623052959501558,0,0.00311526479750779,0.0186915887850467,0,0,0.00311526479750779,0.330218068535826,0.461059190031153,0,0.00934579439252336,0,0.00311526479750779,0,0.00311526479750779,0,0,0.00311526479750779
379,3949,0.00311526479750779,0.00311526479750779,0.0124610591900312,0.109034267912773,0.00934579439252336,0.00311526479750779,0.00934579439252336,0,0.0155763239875389,0.00623052959501558,0.00623052959501558,0,0,0.330218068535826,0.476635514018692,0,0.00623052959501558,0,0,0.00311526479750779,0.00311526479750779,0,0,0.00311526479750779
399,4157,0.00318471337579618,0.00318471337579618,0.0222929936305732,0.114649681528662,0,0,0,0,0.00636942675159236,0.00955414012738853,0,0,0.00318471337579618,0.353503184713376,0.468152866242038,0,0.00636942675159236,0,0,0,0,0.00636942675159236,0,0.00318471337579618
419,4365,0.00305810397553517,0,0.0152905198776758,0.17737003058104,0,0,0,0,0,0.0152905198776758,0.00305810397553517,0,0.00305810397553517,0.428134556574924,0.324159021406728,0,0.0091743119266055,0,0.0091743119266055,0,0,0.00611620795107034,0,0.00611620795107034
439,4573,0.00306748466257669,0,0.0214723926380368,0.138036809815951,0.00306748466257669,0.00306748466257669,0.00613496932515337,0,0.00920245398773006,0.00613496932515337,0.00613496932515337,0,0.00306748466257669,0.361963190184049,0.404907975460123,0,0.00306748466257669,0.00613496932515337,0.00306748466257669,0.00613496932515337,0,0.00306748466257669,0,0.0122699386503067
459,4782,0,0.0062111801242236,0.015527950310559,0.124223602484472,0.0031055900621118,0.0031055900621118,0.0031055900621118,0,0.0031055900621118,0.0186335403726708,0,0,0,0.347826086956522,0.434782608695652,0,0.015527950310559,0,0,0.0031055900621118,0.0031055900621118,0.0062111801242236,0,0.0124223602484472
479,4990,0,0,0.0174418604651163,0.0813953488372093,0,0,0.0116279069767442,0,0,0.0116279069767442,0,0.00290697674418605,0,0.296511627906977,0.540697674418605,0,0.00581395348837209,0.00290697674418605,0.00581395348837209,0.00290697674418605,0.00290697674418605,0,0,0.0174418604651163
499,5198,0.00289017341040462,0,0.0115606936416185,0.199421965317919,0.00289017341040462,0,0,0,0.00578034682080925,0.0144508670520231,0,0,0,0.242774566473988,0.494219653179191,0.00289017341040462,0,0.00867052023121387,0.00578034682080925,0,0.00289017341040462,0,0,0.00578034682080925
519,5406,0.00303030303030303,0.00303030303030303,0.0212121212121212,0.215151515151515,0.00606060606060606,0,0.0242424242424242,0,0.00606060606060606,0.0181818181818182,0,0.00303030303030303,0,0.190909090909091,0.475757575757576,0,0.00909090909090909,0,0.00303030303030303,0.00909090909090909,0.00303030303030303,0.00303030303030303,0,0.00606060606060606
539,5614,0,0.00302114803625378,0.0181268882175227,0.199395770392749,0,0,0.0151057401812689,0.00302114803625378,0,0.0302114803625378,0,0,0,0.193353474320242,0.48036253776435,0,0.0332326283987915,0.00604229607250755,0,0,0.00302114803625378,0,0,0.0151057401812689
559,5822,0,0,0.0218068535825545,0.161993769470405,0,0,0.0124610591900312,0,0,0.0124610591900312,0,0,0,0.249221183800623,0.482866043613707,0,0.0155763239875389,0.00311526479750779,0.0124610591900312,0,0,0.00623052959501558,0,0.0218068535825545
579,6136,0.00316455696202532,0,0.0126582278481013,0.145569620253165,0,0,0.00316455696202532,0,0.00316455696202532,0.00949367088607595,0.00632911392405063,0.00316455696202532,0,0.142405063291139,0.617088607594937,0,0.00316455696202532,0.0126582278481013,0.00632911392405063,0.00316455696202532,0.00316455696202532,0.00632911392405063,0.00316455696202532,0.0158227848101266
599,6449,0,0.00309597523219814,0.00928792569659443,0.170278637770898,0.00309597523219814,0,0.00619195046439629,0,0.00309597523219814,0.0247678018575851,0.00619195046439629,0,0,0.195046439628483,0.529411764705882,0,0.0185758513931889,0.00928792569659443,0.0123839009287926,0,0,0,0,0.00928792569659443
619,6763,0,0.003125,0.01875,0.159375,0,0,0.021875,0,0,0.03125,0,0.003125,0,0.146875,0.56875,0.003125,0.021875,0.003125,0.009375,0,0,0,0,0.009375
639,6993,0,0,0,0.111801242236025,0,0,0.0372670807453416,0,0,0.0186335403726708,0,0,0,0.177018633540373,0.611801242236025,0,0.015527950310559,0,0.0062111801242236,0,0.0031055900621118,0.0031055900621118,0,0.015527950310559
659,7139,0,0.0064516129032258,0.0161290322580645,0.106451612903226,0,0,0.0354838709677419,0.0032258064516129,0.0032258064516129,0.0129032258064516,0,0,0,0.116129032258065,0.593548387096774,0,0.00967741935483871,0.0032258064516129,0.032258064516129,0.00967741935483871,0.0129032258064516,0.0032258064516129,0.0032258064516129,0.032258064516129
679,7285,0.00320512820512821,0,0.00641025641025641,0.144230769230769,0,0,0.032051282051282,0,0.00320512820512821,0.0128205128205128,0,0.00320512820512821,0.00320512820512821,0.112179487179487,0.628205128205128,0,0.0128205128205128,0.00320512820512821,0.00641025641025641,0,0.00320512820512821,0.00320512820512821,0,0.0224358974358974
699,7432,0,0,0.00309597523219814,0.117647058823529,0,0,0.0185758513931889,0,0.00309597523219814,0.00928792569659443,0,0,0,0.13312693498452,0.65015479876161,0,0.0123839009287926,0.0123839009287926,0.00928792569659443,0,0.0123839009287926,0,0,0.0185758513931889
719,7578,0,0,0.00943396226415094,0.135220125786164,0,0,0.0188679245283019,0,0,0.0220125786163522,0,0,0,0.0880503144654088,0.669811320754717,0,0.0157232704402516,0.00314465408805031,0.00314465408805031,0.00628930817610063,0.00314465408805031,0.00628930817610063,0,0.0188679245283019
739,7724,0,0,0,0.126582278481013,0.00316455696202532,0,0.00949367088607595,0,0.00316455696202532,0.00632911392405063,0.00949367088607595,0,0,0.113924050632911,0.674050632911392,0,0.0158227848101266,0.00316455696202532,0.00316455696202532,0.00632911392405063,0.00316455696202532,0.00316455696202532,0,0.0189873417721519
759,8014,0,0,0.0032258064516129,0.0806451612903226,0,0,0.0032258064516129,0,0,0.0129032258064516,0,0.0032258064516129,0,0.12258064516129,0.667741935483871,0,0.0161290322580645,0.0032258064516129,0.0129032258064516,0.0032258064516129,0.032258064516129,0.00967741935483871,0,0.0290322580645161
779,8544,0,0.00323624595469256,0.00647249190938511,0.177993527508091,0,0.00647249190938511,0.00323624595469256,0.00323624595469256,0,0.0194174757281553,0.00970873786407767,0,0,0.135922330097087,0.55663430420712,0,0.0161812297734628,0,0,0,0.0194174757281553,0.0226537216828479,0,0.0194174757281553
