"sample.depths","sample.ages","Betula","Carya","Cupressaceae","Cyperaceae","Fagus","Ilex","Impatiens","Picea","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Iva.annua","Myrica","Populus","Poaceae","Acer.saccharum","Fraxinus.nigra","Fraxinus.americana","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Ostrya","Artemisia","Juglans.cinerea","Larix","Platanus","Taxus","Tilia","Fabaceae","Abies","Corylus","Morus","Celtis","Ericaceae","Acer.rubrum","Juglans.nigra","Rosaceae.undiff.","Amaranthaceae","Thalictrum","Vitis","Liliaceae","Xanthium","Shepherdia.canadensis","Dryas","Asteraceae.subf..Cichorioideae","Sanguisorba","Shepherdia.argentea"
120,2483,0.16,0.00666666666666667,0.04,0.00666666666666667,0.0666666666666667,0.00666666666666667,0,0.00666666666666667,0.13,0,0,0.0533333333333333,0,0.0333333333333333,0.09,0,0.00333333333333333,0.00666666666666667,0.00333333333333333,0.00666666666666667,0.0466666666666667,0.0166666666666667,0.00333333333333333,0.0233333333333333,0.24,0.03,0.00666666666666667,0,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0,0,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
140,2902,0.11,0,0.0566666666666667,0.0133333333333333,0.0566666666666667,0.01,0,0.00666666666666667,0.0666666666666667,0,0,0.0666666666666667,0,0.0333333333333333,0.0333333333333333,0,0.00333333333333333,0.00666666666666667,0.01,0.01,0.0266666666666667,0.0266666666666667,0.00333333333333333,0.0133333333333333,0.426666666666667,0.00666666666666667,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
160,3321,0.0764119601328904,0,0.0365448504983389,0.00332225913621262,0.0996677740863787,0,0,0.00996677740863787,0.112956810631229,0,0.00332225913621262,0.0963455149501661,0,0.0299003322259136,0.0431893687707641,0,0,0.00996677740863787,0.00664451827242525,0.00332225913621262,0.0697674418604651,0.0132890365448505,0.0199335548172757,0.0365448504983389,0.259136212624585,0.0465116279069767,0,0,0.00664451827242525,0,0,0.00996677740863787,0,0,0.00332225913621262,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0
170,3530,0.0833333333333333,0.00333333333333333,0.0266666666666667,0,0.0433333333333333,0.00333333333333333,0,0.00333333333333333,0.07,0,0,0.07,0.00333333333333333,0.02,0.01,0.00666666666666667,0,0.01,0.00666666666666667,0.00333333333333333,0.04,0,0.00666666666666667,0.0133333333333333,0.536666666666667,0.0233333333333333,0.00333333333333333,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3740,0.21,0.00333333333333333,0.0433333333333333,0.00333333333333333,0.0633333333333333,0,0,0.00333333333333333,0.116666666666667,0,0.00333333333333333,0.0466666666666667,0.00333333333333333,0.04,0.143333333333333,0.00333333333333333,0,0.0133333333333333,0.01,0,0.0233333333333333,0.00666666666666667,0.00666666666666667,0.0533333333333333,0.163333333333333,0.0233333333333333,0.00666666666666667,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
190,3949,0.193333333333333,0.00666666666666667,0.0966666666666667,0.01,0.0566666666666667,0,0,0.00333333333333333,0.0666666666666667,0,0,0.0866666666666667,0.00333333333333333,0.0366666666666667,0.03,0,0,0.00666666666666667,0.00666666666666667,0,0.04,0.0133333333333333,0.00333333333333333,0.0433333333333333,0.236666666666667,0.0266666666666667,0.00333333333333333,0,0.00666666666666667,0.01,0,0.00666666666666667,0,0,0,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
200,4158,0.0966666666666667,0.01,0.0566666666666667,0.01,0.13,0,0,0,0.07,0,0.00333333333333333,0.186666666666667,0,0.06,0.01,0,0,0,0.01,0.01,0.03,0.00666666666666667,0.01,0.01,0.26,0.0133333333333333,0.00333333333333333,0.00333333333333333,0,0.00666666666666667,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,4577,0.0866666666666667,0.00666666666666667,0.0633333333333333,0.00666666666666667,0.0666666666666667,0.00666666666666667,0,0.00666666666666667,0.136666666666667,0,0.00333333333333333,0.196666666666667,0,0.05,0.0266666666666667,0.00333333333333333,0,0.0166666666666667,0.0133333333333333,0.00666666666666667,0.0333333333333333,0,0.00333333333333333,0.03,0.193333333333333,0.0233333333333333,0.00333333333333333,0,0,0.00333333333333333,0,0.00333333333333333,0,0.00333333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,4787,0.126666666666667,0.01,0.0933333333333333,0.00666666666666667,0.04,0.00333333333333333,0,0.00333333333333333,0.1,0,0,0.0833333333333333,0,0.0366666666666667,0.0166666666666667,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00666666666666667,0.08,0.0166666666666667,0,0.05,0.253333333333333,0.04,0.00333333333333333,0,0,0.00333333333333333,0,0.01,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
240,4898,0.126666666666667,0.00666666666666667,0.103333333333333,0.00666666666666667,0.0266666666666667,0.00333333333333333,0,0,0.126666666666667,0,0.00666666666666667,0.0366666666666667,0,0.0333333333333333,0.02,0,0.00333333333333333,0,0.01,0.00333333333333333,0.02,0.01,0.01,0.0366666666666667,0.38,0.0133333333333333,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0
260,4926,0.0833333333333333,0.00333333333333333,0.11,0.00666666666666667,0.0466666666666667,0,0,0,0.16,0,0,0.0433333333333333,0.00333333333333333,0.0233333333333333,0.04,0.00666666666666667,0,0.00333333333333333,0.0166666666666667,0.0133333333333333,0.0566666666666667,0.02,0.0233333333333333,0.02,0.29,0.0133333333333333,0.00333333333333333,0,0,0.00666666666666667,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,4953,0.11,0.00333333333333333,0.106666666666667,0.01,0.0233333333333333,0,0,0.00333333333333333,0.126666666666667,0,0,0.03,0.00333333333333333,0.0433333333333333,0.0633333333333333,0.00333333333333333,0,0,0,0.00333333333333333,0.0533333333333333,0.00666666666666667,0.02,0.0133333333333333,0.353333333333333,0.00333333333333333,0.00333333333333333,0,0,0.00666666666666667,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
300,4981,0.09,0.01,0.0866666666666667,0,0.0233333333333333,0,0,0.00666666666666667,0.126666666666667,0,0,0.0333333333333333,0.01,0.02,0.0566666666666667,0.00333333333333333,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.0333333333333333,0.01,0.0133333333333333,0.0566666666666667,0.39,0.0133333333333333,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
320,5008,0.07,0.00333333333333333,0.0833333333333333,0.00666666666666667,0.0233333333333333,0,0,0.00333333333333333,0.12,0,0.00333333333333333,0.02,0,0.03,0.06,0.01,0,0,0.00666666666666667,0,0.02,0.03,0.00666666666666667,0.06,0.423333333333333,0.00666666666666667,0,0,0,0.00333333333333333,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0
340,5035,0.0766666666666667,0,0.0966666666666667,0.01,0.02,0,0,0.00666666666666667,0.123333333333333,0,0,0.02,0,0.02,0.0566666666666667,0.00333333333333333,0,0,0,0.00333333333333333,0.0366666666666667,0.00666666666666667,0.00333333333333333,0.04,0.466666666666667,0.00333333333333333,0,0,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,5063,0.0766666666666667,0,0.06,0.01,0.02,0,0,0,0.13,0,0,0.0133333333333333,0,0.0333333333333333,0.03,0.01,0,0,0.00333333333333333,0.00333333333333333,0.0266666666666667,0.0166666666666667,0.01,0.0533333333333333,0.48,0.00666666666666667,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0
380,5090,0.05,0,0.0566666666666667,0.00666666666666667,0.02,0,0,0.0133333333333333,0.14,0,0.00333333333333333,0.0233333333333333,0.00333333333333333,0.0533333333333333,0.03,0.00666666666666667,0,0.00333333333333333,0,0.01,0.0466666666666667,0.0133333333333333,0.0133333333333333,0.0966666666666667,0.393333333333333,0,0,0.00333333333333333,0,0.00666666666666667,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,5174,0.0633333333333333,0.00333333333333333,0.0633333333333333,0.00333333333333333,0.00666666666666667,0,0,0.01,0.1,0,0,0.09,0.00333333333333333,0.0433333333333333,0.0233333333333333,0,0,0.00333333333333333,0,0,0.0333333333333333,0.00333333333333333,0.00666666666666667,0.206666666666667,0.313333333333333,0.00666666666666667,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,5328,0.0466666666666667,0.00666666666666667,0.0666666666666667,0.00333333333333333,0.00666666666666667,0,0,0.00666666666666667,0.123333333333333,0,0.00333333333333333,0.106666666666667,0.00333333333333333,0.0466666666666667,0.0266666666666667,0.00333333333333333,0.00333333333333333,0.00333333333333333,0,0,0.0233333333333333,0.0266666666666667,0,0.136666666666667,0.346666666666667,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0
420,5637,0.0533333333333333,0.00666666666666667,0.0666666666666667,0.01,0.0133333333333333,0,0,0.00666666666666667,0.113333333333333,0,0.00333333333333333,0.11,0,0.0266666666666667,0.02,0.00333333333333333,0,0,0,0.00333333333333333,0.03,0.02,0,0.0866666666666667,0.403333333333333,0.01,0,0.00333333333333333,0,0.00333333333333333,0,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,5945,0.0233333333333333,0,0.0433333333333333,0.0133333333333333,0.0166666666666667,0,0,0.00333333333333333,0.106666666666667,0,0.00333333333333333,0.126666666666667,0.00333333333333333,0.04,0.03,0.00333333333333333,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.0333333333333333,0.0166666666666667,0.0266666666666667,0.143333333333333,0.33,0.00666666666666667,0,0,0.00333333333333333,0.00333333333333333,0.00666666666666667,0,0,0.00333333333333333,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
460,6253,0.00666666666666667,0.00666666666666667,0.04,0.0133333333333333,0.01,0,0.00333333333333333,0.00666666666666667,0.1,0,0.00333333333333333,0.0633333333333333,0.00666666666666667,0.04,0.05,0,0.00666666666666667,0,0,0.00666666666666667,0.03,0.0166666666666667,0.00333333333333333,0.15,0.42,0.00666666666666667,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,6562,0.0566666666666667,0,0.03,0.00333333333333333,0.01,0,0,0.0133333333333333,0.0933333333333333,0,0.00333333333333333,0.05,0,0.0233333333333333,0.0466666666666667,0.00666666666666667,0,0,0.00333333333333333,0.00333333333333333,0.0133333333333333,0.01,0,0.13,0.47,0.00666666666666667,0.00333333333333333,0,0,0.00666666666666667,0.00333333333333333,0,0,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0,0
500,6870,0.00333333333333333,0.00333333333333333,0.0266666666666667,0.0166666666666667,0.0166666666666667,0,0,0,0.0966666666666667,0,0,0.0266666666666667,0.00333333333333333,0.0433333333333333,0.0266666666666667,0.00333333333333333,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.0166666666666667,0.00666666666666667,0.103333333333333,0.566666666666667,0.01,0,0,0.00333333333333333,0,0,0,0,0,0.00333333333333333,0.00333333333333333,0,0,0,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0
510,7025,0.0232558139534884,0.00332225913621262,0.026578073089701,0.00332225913621262,0.0132890365448505,0,0,0.00664451827242525,0.0863787375415282,0,0,0.0431893687707641,0.00332225913621262,0.0166112956810631,0.0365448504983389,0.00332225913621262,0,0.00332225913621262,0,0,0.0132890365448505,0.00332225913621262,0,0.102990033222591,0.571428571428571,0.0132890365448505,0.00332225913621262,0.00332225913621262,0,0.00664451827242525,0,0,0,0.00996677740863787,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0
520,7179,0.0233333333333333,0,0.07,0.00666666666666667,0.00666666666666667,0,0,0.00333333333333333,0.113333333333333,0,0.00333333333333333,0.0233333333333333,0,0.03,0.0166666666666667,0,0,0.00666666666666667,0,0.0133333333333333,0.02,0.0233333333333333,0.00333333333333333,0.0533333333333333,0.56,0.02,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,7487,0.0233333333333333,0.00333333333333333,0.0666666666666667,0.00333333333333333,0.0166666666666667,0,0,0,0.213333333333333,0,0.01,0.0233333333333333,0.00666666666666667,0.0266666666666667,0.0233333333333333,0.01,0,0.0133333333333333,0.01,0.00333333333333333,0.0466666666666667,0.00666666666666667,0.00666666666666667,0.0666666666666667,0.34,0.06,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
560,7796,0.0866666666666667,0,0.01,0.00666666666666667,0,0,0,0.00333333333333333,0.0466666666666667,0,0,0.00333333333333333,0,0.0233333333333333,0.00666666666666667,0.00333333333333333,0,0.0166666666666667,0.00666666666666667,0.00333333333333333,0.00333333333333333,0.00666666666666667,0.0166666666666667,0.223333333333333,0.483333333333333,0.0366666666666667,0.00666666666666667,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,8104,0.116666666666667,0,0.01,0.0166666666666667,0,0,0,0.00666666666666667,0.0733333333333333,0,0.00333333333333333,0.00333333333333333,0.00333333333333333,0.03,0.00666666666666667,0.00333333333333333,0,0.02,0.04,0.01,0.00333333333333333,0.0233333333333333,0.00333333333333333,0.24,0.343333333333333,0.0166666666666667,0.00666666666666667,0,0.00666666666666667,0,0.00333333333333333,0,0,0.00666666666666667,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,8258,0.13,0.00666666666666667,0.0466666666666667,0,0,0,0,0.01,0.07,0,0.01,0,0.00666666666666667,0.0433333333333333,0,0.00333333333333333,0,0.0166666666666667,0.0566666666666667,0.00666666666666667,0.0133333333333333,0.01,0.00666666666666667,0.346666666666667,0.16,0.0233333333333333,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0.02,0.00333333333333333,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,9725,0.14,0,0.0266666666666667,0.00666666666666667,0,0,0,0.0166666666666667,0.0566666666666667,0,0,0.0166666666666667,0.00333333333333333,0.0233333333333333,0.00666666666666667,0.00333333333333333,0.00333333333333333,0.0233333333333333,0.04,0.0166666666666667,0.0166666666666667,0.01,0,0.5,0.0633333333333333,0.02,0,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,11192,0.143333333333333,0,0.0466666666666667,0.01,0.00333333333333333,0,0,0.0266666666666667,0.103333333333333,0,0.00666666666666667,0.00333333333333333,0,0.0333333333333333,0.00333333333333333,0,0,0.02,0.0333333333333333,0.00333333333333333,0,0.0166666666666667,0.00333333333333333,0.45,0.0366666666666667,0.0266666666666667,0.01,0,0.00666666666666667,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0
620,NA,0.0372670807453416,0.0031055900621118,0.0496894409937888,0.015527950310559,0,0,0,0.0807453416149068,0.0714285714285714,0,0.0093167701863354,0,0.0031055900621118,0.0434782608695652,0.0186335403726708,0.0031055900621118,0,0.18944099378882,0.136645962732919,0.0093167701863354,0.0031055900621118,0.0217391304347826,0.0062111801242236,0.180124223602484,0.0248447204968944,0.0434782608695652,0.0341614906832298,0,0.0062111801242236,0.0031055900621118,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0
630,NA,0.07,0,0.01,0.01,0,0,0,0.15,0.17,0,0.02,0,0.02,0.04,0,0.02,0.01,0,0.01,0.01,0.01,0,0.01,0.37,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0
640,NA,0.05,0,0.03,0.0433333333333333,0,0,0,0.0666666666666667,0.0833333333333333,0,0.0166666666666667,0.00333333333333333,0.0166666666666667,0.07,0.04,0.0166666666666667,0,0.0166666666666667,0.02,0.04,0,0.0233333333333333,0.00333333333333333,0.296666666666667,0.0833333333333333,0,0.0166666666666667,0.00666666666666667,0.00333333333333333,0.00333333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0.00333333333333333,0,0.0333333333333333,0.00333333333333333,0,0,0,0,0.00333333333333333,0,0,0
650,NA,0,0.02,0.02,0.06,0,0,0,0.11,0.13,0,0.01,0,0.01,0.13,0,0,0,0,0.01,0,0.01,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0
660,NA,0.0792079207920792,0,0.0297029702970297,0.0693069306930693,0,0,0,0.138613861386139,0.118811881188119,0,0.0396039603960396,0,0.0099009900990099,0.0495049504950495,0.0099009900990099,0.0198019801980198,0,0,0.128712871287129,0.0099009900990099,0.0198019801980198,0,0,0.227722772277228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396039603960396,0,0,0,0,0.0099009900990099,0,0,0,0
670,NA,0.0594059405940594,0,0.0198019801980198,0.0297029702970297,0,0,0,0.247524752475248,0.0891089108910891,0,0.0594059405940594,0,0.0198019801980198,0.0297029702970297,0,0,0,0,0.0099009900990099,0.0198019801980198,0.0099009900990099,0,0,0.376237623762376,0,0,0.0297029702970297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,NA,0.07,0,0.01,0,0,0,0,0.18,0.21,0,0.07,0,0.02,0.08,0.03,0.01,0,0,0,0.01,0,0,0,0.3,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,NA,0.04,0,0.03,0.04,0,0,0,0.24,0.04,0,0,0.01,0,0.14,0.01,0,0,0,0.03,0,0,0,0,0.36,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0.01,0,0
740,NA,0.02,0,0.03,0.02,0,0,0,0.26,0.05,0,0,0.02,0,0.02,0.01,0,0.01,0,0.01,0,0.01,0,0,0.5,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0
760,NA,0.06,0,0.03,0.02,0,0,0,0.21,0,0,0.04,0.01,0.01,0.08,0.03,0.01,0,0,0.02,0,0.01,0,0,0.46,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,NA,0.03,0,0,0.03,0,0,0,0.15,0.06,0,0,0,0.01,0.05,0.01,0.02,0,0,0,0,0.01,0,0.01,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
860,NA,0.09,0,0.02,0.04,0,0,0,0.2,0.06,0,0.05,0,0.03,0.11,0.06,0,0,0,0,0,0,0,0,0.3,0,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
940,NA,0.04,0.01,0.03,0.16,0,0,0,0.21,0.05,0,0.01,0,0.01,0.03,0,0,0,0,0.02,0.02,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0.01
1060,NA,0.06,0,0.02,0.07,0,0,0,0.36,0.15,0,0.03,0,0,0.03,0.01,0,0,0,0.01,0.02,0,0,0,0.21,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
