"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Corylus","Cupressaceae","Ephedra","Fagus","Fraxinus","Juglans","Larix","Liquidambar","Ostrya.Carpinus","Other.trees.and.shrubs","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhus","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Vitis","Ambrosia.Iva","Apiaceae","Artemisia","Asteraceae.undiff.","Brassicaceae","Cannabis.sativa","Caryophyllaceae","Chenopodiaceae.undiff.","Cyperaceae","Fabaceae","Humulus","Liliaceae","Other.herbs","Plantago","Poaceae","Polemoniaceae","Polygonaceae.undiff.","Ranunculaceae.undiff.","Rosaceae","Rumex","Thalictrum","Urtica"
560,5200,0,0.00626959247648903,0.00940438871473354,0,0.0219435736677116,0.00940438871473354,0,0,0,0.00626959247648903,0,0,0,0.0188087774294671,0,0.00626959247648903,0.0156739811912226,0.0219435736677116,0.115987460815047,0,0,0.532915360501567,0,0,0,0,0,0.0282131661442006,0,0.0815047021943574,0,0.0125391849529781,0.0188087774294671,0,0,0,0.0188087774294671,0.00940438871473354,0,0,0.00313479623824451,0.00626959247648903,0,0.0532915360501567,0,0,0.00313479623824451,0,0,0,0
570,5263,0,0.0126582278481013,0.00632911392405063,0.00949367088607595,0.0221518987341772,0,0,0,0.00632911392405063,0.0189873417721519,0.0126582278481013,0,0.00316455696202532,0.0189873417721519,0,0,0,0.00632911392405063,0.0886075949367089,0.00632911392405063,0,0.55379746835443,0,0.00632911392405063,0,0.00316455696202532,0.00316455696202532,0.0221518987341772,0,0.0284810126582278,0.00316455696202532,0.0221518987341772,0.0126582278481013,0.00316455696202532,0,0,0.00316455696202532,0.0284810126582278,0.00949367088607595,0,0,0.00316455696202532,0,0.079113924050633,0,0,0.00316455696202532,0,0.00316455696202532,0,0
580,5326,0,0.00611620795107034,0.00611620795107034,0.018348623853211,0.0275229357798165,0.00305810397553517,0.00305810397553517,0,0,0.0091743119266055,0.00305810397553517,0,0,0.018348623853211,0,0.00305810397553517,0,0.00305810397553517,0.073394495412844,0.00611620795107034,0,0.648318042813456,0,0.00611620795107034,0,0.00305810397553517,0,0.0305810397553517,0,0.036697247706422,0,0.0091743119266055,0.0122324159021407,0.00305810397553517,0,0,0.00305810397553517,0.0214067278287462,0,0,0,0.00305810397553517,0,0.0397553516819572,0,0,0,0,0.00305810397553517,0,0
590,5389,0,0.0129032258064516,0.0032258064516129,0.0064516129032258,0.0193548387096774,0,0.0032258064516129,0,0.0032258064516129,0.0032258064516129,0.0064516129032258,0,0,0.0225806451612903,0.0032258064516129,0.0032258064516129,0.0032258064516129,0.0225806451612903,0.0838709677419355,0,0.0032258064516129,0.57741935483871,0,0.0032258064516129,0,0.0064516129032258,0.0032258064516129,0.0225806451612903,0,0.0451612903225806,0,0.00967741935483871,0.0161290322580645,0,0,0,0.0064516129032258,0.0258064516129032,0,0,0,0,0,0.0806451612903226,0,0,0.0032258064516129,0,0,0,0
600,5452,0,0.0131147540983607,0.0098360655737705,0.00327868852459016,0.0229508196721311,0.00327868852459016,0,0,0,0.0098360655737705,0.00655737704918033,0,0,0.0360655737704918,0,0,0.00327868852459016,0,0.0885245901639344,0,0,0.472131147540984,0,0.00655737704918033,0,0.00655737704918033,0,0.104918032786885,0,0.0491803278688525,0,0.0098360655737705,0.0229508196721311,0,0,0,0.0098360655737705,0.0459016393442623,0,0,0,0,0,0.0754098360655738,0,0,0,0,0,0,0
610,5515,0,0,0.00977198697068404,0.00651465798045603,0.0130293159609121,0.00977198697068404,0,0,0,0.00651465798045603,0.00325732899022801,0,0,0.0195439739413681,0.00325732899022801,0,0,0,0.0390879478827362,0,0,0.723127035830619,0,0.00325732899022801,0,0,0,0.0195439739413681,0,0.0456026058631922,0,0.0130293159609121,0,0,0,0,0.00651465798045603,0.0260586319218241,0,0,0,0.00325732899022801,0,0.0488599348534202,0,0,0,0,0,0,0
620,5578,0,0.0194174757281553,0.00647249190938511,0.00647249190938511,0.00323624595469256,0.00647249190938511,0,0,0,0.0194174757281553,0.00647249190938511,0.00323624595469256,0,0.0129449838187702,0,0.00323624595469256,0,0,0.0485436893203883,0.00323624595469256,0,0.601941747572815,0,0.00323624595469256,0,0.00970873786407767,0,0.0614886731391586,0,0.0258899676375405,0,0.00970873786407767,0.0161812297734628,0,0,0,0.0226537216828479,0.058252427184466,0.00323624595469256,0,0,0,0,0.0420711974110032,0,0,0.00647249190938511,0,0,0,0
630,5641,0,0.00328947368421053,0.0164473684210526,0.00657894736842105,0.0164473684210526,0,0,0,0,0.00657894736842105,0.00657894736842105,0,0,0.0131578947368421,0.00328947368421053,0.00328947368421053,0,0,0.0953947368421053,0.00328947368421053,0,0.618421052631579,0,0,0.00328947368421053,0,0,0.0197368421052632,0,0.0822368421052632,0,0.0131578947368421,0.0197368421052632,0,0,0,0.00986842105263158,0.0197368421052632,0,0,0,0.00657894736842105,0,0.0328947368421053,0,0,0,0,0,0,0
650,5767,0,0.0129449838187702,0.00323624595469256,0.00323624595469256,0.029126213592233,0.00647249190938511,0,0,0,0.0129449838187702,0.0161812297734628,0,0,0.0388349514563107,0,0,0,0.00323624595469256,0.0744336569579288,0.00970873786407767,0,0.501618122977346,0,0,0,0,0,0.113268608414239,0,0.0744336569579288,0.00323624595469256,0.029126213592233,0.00647249190938511,0,0,0,0.00647249190938511,0.0194174757281553,0,0,0,0,0,0.029126213592233,0,0,0.00647249190938511,0,0,0,0
680,5956,0,0.0115273775216138,0.00864553314121038,0.0144092219020173,0.0201729106628242,0.00576368876080692,0,0,0,0.00288184438040346,0.0201729106628242,0,0,0.0115273775216138,0.00288184438040346,0,0,0,0.0605187319884726,0.00288184438040346,0,0.463976945244957,0,0.00864553314121038,0,0.00576368876080692,0,0.106628242074928,0,0.069164265129683,0,0.0345821325648415,0.0172910662824208,0.00288184438040346,0,0,0.0144092219020173,0.031700288184438,0,0,0,0.00576368876080692,0,0.0749279538904899,0,0,0,0,0.00288184438040346,0,0
705,6113,0,0.00955414012738853,0.00318471337579618,0,0.0254777070063694,0,0.00318471337579618,0,0.00318471337579618,0,0.00636942675159236,0,0,0.0159235668789809,0,0,0.00955414012738853,0.0254777070063694,0.101910828025478,0,0,0.493630573248408,0,0,0.00318471337579618,0.00636942675159236,0,0.140127388535032,0,0.0573248407643312,0,0.00636942675159236,0.00955414012738853,0,0,0,0.0159235668789809,0.00955414012738853,0,0,0,0,0,0.0509554140127389,0,0,0,0,0.00318471337579618,0,0
710,6145,0,0.0131147540983607,0.0098360655737705,0.00655737704918033,0.0360655737704918,0,0,0,0.00327868852459016,0,0.0098360655737705,0,0,0.0229508196721311,0,0,0,0,0.0819672131147541,0,0,0.518032786885246,0,0.00655737704918033,0.00327868852459016,0.0163934426229508,0,0.134426229508197,0,0.0491803278688525,0.00327868852459016,0.00327868852459016,0.0131147540983607,0,0,0,0.00655737704918033,0.019672131147541,0,0,0,0.00327868852459016,0,0.0327868852459016,0,0.00327868852459016,0,0,0.00327868852459016,0,0
720,6208,0,0.0212765957446809,0.00303951367781155,0.00303951367781155,0.0243161094224924,0.0151975683890578,0,0,0,0.0121580547112462,0.0060790273556231,0,0,0.0303951367781155,0,0.00303951367781155,0.0060790273556231,0.00303951367781155,0.0547112462006079,0.0060790273556231,0,0.60790273556231,0,0.00303951367781155,0,0.00303951367781155,0,0.0851063829787234,0,0.0395136778115502,0,0.0121580547112462,0.00303951367781155,0,0,0,0.0060790273556231,0.027355623100304,0,0,0,0,0,0.0243161094224924,0,0,0,0,0,0,0
740,6334,0,0.00320512820512821,0,0.00320512820512821,0.0192307692307692,0.00961538461538462,0,0,0,0,0.016025641025641,0,0,0.0544871794871795,0,0,0.00641025641025641,0.00320512820512821,0.092948717948718,0.00641025641025641,0,0.426282051282051,0,0,0,0.0256410256410256,0,0.147435897435897,0,0.0961538461538462,0,0.0192307692307692,0.00961538461538462,0.00320512820512821,0,0,0.00961538461538462,0.0128205128205128,0,0,0,0.00320512820512821,0,0.0256410256410256,0,0,0,0,0.00641025641025641,0,0
760,6460,0,0.0144508670520231,0.00867052023121387,0.00578034682080925,0.0317919075144509,0.0173410404624277,0,0,0,0.00578034682080925,0.00578034682080925,0,0,0.0520231213872832,0,0.0202312138728324,0.00578034682080925,0,0.0578034682080925,0,0,0.393063583815029,0,0,0.00289017341040462,0.0144508670520231,0,0.132947976878613,0,0.0867052023121387,0,0.0115606936416185,0.00578034682080925,0,0,0,0.00867052023121387,0.0491329479768786,0,0,0,0.00289017341040462,0,0.0664739884393064,0,0,0,0,0,0,0
770,6523,0,0.0120481927710843,0.00301204819277108,0.00301204819277108,0.0301204819277108,0.00602409638554217,0,0,0,0.00301204819277108,0.0150602409638554,0,0,0.0451807228915663,0.00301204819277108,0.00301204819277108,0,0.00301204819277108,0.0933734939759036,0,0,0.391566265060241,0,0.00602409638554217,0,0.00903614457831325,0.00301204819277108,0.219879518072289,0,0.0572289156626506,0,0.00301204819277108,0.00903614457831325,0,0,0,0.0120481927710843,0.0120481927710843,0,0,0,0.00301204819277108,0,0.0542168674698795,0,0,0,0,0,0,0
780,6586,0,0.00311526479750779,0.00934579439252336,0.0218068535825545,0.0280373831775701,0.00623052959501558,0,0,0,0.0155763239875389,0.0124610591900312,0,0,0.043613707165109,0,0.00934579439252336,0,0,0.059190031152648,0.00311526479750779,0,0.523364485981308,0,0.00311526479750779,0,0.00623052959501558,0,0.124610591900312,0,0.0498442367601246,0,0.0186915887850467,0.00311526479750779,0,0,0,0.0124610591900312,0.00311526479750779,0,0,0,0,0,0.043613707165109,0,0,0,0,0,0,0
790,6649,0,0.00328947368421053,0.00328947368421053,0.0296052631578947,0.0690789473684211,0.00986842105263158,0,0,0.00328947368421053,0,0.0164473684210526,0,0,0.0230263157894737,0.00328947368421053,0.0131578947368421,0,0,0.0394736842105263,0,0,0.388157894736842,0,0.00657894736842105,0,0.0230263157894737,0,0.171052631578947,0,0.0855263157894737,0,0.00328947368421053,0.0296052631578947,0,0,0,0.00986842105263158,0.0197368421052632,0,0,0.00328947368421053,0.00657894736842105,0,0.0361842105263158,0,0,0,0,0.00328947368421053,0,0
800,6712,0,0.00641025641025641,0,0.00641025641025641,0.0288461538461538,0.00961538461538462,0.00320512820512821,0,0,0.00961538461538462,0.00961538461538462,0.00320512820512821,0,0.0480769230769231,0.00320512820512821,0.00641025641025641,0,0,0.0961538461538462,0,0,0.365384615384615,0,0.00320512820512821,0,0.00320512820512821,0,0.0961538461538462,0,0.115384615384615,0,0.0192307692307692,0.00961538461538462,0,0,0,0.0128205128205128,0.0384615384615385,0.00641025641025641,0,0,0.00320512820512821,0,0.0897435897435897,0,0,0.00641025641025641,0,0,0,0
810,6775,0,0.0125,0,0.009375,0.0375,0.009375,0,0,0,0.01875,0.003125,0,0,0.034375,0,0.00625,0,0.003125,0.05625,0,0,0.490625,0,0,0,0.003125,0,0.10625,0,0.103125,0,0.01875,0.015625,0,0,0,0.0125,0.01875,0,0,0,0,0,0.040625,0,0,0,0,0,0,0
830,6901,0,0.00940438871473354,0.00313479623824451,0.0250783699059561,0.0282131661442006,0.00940438871473354,0,0,0,0.0188087774294671,0.00313479623824451,0,0,0.0438871473354232,0,0.00626959247648903,0.00940438871473354,0,0.0658307210031348,0,0,0.394984326018809,0,0.00940438871473354,0,0.00626959247648903,0,0.0689655172413793,0,0.0877742946708464,0,0.00626959247648903,0.0188087774294671,0,0,0,0.0282131661442006,0.0470219435736677,0,0,0,0,0,0.103448275862069,0,0,0,0,0.00626959247648903,0,0
840,6964,0,0.00636942675159236,0.00955414012738853,0.0127388535031847,0.0127388535031847,0.00955414012738853,0,0,0,0.0127388535031847,0.0191082802547771,0,0,0.0414012738853503,0,0.00318471337579618,0,0.00318471337579618,0.10828025477707,0,0,0.420382165605096,0.00636942675159236,0,0.00318471337579618,0.0127388535031847,0,0.114649681528662,0,0.0987261146496815,0,0.0191082802547771,0.0159235668789809,0,0,0,0.00955414012738853,0.0191082802547771,0,0,0,0,0,0.0382165605095541,0,0,0,0,0,0.00318471337579618,0
850,7027,0.00323624595469256,0.0129449838187702,0.00323624595469256,0.0129449838187702,0.0129449838187702,0.00323624595469256,0.00323624595469256,0,0,0.00970873786407767,0.00647249190938511,0.00323624595469256,0,0.0485436893203883,0.00323624595469256,0.0194174757281553,0,0,0.0679611650485437,0.00323624595469256,0,0.414239482200647,0,0.00647249190938511,0,0,0.00323624595469256,0.113268608414239,0,0.0776699029126214,0,0.0226537216828479,0.029126213592233,0,0,0,0.0161812297734628,0.0258899676375405,0.00323624595469256,0,0,0.00323624595469256,0,0.0517799352750809,0,0.00323624595469256,0.00970873786407767,0.00647249190938511,0,0,0
860,7090,0,0.0120845921450151,0.0241691842900302,0.00906344410876133,0.0120845921450151,0.00302114803625378,0,0,0,0.00302114803625378,0.0120845921450151,0,0,0.0392749244712991,0,0,0.00302114803625378,0.00302114803625378,0.0634441087613293,0.00302114803625378,0,0.595166163141994,0,0,0,0.00604229607250755,0,0.0785498489425982,0,0.0513595166163142,0,0.0151057401812689,0.00906344410876133,0,0,0,0.00604229607250755,0.0120845921450151,0,0,0,0.00302114803625378,0,0.0302114803625378,0,0,0.00302114803625378,0,0,0.00302114803625378,0
870,7153,0,0.00323624595469256,0.00970873786407767,0.00647249190938511,0.0323624595469256,0.00647249190938511,0,0,0,0,0.00647249190938511,0,0,0.0614886731391586,0,0.0129449838187702,0,0,0.058252427184466,0.00323624595469256,0,0.475728155339806,0,0,0,0.00323624595469256,0,0.0841423948220065,0,0.110032362459547,0,0.0161812297734628,0.00970873786407767,0,0,0,0.0129449838187702,0.029126213592233,0,0,0,0.00647249190938511,0,0.0485436893203883,0,0,0,0,0,0,0.00323624595469256
880,7216,0,0.00563380281690141,0.00563380281690141,0.00563380281690141,0.0169014084507042,0.0028169014084507,0.0028169014084507,0,0,0.0028169014084507,0.0112676056338028,0,0,0.0394366197183099,0,0.0112676056338028,0,0.0112676056338028,0.101408450704225,0.0028169014084507,0,0.416901408450704,0,0.0112676056338028,0,0.00563380281690141,0,0.0816901408450704,0,0.0676056338028169,0,0.0253521126760563,0.0028169014084507,0,0,0,0.0197183098591549,0.0647887323943662,0,0,0,0.0112676056338028,0,0.0676056338028169,0,0,0,0,0,0.00563380281690141,0
890,7279,0,0.0062111801242236,0.0031055900621118,0,0.0124223602484472,0.0124223602484472,0.0062111801242236,0,0,0.0124223602484472,0.0062111801242236,0,0,0.0434782608695652,0,0.0031055900621118,0,0.0031055900621118,0.077639751552795,0,0,0.41304347826087,0,0.0031055900621118,0,0.0062111801242236,0,0.0962732919254658,0,0.105590062111801,0,0.0248447204968944,0.0093167701863354,0.0031055900621118,0,0,0.0279503105590062,0.0372670807453416,0,0,0,0.0031055900621118,0,0.0838509316770186,0,0,0,0,0,0,0
900,7342,0.00321543408360129,0.0160771704180064,0,0.00643086816720257,0.022508038585209,0.00964630225080386,0.00321543408360129,0,0,0,0.00321543408360129,0,0,0.022508038585209,0,0.0289389067524116,0,0.00964630225080386,0.0836012861736334,0,0,0.45016077170418,0,0.0128617363344051,0,0.00321543408360129,0,0.131832797427653,0,0.0996784565916399,0.00321543408360129,0.00964630225080386,0.00321543408360129,0.00321543408360129,0,0,0.0160771704180064,0.0289389067524116,0,0,0,0.00321543408360129,0,0.022508038585209,0,0.00321543408360129,0,0,0,0,0
910,7405,0,0.00302114803625378,0.00302114803625378,0,0.0151057401812689,0.00302114803625378,0,0,0,0.0120845921450151,0.00604229607250755,0,0,0.0362537764350453,0,0.00906344410876133,0.00604229607250755,0.0181268882175227,0.126888217522659,0,0,0.429003021148036,0,0.00302114803625378,0,0.0151057401812689,0,0.0845921450151057,0,0.081570996978852,0,0.0120845921450151,0.00302114803625378,0,0,0,0.00604229607250755,0.0362537764350453,0,0,0,0,0,0.0876132930513595,0,0,0,0,0.00302114803625378,0,0
920,7468,0,0.00606060606060606,0.00606060606060606,0.00909090909090909,0.0151515151515152,0.0151515151515152,0,0,0,0.0121212121212121,0.00606060606060606,0,0,0.0636363636363636,0.00303030303030303,0.00909090909090909,0,0.00606060606060606,0.090909090909091,0,0,0.439393939393939,0,0.00303030303030303,0,0.0121212121212121,0,0.093939393939394,0.00303030303030303,0.0818181818181818,0,0.0212121212121212,0.0212121212121212,0.00303030303030303,0,0,0.0181818181818182,0.0151515151515152,0.00303030303030303,0,0,0.00303030303030303,0,0.0363636363636364,0,0,0,0,0,0.00303030303030303,0
930,7531,0,0.00911854103343465,0.00303951367781155,0.00911854103343465,0.0151975683890578,0.0060790273556231,0,0,0,0.00303951367781155,0.00911854103343465,0,0,0.0151975683890578,0.00303951367781155,0.0243161094224924,0.00303951367781155,0.00911854103343465,0.094224924012158,0.00303951367781155,0,0.419452887537994,0,0,0,0.0151975683890578,0,0.100303951367781,0,0.106382978723404,0,0.0212765957446809,0.0212765957446809,0,0,0,0,0.0182370820668693,0,0,0,0.00303951367781155,0.00303951367781155,0.0820668693009119,0,0,0,0,0,0.00303951367781155,0
940,7594,0,0.00303951367781155,0.0182370820668693,0.0455927051671733,0.0151975683890578,0.00303951367781155,0,0,0,0.0060790273556231,0.0060790273556231,0.00303951367781155,0,0.0547112462006079,0.00303951367781155,0.033434650455927,0,0.00303951367781155,0.121580547112462,0.00911854103343465,0,0.297872340425532,0,0.0060790273556231,0.00303951367781155,0.00303951367781155,0,0.130699088145897,0,0.0547112462006079,0,0.0243161094224924,0.0121580547112462,0,0,0,0.0243161094224924,0.0364741641337386,0.00303951367781155,0,0,0.0243161094224924,0.00303951367781155,0.0486322188449848,0,0,0,0,0,0,0.00303951367781155
950,7657,0,0.0219435736677116,0,0.0188087774294671,0.0282131661442006,0.00940438871473354,0.00626959247648903,0,0,0.0188087774294671,0.00940438871473354,0.00313479623824451,0,0.0188087774294671,0.00313479623824451,0.0438871473354232,0.00313479623824451,0.0125391849529781,0.15987460815047,0,0,0.313479623824451,0,0.00940438871473354,0,0,0.00313479623824451,0.112852664576803,0,0.0438871473354232,0,0.0125391849529781,0.0156739811912226,0.00626959247648903,0,0,0.00626959247648903,0.0532915360501567,0.00626959247648903,0,0,0.00313479623824451,0,0.0532915360501567,0,0,0,0,0,0.00313479623824451,0
960,7720,0,0.00606060606060606,0.00303030303030303,0.0333333333333333,0.0242424242424242,0.00606060606060606,0,0,0,0.0151515151515152,0.00303030303030303,0,0,0.0272727272727273,0.00303030303030303,0.0303030303030303,0.0181818181818182,0.0393939393939394,0.166666666666667,0.00303030303030303,0,0.327272727272727,0,0.00303030303030303,0,0,0,0.0818181818181818,0,0.0454545454545455,0,0.0121212121212121,0.00909090909090909,0,0,0,0.0151515151515152,0.0242424242424242,0,0,0,0.00303030303030303,0,0.096969696969697,0,0,0,0,0,0,0.00303030303030303
970,7783,0,0.00301204819277108,0.00602409638554217,0.0240963855421687,0.00903614457831325,0.00903614457831325,0,0,0,0.00903614457831325,0.00602409638554217,0,0,0.0210843373493976,0,0.0331325301204819,0.00903614457831325,0,0.171686746987952,0.00301204819277108,0,0.36144578313253,0,0.00602409638554217,0,0.00903614457831325,0,0.0903614457831325,0,0.0813253012048193,0.00301204819277108,0.0301204819277108,0,0,0,0,0.0271084337349398,0.0301204819277108,0.00301204819277108,0,0,0.00301204819277108,0,0.0421686746987952,0,0.00301204819277108,0,0.00301204819277108,0,0,0.00301204819277108
980,7846,0,0.0129032258064516,0.0032258064516129,0.0129032258064516,0.0225806451612903,0.0193548387096774,0,0,0,0.0354838709677419,0.0064516129032258,0.00967741935483871,0,0.0419354838709677,0,0.0451612903225806,0,0.00967741935483871,0.135483870967742,0,0,0.287096774193548,0,0.0064516129032258,0,0.0064516129032258,0,0.103225806451613,0.0032258064516129,0.067741935483871,0,0.0258064516129032,0.0064516129032258,0.0032258064516129,0,0,0.0064516129032258,0.064516129032258,0,0,0,0.0032258064516129,0,0.0387096774193548,0,0.0032258064516129,0.0064516129032258,0.0032258064516129,0,0.00967741935483871,0
990,7909,0,0.00859598853868195,0.00286532951289398,0.0286532951289398,0.0229226361031519,0.00573065902578797,0,0,0,0.0171919770773639,0.0229226361031519,0,0,0.0315186246418338,0,0.0114613180515759,0.0114613180515759,0.00859598853868195,0.157593123209169,0,0,0.383954154727794,0,0.00286532951289398,0,0.00859598853868195,0,0.0773638968481375,0,0.0544412607449857,0,0.0200573065902579,0.00859598853868195,0.00286532951289398,0,0,0.0257879656160458,0.0429799426934097,0,0,0,0.00286532951289398,0,0.0372492836676218,0,0,0.00286532951289398,0,0,0,0
1000,8930,0.00549450549450549,0.00274725274725275,0,0.0192307692307692,0.0164835164835165,0.0137362637362637,0,0,0,0.0192307692307692,0,0.010989010989011,0,0.00824175824175824,0.00274725274725275,0.010989010989011,0,0.00274725274725275,0.104395604395604,0,0,0.447802197802198,0,0.00549450549450549,0,0.0137362637362637,0,0.134615384615385,0,0.0604395604395604,0.00274725274725275,0.00824175824175824,0.010989010989011,0,0,0,0.010989010989011,0.021978021978022,0.00274725274725275,0,0,0.00824175824175824,0,0.0467032967032967,0,0.00274725274725275,0.00274725274725275,0,0,0.00274725274725275,0
1010,8957,0,0.0100671140939597,0.00335570469798658,0.00671140939597315,0.023489932885906,0.00335570469798658,0,0,0,0.00671140939597315,0.0134228187919463,0,0,0.0167785234899329,0,0.00671140939597315,0,0,0.0838926174496644,0,0,0.506711409395973,0,0.0100671140939597,0,0,0,0.0838926174496644,0,0.11744966442953,0,0.0100671140939597,0,0.00335570469798658,0,0,0.0201342281879195,0.0100671140939597,0,0.00335570469798658,0,0,0,0.0503355704697987,0,0,0,0.00335570469798658,0,0.00671140939597315,0
1020,8984,0,0,0,0.00970873786407767,0.0355987055016181,0,0,0,0,0.00323624595469256,0.0129449838187702,0,0,0.0323624595469256,0,0,0.00323624595469256,0.00970873786407767,0.113268608414239,0.00323624595469256,0,0.456310679611651,0,0.0129449838187702,0,0.00647249190938511,0,0.103559870550162,0,0.100323624595469,0.00647249190938511,0.00647249190938511,0.0129449838187702,0,0,0,0.0161812297734628,0.00647249190938511,0,0,0,0,0,0.0485436893203883,0,0,0,0,0,0,0
1030,9010,0,0.0162337662337662,0,0.00974025974025974,0.0292207792207792,0.00324675324675325,0,0,0,0.012987012987013,0,0,0,0.0357142857142857,0,0,0.0064935064935065,0.00974025974025974,0.107142857142857,0,0,0.49025974025974,0,0.0064935064935065,0,0.012987012987013,0,0.103896103896104,0,0.0487012987012987,0,0.0194805194805195,0.0064935064935065,0,0,0,0.012987012987013,0.012987012987013,0,0,0,0.00324675324675325,0,0.0487012987012987,0,0,0,0,0,0.00324675324675325,0
1040,9037,0.00290697674418605,0,0.00290697674418605,0.0232558139534884,0.0174418604651163,0.00290697674418605,0,0,0,0.0203488372093023,0.00290697674418605,0,0,0.0406976744186047,0,0.0203488372093023,0,0,0.113372093023256,0.00290697674418605,0,0.450581395348837,0,0.00290697674418605,0,0.00872093023255814,0,0.0872093023255814,0,0.0988372093023256,0,0,0.00872093023255814,0.00290697674418605,0,0,0.00872093023255814,0.0232558139534884,0,0,0,0,0,0.0581395348837209,0,0,0,0,0,0,0
1050,9063,0.00326797385620915,0.0065359477124183,0.0228758169934641,0.0359477124183007,0.00980392156862745,0,0,0,0,0.0065359477124183,0.0130718954248366,0,0,0.0620915032679739,0,0.0163398692810458,0.00326797385620915,0.00326797385620915,0.150326797385621,0.0065359477124183,0,0.336601307189543,0,0.00980392156862745,0,0.0065359477124183,0,0.0849673202614379,0,0.0980392156862745,0,0.0130718954248366,0.00980392156862745,0,0,0,0.0130718954248366,0.00980392156862745,0,0,0,0,0,0.0718954248366013,0,0,0,0,0.00326797385620915,0.00326797385620915,0
1060,9090,0,0.00955414012738853,0.00318471337579618,0.0254777070063694,0.0286624203821656,0.00955414012738853,0,0,0,0.0254777070063694,0.0127388535031847,0,0,0.0636942675159236,0,0.0191082802547771,0.00318471337579618,0.00318471337579618,0.140127388535032,0.00318471337579618,0,0.375796178343949,0,0.00636942675159236,0,0.00636942675159236,0,0.0955414012738854,0,0.0573248407643312,0,0.0159235668789809,0.0127388535031847,0,0,0,0.0159235668789809,0.0159235668789809,0,0,0,0,0,0.0477707006369427,0,0,0,0,0,0.00318471337579618,0
1070,9116,0.0032258064516129,0.0032258064516129,0.0032258064516129,0.0387096774193548,0.0258064516129032,0.00967741935483871,0,0,0,0.0225806451612903,0.00967741935483871,0,0,0.0354838709677419,0,0.0774193548387097,0,0,0.141935483870968,0.0032258064516129,0,0.316129032258064,0,0.00967741935483871,0,0.0064516129032258,0,0.112903225806452,0,0.0580645161290323,0,0.0161290322580645,0.0032258064516129,0.0064516129032258,0,0,0.0032258064516129,0.0129032258064516,0,0,0,0.0032258064516129,0,0.0774193548387097,0,0,0,0,0,0,0
1080,9143,0,0.0191082802547771,0.00636942675159236,0.0286624203821656,0.00318471337579618,0.00955414012738853,0,0,0,0.0127388535031847,0.00318471337579618,0,0,0.0414012738853503,0.00318471337579618,0.0318471337579618,0,0,0.14968152866242,0,0,0.369426751592357,0,0.00636942675159236,0,0.0159235668789809,0,0.0923566878980892,0,0.0796178343949045,0,0.0254777070063694,0.00636942675159236,0,0,0,0.035031847133758,0.00955414012738853,0,0,0,0,0,0.0414012738853503,0,0,0.00318471337579618,0.00318471337579618,0,0.00318471337579618,0
1100,9196,0.00315457413249211,0.00315457413249211,0,0.028391167192429,0.0157728706624606,0.00630914826498423,0,0,0,0.0410094637223975,0.00630914826498423,0,0,0.0599369085173502,0,0.00946372239747634,0.00946372239747634,0,0.160883280757098,0.00315457413249211,0,0.334384858044164,0,0.00315457413249211,0,0.00630914826498423,0,0.123028391167192,0,0.0504731861198738,0,0.0157728706624606,0.0157728706624606,0,0,0,0.0189274447949527,0.00315457413249211,0,0,0,0.00315457413249211,0,0.0788643533123028,0,0,0,0,0,0,0
1110,9223,0.00304878048780488,0.00304878048780488,0.00609756097560976,0.0335365853658537,0.0182926829268293,0.00609756097560976,0,0,0,0.0274390243902439,0.00304878048780488,0.00609756097560976,0,0.0182926829268293,0.00304878048780488,0.0396341463414634,0,0,0.134146341463415,0.00914634146341463,0,0.375,0,0.0152439024390244,0,0.00914634146341463,0,0.0640243902439024,0,0.0609756097560976,0.00304878048780488,0.00914634146341463,0.00914634146341463,0.00914634146341463,0,0,0.0182926829268293,0.0152439024390244,0,0,0,0,0,0.097560975609756,0,0,0,0.00304878048780488,0,0,0
1120,9249,0,0.00625,0.00625,0.01875,0.015625,0.003125,0,0,0,0.015625,0,0,0,0.0625,0,0.0125,0,0.009375,0.153125,0,0,0.378125,0,0.00625,0,0.0125,0,0.103125,0,0.090625,0,0.01875,0.00625,0,0,0,0.028125,0,0,0.003125,0,0,0,0.05,0,0,0,0,0,0,0
1130,9276,0,0.00641025641025641,0,0.0288461538461538,0.00961538461538462,0,0,0,0,0.00641025641025641,0.00961538461538462,0,0,0.0192307692307692,0,0.00641025641025641,0,0,0.112179487179487,0,0,0.477564102564103,0,0.00641025641025641,0,0.00320512820512821,0,0.0769230769230769,0,0.0961538461538462,0,0.0128205128205128,0.016025641025641,0.00320512820512821,0,0,0.0352564102564103,0.0128205128205128,0,0,0,0.00320512820512821,0,0.0544871794871795,0,0,0,0,0,0.00320512820512821,0
1140,9302,0,0.0114942528735632,0.0028735632183908,0.0114942528735632,0.0172413793103448,0.0028735632183908,0,0,0,0.014367816091954,0.014367816091954,0,0,0.028735632183908,0,0.00574712643678161,0,0,0.137931034482759,0.0028735632183908,0,0.514367816091954,0,0,0,0.00574712643678161,0,0.089080459770115,0,0.0574712643678161,0,0.00574712643678161,0.0028735632183908,0,0,0,0.00862068965517241,0.00862068965517241,0,0.0028735632183908,0,0,0,0.0517241379310345,0,0,0.0028735632183908,0,0,0,0
