"sample.depths","sample.ages","Picea","Abies","Larix","Juniperus.Thuja","Pinus.banksiana.P..resinosa","Pinus.undiff.","Pinus.strobus","Betula","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Populus.tremuloides.type","Populus.balsamifera.type","Ulmus","Tilia","Ostrya.Carpinus","Quercus","Acer.saccharum","Acer.saccharinum.type","Acer.rubrum","Acer.negundo","Acer.undiff.","Carya","Platanus","Morus","Celtis","Tsuga.canadensis","Juglans.cinerea","Juglans.nigra","Fagus","Salix","Alnus.incana.type","Alnus.viridis.type","Corylus","Sarcobatus.vermiculatus","Ephedra.torreyana.type","Ephedra.nevadensis.type","Rosa.type","Shepherdia.argentea","Rhus","Myrica","Ceanothus","Vitis","Cornus.undiff.","Cornus.sericea","Viburnum","Cyperaceae","Poaceae.undiff.","Cerealia.undiff.","Avena.Triticum","Zea","Artemisia","Ambrosia.type","Iva.annua.type","Iva.xanthifolia.type","Xanthium","Bidens","Aster.type","Anthemis.type","Taraxacum.type","Chenopodiaceae.undiff.","Humulus.Cannabis.sativa","Urtica","Plantago.undiff.","Plantago.major.P..media","Rumex","Thalictrum","Dalea.purpurea","Amorpha.type","Potentilla.type","Spiraea.type","Sanguisorba.canadensis","Ranunculaceae.undiff.","Anemone.type","Ranunculus.type","Stachys.type","Polygonum.persicaria","Campanula","Armeria","Gentiana","Caryophyllaceae","Apiaceae","Rubiaceae","Brassicaceae","Fabaceae.undiff.","Trifolium.repens","Onagraceae","Knautia","Liliaceae","Allium.type"
400,3770,0.00513698630136986,0.00171232876712329,0.00171232876712329,0.00171232876712329,0.125,0,0.0291095890410959,0.227739726027397,0.00684931506849315,0.00342465753424658,0.011986301369863,0.00171232876712329,0.0171232876712329,0.00342465753424658,0.0582191780821918,0.202054794520548,0.00171232876712329,0,0.00171232876712329,0,0,0,0.00342465753424658,0,0,0,0,0,0,0.0154109589041096,0.0753424657534247,0.0256849315068493,0.0273972602739726,0.00171232876712329,0,0,0,0,0,0,0,0,0,0.00342465753424658,0,0.0376712328767123,0.0445205479452055,0,0,0,0.0342465753424658,0.0102739726027397,0.00171232876712329,0,0.00171232876712329,0,0.00856164383561644,0,0,0.00342465753424658,0,0,0,0,0,0,0.00171232876712329,0.00171232876712329,0.00171232876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,3840,0.00452488687782805,0.00452488687782805,0.00452488687782805,0.00226244343891403,0.0995475113122172,0.00452488687782805,0.0316742081447964,0.176470588235294,0.00678733031674208,0.00226244343891403,0,0,0.0135746606334842,0.00452488687782805,0.00452488687782805,0.271493212669683,0.00226244343891403,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0.00452488687782805,0.0701357466063348,0.0135746606334842,0.0158371040723982,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0.0701357466063348,0,0,0,0.0678733031674208,0.0203619909502262,0,0.00226244343891403,0.00904977375565611,0,0.00904977375565611,0,0,0.0203619909502262,0,0,0,0,0.00226244343891403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,4050,0.00602409638554217,0,0,0.00200803212851406,0.0783132530120482,0.0120481927710843,0.0542168674698795,0.0602409638554217,0.00602409638554217,0,0.0100401606425703,0,0.0321285140562249,0,0.0100401606425703,0.393574297188755,0.00200803212851406,0,0.00200803212851406,0,0,0,0.00200803212851406,0,0,0.00200803212851406,0,0,0,0.00803212851405622,0.0943775100401606,0.0622489959839357,0.0220883534136546,0,0.00401606425702811,0,0,0,0,0,0,0,0,0,0,0.036144578313253,0.0301204819277108,0,0,0,0.0301204819277108,0.0200803212851406,0.00200803212851406,0.00200803212851406,0,0.00200803212851406,0.00602409638554217,0,0,0.00200803212851406,0,0,0,0,0,0.00200803212851406,0,0.00200803212851406,0,0,0,0,0,0,0,0,0,0,0,0,0.00200803212851406,0,0,0,0,0,0,0,0
440,4324,0.00852272727272727,0.00568181818181818,0,0.0113636363636364,0.113636363636364,0,0.0255681818181818,0.096590909090909,0.0113636363636364,0.00284090909090909,0.00284090909090909,0,0.0170454545454545,0,0.00852272727272727,0.318181818181818,0.00284090909090909,0.00284090909090909,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0.0255681818181818,0.0596590909090909,0.0113636363636364,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636364,0.0795454545454545,0,0,0,0.105113636363636,0.0426136363636364,0,0,0,0,0.00568181818181818,0,0,0.0142045454545455,0.00284090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0
446,4405,0.00297619047619048,0,0,0.00297619047619048,0.169642857142857,0,0.0357142857142857,0.0654761904761905,0,0,0,0,0.0267857142857143,0,0.0178571428571429,0.261904761904762,0,0,0,0,0,0.00297619047619048,0.00595238095238095,0,0,0,0.00297619047619048,0.00595238095238095,0,0.0119047619047619,0.0505952380952381,0.0178571428571429,0.0208333333333333,0.00297619047619048,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0.0357142857142857,0.0595238095238095,0,0,0,0.0892857142857143,0.0625,0,0,0,0.00297619047619048,0.0267857142857143,0,0,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619047619048,0,0,0,0,0,0,0,0,0.00297619047619048
455,4525,0.0141129032258065,0,0,0,0.175403225806452,0,0.0282258064516129,0.0625,0.00604838709677419,0.00201612903225806,0.00604838709677419,0,0.0141129032258065,0,0.0181451612903226,0.314516129032258,0,0,0,0,0,0,0,0,0,0,0,0.00201612903225806,0,0.00806451612903226,0.00403225806451613,0.00806451612903226,0.0161290322580645,0,0.00201612903225806,0,0,0,0,0,0,0,0,0,0,0.0564516129032258,0.0766129032258065,0,0,0,0.0665322580645161,0.0745967741935484,0,0.00403225806451613,0,0,0.0100806451612903,0,0,0.0120967741935484,0,0,0,0,0,0.00201612903225806,0,0.0141129032258065,0,0,0,0,0,0,0,0,0,0,0,0,0.00201612903225806,0,0,0,0,0,0,0,0
460,4591,0.00743494423791822,0.00371747211895911,0.0111524163568773,0,0.109665427509294,0,0.0297397769516729,0.0985130111524164,0.00557620817843866,0,0.00371747211895911,0,0.0111524163568773,0.00185873605947955,0.00371747211895911,0.29182156133829,0,0,0,0,0,0.00185873605947955,0,0,0,0,0,0.00371747211895911,0,0.0111524163568773,0.0594795539033457,0.016728624535316,0.00743494423791822,0.00929368029739777,0,0,0,0,0,0,0,0,0.00185873605947955,0,0,0.0371747211895911,0.111524163568773,0,0,0,0.0743494423791822,0.0520446096654275,0.00371747211895911,0.00185873605947955,0,0.00929368029739777,0.00371747211895911,0,0,0.00929368029739777,0,0,0,0,0,0.00185873605947955,0,0.00371747211895911,0,0.00185873605947955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,4657,0.00467289719626168,0.00311526479750779,0,0.00155763239875389,0.200934579439252,0,0.014018691588785,0.0841121495327103,0.00155763239875389,0.00311526479750779,0.00155763239875389,0,0.0155763239875389,0,0.0186915887850467,0.20404984423676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0.0856697819314642,0.0109034267912773,0.0124610591900312,0.00155763239875389,0,0,0,0,0,0,0,0.00155763239875389,0,0,0,0.0311526479750779,0.109034267912773,0,0,0,0.0950155763239875,0.0342679127725857,0,0,0,0.00155763239875389,0.0171339563862928,0,0,0.0233644859813084,0,0,0,0,0.00155763239875389,0,0,0.00778816199376947,0,0,0,0,0,0,0.00155763239875389,0.00155763239875389,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0,0
470,4722,0.0084985835694051,0,0,0,0.152974504249292,0,0.0481586402266289,0.0821529745042493,0.0056657223796034,0.0084985835694051,0,0,0.0169971671388102,0,0.0368271954674221,0.18413597733711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169971671388102,0.0708215297450425,0.0028328611898017,0.0226628895184136,0.0028328611898017,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0.0538243626062323,0.124645892351275,0,0,0,0.101983002832861,0.0198300283286119,0,0,0,0,0.0113314447592068,0,0,0.0141643059490085,0,0,0,0,0,0,0,0.0113314447592068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,4786,0.00492610837438424,0.00492610837438424,0.00492610837438424,0,0.0935960591133005,0.00492610837438424,0.00492610837438424,0.0812807881773399,0.00492610837438424,0.00738916256157635,0,0,0.0270935960591133,0,0.0123152709359606,0.450738916256158,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0.00985221674876847,0.0320197044334975,0.00492610837438424,0.00738916256157635,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0.0147783251231527,0.0985221674876847,0,0,0,0.0541871921182266,0.0394088669950739,0,0,0.00492610837438424,0,0.00738916256157635,0,0,0.0123152709359606,0,0,0,0,0,0,0.00246305418719212,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0
480,4851,0,0.00200400801603206,0.00200400801603206,0.00601202404809619,0.166332665330661,0,0.0260521042084168,0.0841683366733467,0.00601202404809619,0.00400801603206413,0,0,0.0280561122244489,0.00601202404809619,0.0100200400801603,0.348697394789579,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0.00801603206412826,0.0661322645290581,0.0100200400801603,0.00601202404809619,0.00200400801603206,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0.0440881763527054,0.0761523046092184,0,0,0,0.0440881763527054,0.0200400801603206,0.00601202404809619,0,0,0,0.0100200400801603,0,0,0.00601202404809619,0,0,0,0,0.00200400801603206,0,0,0.00400801603206413,0,0,0,0,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0
490,4978,0.00208333333333333,0.00208333333333333,0.00416666666666667,0.00416666666666667,0.116666666666667,0,0.00416666666666667,0.1,0.0104166666666667,0.00833333333333333,0.00625,0,0.0208333333333333,0,0.0166666666666667,0.341666666666667,0.00208333333333333,0,0,0,0,0.00416666666666667,0.00208333333333333,0,0,0,0,0,0,0.0229166666666667,0.05,0.0270833333333333,0.00833333333333333,0,0.00208333333333333,0,0,0,0,0.00208333333333333,0.00208333333333333,0,0,0,0,0.0145833333333333,0.0875,0,0,0,0.0666666666666667,0.0208333333333333,0.00208333333333333,0,0,0.0104166666666667,0.0104166666666667,0,0,0.00625,0,0,0,0,0,0.00208333333333333,0,0.00833333333333333,0,0,0,0,0,0.00208333333333333,0,0,0,0,0,0.00625,0.00208333333333333,0,0,0,0,0,0,0,0
500,5103,0.0169172932330827,0.0018796992481203,0,0.0037593984962406,0.201127819548872,0,0.0150375939849624,0.0620300751879699,0.0075187969924812,0.0056390977443609,0.0056390977443609,0,0.0244360902255639,0,0.0112781954887218,0.236842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225563909774436,0.0789473684210526,0.0056390977443609,0.0169172932330827,0.0056390977443609,0,0,0,0,0.0018796992481203,0,0,0,0,0,0,0.037593984962406,0.103383458646617,0,0,0,0.0620300751879699,0.0206766917293233,0,0,0,0.0056390977443609,0.018796992481203,0,0,0.0169172932330827,0,0,0,0,0.0018796992481203,0,0.0018796992481203,0.0075187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,5166,0.00572519083969466,0.00190839694656489,0.00190839694656489,0.00954198473282443,0.146946564885496,0,0.0114503816793893,0.0916030534351145,0.00572519083969466,0.00572519083969466,0,0,0.017175572519084,0,0.0229007633587786,0.395038167938931,0.00190839694656489,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0.00572519083969466,0.0438931297709924,0.0152671755725191,0.00572519083969466,0,0,0,0,0,0,0,0,0,0,0,0,0.0133587786259542,0.106870229007634,0,0,0,0.0534351145038168,0.00954198473282443,0.00190839694656489,0.00381679389312977,0,0,0.00190839694656489,0,0,0.0152671755725191,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,5228,0.00312989045383412,0,0,0.00156494522691706,0.0923317683881064,0,0.00312989045383412,0.118935837245696,0.00469483568075117,0.00156494522691706,0.00156494522691706,0,0.0187793427230047,0.00156494522691706,0.00156494522691706,0.491392801251956,0.00156494522691706,0,0,0,0,0.00312989045383412,0,0,0,0,0,0,0,0.00469483568075117,0.0406885758998435,0.00312989045383412,0.0156494522691706,0,0,0,0,0,0,0,0,0,0,0,0,0.0344287949921753,0.0594679186228482,0,0,0,0.0516431924882629,0.0156494522691706,0.00156494522691706,0,0,0.00156494522691706,0.0125195618153365,0,0,0.0109546165884194,0,0,0,0,0,0,0,0.00312989045383412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,5351,0.00957854406130268,0,0,0.00574712643678161,0.128352490421456,0.00191570881226054,0.0134099616858238,0.0574712643678161,0.00957854406130268,0.00383141762452107,0.00383141762452107,0,0.0153256704980843,0,0.00957854406130268,0.363984674329502,0,0,0,0,0,0,0,0,0,0,0,0.00191570881226054,0,0.00957854406130268,0.0574712643678161,0.0344827586206897,0.00574712643678161,0,0,0,0,0,0,0,0,0.00574712643678161,0,0,0,0.0363984674329502,0.126436781609195,0,0,0,0.0613026819923372,0.0153256704980843,0,0,0,0,0.00957854406130268,0,0,0.00766283524904215,0,0,0,0,0,0.00191570881226054,0,0.00383141762452107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,5473,0.00151515151515152,0,0,0.00151515151515152,0.0787878787878788,0,0.00151515151515152,0.0803030303030303,0.0166666666666667,0.00151515151515152,0.00303030303030303,0,0.00606060606060606,0,0.0151515151515152,0.424242424242424,0.00454545454545455,0,0,0,0.00151515151515152,0.00151515151515152,0,0,0,0.00151515151515152,0,0,0,0.00151515151515152,0.05,0.00757575757575758,0.0166666666666667,0.00909090909090909,0,0,0,0,0,0,0,0,0,0,0,0.0196969696969697,0.0984848484848485,0,0,0,0.090909090909091,0.0318181818181818,0.00151515151515152,0,0,0,0.0121212121212121,0,0,0.0181818181818182,0,0,0,0,0,0,0.00151515151515152,0.00151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,5534,0,0.00193423597678917,0.00193423597678917,0,0.104448742746615,0,0.00967117988394584,0.058027079303675,0.00967117988394584,0.00193423597678917,0.00386847195357834,0,0.00967117988394584,0.00193423597678917,0.00773694390715667,0.402321083172147,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0,0.00386847195357834,0.0502901353965184,0.0154738878143133,0.00193423597678917,0,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0.150870406189555,0,0,0,0.106382978723404,0.0270793036750484,0.00193423597678917,0.00193423597678917,0.00386847195357834,0,0.00193423597678917,0,0,0.00580270793036751,0,0,0,0,0,0.00386847195357834,0.00193423597678917,0.00193423597678917,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0
539,5582,0.00479041916167665,0.00119760479041916,0,0.00239520958083832,0.144910179640719,0,0.00239520958083832,0.0562874251497006,0.00359281437125748,0.00239520958083832,0.00119760479041916,0,0.0107784431137725,0.00239520958083832,0.00479041916167665,0.4,0,0.00119760479041916,0,0.00239520958083832,0,0,0,0,0,0,0,0.00119760479041916,0,0.00838323353293413,0.0550898203592814,0.00119760479041916,0.00479041916167665,0.00598802395209581,0,0,0,0,0,0.00119760479041916,0,0,0.00119760479041916,0,0,0.029940119760479,0.104191616766467,0,0,0,0.0850299401197605,0.0179640718562874,0.00239520958083832,0,0.00359281437125748,0.00239520958083832,0.0131736526946108,0,0,0.0167664670658683,0,0,0,0,0,0,0,0.00359281437125748,0.00119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,5714,0.00404858299595142,0,0,0.00202429149797571,0.163967611336032,0.00202429149797571,0.00202429149797571,0.062753036437247,0.00404858299595142,0,0.00404858299595142,0,0.0303643724696356,0,0.0101214574898785,0.299595141700405,0.00202429149797571,0,0,0,0,0.00202429149797571,0,0,0,0,0,0.00404858299595142,0,0.00809716599190283,0.0526315789473684,0.01417004048583,0.00607287449392713,0,0,0,0,0,0,0,0,0,0.00809716599190283,0,0,0.0404858299595142,0.117408906882591,0,0,0,0.0931174089068826,0.0182186234817814,0,0.00202429149797571,0,0.0101214574898785,0.00404858299595142,0,0,0.0161943319838057,0,0,0,0,0,0,0,0.00404858299595142,0.00202429149797571,0,0,0,0,0.00607287449392713,0,0,0,0,0,0.00202429149797571,0,0.00202429149797571,0,0,0,0,0,0,0
560,5834,0.00580270793036751,0,0.00580270793036751,0,0.114119922630561,0.00386847195357834,0.00967117988394584,0.125725338491296,0.00386847195357834,0.00193423597678917,0.00193423597678917,0,0.0290135396518375,0.00193423597678917,0.0154738878143133,0.32495164410058,0,0,0,0,0.00193423597678917,0.00193423597678917,0,0,0,0,0.00193423597678917,0,0.00193423597678917,0.00773694390715667,0.04642166344294,0.00580270793036751,0.0174081237911025,0.00193423597678917,0,0,0,0,0,0,0,0,0,0,0,0.0135396518375242,0.110251450676983,0,0,0,0.0967117988394584,0.0174081237911025,0.00193423597678917,0,0,0,0.00967117988394584,0,0,0.00773694390715667,0,0,0,0,0,0.00386847195357834,0,0.00193423597678917,0,0,0,0.00386847195357834,0,0,0,0,0,0,0,0.00193423597678917,0,0,0,0,0,0,0,0,0
570,5953,0.00723589001447178,0.00289435600578871,0,0,0.125904486251809,0.00289435600578871,0.0188133140376266,0.108538350217077,0.00868306801736614,0.00289435600578871,0.00144717800289436,0,0.0347322720694645,0.00144717800289436,0.0463096960926194,0.303907380607815,0,0,0,0,0.00144717800289436,0,0,0,0,0,0.00289435600578871,0.00144717800289436,0,0.0101302460202605,0.0332850940665702,0.0159189580318379,0.0159189580318379,0.00289435600578871,0,0,0,0,0,0,0,0,0.00289435600578871,0,0,0.0361794500723589,0.0795947901591896,0,0,0,0.0868306801736614,0.0173661360347323,0,0.00144717800289436,0,0.00289435600578871,0.00868306801736614,0,0,0.0130246020260492,0,0,0,0,0,0,0,0.00144717800289436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,6072,0.00378787878787879,0,0,0.00189393939393939,0.071969696969697,0,0.0227272727272727,0.0890151515151515,0.00946969696969697,0.00568181818181818,0.00568181818181818,0,0.0170454545454545,0,0.0378787878787879,0.299242424242424,0.00378787878787879,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0,0.0170454545454545,0.0454545454545455,0.00568181818181818,0.0113636363636364,0.00378787878787879,0,0,0,0,0,0,0,0.00378787878787879,0,0,0,0.0359848484848485,0.102272727272727,0,0,0,0.123106060606061,0.0378787878787879,0,0,0,0,0.0113636363636364,0,0,0.0265151515151515,0,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,6191,0.00145137880986938,0,0.00145137880986938,0.00725689404934688,0.0943396226415094,0,0.00870827285921625,0.0420899854862119,0.00435413642960813,0.00290275761973875,0,0,0.0174165457184325,0,0.0130624092888244,0.415094339622642,0.00145137880986938,0,0,0,0,0,0,0,0,0,0,0,0,0.0058055152394775,0.0333817126269956,0.0101596516690856,0.034833091436865,0.00145137880986938,0,0,0,0,0,0,0,0.00145137880986938,0,0,0,0.0058055152394775,0.0783744557329463,0,0,0,0.0972423802612482,0.0566037735849057,0.0058055152394775,0,0,0.00435413642960813,0.0130624092888244,0,0,0.0377358490566038,0,0,0,0,0,0.00145137880986938,0,0.00145137880986938,0.00145137880986938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,6313,0.00346620450606586,0,0.00346620450606586,0.00173310225303293,0.11265164644714,0.00173310225303293,0.0103986135181976,0.0831889081455806,0,0,0.00173310225303293,0.00173310225303293,0.024263431542461,0,0.00866551126516464,0.403812824956672,0.00173310225303293,0,0,0,0.00173310225303293,0,0,0,0,0,0.00173310225303293,0,0,0.0138648180242634,0.0294627383015598,0.0121317157712305,0.00866551126516464,0.00519930675909879,0,0,0,0,0,0,0,0,0,0,0.00173310225303293,0.0207972270363951,0.0918544194107452,0,0,0,0.072790294627383,0.0346620450606586,0.00173310225303293,0,0,0.00866551126516464,0,0,0,0.0207972270363951,0,0,0,0,0,0,0,0.00346620450606586,0.00173310225303293,0,0,0,0.00346620450606586,0.00346620450606586,0,0,0,0,0,0.00346620450606586,0,0,0,0,0,0,0,0,0
610,6437,0.00835654596100279,0,0,0,0.167130919220056,0,0.00974930362116992,0.0571030640668524,0.00278551532033426,0,0,0,0.020891364902507,0,0.0167130919220056,0.214484679665738,0,0,0,0,0,0.00417827298050139,0,0,0,0,0,0,0,0.00835654596100279,0.052924791086351,0.00835654596100279,0.0236768802228412,0,0,0,0,0,0,0,0,0,0,0,0,0.020891364902507,0.116991643454039,0,0,0,0.168523676880223,0.0389972144846797,0.00278551532033426,0.00139275766016713,0,0,0.0153203342618384,0,0,0.0278551532033426,0,0,0,0,0,0,0,0.00278551532033426,0,0,0,0,0,0,0,0.00139275766016713,0,0,0,0.00557103064066852,0,0,0,0,0,0,0,0,0.00278551532033426
621,6579,0.00211640211640212,0.00105820105820106,0,0.00529100529100529,0.122751322751323,0,0.0243386243386243,0.0507936507936508,0.00423280423280423,0.00105820105820106,0.00105820105820106,0,0.0253968253968254,0,0.0253968253968254,0.31957671957672,0,0,0,0.00105820105820106,0.00105820105820106,0,0.00317460317460317,0,0,0,0.00317460317460317,0,0,0.00952380952380952,0.0656084656084656,0.00952380952380952,0.00740740740740741,0.00529100529100529,0,0.00105820105820106,0,0,0,0,0,0.00211640211640212,0.00105820105820106,0.00105820105820106,0,0.0317460317460317,0.103703703703704,0,0,0,0.106878306878307,0.019047619047619,0.00211640211640212,0.00105820105820106,0,0,0.00740740740740741,0.00105820105820106,0,0.0243386243386243,0,0,0,0,0,0,0.00105820105820106,0.00529100529100529,0.00105820105820106,0,0.00105820105820106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,6700,0.00168918918918919,0,0.000844594594594595,0.000844594594594595,0.0726351351351351,0,0.00591216216216216,0.0692567567567568,0.0101351351351351,0.00253378378378378,0.00168918918918919,0,0.0236486486486486,0.000844594594594595,0.027027027027027,0.384290540540541,0.00168918918918919,0.000844594594594595,0,0,0.000844594594594595,0.00168918918918919,0,0,0,0,0,0,0,0.0135135135135135,0.0278716216216216,0.0135135135135135,0.00929054054054054,0.000844594594594595,0,0,0,0,0.000844594594594595,0,0,0,0,0.000844594594594595,0,0.0287162162162162,0.0886824324324324,0,0,0,0.142736486486486,0.0261824324324324,0.00337837837837838,0.00168918918918919,0,0.000844594594594595,0.00253378378378378,0,0,0.0194256756756757,0,0,0.000844594594594595,0,0,0.000844594594594595,0.000844594594594595,0.00337837837837838,0,0.00253378378378378,0,0,0,0.00253378378378378,0,0,0,0,0,0,0.000844594594594595,0.000844594594594595,0,0,0,0,0,0,0
641,6855,0.011001100110011,0,0,0,0.0968096809680968,0,0.0176017601760176,0.044004400440044,0.0143014301430143,0.0033003300330033,0.0055005500550055,0,0.0286028602860286,0,0.0264026402640264,0.205720572057206,0,0.0022002200220022,0,0,0,0,0.0011001100110011,0.0011001100110011,0,0.0275027502750275,0,0,0,0.0121012101210121,0.0517051705170517,0.0055005500550055,0.0132013201320132,0.0011001100110011,0,0,0,0.0011001100110011,0,0.0011001100110011,0,0,0,0,0,0.0242024202420242,0.136413641364136,0,0,0,0.176017601760176,0.0308030803080308,0.0033003300330033,0,0.0011001100110011,0,0.0121012101210121,0.0011001100110011,0,0.0308030803080308,0,0,0,0,0,0.0011001100110011,0,0.011001100110011,0,0,0.0011001100110011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,6914,0.00512820512820513,0.00256410256410256,0.00512820512820513,0.00512820512820513,0.0974358974358974,0,0.0128205128205128,0.0435897435897436,0.0128205128205128,0,0.00256410256410256,0,0.0153846153846154,0,0.0205128205128205,0.274358974358974,0,0,0,0,0.00256410256410256,0,0,0,0,0,0,0.00256410256410256,0,0.00256410256410256,0.0358974358974359,0.00512820512820513,0.0179487179487179,0,0,0,0,0,0,0,0,0,0,0,0,0.0153846153846154,0.164102564102564,0,0,0,0.169230769230769,0.0282051282051282,0.00512820512820513,0.00256410256410256,0,0.00256410256410256,0,0,0,0.0256410256410256,0,0,0,0.00256410256410256,0,0,0,0.00769230769230769,0.00769230769230769,0,0,0,0,0,0,0,0,0,0,0.00256410256410256,0,0,0.00256410256410256,0,0,0,0,0,0
650,6989,0.0121546961325967,0,0,0.00331491712707182,0.102762430939227,0,0.025414364640884,0.0408839779005525,0.00331491712707182,0.00441988950276243,0.00441988950276243,0,0.0220994475138122,0.00220994475138122,0.0176795580110497,0.196685082872928,0.00331491712707182,0,0,0,0,0,0,0,0,0,0.00220994475138122,0,0,0.00773480662983425,0.0408839779005525,0.0110497237569061,0.00773480662983425,0.00110497237569061,0,0,0,0,0,0,0,0,0,0,0,0.0375690607734807,0.198895027624309,0,0,0,0.158011049723757,0.0464088397790055,0.00552486187845304,0.00220994475138122,0.00110497237569061,0,0.00662983425414365,0,0,0.0243093922651934,0,0,0,0,0,0,0.00110497237569061,0.00662983425414365,0.00110497237569061,0,0,0,0,0.00110497237569061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,7143,0.00378787878787879,0,0,0.00568181818181818,0.115530303030303,0.00946969696969697,0.0132575757575758,0.0549242424242424,0.00378787878787879,0.00946969696969697,0,0,0.0397727272727273,0.00189393939393939,0.0170454545454545,0.321969696969697,0.00189393939393939,0,0,0,0,0.00378787878787879,0,0,0,0.00189393939393939,0,0,0,0.0170454545454545,0.0511363636363636,0.0170454545454545,0.00946969696969697,0.00189393939393939,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0.0132575757575758,0.104166666666667,0,0,0,0.0984848484848485,0.0227272727272727,0.00189393939393939,0.00946969696969697,0,0.00378787878787879,0.00378787878787879,0,0,0.0246212121212121,0,0,0.00189393939393939,0.00189393939393939,0,0.00189393939393939,0.00189393939393939,0,0,0,0,0,0,0.00757575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,7384,0.00373134328358209,0.000932835820895522,0.00466417910447761,0.00186567164179104,0.0960820895522388,0,0.00652985074626866,0.0503731343283582,0.00373134328358209,0,0,0,0.0354477611940298,0.00186567164179104,0.019589552238806,0.302238805970149,0.00279850746268657,0,0,0,0.00186567164179104,0,0,0.000932835820895522,0,0,0,0,0.000932835820895522,0.0130597014925373,0.0223880597014925,0.0130597014925373,0.0130597014925373,0,0,0.000932835820895522,0,0.000932835820895522,0,0,0,0,0,0,0,0.0270522388059701,0.131529850746269,0,0,0,0.157649253731343,0.0298507462686567,0.00559701492537313,0,0.00186567164179104,0,0.00746268656716418,0,0,0.0335820895522388,0,0,0,0,0,0,0.000932835820895522,0.00186567164179104,0.00186567164179104,0,0,0,0,0,0,0,0,0,0,0.000932835820895522,0.00186567164179104,0,0,0,0,0,0.000932835820895522,0,0
