"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Quercus","Ranunculaceae.undiff.","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Castanea.dentata","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Fraxinus.americana.type","Carya.ovata","Myrica.gale","Picea.cf..P..glauca","Alnus.viridis.type","Populus.tremuloides.type","Tilia","Rosaceae.undiff.","Salix.undiff.","Caryophyllaceae","Taxus","Thalictrum","Amaranthaceae","Acer.saccharinum","Juglans.cinerea","Corylus.cornuta","Viburnum.nudum","Acer.pensylvanicum","Acer.spicatum","Ambrosia.type","Sambucus","Prunus.virginiana","Viburnum.edule","Juglans.nigra","Pinus.resinosa.type","Urtica.type","Morus.rubra.type","Viburnum.lentago","Impatiens","Brassicaceae","Populus.balsamifera.type","Rubiaceae","Potentilla.palustris.type","Prunus.pensylvanica","Celtis.occidentalis","Liliaceae","Viburnum.undiff.","Rhus.typhina","Rhamnus.alnifolia.R..frangula","Prunus.undiff.","Salix.vestita.type","Apiaceae","Onagraceae","Salix.herbacea.type","Cornus","Shepherdia.canadensis","Fabaceae","cf..Oxyria.digyna","Polygonaceae.undiff."
212,3284,0.00816326530612245,0.00612244897959184,0,0.46530612244898,0.00204081632653061,0.00204081632653061,0.0714285714285714,0.0102040816326531,0,0.00816326530612245,0.0163265306122449,0.00816326530612245,0.0285714285714286,0.0469387755102041,0,0,0.026530612244898,0.00612244897959184,0.00204081632653061,0.00204081632653061,0.0244897959183673,0,0.00204081632653061,0.0102040816326531,0.140816326530612,0,0.0122448979591837,0.0653061224489796,0.00204081632653061,0,0.00408163265306122,0,0,0.00408163265306122,0.00204081632653061,0.00204081632653061,0,0,0.00204081632653061,0.00612244897959184,0,0,0.00408163265306122,0.00204081632653061,0.00204081632653061,0,0,0.00204081632653061,0,0,0,0,0,0,0,0.00204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,3485,0.00955690703735882,0.0347523892267593,0,0.35881841876629,0.00608166811468288,0.00434404865334492,0.052128583840139,0.0199826238053866,0.00434404865334492,0.00868809730668984,0.00608166811468288,0.0139009556907037,0.0234578627280626,0.11989574283232,0.00173761946133797,0.00260642919200695,0.0234578627280626,0.00260642919200695,0,0.00173761946133797,0.0347523892267593,0,0.00868809730668984,0.0112945264986968,0.146828844483058,0,0.0269331016507385,0.0234578627280626,0.00173761946133797,0,0.000868809730668983,0.00173761946133797,0,0.000868809730668983,0.0217202432667246,0.00347523892267593,0.000868809730668983,0.00173761946133797,0,0.00347523892267593,0,0,0,0.0052128583840139,0.00173761946133797,0,0.00260642919200695,0.00608166811468288,0.00173761946133797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,3686,0.00242718446601942,0.0242718446601942,0.00121359223300971,0.468446601941748,0.00242718446601942,0.00121359223300971,0.0449029126213592,0.0145631067961165,0.00728155339805825,0.00121359223300971,0,0,0.0303398058252427,0.0509708737864078,0,0.00242718446601942,0.0133495145631068,0.0194174757281553,0.00242718446601942,0.00121359223300971,0.0145631067961165,0,0.00364077669902913,0.00849514563106796,0.224514563106796,0,0.0279126213592233,0.00849514563106796,0.00121359223300971,0,0,0,0,0.00485436893203883,0.00242718446601942,0.00242718446601942,0,0.00121359223300971,0.00121359223300971,0.00121359223300971,0,0,0.00121359223300971,0.00242718446601942,0.00121359223300971,0,0,0,0,0,0,0.00121359223300971,0,0,0,0.00121359223300971,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,3949,0,0.00677200902934537,0,0.388261851015801,0.00225733634311512,0,0.0428893905191874,0.0135440180586907,0.00451467268623025,0.00225733634311512,0,0.0112866817155756,0.0699774266365688,0.0586907449209932,0,0.00225733634311512,0.0090293453724605,0,0,0.0090293453724605,0.0270880361173815,0.00225733634311512,0.00677200902934537,0.018058690744921,0.248306997742664,0,0.0225733634311512,0.0135440180586907,0.00677200902934537,0,0,0,0,0.00225733634311512,0.00225733634311512,0.00451467268623025,0,0.00225733634311512,0,0.00677200902934537,0,0,0,0.00677200902934537,0,0,0,0,0,0,0,0,0,0,0,0.00225733634311512,0,0.00225733634311512,0.00451467268623025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,4104,0.008130081300813,0.016260162601626,0,0.41260162601626,0.0040650406504065,0,0.0386178861788618,0.0284552845528455,0.0040650406504065,0.0101626016260163,0.008130081300813,0.00609756097560976,0.0609756097560976,0.0264227642276423,0,0.00203252032520325,0.0101626016260163,0.00203252032520325,0,0.00609756097560976,0.0121951219512195,0,0.0040650406504065,0.0121951219512195,0.254065040650407,0,0.008130081300813,0.032520325203252,0.0040650406504065,0.0040650406504065,0,0.008130081300813,0,0,0,0,0,0,0,0.00203252032520325,0,0.00203252032520325,0,0.00609756097560976,0.00203252032520325,0,0,0,0,0,0,0.00203252032520325,0,0,0,0,0,0,0.00203252032520325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,4259,0.0041407867494824,0.0186335403726708,0.0020703933747412,0.474120082815735,0.010351966873706,0,0.0538302277432712,0.0186335403726708,0.0124223602484472,0,0.0041407867494824,0.010351966873706,0.0165631469979296,0.0476190476190476,0,0.0041407867494824,0.0289855072463768,0.0020703933747412,0.0020703933747412,0,0.0289855072463768,0,0,0,0.192546583850932,0,0.020703933747412,0.0144927536231884,0.0020703933747412,0,0,0.0020703933747412,0,0.0020703933747412,0.0082815734989648,0.0020703933747412,0,0,0,0.0082815734989648,0,0,0,0,0,0,0,0.0020703933747412,0.0020703933747412,0,0,0,0.0041407867494824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,4445,0.00663716814159292,0.0132743362831858,0,0.438053097345133,0,0.00442477876106195,0.0597345132743363,0.0221238938053097,0.00442477876106195,0.00221238938053097,0,0.00221238938053097,0.0331858407079646,0.0641592920353982,0,0,0.0376106194690266,0.00663716814159292,0.00221238938053097,0.00221238938053097,0.0243362831858407,0,0.00221238938053097,0.0376106194690266,0.139380530973451,0,0.0221238938053097,0.0398230088495575,0,0,0.00221238938053097,0,0,0.00663716814159292,0,0,0.00442477876106195,0,0,0.0132743362831858,0,0,0,0.00221238938053097,0.00442477876106195,0,0,0,0.00221238938053097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,4646,0.0099009900990099,0.00396039603960396,0,0.528712871287129,0,0,0.0693069306930693,0.0178217821782178,0.00594059405940594,0.00198019801980198,0.0099009900990099,0.0257425742574257,0.0198019801980198,0.0534653465346535,0.00198019801980198,0.00198019801980198,0.0277227722772277,0.00198019801980198,0.00198019801980198,0,0.0118811881188119,0,0.00594059405940594,0.0297029702970297,0.093069306930693,0,0,0.0613861386138614,0.00792079207920792,0,0.00198019801980198,0,0,0,0.00396039603960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,5020,0.00451127819548872,0.0150375939849624,0.00150375939849624,0.37593984962406,0.00300751879699248,0.00150375939849624,0.0210526315789474,0.0195488721804511,0.00902255639097744,0.00451127819548872,0.00300751879699248,0.00601503759398496,0.0390977443609023,0.0315789473684211,0,0.00150375939849624,0.0195488721804511,0.00150375939849624,0.00300751879699248,0,0.0120300751879699,0,0.00150375939849624,0.0135338345864662,0.124812030075188,0.00150375939849624,0,0.242105263157895,0.00300751879699248,0,0.0075187969924812,0,0,0.00451127819548872,0.00451127819548872,0,0,0,0,0.0105263157894737,0,0,0,0.0075187969924812,0,0.00150375939849624,0.00150375939849624,0,0.00150375939849624,0,0,0,0,0,0,0,0.00150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,5269,0,0.00960384153661465,0.00120048019207683,0.469387755102041,0.00120048019207683,0,0.0156062424969988,0.00720288115246098,0.00480192076830732,0.00840336134453781,0,0.00480192076830732,0.0360144057623049,0.0312124849939976,0,0,0.014405762304922,0.00240096038415366,0.00120048019207683,0,0.0132052821128451,0.00120048019207683,0.00240096038415366,0.00240096038415366,0.0768307322929172,0,0.00120048019207683,0.26890756302521,0.00120048019207683,0,0,0,0,0.00120048019207683,0.00480192076830732,0,0.00120048019207683,0.00120048019207683,0,0.00840336134453781,0.00120048019207683,0.00120048019207683,0,0.00240096038415366,0,0,0,0,0.00120048019207683,0,0,0,0,0,0,0,0,0,0,0.00120048019207683,0.00120048019207683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,5568,0.00192307692307692,0.00384615384615385,0.00576923076923077,0.369230769230769,0.00192307692307692,0,0.0173076923076923,0.025,0.00384615384615385,0.00576923076923077,0,0.00384615384615385,0.0403846153846154,0.0423076923076923,0,0.00192307692307692,0.0307692307692308,0.00769230769230769,0,0,0.0134615384615385,0,0.00769230769230769,0.00384615384615385,0.109615384615385,0,0.00384615384615385,0.255769230769231,0,0,0,0,0,0.00769230769230769,0.00192307692307692,0.00576923076923077,0,0,0,0.0115384615384615,0,0,0.00192307692307692,0.0134615384615385,0,0,0,0,0,0,0,0,0,0,0,0.00192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,5892,0.00223713646532438,0.00894854586129754,0,0.315436241610738,0.00223713646532438,0.00223713646532438,0.0201342281879195,0.0246085011185682,0.0111856823266219,0.00447427293064877,0.00447427293064877,0.029082774049217,0.00894854586129754,0.0402684563758389,0,0.00223713646532438,0.0178970917225951,0.00447427293064877,0,0,0.00894854586129754,0,0,0.0156599552572707,0.0894854586129754,0,0.00894854586129754,0.351230425055928,0.0178970917225951,0,0.00223713646532438,0,0,0,0.00223713646532438,0,0,0,0,0,0,0,0,0.00223713646532438,0,0,0.00223713646532438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,6265,0.00211416490486258,0.0232558139534884,0.00211416490486258,0.175475687103594,0.00634249471458774,0,0.0126849894291755,0.0190274841437632,0.00422832980972516,0.00845665961945032,0.00422832980972516,0.0211416490486258,0.0739957716701903,0.0613107822410148,0,0.00211416490486258,0.0317124735729387,0,0.00211416490486258,0.00211416490486258,0.00422832980972516,0,0,0.0761099365750529,0.323467230443975,0,0,0.118393234672304,0.00211416490486258,0,0.00211416490486258,0.00211416490486258,0,0.00634249471458774,0.00634249471458774,0,0,0,0,0,0,0,0,0,0.00211416490486258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211416490486258,0.00211416490486258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,6514,0.00457142857142857,0.0822857142857143,0.00114285714285714,0.221714285714286,0.00457142857142857,0.00228571428571429,0.0102857142857143,0.0171428571428571,0.00457142857142857,0.00114285714285714,0.0205714285714286,0.008,0.0548571428571429,0.0582857142857143,0,0,0.0262857142857143,0,0.00114285714285714,0.00228571428571429,0.0137142857142857,0,0.00342857142857143,0.0251428571428571,0.315428571428571,0,0.00228571428571429,0.072,0.00457142857142857,0,0,0.00342857142857143,0,0.0274285714285714,0.00571428571428571,0,0,0,0,0.00114285714285714,0,0.00228571428571429,0,0,0.00228571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,6763,0,0.0071599045346062,0,0.157517899761337,0.00238663484486874,0.00238663484486874,0.0143198090692124,0.0167064439140811,0.00954653937947494,0,0,0.0143198090692124,0.0739856801909308,0.0859188544152745,0,0.00238663484486874,0.0190930787589499,0,0,0.00477326968973747,0.00954653937947494,0,0,0.0238663484486874,0.353221957040573,0,0.00954653937947494,0.15035799522673,0.00238663484486874,0,0.00238663484486874,0,0,0.0167064439140811,0.00238663484486874,0,0,0.00238663484486874,0,0.00954653937947494,0,0,0,0,0.00477326968973747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238663484486874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,7137,0,0.0130111524163569,0.00185873605947955,0.109665427509294,0.00185873605947955,0,0.00185873605947955,0.00557620817843866,0.00185873605947955,0,0.0130111524163569,0.00743494423791822,0.171003717472119,0.0743494423791822,0,0.00185873605947955,0.00743494423791822,0.00185873605947955,0,0.00371747211895911,0.00185873605947955,0,0,0.016728624535316,0.50185873605948,0,0.00371747211895911,0.0204460966542751,0.00557620817843866,0.00185873605947955,0,0.00185873605947955,0,0.00185873605947955,0.0111524163568773,0,0,0,0,0.00557620817843866,0,0.00371747211895911,0,0,0.00743494423791822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
