"sample.depths","sample.ages","Ambrosia.type","Betula","Carya","Castanea","Fagus","Poaceae.undiff.","Herbs.undiff.","Liquidambar","Picea","Quercus","Rumex","Ulmus","Alnus","Acer","Fraxinus","Myrica","Pinus","Plantago","Rosaceae","Tsuga","Juglans","Nyssa","Salix","Amaranthaceae","Corylus","Cupressaceae","Cerealia","Platanus","Artemisia","Ostrya.Carpinus","Tilia","Asteraceae.subf..Asteroideae.undiff."
53,149,0.0128617363344051,0.0578778135048231,0.0514469453376206,0.00321543408360129,0.022508038585209,0.0739549839228296,0.022508038585209,0.00321543408360129,0.00643086816720257,0.32475884244373,0.0385852090032154,0.00643086816720257,0.189710610932476,0.022508038585209,0.00964630225080386,0,0.0868167202572347,0,0.0160771704180064,0.0321543408360129,0.00321543408360129,0.00321543408360129,0.00321543408360129,0,0,0.00321543408360129,0,0,0,0.00643086816720257,0,0
55,155,0.053156146179402,0.0564784053156146,0.0332225913621262,0.00996677740863787,0.0132890365448505,0.146179401993355,0.0465116279069767,0,0.00332225913621262,0.27906976744186,0.0996677740863787,0.00332225913621262,0.122923588039867,0.026578073089701,0.0166112956810631,0.00996677740863787,0.0498338870431894,0,0.00996677740863787,0.00332225913621262,0.00332225913621262,0.00332225913621262,0,0.00332225913621262,0.00332225913621262,0.00332225913621262,0,0,0,0,0,0
59,168,0.0625,0.0520833333333333,0.0208333333333333,0.0104166666666667,0.0138888888888889,0.0868055555555556,0.03125,0.00347222222222222,0.00347222222222222,0.319444444444444,0.0590277777777778,0.0104166666666667,0.128472222222222,0.0208333333333333,0,0.0243055555555556,0.0763888888888889,0.00347222222222222,0.0208333333333333,0.0277777777777778,0,0,0.00347222222222222,0.00347222222222222,0,0.00347222222222222,0,0,0,0.0138888888888889,0,0
63,181,0.0756013745704467,0.0721649484536082,0.0206185567010309,0.0206185567010309,0.013745704467354,0.120274914089347,0.0274914089347079,0,0.00343642611683849,0.323024054982818,0.106529209621993,0,0.103092783505155,0.0103092783505155,0,0.00687285223367698,0.0584192439862543,0,0.013745704467354,0.00687285223367698,0,0,0.00343642611683849,0,0.00343642611683849,0,0,0.00343642611683849,0,0.00687285223367698,0,0
67,193,0.0546623794212219,0.0482315112540193,0.0257234726688103,0.00321543408360129,0.0192926045016077,0.0803858520900322,0.022508038585209,0,0.00643086816720257,0.37620578778135,0.0932475884244373,0.00321543408360129,0.122186495176849,0.00964630225080386,0.00643086816720257,0.00964630225080386,0.067524115755627,0,0.0160771704180064,0.022508038585209,0,0,0,0.00321543408360129,0.00321543408360129,0,0,0,0,0.00643086816720257,0,0
71,206,0.0179856115107914,0.10431654676259,0.00719424460431655,0.0287769784172662,0.0251798561151079,0.0575539568345324,0.0107913669064748,0,0.00719424460431655,0.348920863309353,0.0647482014388489,0.0107913669064748,0.18705035971223,0.00359712230215827,0.0107913669064748,0,0.0431654676258993,0,0.00359712230215827,0.0143884892086331,0,0.0107913669064748,0.00359712230215827,0.00359712230215827,0.00719424460431655,0.0143884892086331,0,0.00359712230215827,0.00359712230215827,0,0,0.00719424460431655
75,219,0.027027027027027,0.0540540540540541,0.0405405405405405,0.0101351351351351,0.0202702702702703,0.0371621621621622,0.0135135135135135,0,0,0.337837837837838,0.027027027027027,0.0101351351351351,0.239864864864865,0.0168918918918919,0.0101351351351351,0.00675675675675676,0.070945945945946,0,0.0135135135135135,0.0405405405405405,0,0,0.00337837837837838,0,0.00337837837837838,0,0,0,0,0.00337837837837838,0,0.0135135135135135
79,231,0.0177935943060498,0.106761565836299,0.0213523131672598,0.0106761565836299,0.0177935943060498,0.0355871886120996,0.0177935943060498,0,0,0.437722419928826,0,0.0106761565836299,0.131672597864769,0.0177935943060498,0.0177935943060498,0.00355871886120996,0.0747330960854092,0,0.0106761565836299,0.0355871886120996,0,0,0,0,0,0.00355871886120996,0,0,0,0.00355871886120996,0,0.0249110320284698
83,244,0.0440677966101695,0.0847457627118644,0.0372881355932203,0,0.0271186440677966,0.0203389830508475,0.0169491525423729,0,0,0.410169491525424,0.0169491525423729,0.00677966101694915,0.142372881355932,0.023728813559322,0.00677966101694915,0.0101694915254237,0.0745762711864407,0,0.0101694915254237,0.023728813559322,0.00338983050847458,0,0,0.00338983050847458,0.0101694915254237,0,0,0.00338983050847458,0,0.0135593220338983,0,0.0101694915254237
87,269,0.0161812297734628,0.0679611650485437,0.0258899676375405,0.0129449838187702,0.0258899676375405,0.00970873786407767,0.00970873786407767,0,0.00647249190938511,0.456310679611651,0.0161812297734628,0.00323624595469256,0.203883495145631,0.0194174757281553,0.00647249190938511,0.0129449838187702,0.0550161812297735,0,0.00970873786407767,0.00970873786407767,0,0,0,0,0.00323624595469256,0.00323624595469256,0,0,0,0.00323624595469256,0,0.0226537216828479
91,306,0.0274914089347079,0.127147766323024,0.0309278350515464,0.00343642611683849,0.0274914089347079,0.013745704467354,0.00343642611683849,0,0.00343642611683849,0.426116838487972,0.00343642611683849,0.00687285223367698,0.144329896907216,0.0171821305841924,0.013745704467354,0.00343642611683849,0.0824742268041237,0,0.0240549828178694,0.0206185567010309,0,0.00343642611683849,0,0,0,0,0,0.00343642611683849,0,0.00343642611683849,0,0.0103092783505155
95,343,0.041958041958042,0.048951048951049,0.0244755244755245,0.006993006993007,0.0174825174825175,0.020979020979021,0.0104895104895105,0,0.0034965034965035,0.416083916083916,0.0104895104895105,0.013986013986014,0.202797202797203,0.0174825174825175,0.0034965034965035,0.0034965034965035,0.0874125874125874,0,0.013986013986014,0.013986013986014,0,0.0034965034965035,0,0,0,0.006993006993007,0,0.006993006993007,0.0034965034965035,0.0034965034965035,0,0.0174825174825175
99,380,0.0511945392491468,0.0955631399317406,0.0273037542662116,0.0136518771331058,0.037542662116041,0.0136518771331058,0.00341296928327645,0,0.00341296928327645,0.337883959044369,0.0136518771331058,0.0136518771331058,0.180887372013652,0.0102389078498294,0.0204778156996587,0.0068259385665529,0.0921501706484642,0,0.0068259385665529,0.0307167235494881,0,0,0,0,0,0,0,0,0.0102389078498294,0.0068259385665529,0,0.0238907849829352
103,416,0.0204778156996587,0.10580204778157,0.0068259385665529,0.00341296928327645,0.0341296928327645,0.0136518771331058,0.0170648464163823,0,0.0102389078498294,0.430034129692833,0.00341296928327645,0,0.139931740614334,0.0341296928327645,0.0068259385665529,0.0136518771331058,0.0716723549488055,0,0.0068259385665529,0.0170648464163823,0.00341296928327645,0.00341296928327645,0,0.00341296928327645,0,0.00341296928327645,0,0.00341296928327645,0.0068259385665529,0.0102389078498294,0,0.0307167235494881
107,453,0.0448275862068966,0.0551724137931034,0.0275862068965517,0.00344827586206897,0.0206896551724138,0.0241379310344828,0.0241379310344828,0,0.00344827586206897,0.417241379310345,0.0172413793103448,0.0103448275862069,0.155172413793103,0.0241379310344828,0.00689655172413793,0.0137931034482759,0.0758620689655172,0,0.0103448275862069,0.0241379310344828,0,0.00344827586206897,0,0.00344827586206897,0.0103448275862069,0.00344827586206897,0,0,0.0103448275862069,0.0103448275862069,0,0
111,490,0.0206896551724138,0.0793103448275862,0.0413793103448276,0.0206896551724138,0.0241379310344828,0.0206896551724138,0.0206896551724138,0,0.00344827586206897,0.410344827586207,0.00689655172413793,0.00689655172413793,0.203448275862069,0.0172413793103448,0.00344827586206897,0.00689655172413793,0.0413793103448276,0,0.00689655172413793,0.0241379310344828,0.00344827586206897,0.00344827586206897,0,0,0,0.00344827586206897,0,0,0.00344827586206897,0.00344827586206897,0,0.0241379310344828
115,527,0.0101010101010101,0.0774410774410774,0.0471380471380471,0.00673400673400673,0.0202020202020202,0.00336700336700337,0.00673400673400673,0,0.00673400673400673,0.427609427609428,0.00673400673400673,0.00336700336700337,0.138047138047138,0.0437710437710438,0.0202020202020202,0.0101010101010101,0.0740740740740741,0,0.0202020202020202,0.037037037037037,0.00673400673400673,0.00336700336700337,0,0,0,0,0,0.00336700336700337,0.00336700336700337,0.0101010101010101,0,0.0134680134680135
119,564,0.0235690235690236,0.0471380471380471,0.0404040404040404,0.0134680134680135,0.0168350168350168,0.0134680134680135,0.0168350168350168,0,0.00336700336700337,0.441077441077441,0.00336700336700337,0.0101010101010101,0.151515151515152,0.0269360269360269,0.0101010101010101,0.00673400673400673,0.0808080808080808,0,0.0101010101010101,0.0437710437710438,0.00336700336700337,0.00673400673400673,0,0,0,0.00336700336700337,0,0.00336700336700337,0,0.0101010101010101,0,0.0134680134680135
123,601,0.00694444444444444,0.0798611111111111,0.0416666666666667,0,0.0208333333333333,0.0138888888888889,0.00694444444444444,0.00347222222222222,0.00694444444444444,0.440972222222222,0.00347222222222222,0.0104166666666667,0.163194444444444,0.0173611111111111,0.0138888888888889,0.00694444444444444,0.0729166666666667,0,0.00694444444444444,0.0451388888888889,0,0,0,0,0,0.00347222222222222,0,0,0.00347222222222222,0,0.00694444444444444,0.0243055555555556
125,619,0.00304878048780488,0.0792682926829268,0.0548780487804878,0,0.024390243902439,0,0.00914634146341463,0,0.00609756097560976,0.524390243902439,0.00304878048780488,0.00304878048780488,0.164634146341463,0.0152439024390244,0.00914634146341463,0.00609756097560976,0.0518292682926829,0,0.00304878048780488,0.0182926829268293,0,0.00304878048780488,0,0,0.00304878048780488,0.00304878048780488,0,0.00304878048780488,0.00304878048780488,0.00304878048780488,0,0.00609756097560976
131,674,0,0.0863787375415282,0.0465116279069767,0.00332225913621262,0.0132890365448505,0.00664451827242525,0.00664451827242525,0,0,0.514950166112957,0,0.00332225913621262,0.172757475083056,0.0166112956810631,0.00664451827242525,0.00996677740863787,0.0730897009966777,0,0.00664451827242525,0.0199335548172757,0,0,0,0,0.00332225913621262,0.00332225913621262,0,0,0,0.00664451827242525,0,0
135,711,0,0.0756013745704467,0.0240549828178694,0.00343642611683849,0.0240549828178694,0.00687285223367698,0.013745704467354,0,0.00343642611683849,0.52233676975945,0,0,0.171821305841924,0.0240549828178694,0.013745704467354,0.00687285223367698,0.0343642611683849,0,0.00343642611683849,0.0343642611683849,0,0.00687285223367698,0,0,0.00343642611683849,0.00343642611683849,0,0,0,0.0103092783505155,0,0.013745704467354
139,748,0.00323624595469256,0.0647249190938511,0.0711974110032362,0.0194174757281553,0.0226537216828479,0.0129449838187702,0.00647249190938511,0,0.00647249190938511,0.530744336569579,0,0,0.148867313915858,0.0226537216828479,0.00970873786407767,0.00970873786407767,0.0355987055016181,0,0.00323624595469256,0.0161812297734628,0,0,0,0,0,0,0,0,0,0.00647249190938511,0,0.00970873786407767
143,784,0.00307692307692308,0.0923076923076923,0.0584615384615385,0.00615384615384615,0.04,0.0123076923076923,0.00307692307692308,0,0.00615384615384615,0.501538461538461,0,0.00307692307692308,0.113846153846154,0.00923076923076923,0.0153846153846154,0,0.0707692307692308,0,0.00307692307692308,0.0246153846153846,0,0.00615384615384615,0,0,0.00307692307692308,0.00615384615384615,0,0,0,0.00615384615384615,0,0.0153846153846154
147,819,0.00677966101694915,0.11864406779661,0.0406779661016949,0.00338983050847458,0.0305084745762712,0,0.00677966101694915,0,0,0.501694915254237,0,0.0101694915254237,0.125423728813559,0.0101694915254237,0.0101694915254237,0,0.0779661016949153,0,0.00338983050847458,0.0271186440677966,0,0,0,0.00677966101694915,0.00338983050847458,0.00677966101694915,0,0,0.00338983050847458,0,0,0.00677966101694915
149,837,0,0.0702341137123746,0.0501672240802676,0.00668896321070234,0.0367892976588629,0.00668896321070234,0.0133779264214047,0,0,0.568561872909699,0,0.00668896321070234,0.11371237458194,0.0301003344481605,0.0234113712374582,0,0.0267558528428094,0,0.00334448160535117,0.0267558528428094,0,0,0,0,0,0.00334448160535117,0,0.00334448160535117,0,0.0100334448160535,0,0
155,890,0,0.0666666666666667,0.0631578947368421,0.00701754385964912,0.0315789473684211,0.00701754385964912,0.00701754385964912,0,0.00701754385964912,0.47719298245614,0,0.00350877192982456,0.150877192982456,0.0175438596491228,0.0175438596491228,0.0105263157894737,0.056140350877193,0,0.0140350877192982,0.0456140350877193,0.00350877192982456,0,0,0,0,0,0,0,0,0.00350877192982456,0,0.0105263157894737
159,925,0,0.0728476821192053,0.0529801324503311,0.0033112582781457,0.043046357615894,0.0033112582781457,0.0165562913907285,0,0.00662251655629139,0.552980132450331,0,0.00993377483443709,0.132450331125828,0.0198675496688742,0.0132450331125828,0.0033112582781457,0.0198675496688742,0,0.0132450331125828,0.0198675496688742,0,0,0,0.0033112582781457,0.0033112582781457,0.0033112582781457,0,0,0,0.00662251655629139,0,0
163,960,0,0.0784982935153584,0.0580204778156997,0.0068259385665529,0.0443686006825939,0.00341296928327645,0,0,0,0.51877133105802,0,0,0.136518771331058,0.0204778156996587,0.0204778156996587,0,0.0477815699658703,0,0.0136518771331058,0.0273037542662116,0,0,0,0,0,0,0,0.00341296928327645,0,0.00341296928327645,0.00341296928327645,0.0136518771331058
167,995,0,0.0718954248366013,0.0359477124183007,0,0.0522875816993464,0.00980392156862745,0.0065359477124183,0,0.00326797385620915,0.542483660130719,0,0,0.143790849673203,0.00326797385620915,0.0163398692810458,0,0.0588235294117647,0,0.00980392156862745,0.0326797385620915,0,0,0,0,0.00326797385620915,0,0,0.00326797385620915,0,0.0065359477124183,0,0
171,1031,0,0.0741935483870968,0.064516129032258,0.0032258064516129,0.0451612903225806,0.0032258064516129,0.0032258064516129,0,0,0.480645161290323,0,0,0.125806451612903,0.0129032258064516,0.0193548387096774,0.0032258064516129,0.0612903225806452,0,0.0161290322580645,0.0548387096774194,0,0.0032258064516129,0,0,0,0.0032258064516129,0,0.0032258064516129,0,0,0,0.0225806451612903
175,1066,0,0.098976109215017,0.0409556313993174,0.00341296928327645,0.0443686006825939,0.00341296928327645,0.0273037542662116,0,0.00341296928327645,0.498293515358362,0,0,0.143344709897611,0.0102389078498294,0.0136518771331058,0,0.0648464163822526,0,0.00341296928327645,0.0170648464163823,0.00341296928327645,0.00341296928327645,0.00341296928327645,0,0.00341296928327645,0.00341296928327645,0,0.0068259385665529,0,0.00341296928327645,0,0
179,1101,0,0.0690789473684211,0.0361842105263158,0.00986842105263158,0.0164473684210526,0.00328947368421053,0,0,0.00657894736842105,0.523026315789474,0,0.00657894736842105,0.161184210526316,0.00986842105263158,0.0131578947368421,0,0.0690789473684211,0,0.0131578947368421,0.0296052631578947,0,0,0,0,0,0.00986842105263158,0,0.00328947368421053,0,0.0164473684210526,0,0.00328947368421053
183,1137,0.00677966101694915,0.0847457627118644,0.0372881355932203,0.0135593220338983,0.0576271186440678,0,0.0169491525423729,0.00338983050847458,0.00338983050847458,0.484745762711864,0,0.00677966101694915,0.176271186440678,0.0135593220338983,0,0.00677966101694915,0.0338983050847458,0,0.00338983050847458,0.023728813559322,0.00338983050847458,0,0,0,0,0,0,0.00677966101694915,0,0.0169491525423729,0,0
187,1172,0.00303030303030303,0.096969696969697,0.0454545454545455,0.00606060606060606,0.0363636363636364,0.00606060606060606,0.00303030303030303,0.00606060606060606,0.00303030303030303,0.503030303030303,0,0.00303030303030303,0.133333333333333,0.0181818181818182,0.0181818181818182,0,0.0454545454545455,0,0.00909090909090909,0.0181818181818182,0.00303030303030303,0.00606060606060606,0,0,0.00606060606060606,0.00909090909090909,0,0.00606060606060606,0,0.00909090909090909,0,0.00606060606060606
