"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Betula","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Larix","Picea.mariana.type","Pinus.undiff.","Quercus","Juniperus.type","Abies.balsamea","Acer.saccharum","Myrica.gale","Nemopanthus.mucronatus","Pinus.banksiana.type","Pinus.strobus","Juniperus.communis.Thuja.occidentalis.type","Viburnum.nudum","Picea.undiff.","Acer.rubrum","Artemisia","Populus.tremuloides.type","Ulmus","Poaceae","Tsuga.canadensis","Ericaceae","Taxus","Fabaceae","Acer.pensylvanicum","Corylus.cornuta","Asteraceae.subf..Asteroideae.undiff.","Carya.ovata","Platanus.occidentalis","Viburnum.edule","Ostrya.Carpinus","Amaranthaceae","Pinus.resinosa.type","Acer.spicatum","Juglans.cinerea","Salix","Thalictrum","Rosaceae.undiff.","Castanea.dentata","Viburnum.undiff.","Populus.balsamifera.type","Ambrosia.type","Polygonaceae.undiff.","Shepherdia.canadensis","Polygonum.lapathifolium.type","Rubiaceae","Ranunculaceae.undiff.","cf..Oxyria.digyna","Brassicaceae","Rubus.chamaemorus","Caryophyllaceae","Saxifragaceae.undiff.","Asteraceae.subf..Cichorioideae","Onagraceae","Saxifraga.oppositifolia.type"
130,6489,0.00536672629695885,0.0125223613595707,0.413237924865832,0.00536672629695885,0.00178890876565295,0.00536672629695885,0.00536672629695885,0.0035778175313059,0.0214669051878354,0.270125223613596,0.0125223613595707,0.00178890876565295,0.0232558139534884,0.00178890876565295,0.0071556350626118,0.00178890876565295,0.0322003577817531,0.0876565295169946,0,0,0.0286225402504472,0.00178890876565295,0.0035778175313059,0.00536672629695885,0.0071556350626118,0,0.00536672629695885,0,0.00536672629695885,0,0,0.00178890876565295,0,0,0,0,0,0,0.0232558139534884,0,0,0.0035778175313059,0,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,6891,0.00668896321070234,0.020066889632107,0.468227424749164,0.0150501672240803,0,0.00668896321070234,0.00167224080267559,0,0.0618729096989967,0.117056856187291,0.0150501672240803,0,0.0183946488294314,0.00836120401337793,0.00501672240802676,0,0.0334448160535117,0.0953177257525084,0,0,0.0719063545150502,0.00167224080267559,0,0.00334448160535117,0.0133779264214047,0,0.0100334448160535,0,0.00167224080267559,0,0,0,0.00167224080267559,0,0,0,0,0,0.020066889632107,0.00167224080267559,0,0,0,0.00167224080267559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,7293,0.00915750915750916,0.0347985347985348,0.478021978021978,0.00183150183150183,0.00183150183150183,0.00732600732600733,0,0.00183150183150183,0.0494505494505494,0.201465201465201,0.0128205128205128,0,0.0146520146520147,0.00366300366300366,0,0,0.0457875457875458,0.0714285714285714,0,0,0.043956043956044,0,0,0.00915750915750916,0.00183150183150183,0,0.00366300366300366,0,0.00183150183150183,0,0,0,0,0,0,0,0,0,0.00366300366300366,0,0,0,0,0,0,0,0.00183150183150183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,7695,0.00740740740740741,0.0481481481481481,0.42037037037037,0.00740740740740741,0,0.0111111111111111,0,0,0.0796296296296296,0.122222222222222,0.00555555555555556,0,0.0314814814814815,0.00185185185185185,0.0111111111111111,0,0.0407407407407407,0.0407407407407407,0,0,0.112962962962963,0.0037037037037037,0,0.00555555555555556,0.0037037037037037,0.00185185185185185,0.00925925925925926,0,0.00555555555555556,0,0,0.00185185185185185,0,0.00185185185185185,0,0,0,0,0.0222222222222222,0.00185185185185185,0,0,0,0,0,0,0,0.00185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0
170,8097,0.00212765957446809,0.051063829787234,0.440425531914894,0.0127659574468085,0,0.00851063829787234,0,0.00212765957446809,0.0340425531914894,0.227659574468085,0.0127659574468085,0.00212765957446809,0.0170212765957447,0,0.00425531914893617,0,0.0170212765957447,0.0851063829787234,0.00212765957446809,0,0.0446808510638298,0.00425531914893617,0,0.00638297872340425,0.00851063829787234,0,0.00851063829787234,0,0,0,0,0,0.00425531914893617,0,0,0,0,0,0,0,0,0.00425531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,8649,0,0.176100628930818,0.463312368972746,0.00838574423480084,0.00419287211740042,0,0,0.00838574423480084,0.0649895178197065,0.0440251572327044,0.0251572327044025,0,0.0649895178197065,0,0.00628930817610063,0,0.010482180293501,0.0335429769392034,0,0,0.0607966457023061,0.00209643605870021,0,0.00838574423480084,0.00209643605870021,0,0,0,0.00419287211740042,0,0,0,0.00209643605870021,0,0,0.00209643605870021,0,0,0,0.00419287211740042,0,0.00419287211740042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,9352,0.00465116279069767,0.134883720930233,0.532558139534884,0.00232558139534884,0,0,0.00232558139534884,0.0162790697674419,0.0488372093023256,0.0627906976744186,0.0348837209302326,0,0.0418604651162791,0.00232558139534884,0.00232558139534884,0,0.00930232558139535,0.0255813953488372,0.00232558139534884,0,0.0418604651162791,0,0.00232558139534884,0.0116279069767442,0.00232558139534884,0,0.00465116279069767,0,0,0,0,0.00465116279069767,0,0,0,0,0,0,0,0,0,0.00232558139534884,0,0.00232558139534884,0,0,0.00232558139534884,0.00232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0
200,10055,0.00476190476190476,0.193650793650794,0.371428571428571,0.019047619047619,0,0.00634920634920635,0.00158730158730159,0.00634920634920635,0.0984126984126984,0.0253968253968254,0.0333333333333333,0.00158730158730159,0.026984126984127,0,0.00634920634920635,0,0.026984126984127,0.00476190476190476,0,0,0.136507936507936,0,0.00158730158730159,0.019047619047619,0.00158730158730159,0,0.00158730158730159,0,0,0,0,0.00158730158730159,0.00158730158730159,0,0,0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,10758,0,0.170022371364653,0.176733780760626,0.0223713646532438,0,0,0,0.00447427293064877,0.212527964205817,0.0559284116331096,0.0313199105145414,0.00447427293064877,0.0134228187919463,0,0.00671140939597315,0,0.0536912751677852,0.0201342281879195,0,0,0.185682326621924,0,0.00223713646532438,0.0111856823266219,0,0,0,0,0.00223713646532438,0,0,0,0.00671140939597315,0,0,0,0,0.00223713646532438,0,0,0,0.00447427293064877,0.00223713646532438,0.00223713646532438,0.00223713646532438,0,0,0,0.00223713646532438,0.00447427293064877,0,0,0,0,0,0,0,0,0,0,0
220,NA,0,0.154838709677419,0.221505376344086,0.0129032258064516,0,0,0,0.0064516129032258,0.156989247311828,0.0344086021505376,0.0193548387096774,0,0.0129032258064516,0,0,0,0.0258064516129032,0.0150537634408602,0,0,0.268817204301075,0,0.0043010752688172,0.0150537634408602,0.0021505376344086,0.0021505376344086,0.0021505376344086,0.0021505376344086,0,0,0,0.0021505376344086,0.00860215053763441,0,0,0,0,0,0.0129032258064516,0,0,0.00860215053763441,0,0,0,0,0,0,0,0,0.00860215053763441,0.0021505376344086,0,0,0,0,0,0,0,0,0
225,NA,0.00763358778625954,0.122137404580153,0.351145038167939,0.00954198473282443,0,0.00381679389312977,0,0.00190839694656489,0.104961832061069,0.116412213740458,0.0190839694656489,0,0.017175572519084,0,0.00190839694656489,0,0.0419847328244275,0.0381679389312977,0,0,0.143129770992366,0,0.00190839694656489,0,0.00190839694656489,0.00190839694656489,0.00190839694656489,0,0,0,0,0,0.00572519083969466,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381679389312977,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0
230,NA,0.00202020202020202,0.0525252525252525,0.21010101010101,0.00606060606060606,0,0,0,0,0.226262626262626,0.123232323232323,0.0121212121212121,0.00202020202020202,0.00404040404040404,0,0.00202020202020202,0,0.0646464646464646,0.0161616161616162,0.00808080808080808,0,0.250505050505051,0,0,0.00202020202020202,0.00606060606060606,0,0,0.00202020202020202,0,0,0,0.00202020202020202,0.00202020202020202,0,0,0,0,0,0.00202020202020202,0,0,0,0,0.00202020202020202,0,0,0,0,0,0,0.00202020202020202,0,0,0,0,0,0,0,0,0,0
240,NA,0.00346020761245675,0.0484429065743945,0.224913494809689,0.07439446366782,0,0.00173010380622837,0,0,0.207612456747405,0.0397923875432526,0.013840830449827,0,0,0.00173010380622837,0.00519031141868512,0,0.0795847750865052,0.013840830449827,0,0,0.22318339100346,0,0.0069204152249135,0.00519031141868512,0.00173010380622837,0.0069204152249135,0.00519031141868512,0,0,0,0,0,0.00346020761245675,0,0,0,0,0,0,0,0,0.00519031141868512,0.00173010380622837,0.013840830449827,0,0,0.00173010380622837,0.00173010380622837,0,0,0,0,0.00519031141868512,0.00346020761245675,0,0,0,0,0,0,0
250,NA,0.0071556350626118,0.0250447227191413,0.427549194991055,0.0196779964221825,0.0035778175313059,0,0,0,0.10912343470483,0.105545617173524,0.0107334525939177,0.00178890876565295,0.00178890876565295,0.00178890876565295,0.0161001788908766,0,0.0805008944543828,0.00894454382826476,0,0,0.135957066189624,0,0.00178890876565295,0.00178890876565295,0.0071556350626118,0.00178890876565295,0.00178890876565295,0,0,0,0,0,0.0035778175313059,0,0,0,0,0,0,0.00178890876565295,0,0.0071556350626118,0.00178890876565295,0.00178890876565295,0,0,0,0,0,0.00178890876565295,0.00178890876565295,0,0.0071556350626118,0,0.00178890876565295,0.00178890876565295,0,0,0,0,0
260,NA,0,0.05,0.21,0.025,0,0,0,0,0.145,0.055,0.02,0,0,0,0,0,0.085,0,0,0,0.34,0,0.015,0,0.01,0.005,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0,0,0.01,0,0,0,0
270,NA,0.00187265917602996,0.0112359550561798,0.142322097378277,0.052434456928839,0,0,0,0,0.151685393258427,0.127340823970037,0.00374531835205993,0,0.00187265917602996,0.00187265917602996,0.00561797752808989,0,0.286516853932584,0.00374531835205993,0.00374531835205993,0,0.106741573033708,0,0.050561797752809,0,0.00187265917602996,0.0131086142322097,0,0,0,0.00187265917602996,0,0.00187265917602996,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0.00187265917602996,0,0,0,0.00187265917602996,0,0,0,0,0.00561797752808989,0,0.00187265917602996,0,0.00561797752808989,0.00187265917602996,0,0,0
278,NA,0.00613496932515337,0.0245398773006135,0.202453987730061,0.0531697341513292,0,0,0,0,0.157464212678937,0.0715746421267894,0.00408997955010225,0,0,0,0.00204498977505112,0,0.278118609406953,0,0,0,0.169734151329243,0,0.0122699386503067,0,0,0.00204498977505112,0,0,0,0,0,0,0.00408997955010225,0.00204498977505112,0,0,0,0,0,0,0,0.00204498977505112,0.00204498977505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204498977505112,0,0.00408997955010225,0,0
285,NA,0.00655737704918033,0.0262295081967213,0.304918032786885,0.0459016393442623,0,0.00327868852459016,0,0.00327868852459016,0.108196721311475,0.114754098360656,0.019672131147541,0.00655737704918033,0.0098360655737705,0.00327868852459016,0.00655737704918033,0,0.0524590163934426,0.0327868852459016,0.00327868852459016,0,0.2,0,0.0098360655737705,0,0.00327868852459016,0.00655737704918033,0.00327868852459016,0,0,0.00327868852459016,0,0,0.00327868852459016,0.00327868852459016,0,0,0,0,0,0,0,0.00327868852459016,0,0.00327868852459016,0,0,0,0,0,0.00327868852459016,0,0,0.00327868852459016,0,0,0,0,0,0,0.00655737704918033,0
290,NA,0.00688073394495413,0.0321100917431193,0.208715596330275,0.0412844036697248,0,0,0.00229357798165138,0.00229357798165138,0.0963302752293578,0.311926605504587,0.0160550458715596,0,0.00458715596330275,0.00229357798165138,0,0,0.0619266055045872,0.0206422018348624,0.00688073394495413,0,0.160550458715596,0,0,0,0.00458715596330275,0.00229357798165138,0.00229357798165138,0,0,0,0,0.00229357798165138,0.00458715596330275,0,0,0,0,0,0,0,0,0.00229357798165138,0,0,0,0,0,0,0,0.00229357798165138,0,0,0,0,0,0,0.00229357798165138,0,0,0,0.00229357798165138
295,NA,0.00554016620498615,0.03601108033241,0.313019390581717,0.0332409972299169,0,0,0.00277008310249307,0,0.110803324099723,0.105263157894737,0.00831024930747922,0.00277008310249307,0.00277008310249307,0,0,0,0.0692520775623269,0.0193905817174515,0,0,0.260387811634349,0,0.00277008310249307,0,0.00277008310249307,0.00831024930747922,0.00277008310249307,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0.00277008310249307,0,0.00277008310249307,0,0,0,0,0.00277008310249307,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0
300,NA,0.0105680317040951,0.0548216644649934,0.408190224570674,0.00462351387054161,0.00198150594451783,0.00132100396301189,0,0,0.184280052840159,0.0132100396301189,0.00990752972258917,0.000660501981505945,0.00858652575957728,0.00132100396301189,0.00330250990752972,0,0.0178335535006605,0.0224570673712021,0,0,0.23778071334214,0.000660501981505945,0.000660501981505945,0,0.00396301188903567,0.00132100396301189,0.00330250990752972,0.000660501981505945,0,0,0,0,0.00132100396301189,0,0,0,0,0.00132100396301189,0,0.000660501981505945,0,0.00198150594451783,0.00132100396301189,0,0,0,0,0,0,0.00132100396301189,0,0,0.000660501981505945,0,0,0,0,0,0,0,0
