"sample.depths","sample.ages","Abies","Artemisia","Betula","Asteraceae.undiff.","Larix","Ostrya.Carpinus","Picea","Quercus","Alnus","Acer","Pinus","Cyperaceae","Fraxinus","Ulmus","Poaceae","Ericaceae","Amaranthaceae","Corylus","Salix","Carya","Populus","Cupressaceae","Ephedra","Elaeagnaceae"
360,4038,0.014985014985015,0.00999000999001,0.112887112887113,0.023976023976024,0.023976023976024,0.017982017982018,0.023976023976024,0.031968031968032,0.027972027972028,0.007992007992008,0.682317682317682,0,0,0.00999000999001,0.011988011988012,0,0,0,0,0,0,0,0,0
380,4362,0,0.0318407960199005,0.169154228855721,0.0189054726368159,0.0208955223880597,0.0099502487562189,0.0238805970149254,0.045771144278607,0.0417910447761194,0.0119402985074627,0.581094527363184,0,0.0169154228855721,0.0139303482587065,0.0139303482587065,0,0,0,0,0,0,0,0,0
400,4686,0.0212335692618807,0.0232558139534884,0.263902932254803,0.0232558139534884,0.019211324570273,0.0171890798786653,0.0283114256825076,0.0566228513650152,0.0566228513650152,0.0141557128412538,0.414560161779575,0.00505561172901921,0.019211324570273,0.00910010111223458,0.0283114256825076,0,0,0,0,0,0,0,0,0
420,5010,0.019,0.03,0.24,0.03,0.011,0.016,0.014,0.065,0.058,0.008,0.47,0,0.019,0.01,0.01,0,0,0,0,0,0,0,0,0
440,5334,0,0.018,0.204,0.037,0.012,0.013,0.01,0.093,0.042,0.01,0.501,0,0.018,0.012,0.023,0,0.007,0,0,0,0,0,0,0
460,5658,0,0.0138613861386139,0.230693069306931,0.0297029702970297,0.0148514851485149,0.0099009900990099,0,0.0554455445544554,0.0801980198019802,0,0.499009900990099,0.0138613861386139,0,0.0118811881188119,0.0287128712871287,0,0.0118811881188119,0,0,0,0,0,0,0
480,5982,0.012,0.038,0.191,0.024,0.018,0.016,0,0.098,0.081,0,0.469,0.015,0,0.015,0,0.003,0.009,0.011,0,0,0,0,0,0
500,6306,0.009,0.039,0.165,0.024,0,0.015,0.005,0.068,0.078,0,0.543,0.008,0,0.015,0.019,0,0.012,0,0,0,0,0,0,0
520,6630,0.025,0.02,0.155,0.018,0,0,0.02,0.077,0.095,0,0.498,0.01,0.018,0.029,0.02,0,0,0.015,0,0,0,0,0,0
540,6954,0.0101729399796541,0.0376398779247202,0.132248219735504,0.0305188199389624,0,0.0142421159715158,0.00508646998982706,0.0966429298067141,0.0569684638860631,0,0.511698880976602,0.0183112919633774,0.0111902339776195,0.0284842319430315,0.0183112919633774,0,0.0183112919633774,0.0101729399796541,0,0,0,0,0,0
560,7278,0,0.024,0.119,0.024,0.013,0.015,0,0.078,0.052,0,0.581,0.005,0.01,0.011,0.048,0,0.01,0.01,0,0,0,0,0,0
580,7602,0,0.024,0.112,0.019,0.01,0.019,0,0.058,0.029,0,0.67,0.012,0.012,0.01,0.015,0,0.01,0,0,0,0,0,0,0
600,7926,0,0.034,0.077,0.019,0.008,0.027,0,0.062,0.043,0.015,0.633,0.012,0.019,0.017,0.014,0.003,0.017,0,0,0,0,0,0,0
620,8250,0,0.043,0.069,0.029,0.008,0.033,0,0.057,0.019,0,0.658,0,0.011,0.021,0.038,0,0.008,0.006,0,0,0,0,0,0
640,8574,0,0.0386138613861386,0.0514851485148515,0.0475247524752475,0.00792079207920792,0.0188118811881188,0.00495049504950495,0.0752475247524752,0.0188118811881188,0,0.641584158415842,0.0108910891089109,0.0108910891089109,0.0168316831683168,0.0376237623762376,0,0.00792079207920792,0.0108910891089109,0,0,0,0,0,0
660,8898,0.0191339375629406,0.0372608257804632,0.0704934541792548,0.0281973816717019,0.00906344410876133,0.014098690835851,0.00906344410876133,0.0866062437059416,0.0473313192346425,0,0.581067472306143,0.00704934541792548,0.0110775427995972,0.0191339375629406,0.0422960725075529,0,0.00906344410876133,0.00906344410876133,0,0,0,0,0,0
675,9141,0,0.0455015511892451,0.0548086866597725,0.0641158221302999,0.0186142709410548,0.0093071354705274,0.00413650465356774,0.0413650465356774,0.0496380558428128,0,0.557394002068252,0.0227507755946225,0.00723888314374354,0.0258531540847983,0.0641158221302999,0,0.0186142709410548,0.00517063081695967,0.0113753877973113,0,0,0,0,0
695,9465,0,0.033033033033033,0.056056056056056,0.024024024024024,0.017017017017017,0.011011011011011,0.005005005005005,0.047047047047047,0.08008008008008,0,0.583583583583584,0.009009009009009,0.017017017017017,0.028028028028028,0.033033033033033,0,0.031031031031031,0.011011011011011,0.014014014014014,0,0,0,0,0
715,9789,0,0.0590673575129534,0.0683937823834197,0.0455958549222798,0.0362694300518135,0.0134715025906736,0.0134715025906736,0.0455958549222798,0.0590673575129534,0,0.536787564766839,0.00932642487046632,0.0196891191709845,0.0321243523316062,0.0227979274611399,0,0.0186528497409326,0.00829015544041451,0.0113989637305699,0,0,0,0,0
735,10113,0,0.0254323499491353,0.194303153611394,0.0417090539165819,0.0325534079348932,0.0091556459816887,0.00610376398779247,0.0508646998982706,0.0274669379450661,0,0.536113936927772,0.0111902339776195,0.0162767039674466,0.0203458799593082,0.0162767039674466,0,0.0101729399796541,0,0.00203458799593082,0,0,0,0,0
755,10437,0,0.00933609958506224,0.12551867219917,0.0466804979253112,0.0321576763485477,0,0.0601659751037344,0.0186721991701245,0.0425311203319502,0,0.560165975103734,0,0.0145228215767635,0.0466804979253112,0.0228215767634855,0,0.00933609958506224,0,0.0114107883817427,0,0,0,0,0
765,10599,0,0.017329255861366,0.142711518858308,0.017329255861366,0.0234454638124363,0.0091743119266055,0.0713557594291539,0.0479102956167176,0.0387359836901121,0,0.583078491335372,0,0,0.0265035677879715,0,0,0.0112130479102956,0,0,0.0112130479102956,0,0,0,0
775,10761,0,0.019,0.135,0.019,0.024,0.044,0.053,0.034,0.092,0,0.523,0,0,0.039,0,0,0.008,0,0.008,0.002,0,0,0,0
785,11076,0.009,0.011,0.124,0,0.024,0.005,0.161,0.024,0.057,0,0.494,0,0.009,0.038,0.014,0,0.008,0,0.008,0.014,0,0,0,0
795,11392,0.0108910891089109,0.0227722772277228,0.093069306930693,0.00792079207920792,0.0366336633663366,0.00792079207920792,0.192079207920792,0.0326732673267327,0.0108910891089109,0,0.522772277227723,0.00792079207920792,0.00792079207920792,0.0277227722772277,0,0,0.00792079207920792,0,0,0.0108910891089109,0,0,0,0
805,11708,0,0.0356435643564356,0.0742574257425743,0.0099009900990099,0.0425742574257426,0.0138613861386139,0.132673267326733,0.0514851485148515,0.0138613861386139,0,0.563366336633663,0,0.0099009900990099,0.0425742574257426,0.0099009900990099,0,0,0,0,0,0,0,0,0
815,12024,0,0.023,0.057,0.014,0.039,0.01,0.19,0.039,0,0.014,0.554,0,0.014,0.026,0.01,0,0.01,0,0,0,0,0,0,0
825,12339,0.00686274509803922,0,0.0431372549019608,0.0107843137254902,0.0382352941176471,0,0.237254901960784,0.0382352941176471,0,0,0.559803921568627,0,0.0186274509803922,0.0382352941176471,0.0088235294117647,0,0,0,0,0,0,0,0,0
835,12655,0.00510725229826353,0.0306435137895812,0.0265577119509704,0.0132788559754852,0.034729315628192,0,0.366700715015322,0.0439223697650664,0.00612870275791624,0.00817160367722165,0.338100102145046,0.00817160367722165,0.0194075587334014,0.0572012257405516,0.0337078651685393,0,0,0,0,0.00817160367722165,0,0,0,0
850,13129,0,0.033,0.041,0.008,0.038,0.008,0.358,0.027,0,0.01,0.384,0.033,0.01,0.022,0.008,0,0,0,0.008,0.008,0.004,0,0,0
860,13445,0,0.00891089108910891,0.0188118811881188,0.00891089108910891,0.0386138613861386,0.00693069306930693,0.467326732673267,0.0148514851485149,0,0,0.320792079207921,0.0326732673267327,0.0188118811881188,0.0386138613861386,0.0108910891089109,0,0,0,0.00891089108910891,0,0.00495049504950495,0,0,0
870,13761,0,0.0305810397553517,0.0591233435270133,0.00815494393476045,0.0193679918450561,0.00509683995922528,0.485219164118247,0.0305810397553517,0,0,0.228338430173293,0.0305810397553517,0.0305810397553517,0.0438328236493374,0.0112130479102956,0,0,0,0.0091743119266055,0,0.00815494393476045,0,0,0
880,14076,0,0.0543589743589744,0.0994871794871795,0.0082051282051282,0.0143589743589744,0.0041025641025641,0.61025641025641,0.0246153846153846,0.0041025641025641,0,0.081025641025641,0.0358974358974359,0.00717948717948718,0.0143589743589744,0.00717948717948718,0,0,0,0.0194871794871795,0,0.0153846153846154,0,0,0
890,14392,0,0.094,0.142,0.014,0.014,0.007,0.581,0.018,0.009,0,0.028,0.042,0,0,0.017,0,0,0,0.009,0,0.018,0.007,0,0
900,14708,0,0.088,0.195,0,0.01,0,0.595,0,0.004,0,0.029,0.044,0,0,0.007,0,0,0,0.018,0,0,0.01,0,0
910,15024,0,0.0673267326732673,0.0871287128712871,0.0148514851485149,0.00891089108910891,0,0.73069306930693,0,0,0,0.00891089108910891,0.0336633663366337,0,0,0.0178217821782178,0,0,0,0.0178217821782178,0,0.00891089108910891,0.00396039603960396,0,0
915,15182,0,0.089197224975223,0.13181367690783,0.0327056491575818,0.0138751238850347,0,0.603567888999009,0.00693756194251734,0,0,0.0118929633300297,0.0624380574826561,0.00693756194251734,0,0.0178394449950446,0,0.00198216055500496,0,0.0138751238850347,0,0,0.00693756194251734,0,0
920,15339,0,0.115267947421638,0.0728008088978766,0.019211324570273,0,0.0141557128412538,0.587462082912032,0.0182002022244692,0.0111223458038423,0,0.0101112234580384,0.0869565217391304,0.0070778564206269,0,0.0343781597573306,0,0.00404448938321537,0,0.019211324570273,0,0,0,0,0
925,15497,0,0.171543895055499,0.0665993945509586,0.0423814328960646,0,0,0.504540867810293,0.0141271442986882,0,0,0,0.109989909182644,0.0070635721493441,0,0.0565085771947528,0,0.00908173562058527,0,0.0181634712411705,0,0,0,0,0
930,15655,0,0.190716448032291,0.0857719475277497,0.0373360242179617,0,0,0.382441977800202,0.0373360242179617,0,0,0.00403632694248234,0.134207870837538,0.0282542885973764,0.0110998990918264,0.0474268415741675,0,0.0070635721493441,0,0.0343087790110999,0,0,0,0,0
935,15813,0,0.055,0.021,0.023,0,0.011,0.686,0.016,0,0,0.018,0.093,0.026,0.007,0.011,0.004,0.009,0,0.013,0,0.007,0,0,0
940,15971,0,0.08125,0.03125,0.0541666666666667,0,0,0.364583333333333,0.015625,0,0,0.0177083333333333,0.327083333333333,0.0270833333333333,0,0.0270833333333333,0.0177083333333333,0.00625,0,0.0177083333333333,0,0.00625,0.00625,0,0
945,16129,0,0.107033639143731,0.0275229357798165,0.0458715596330275,0,0,0.409785932721713,0.0163098878695209,0,0,0.0163098878695209,0.298674821610601,0.0091743119266055,0,0.0275229357798165,0.0112130479102956,0,0,0.0142711518858308,0,0.0142711518858308,0.00203873598369011,0,0
950,16287,0,0.098677517802645,0.046795523906409,0.0508646998982706,0,0.0111902339776195,0.504577822990844,0.0162767039674466,0,0,0.0233977619532045,0.187182095625636,0.0111902339776195,0,0.0284842319430315,0.00305188199389624,0,0,0.0111902339776195,0,0,0.00712105798575788,0,0
955,NA,0,0.0856269113149847,0.0193679918450561,0.0611620795107034,0,0.00407747196738022,0.424057084607543,0.0163098878695209,0,0,0.0091743119266055,0.310907237512742,0.0091743119266055,0,0.0193679918450561,0.0112130479102956,0.00713557594291539,0,0.0091743119266055,0,0.0091743119266055,0.00407747196738022,0,0
960,NA,0,0.120361083249749,0.0180541624874624,0.037111334002006,0,0.0180541624874624,0.296890672016048,0.0260782347041123,0,0,0.0290872617853561,0.372116349047141,0.0130391173520562,0,0.037111334002006,0.00501504513540622,0,0,0.0230692076228686,0,0,0.00401203610832497,0,0
965,NA,0,0.135216952573158,0.0191725529767911,0.0746720484359233,0,0.00807265388496468,0.193743693239152,0.0232088799192735,0,0,0.0171543895055499,0.36125126135217,0.012108980827447,0.0141271442986882,0.070635721493441,0.00302724520686176,0.012108980827447,0,0.029263370332997,0,0.0171543895055499,0.00605449041372351,0.00302724520686176,0
970,NA,0,0.0626262626262626,0.0303030303030303,0.0626262626262626,0,0.0131313131313131,0.305050505050505,0.0242424242424242,0,0,0.0202020202020202,0.360606060606061,0.0484848484848485,0,0.0262626262626263,0.0171717171717172,0,0,0.0131313131313131,0,0.00808080808080808,0.00808080808080808,0,0
975,NA,0,0.109879032258065,0.0282258064516129,0.0372983870967742,0,0.00403225806451613,0.391129032258065,0.00705645161290323,0,0,0.0221774193548387,0.314516129032258,0.0201612903225806,0,0.0433467741935484,0,0,0,0.00806451612903226,0,0.00705645161290323,0.00705645161290323,0,0
980,NA,0,0.133874239350913,0.00912778904665314,0.0283975659229209,0,0.00912778904665314,0.470588235294118,0.0111561866125761,0,0,0.0243407707910751,0.227180527383367,0.0172413793103448,0.00912778904665314,0.0243407707910751,0.00304259634888438,0,0,0.00912778904665314,0,0.0172413793103448,0.00405679513184584,0,0.00202839756592292
985,NA,0,0.0758196721311475,0.0184426229508197,0.0420081967213115,0,0,0.296106557377049,0,0,0,0.00409836065573771,0.515368852459016,0,0,0.0112704918032787,0.00922131147540984,0,0,0,0,0.0276639344262295,0,0,0
