"sample.depths","sample.ages","Abies","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Artemisia","Betula","Iva.annua.type","Corylus","Cyperaceae","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Iva.xanthifolia.type","Larix","Morus","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Salix","Salsola","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Humulus.Cannabis.sativa","Juniperus.Thuja","Populus","Brassicaceae","Acer.saccharum","Pinus.strobus","Juglans.nigra.type","Chenopodium.type","Pinus.banksiana.P..resinosa","Cerealia.type","Acer.negundo","Acer.saccharinum.type","Plantago.undiff.","Sarcobatus.vermiculatus","Tilia","Trifolium.type","Plantago.major.type","Carya","Amorpha","Juglans.cinerea.type","Celtis","Fraxinus.undiff.","Polygonum.lapathifolium.type","Rosaceae.undiff.","Asteraceae.subf..Cichorioideae","Dalea","Xanthium","Acer.spicatum","Thalictrum","Rhus","Lysimachia","Apiaceae","Cornus","Viburnum","Euphorbia","Fabaceae.undiff.","Alnus.undiff.","Rhamnus","Trientalis","Potentilla.type","Castanea","Polygonum.undiff.","Myrica","Shepherdia.argentea","Ephedra.nevadensis.type","Shepherdia.canadensis","Ranunculus","Zanthoxylum","Lamiaceae","Epilobium","Ephedra.viridis.type"
135,1940,0.00744186046511628,0.00186046511627907,0.0483720930232558,0.00186046511627907,0.0130232558139535,0.368372093023256,0,0.00930232558139535,0.00372093023255814,0.00930232558139535,0.00186046511627907,0.0186046511627907,0,0.0148837209302326,0,0.0111627906976744,0.0111627906976744,0.234418604651163,0.0390697674418605,0,0.00558139534883721,0,0.00186046511627907,0.00930232558139535,0.00186046511627907,0,0,0.0130232558139535,0,0.00930232558139535,0.129302325581395,0,0.00372093023255814,0.0223255813953488,0,0,0,0.00372093023255814,0,0.00372093023255814,0,0,0,0,0,0,0,0,0.00186046511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1987,0.009009009009009,0,0.024024024024024,0,0.024024024024024,0.312312312312312,0,0,0.015015015015015,0.006006006006006,0,0.018018018018018,0,0.006006006006006,0,0.006006006006006,0.009009009009009,0.177177177177177,0.021021021021021,0,0.003003003003003,0,0.003003003003003,0.009009009009009,0.012012012012012,0,0.003003003003003,0.018018018018018,0,0.021021021021021,0.252252252252252,0,0.006006006006006,0.03003003003003,0,0.003003003003003,0,0.006006006006006,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2040,0.00829875518672199,0.0033195020746888,0.0149377593360996,0,0.0033195020746888,0.295435684647303,0,0.0016597510373444,0.00995850622406639,0.00497925311203319,0.0033195020746888,0.00995850622406639,0,0.00663900414937759,0,0.0182572614107884,0.0091286307053942,0.117842323651452,0.0298755186721992,0,0.0016597510373444,0,0,0.0149377593360996,0.0033195020746888,0.0016597510373444,0,0.00995850622406639,0,0.00829875518672199,0.381742738589212,0,0.0033195020746888,0.033195020746888,0,0,0,0,0,0.00497925311203319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2131,0.0088008800880088,0,0.0242024202420242,0.0022002200220022,0.0132013201320132,0.23982398239824,0,0.0088008800880088,0.0022002200220022,0.0132013201320132,0.0044004400440044,0.0022002200220022,0.0022002200220022,0.0066006600660066,0,0.011001100110011,0.0099009900990099,0.182618261826183,0.0506050605060506,0,0,0,0.0022002200220022,0.011001100110011,0.0044004400440044,0,0,0.0154015401540154,0,0.0132013201320132,0.32013201320132,0,0,0.0451045104510451,0,0,0,0,0,0.0022002200220022,0,0,0,0.0022002200220022,0,0,0,0,0,0,0.0022002200220022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2273,0.0125195618153365,0,0.0438184663536776,0.00938967136150235,0.00625978090766823,0.250391236306729,0,0.00625978090766823,0.00938967136150235,0.00312989045383412,0,0.00312989045383412,0,0,0,0.0219092331768388,0.0140845070422535,0.251956181533646,0.0312989045383412,0.00312989045383412,0.00938967136150235,0,0,0.00938967136150235,0.00312989045383412,0,0,0.0125195618153365,0,0.0156494522691706,0.230046948356808,0,0.00625978090766823,0.0469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,2441,0.0144356955380577,0.0026246719160105,0.031496062992126,0,0.0078740157480315,0.293963254593176,0,0,0.0183727034120735,0.0078740157480315,0,0.010498687664042,0,0.0026246719160105,0,0.0183727034120735,0.0118110236220472,0.211286089238845,0.0341207349081365,0,0.0026246719160105,0,0,0.005249343832021,0.005249343832021,0,0.0026246719160105,0.005249343832021,0,0.005249343832021,0.258530183727034,0,0.0026246719160105,0.041994750656168,0,0,0,0.0026246719160105,0,0.0026246719160105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2638,0.00515463917525773,0.00257731958762887,0.0231958762886598,0.00257731958762887,0.00257731958762887,0.293814432989691,0,0.00515463917525773,0.0128865979381443,0.00257731958762887,0,0.0128865979381443,0,0.00257731958762887,0,0.0128865979381443,0.0193298969072165,0.164948453608247,0.038659793814433,0,0,0,0.00257731958762887,0.0077319587628866,0.00515463917525773,0,0,0.0309278350515464,0,0.00257731958762887,0.293814432989691,0,0,0.0451030927835052,0,0,0,0.00257731958762887,0,0.00515463917525773,0,0,0,0,0,0,0,0,0,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,2864,0.0109223300970874,0.00242718446601942,0.0339805825242718,0.00485436893203883,0.0242718446601942,0.293689320388349,0,0.00728155339805825,0.00728155339805825,0.00485436893203883,0,0.00485436893203883,0,0.00485436893203883,0,0.00970873786407767,0.0121359223300971,0.331310679611651,0.0315533980582524,0,0,0,0.00485436893203883,0.00970873786407767,0.00970873786407767,0,0,0.00485436893203883,0,0.00242718446601942,0.145631067961165,0,0.00485436893203883,0.0266990291262136,0,0,0,0,0,0.00485436893203883,0,0,0,0,0,0,0,0,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,3121,0.00708215297450425,0,0.0226628895184136,0,0.0084985835694051,0.31728045325779,0,0.0141643059490085,0.0169971671388102,0.0084985835694051,0,0.0056657223796034,0,0,0,0.0141643059490085,0.00991501416430595,0.236543909348442,0.0339943342776204,0,0.0056657223796034,0,0.0056657223796034,0.0084985835694051,0.0028328611898017,0,0.0028328611898017,0.0141643059490085,0,0.0056657223796034,0.212464589235127,0,0,0.0354107648725212,0,0,0,0,0,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0.0028328611898017,0.0028328611898017,0.0028328611898017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,3411,0.00924702774108322,0,0.023778071334214,0,0.0105680317040951,0.155878467635403,0,0.00528401585204756,0.0132100396301189,0.0105680317040951,0.00792602377807133,0.0264200792602378,0,0.00528401585204756,0,0.0290620871862616,0.00792602377807133,0.178335535006605,0.0581241743725231,0.00264200792602378,0.00528401585204756,0,0.00528401585204756,0.0211360634081902,0.0184940554821664,0,0,0.00528401585204756,0,0.0184940554821664,0.323645970937913,0,0.00528401585204756,0.0449141347424042,0,0,0,0,0.00264200792602378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264200792602378,0.00264200792602378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,3735,0.0193905817174515,0.00277008310249307,0.03601108033241,0,0.00831024930747922,0.213296398891967,0,0.00277008310249307,0.0193905817174515,0.00831024930747922,0,0.0138504155124654,0,0.00554016620498615,0,0.0166204986149584,0.00969529085872576,0.295013850415512,0.10803324099723,0,0,0,0.00277008310249307,0.0277008310249307,0.0138504155124654,0,0,0.0110803324099723,0,0.0138504155124654,0.132963988919668,0,0.00277008310249307,0.0332409972299169,0,0,0,0,0,0,0,0,0,0,0.00277008310249307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,4087,0.00389105058365759,0,0.0544747081712062,0.00259403372243839,0.0207522697795071,0.298313878080415,0,0,0.0207522697795071,0.012970168612192,0,0.012970168612192,0,0,0,0.0103761348897536,0.0103761348897536,0.1284046692607,0.0207522697795071,0.00259403372243839,0.00259403372243839,0,0.00259403372243839,0.0233463035019455,0.00518806744487678,0,0.00518806744487678,0.0285343709468223,0,0.00518806744487678,0.237354085603113,0,0.00259403372243839,0.0778210116731518,0,0,0,0,0,0,0,0,0,0.00259403372243839,0,0,0,0,0.00259403372243839,0,0,0,0,0.00259403372243839,0,0,0.00259403372243839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,4459,0.00309119010819165,0.00309119010819165,0.1112828438949,0.00618238021638331,0.0216383307573416,0.126738794435858,0,0.00618238021638331,0.0216383307573416,0.00927357032457496,0,0.0123647604327666,0,0.00309119010819165,0,0.0154559505409583,0.00772797527047913,0.0927357032457496,0.219474497681607,0,0,0,0.00309119010819165,0.0123647604327666,0.0154559505409583,0,0,0.0123647604327666,0,0.00309119010819165,0.17774343122102,0,0,0.10355486862442,0,0.00309119010819165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618238021638331,0.00309119010819165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,4845,0,0,0.179723502304147,0.0115207373271889,0.0276497695852535,0.188940092165899,0,0.0138248847926267,0.0345622119815668,0.0138248847926267,0.00230414746543779,0.0161290322580645,0,0.00230414746543779,0,0.0230414746543779,0.00230414746543779,0.130184331797235,0.135944700460829,0,0.00921658986175115,0,0.00230414746543779,0.0184331797235023,0.0207373271889401,0,0.00460829493087558,0.0161290322580645,0,0.00460829493087558,0.0587557603686636,0,0.00691244239631336,0.0668202764976959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230414746543779,0.00230414746543779,0,0,0,0.00230414746543779,0,0,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,5237,0,0.00783289817232376,0.122715404699739,0.02088772845953,0.0156657963446475,0.274151436031332,0,0.010443864229765,0.02088772845953,0.0182767624020888,0.00522193211488251,0.0261096605744125,0,0.00261096605744125,0,0.0287206266318538,0.00261096605744125,0.0339425587467363,0.2088772845953,0,0.00522193211488251,0,0.00261096605744125,0.00783289817232376,0.0182767624020888,0,0,0.0443864229765013,0,0,0.0496083550913838,0,0.010443864229765,0.0417754569190601,0,0,0,0,0,0.00522193211488251,0,0,0,0,0,0,0,0,0.010443864229765,0,0,0,0.00261096605744125,0,0,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,5629,0.00298507462686567,0,0.352238805970149,0.0119402985074627,0.0238805970149254,0.137313432835821,0,0.00298507462686567,0.00597014925373134,0.00597014925373134,0.00895522388059702,0.0447761194029851,0,0.00298507462686567,0,0.00895522388059702,0,0.155223880597015,0.11044776119403,0.00298507462686567,0.0298507462686567,0,0.0149253731343284,0.0119402985074627,0.0119402985074627,0,0.00298507462686567,0.0119402985074627,0,0,0.0119402985074627,0,0.00597014925373134,0.0119402985074627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0.00298507462686567,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,6013,0,0.00314465408805031,0.270440251572327,0.00314465408805031,0.0220125786163522,0.163522012578616,0,0.00628930817610063,0.00628930817610063,0,0.00314465408805031,0.0188679245283019,0,0,0,0.0220125786163522,0.00943396226415094,0.135220125786164,0.128930817610063,0,0.050314465408805,0,0.00943396226415094,0.00943396226415094,0.0188679245283019,0,0,0.0157232704402516,0,0,0.00628930817610063,0,0.00314465408805031,0.0251572327044025,0,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0.00314465408805031,0,0.00314465408805031,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0.00314465408805031,0.0534591194968553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,6200,0,0.00219298245614035,0.0964912280701754,0.00219298245614035,0.0307017543859649,0.166666666666667,0.00219298245614035,0.0175438596491228,0.0109649122807018,0.0175438596491228,0.00657894736842105,0.0175438596491228,0,0.00219298245614035,0,0.0307017543859649,0.00219298245614035,0.24780701754386,0.155701754385965,0,0.0109649122807018,0,0.0087719298245614,0.0219298245614035,0.0153508771929825,0,0,0.0153508771929825,0,0,0.0625,0,0.0087719298245614,0.0274122807017544,0,0.00657894736842105,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0
450,6382,0.00134408602150538,0.00268817204301075,0.010752688172043,0,0.0268817204301075,0.163978494623656,0,0.00806451612903226,0.00806451612903226,0.021505376344086,0.00268817204301075,0.0134408602150538,0,0,0,0.0967741935483871,0.0188172043010753,0.365591397849462,0.064516129032258,0,0,0,0.0134408602150538,0.0537634408602151,0.00537634408602151,0,0,0.00537634408602151,0,0,0.0833333333333333,0,0.00537634408602151,0.0120967741935484,0,0,0,0,0.00537634408602151,0.00806451612903226,0,0,0,0,0,0,0,0,0.00268817204301075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,6559,0.00217864923747277,0.00435729847494553,0.0217864923747277,0.0065359477124183,0.028322440087146,0.220043572984749,0,0.0130718954248366,0.00435729847494553,0.0130718954248366,0.00871459694989107,0.0130718954248366,0,0,0,0.161220043572985,0.00435729847494553,0.253812636165577,0.0958605664488017,0,0.00871459694989107,0,0.00435729847494553,0.028322440087146,0.0217864923747277,0.00217864923747277,0,0,0,0.00217864923747277,0.0490196078431373,0,0.0065359477124183,0.0065359477124183,0,0.00217864923747277,0.00217864923747277,0,0.00217864923747277,0.00871459694989107,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0,0,0,0
470,6730,0.00311526479750779,0,0.0218068535825545,0,0.0311526479750779,0.171339563862928,0,0.0124610591900312,0.0218068535825545,0.0280373831775701,0.00311526479750779,0.0124610591900312,0,0.00311526479750779,0,0.177570093457944,0.00311526479750779,0.221183800623053,0.193146417445483,0,0,0,0.00623052959501558,0.0124610591900312,0.0311526479750779,0,0.00623052959501558,0.00311526479750779,0,0,0.00623052959501558,0,0.00623052959501558,0.00623052959501558,0,0,0,0,0,0.0155763239875389,0,0,0,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,6894,0.00123762376237624,0.00495049504950495,0.0247524752475248,0.00247524752475248,0.0123762376237624,0.190594059405941,0,0.0173267326732673,0.0148514851485149,0.0173267326732673,0,0.0222772277227723,0,0,0,0.101485148514851,0.00123762376237624,0.125,0.358910891089109,0,0.00742574257425743,0,0,0.0321782178217822,0.0198019801980198,0,0,0.0099009900990099,0,0,0.0148514851485149,0,0.0099009900990099,0.00618811881188119,0,0,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0
490,7052,0,0,0.0341614906832298,0.0031055900621118,0.0372670807453416,0.22360248447205,0,0.0093167701863354,0.0062111801242236,0.0279503105590062,0.0124223602484472,0.0124223602484472,0,0,0,0.062111801242236,0,0.111801242236025,0.350931677018634,0,0.0403726708074534,0,0.0093167701863354,0.0186335403726708,0.0124223602484472,0,0,0,0,0,0.0031055900621118,0,0.0093167701863354,0.0062111801242236,0,0,0,0.0031055900621118,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0,0,0,0
510,7357,0.00273972602739726,0,0.0383561643835616,0,0.0273972602739726,0.323287671232877,0,0.0219178082191781,0.010958904109589,0.0246575342465753,0.00821917808219178,0.0383561643835616,0,0,0,0.073972602739726,0.00273972602739726,0.121917808219178,0.180821917808219,0,0.0356164383561644,0,0.010958904109589,0.0246575342465753,0.0219178082191781,0,0,0.00547945205479452,0,0,0.00273972602739726,0,0.010958904109589,0.00410958904109589,0,0,0,0,0,0.00547945205479452,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,7652,0,0,0.0423452768729642,0,0.0423452768729642,0.195439739413681,0.00651465798045603,0.0488599348534202,0.00325732899022801,0.00651465798045603,0.00977198697068404,0.0260586319218241,0,0,0,0.0390879478827362,0,0.0635179153094463,0.289902280130293,0,0.0684039087947883,0,0.0260586319218241,0.0325732899022801,0.0456026058631922,0,0,0.00325732899022801,0,0.00325732899022801,0.011400651465798,0,0.0195439739413681,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0.00325732899022801,0.00325732899022801,0,0,0,0,0,0,0,0
550,7948,0,0,0.0520833333333333,0.00260416666666667,0.0572916666666667,0.130208333333333,0.0078125,0.0390625,0.015625,0.0182291666666667,0.0078125,0.0338541666666667,0.00520833333333333,0,0,0.0078125,0,0.0833333333333333,0.283854166666667,0,0.0989583333333333,0,0.015625,0.015625,0.046875,0.0078125,0,0.0182291666666667,0,0,0.00260416666666667,0,0.0286458333333333,0.0078125,0.00260416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260416666666667,0,0,0,0,0.00260416666666667,0,0,0,0,0.00260416666666667,0.00260416666666667,0,0,0,0,0,0,0
570,8251,0,0,0.130057803468208,0.00578034682080925,0.0346820809248555,0.115606936416185,0,0.0433526011560694,0.0173410404624277,0.00578034682080925,0,0.0433526011560694,0,0,0,0.00867052023121387,0.00433526011560694,0.115606936416185,0.15606936416185,0.00578034682080925,0.124277456647399,0,0.023121387283237,0.023121387283237,0.0549132947976879,0,0,0.0115606936416185,0,0.00289017341040462,0.00433526011560694,0,0.0317919075144509,0.0260115606936416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0.00578034682080925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0
