"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.undiff.","Larix","Ostrya.Carpinus","Picea","Quercus","Rumex","Salix","Tsuga","Ulmus","Alnus","Ambrosia","Myrica","Poaceae","Acer.saccharum","Fraxinus.nigra","Pinus.det..P..banksiana.P..resinosa","Pinus.det..P..strobus","Artemisia","Juglans.cinerea","Juglans.nigra","Asteraceae.subf..Asteroideae.undiff.","Fagus","Platanus","Populus","Fraxinus.americana","Castanea","Vitis","Carya","Ericaceae","Sarcobatus.vermiculatus","Corylus","Humulus","Iva.xanthifolia","Apiaceae","Thalictrum","Xanthium","Ephedra.nevadensis.type","Iva.annua","Onagraceae","Shepherdia.canadensis","Tilia"
100,2585,0.0132450331125828,0,0.552980132450331,0,0.0231788079470199,0.0033112582781457,0.00662251655629139,0.0165562913907285,0.0033112582781457,0.0596026490066225,0.0165562913907285,0,0,0.0033112582781457,0.00662251655629139,0.0231788079470199,0.00662251655629139,0,0.0033112582781457,0.0165562913907285,0.00662251655629139,0.0364238410596026,0.178807947019868,0.00662251655629139,0,0,0.00662251655629139,0.00662251655629139,0,0,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2881,0.0166666666666667,0,0.47,0.01,0.0666666666666667,0.00666666666666667,0.00333333333333333,0.01,0.0133333333333333,0.0266666666666667,0.0466666666666667,0,0,0,0.00666666666666667,0.0266666666666667,0.0133333333333333,0,0.00666666666666667,0.0466666666666667,0,0.0633333333333333,0.136666666666667,0.01,0,0,0,0.01,0,0,0.00333333333333333,0,0,0.00333333333333333,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0
120,3177,0.0198675496688742,0,0.536423841059603,0.0033112582781457,0.0198675496688742,0,0.00662251655629139,0.0033112582781457,0.00662251655629139,0.00993377483443709,0.0298013245033113,0,0,0.00993377483443709,0.0033112582781457,0.0132450331125828,0.00662251655629139,0,0,0.00662251655629139,0,0,0.288079470198675,0.00993377483443709,0,0,0,0.00993377483443709,0,0,0.00662251655629139,0,0,0.00662251655629139,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0
135,3621,0.0166666666666667,0,0.433333333333333,0,0.0133333333333333,0.00333333333333333,0,0.00666666666666667,0.00333333333333333,0.0466666666666667,0.0333333333333333,0,0.00333333333333333,0.00333333333333333,0.00666666666666667,0.0333333333333333,0.00666666666666667,0,0.00333333333333333,0.01,0,0.0733333333333333,0.293333333333333,0.00666666666666667,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3917,0.00996677740863787,0,0.471760797342193,0,0.026578073089701,0,0.00332225913621262,0,0,0.00996677740863787,0.026578073089701,0,0,0,0.00664451827242525,0.0498338870431894,0.00664451827242525,0,0.00996677740863787,0.0199335548172757,0,0.0365448504983389,0.295681063122924,0.0232558139534884,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,4213,0.0166112956810631,0,0.428571428571429,0.00332225913621262,0.0598006644518272,0,0.00332225913621262,0.00332225913621262,0.00664451827242525,0.026578073089701,0.053156146179402,0,0,0.00664451827242525,0.00332225913621262,0.0232558139534884,0.00332225913621262,0,0,0.0232558139534884,0,0.079734219269103,0.242524916943522,0.00332225913621262,0,0,0.00332225913621262,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0
165,4510,0.0132450331125828,0,0.337748344370861,0,0.0165562913907285,0.00662251655629139,0.00993377483443709,0,0.00662251655629139,0.0132450331125828,0.0629139072847682,0,0,0,0,0.0132450331125828,0,0,0.00993377483443709,0.0165562913907285,0.00662251655629139,0.0529801324503311,0.387417218543046,0.0132450331125828,0.0033112582781457,0,0.00993377483443709,0.00993377483443709,0.00662251655629139,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,4806,0.00328947368421053,0,0.289473684210526,0.00328947368421053,0.0460526315789474,0,0.0131578947368421,0.00328947368421053,0.00328947368421053,0.00986842105263158,0.0756578947368421,0,0,0,0.0197368421052632,0.0427631578947368,0.00328947368421053,0.00328947368421053,0.00328947368421053,0.0263157894736842,0.0131578947368421,0.0855263157894737,0.332236842105263,0.0131578947368421,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0,0,0,0,0,0,0
185,5102,0.00662251655629139,0,0.327814569536424,0.0033112582781457,0.0397350993377483,0.0033112582781457,0.00662251655629139,0.00662251655629139,0.0033112582781457,0.0132450331125828,0.0529801324503311,0,0,0.0033112582781457,0.0165562913907285,0.0397350993377483,0.0033112582781457,0,0.00662251655629139,0.0132450331125828,0.0033112582781457,0.0794701986754967,0.337748344370861,0.00993377483443709,0,0,0.0033112582781457,0.00662251655629139,0,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0,0,0,0.00662251655629139,0,0,0,0,0,0,0
195,5398,0.00664451827242525,0,0.282392026578073,0.00332225913621262,0.0465116279069767,0,0.00332225913621262,0,0,0.00332225913621262,0.0498338870431894,0,0,0.00332225913621262,0.0199335548172757,0.0232558139534884,0,0,0.00332225913621262,0.00332225913621262,0.00332225913621262,0,0.521594684385382,0.00664451827242525,0,0,0.00996677740863787,0.00664451827242525,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,5663,0.0199335548172757,0.00332225913621262,0.219269102990033,0,0.0365448504983389,0,0.00332225913621262,0,0.00664451827242525,0.00664451827242525,0.0564784053156146,0,0,0.00332225913621262,0.00996677740863787,0.0398671096345515,0.00332225913621262,0.00332225913621262,0.0132890365448505,0.026578073089701,0.00332225913621262,0.079734219269103,0.435215946843854,0.0166112956810631,0.00332225913621262,0,0.00332225913621262,0,0,0.00332225913621262,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0
215,5928,0.0198675496688742,0,0.182119205298013,0.0033112582781457,0.0463576158940397,0.0033112582781457,0.00662251655629139,0.0033112582781457,0.00662251655629139,0.00662251655629139,0.0629139072847682,0,0,0.00662251655629139,0.00993377483443709,0.0264900662251656,0.0033112582781457,0,0.00662251655629139,0.0198675496688742,0.00662251655629139,0.0529801324503311,0.509933774834437,0.0033112582781457,0.0033112582781457,0,0,0,0,0.00662251655629139,0,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0
225,6193,0.00986842105263158,0,0.210526315789474,0.00657894736842105,0.00657894736842105,0.00328947368421053,0.0131578947368421,0,0.0197368421052632,0.0197368421052632,0.0526315789473684,0,0.00986842105263158,0.00657894736842105,0.00986842105263158,0.0328947368421053,0.00657894736842105,0.00328947368421053,0.00328947368421053,0.0263157894736842,0.00657894736842105,0.0657894736842105,0.417763157894737,0.0263157894736842,0,0,0,0,0.00328947368421053,0.0164473684210526,0.00657894736842105,0,0,0.00657894736842105,0,0,0.00328947368421053,0,0,0,0.00328947368421053,0.00328947368421053,0,0,0,0,0
245,6723,0.00664451827242525,0,0.142857142857143,0.00996677740863787,0.00996677740863787,0,0.00332225913621262,0,0.00996677740863787,0.0132890365448505,0.026578073089701,0,0,0.00332225913621262,0.0232558139534884,0.0199335548172757,0.0132890365448505,0,0.00996677740863787,0,0.00332225913621262,0.146179401993355,0.538205980066445,0.00664451827242525,0,0,0,0,0,0.00664451827242525,0,0,0,0.00332225913621262,0,0,0,0,0,0,0,0,0.00332225913621262,0,0,0,0
255,6988,0.00687285223367698,0,0.103092783505155,0,0.013745704467354,0,0.00343642611683849,0,0,0.00687285223367698,0.0309278350515464,0,0,0.0103092783505155,0.0171821305841924,0.00687285223367698,0.00687285223367698,0,0.0103092783505155,0.00687285223367698,0.00343642611683849,0.0378006872852234,0.714776632302406,0.00343642611683849,0,0,0.00343642611683849,0,0.00343642611683849,0.00343642611683849,0,0,0,0,0,0,0.00687285223367698,0,0,0,0,0,0,0,0,0,0
265,7253,0.0068259385665529,0,0.136518771331058,0.0068259385665529,0.0102389078498294,0.00341296928327645,0.0102389078498294,0,0.0136518771331058,0,0.037542662116041,0,0,0,0.0307167235494881,0.0136518771331058,0.0068259385665529,0,0.0136518771331058,0.0068259385665529,0.0102389078498294,0.0511945392491468,0.607508532423208,0.0136518771331058,0,0,0.0136518771331058,0,0.0068259385665529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,7518,0.0066006600660066,0,0.118811881188119,0.0033003300330033,0.0099009900990099,0,0.0099009900990099,0,0.0429042904290429,0.0099009900990099,0.0231023102310231,0,0.0033003300330033,0,0.0165016501650165,0.0165016501650165,0.0033003300330033,0,0.0066006600660066,0,0.0099009900990099,0.0792079207920792,0.61056105610561,0.0066006600660066,0,0,0,0.0033003300330033,0,0.0033003300330033,0,0,0,0.0066006600660066,0,0,0.0066006600660066,0,0,0,0,0,0,0.0033003300330033,0,0,0
285,7783,0,0,0.239344262295082,0,0.0131147540983607,0.0098360655737705,0.0163934426229508,0,0.0098360655737705,0.0262295081967213,0.0262295081967213,0,0.00655737704918033,0,0.019672131147541,0.0295081967213115,0.0098360655737705,0.00327868852459016,0.00655737704918033,0.00327868852459016,0.0098360655737705,0.0950819672131148,0.439344262295082,0.0163934426229508,0,0,0,0,0.00655737704918033,0.00327868852459016,0.00655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0
295,8368,0.0164473684210526,0,0.394736842105263,0.00657894736842105,0.0197368421052632,0,0.0131578947368421,0.00657894736842105,0.0164473684210526,0.0361842105263158,0.0131578947368421,0,0.0131578947368421,0,0.0230263157894737,0.0131578947368421,0.00657894736842105,0.00328947368421053,0,0.00986842105263158,0.0131578947368421,0.276315789473684,0.0921052631578947,0.0164473684210526,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0,0.00328947368421053,0,0,0,0,0,0,0,0,0,0
305,8953,0.0231023102310231,0,0.283828382838284,0.0033003300330033,0.0066006600660066,0.0099009900990099,0.0099009900990099,0,0.0132013201320132,0.0264026402640264,0.0462046204620462,0,0.0033003300330033,0,0.0066006600660066,0.0033003300330033,0.0132013201320132,0.0132013201320132,0.0132013201320132,0.0066006600660066,0.0033003300330033,0.412541254125413,0.0396039603960396,0.0396039603960396,0,0,0.0033003300330033,0,0,0.0066006600660066,0.0066006600660066,0,0,0,0,0,0,0,0,0.0033003300330033,0,0,0,0.0033003300330033,0,0,0
315,9538,0.0166666666666667,0,0.323333333333333,0.0233333333333333,0,0.00666666666666667,0,0.00333333333333333,0.0333333333333333,0.0666666666666667,0.0566666666666667,0,0.00333333333333333,0,0.04,0.0133333333333333,0.01,0.0366666666666667,0.00666666666666667,0.00333333333333333,0.00666666666666667,0.27,0.0266666666666667,0.0233333333333333,0,0,0.00333333333333333,0,0.00333333333333333,0.02,0,0,0,0,0,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0
325,10124,0.0165016501650165,0,0.287128712871287,0.0066006600660066,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0561056105610561,0.0264026402640264,0.115511551155116,0.0594059405940594,0,0.0033003300330033,0,0.0462046204620462,0.0231023102310231,0.0132013201320132,0.033003300330033,0,0,0.0033003300330033,0.191419141914191,0.033003300330033,0.0231023102310231,0,0,0.0066006600660066,0,0,0.0198019801980198,0.0066006600660066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,10709,0.00662251655629139,0,0.43046357615894,0.0033112582781457,0,0.00662251655629139,0.00662251655629139,0.0033112582781457,0.00993377483443709,0.195364238410596,0.033112582781457,0,0.0033112582781457,0,0.0298013245033113,0.00993377483443709,0.0132450331125828,0.0165562913907285,0.0033112582781457,0,0.0033112582781457,0.158940397350993,0.0298013245033113,0.0165562913907285,0.00662251655629139,0,0.0033112582781457,0,0,0,0.0033112582781457,0,0,0.0033112582781457,0,0,0.0033112582781457,0,0,0,0,0,0,0,0,0,0
345,11294,0.00657894736842105,0,0.125,0.00657894736842105,0,0.0131578947368421,0.0131578947368421,0.00986842105263158,0.0328947368421053,0.226973684210526,0.125,0,0.00986842105263158,0.00328947368421053,0.0328947368421053,0.00657894736842105,0.00328947368421053,0.0888157894736842,0.00657894736842105,0.00328947368421053,0.0131578947368421,0.190789473684211,0.0164473684210526,0.0230263157894737,0,0,0,0,0.00657894736842105,0.0296052631578947,0,0,0,0.00657894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0
355,NA,0.0033112582781457,0,0.0463576158940397,0.00662251655629139,0.0231788079470199,0.0264900662251656,0.00662251655629139,0,0.0198675496688742,0.374172185430464,0.142384105960265,0,0.00662251655629139,0,0.0629139072847682,0.00662251655629139,0.00662251655629139,0,0.0033112582781457,0.0033112582781457,0.00662251655629139,0.19205298013245,0,0.033112582781457,0,0,0.0033112582781457,0,0,0,0,0,0.0033112582781457,0.00662251655629139,0,0,0,0,0,0,0,0,0,0.00662251655629139,0,0.0033112582781457,0.00662251655629139
365,NA,0,0,0.0199335548172757,0.0166112956810631,0.00664451827242525,0.116279069767442,0.00332225913621262,0,0.00664451827242525,0.13953488372093,0.109634551495017,0,0.0132890365448505,0,0.0132890365448505,0,0.026578073089701,0,0.00332225913621262,0.0132890365448505,0,0.421926910299003,0.0232558139534884,0.0398671096345515,0.00664451827242525,0,0.00332225913621262,0,0,0.00664451827242525,0.00332225913621262,0,0,0.00664451827242525,0,0,0,0,0,0,0,0,0,0,0,0,0
375,NA,0,0,0.0366666666666667,0.00666666666666667,0.00333333333333333,0.06,0,0.00333333333333333,0.0133333333333333,0.126666666666667,0.0666666666666667,0,0.00333333333333333,0,0.05,0,0.0266666666666667,0,0.02,0,0,0.513333333333333,0,0.04,0,0,0.01,0,0,0.00333333333333333,0,0,0,0.00333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0
