"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Larix","Ostrya.Carpinus","Picea.mariana.type","Pinus.undiff.","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Amaranthaceae","Poaceae","Abies.balsamea","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.strobus","Picea.undiff.","Populus.tremuloides.type","Taxus","Populus.balsamifera.type","Juniperus.communis.Thuja.occidentalis.type","Fagus","Ranunculaceae.undiff.","Rosaceae","Acer.saccharum","Fraxinus.nigra.type","Tsuga.canadensis","Thalictrum","Juniperus.type","Nemopanthus.mucronatus","Ulmus","Fraxinus.pennsylvanica.type","Onagraceae","cf..Diapensia.lapponica","Juglans.cinerea","Viburnum.edule","Carya.ovata","cf..Oxyria.digyna","Morus.rubra.type","Brassicaceae","Ribes","Acer.rubrum"
80,3353,0,0.0103092783505155,0.190721649484536,0,0.00171821305841924,0.214776632302405,0.0103092783505155,0.00859106529209622,0,0,0.410652920962199,0.00343642611683849,0.00171821305841924,0.00171821305841924,0,0,0.00687285223367698,0.00171821305841924,0,0.0343642611683849,0.0240549828178694,0.00171821305841924,0.0652920962199313,0,0,0,0,0.00171821305841924,0,0,0,0.00343642611683849,0,0,0,0,0.00343642611683849,0,0.00171821305841924,0.00171821305841924,0,0,0,0,0,0,0,0
85,3537,0,0.0325,0.18,0,0.0025,0.2575,0.005,0.005,0.0025,0,0.4,0.01,0,0.005,0,0,0,0.005,0,0.0225,0.0225,0.0075,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0
90,3721,0,0.00844594594594595,0.255067567567568,0,0.00168918918918919,0.241554054054054,0.0168918918918919,0.00844594594594595,0.00168918918918919,0,0.3125,0.00337837837837838,0,0.00844594594594595,0.00168918918918919,0,0.0101351351351351,0.00168918918918919,0,0.0388513513513514,0.027027027027027,0.00168918918918919,0.0506756756756757,0.00168918918918919,0,0,0,0.00168918918918919,0,0,0,0,0,0,0,0,0.00168918918918919,0,0,0.00168918918918919,0.00168918918918919,0.00168918918918919,0,0,0,0,0,0
95,3905,0,0.00251889168765743,0.143576826196474,0,0.0125944584382872,0.236775818639798,0.017632241813602,0.017632241813602,0.0100755667506297,0,0.390428211586902,0.0302267002518892,0,0.00503778337531486,0,0,0.0100755667506297,0.00251889168765743,0,0.0302267002518892,0.00503778337531486,0.00251889168765743,0.0806045340050378,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4090,0,0,0.26615969581749,0,0.00380228136882129,0.254752851711027,0.032319391634981,0.00570342205323194,0.00190114068441065,0,0.317490494296578,0.00380228136882129,0,0.00380228136882129,0,0,0.00570342205323194,0.00190114068441065,0,0.0361216730038023,0.0114068441064639,0.00190114068441065,0.0456273764258555,0,0,0,0,0,0,0.00190114068441065,0,0.00190114068441065,0.00190114068441065,0.00190114068441065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4274,0,0.00588235294117647,0.191176470588235,0,0,0.238235294117647,0.0176470588235294,0.0117647058823529,0.00294117647058824,0,0.232352941176471,0.0294117647058824,0,0,0,0.00294117647058824,0.0147058823529412,0.00294117647058824,0,0.0823529411764706,0.0352941176470588,0.0147058823529412,0.114705882352941,0.00294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4458,0,0.0111607142857143,0.265625,0.00223214285714286,0.00223214285714286,0.276785714285714,0.0111607142857143,0.0178571428571429,0.00446428571428571,0,0.265625,0.00223214285714286,0.00446428571428571,0.00223214285714286,0,0,0.00892857142857143,0.00669642857142857,0,0.0535714285714286,0.0111607142857143,0,0.0491071428571429,0.00223214285714286,0,0,0,0,0,0,0,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,4642,0,0.00480769230769231,0.209134615384615,0.00480769230769231,0.00721153846153846,0.237980769230769,0.0264423076923077,0.0120192307692308,0,0,0.283653846153846,0.0240384615384615,0,0.00480769230769231,0,0,0.00721153846153846,0.00480769230769231,0,0.0528846153846154,0.0240384615384615,0.00240384615384615,0.0889423076923077,0,0,0,0,0,0,0,0,0.00240384615384615,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4826,0,0.00389105058365759,0.202334630350195,0,0.00389105058365759,0.229571984435798,0.00778210116731518,0.0116731517509728,0.00583657587548638,0,0.285992217898833,0.0252918287937743,0.00194552529182879,0.00583657587548638,0,0.00194552529182879,0.0116731517509728,0.00583657587548638,0.00194552529182879,0.0778210116731518,0.0194552529182879,0.00194552529182879,0.0894941634241245,0.00194552529182879,0,0,0,0,0,0,0,0,0.00194552529182879,0,0,0,0,0,0,0,0,0,0.00194552529182879,0,0,0,0,0
125,5010,0,0.00601503759398496,0.233082706766917,0.00150375939849624,0.00451127819548872,0.279699248120301,0.0120300751879699,0.00451127819548872,0.00150375939849624,0,0.249624060150376,0.0255639097744361,0,0.00601503759398496,0,0.00150375939849624,0.00601503759398496,0.00601503759398496,0,0.0616541353383459,0.0075187969924812,0.00451127819548872,0.081203007518797,0,0.00300751879699248,0,0,0,0,0,0,0,0.00300751879699248,0,0,0,0,0,0,0,0,0,0,0.00150375939849624,0,0,0,0
130,5194,0,0.007168458781362,0.209677419354839,0.0017921146953405,0.00537634408602151,0.288530465949821,0.0197132616487455,0.007168458781362,0.0017921146953405,0,0.335125448028674,0.00537634408602151,0.0017921146953405,0,0.0017921146953405,0,0,0.0089605734767025,0,0.0376344086021505,0.017921146953405,0.00537634408602151,0.0412186379928315,0.0017921146953405,0,0,0,0,0,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,5378,0,0.0284900284900285,0.247863247863248,0.00284900284900285,0,0.270655270655271,0.0170940170940171,0.00284900284900285,0,0,0.242165242165242,0.00854700854700855,0,0.0056980056980057,0.0056980056980057,0,0.0056980056980057,0.00854700854700855,0,0.0854700854700855,0.0056980056980057,0.0056980056980057,0.0512820512820513,0.00284900284900285,0,0,0,0,0,0.00284900284900285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,5490,0,0.0108695652173913,0.295652173913043,0,0.00217391304347826,0.254347826086956,0.0130434782608696,0.00652173913043478,0.00652173913043478,0,0.269565217391304,0.00217391304347826,0.00217391304347826,0.00652173913043478,0,0,0.00434782608695652,0.00217391304347826,0,0.0760869565217391,0.0173913043478261,0.00217391304347826,0.0239130434782609,0.00217391304347826,0,0,0,0,0,0.00217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,5529,0,0.00268096514745308,0.230563002680965,0.00268096514745308,0.00268096514745308,0.300268096514745,0.0107238605898123,0,0.00804289544235925,0,0.281501340482574,0.00268096514745308,0.00268096514745308,0.00804289544235925,0.00268096514745308,0,0.00536193029490617,0.00268096514745308,0,0.0589812332439678,0.0214477211796247,0.00804289544235925,0.0402144772117962,0,0,0,0,0,0,0,0,0,0.00268096514745308,0.00268096514745308,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0
150,5569,0,0.00934579439252336,0.200934579439252,0,0.00233644859813084,0.308411214953271,0.0116822429906542,0.0257009345794393,0.00233644859813084,0,0.275700934579439,0.00233644859813084,0,0.00700934579439252,0,0,0.00233644859813084,0.00233644859813084,0,0.0957943925233645,0.00700934579439252,0.00467289719626168,0.0350467289719626,0,0,0,0.00467289719626168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233644859813084,0,0,0
155,5608,0,0.0202898550724638,0.173913043478261,0.00289855072463768,0,0.315942028985507,0.00869565217391304,0.0115942028985507,0.00289855072463768,0,0.243478260869565,0.0173913043478261,0,0.00579710144927536,0,0,0,0.00579710144927536,0,0.0956521739130435,0.00289855072463768,0.0115942028985507,0.0695652173913043,0.00289855072463768,0.00289855072463768,0,0,0,0,0,0,0.00579710144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,5648,0.00185873605947955,0.00743494423791822,0.182156133828996,0.00185873605947955,0.00185873605947955,0.366171003717472,0.0148698884758364,0.00185873605947955,0.00371747211895911,0,0.315985130111524,0.00185873605947955,0,0.00743494423791822,0.00185873605947955,0,0,0.00185873605947955,0,0.033457249070632,0.00929368029739777,0.00743494423791822,0.0297397769516729,0.00185873605947955,0,0,0,0.00185873605947955,0,0,0,0.00185873605947955,0,0,0,0,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0
165,5688,0,0.00902255639097744,0.157894736842105,0,0.00300751879699248,0.374436090225564,0.0165413533834586,0.00601503759398496,0.00300751879699248,0,0.257142857142857,0.00601503759398496,0.00300751879699248,0.00300751879699248,0.00150375939849624,0.00150375939849624,0.00451127819548872,0.00300751879699248,0,0.0556390977443609,0.00451127819548872,0.0210526315789474,0.0631578947368421,0,0.00150375939849624,0,0.00300751879699248,0,0,0,0,0.00150375939849624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,5727,0,0.00545454545454545,0.181818181818182,0,0.00909090909090909,0.370909090909091,0.00909090909090909,0,0.00181818181818182,0,0.3,0,0,0.00181818181818182,0,0,0,0.00181818181818182,0,0.0563636363636364,0.0218181818181818,0.00363636363636364,0.0290909090909091,0.00363636363636364,0.00181818181818182,0,0,0,0,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,5767,0,0,0.155495978552279,0,0.00268096514745308,0.442359249329759,0.0107238605898123,0.00268096514745308,0.00268096514745308,0,0.230563002680965,0.0107238605898123,0.00804289544235925,0.00268096514745308,0.00268096514745308,0.00268096514745308,0.00804289544235925,0,0,0.0482573726541555,0.00536193029490617,0.0107238605898123,0.0509383378016086,0.00268096514745308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,5806,0,0.0104633781763827,0.158445440956652,0,0.00298953662182362,0.399103139013453,0.0269058295964126,0.00597907324364723,0.00597907324364723,0,0.295964125560538,0.00149476831091181,0.00149476831091181,0.00149476831091181,0,0.00149476831091181,0.00448430493273543,0,0.00149476831091181,0.0239162929745889,0.00747384155455904,0.00149476831091181,0.0433482810164425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00298953662182362,0.00149476831091181,0.00149476831091181,0,0,0,0,0,0,0,0,0
185,5846,0,0.00171821305841924,0.195876288659794,0,0.00343642611683849,0.412371134020619,0.0120274914089347,0.00687285223367698,0.00343642611683849,0,0.271477663230241,0.00171821305841924,0,0.00171821305841924,0,0,0.00343642611683849,0.00171821305841924,0,0.0429553264604811,0.0103092783505155,0.00687285223367698,0.0223367697594502,0,0,0,0,0,0,0.00171821305841924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,5885,0,0.00496277915632754,0.143920595533499,0,0.00744416873449132,0.461538461538462,0.0223325062034739,0.00248138957816377,0,0,0.215880893300248,0,0.00248138957816377,0.00744416873449132,0.00248138957816377,0,0.00496277915632754,0,0,0.0744416873449131,0.00496277915632754,0.0099255583126551,0.0297766749379653,0,0,0,0,0,0,0,0,0.00248138957816377,0,0,0.00248138957816377,0,0,0,0,0,0,0,0,0,0,0,0,0
195,5925,0,0.00169204737732657,0.148900169204738,0.00338409475465313,0,0.461928934010152,0.011844331641286,0,0.0050761421319797,0,0.204737732656514,0.00676818950930626,0.00338409475465313,0.00338409475465313,0,0,0.00846023688663283,0,0.00169204737732657,0.0727580372250423,0.00338409475465313,0.0050761421319797,0.0456852791878173,0.00676818950930626,0.00338409475465313,0,0,0,0,0,0.00169204737732657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,6000,0,0.00365853658536585,0.157317073170732,0.00121951219512195,0.0048780487804878,0.45,0.0195121951219512,0.0121951219512195,0.00365853658536585,0,0.209756097560976,0.0024390243902439,0.00121951219512195,0.00121951219512195,0,0,0.00365853658536585,0.00121951219512195,0,0.073170731707317,0.00609756097560976,0.0024390243902439,0.0439024390243902,0.0024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,6110,0,0.0199203187250996,0.175298804780877,0.00199203187250996,0.00199203187250996,0.456175298804781,0.0119521912350598,0.00199203187250996,0.00199203187250996,0,0.243027888446215,0.00398406374501992,0,0,0,0,0.00398406374501992,0,0,0.051792828685259,0.00199203187250996,0.00199203187250996,0.0219123505976096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,6220,0.00215982721382289,0.0151187904967603,0.215982721382289,0,0.00863930885529158,0.49244060475162,0.0129589632829374,0.0107991360691145,0.00863930885529158,0,0.133909287257019,0,0,0.00431965442764579,0,0.00215982721382289,0.00647948164146868,0,0.00215982721382289,0.0475161987041037,0.00431965442764579,0,0.0302375809935205,0,0,0,0,0,0,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,6330,0,0.00695652173913044,0.283478260869565,0,0.00173913043478261,0.502608695652174,0.0121739130434783,0.00347826086956522,0.00347826086956522,0,0.107826086956522,0.00173913043478261,0.00173913043478261,0,0.00173913043478261,0,0.00521739130434783,0,0,0.0504347826086957,0.00173913043478261,0.00173913043478261,0.00695652173913044,0.00521739130434783,0,0,0,0,0,0,0,0,0,0,0.00173913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0
220,6440,0,0.00698080279232112,0.340314136125654,0,0.00349040139616056,0.43455497382199,0.00523560209424084,0.0087260034904014,0.0209424083769634,0,0.0924956369982548,0.00349040139616056,0.00174520069808028,0,0,0,0.00174520069808028,0.00349040139616056,0,0.043630017452007,0.00523560209424084,0.00523560209424084,0.0174520069808028,0,0,0,0,0,0,0,0,0.00349040139616056,0,0,0.00174520069808028,0,0,0,0,0,0,0,0,0,0,0,0,0
225,6550,0,0,0.388746803069054,0,0.00383631713554987,0.328644501278772,0.0166240409207161,0.0051150895140665,0.0166240409207161,0,0.108695652173913,0.00383631713554987,0.00127877237851662,0.00767263427109974,0.00127877237851662,0.00127877237851662,0.00127877237851662,0,0,0.0869565217391304,0.0051150895140665,0.0051150895140665,0.0153452685421995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127877237851662,0,0,0,0,0,0,0,0,0.00127877237851662,0,0
230,6660,0,0.0201465201465201,0.454212454212454,0.00183150183150183,0,0.252747252747253,0.0183150183150183,0.00549450549450549,0.00732600732600733,0,0.104395604395604,0.00183150183150183,0,0.00366300366300366,0.00183150183150183,0.00183150183150183,0.00366300366300366,0.00183150183150183,0,0.0897435897435897,0.00915750915750916,0.00549450549450549,0.00915750915750916,0.00366300366300366,0,0.00183150183150183,0,0,0,0.00183150183150183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,6770,0,0.0202205882352941,0.496323529411765,0.00183823529411765,0.00735294117647059,0.235294117647059,0.0110294117647059,0.0147058823529412,0.0165441176470588,0,0.0698529411764706,0.00735294117647059,0,0.0110294117647059,0,0,0,0.00183823529411765,0,0.0735294117647059,0.00919117647058824,0.00919117647058824,0.0128676470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183823529411765,0
240,6880,0,0.00701754385964912,0.585964912280702,0.00175438596491228,0.00526315789473684,0.217543859649123,0.0140350877192982,0.00526315789473684,0.00701754385964912,0,0.0543859649122807,0.00701754385964912,0,0.00350877192982456,0.00175438596491228,0.00350877192982456,0.00350877192982456,0,0,0.0368421052631579,0.0105263157894737,0.00526315789473684,0.0245614035087719,0.00526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,6990,0,0,0.645994832041344,0,0.00516795865633075,0.147286821705426,0.0129198966408269,0.00516795865633075,0.00258397932816537,0,0.0749354005167959,0,0,0.0155038759689922,0,0.00258397932816537,0,0,0,0.0645994832041344,0.00516795865633075,0.00516795865633075,0.0103359173126615,0,0,0,0,0,0,0,0,0.00258397932816537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,7100,0,0.0395408163265306,0.491071428571429,0,0.00255102040816327,0.177295918367347,0.00892857142857143,0.00637755102040816,0.00892857142857143,0,0.0561224489795918,0.0038265306122449,0.0038265306122449,0.00637755102040816,0.0038265306122449,0,0.0038265306122449,0.00127551020408163,0,0.136479591836735,0.0102040816326531,0.0076530612244898,0.0216836734693878,0.0038265306122449,0,0.00127551020408163,0,0,0,0,0,0.00127551020408163,0.00127551020408163,0,0,0,0.00127551020408163,0,0,0,0,0,0,0,0,0,0,0.00127551020408163
255,NA,0,0,0.501960784313725,0,0.00392156862745098,0.207843137254902,0.0176470588235294,0.00980392156862745,0.00392156862745098,0,0.117647058823529,0.00392156862745098,0.00588235294117647,0.0137254901960784,0.00196078431372549,0,0,0.00196078431372549,0,0.0372549019607843,0.0215686274509804,0.0176470588235294,0.0196078431372549,0.00784313725490196,0,0,0,0,0,0,0,0.00392156862745098,0.00196078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,NA,0,0.0469314079422383,0.564380264741276,0.00120336943441637,0.00481347773766546,0.244283995186522,0.0120336943441637,0.0072202166064982,0,0,0.0433212996389892,0.0072202166064982,0.0036101083032491,0.00601684717208183,0,0,0.0108303249097473,0.00240673886883273,0,0.0144404332129964,0.00481347773766546,0.0072202166064982,0.0120336943441637,0.00120336943441637,0,0,0,0.00120336943441637,0,0,0.00120336943441637,0.00120336943441637,0,0,0.00120336943441637,0,0,0,0,0,0,0,0,0,0,0.00120336943441637,0,0
