"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Caprifoliaceae.undiff.","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Sambucus","Tilia","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Liliaceae","Amaranthaceae","Poaceae","Plantago","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Tsuga.canadensis","Pinaceae","Acer.rubrum","Ostrya.Carpinus","Myrica.gale","Ilex.Nemopanthus","Juniperus.communis.Thuja.occidentalis.type","Juglans.cinerea","Salix","Apiaceae","Carya.ovata","Cornus","Larix","Populus.tremuloides.type","Viburnum.lentago","Pinus.resinosa.type","Rosaceae","Brassicaceae","Asteraceae.subf..Cichorioideae"
220,3310,0.00198019801980198,0.0118811881188119,0.00198019801980198,0.00396039603960396,0.392079207920792,0,0,0.0871287128712871,0.0534653465346535,0.00198019801980198,0,0.00198019801980198,0.0554455445544554,0.0534653465346535,0.0158415841584158,0.00198019801980198,0.00198019801980198,0,0.0178217821782178,0,0.00198019801980198,0,0,0.0198019801980198,0.0099009900990099,0,0.00198019801980198,0.168316831683168,0,0.0594059405940594,0.0237623762376238,0,0.00396039603960396,0.00396039603960396,0,0,0.00198019801980198,0,0,0,0,0,0,0,0.00198019801980198,0,0,0
240,3619,0,0.00714285714285714,0.00238095238095238,0,0.502380952380952,0,0,0.0380952380952381,0.0380952380952381,0,0,0,0.0404761904761905,0.126190476190476,0.0119047619047619,0,0.00238095238095238,0,0.00238095238095238,0,0,0.00238095238095238,0,0.00952380952380952,0.0142857142857143,0.0285714285714286,0,0.0619047619047619,0,0.0571428571428571,0.0476190476190476,0,0,0.00476190476190476,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0,0,0
260,3928,0,0.021875,0,0,0.371875,0,0,0.01875,0.071875,0.00625,0,0,0.090625,0.075,0.021875,0,0,0,0.0125,0,0,0.003125,0,0.0125,0.00625,0.009375,0.0125,0.16875,0,0.059375,0.028125,0,0.003125,0,0.003125,0,0,0,0,0,0,0.003125,0,0,0,0,0,0
280,4338,0,0.00923076923076923,0.00153846153846154,0.00153846153846154,0.524615384615385,0,0.00153846153846154,0.0230769230769231,0.0123076923076923,0.0123076923076923,0,0,0.0569230769230769,0.0353846153846154,0.0215384615384615,0,0.00153846153846154,0,0.00461538461538462,0,0,0,0,0.0461538461538462,0.0153846153846154,0.00153846153846154,0,0.176923076923077,0,0.02,0.0184615384615385,0,0.00307692307692308,0.00461538461538462,0,0,0.00307692307692308,0.00307692307692308,0,0.00153846153846154,0,0,0,0,0,0,0,0
300,5449,0,0.0272804774083546,0.000852514919011083,0.00255754475703325,0.560954816709292,0,0.000852514919011083,0.00767263427109974,0.00596760443307758,0.00682011935208866,0,0,0.0358056265984655,0.0639386189258312,0.0153452685421995,0,0.00426257459505541,0.000852514919011083,0.00596760443307758,0,0.000852514919011083,0,0,0.00852514919011083,0.010230179028133,0.0332480818414322,0.000852514919011083,0.0954816709292413,0,0.0443307757885763,0.0554134697357204,0,0,0.00767263427109974,0,0,0.00170502983802217,0,0,0.000852514919011083,0,0,0,0,0,0.00170502983802217,0,0
320,6561,0,0.0147849462365591,0.00134408602150538,0,0.399193548387097,0,0.00537634408602151,0.00537634408602151,0.00134408602150538,0.00806451612903226,0,0,0.0241935483870968,0.0403225806451613,0.0295698924731183,0.00134408602150538,0.00134408602150538,0,0.0174731182795699,0,0.00134408602150538,0,0,0.00537634408602151,0.0134408602150538,0.00806451612903226,0,0.31989247311828,0,0.0403225806451613,0.0537634408602151,0,0.00403225806451613,0,0,0,0.00268817204301075,0,0,0,0,0,0,0,0,0,0.00134408602150538,0
340,NA,0.00133689839572193,0.0401069518716578,0.00133689839572193,0.00133689839572193,0.348930481283422,0,0.0053475935828877,0.0120320855614973,0.00133689839572193,0.0106951871657754,0,0,0.0868983957219251,0.0735294117647059,0.0227272727272727,0,0,0.00133689839572193,0.0200534759358289,0,0.00267379679144385,0,0,0.0120320855614973,0.00267379679144385,0.00668449197860963,0.0053475935828877,0.298128342245989,0,0.00802139037433155,0.0267379679144385,0.00133689839572193,0.00133689839572193,0,0,0,0,0.00133689839572193,0,0,0,0.0053475935828877,0,0,0,0.00133689839572193,0,0
360,NA,0,0.0395170142700329,0,0.00109769484083425,0.378704720087816,0,0.0241492864983535,0.0120746432491767,0.00329308452250274,0.00548847420417124,0,0.0021953896816685,0.107574094401756,0.0329308452250274,0.0186608122941822,0,0,0,0.00878155872667398,0.0021953896816685,0.00109769484083425,0.00109769484083425,0,0.0658616904500549,0.00548847420417124,0.00658616904500549,0.0120746432491767,0.208562019758507,0,0.00987925356750823,0.0384193194291987,0,0,0.0021953896816685,0,0,0,0.0021953896816685,0,0,0,0.00768386388583974,0.00109769484083425,0,0,0.00109769484083425,0,0
380,NA,0,0.0282828282828283,0.00202020202020202,0.00202020202020202,0.294949494949495,0,0.0686868686868687,0,0,0.00404040404040404,0,0,0.143434343434343,0.0727272727272727,0.0303030303030303,0,0,0.00202020202020202,0.0101010101010101,0,0.00202020202020202,0.0202020202020202,0,0.0686868686868687,0,0.00808080808080808,0.0202020202020202,0.161616161616162,0,0.00202020202020202,0.0505050505050505,0,0,0,0,0,0,0.00404040404040404,0,0,0,0.00404040404040404,0,0,0,0,0,0
390,NA,0.0023696682464455,0.0687203791469194,0.0023696682464455,0.0023696682464455,0.31042654028436,0,0.0355450236966825,0.0023696682464455,0,0.00710900473933649,0,0,0.101895734597156,0.0260663507109005,0.028436018957346,0,0,0.0023696682464455,0.00710900473933649,0,0,0.0734597156398104,0,0.0568720379146919,0.0023696682464455,0.00710900473933649,0.125592417061611,0.0521327014218009,0,0.0023696682464455,0.0710900473933649,0,0.004739336492891,0.00710900473933649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,NA,0,0.0704545454545455,0,0.00227272727272727,0.272727272727273,0,0.0409090909090909,0,0,0,0,0,0.211363636363636,0,0.0204545454545455,0,0,0.00454545454545455,0.00454545454545455,0,0,0.00454545454545455,0,0.0363636363636364,0,0.00454545454545455,0.215909090909091,0.0136363636363636,0,0,0.0568181818181818,0,0,0.00681818181818182,0,0,0,0.0136363636363636,0,0,0,0.0159090909090909,0.00227272727272727,0,0,0,0,0.00227272727272727
410,NA,0,0.0539906103286385,0,0,0.246478873239437,0,0.00704225352112676,0.00469483568075117,0.00234741784037559,0,0,0.0305164319248826,0.234741784037559,0,0.0117370892018779,0,0,0.00234741784037559,0.00469483568075117,0,0.00234741784037559,0.0305164319248826,0,0.0258215962441315,0,0.0164319248826291,0.215962441314554,0.0140845070422535,0,0.00469483568075117,0.0821596244131455,0,0,0.00234741784037559,0,0,0,0.00704225352112676,0,0,0,0,0,0,0,0,0,0
420,NA,0,0.0203252032520325,0,0,0.0609756097560976,0,0.024390243902439,0,0.0040650406504065,0,0,0,0.386178861788618,0,0.0203252032520325,0,0,0,0.0040650406504065,0,0,0,0,0.008130081300813,0,0,0.24390243902439,0.016260162601626,0,0.0121951219512195,0.121951219512195,0.0040650406504065,0,0.008130081300813,0,0,0,0.016260162601626,0,0,0,0.048780487804878,0,0,0,0,0,0
