"sample.depths","sample.ages","Betula","Carya","Asteraceae.undiff.","Cyperaceae","Poaceae.undiff.","Platanus","Quercus","Rumex","Salix","Ulmus","Vitis","Zea.mays","Alnus","Acer","Ambrosia","Fraxinus","Juglans","Pinus","Amaranthaceae","Eucalyptus","Rhus","Fabaceae","Populus","Caryophyllaceae","Celtis","Fagus","Ostrya.Carpinus","Corylus","Liquidambar","Tsuga","Rosaceae","Plantago","Phlox","Nyssa","Cupressaceae","Iris","Parthenocissus","Picea","Thalictrum","Tilia","Portulaca","Urtica","Viburnum","Castanea","Polygonaceae.undiff.","Impatiens","Onagraceae","Dipsacus","Apiaceae"
210,788,0.0153374233128834,0.128834355828221,0,0.0552147239263804,0.00613496932515337,0.0368098159509202,0.493865030674847,0,0.00613496932515337,0.0184049079754601,0,0,0,0.00306748466257669,0.0245398773006135,0.0245398773006135,0.00920245398773006,0.00613496932515337,0,0.134969325153374,0,0,0,0.0245398773006135,0.00306748466257669,0.00613496932515337,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,872,0.00993377483443709,0.0794701986754967,0,0.0033112582781457,0.0033112582781457,0.0264900662251656,0.433774834437086,0,0.0033112582781457,0.0165562913907285,0,0,0,0.00662251655629139,0,0.0298013245033113,0.00993377483443709,0.00662251655629139,0,0.0993377483443709,0,0,0,0.241721854304636,0.00993377483443709,0.0132450331125828,0,0,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,956,0.00963855421686747,0.130120481927711,0.00481927710843374,0.0457831325301205,0.0072289156626506,0.0240963855421687,0.508433734939759,0,0.00481927710843374,0.0289156626506024,0.00481927710843374,0,0,0.0120481927710843,0.00481927710843374,0.0240963855421687,0.00481927710843374,0.0144578313253012,0,0.120481927710843,0,0,0,0.0240963855421687,0.00240963855421687,0.0168674698795181,0,0,0,0,0,0,0,0.00240963855421687,0,0,0.00240963855421687,0,0,0.00240963855421687,0,0,0,0,0,0,0,0,0
270,1040,0.00325732899022801,0.120521172638436,0.00651465798045603,0.0162866449511401,0.00325732899022801,0.0130293159609121,0.55700325732899,0,0.00325732899022801,0.00977198697068404,0.00325732899022801,0,0.00325732899022801,0.00651465798045603,0.0195439739413681,0.0260586319218241,0.0130293159609121,0.0162866449511401,0.00977198697068404,0.133550488599349,0,0,0,0.0162866449511401,0.00325732899022801,0.00651465798045603,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0.00325732899022801,0,0.00325732899022801,0,0,0,0,0,0,0,0
290,1124,0.00233100233100233,0.132867132867133,0.00466200466200466,0.0186480186480186,0.00233100233100233,0.0116550116550117,0.571095571095571,0,0,0.0466200466200466,0,0,0,0.006993006993007,0.0116550116550117,0.027972027972028,0.0186480186480186,0.006993006993007,0.00233100233100233,0.116550116550117,0,0,0,0,0.00466200466200466,0.006993006993007,0,0,0.00233100233100233,0,0,0,0,0,0.00233100233100233,0,0,0,0,0,0,0.00233100233100233,0,0,0,0,0,0,0
310,1208,0.00742115027829314,0.187384044526902,0.00185528756957328,0.00556586270871985,0.00185528756957328,0.0148423005565863,0.474953617810761,0,0.00185528756957328,0.0333951762523191,0.00185528756957328,0,0.00185528756957328,0.00556586270871985,0.025974025974026,0.0166975881261596,0.0148423005565863,0.0166975881261596,0.00371057513914657,0.152133580705009,0,0,0,0,0.00371057513914657,0.0185528756957328,0,0.00742115027829314,0,0,0,0,0,0,0,0,0,0.00185528756957328,0,0,0,0,0,0,0,0,0,0,0
330,1292,0.00592885375494071,0.16403162055336,0.0158102766798419,0.00988142292490119,0.0158102766798419,0.0355731225296443,0.466403162055336,0,0.00395256916996047,0.0316205533596838,0,0,0,0.00988142292490119,0.0573122529644269,0.0197628458498024,0.0256916996047431,0.0158102766798419,0.00395256916996047,0.0948616600790514,0,0,0,0.00197628458498024,0.00197628458498024,0.00592885375494071,0,0.00395256916996047,0.00197628458498024,0,0,0,0.00197628458498024,0,0,0,0,0,0.00197628458498024,0.00395256916996047,0,0,0,0,0,0,0,0,0
350,1375,0.0150501672240803,0.17056856187291,0.00501672240802676,0,0.020066889632107,0.0234113712374582,0.489966555183946,0,0.00167224080267559,0.0334448160535117,0,0,0,0.00836120401337793,0.0468227424749164,0.0301003344481605,0.0284280936454849,0.0133779264214047,0.00501672240802676,0.0735785953177258,0,0,0,0.00167224080267559,0.00501672240802676,0.0183946488294314,0,0.00334448160535117,0.00501672240802676,0,0,0,0,0,0.00167224080267559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,1459,0.00943396226415094,0.202830188679245,0.00235849056603774,0.00471698113207547,0.0070754716981132,0.0259433962264151,0.42688679245283,0,0.00471698113207547,0.044811320754717,0,0.00235849056603774,0,0.0117924528301887,0.0400943396226415,0.0306603773584906,0.0117924528301887,0.0165094339622642,0.00471698113207547,0.117924528301887,0,0,0,0,0,0.0165094339622642,0,0.00471698113207547,0.00471698113207547,0.00235849056603774,0,0,0,0,0,0,0.00235849056603774,0,0.00235849056603774,0,0,0,0.00235849056603774,0,0,0,0,0,0
390,1543,0.0141643059490085,0.144475920679887,0.0028328611898017,0,0.0424929178470255,0.0113314447592068,0.342776203966006,0,0.0028328611898017,0.0254957507082153,0,0,0,0.0084985835694051,0.175637393767705,0.0141643059490085,0.0084985835694051,0.0339943342776204,0.0141643059490085,0.121813031161473,0,0,0,0,0,0.0084985835694051,0.0028328611898017,0,0,0,0,0,0,0.0028328611898017,0.0028328611898017,0,0,0,0,0,0,0,0,0.0056657223796034,0.0141643059490085,0,0,0,0
410,1626,0.00852878464818763,0.100213219616205,0.0149253731343284,0.0191897654584222,0.0383795309168444,0.0191897654584222,0.402985074626866,0,0.00852878464818763,0.0362473347547974,0,0,0,0.00852878464818763,0.0980810234541578,0.0170575692963753,0.00639658848614072,0.0298507462686567,0.0383795309168444,0.132196162046908,0,0,0,0,0,0.0127931769722814,0,0.00639658848614072,0,0,0,0,0,0,0,0,0,0.00213219616204691,0,0,0,0,0,0,0,0,0,0,0
420,1667,0.00332225913621262,0.0764119601328904,0.00332225913621262,0.00664451827242525,0.0166112956810631,0.0199335548172757,0.465116279069767,0,0.00332225913621262,0.0199335548172757,0.00332225913621262,0,0,0.0232558139534884,0.119601328903654,0.00664451827242525,0.00332225913621262,0.0365448504983389,0.026578073089701,0.112956810631229,0,0.00996677740863787,0,0,0,0.00996677740863787,0.00664451827242525,0.00332225913621262,0.00664451827242525,0.00332225913621262,0,0,0,0,0,0,0,0.00664451827242525,0,0,0,0,0,0.00332225913621262,0,0.00332225913621262,0,0,0
430,1708,0.00985221674876847,0.0689655172413793,0.0172413793103448,0.0147783251231527,0.0566502463054187,0.0172413793103448,0.300492610837438,0,0.00738916256157635,0.0147783251231527,0.00492610837438424,0,0,0.0123152709359606,0.133004926108374,0.0246305418719212,0.00738916256157635,0.0270935960591133,0.0665024630541872,0.179802955665025,0,0.0123152709359606,0,0,0.00492610837438424,0.00738916256157635,0,0.00246305418719212,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492610837438424,0,0
440,1749,0.00895522388059702,0.0835820895522388,0.0208955223880597,0.0417910447761194,0.0477611940298507,0.0358208955223881,0.292537313432836,0,0.00895522388059702,0.0238805970149254,0,0,0.00298507462686567,0.017910447761194,0.13134328358209,0.017910447761194,0.0298507462686567,0.017910447761194,0.0119402985074627,0.176119402985075,0,0.00298507462686567,0,0,0.00597014925373134,0.0119402985074627,0.00298507462686567,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0
450,1790,0.0091743119266055,0.0795107033639144,0.0305810397553517,0.0122324159021407,0.055045871559633,0.0305810397553517,0.324159021406728,0,0.00305810397553517,0.0214067278287462,0.00611620795107034,0,0.00305810397553517,0,0.110091743119266,0.0214067278287462,0.0214067278287462,0.018348623853211,0.0214067278287462,0.186544342507645,0.00305810397553517,0.0152905198776758,0,0,0.00305810397553517,0.0152905198776758,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0
470,1872,0.00469483568075117,0.0845070422535211,0.0258215962441315,0.0140845070422535,0.0352112676056338,0.028169014084507,0.354460093896714,0,0,0.0117370892018779,0.00234741784037559,0,0.00469483568075117,0.0140845070422535,0.131455399061033,0.00704225352112676,0.00704225352112676,0.0234741784037559,0.0328638497652582,0.178403755868545,0,0.0117370892018779,0,0,0.00469483568075117,0.00938967136150235,0,0.00234741784037559,0.00234741784037559,0,0,0,0,0,0,0,0,0,0.00469483568075117,0,0,0,0,0,0,0.00234741784037559,0,0.00234741784037559,0
490,1954,0.00323624595469256,0.0614886731391586,0.029126213592233,0.00970873786407767,0.0388349514563107,0.0161812297734628,0.41747572815534,0,0,0.0226537216828479,0.00647249190938511,0,0,0.00647249190938511,0.132686084142395,0.00970873786407767,0.0129449838187702,0.0129449838187702,0.0226537216828479,0.15210355987055,0,0.0194174757281553,0,0,0.00647249190938511,0.0161812297734628,0,0,0.00323624595469256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,2036,0.0230547550432277,0.141210374639769,0.0144092219020173,0.0144092219020173,0.0518731988472622,0.0144092219020173,0.403458213256484,0,0.00288184438040346,0.0403458213256484,0,0,0,0.00288184438040346,0.0662824207492795,0.0144092219020173,0.00864553314121038,0.0345821325648415,0.0144092219020173,0.109510086455331,0,0.00864553314121038,0,0,0,0.0115273775216138,0,0,0,0,0,0,0,0,0.00576368876080692,0,0,0,0,0.00576368876080692,0,0,0,0,0,0,0,0,0.0115273775216138
530,2118,0.00615384615384615,0.0892307692307692,0.00923076923076923,0.0184615384615385,0.04,0.0276923076923077,0.421538461538462,0,0.0123076923076923,0.0307692307692308,0,0,0.00307692307692308,0.00923076923076923,0.0861538461538462,0.0153846153846154,0,0.0123076923076923,0.00923076923076923,0.144615384615385,0,0.0123076923076923,0,0,0.00307692307692308,0.0246153846153846,0.0123076923076923,0.00307692307692308,0.00307692307692308,0,0,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0.00307692307692308,0,0,0,0,0
550,2200,0.0101010101010101,0.133838383838384,0.0176767676767677,0.0252525252525253,0.0328282828282828,0.0227272727272727,0.441919191919192,0,0,0.0202020202020202,0,0,0.00505050505050505,0.00252525252525253,0.0934343434343434,0.00505050505050505,0.0126262626262626,0.0101010101010101,0.0126262626262626,0.136363636363636,0,0,0,0.00505050505050505,0.00505050505050505,0.00252525252525253,0.00252525252525253,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,2364,0.00550964187327824,0.132231404958678,0.0110192837465565,0.0275482093663912,0.0220385674931129,0.0137741046831956,0.393939393939394,0,0,0.0165289256198347,0,0,0,0.0110192837465565,0.0991735537190083,0.0192837465564738,0.00275482093663912,0.0110192837465565,0.0137741046831956,0.176308539944904,0,0.00550964187327824,0,0.00550964187327824,0.00550964187327824,0.0110192837465565,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110192837465565,0,0.00275482093663912,0,0,0
610,2446,0.0065359477124183,0.133986928104575,0.0163398692810458,0,0.042483660130719,0.0065359477124183,0.483660130718954,0,0,0.0326797385620915,0,0,0.00326797385620915,0.00980392156862745,0.0522875816993464,0.0294117647058824,0.0065359477124183,0.0359477124183007,0.0065359477124183,0.111111111111111,0,0.00326797385620915,0,0,0,0.0065359477124183,0.00326797385620915,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0.00326797385620915
710,2856,0.0170648464163823,0.102389078498294,0.0136518771331058,0.0409556313993174,0.0511945392491468,0.0204778156996587,0.41296928327645,0,0,0.0273037542662116,0,0,0,0.00341296928327645,0.10580204778157,0.0068259385665529,0.0102389078498294,0.037542662116041,0.0068259385665529,0.0921501706484642,0,0.0273037542662116,0,0,0.00341296928327645,0,0.00341296928327645,0.0068259385665529,0,0,0,0,0,0,0,0,0,0.00341296928327645,0,0,0,0,0,0.0068259385665529,0,0,0,0,0
810,3266,0.00338983050847458,0.122033898305085,0,0.0440677966101695,0.0576271186440678,0.0101694915254237,0.406779661016949,0,0.00338983050847458,0.023728813559322,0.00677966101694915,0,0,0.00677966101694915,0.115254237288136,0.0203389830508475,0.0101694915254237,0.023728813559322,0.0169491525423729,0.0949152542372881,0,0.00677966101694915,0,0.00338983050847458,0,0.0135593220338983,0,0,0,0,0,0,0,0,0,0,0,0,0.00338983050847458,0,0,0,0,0.00677966101694915,0,0,0,0,0
910,3676,0.00581395348837209,0.113372093023256,0.0174418604651163,0.0232558139534884,0.0319767441860465,0.0145348837209302,0.482558139534884,0,0,0.0523255813953488,0,0,0,0.00872093023255814,0.0755813953488372,0.0145348837209302,0.0174418604651163,0.0174418604651163,0.0261627906976744,0.0552325581395349,0,0,0,0.00872093023255814,0,0.0290697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0.00290697674418605,0,0,0,0,0.00290697674418605,0,0,0,0,0
1010,NA,0,0.150159744408946,0.00319488817891374,0.0319488817891374,0.00958466453674121,0.00319488817891374,0.501597444089457,0,0,0.0159744408945687,0.00958466453674121,0,0,0.00319488817891374,0.060702875399361,0.0287539936102236,0.00319488817891374,0.0159744408945687,0,0.143769968051118,0,0,0,0.00319488817891374,0,0.00638977635782748,0.00319488817891374,0,0,0,0,0,0,0,0,0,0,0,0.00638977635782748,0,0,0,0,0,0,0,0,0,0
