"sample.depths","sample.ages","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Iva.annua.type","Corylus","Cupressaceae","Cyperaceae","Juglans.nigra","Fabaceae.undiff.","Ostrya.Carpinus","Picea","Platanus","Polygonum.lapathifolium.type","Quercus","Ranunculaceae.undiff.","Salix","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Ambrosia","Pinus","Amorpha","Poaceae","Acer.saccharum","Fraxinus.pennsylvanica","Herbs.undiff.","Rumex","Iva.xanthifolia","Rhamnus","Fraxinus.nigra","Acer.negundo","Celtis","Thalictrum","Urtica","Acer.saccharinum","Abies","Tilia","Vitis","Brassicaceae","Dalea","Juglans.cinerea","Lamiaceae.cf..Stachys","Rosaceae","Fagus","Sambucus","Ephedra.torreyana.type","Euphorbiaceae","cf..Saxifragaceae","Humulus","Galium","Plantago.major","Polygonaceae.undiff.","Populus","Larix"
664,NA,0.0324149108589951,0.139384116693679,0,0.0113452188006483,0,0.047001620745543,0.0178282009724473,0.059967585089141,0,0,0.0421393841166937,0.20097244732577,0,0,0.0615883306320908,0,0.00810372771474878,0,0.00486223662884927,0.0453808752025932,0.00162074554294976,0.0972447325769854,0.0162074554294976,0.0162074554294976,0,0.0453808752025932,0,0.0178282009724473,0.00324149108589951,0,0,0,0.0777957860615883,0.00162074554294976,0,0.00486223662884927,0,0,0.0210696920583468,0,0,0.00162074554294976,0,0.00162074554294976,0,0,0,0,0,0,0,0.00324149108589951,0,0.00162074554294976,0,0.00972447325769854,0.00810372771474878
678,NA,0.0588235294117647,0.0974789915966387,0,0.00672268907563025,0,0.026890756302521,0.00672268907563025,0.026890756302521,0,0,0.0487394957983193,0.136134453781513,0,0,0.0957983193277311,0.00168067226890756,0.0100840336134454,0,0.00672268907563025,0.0420168067226891,0,0.196638655462185,0.0134453781512605,0.00336134453781513,0,0.0420168067226891,0.00168067226890756,0.00672268907563025,0.00168067226890756,0,0,0,0.114285714285714,0.00504201680672269,0,0.00336134453781513,0,0,0.0235294117647059,0.00168067226890756,0,0.00168067226890756,0,0,0,0,0,0,0.00168067226890756,0,0,0.00336134453781513,0,0,0,0.00672268907563025,0.00840336134453781
692,NA,0.0578231292517007,0.0204081632653061,0,0.0136054421768707,0,0.0408163265306122,0.00510204081632653,0.0748299319727891,0,0,0.0748299319727891,0.139455782312925,0.00170068027210884,0,0.0731292517006803,0,0.00680272108843537,0,0.00850340136054422,0.0340136054421769,0,0.0799319727891157,0.0578231292517007,0.0102040816326531,0,0.0612244897959184,0.00170068027210884,0.00510204081632653,0.00170068027210884,0,0,0,0.180272108843537,0.00170068027210884,0.00170068027210884,0.00340136054421769,0,0,0.0170068027210884,0,0.00170068027210884,0,0,0.00170068027210884,0,0,0,0,0,0,0,0.00340136054421769,0.00170068027210884,0,0,0.00850340136054422,0.0102040816326531
706,NA,0.0216383307573416,0.00463678516228748,0,0.0123647604327666,0,0.00927357032457496,0,0.0479134466769706,0,0,0.0664605873261206,0.112828438948995,0.00154559505409583,0,0.0741885625965997,0.00154559505409583,0,0,0.00927357032457496,0.0216383307573416,0,0.0139103554868624,0.0340030911901082,0.00772797527047913,0,0.0309119010819165,0,0.0540958268933539,0.00154559505409583,0,0,0,0.432766615146832,0.00154559505409583,0,0.00463678516228748,0,0,0.0123647604327666,0,0,0,0,0,0,0.00154559505409583,0,0,0,0,0,0.0123647604327666,0,0,0,0.00772797527047913,0.00154559505409583
720,NA,0.0185810810810811,0.00337837837837838,0,0.00337837837837838,0,0.0118243243243243,0.0135135135135135,0.0540540540540541,0,0,0.0489864864864865,0.157094594594595,0.00168918918918919,0,0.0489864864864865,0,0.00168918918918919,0,0.0101351351351351,0.0253378378378378,0,0.0185810810810811,0.0388513513513514,0.00844594594594595,0,0.0320945945945946,0,0.0320945945945946,0,0,0,0,0.39527027027027,0.00337837837837838,0.00337837837837838,0.00844594594594595,0,0,0.0320945945945946,0,0,0,0,0.00168918918918919,0,0,0,0,0,0,0,0.0152027027027027,0.00168918918918919,0,0,0.00675675675675676,0.00337837837837838
734,NA,0.0265339966832504,0.00829187396351575,0,0.0033167495854063,0.00497512437810945,0.0099502487562189,0,0.066334991708126,0.00165837479270315,0,0.033167495854063,0.159203980099502,0,0,0.0398009950248756,0,0.00165837479270315,0,0.0066334991708126,0.0364842454394693,0,0.021558872305141,0.0315091210613599,0.0099502487562189,0,0.0431177446102819,0.00165837479270315,0.0414593698175788,0,0,0,0,0.373134328358209,0.00165837479270315,0.00497512437810945,0.00497512437810945,0,0.00165837479270315,0.0298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0.0149253731343284,0,0,0,0.0132669983416252,0.00829187396351575
774,NA,0.0338680926916221,0.0106951871657754,0.0017825311942959,0.0035650623885918,0.0017825311942959,0.0035650623885918,0,0.053475935828877,0,0,0.017825311942959,0.458110516934046,0,0,0.0623885918003565,0,0.0071301247771836,0,0.0106951871657754,0.0071301247771836,0,0.0196078431372549,0.0481283422459893,0.0035650623885918,0,0.0374331550802139,0,0.0035650623885918,0,0,0,0,0.10873440285205,0.053475935828877,0,0.0124777183600713,0.0017825311942959,0,0.0035650623885918,0,0,0,0,0,0,0,0,0,0,0,0,0.0106951871657754,0,0,0,0,0.0249554367201426
788,NA,0.0161527165932452,0.0190895741556534,0,0.00440528634361234,0.00146842878120411,0.00293685756240822,0.013215859030837,0.0822320117474303,0,0,0.0102790014684288,0.409691629955947,0.00146842878120411,0,0.0440528634361234,0,0.013215859030837,0,0.00881057268722467,0.00440528634361234,0,0.0205580029368576,0.0543318649045521,0.0190895741556534,0,0.0293685756240822,0,0.0161527165932452,0.00146842878120411,0,0,0,0.111600587371512,0.0367107195301028,0,0.00440528634361234,0,0,0.00440528634361234,0,0,0,0,0,0,0.00293685756240822,0,0,0,0,0,0.0190895741556534,0,0,0,0,0.0484581497797357
802,NA,0.0461538461538462,0.0102564102564103,0,0.00341880341880342,0,0.00341880341880342,0.00512820512820513,0.0769230769230769,0,0.00170940170940171,0.0153846153846154,0.512820512820513,0.00170940170940171,0,0.0495726495726496,0,0.0102564102564103,0,0.00683760683760684,0.011965811965812,0.00341880341880342,0.0393162393162393,0.0222222222222222,0.00683760683760684,0,0.0222222222222222,0,0.00683760683760684,0.00341880341880342,0,0,0,0.0769230769230769,0.00512820512820513,0.00170940170940171,0.00683760683760684,0,0.00170940170940171,0.00683760683760684,0.00170940170940171,0,0.00170940170940171,0,0,0,0,0,0.00170940170940171,0,0,0,0.0102564102564103,0,0,0,0,0.0256410256410256
817,NA,0.10801393728223,0.0174216027874564,0,0.00522648083623693,0.00174216027874564,0.00348432055749129,0.00522648083623693,0.0662020905923345,0,0,0.0139372822299652,0.522648083623693,0.00174216027874564,0,0.0505226480836237,0.00174216027874564,0.0121951219512195,0,0.0156794425087108,0.00696864111498258,0,0.0331010452961672,0.00696864111498258,0.024390243902439,0,0.0209059233449477,0,0.0121951219512195,0,0,0,0,0.0331010452961672,0.00348432055749129,0,0.00522648083623693,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0,0,0,0.00174216027874564,0.0191637630662021
832,NA,0.073608617594255,0.0125673249551167,0,0.00718132854578097,0,0.00538599640933573,0.0143626570915619,0.0771992818671454,0,0,0.0143626570915619,0.493716337522442,0.00179533213644524,0,0.0323159784560144,0,0.00897666068222621,0.00179533213644524,0.00538599640933573,0.00359066427289048,0,0.0377019748653501,0.0125673249551167,0.0161579892280072,0,0.0305206463195691,0,0.0107719928186715,0.00359066427289048,0,0,0.00179533213644524,0.0897666068222621,0.00359066427289048,0.00179533213644524,0.00718132854578097,0,0.00359066427289048,0.00538599640933573,0,0,0,0,0,0,0,0,0,0,0,0,0.0107719928186715,0,0,0,0.00179533213644524,0.0107719928186715
847,NA,0.0357941834451902,0.00894854586129754,0,0.00447427293064877,0,0.00447427293064877,0.00894854586129754,0.0402684563758389,0,0,0.0111856823266219,0.662192393736018,0,0.00223713646532438,0.0201342281879195,0,0.00671140939597315,0,0.0156599552572707,0.00447427293064877,0,0.0178970917225951,0.0111856823266219,0.0380313199105145,0,0.00894854586129754,0,0.00671140939597315,0.00894854586129754,0,0,0,0.0156599552572707,0.00447427293064877,0,0.00671140939597315,0,0,0.0111856823266219,0,0,0,0,0,0,0.00447427293064877,0,0,0,0,0,0.00447427293064877,0,0,0,0.00223713646532438,0.0335570469798658
860,NA,0.0115207373271889,0.00921658986175115,0,0.00230414746543779,0,0,0.00230414746543779,0.0207373271889401,0,0,0.00921658986175115,0.861751152073733,0,0,0.00921658986175115,0,0,0.00230414746543779,0.00230414746543779,0.00460829493087558,0,0.00460829493087558,0,0.0391705069124424,0,0.00230414746543779,0,0,0,0,0,0,0.00230414746543779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230414746543779,0,0,0,0,0,0,0,0,0.0138248847926267
