"sample.depths","sample.ages","Ambrosia.type","Amorpha.type","Artemisia","Betula","Carya","Celtis","Amaranthaceae.undiff.","Cyperaceae","Fabaceae.undiff.","Ostrya.Carpinus","Plantago.major","Platanus","Quercus","Rumex","Salix","Sambucus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Alnus","Fraxinus","Juglans","Pinus","Poaceae","Dalea","Rosaceae","Solanaceae","Abies","Ephedra.viridis.type","Humulus.type","Lamiaceae.undiff.","Larix","Asteraceae.subf..Cichorioideae","Picea","Polygonum.aviculare.type","Polygonum.lapathifolium.type","Sarcobatus.vermiculatus","Acer","Primulaceae","Ranunculaceae.undiff.","Vitis","Brassicaceae","Liquidambar","Malvaceae","Saxifragaceae","Thalictrum","Viburnum","Stachys.type","Corylus","Cupressaceae","Fagus","Viscaceae","Populus","Nyssa","Elaeagnus","Galium","Tilia","Castanea","Urtica.type","Euphorbiaceae","Tsuga","Scrophulariaceae","Morus","Rhamnus","Polemonium","Shepherdia.canadensis","cf..Hypericum"
65,3753,0.0941011235955056,0.00280898876404494,0.0421348314606742,0,0.00842696629213483,0,0.14747191011236,0.247191011235955,0,0.0098314606741573,0,0.0112359550561798,0.0828651685393258,0.00421348314606742,0.00140449438202247,0,0.0421348314606742,0.0154494382022472,0.0098314606741573,0.0112359550561798,0.00561797752808989,0.00140449438202247,0.0646067415730337,0.162921348314607,0.00280898876404494,0,0,0,0,0,0,0,0,0.00561797752808989,0,0.00421348314606742,0.00280898876404494,0.00280898876404494,0.00140449438202247,0.00561797752808989,0.00140449438202247,0,0,0,0,0,0,0,0,0.00421348314606742,0.00140449438202247,0,0,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0
70,4000,0.125690607734807,0,0.0179558011049724,0.0110497237569061,0.00276243093922652,0,0.216850828729282,0.287292817679558,0,0.00276243093922652,0,0.00414364640883978,0.0856353591160221,0.0110497237569061,0.00414364640883978,0,0.0151933701657459,0.00276243093922652,0,0.00828729281767956,0.00828729281767956,0.00138121546961326,0.074585635359116,0.0787292817679558,0,0,0,0,0,0,0,0.00414364640883978,0,0,0,0.00552486187845304,0.00552486187845304,0.00276243093922652,0,0.00276243093922652,0,0,0,0,0,0,0,0,0.00414364640883978,0.00138121546961326,0,0,0.00828729281767956,0,0,0,0.00276243093922652,0.00414364640883978,0,0,0,0,0,0,0,0,0
75,4264,0.099702380952381,0.00148809523809524,0.0461309523809524,0.00892857142857143,0.00446428571428571,0,0.220238095238095,0.236607142857143,0,0.00892857142857143,0.00148809523809524,0.00892857142857143,0.0848214285714286,0.00744047619047619,0.00297619047619048,0.00148809523809524,0.0550595238095238,0.00892857142857143,0,0.0104166666666667,0,0.0104166666666667,0.0669642857142857,0.0982142857142857,0.00297619047619048,0,0,0,0,0,0,0,0,0.00297619047619048,0,0.00297619047619048,0,0.00148809523809524,0,0.00297619047619048,0,0,0,0,0,0.00148809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0.00148809523809524,0,0,0,0,0,0,0,0
80,4549,0.109467455621302,0,0.0266272189349112,0.00591715976331361,0.00443786982248521,0,0.276627218934911,0.25,0,0.00443786982248521,0,0.00591715976331361,0.0710059171597633,0.00443786982248521,0.00443786982248521,0,0.0517751479289941,0.0118343195266272,0,0.00443786982248521,0.0029585798816568,0.0014792899408284,0.0340236686390533,0.103550295857988,0,0,0,0.0014792899408284,0,0,0.0014792899408284,0,0,0.00739644970414201,0,0.00591715976331361,0,0.00739644970414201,0,0,0,0,0,0,0,0,0,0,0.0014792899408284,0,0,0,0,0,0,0,0,0.0014792899408284,0,0,0,0,0,0,0,0,0
85,4861,0.116279069767442,0.00498338870431894,0.0382059800664452,0.0132890365448505,0.00664451827242525,0,0.207641196013289,0.225913621262458,0,0.00996677740863787,0,0.00830564784053156,0.12624584717608,0.00830564784053156,0,0,0.0382059800664452,0.0232558139534884,0.00166112956810631,0.00664451827242525,0,0.00830564784053156,0.0614617940199336,0.084717607973422,0,0,0,0,0,0.00166112956810631,0,0,0,0.00166112956810631,0,0.00166112956810631,0,0,0,0,0,0,0,0,0,0,0,0,0.00166112956810631,0.00332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5204,0.110732538330494,0.00170357751277683,0.0340715502555366,0.0119250425894378,0.00851788756388416,0,0.212947189097104,0.216354344122658,0,0.00511073253833049,0,0.00340715502555366,0.0954003407155026,0.00851788756388416,0,0,0.0289608177172061,0.0221465076660988,0.00170357751277683,0.00851788756388416,0.00681431005110733,0.0136286201022147,0.0562180579216354,0.119250425894378,0.00170357751277683,0,0,0,0,0,0,0,0,0.00340715502555366,0,0.00340715502555366,0.00340715502555366,0.00681431005110733,0,0,0,0,0,0,0,0,0,0,0.00681431005110733,0.00681431005110733,0,0,0,0,0,0,0.00170357751277683,0,0,0,0,0,0,0,0,0,0
95,5583,0.111295681063123,0,0.0332225913621262,0.00498338870431894,0.00166112956810631,0,0.363787375415282,0.174418604651163,0,0.00166112956810631,0,0.00498338870431894,0.0664451827242525,0.0481727574750831,0,0,0.0398671096345515,0.00498338870431894,0.00166112956810631,0.00332225913621262,0.00664451827242525,0.00166112956810631,0.0348837209302326,0.0830564784053156,0,0,0,0,0,0,0,0,0,0.00498338870431894,0,0.00332225913621262,0,0,0,0,0,0,0,0,0,0.00166112956810631,0,0,0,0,0,0,0,0,0,0,0.00166112956810631,0,0,0.00166112956810631,0,0,0,0,0,0,0
100,6005,0.118551042810099,0.0021953896816685,0.0340285400658617,0.00109769484083425,0.00109769484083425,0,0.54006586169045,0.0450054884742042,0,0.00109769484083425,0,0.00548847420417124,0.0417124039517014,0.0186608122941822,0.0021953896816685,0,0.0241492864983535,0.0120746432491767,0.0021953896816685,0.00548847420417124,0,0.00329308452250274,0.0340285400658617,0.0878155872667399,0.00109769484083425,0,0,0,0,0.00109769484083425,0.00329308452250274,0,0.00109769484083425,0.00439077936333699,0,0.00439077936333699,0,0.00109769484083425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109769484083425,0.00109769484083425,0,0.00109769484083425,0,0,0,0,0,0,0
105,6462,0.084942084942085,0.00514800514800515,0.0321750321750322,0.00386100386100386,0.00128700128700129,0,0.453024453024453,0.109395109395109,0,0.00643500643500643,0,0,0.0373230373230373,0.123552123552124,0.00257400257400257,0,0.0193050193050193,0.0167310167310167,0,0.00386100386100386,0.00257400257400257,0.00257400257400257,0.0193050193050193,0.0643500643500644,0.00128700128700129,0,0,0,0,0,0,0,0,0.00128700128700129,0,0.00257400257400257,0.00128700128700129,0.00128700128700129,0,0,0,0,0,0,0,0.00128700128700129,0,0,0.00128700128700129,0,0,0,0,0,0,0,0,0,0,0.00128700128700129,0,0,0,0,0,0,0
110,6940,0.0917691579943236,0.000946073793755913,0.0179754020813623,0.00189214758751183,0.00851466414380322,0,0.486281929990539,0.151371807000946,0,0.00567644276253548,0,0.00662251655629139,0.0425733207190161,0.0160832544938505,0,0,0.0227057710501419,0.021759697256386,0,0.000946073793755913,0.00189214758751183,0.00378429517502365,0.032166508987701,0.0709555345316935,0.000946073793755913,0,0,0,0.000946073793755913,0,0,0.000946073793755913,0,0.00473036896877956,0,0.00189214758751183,0.00189214758751183,0.000946073793755913,0,0.000946073793755913,0,0,0.000946073793755913,0,0,0,0,0,0,0,0,0,0.000946073793755913,0,0,0,0,0,0,0,0.000946073793755913,0,0,0,0,0,0
115,7423,0.0850622406639004,0.00311203319502075,0.0228215767634855,0.00622406639004149,0.00518672199170124,0.00103734439834025,0.258298755186722,0.274896265560166,0,0.00518672199170124,0,0.004149377593361,0.0653526970954357,0.00518672199170124,0.00103734439834025,0,0.0197095435684647,0.0103734439834025,0.00311203319502075,0.0020746887966805,0,0.00311203319502075,0.0601659751037344,0.143153526970954,0,0,0.0020746887966805,0,0,0,0.00103734439834025,0,0,0.00622406639004149,0,0.00311203319502075,0,0.0020746887966805,0,0.00103734439834025,0.00103734439834025,0,0,0.00103734439834025,0,0,0,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0.00103734439834025,0,0,0,0,0,0
120,7896,0.166077738515901,0,0.0200235571260306,0.00824499411071849,0.00471142520612485,0.00235571260306243,0.260306242638398,0.179034157832744,0,0.00706713780918728,0,0.00117785630153121,0.0683156654888104,0.00353356890459364,0.00117785630153121,0.00353356890459364,0.0176678445229682,0.055359246171967,0,0.00588928150765607,0.00353356890459364,0.00471142520612485,0.0235571260306243,0.114252061248528,0,0,0,0.00471142520612485,0,0.00117785630153121,0,0.00117785630153121,0,0.0129564193168433,0,0,0.00117785630153121,0.016489988221437,0,0,0,0,0,0,0,0,0,0,0.00588928150765607,0,0,0,0,0,0,0,0.00588928150765607,0,0,0,0,0,0,0,0,0,0
125,8360,0.199011124845488,0.00494437577255871,0.034610630407911,0.0111248454882571,0.0197775030902349,0,0.184177997527812,0.161928306551298,0.00123609394313968,0.0111248454882571,0,0.00123609394313968,0.0803461063040791,0.00618046971569839,0.00618046971569839,0,0.0259579728059332,0.0791100123609394,0,0.00618046971569839,0.00247218788627936,0.00247218788627936,0.0284301606922126,0.100123609394314,0,0,0,0.00123609394313968,0,0,0,0,0,0.0173053152039555,0,0.00123609394313968,0.00123609394313968,0.00370828182941904,0,0,0,0,0,0,0,0,0,0,0.00370828182941904,0,0,0,0,0,0,0,0.00370828182941904,0,0,0.00123609394313968,0,0,0,0,0,0,0
130,8815,0.11523178807947,0,0.0198675496688742,0.0119205298013245,0.0158940397350993,0.00132450331125828,0.125827814569536,0.0754966887417219,0,0.0291390728476821,0,0,0.132450331125828,0,0,0.00132450331125828,0.0105960264900662,0.286092715231788,0.00132450331125828,0.00927152317880795,0.00794701986754967,0.00794701986754967,0.0291390728476821,0.0596026490066225,0.00132450331125828,0,0,0.00397350993377483,0,0,0,0.00132450331125828,0,0.0145695364238411,0,0.00529801324503311,0.00264900662251656,0.0119205298013245,0,0,0,0,0,0,0,0.00132450331125828,0,0,0.00529801324503311,0.00264900662251656,0,0,0,0,0,0,0.00662251655629139,0.00132450331125828,0,0.00132450331125828,0,0,0,0,0,0,0
135,9262,0.150366748166259,0,0.0207823960880196,0.0097799511002445,0.0183374083129584,0,0.0916870415647922,0.101466992665037,0,0.0378973105134474,0,0,0.123471882640587,0.00488997555012225,0.00366748166259169,0,0.0158924205378973,0.279951100244499,0,0.00855745721271394,0.0110024449877751,0.00488997555012225,0.0183374083129584,0.058679706601467,0.00244498777506112,0,0,0.00244498777506112,0,0,0,0,0,0.00855745721271394,0,0,0.00244498777506112,0.0097799511002445,0,0,0,0,0,0,0,0.00122249388753056,0,0,0.00366748166259169,0,0,0,0,0,0,0,0.0097799511002445,0,0,0,0,0,0,0,0,0,0
140,9703,0.0309155766944114,0,0.0154577883472057,0.00713436385255648,0.0475624256837099,0.00118906064209275,0.0130796670630202,0.0178359096313912,0,0.0582639714625446,0,0,0.230677764565993,0.00118906064209275,0,0,0.00475624256837099,0.442330558858502,0,0.00475624256837099,0.0130796670630202,0.0237812128418549,0.0225921521997622,0.0166468489892985,0,0,0,0,0,0,0,0,0,0.00237812128418549,0,0,0,0.0107015457788347,0,0,0,0,0,0,0,0.00356718192627824,0,0,0.00356718192627824,0.00118906064209275,0,0,0,0,0,0,0.0273483947681332,0,0,0,0,0,0,0,0,0,0
145,10139,0.0364656381486676,0,0.0224403927068724,0.0434782608695652,0.0448807854137447,0.00140252454417952,0.0140252454417952,0.0126227208976157,0,0.0897615708274895,0,0,0.218793828892006,0,0,0,0.00420757363253857,0.346423562412342,0,0.0126227208976157,0.0140252454417952,0.0308555399719495,0.0196353436185133,0.00981767180925666,0,0,0,0.00561009817671809,0,0,0,0.00140252454417952,0,0.00420757363253857,0,0,0,0.0336605890603086,0,0,0,0,0,0,0,0,0,0,0.00841514726507714,0,0,0,0,0,0,0,0.0238429172510519,0,0,0.00140252454417952,0,0,0,0,0,0,0
150,10572,0.0231481481481481,0,0.0138888888888889,0.0570987654320988,0.0478395061728395,0.00308641975308642,0.00462962962962963,0.00617283950617284,0,0.0601851851851852,0,0.00308641975308642,0.114197530864198,0.00308641975308642,0.00154320987654321,0,0.00154320987654321,0.489197530864198,0,0.0216049382716049,0.0123456790123457,0.0277777777777778,0.0200617283950617,0.00771604938271605,0,0,0,0.00154320987654321,0,0,0,0.00308641975308642,0,0.0123456790123457,0,0,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,0.0200617283950617,0.00308641975308642,0,0,0,0,0,0,0.0324074074074074,0,0,0,0,0,0,0,0,0,0
155,11002,0.00551724137931034,0,0.0179310344827586,0.27448275862069,0.00275862068965517,0,0.00413793103448276,0.0124137931034483,0,0.0275862068965517,0,0,0.0744827586206896,0,0.00137931034482759,0,0.00275862068965517,0.249655172413793,0,0.0303448275862069,0.122758620689655,0.00275862068965517,0.0124137931034483,0.0193103448275862,0,0,0,0.0386206896551724,0,0,0,0.0096551724137931,0,0.0524137931034483,0,0,0,0.00827586206896552,0,0,0,0,0,0,0,0,0,0,0.0289655172413793,0,0,0,0,0,0,0,0,0,0.00137931034482759,0,0,0,0,0,0,0,0
160,11429,0.0125714285714286,0,0.0411428571428571,0.137142857142857,0.00228571428571429,0.00114285714285714,0.00685714285714286,0.0262857142857143,0.00114285714285714,0.0365714285714286,0,0.00114285714285714,0.0491428571428571,0,0.00571428571428571,0.00114285714285714,0.00457142857142857,0.0411428571428571,0,0.140571428571429,0.0445714285714286,0,0.0262857142857143,0.0274285714285714,0,0,0,0.0377142857142857,0,0,0,0.0354285714285714,0,0.286857142857143,0,0,0,0.008,0,0,0.00114285714285714,0,0,0,0.00228571428571429,0.00114285714285714,0,0,0.0194285714285714,0,0,0,0,0,0,0,0,0,0.00114285714285714,0,0,0,0,0,0,0,0
165,11848,0.0390920554854981,0,0.0617906683480454,0.094577553593947,0.00126103404791929,0,0.0113493064312736,0.0504413619167718,0,0.0340479192938209,0,0.00126103404791929,0.0529634300126103,0,0.00504413619167718,0.00252206809583859,0.0163934426229508,0.0277427490542245,0,0.103404791929382,0.042875157629256,0,0.00504413619167718,0.0378310214375788,0,0,0,0.0529634300126103,0,0.00378310214375788,0,0.00378310214375788,0,0.319041614123581,0,0,0,0.00252206809583859,0,0,0,0,0,0,0,0.00126103404791929,0,0,0.021437578814628,0.00252206809583859,0,0,0,0,0,0,0,0,0.00252206809583859,0.00126103404791929,0,0.00126103404791929,0,0,0,0,0
170,12260,0.0437956204379562,0,0.0394160583941606,0.0175182481751825,0.00145985401459854,0,0.00875912408759124,0.0321167883211679,0,0.072992700729927,0,0,0.0583941605839416,0.00145985401459854,0.00291970802919708,0,0.00583941605839416,0.0496350364963504,0,0.0452554744525547,0.268613138686131,0.00145985401459854,0.0072992700729927,0.0262773722627737,0,0,0,0.0218978102189781,0,0.00875912408759124,0,0.00875912408759124,0,0.213138686131387,0,0,0,0.0072992700729927,0,0.00145985401459854,0,0,0,0,0,0.00291970802919708,0,0,0.035036496350365,0.00437956204379562,0,0,0.0072992700729927,0,0,0.00145985401459854,0.00145985401459854,0,0,0,0,0,0.00291970802919708,0,0,0,0
175,12665,0.0509461426491994,0,0.0480349344978166,0.0116448326055313,0.00291120815138282,0,0.0101892285298399,0.0174672489082969,0,0.0393013100436681,0,0,0.0771470160116448,0,0.00291120815138282,0,0.00291120815138282,0.0465793304221252,0,0.0378457059679767,0.270742358078603,0,0.0131004366812227,0.0145560407569141,0,0,0,0.0436681222707424,0,0,0,0.0189228529839884,0,0.270742358078603,0,0,0.00291120815138282,0,0,0,0,0,0,0,0,0.00436681222707424,0,0,0.00873362445414847,0.00291120815138282,0,0,0,0,0,0,0,0,0.00145560407569141,0,0,0,0,0,0,0,0
180,13065,0.0424143556280587,0,0.0358890701468189,0.0097879282218597,0.00163132137030995,0,0.0114192495921697,0.0440456769983687,0,0.0375203915171289,0,0,0.0603588907014682,0,0.0032626427406199,0,0.0065252854812398,0.0277324632952692,0,0.0293637846655791,0.176182707993475,0,0.0163132137030995,0.0212071778140294,0,0,0,0.0309951060358891,0,0.0146818923327896,0,0.0228384991843393,0,0.380097879282219,0,0.00163132137030995,0.0032626427406199,0.00163132137030995,0,0.00163132137030995,0,0,0,0,0,0.00489396411092985,0,0,0.0114192495921697,0.0032626427406199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,13461,0.0398671096345515,0,0.0431893687707641,0.026578073089701,0.00332225913621262,0,0.00664451827242525,0.0398671096345515,0,0.026578073089701,0.00166112956810631,0,0.0382059800664452,0.00166112956810631,0.00332225913621262,0,0.00830564784053156,0.0199335548172757,0,0.0315614617940199,0.101328903654485,0,0.0116279069767442,0.0116279069767442,0,0,0,0.0415282392026578,0,0.00332225913621262,0,0.0299003322259136,0,0.478405315614618,0,0,0,0.00664451827242525,0,0.00166112956810631,0,0,0,0,0.00166112956810631,0.00332225913621262,0,0,0.0132890365448505,0.00166112956810631,0,0,0,0,0,0.00166112956810631,0,0,0,0,0,0,0.00166112956810631,0,0,0,0
190,13854,0.0193905817174515,0,0.0761772853185596,0.0110803324099723,0.00138504155124654,0,0.00138504155124654,0.0581717451523546,0,0.00554016620498615,0,0,0.0235457063711911,0,0.00831024930747922,0,0.00969529085872576,0.00969529085872576,0,0.018005540166205,0.0692520775623269,0,0.018005540166205,0.0249307479224377,0,0.00277008310249307,0,0.0193905817174515,0,0.00554016620498615,0,0.0221606648199446,0,0.573407202216066,0,0,0.00138504155124654,0.00415512465373961,0,0,0.00138504155124654,0,0,0,0,0.00277008310249307,0,0,0.00554016620498615,0.00415512465373961,0,0,0,0,0.00138504155124654,0.00138504155124654,0,0,0,0,0,0,0,0,0,0,0
200,NA,0.0152671755725191,0,0.102290076335878,0.0244274809160305,0.00152671755725191,0.00152671755725191,0.00610687022900763,0.0977099236641221,0,0.0152671755725191,0.00152671755725191,0,0.033587786259542,0,0.00763358778625954,0,0.00305343511450382,0.0137404580152672,0,0.0183206106870229,0.050381679389313,0,0.0183206106870229,0.0259541984732824,0,0.00152671755725191,0,0.00305343511450382,0,0.00152671755725191,0,0.0122137404580153,0,0.520610687022901,0,0,0,0.00610687022900763,0,0.00152671755725191,0,0,0,0,0,0.00916030534351145,0,0,0.00305343511450382,0.00152671755725191,0.00152671755725191,0,0,0,0,0,0,0.00152671755725191,0,0,0,0,0,0,0,0,0
210,NA,0.00180831826401447,0,0.10126582278481,0.0325497287522604,0,0,0.00361663652802893,0.133815551537071,0,0.0054249547920434,0,0,0.0325497287522604,0,0.00723327305605787,0,0.00361663652802893,0,0,0.0126582278481013,0.0054249547920434,0,0.0325497287522604,0.0108499095840868,0,0,0,0.0108499095840868,0,0.00723327305605787,0,0.00723327305605787,0,0.564195298372514,0.00180831826401447,0,0,0.0054249547920434,0,0.00180831826401447,0,0.00180831826401447,0,0,0.00180831826401447,0.00180831826401447,0,0,0.0054249547920434,0.00361663652802893,0,0,0,0,0,0,0,0,0,0.00180831826401447,0,0.00180831826401447,0,0,0,0,0
220,NA,0.0135746606334842,0,0.105580693815988,0.0120663650075415,0,0,0.00603318250377074,0.14630467571644,0,0.00603318250377074,0,0,0.028657616892911,0.00150829562594268,0.00603318250377074,0.00150829562594268,0.00452488687782805,0.00452488687782805,0,0.00904977375565611,0.0150829562594268,0,0.0422322775263952,0.0301659125188537,0,0,0,0.00452488687782805,0,0.00452488687782805,0,0.0150829562594268,0,0.526395173453997,0,0,0.00150829562594268,0.00301659125188537,0,0,0,0.00301659125188537,0,0,0,0.00452488687782805,0,0,0.00301659125188537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150829562594268,0,0,0
230,NA,0.011744966442953,0,0.0788590604026846,0.0134228187919463,0.00167785234899329,0,0.00503355704697987,0.0704697986577181,0,0.00838926174496644,0,0.00335570469798658,0.0318791946308725,0,0.00503355704697987,0,0.0201342281879195,0.00167785234899329,0,0.0201342281879195,0.0318791946308725,0,0.0184563758389262,0.023489932885906,0,0.00167785234899329,0,0.00503355704697987,0,0.00503355704697987,0,0.0167785234899329,0,0.602348993288591,0,0,0.00335570469798658,0.00167785234899329,0,0,0,0,0,0,0,0.00671140939597315,0,0,0.00671140939597315,0.00167785234899329,0,0,0.00167785234899329,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0
