"sample.depths","sample.ages","Acer.spicatum","Alnus.incana.type","Ambrosia.type","Caprifoliaceae.undiff.","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Poaceae.undiff.","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Quercus","Ribes","Ulmus","Juniperus.type","Amaranthaceae","Plantago","Abies.balsamea","Acer.saccharum","Corylus.cornuta","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Picea.undiff.","Pinaceae","Betula.undiff.","Acer.rubrum","Artemisia","Salix","Asteraceae.subf..Asteroideae.undiff.","Rosaceae.undiff.","Cerealia","Castanea.dentata","Myrica.gale","Tsuga.canadensis","Larix","Ostrya.Carpinus","Liliaceae","Carya.ovata","Betula","Fabaceae.undiff.","Populus.tremuloides.type","Sambucus","Tilia","Rhamnus.alnifolia.R..frangula","Fraxinus.pennsylvanica.type","Juglans.cinerea","Brassicaceae","Thalictrum","Ranunculaceae.undiff.","Rubus.chamaemorus","Juniperus.communis.Thuja.occidentalis.type","Taxus","Alnus.viridis.type","Saxifraga.cernua.type","Pinus.resinosa.type","Shepherdia.canadensis","Caryophyllaceae","Epilobium","Populus.balsamifera.type","Potentilla.palustris.type","Asteraceae.subf..Cichorioideae","Armeria.maritima","cf..Oxyria.digyna","Oxytropis.maydelliana.type","Polygonum.viviparum","Apiaceae","Koenigia.islandica","Viburnum.edule","Viburnum.alnifolium","Fraxinus.americana.type","Juglans.nigra","Campanula.type"
130,3085,0.0015552099533437,0.0139968895800933,0,0.0015552099533437,0.0031104199066874,0.0031104199066874,0.0171073094867807,0.0031104199066874,0,0,0,0.0808709175738725,0.0046656298600311,0,0,0,0,0,0.0824261275272162,0,0.0015552099533437,0.0139968895800933,0.110419906687403,0,0.0528771384136858,0.0388802488335925,0.545878693623639,0.0062208398133748,0,0,0.0015552099533437,0,0,0,0,0.0031104199066874,0,0.0046656298600311,0,0,0,0,0.0046656298600311,0,0,0,0,0.0046656298600311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3441,0,0.0099009900990099,0,0,0.0247524752475248,0.00247524752475248,0.0148514851485149,0.00495049504950495,0,0.00247524752475248,0.0198019801980198,0.0420792079207921,0.0247524752475248,0,0.00495049504950495,0,0.00247524752475248,0,0.099009900990099,0.00247524752475248,0.0247524752475248,0,0.108910891089109,0,0.0123762376237624,0.00495049504950495,0.576732673267327,0,0.00247524752475248,0,0,0,0,0,0,0.00247524752475248,0,0,0,0,0,0,0.00495049504950495,0.00247524752475248,0.00247524752475248,0,0.00247524752475248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,3678,0,0.0153846153846154,0,0,0.0256410256410256,0,0.0179487179487179,0.00512820512820513,0,0,0.115384615384615,0.0871794871794872,0.00512820512820513,0,0.00256410256410256,0,0,0,0.058974358974359,0.00512820512820513,0.00256410256410256,0.0153846153846154,0.0769230769230769,0,0,0.0179487179487179,0.497435897435897,0.00256410256410256,0,0,0.00256410256410256,0.0128205128205128,0,0,0,0.00769230769230769,0,0,0.00256410256410256,0,0,0,0.0102564102564103,0.00256410256410256,0.00256410256410256,0,0,0.00512820512820513,0,0,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,4034,0,0.017688679245283,0.00117924528301887,0,0.140330188679245,0,0.00943396226415094,0.00117924528301887,0.00589622641509434,0.0035377358490566,0.0212264150943396,0.0188679245283019,0.017688679245283,0,0.00117924528301887,0,0,0,0.0424528301886792,0.0035377358490566,0.0483490566037736,0,0.134433962264151,0,0.00589622641509434,0.00235849056603774,0.494103773584906,0,0.00471698113207547,0,0,0,0,0,0.00589622641509434,0.0070754716981132,0.00117924528301887,0,0,0,0,0,0.00943396226415094,0,0.00117924528301887,0,0,0.00117924528301887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4271,0.0064,0.0048,0,0,0.0304,0,0.0128,0,0.0016,0,0,0.064,0.0064,0,0.0032,0,0.0032,0,0.048,0,0,0,0.0464,0,0.0528,0.0432,0.664,0,0.0016,0,0,0,0,0,0,0.0032,0.0032,0,0,0,0,0,0.0032,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,4508,0,0.0150602409638554,0,0,0.0798192771084337,0,0.0225903614457831,0.00451807228915663,0.00451807228915663,0.00602409638554217,0.0210843373493976,0.0180722891566265,0.00150602409638554,0,0.00150602409638554,0,0,0,0.0481927710843374,0.0135542168674699,0.0120481927710843,0.00150602409638554,0.0873493975903614,0,0.0135542168674699,0.00301204819277108,0.623493975903614,0,0.00301204819277108,0,0,0.00150602409638554,0,0.00150602409638554,0.00451807228915663,0.00301204819277108,0.00150602409638554,0,0,0.00150602409638554,0,0,0,0.00301204819277108,0.00150602409638554,0,0,0,0,0.00150602409638554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,4864,0,0.0114285714285714,0.00380952380952381,0,0.0228571428571429,0,0.00380952380952381,0.00571428571428571,0.00952380952380952,0,0.0971428571428571,0.0628571428571429,0.00761904761904762,0,0.0019047619047619,0,0.00380952380952381,0,0.0514285714285714,0.00380952380952381,0.0019047619047619,0,0.104761904761905,0,0,0.00952380952380952,0.55047619047619,0.0019047619047619,0.0019047619047619,0,0,0.00571428571428571,0,0,0,0.020952380952381,0,0,0,0,0,0,0.00952380952380952,0,0,0,0,0.00571428571428571,0,0,0,0.0019047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5220,0,0.0132547864506627,0.00294550810014728,0,0.0397643593519882,0,0.00147275405007364,0.00294550810014728,0.00294550810014728,0.0117820324005891,0.0515463917525773,0.0176730486008837,0.00736377025036819,0,0.00441826215022091,0,0.00441826215022091,0,0.100147275405007,0.00589101620029455,0.01620029455081,0.00294550810014728,0.313696612665685,0,0.00736377025036819,0.00589101620029455,0.337260677466863,0,0.00294550810014728,0,0,0.00294550810014728,0,0.00147275405007364,0.00441826215022091,0.0338733431516937,0,0,0,0.00147275405007364,0,0,0,0,0,0,0,0.00294550810014728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,5439,0,0.00785340314136126,0.00261780104712042,0,0.00261780104712042,0.00261780104712042,0.00261780104712042,0,0.0183246073298429,0,0.00261780104712042,0.164921465968586,0.00261780104712042,0,0.00261780104712042,0,0,0,0.104712041884817,0,0,0,0.117801047120419,0,0.0654450261780105,0.0654450261780105,0.369109947643979,0.00261780104712042,0.00261780104712042,0,0,0,0,0,0,0.0523560209424084,0,0,0,0.00261780104712042,0,0,0.00261780104712042,0,0.00261780104712042,0,0,0.00261780104712042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,5602,0,0.0399568034557235,0.00107991360691145,0,0.0269978401727862,0.00107991360691145,0.00539956803455724,0.0129589632829374,0.0129589632829374,0.0107991360691145,0.0248380129589633,0.0118790496760259,0.00971922246220302,0,0.00539956803455724,0,0.00107991360691145,0,0.0583153347732181,0.00863930885529158,0.0291576673866091,0,0.152267818574514,0,0.0140388768898488,0.00539956803455724,0.494600431965443,0,0,0,0,0,0,0,0.0151187904967603,0.0550755939524838,0.00215982721382289,0.00107991360691145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,5847,0,0.0196078431372549,0.00326797385620915,0,0,0,0.00326797385620915,0.00326797385620915,0,0,0.00326797385620915,0.0915032679738562,0.00326797385620915,0,0.0196078431372549,0,0.00326797385620915,0,0.0686274509803922,0.00326797385620915,0.00326797385620915,0.0065359477124183,0.290849673202614,0,0.0816993464052288,0.0326797385620915,0.294117647058824,0,0.00326797385620915,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,6091,0,0.0242130750605327,0.0036319612590799,0,0.0169491525423729,0.00121065375302663,0.00484261501210654,0.00484261501210654,0.00968523002421308,0.00968523002421308,0.0254237288135593,0.0290556900726392,0.0314769975786925,0,0.0036319612590799,0.00121065375302663,0.00121065375302663,0,0.0326876513317191,0.00242130750605327,0.0338983050847458,0.013317191283293,0.227602905569007,0,0.0193704600484262,0.00726392251815981,0.445520581113801,0.00121065375302663,0.0121065375302663,0,0.00484261501210654,0.00121065375302663,0,0,0.00121065375302663,0.0254237288135593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121065375302663,0,0,0.0036319612590799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,6254,0,0.0176991150442478,0.00505689001264223,0,0,0,0.00252844500632111,0.00126422250316056,0.0088495575221239,0,0,0.0783817951959545,0.0290771175726928,0,0.00379266750948167,0,0.00126422250316056,0,0.0429835651074589,0,0,0,0.156763590391909,0,0.034134007585335,0.0847029077117573,0.513274336283186,0.00252844500632111,0.00126422250316056,0.00379266750948167,0,0,0,0,0,0.0088495575221239,0,0,0,0,0,0,0,0,0.00126422250316056,0,0,0.00252844500632111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,6417,0.00103199174406605,0.0288957688338493,0.00206398348813209,0,0.0144478844169247,0.00103199174406605,0.00412796697626419,0.00619195046439629,0.00722394220846233,0.00825593395252838,0.0247678018575851,0.0237358101135191,0.0371517027863777,0,0.0154798761609907,0.00103199174406605,0.00206398348813209,0,0.0299277605779154,0.00722394220846233,0.0288957688338493,0.0268317853457172,0.180598555211558,0,0.0185758513931889,0.0288957688338493,0.479876160990712,0,0.00412796697626419,0.00103199174406605,0.00206398348813209,0,0,0,0.00309597523219814,0.00619195046439629,0,0.00103199174406605,0,0,0,0,0,0,0.00103199174406605,0,0.00103199174406605,0,0.00103199174406605,0,0,0,0,0.00103199174406605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,6662,0,0.0270833333333333,0.00208333333333333,0,0.00208333333333333,0,0.00416666666666667,0.00625,0.00416666666666667,0,0.0416666666666667,0.116666666666667,0.0229166666666667,0,0.0104166666666667,0,0.00208333333333333,0,0.0645833333333333,0.00208333333333333,0,0.00833333333333333,0.1375,0,0.0354166666666667,0.0208333333333333,0.4625,0.00208333333333333,0.00416666666666667,0.00416666666666667,0.00208333333333333,0,0,0,0,0.00625,0.00208333333333333,0,0,0.00208333333333333,0,0,0.00208333333333333,0,0.00208333333333333,0,0.00208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,6825,0,0.10641627543036,0.00156494522691706,0,0.0109546165884194,0,0,0.00782472613458529,0.00625978090766823,0.00469483568075117,0.054773082942097,0.0328638497652582,0.0375586854460094,0,0.00156494522691706,0,0,0,0.0766823161189358,0,0.0125195618153365,0.00469483568075117,0.178403755868545,0,0.0219092331768388,0.00625978090766823,0.392801251956182,0,0.00312989045383412,0.00469483568075117,0.00625978090766823,0.00156494522691706,0,0,0.00312989045383412,0.00469483568075117,0,0,0,0,0,0,0.00625978090766823,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0.00625978090766823,0.00469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,6988,0.00192307692307692,0.182692307692308,0.00192307692307692,0,0.00769230769230769,0,0,0.00192307692307692,0.00384615384615385,0.0230769230769231,0.0711538461538462,0.0423076923076923,0.025,0,0.00769230769230769,0,0,0,0.0211538461538462,0,0.0307692307692308,0.0384615384615385,0.0884615384615385,0,0.0730769230769231,0.0192307692307692,0.313461538461538,0,0.00384615384615385,0.0115384615384615,0,0,0,0.00192307692307692,0.00192307692307692,0.00384615384615385,0,0.00192307692307692,0,0.00192307692307692,0,0,0.00961538461538462,0,0,0,0,0,0,0,0,0,0,0,0.00384615384615385,0,0.00576923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,7070,0,0.119266055045872,0.0018348623853211,0,0.0073394495412844,0,0,0,0.0036697247706422,0,0.2,0.0495412844036697,0.0275229357798165,0,0.0036697247706422,0,0.0036697247706422,0,0.0036697247706422,0,0.0036697247706422,0.0477064220183486,0.0770642201834862,0,0.071559633027523,0.0440366972477064,0.302752293577982,0.0036697247706422,0.0036697247706422,0.0128440366972477,0.0036697247706422,0,0,0,0,0.0036697247706422,0,0,0,0,0,0,0.0055045871559633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,7151,0,0.102756892230576,0.0025062656641604,0,0.0325814536340852,0,0,0.0050125313283208,0.0075187969924812,0.0100250626566416,0.175438596491228,0.0325814536340852,0.0401002506265664,0,0.0075187969924812,0,0.0025062656641604,0,0.025062656641604,0,0.0200501253132832,0.0200501253132832,0.130325814536341,0,0.0601503759398496,0.0100250626566416,0.268170426065163,0,0.0075187969924812,0.0075187969924812,0,0,0,0.0025062656641604,0,0.0025062656641604,0,0,0,0,0,0,0.0150375939849624,0,0,0,0.0025062656641604,0,0,0,0,0,0,0,0.0050125313283208,0.0025062656641604,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,7314,0.00127551020408163,0.0165816326530612,0.00255102040816327,0,0.0561224489795918,0.00127551020408163,0,0,0.038265306122449,0.0178571428571429,0.0357142857142857,0.0229591836734694,0.0446428571428571,0,0.0076530612244898,0.00510204081632653,0,0,0.00510204081632653,0.00127551020408163,0.0408163265306122,0.0191326530612245,0.104591836734694,0,0.0178571428571429,0.0076530612244898,0.45280612244898,0,0.00637755102040816,0.0408163265306122,0.0153061224489796,0.00127551020408163,0,0,0.00127551020408163,0.00255102040816327,0,0,0,0.00127551020408163,0,0,0.0127551020408163,0,0,0,0,0.00127551020408163,0,0,0,0,0,0,0.0038265306122449,0.00510204081632653,0,0.00255102040816327,0.0038265306122449,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,7477,0,0.0210526315789474,0.00210526315789474,0.00421052631578947,0.04,0.00210526315789474,0,0,0.0526315789473684,0,0,0,0.0105263157894737,0,0.0694736842105263,0.00842105263157895,0.00421052631578947,0,0.0147368421052632,0,0.0105263157894737,0.0189473684210526,0,0,0.0526315789473684,0.00842105263157895,0.549473684210526,0.00210526315789474,0.0189473684210526,0.0842105263157895,0.00421052631578947,0,0,0,0,0.00421052631578947,0,0,0,0.00421052631578947,0,0,0.00421052631578947,0,0,0,0,0.00210526315789474,0,0,0,0,0,0,0,0,0,0,0,0.00631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,7559,0.00280112044817927,0.00280112044817927,0,0,0.0784313725490196,0.00560224089635854,0,0,0.0644257703081232,0.00840336134453781,0.00560224089635854,0.0196078431372549,0.0196078431372549,0,0.00280112044817927,0.00560224089635854,0.00280112044817927,0,0.0168067226890756,0,0.0420168067226891,0.0252100840336134,0.0560224089635854,0,0.00840336134453781,0.00560224089635854,0.420168067226891,0,0.030812324929972,0.120448179271709,0.00840336134453781,0.00280112044817927,0,0,0,0.00560224089635854,0,0,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0,0,0,0,0.00280112044817927,0.00280112044817927,0,0.00280112044817927,0.00560224089635854,0,0.00560224089635854,0,0,0,0,0,0,0,0,0,0,0,0,0
370,7722,0,0.00892857142857143,0,0,0.100446428571429,0,0.00223214285714286,0.00446428571428571,0.0915178571428571,0.00892857142857143,0.0223214285714286,0.0290178571428571,0.0245535714285714,0,0.00223214285714286,0.00223214285714286,0.00223214285714286,0,0.0178571428571429,0,0.0580357142857143,0.0535714285714286,0.0379464285714286,0,0.00669642857142857,0.0133928571428571,0.361607142857143,0,0.0357142857142857,0.0580357142857143,0.00446428571428571,0.00446428571428571,0,0,0.00223214285714286,0.00669642857142857,0,0,0.00223214285714286,0,0,0,0.00669642857142857,0,0,0,0,0,0,0,0,0,0,0,0.0133928571428571,0.00892857142857143,0,0,0.00669642857142857,0,0,0.00223214285714286,0,0,0,0,0,0,0,0,0,0,0,0
380,7885,0,0.0164348925410872,0,0,0.225031605562579,0,0,0.00126422250316056,0.329962073324905,0.011378002528445,0.0126422250316056,0.0214917825537295,0.00252844500632111,0,0,0,0.00126422250316056,0,0.0088495575221239,0,0.0126422250316056,0.0278128950695322,0.0278128950695322,0,0.00632111251580278,0.0088495575221239,0.0720606826801517,0,0.0695322376738306,0.0316055625790139,0,0.011378002528445,0,0,0.00126422250316056,0.00252844500632111,0,0.00126422250316056,0,0,0,0,0.00252844500632111,0,0,0,0,0,0.00252844500632111,0.00758533501896334,0.00126422250316056,0,0,0,0.011378002528445,0.0126422250316056,0,0,0.0176991150442478,0,0.00126422250316056,0.00758533501896334,0.00126422250316056,0.00126422250316056,0.0252844500632111,0.00252844500632111,0.00126422250316056,0,0,0,0,0,0,0
385,7967,0,0.023191094619666,0.00278293135435993,0,0.255102040816327,0,0,0.000927643784786642,0.365491651205937,0.00463821892393321,0.0148423005565863,0.0185528756957328,0.0139146567717996,0,0,0,0,0,0.0102040816326531,0,0.0194805194805195,0.0194805194805195,0.0185528756957328,0,0.00927643784786642,0.0064935064935065,0.0500927643784787,0,0.025974025974026,0.0241187384044527,0.000927643784786642,0.00927643784786642,0,0,0.000927643784786642,0.000927643784786642,0,0,0,0.000927643784786642,0,0,0.00278293135435993,0,0,0,0,0,0.00742115027829314,0.000927643784786642,0.00185528756957328,0,0,0,0.0185528756957328,0.00927643784786642,0,0,0.0371057513914657,0.000927643784786642,0,0.000927643784786642,0.000927643784786642,0.000927643784786642,0.0176252319109462,0.00463821892393321,0,0,0,0,0,0,0,0
390,NA,0,0.011378002528445,0.00379266750948167,0,0.233881163084703,0,0.00126422250316056,0.00126422250316056,0.383059418457649,0.0101137800252845,0.011378002528445,0.0202275600505689,0.00632111251580278,0,0.00126422250316056,0,0.00126422250316056,0,0.00632111251580278,0,0.00632111251580278,0.0316055625790139,0.0151706700379267,0,0.00379266750948167,0.00632111251580278,0.0303413400758533,0,0.0366624525916561,0.0480404551201011,0.0126422250316056,0.011378002528445,0,0.00126422250316056,0.00126422250316056,0.00126422250316056,0,0,0,0,0,0,0.00632111251580278,0,0,0,0,0.00126422250316056,0.00758533501896334,0.00126422250316056,0.00379266750948167,0,0,0,0.0101137800252845,0.00126422250316056,0,0,0.0303413400758533,0.00126422250316056,0,0.00252844500632111,0.00505689001264223,0.00126422250316056,0.0189633375474083,0.00632111251580278,0,0.00505689001264223,0,0,0,0,0,0
395,NA,0,0.0169100691775557,0.00384319754035357,0,0.195234435049962,0,0,0.00153727901614143,0.405073020753267,0.00845503458877786,0.0169100691775557,0.0261337432744043,0.00614911606456572,0,0.00461183704842429,0,0.000768639508070715,0,0.00384319754035357,0,0.0146041506533436,0.0230591852421214,0.01076095311299,0,0.0199846272098386,0.0099923136049193,0.0330514988470407,0,0.0184473481936972,0.0776325903151422,0,0.0169100691775557,0,0,0.000768639508070715,0.00153727901614143,0,0.000768639508070715,0,0,0,0,0.00461183704842429,0,0,0,0,0.000768639508070715,0.00230591852421214,0.000768639508070715,0.000768639508070715,0,0,0,0.016141429669485,0,0,0,0.0315142198308993,0,0,0.00614911606456572,0.000768639508070715,0.000768639508070715,0.0122982321291314,0.00461183704842429,0,0,0.000768639508070715,0.000768639508070715,0,0,0,0
