"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus","Arceuthobium","Betula","Carya","Castanea","Cephalanthus","Corylus","Cupressaceae","Elaeagnus","Ericaceae","Fagus","Fraxinus.americana.type","Fraxinus.nigra","Juglans.cinerea","Juglans.nigra","Larix","Myrica","Ostrya","Picea","Pinus","Platanus","Populus","Quercus","Salix","Taxus","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Caryophyllaceae","Chenopodiineae","Cyperaceae","Dalea.candida","Fabaceae.undiff.","Iva.annua.type","Iva.xanthifolia","Lamiaceae","Onagraceae","Poaceae","Rumex","Thalictrum"
140,3892,0.00623052959501558,0.00311526479750779,0.059190031152648,0.0280373831775701,0,0.308411214953271,0.00623052959501558,0,0,0,0,0,0,0.0529595015576324,0.00311526479750779,0.00934579439252336,0.00311526479750779,0,0,0,0.0186915887850467,0.0654205607476635,0.327102803738318,0,0,0.0280373831775701,0.00623052959501558,0,0.00311526479750779,0.0404984423676012,0.0311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,4451,0.0214067278287462,0.00611620795107034,0.0305810397553517,0.0091743119266055,0,0.275229357798165,0.00305810397553517,0,0,0,0.018348623853211,0,0,0.0489296636085627,0,0.00611620795107034,0,0,0.00305810397553517,0,0.00611620795107034,0.018348623853211,0.379204892966361,0,0.00305810397553517,0.0825688073394495,0,0,0.00611620795107034,0.0305810397553517,0.0336391437308868,0,0,0,0.00305810397553517,0.00305810397553517,0,0,0,0,0,0,0,0,0,0.0122324159021407,0,0
180,5011,0.0110132158590308,0,0.026431718061674,0.0066079295154185,0,0.449339207048458,0.00220264317180617,0.00220264317180617,0,0.00440528634361234,0.00881057268722467,0,0,0.013215859030837,0.00220264317180617,0.0066079295154185,0,0,0.00440528634361234,0,0.0110132158590308,0.00881057268722467,0.246696035242291,0.00440528634361234,0,0.0969162995594714,0.0066079295154185,0,0,0.0572687224669604,0.026431718061674,0,0,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0,0.00220264317180617,0,0
190,5169,0,0,0.0219512195121951,0.024390243902439,0,0.307317073170732,0,0.0024390243902439,0,0.0024390243902439,0,0,0,0.0121951219512195,0,0.0024390243902439,0,0,0.0024390243902439,0.0024390243902439,0.0097560975609756,0.0121951219512195,0.341463414634146,0.0048780487804878,0,0.0585365853658537,0.0097560975609756,0,0,0.151219512195122,0.0268292682926829,0,0,0,0.0048780487804878,0,0,0,0,0,0,0,0.0024390243902439,0,0,0,0,0
200,5328,0.0075,0,0.02,0.0125,0,0.2875,0,0,0,0,0,0,0,0.0125,0.0025,0.005,0,0,0,0,0.01,0.035,0.335,0.0075,0.0025,0.08,0.005,0,0,0.16,0.005,0,0,0,0,0,0,0.005,0.0025,0,0,0.0025,0,0,0,0.0025,0,0
210,5487,0.0125786163522013,0.00943396226415094,0.0440251572327044,0.00943396226415094,0,0.30188679245283,0.00314465408805031,0,0,0,0.0314465408805031,0,0,0.0534591194968553,0.00628930817610063,0.0125786163522013,0,0,0.00628930817610063,0,0.0125786163522013,0.0157232704402516,0.235849056603774,0.00628930817610063,0,0.0314465408805031,0,0,0.00314465408805031,0.135220125786164,0.0220125786163522,0.00314465408805031,0.00628930817610063,0,0.00314465408805031,0.00314465408805031,0,0,0.0188679245283019,0.00314465408805031,0,0,0.00314465408805031,0,0,0.00628930817610063,0,0
220,5646,0.00597014925373134,0,0.0835820895522388,0.00895522388059702,0,0.250746268656716,0.00298507462686567,0,0,0.00298507462686567,0.00298507462686567,0,0.00298507462686567,0.0746268656716418,0.00298507462686567,0.00895522388059702,0,0,0.00298507462686567,0,0.00597014925373134,0.0328358208955224,0.316417910447761,0.00597014925373134,0.00597014925373134,0.0776119402985075,0,0,0,0.0776119402985075,0.0208955223880597,0,0,0,0,0,0,0,0.00597014925373134,0,0,0,0,0,0,0,0,0
240,5963,0.0122850122850123,0.00491400491400491,0.0491400491400491,0.0147420147420147,0,0.297297297297297,0,0,0,0,0.00245700245700246,0,0.00245700245700246,0.0491400491400491,0.00245700245700246,0.0147420147420147,0,0,0.00245700245700246,0,0,0.0147420147420147,0.388206388206388,0.00491400491400491,0,0.0540540540540541,0,0,0.00245700245700246,0.0442260442260442,0.0221130221130221,0,0.00491400491400491,0,0,0.00491400491400491,0,0,0.00245700245700246,0,0,0,0,0,0,0.00245700245700246,0.00245700245700246,0
260,6280,0.00319488817891374,0,0.0319488817891374,0.0191693290734824,0,0.386581469648562,0,0,0,0,0,0,0,0.0351437699680511,0.00319488817891374,0.012779552715655,0,0,0,0,0.012779552715655,0.0319488817891374,0.274760383386581,0,0,0.073482428115016,0.00319488817891374,0,0.00319488817891374,0.0798722044728434,0.0223642172523962,0,0,0,0,0.00319488817891374,0,0,0,0,0.00319488817891374,0,0,0,0,0,0,0
270,6439,0.00247524752475248,0,0.0148514851485149,0.00495049504950495,0,0.150990099009901,0,0,0,0.00247524752475248,0,0,0,0.0099009900990099,0.00247524752475248,0.00495049504950495,0,0,0.00247524752475248,0,0.00495049504950495,0.0173267326732673,0.504950495049505,0.00247524752475248,0.00495049504950495,0.0643564356435644,0,0,0.00247524752475248,0.163366336633663,0.0173267326732673,0,0.00495049504950495,0,0.0099009900990099,0,0,0.00742574257425743,0,0,0,0,0,0,0,0,0,0
280,6598,0.0151515151515152,0,0.00606060606060606,0.00606060606060606,0,0.0606060606060606,0,0,0,0,0,0,0,0.0151515151515152,0,0.00606060606060606,0,0,0,0,0.0363636363636364,0.0666666666666667,0.648484848484848,0.00606060606060606,0,0.0424242424242424,0,0,0,0.0575757575757576,0.0181818181818182,0,0.00303030303030303,0,0,0.00303030303030303,0,0.00303030303030303,0,0,0,0,0,0.00606060606060606,0,0,0,0
290,NA,0,0,0,0.00326797385620915,0,0.133986928104575,0.00326797385620915,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0.00980392156862745,0.754901960784314,0,0,0.0620915032679739,0.00326797385620915,0,0.00326797385620915,0.0065359477124183,0,0,0.00326797385620915,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0
300,NA,0.0134228187919463,0,0.00671140939597315,0.0134228187919463,0,0.161073825503356,0.00671140939597315,0.00335570469798658,0,0,0,0,0.00335570469798658,0.00335570469798658,0,0.00671140939597315,0,0,0.00335570469798658,0,0.00335570469798658,0.0335570469798658,0.651006711409396,0.00335570469798658,0,0.0335570469798658,0,0.0167785234899329,0,0.00671140939597315,0.0134228187919463,0,0.0100671140939597,0,0,0,0,0,0.00671140939597315,0,0,0,0,0,0,0,0,0
310,NA,0.005249343832021,0,0,0.0131233595800525,0,0.047244094488189,0,0,0,0.0026246719160105,0,0,0,0,0,0,0.0026246719160105,0,0,0,0.010498687664042,0.0131233595800525,0.855643044619423,0.005249343832021,0,0.020997375328084,0,0,0,0,0.0131233595800525,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0.0026246719160105,0,0
320,NA,0.00533333333333333,0,0,0.0133333333333333,0,0.114666666666667,0,0,0,0,0.00533333333333333,0,0,0,0.00266666666666667,0.00533333333333333,0,0,0,0,0.0133333333333333,0.0506666666666667,0.685333333333333,0.00266666666666667,0,0.0613333333333333,0.00266666666666667,0,0,0.00266666666666667,0.016,0,0.008,0,0.00266666666666667,0,0,0,0.00266666666666667,0,0,0,0,0,0,0.00533333333333333,0,0
340,NA,0.0159235668789809,0,0.00318471337579618,0.0318471337579618,0,0.191082802547771,0.00318471337579618,0,0,0,0,0,0,0.00636942675159236,0,0.00955414012738853,0,0,0.00636942675159236,0,0.0159235668789809,0.0191082802547771,0.595541401273885,0.00955414012738853,0.00318471337579618,0.0414012738853503,0.00318471337579618,0,0,0.00318471337579618,0.0222929936305732,0,0,0,0.00636942675159236,0.00318471337579618,0,0,0.00636942675159236,0,0.00318471337579618,0,0,0,0,0,0,0
360,NA,0.0159151193633952,0,0.0026525198938992,0,0,0.145888594164456,0,0,0,0,0.0026525198938992,0,0,0,0.0026525198938992,0.0106100795755968,0,0,0.0026525198938992,0,0.0106100795755968,0.0477453580901857,0.663129973474801,0.0026525198938992,0,0.0344827586206897,0.00530503978779841,0,0.0026525198938992,0.00530503978779841,0.0212201591511936,0,0,0.0026525198938992,0.00530503978779841,0.00530503978779841,0,0.00530503978779841,0.00530503978779841,0,0,0,0,0,0,0,0,0
370,NA,0.0120967741935484,0,0,0.00403225806451613,0,0.215725806451613,0,0,0,0,0.00806451612903226,0.00201612903225806,0.00201612903225806,0,0.00403225806451613,0.00403225806451613,0,0,0,0,0.0120967741935484,0.0282258064516129,0.610887096774194,0.00604838709677419,0.00403225806451613,0.0584677419354839,0.00201612903225806,0,0,0,0.00604838709677419,0,0.00201612903225806,0,0.00403225806451613,0,0,0.00201612903225806,0.00806451612903226,0,0,0,0,0,0,0.00403225806451613,0,0
380,NA,0.0045766590389016,0,0,0.0137299771167048,0,0.17162471395881,0.0045766590389016,0,0,0,0,0,0,0,0,0.0297482837528604,0,0,0,0,0.0045766590389016,0.151029748283753,0.221967963386728,0,0,0.05720823798627,0.0526315789473684,0,0,0.011441647597254,0.0526315789473684,0,0.0022883295194508,0,0.034324942791762,0,0,0,0.155606407322654,0,0,0,0,0,0,0.0320366132723112,0,0
400,NA,0,0,0,0.0168776371308017,0.00843881856540084,0.113924050632911,0,0.00421940928270042,0,0,0.00421940928270042,0,0.00843881856540084,0,0,0,0,0,0,0,0.0126582278481013,0.0759493670886076,0.185654008438819,0,0,0.0337552742616034,0.10126582278481,0,0,0,0.0126582278481013,0,0,0.00421940928270042,0.0379746835443038,0.0126582278481013,0.00843881856540084,0.0168776371308017,0.30379746835443,0,0,0,0,0,0.00421940928270042,0.029535864978903,0.00421940928270042,0
420,NA,0,0,0,0.0351288056206089,0,0.173302107728337,0.00234192037470726,0,0,0,0.00936768149882904,0,0,0,0,0,0,0,0,0,0.00234192037470726,0.0819672131147541,0.110070257611241,0,0,0.0444964871194379,0.103044496487119,0,0,0.00468384074941452,0.0117096018735363,0,0.0234192037470726,0.00234192037470726,0.107728337236534,0.0117096018735363,0.00936768149882904,0.00468384074941452,0.217798594847775,0,0,0,0,0,0,0.0444964871194379,0,0
430,NA,0,0.00203252032520325,0,0,0,0.0670731707317073,0.0182926829268293,0,0,0.00203252032520325,0.0142276422764228,0,0.0223577235772358,0.00203252032520325,0,0.0121951219512195,0,0,0,0,0.0426829268292683,0.128048780487805,0.193089430894309,0.00203252032520325,0.0142276422764228,0.134146341463415,0.00203252032520325,0,0,0,0.032520325203252,0,0.00609756097560976,0,0.0447154471544715,0.0223577235772358,0,0.0040650406504065,0.180894308943089,0,0,0.00203252032520325,0.0040650406504065,0,0,0.040650406504065,0.0040650406504065,0.00203252032520325
440,NA,0.008,0.002,0.002,0.002,0,0.048,0.006,0,0,0,0.01,0,0,0,0.002,0.004,0,0.004,0.004,0,0.026,0.332,0.274,0.008,0.01,0.112,0.002,0,0,0,0.006,0,0.006,0,0.016,0.008,0.002,0.006,0.072,0,0,0,0.004,0,0,0.024,0,0
450,NA,0.0235602094240838,0,0,0.00523560209424084,0,0.0654450261780105,0.00785340314136126,0,0,0,0.0157068062827225,0,0,0,0,0.00785340314136126,0,0,0.00523560209424084,0,0.0366492146596859,0.217277486910995,0.253926701570681,0,0.00785340314136126,0.094240837696335,0.00523560209424084,0,0,0,0.0366492146596859,0,0.0235602094240838,0.00523560209424084,0.0523560209424084,0.0183246073298429,0.00261780104712042,0.00261780104712042,0.0968586387434555,0,0,0,0,0,0,0.0157068062827225,0,0
