"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Corylus","Elaeagnus","Asteraceae.subf..Cichorioideae","Picea","Quercus","Salix","Ulmus","Alnus","Fraxinus","Pinus","Amaranthaceae","Poaceae","Plantago","Shepherdia","Acer.spicatum","Asteraceae.subf..Asteroideae.undiff.","Polygonaceae","Thalictrum","Cyperaceae","Populus","Rosaceae","Juglans","Ostrya.Carpinus","Ephedra","Myrica","Cupressaceae","Ericaceae","Abies","Larix","Carya"
30,266,0,0.0510440835266821,0.134570765661253,0.0324825986078886,0.0394431554524362,0.00464037122969838,0.00232018561484919,0.0208816705336427,0.276102088167053,0.0278422273781903,0,0.00928074245939675,0.00696055684454756,0.1415313225058,0.0324825986078886,0.14385150812065,0.00464037122969838,0,0,0.0185614849187935,0,0,0.0533642691415313,0,0,0,0,0,0,0,0,0,0,0
50,515,0.00382409177820268,0.0191204588910134,0.179732313575526,0.0401529636711281,0.017208413001912,0,0,0.011472275334608,0.248565965583174,0.0191204588910134,0.00573613766730402,0.0191204588910134,0.011472275334608,0.130019120458891,0.0267686424474187,0.191204588910134,0.00191204588910134,0,0,0.0267686424474187,0,0.00191204588910134,0.0439770554493308,0,0,0,0.00191204588910134,0,0,0,0,0,0,0
70,764,0,0.0345528455284553,0.17479674796748,0.0365853658536585,0.0264227642276423,0.0040650406504065,0,0.0121951219512195,0.217479674796748,0.0223577235772358,0.00609756097560976,0.016260162601626,0.0121951219512195,0.111788617886179,0.0528455284552846,0.176829268292683,0,0,0,0.0386178861788618,0,0.00609756097560976,0.048780487804878,0,0,0,0.00203252032520325,0,0,0,0,0,0,0
90,1013,0.00193050193050193,0.0154440154440154,0.152509652509653,0.0250965250965251,0.0173745173745174,0.00579150579150579,0,0.0231660231660232,0.247104247104247,0.0154440154440154,0.00386100386100386,0.0115830115830116,0.00772200772200772,0.189189189189189,0.0501930501930502,0.148648648648649,0,0,0,0.0347490347490347,0,0.00193050193050193,0.0424710424710425,0.00193050193050193,0,0,0.00386100386100386,0,0,0,0,0,0,0
110,1262,0,0.0158730158730159,0.142857142857143,0.0498866213151927,0.0385487528344671,0.00453514739229025,0,0.0113378684807256,0.256235827664399,0.0476190476190476,0.00680272108843537,0.00680272108843537,0.00453514739229025,0.1859410430839,0.0521541950113379,0.140589569160998,0,0,0,0.0294784580498866,0,0,0.00453514739229025,0,0,0,0,0.00226757369614512,0,0,0,0,0,0
130,1510,0.00192307692307692,0.0211538461538462,0.159615384615385,0.0307692307692308,0.0134615384615385,0,0,0.0384615384615385,0.171153846153846,0.0192307692307692,0.00576923076923077,0.0192307692307692,0.00192307692307692,0.230769230769231,0.0326923076923077,0.157692307692308,0,0,0,0.0307692307692308,0,0.00384615384615385,0.0480769230769231,0.00576923076923077,0,0,0.00576923076923077,0,0.00192307692307692,0,0,0,0,0
150,1759,0,0.0260707635009311,0.197392923649907,0.0260707635009311,0.0223463687150838,0.00558659217877095,0,0.031657355679702,0.210428305400372,0.0167597765363128,0.00558659217877095,0.0167597765363128,0,0.19366852886406,0.0409683426443203,0.154562383612663,0,0.00186219739292365,0,0.0335195530726257,0,0.00186219739292365,0.0037243947858473,0,0,0,0.0111731843575419,0,0,0,0,0,0,0
170,2008,0,0.0148148148148148,0.224691358024691,0.0271604938271605,0.00987654320987654,0,0.00246913580246914,0.054320987654321,0.118518518518519,0.0148148148148148,0.00493827160493827,0.0197530864197531,0.00246913580246914,0.274074074074074,0.0469135802469136,0.135802469135802,0,0,0,0.0222222222222222,0,0.00493827160493827,0.0222222222222222,0,0,0,0,0,0,0,0,0,0,0
195,2319,0.00190114068441065,0.0190114068441065,0.131178707224335,0.0418250950570342,0.00760456273764259,0,0,0.0285171102661597,0.287072243346008,0.0133079847908745,0.00950570342205323,0.0152091254752852,0.0114068441064639,0.121673003802281,0.0228136882129278,0.184410646387833,0,0,0.00190114068441065,0.0399239543726236,0.00190114068441065,0.00380228136882129,0.0513307984790875,0,0,0,0,0,0,0.00570342205323194,0,0,0,0
215,2552,0,0.0150659133709981,0.154425612052731,0.0301318267419962,0.00941619585687382,0,0,0.0282485875706215,0.128060263653484,0.0207156308851224,0.00753295668549906,0.0282485875706215,0.00188323917137476,0.190207156308851,0.0207156308851224,0.24105461393597,0.00188323917137476,0,0,0.0489642184557439,0,0.00188323917137476,0.0602636534839925,0,0.00188323917137476,0,0.00376647834274953,0,0,0.00376647834274953,0.00188323917137476,0,0,0
235,2734,0.0018450184501845,0.0166051660516605,0.153136531365314,0.0535055350553506,0.0166051660516605,0,0,0.0276752767527675,0.151291512915129,0.0239852398523985,0.0055350553505535,0.040590405904059,0.0018450184501845,0.092250922509225,0.0461254612546125,0.236162361623616,0.0018450184501845,0,0,0.0313653136531365,0.0018450184501845,0.003690036900369,0.081180811808118,0.003690036900369,0,0.0018450184501845,0,0.0018450184501845,0,0.003690036900369,0,0.0018450184501845,0,0
255,2917,0,0.0177777777777778,0.193333333333333,0.0533333333333333,0.00888888888888889,0,0,0.0311111111111111,0.146666666666667,0.0422222222222222,0.00666666666666667,0.06,0.0133333333333333,0.104444444444444,0.0822222222222222,0.184444444444444,0.00444444444444444,0,0,0.00888888888888889,0,0,0.04,0,0,0,0,0,0,0.00222222222222222,0,0,0,0
275,3099,0,0.0384615384615385,0.196153846153846,0.0615384615384615,0.00576923076923077,0,0,0.0269230769230769,0.153846153846154,0.0288461538461538,0.00192307692307692,0.0384615384615385,0.0134615384615385,0.0961538461538462,0.0403846153846154,0.209615384615385,0,0,0,0.0403846153846154,0,0.00192307692307692,0.0403846153846154,0.00192307692307692,0,0,0,0,0,0.00384615384615385,0,0,0,0
295,3282,0,0.0277264325323475,0.144177449168207,0.044362292051756,0.011090573012939,0,0,0.0129390018484288,0.099815157116451,0.0147874306839187,0,0.0240295748613678,0.00924214417744917,0.138632162661738,0.0425138632162662,0.268022181146026,0,0.00184842883548983,0.00369685767097967,0.0609981515711645,0.00369685767097967,0.00184842883548983,0.0813308687615527,0.00184842883548983,0,0,0.00184842883548983,0,0,0.0055452865064695,0,0,0,0
315,3465,0,0.0285714285714286,0.234285714285714,0.0361904761904762,0.00571428571428571,0,0,0.00571428571428571,0.0438095238095238,0.0114285714285714,0.00761904761904762,0.0304761904761905,0.0133333333333333,0.127619047619048,0.0685714285714286,0.278095238095238,0,0,0,0.0438095238095238,0,0.00761904761904762,0.0552380952380952,0,0,0,0,0,0,0.0019047619047619,0,0,0,0
340,3769,0,0.0191938579654511,0.113243761996161,0.0422264875239923,0,0,0,0.0191938579654511,0.0345489443378119,0.0191938579654511,0.00959692898272553,0.0307101727447217,0.00767754318618042,0.0710172744721689,0.0403071017274472,0.497120921305182,0,0.00191938579654511,0,0.0191938579654511,0,0,0.053742802303263,0.00575815738963532,0,0,0.00191938579654511,0,0,0.0134357005758157,0,0,0,0
355,3952,0.00186915887850467,0.0373831775700935,0.11588785046729,0.0504672897196262,0.00560747663551402,0,0,0.011214953271028,0.0392523364485981,0.0130841121495327,0.0149532710280374,0.0448598130841121,0.011214953271028,0.123364485981308,0.0841121495327103,0.28785046728972,0,0.00186915887850467,0.00373831775700935,0.0411214953271028,0.00373831775700935,0.00560747663551402,0.080373831775701,0.00186915887850467,0,0,0.00373831775700935,0,0,0.0168224299065421,0,0,0,0
375,4196,0,0.035799522673031,0.286396181384248,0.035799522673031,0,0,0,0.0167064439140811,0.0501193317422434,0.00238663484486874,0.00954653937947494,0.0381861575178998,0.0167064439140811,0.109785202863962,0.0501193317422434,0.221957040572792,0,0,0,0.0429594272076372,0,0.00477326968973747,0.0572792362768496,0,0,0,0,0,0,0.0214797136038186,0,0,0,0
400,4500,0.00380952380952381,0.0628571428571429,0.154285714285714,0.0228571428571429,0,0,0,0.0171428571428571,0.059047619047619,0.0133333333333333,0.0171428571428571,0.0323809523809524,0.0133333333333333,0.144761904761905,0.0876190476190476,0.274285714285714,0,0,0,0.0342857142857143,0,0.0019047619047619,0.0533333333333333,0,0,0,0,0,0,0.00761904761904762,0,0,0,0
410,4622,0.003690036900369,0.0645756457564576,0.136531365313653,0.0387453874538745,0.0018450184501845,0,0,0.0166051660516605,0.0701107011070111,0.007380073800738,0.018450184501845,0.029520295202952,0.018450184501845,0.134686346863469,0.084870848708487,0.226937269372694,0.0018450184501845,0,0,0.0387453874538745,0,0.0092250922509225,0.0793357933579336,0,0,0,0,0,0,0.018450184501845,0,0,0,0
420,4744,0.00188323917137476,0.0470809792843691,0.135593220338983,0.0489642184557439,0.00188323917137476,0,0.00188323917137476,0.0150659133709981,0.0527306967984934,0.0150659133709981,0.00376647834274953,0.0301318267419962,0.00564971751412429,0.177024482109228,0.0696798493408663,0.273069679849341,0,0,0,0.032015065913371,0,0.00376647834274953,0.071563088512241,0,0,0,0,0,0,0.0131826741996234,0,0,0,0
430,4866,0,0.0568181818181818,0.145833333333333,0.0397727272727273,0.00378787878787879,0,0.00189393939393939,0.0113636363636364,0.0473484848484848,0.00946969696969697,0.0113636363636364,0.0321969696969697,0.00568181818181818,0.123106060606061,0.126893939393939,0.274621212121212,0,0,0.00378787878787879,0.0321969696969697,0.00378787878787879,0.00757575757575758,0.0511363636363636,0,0,0,0,0,0.00189393939393939,0.00946969696969697,0,0,0,0
440,4988,0,0.0421245421245421,0.267399267399267,0.0384615384615385,0.00183150183150183,0,0,0.00915750915750916,0.0238095238095238,0.0183150183150183,0.00915750915750916,0.032967032967033,0.00549450549450549,0.117216117216117,0.0457875457875458,0.234432234432234,0,0,0,0.0531135531135531,0,0,0.0879120879120879,0,0,0.00183150183150183,0.00183150183150183,0,0,0.00915750915750916,0,0,0,0
455,5153,0.00190114068441065,0.0532319391634981,0.184410646387833,0.0399239543726236,0.00190114068441065,0,0,0.00570342205323194,0.0779467680608365,0.00380228136882129,0.00950570342205323,0.0361216730038023,0.0171102661596958,0.161596958174905,0.0608365019011407,0.252851711026616,0,0,0,0.0380228136882129,0,0.00190114068441065,0.0494296577946768,0,0,0,0,0,0,0.00380228136882129,0,0,0,0
470,5283,0,0.0314814814814815,0.201851851851852,0.0240740740740741,0.00185185185185185,0,0,0.0148148148148148,0.00925925925925926,0.00555555555555556,0.0111111111111111,0.0277777777777778,0.00925925925925926,0.122222222222222,0.037037037037037,0.372222222222222,0,0,0,0.0351851851851852,0,0.00185185185185185,0.0851851851851852,0,0,0,0,0,0,0.00925925925925926,0,0,0,0
485,5412,0,0.0325497287522604,0.18625678119349,0.027124773960217,0,0,0.00180831826401447,0.00904159132007233,0.0144665461121157,0.00180831826401447,0.00361663652802893,0.0343580470162749,0.00361663652802893,0.139240506329114,0.0452079566003617,0.347197106690778,0,0,0.00361663652802893,0.0343580470162749,0.00361663652802893,0,0.0976491862567812,0,0,0,0.00361663652802893,0,0,0.0108499095840868,0,0,0,0
505,5585,0,0.0191204588910134,0.233269598470363,0.0286806883365201,0.00573613766730402,0,0,0.00382409177820268,0.0152963671128107,0.00764818355640535,0.00764818355640535,0.0305927342256214,0.00382409177820268,0.141491395793499,0.124282982791587,0.279158699808795,0.00191204588910134,0,0,0.0248565965583174,0,0,0.0573613766730402,0.00191204588910134,0,0,0,0,0,0.0133843212237094,0,0,0,0
525,5759,0,0.0426716141001855,0.230055658627087,0.012987012987013,0.00742115027829314,0,0,0.00556586270871985,0.0148423005565863,0.012987012987013,0.00371057513914657,0.0371057513914657,0.00371057513914657,0.12430426716141,0.0742115027829314,0.306122448979592,0,0,0,0.0333951762523191,0,0,0.0797773654916512,0.00185528756957328,0,0,0,0,0,0.00927643784786642,0,0,0,0
550,5975,0,0.0342205323193916,0.258555133079848,0.0114068441064639,0,0,0.00190114068441065,0.00760456273764259,0.0171102661596958,0,0.00950570342205323,0.0361216730038023,0.00380228136882129,0.184410646387833,0.108365019011407,0.222433460076046,0,0,0.00380228136882129,0.0475285171102662,0.00380228136882129,0.00190114068441065,0.0361216730038023,0,0,0,0,0,0,0.0114068441064639,0,0,0,0
574,6222,0,0.0571955719557196,0.208487084870849,0.0018450184501845,0,0,0,0.022140221402214,0.0239852398523985,0.011070110701107,0.007380073800738,0.029520295202952,0.0055350553505535,0.206642066420664,0.0664206642066421,0.232472324723247,0,0,0,0.0202952029520295,0,0.0018450184501845,0.0867158671586716,0.003690036900369,0,0,0.0018450184501845,0,0,0.0129151291512915,0,0,0,0
594,6592,0.0150943396226415,0.0566037735849057,0.184905660377358,0.0169811320754717,0,0,0,0.00943396226415094,0.0264150943396226,0.00754716981132075,0.00566037735849057,0.0207547169811321,0.0150943396226415,0.158490566037736,0.111320754716981,0.237735849056604,0,0.00188679245283019,0,0.0320754716981132,0.00377358490566038,0.00188679245283019,0.0641509433962264,0.00566037735849057,0,0,0,0,0.00377358490566038,0.0207547169811321,0,0,0,0
614,6961,0.0037593984962406,0.0469924812030075,0.174812030075188,0.0225563909774436,0,0,0,0.0112781954887218,0.0300751879699248,0.0075187969924812,0.0169172932330827,0.0300751879699248,0.0112781954887218,0.135338345864662,0.093984962406015,0.280075187969925,0.0018796992481203,0,0,0.0281954887218045,0,0,0.0808270676691729,0.0018796992481203,0,0,0.0018796992481203,0,0,0.0206766917293233,0,0,0,0
634,7331,0,0.0360655737704918,0.272131147540984,0.0229508196721311,0.00655737704918033,0,0,0.0163934426229508,0.0426229508196721,0.00327868852459016,0.00655737704918033,0.0163934426229508,0,0.121311475409836,0.0885245901639344,0.314754098360656,0,0,0,0.019672131147541,0,0,0.019672131147541,0,0,0,0,0,0,0.0131147540983607,0,0,0,0
654,7701,0,0.0632411067193676,0.243083003952569,0.0118577075098814,0.00197628458498024,0,0,0.00790513833992095,0.0237154150197628,0.00197628458498024,0.0118577075098814,0.0177865612648221,0.00790513833992095,0.104743083003953,0.0652173913043478,0.373517786561265,0.00395256916996047,0,0,0.0276679841897233,0,0.00197628458498024,0.0197628458498024,0,0,0,0,0,0,0.0118577075098814,0,0,0,0
674,8070,0,0.05859375,0.2578125,0.01171875,0,0,0.00390625,0.01171875,0.044921875,0.025390625,0.005859375,0.03125,0.03125,0.119140625,0.171875,0.1875,0,0,0,0.015625,0,0.00390625,0.00390625,0,0,0,0.005859375,0,0,0.009765625,0,0,0,0
694,8440,0,0.103053435114504,0.213740458015267,0.0190839694656489,0.00190839694656489,0,0,0.0190839694656489,0.0343511450381679,0,0.0114503816793893,0.0343511450381679,0.0114503816793893,0.129770992366412,0.103053435114504,0.221374045801527,0,0,0,0.0248091603053435,0,0,0.0553435114503817,0.00381679389312977,0,0,0,0,0,0.0133587786259542,0,0,0,0
715,8828,0,0.108986615678776,0.206500956022945,0.0229445506692161,0.00573613766730402,0,0,0.00573613766730402,0.0210325047801147,0.00764818355640535,0.017208413001912,0.0267686424474187,0.0152963671128107,0.0841300191204589,0.0726577437858509,0.277246653919694,0.00191204588910134,0.00382409177820268,0.00382409177820268,0.0497131931166348,0.00382409177820268,0.00191204588910134,0.0420650095602294,0.00382409177820268,0,0,0.00191204588910134,0,0,0.0152963671128107,0,0,0,0
735,9198,0,0.0562015503875969,0.251937984496124,0.0174418604651163,0,0,0.00193798449612403,0.00968992248062015,0.0213178294573643,0.0155038759689922,0.0155038759689922,0.0155038759689922,0.00581395348837209,0.122093023255814,0.0988372093023256,0.277131782945736,0,0,0,0.0348837209302326,0,0,0.0406976744186047,0.00193798449612403,0,0,0,0,0,0.0135658914728682,0,0,0,0
755,9567,0,0.0734463276836158,0.252354048964218,0.0282485875706215,0,0,0,0.00376647834274953,0.0188323917137476,0.0131826741996234,0.0112994350282486,0.0112994350282486,0.00753295668549906,0.141242937853107,0.0979284369114878,0.231638418079096,0,0,0,0.0131826741996234,0,0,0.0696798493408663,0.00564971751412429,0,0,0,0,0,0.0207156308851224,0,0,0,0
775,9937,0,0.0688336520076482,0.353728489483748,0.011472275334608,0.00382409177820268,0,0,0.00764818355640535,0.0133843212237094,0.00382409177820268,0.011472275334608,0.0229445506692161,0.00573613766730402,0.131931166347992,0.126195028680688,0.149139579349904,0.00573613766730402,0,0,0.017208413001912,0,0,0.0497131931166348,0.00573613766730402,0,0,0.00191204588910134,0,0,0.0095602294455067,0,0,0,0
795,10307,0,0.0773694390715667,0.30174081237911,0.0406189555125725,0,0,0,0.0154738878143133,0.0135396518375242,0.00193423597678917,0.00967117988394584,0.011605415860735,0.00580270793036751,0.0947775628626693,0.0889748549323017,0.251450676982592,0.00193423597678917,0,0,0.0367504835589942,0,0.00386847195357834,0.0406189555125725,0,0,0,0.00193423597678917,0,0,0.00193423597678917,0,0,0,0
815,10676,0,0.0447761194029851,0.264925373134328,0.0111940298507463,0.00186567164179104,0,0,0.0111940298507463,0.00373134328358209,0.00186567164179104,0.00746268656716418,0.0186567164179104,0,0.14365671641791,0.14365671641791,0.253731343283582,0,0,0,0.0149253731343284,0,0,0.0671641791044776,0,0,0,0,0,0,0.00932835820895522,0,0,0.00186567164179104,0
835,11046,0,0.0422264875239923,0.404990403071017,0.0268714011516315,0,0,0,0.0249520153550864,0.00191938579654511,0.00767754318618042,0.00383877159309021,0.0191938579654511,0.00191938579654511,0.130518234165067,0.0786948176583493,0.174664107485605,0.00191938579654511,0,0.00191938579654511,0.0191938579654511,0.00191938579654511,0,0.0422264875239923,0.00191938579654511,0,0,0,0,0,0.00959692898272553,0,0,0.00383877159309021,0
855,11416,0.00227272727272727,0.145454545454545,0.345454545454545,0.0113636363636364,0.00227272727272727,0,0,0.0204545454545455,0.00227272727272727,0.00909090909090909,0.00681818181818182,0.0113636363636364,0.00681818181818182,0.138636363636364,0.127272727272727,0.109090909090909,0,0.00227272727272727,0,0.0363636363636364,0,0,0.0181818181818182,0.00454545454545455,0,0,0,0,0,0,0,0,0,0
865,11601,0,0.0669216061185468,0.248565965583174,0.0248565965583174,0.00191204588910134,0,0.00191204588910134,0.0133843212237094,0.011472275334608,0.00382409177820268,0.0152963671128107,0.0191204588910134,0.0152963671128107,0.0650095602294455,0.131931166347992,0.237093690248566,0.00573613766730402,0,0.00191204588910134,0.0439770554493308,0.00191204588910134,0,0.0516252390057361,0,0.00382409177820268,0,0.00382409177820268,0,0,0.0305927342256214,0,0,0,0
870,11693,0,0.118677042801556,0.206225680933852,0.0116731517509728,0,0,0.00194552529182879,0.0194552529182879,0.00583657587548638,0.00583657587548638,0,0.0155642023346304,0.00583657587548638,0.0700389105058366,0.202334630350195,0.245136186770428,0,0.00389105058365759,0,0.0350194552529183,0,0,0.0389105058365759,0,0.00194552529182879,0,0,0,0,0.0116731517509728,0,0,0,0
875,11785,0,0.0933333333333333,0.287619047619048,0.0114285714285714,0,0,0,0.0171428571428571,0.00761904761904762,0.00380952380952381,0.00571428571428571,0.0133333333333333,0.0019047619047619,0.0647619047619048,0.125714285714286,0.245714285714286,0.0019047619047619,0.00380952380952381,0,0.0285714285714286,0,0.00380952380952381,0.0571428571428571,0.00571428571428571,0.00380952380952381,0,0,0,0,0.0171428571428571,0,0,0,0
880,11878,0,0.150980392156863,0.217647058823529,0.00588235294117647,0.00196078431372549,0,0,0.0137254901960784,0.00196078431372549,0.00588235294117647,0.00196078431372549,0.0156862745098039,0,0.0862745098039216,0.0901960784313725,0.323529411764706,0,0,0,0.0196078431372549,0,0,0.0568627450980392,0,0.00392156862745098,0,0,0,0,0.00392156862745098,0,0,0,0
885,11970,0,0.115686274509804,0.270588235294118,0.0137254901960784,0,0,0,0.0117647058823529,0.00196078431372549,0.00784313725490196,0,0.0156862745098039,0.00392156862745098,0.105882352941176,0.133333333333333,0.22156862745098,0.00196078431372549,0.00196078431372549,0,0.0372549019607843,0,0.00392156862745098,0.0372549019607843,0.00196078431372549,0.00392156862745098,0,0,0,0,0.00980392156862745,0,0,0,0
890,12063,0.00190114068441065,0.0931558935361217,0.237642585551331,0.0133079847908745,0,0,0,0.0114068441064639,0.00380228136882129,0.0247148288973384,0,0.0114068441064639,0.00190114068441065,0.0570342205323194,0.085551330798479,0.311787072243346,0,0.00760456273764259,0,0.0380228136882129,0,0.00570342205323194,0.064638783269962,0.00760456273764259,0,0,0.00190114068441065,0,0,0.0190114068441065,0,0,0,0.00190114068441065
895,12155,0,0.106870229007634,0.282442748091603,0.00954198473282443,0,0,0,0.00954198473282443,0.00381679389312977,0.0190839694656489,0.00381679389312977,0.0133587786259542,0.00381679389312977,0.0763358778625954,0.120229007633588,0.230916030534351,0,0.00572519083969466,0.00381679389312977,0.0229007633587786,0.00381679389312977,0,0.0648854961832061,0,0.00572519083969466,0,0,0,0,0.0133587786259542,0,0,0,0
900,12247,0,0.138996138996139,0.310810810810811,0.0115830115830116,0.00193050193050193,0,0,0.00965250965250965,0.00193050193050193,0.00386100386100386,0.00579150579150579,0.00193050193050193,0.00193050193050193,0.0656370656370656,0.108108108108108,0.218146718146718,0,0.00579150579150579,0,0.027027027027027,0,0.00386100386100386,0.0579150579150579,0,0.00579150579150579,0,0.00386100386100386,0,0,0.0154440154440154,0,0,0,0
905,12340,0.00193050193050193,0.216216216216216,0.264478764478765,0.0154440154440154,0,0,0.00193050193050193,0.0308880308880309,0.00386100386100386,0.00965250965250965,0.00386100386100386,0.00772200772200772,0,0.0733590733590734,0.156370656370656,0.115830115830116,0,0.00579150579150579,0,0.0193050193050193,0,0,0.0444015444015444,0.00193050193050193,0.00386100386100386,0,0,0,0,0.0231660231660232,0,0,0,0
910,12432,0,0.085551330798479,0.218631178707224,0.00950570342205323,0,0,0.00190114068441065,0.0190114068441065,0.00380228136882129,0.0209125475285171,0.00190114068441065,0.00570342205323194,0.00190114068441065,0.0703422053231939,0.136882129277567,0.32319391634981,0,0.00380228136882129,0,0.0247148288973384,0,0.00380228136882129,0.0551330798479087,0,0.00570342205323194,0,0,0,0,0.00760456273764259,0,0,0,0
915,12525,0,0.0260223048327138,0.193308550185874,0.0204460966542751,0.00371747211895911,0,0.00557620817843866,0.0111524163568773,0.00929368029739777,0.0204460966542751,0.00371747211895911,0.016728624535316,0.00185873605947955,0.070631970260223,0.0613382899628253,0.407063197026022,0,0.00557620817843866,0,0.0260223048327138,0,0.00185873605947955,0.0817843866171004,0.00185873605947955,0.00371747211895911,0,0,0,0,0.0278810408921933,0,0,0,0
