"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Cyperaceae","Herbs.undiff.","Picea","Platanus","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Fraxinus","Juglans","Pinus","Amaranthaceae","Poaceae","Humulus","Carya","Alnus","Acer","Ostrya.Carpinus","Salix","Cornus","Celtis","Corylus","Cupressaceae","Populus","Tilia","Abies","Larix","Shepherdia.canadensis"
60,3457,0.0418502202643172,0.0242290748898678,0.00220264317180617,0.193832599118943,0.0110132158590308,0,0.0242290748898678,0.114537444933921,0.0176211453744493,0.013215859030837,0.0066079295154185,0.0110132158590308,0.0352422907488987,0.26431718061674,0.191629955947137,0.00220264317180617,0.0176211453744493,0.0066079295154185,0.0066079295154185,0.0066079295154185,0.0066079295154185,0,0,0,0.00220264317180617,0,0,0,0,0
65,3708,0.0404255319148936,0.0297872340425532,0.00851063829787234,0.2,0.0106382978723404,0.00212765957446809,0.0106382978723404,0.076595744680851,0.0425531914893617,0.0106382978723404,0.00212765957446809,0.00425531914893617,0.0212765957446809,0.353191489361702,0.142553191489362,0,0.0212765957446809,0.00425531914893617,0.00212765957446809,0.00638297872340425,0,0,0,0,0.0106382978723404,0,0,0,0,0
70,3951,0.0726872246696035,0.0286343612334802,0,0.202643171806167,0.00881057268722467,0,0,0.13215859030837,0.0220264317180617,0.00220264317180617,0.00440528634361234,0,0.0242290748898678,0.414096916299559,0.0638766519823789,0.00220264317180617,0.0066079295154185,0.00220264317180617,0.00220264317180617,0.00220264317180617,0.00220264317180617,0,0,0,0.0066079295154185,0,0,0,0,0
75,4185,0.0860927152317881,0.011037527593819,0,0.198675496688742,0.00883002207505519,0.0022075055187638,0.022075055187638,0.0838852097130243,0.0264900662251656,0.022075055187638,0.0022075055187638,0.00441501103752759,0.033112582781457,0.34878587196468,0.116997792494481,0,0.0176600441501104,0.00883002207505519,0,0.00662251655629139,0,0,0,0,0,0,0,0,0,0
80,4409,0.117924528301887,0.0424528301886792,0.0117924528301887,0.169811320754717,0.0235849056603774,0.00471698113207547,0.00943396226415094,0.129716981132075,0.0188679245283019,0.0165094339622642,0.00471698113207547,0.0117924528301887,0.0283018867924528,0.240566037735849,0.113207547169811,0,0.0165094339622642,0.0141509433962264,0.00471698113207547,0.00235849056603774,0,0,0.00235849056603774,0.00235849056603774,0.0117924528301887,0.00235849056603774,0,0,0,0
85,4622,0.0551181102362205,0.031496062992126,0.00590551181102362,0.236220472440945,0.00984251968503937,0.00393700787401575,0.0078740157480315,0.114173228346457,0.0216535433070866,0.00393700787401575,0,0.00196850393700787,0.0236220472440945,0.377952755905512,0.0866141732283465,0,0.00590551181102362,0.00196850393700787,0.00196850393700787,0.00393700787401575,0.00590551181102362,0,0,0,0,0,0,0,0,0
90,4824,0.0692640692640693,0.025974025974026,0.00865800865800866,0.199134199134199,0.012987012987013,0.00216450216450216,0.0064935064935065,0.116883116883117,0.0194805194805195,0.0108225108225108,0.00432900432900433,0.00865800865800866,0.025974025974026,0.378787878787879,0.0930735930735931,0.00216450216450216,0.00216450216450216,0.00432900432900433,0.00216450216450216,0,0.00432900432900433,0,0,0,0.00216450216450216,0,0,0,0,0
95,5014,0.0381861575178998,0.0238663484486874,0,0.15035799522673,0.00954653937947494,0.00238663484486874,0.00954653937947494,0.081145584725537,0.0214797136038186,0.0071599045346062,0.00238663484486874,0.00477326968973747,0.0405727923627685,0.513126491646778,0.0763723150357995,0,0.00238663484486874,0.00238663484486874,0,0,0.0071599045346062,0,0.00238663484486874,0.00238663484486874,0.00238663484486874,0,0,0,0,0
100,5191,0.042042042042042,0.012012012012012,0,0.0810810810810811,0.0045045045045045,0,0.003003003003003,0.045045045045045,0.0165165165165165,0.003003003003003,0,0.0015015015015015,0.0195195195195195,0.731231231231231,0.036036036036036,0,0.003003003003003,0,0,0,0.0015015015015015,0,0,0,0,0,0,0,0,0
110,5517,0.0218642117376295,0.0138089758342923,0,0.0402761795166858,0.00230149597238205,0.00805523590333717,0,0.0264672036823936,0.0092059838895282,0.00230149597238205,0,0,0.0184119677790564,0.81933256616801,0.0299194476409666,0,0.00115074798619102,0,0.00115074798619102,0,0,0,0,0,0.0046029919447641,0,0.00115074798619102,0,0,0
120,5830,0.0164870006341154,0.00380469245402663,0,0.0190234622701332,0.00190234622701332,0.00380469245402663,0.00126823081800888,0.0171211160431198,0.00951173113506658,0.00126823081800888,0,0,0.00951173113506658,0.896639188332277,0.0177552314521243,0,0,0,0,0.000634115409004439,0,0,0,0.00126823081800888,0,0,0,0,0,0
130,6160,0.0311688311688312,0.00606060606060606,0.000865800865800866,0.025974025974026,0.00519480519480519,0.00173160173160173,0,0.0181818181818182,0.012987012987013,0.0025974025974026,0.000865800865800866,0.0025974025974026,0.00865800865800866,0.85974025974026,0.019047619047619,0,0,0.00173160173160173,0.000865800865800866,0,0.000865800865800866,0,0,0.000865800865800866,0,0,0,0,0,0
140,6538,0.0215633423180593,0.00134770889487871,0.000673854447439353,0.032345013477089,0.00134770889487871,0.00269541778975741,0.00134770889487871,0.011455525606469,0.00404312668463612,0.00202156334231806,0.000673854447439353,0.00134770889487871,0.00673854447439353,0.888814016172507,0.0168463611859838,0,0.00269541778975741,0.00202156334231806,0.000673854447439353,0,0.000673854447439353,0,0,0,0,0,0,0.000673854447439353,0,0
150,6994,0.039906103286385,0.00469483568075117,0.00156494522691706,0.0289514866979656,0.0054773082942097,0.00782472613458529,0.00234741784037559,0.0289514866979656,0.0101721439749609,0.00156494522691706,0,0,0.0156494522691706,0.823161189358372,0.0164319248826291,0,0.000782472613458529,0.00234741784037559,0.00391236306729264,0.00312989045383412,0.000782472613458529,0,0,0.00234741784037559,0,0,0,0,0,0
155,7261,0.110419906687403,0.0171073094867807,0.0031104199066874,0.0590979782270607,0.0046656298600311,0.0202177293934681,0.0031104199066874,0.0559875583203732,0.0248833592534992,0.0046656298600311,0.0015552099533437,0,0.0202177293934681,0.615863141524106,0.0451010886469673,0,0.0015552099533437,0.0046656298600311,0.0015552099533437,0.0015552099533437,0,0,0,0.0046656298600311,0,0,0,0,0,0
160,7555,0.147249190938511,0.0258899676375405,0,0.0501618122977346,0.00970873786407767,0.0275080906148867,0.00485436893203883,0.105177993527508,0.0307443365695793,0.00485436893203883,0.00485436893203883,0.00323624595469256,0.0307443365695793,0.438511326860841,0.098705501618123,0,0.00161812297734628,0.00323624595469256,0.00647249190938511,0.00485436893203883,0,0,0,0,0,0.00161812297734628,0,0,0,0
165,7872,0.0806451612903226,0.0174731182795699,0.00268817204301075,0.0577956989247312,0.00403225806451613,0.0510752688172043,0,0.0282258064516129,0.0134408602150538,0.00268817204301075,0.00806451612903226,0,0.0201612903225806,0.649193548387097,0.0349462365591398,0,0.00268817204301075,0.00806451612903226,0.00134408602150538,0.00672043010752688,0,0,0.00134408602150538,0.00268817204301075,0,0,0,0.00537634408602151,0.00134408602150538,0
170,8209,0.0563204005006258,0.00876095118898623,0.00375469336670839,0.0575719649561952,0.00500625782227785,0.0463078848560701,0,0.0425531914893617,0.0100125156445557,0.00750938673341677,0.00750938673341677,0,0.0137672090112641,0.693366708385482,0.0262828535669587,0,0.00125156445556946,0.00625782227784731,0.00250312891113892,0.00250312891113892,0,0,0,0.00375469336670839,0,0,0,0.00375469336670839,0.00125156445556946,0
175,8563,0.0585305105853051,0.0161892901618929,0.0037359900373599,0.110834371108344,0.0037359900373599,0.0448318804483188,0,0.0423412204234122,0.0112079701120797,0.0074719800747198,0.0012453300124533,0.0012453300124533,0.024906600249066,0.620174346201743,0.0311332503113325,0,0.0012453300124533,0.0087173100871731,0,0.0037359900373599,0,0,0,0.0024906600249066,0,0,0.0012453300124533,0.0049813200498132,0,0
180,8930,0.0476190476190476,0.0171957671957672,0.00661375661375661,0.0740740740740741,0.00661375661375661,0.0714285714285714,0,0.041005291005291,0.0171957671957672,0.0119047619047619,0.00529100529100529,0,0.0132275132275132,0.608465608465608,0.044973544973545,0,0.00396825396825397,0.0105820105820106,0,0.00132275132275132,0,0,0,0.00793650793650794,0,0,0.00132275132275132,0.00793650793650794,0.00132275132275132,0
186,9381,0.053030303030303,0.0151515151515152,0.00252525252525253,0.102272727272727,0.00252525252525253,0.0542929292929293,0,0.047979797979798,0.00757575757575758,0.00505050505050505,0.00126262626262626,0.00378787878787879,0.0202020202020202,0.631313131313131,0.0265151515151515,0,0.00505050505050505,0.00378787878787879,0.00252525252525253,0.00883838383838384,0,0,0,0.00126262626262626,0,0,0.00126262626262626,0.00252525252525253,0.00126262626262626,0
192,9839,0.0923076923076923,0.0130177514792899,0.00591715976331361,0.127810650887574,0.00710059171597633,0.0343195266272189,0,0.085207100591716,0.0142011834319527,0.0331360946745562,0.00828402366863905,0.00236686390532544,0.0142011834319527,0.463905325443787,0.0627218934911243,0,0.00591715976331361,0.00828402366863905,0.00236686390532544,0.0142011834319527,0,0,0,0.00118343195266272,0,0,0.00118343195266272,0.00118343195266272,0.00118343195266272,0
198,10298,0.0251366120218579,0.0218579234972678,0.039344262295082,0.0131147540983607,0.014207650273224,0.0229508196721311,0.00218579234972678,0.232786885245902,0.00327868852459016,0.323497267759563,0.0218579234972678,0.0349726775956284,0.0251366120218579,0.0120218579234973,0.019672131147541,0,0.0349726775956284,0.0207650273224044,0.0251366120218579,0.0469945355191257,0,0,0.00218579234972678,0.0120218579234973,0,0,0.0131147540983607,0.0163934426229508,0.0163934426229508,0
203,10666,0.0402219140083218,0.0554785020804438,0.0915395284327323,0.0110957004160888,0.00416088765603329,0.142857142857143,0,0.0957004160887656,0.00416088765603329,0.0624133148404993,0.116504854368932,0.0013869625520111,0.00416088765603329,0.00693481276005548,0.0332871012482663,0.00693481276005548,0,0.130374479889043,0.00416088765603329,0.0818307905686547,0.00554785020804438,0,0.00277392510402219,0.0443828016643551,0,0,0,0.0402219140083218,0.013869625520111,0
208,11017,0.0524475524475524,0.0332167832167832,0.0122377622377622,0.0192307692307692,0.00874125874125874,0.153846153846154,0,0.0664335664335664,0.00874125874125874,0.0594405594405594,0.370629370629371,0,0.00524475524475524,0.013986013986014,0.013986013986014,0.0034965034965035,0.0034965034965035,0.020979020979021,0.0034965034965035,0.0576923076923077,0.00174825174825175,0,0.00174825174825175,0.0244755244755245,0,0,0,0.0594405594405594,0.00524475524475524,0
213,11355,0.0369649805447471,0.0330739299610895,0.00389105058365759,0.0194552529182879,0.00389105058365759,0.229571984435798,0,0.0739299610894942,0.00389105058365759,0.0233463035019455,0.45136186770428,0.00194552529182879,0,0,0.00972762645914397,0.00972762645914397,0.00389105058365759,0.0291828793774319,0,0.0369649805447471,0.00194552529182879,0,0.00583657587548638,0.00389105058365759,0,0,0,0.0155642023346304,0.00194552529182879,0
218,11682,0.0500894454382826,0.0268336314847943,0.0035778175313059,0.0304114490161002,0.0071556350626118,0.24865831842576,0.00178890876565295,0.101967799642218,0.0035778175313059,0.0339892665474061,0.307692307692308,0.0035778175313059,0.0107334525939177,0.00536672629695885,0.0178890876565295,0.0143112701252236,0,0.0268336314847943,0.00178890876565295,0.0232558139534884,0.0035778175313059,0,0.00178890876565295,0.0214669051878354,0,0.0035778175313059,0,0.0465116279069767,0.0035778175313059,0
223,11998,0.0628571428571429,0.0228571428571429,0.00380952380952381,0.0152380952380952,0.00952380952380952,0.40952380952381,0.00380952380952381,0.0704761904761905,0.019047619047619,0.00761904761904762,0.24,0.0019047619047619,0.0019047619047619,0.00380952380952381,0.020952380952381,0.0304761904761905,0,0.0152380952380952,0,0.0247619047619048,0.00761904761904762,0,0,0.00571428571428571,0.0019047619047619,0,0,0.0133333333333333,0.00761904761904762,0
228,12307,0.0277227722772277,0.0316831683168317,0.0099009900990099,0.0376237623762376,0.00594059405940594,0.538613861386139,0,0.0455445544554455,0.00594059405940594,0.00594059405940594,0.152475247524752,0,0.00594059405940594,0,0.0336633663366337,0.0118811881188119,0,0.0138613861386139,0.0237623762376238,0.0138613861386139,0.00396039603960396,0,0.00198019801980198,0.0099009900990099,0.00198019801980198,0,0,0.0118811881188119,0.00594059405940594,0
233,12609,0.0422535211267606,0.0181086519114688,0.00402414486921529,0.0201207243460765,0.0120724346076459,0.472837022132797,0,0.0382293762575453,0.0140845070422535,0.0100603621730382,0.211267605633803,0,0.00402414486921529,0.00201207243460765,0.03420523138833,0.0301810865191147,0,0.0261569416498994,0.00402414486921529,0.0201207243460765,0.00402414486921529,0,0.00201207243460765,0.00201207243460765,0.00804828973843058,0.00603621730382294,0,0,0.0140845070422535,0
238,12906,0.0398481973434535,0.0360531309297913,0.0208728652751423,0.032258064516129,0.00189753320683112,0.592030360531309,0,0.0588235294117647,0.00759013282732448,0.00189753320683112,0.079696394686907,0,0.0094876660341556,0,0.0265654648956357,0.0113851992409867,0,0.0113851992409867,0.0094876660341556,0.00759013282732448,0.00569259962049336,0,0.00189753320683112,0.00569259962049336,0.00569259962049336,0,0,0,0.0341555977229602,0
243,13200,0.0242914979757085,0.0445344129554656,0.01417004048583,0.034412955465587,0.0101214574898785,0.639676113360324,0,0.0404858299595142,0.00809716599190283,0,0.0506072874493927,0,0.0121457489878543,0.00607287449392713,0.01417004048583,0.0182186234817814,0,0.01417004048583,0.00404858299595142,0.0101214574898785,0.00404858299595142,0,0,0.00607287449392713,0.00809716599190283,0.00202429149797571,0,0.00404858299595142,0.0303643724696356,0
253,NA,0.0119284294234592,0.0636182902584493,0.00596421471172962,0.069582504970179,0.0139165009940358,0.624254473161034,0.00198807157057654,0.0238568588469185,0.00795228628230616,0.00397614314115308,0.0357852882703777,0,0.00795228628230616,0.00198807157057654,0.0397614314115308,0.0119284294234592,0,0.0099403578528827,0.00397614314115308,0.00795228628230616,0.0159045725646123,0,0,0,0.0099403578528827,0,0,0.00397614314115308,0.0238568588469185,0
263,NA,0.00394477317554241,0.0591715976331361,0,0.0256410256410256,0.00986193293885602,0.725838264299803,0,0.019723865877712,0.00986193293885602,0.0019723865877712,0.0157790927021696,0,0.0157790927021696,0.00591715976331361,0.00986193293885602,0.0138067061143984,0,0.0177514792899408,0.00591715976331361,0,0.0019723865877712,0,0,0.00788954635108481,0.0118343195266272,0,0,0.0118343195266272,0.0256410256410256,0
273,NA,0.0100806451612903,0.0423387096774194,0.00604838709677419,0.0625,0.00806451612903226,0.699596774193548,0.00201612903225806,0.0181451612903226,0.00806451612903226,0.00201612903225806,0.0161290322580645,0,0.00604838709677419,0.00403225806451613,0.0161290322580645,0.00604838709677419,0,0.0221774193548387,0.00201612903225806,0.00403225806451613,0.00604838709677419,0,0,0.00604838709677419,0.0100806451612903,0,0,0.00201612903225806,0.0403225806451613,0
283,NA,0.00412371134020619,0.0577319587628866,0.00206185567010309,0.0536082474226804,0.0103092783505155,0.717525773195876,0,0.0309278350515464,0.0144329896907217,0,0.0206185567010309,0.00206185567010309,0.00824742268041237,0.00206185567010309,0.0206185567010309,0,0,0.0164948453608247,0,0,0.00206185567010309,0,0,0,0.00412371134020619,0,0,0.00824742268041237,0.022680412371134,0.00206185567010309
293,NA,0.00532859680284192,0.0603907637655417,0.00532859680284192,0.119005328596803,0.0159857904085258,0.577264653641208,0,0.044404973357016,0.00532859680284192,0.00532859680284192,0.024866785079929,0,0.0177619893428064,0,0.0284191829484902,0.00177619893428064,0,0.024866785079929,0,0.0159857904085258,0.0142095914742451,0,0,0.00177619893428064,0.00177619893428064,0,0,0.00710479573712256,0.0230905861456483,0
303,NA,0.0113421550094518,0.0982986767485822,0.0113421550094518,0.111531190926276,0.00945179584120983,0.604914933837429,0,0.0226843100189036,0.0132325141776938,0.00378071833648393,0.00378071833648393,0.00189035916824197,0.0132325141776938,0.00378071833648393,0.0415879017013233,0,0,0.0056710775047259,0,0.00756143667296786,0.00756143667296786,0,0,0.00378071833648393,0.00756143667296786,0,0,0.0056710775047259,0.00378071833648393,0.00756143667296786
313,NA,0.0099502487562189,0.109452736318408,0,0.0597014925373134,0.0199004975124378,0.61028192371476,0,0.0165837479270315,0.0232172470978441,0.00165837479270315,0.0132669983416252,0,0.0132669983416252,0.0132669983416252,0.0398009950248756,0,0,0.0149253731343284,0.00497512437810945,0,0.00165837479270315,0,0,0.0066334991708126,0.0099502487562189,0,0,0.0099502487562189,0.021558872305141,0
