"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus.undiff.","Impatiens","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Polygonum.aviculare.type","Quercus","Rumex","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Alnus.viridis","Rosaceae.undiff.","Populus","Poaceae","Acer.saccharum","Cornus.canadensis","Pinus.strobus","Pinus.banksiana.P..resinosa","Lamiaceae.undiff.","Prunus.type","Ranunculus.type.undiff.","Artemisia","Plantago.major","Ilex.Nemopanthus","Larix","Myrica","Carya","Plantago.lanceolata","Amaranthaceae","Brassicaceae","Polygonum.viviparum","Stellaria.type","Mentha.arvensis","Acer.saccharinum.type","Polygonum.amphibium","Apiaceae","Castanea","Juglans.undiff.","Polygonum.undiff.","Polygonum.lapathifolium.type","Ranunculus","Nyssa","Ericaceae","Platanus","Potentilla","Fraxinus.nigra.type","Caltha.type","Acer.pensylvanicum","Juglans.cinerea","Fabaceae.undiff.","Ranunculaceae.undiff.","Sambucus","Cephalanthus","Rubus.cf..R..chamaemorus","Caryophyllaceae.undiff.","Rumex.Oxyria.digyna.undiff.","Dryas","Liliaceae","Pedicularis","Elaeagnus.commutata","Shepherdia.argentea","Stachys.type","Celtis","Cornus.undiff.","Plantago.undiff.","Lobelia.type","Ononis.type","Saxifraga.undiff.","Shepherdia.canadensis","Thalictrum","Rosa","Cornus.sericea.type","Saxifraga.cf..S..punctata","Saxifraga.cf..S..stellaris","Urtica","Melampyrum.type"
997,3698,0.00316455696202532,0.00316455696202532,0.376582278481013,0.00316455696202532,0.00316455696202532,0.00632911392405063,0.104430379746835,0.0284810126582278,0,0,0.00316455696202532,0.0126582278481013,0,0.0443037974683544,0,0,0,0.19620253164557,0,0.0126582278481013,0.00632911392405063,0,0,0,0.00316455696202532,0.00316455696202532,0.0158227848101266,0,0.161392405063291,0,0,0,0,0,0,0,0,0,0,0,0.00316455696202532,0,0,0,0,0.00316455696202532,0,0,0,0,0,0,0,0.00632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,3883,0.012531328320802,0.0050125313283208,0.453634085213033,0,0,0.0025062656641604,0.0952380952380952,0,0,0,0.0175438596491228,0,0,0.102756892230576,0,0,0,0.100250626566416,0.0025062656641604,0.0150375939849624,0.0100250626566416,0,0,0,0.0275689223057644,0.0025062656641604,0,0,0.0726817042606516,0.0401002506265664,0,0,0,0,0,0,0,0,0.0025062656641604,0,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025062656641604,0,0,0.0325814536340852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,4061,0,0,0.372549019607843,0.0065359477124183,0.00326797385620915,0,0.11437908496732,0.0196078431372549,0,0,0.00980392156862745,0.00326797385620915,0,0.0588235294117647,0,0.00326797385620915,0.00326797385620915,0.0980392156862745,0.0065359477124183,0.0196078431372549,0.0163398692810458,0,0,0,0,0,0.0326797385620915,0,0.212418300653595,0,0,0,0,0,0,0,0,0,0,0,0,0.0065359477124183,0,0,0,0,0,0,0.00980392156862745,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,4165,0.0029673590504451,0.0148367952522255,0.477744807121662,0.00593471810089021,0,0.0029673590504451,0.0741839762611276,0,0,0,0.0118694362017804,0,0,0.124629080118694,0,0,0.00890207715133531,0.0593471810089021,0.0029673590504451,0.0118694362017804,0.0207715133531157,0.0029673590504451,0,0,0,0.0029673590504451,0,0,0.100890207715134,0.0385756676557863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356083086053412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,4251,0,0.0207715133531157,0.495548961424332,0.0029673590504451,0,0,0.0949554896142433,0,0,0,0.00890207715133531,0.0029673590504451,0,0.086053412462908,0,0.00593471810089021,0.00593471810089021,0.0771513353115727,0,0.00890207715133531,0.0118694362017804,0.0029673590504451,0,0,0,0,0,0,0.106824925816024,0.0445103857566766,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207715133531157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,4401,0,0.0088495575221239,0.412979351032448,0.00294985250737463,0,0.0088495575221239,0.12094395280236,0.0353982300884956,0,0,0.0117994100294985,0.00589970501474926,0,0.0648967551622419,0,0,0.00294985250737463,0.0324483775811209,0,0.00294985250737463,0.109144542772861,0,0,0,0,0.00294985250737463,0.0206489675516224,0,0.141592920353982,0,0,0.00294985250737463,0,0.00294985250737463,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,4514,0.00714285714285714,0.0357142857142857,0.45,0,0,0,0.139285714285714,0,0,0,0.0178571428571429,0.00357142857142857,0,0.114285714285714,0,0,0,0.0428571428571429,0,0.00714285714285714,0.0178571428571429,0,0,0,0,0,0.00357142857142857,0,0.1,0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,4610,0.00313479623824451,0.00626959247648903,0.460815047021944,0.0156739811912226,0,0.00313479623824451,0.103448275862069,0.0407523510971787,0,0,0.0156739811912226,0,0,0.103448275862069,0,0.00313479623824451,0.00626959247648903,0.0438871473354232,0,0.00940438871473354,0.0376175548589342,0,0,0,0,0,0.0219435736677116,0.00313479623824451,0.106583072100313,0,0,0.00313479623824451,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0.00626959247648903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,4688,0.00298507462686567,0.0238805970149254,0.441791044776119,0.00597014925373134,0.00597014925373134,0,0.0805970149253731,0,0,0,0.0238805970149254,0.00895522388059702,0,0.107462686567164,0,0,0,0.0477611940298507,0,0.00597014925373134,0.00895522388059702,0,0,0,0.00895522388059702,0,0.00597014925373134,0,0.137313432835821,0.0358208955223881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447761194029851,0,0,0.00298507462686567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,4765,0.00279329608938547,0,0.388268156424581,0.00558659217877095,0.00279329608938547,0,0.111731843575419,0.0865921787709497,0,0,0.0307262569832402,0,0,0.0558659217877095,0,0,0,0.0642458100558659,0.00279329608938547,0.00279329608938547,0.0251396648044693,0,0.00279329608938547,0,0,0,0.0251396648044693,0,0.184357541899441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,4916,0,0.00214592274678112,0.463519313304721,0.00429184549356223,0,0,0.126609442060086,0.0600858369098712,0,0,0.00429184549356223,0.00214592274678112,0,0.0407725321888412,0,0,0.00214592274678112,0.0429184549356223,0.00214592274678112,0.01931330472103,0.0107296137339056,0,0,0,0,0,0.0107296137339056,0,0.1931330472103,0,0,0,0,0,0,0.00214592274678112,0.00214592274678112,0,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0.00429184549356223,0,0,0,0,0,0,0,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,4945,0.0101010101010101,0.00757575757575758,0.457070707070707,0.00505050505050505,0,0.00252525252525253,0.148989898989899,0,0,0,0.00252525252525253,0.00505050505050505,0,0.0555555555555556,0,0,0.00757575757575758,0.0681818181818182,0,0.0202020202020202,0.00252525252525253,0,0,0,0.00252525252525253,0.00252525252525253,0.00757575757575758,0,0.121212121212121,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0.0454545454545455,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,4975,0,0.0220125786163522,0.477987421383648,0,0,0,0.110062893081761,0,0,0,0.00943396226415094,0,0,0.0880503144654088,0,0,0.00314465408805031,0.0660377358490566,0,0.0125786163522013,0,0,0.00628930817610063,0,0.00943396226415094,0,0,0,0.122641509433962,0.0251572327044025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440251572327044,0,0,0,0,0.00314465408805031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,5019,0,0.0176767676767677,0.424242424242424,0.00252525252525253,0,0,0.126262626262626,0,0,0,0.00757575757575758,0.00505050505050505,0,0.0378787878787879,0,0,0,0.151515151515152,0,0.00757575757575758,0.0126262626262626,0,0,0,0.00757575757575758,0,0,0,0.121212121212121,0.0277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0.0454545454545455,0,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,5064,0,0,0.357357357357357,0,0.003003003003003,0.003003003003003,0.117117117117117,0.018018018018018,0,0,0.003003003003003,0,0,0.015015015015015,0,0,0,0.291291291291291,0,0.009009009009009,0.015015015015015,0,0.006006006006006,0,0,0,0.021021021021021,0,0.132132132132132,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,5138,0,0.0218068535825545,0.333333333333333,0.00934579439252336,0,0,0.0560747663551402,0,0,0,0.00311526479750779,0.00311526479750779,0,0.0623052959501558,0,0.00311526479750779,0.00311526479750779,0.32398753894081,0,0.00934579439252336,0.00623052959501558,0,0,0,0,0,0,0,0.109034267912773,0.0404984423676012,0,0,0,0,0,0,0,0,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124610591900312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,5213,0.00320512820512821,0.016025641025641,0.282051282051282,0.00641025641025641,0,0,0.0641025641025641,0,0,0,0.00641025641025641,0.00961538461538462,0,0.032051282051282,0,0,0,0.298076923076923,0,0.0256410256410256,0.0224358974358974,0.00320512820512821,0,0,0,0.00320512820512821,0.00961538461538462,0,0.105769230769231,0.0512820512820513,0,0,0,0,0,0,0.00320512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,0,0,0.00641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,5363,0,0,0.315286624203822,0.00318471337579618,0,0.00318471337579618,0.0923566878980892,0.0509554140127389,0,0,0,0.00636942675159236,0,0.0382165605095541,0,0,0,0.289808917197452,0,0.0127388535031847,0,0,0.00636942675159236,0,0,0,0.00636942675159236,0,0.162420382165605,0,0,0,0,0.00318471337579618,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0,0,0.00636942675159236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,5663,0,0,0.355987055016181,0.00323624595469256,0.00647249190938511,0.00323624595469256,0.100323624595469,0.0258899676375405,0,0,0.00647249190938511,0.00647249190938511,0,0.0194174757281553,0,0,0,0.262135922330097,0.00323624595469256,0.029126213592233,0.00970873786407767,0,0,0,0,0,0.0258899676375405,0,0.142394822006472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,5962,0.0033112582781457,0,0.278145695364238,0.0033112582781457,0,0.0033112582781457,0.0364238410596026,0.0231788079470199,0,0,0.0033112582781457,0.00662251655629139,0,0.0198675496688742,0,0,0,0.403973509933775,0.0033112582781457,0.00662251655629139,0.0298013245033113,0.0033112582781457,0,0,0,0,0.00993377483443709,0,0.158940397350993,0,0,0,0,0,0,0,0,0.0033112582781457,0.0033112582781457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
