"sample.depths","sample.ages","Picea","Pinus","Abies","Tsuga","Larix","Betula","Populus","Quercus","Ulmus","Acer","Juniperus","Alnus","Salix","Corylus","Myrica","Ericaceae.undiff.","Poaceae","Asteraceae.undiff.","Artemisia","Solidago","Aster","Arctostaphylos","Chenopodiineae","Rosaceae.undiff.","Potentilla","Polygonaceae","Caryophyllaceae","Ranunculaceae","Brassicaceae"
50,424,0.352798053527981,0.131386861313869,0,0,0,0.0510948905109489,0,0,0,0,0.0097323600973236,0.048661800486618,0.0072992700729927,0,0,0.367396593673966,0.0121654501216545,0.0121654501216545,0.0072992700729927,0,0,0,0,0,0,0,0,0,0
55,672,0.515723270440252,0.119496855345912,0,0,0,0.10377358490566,0,0,0,0,0.00314465408805031,0.0754716981132075,0.0157232704402516,0,0,0.0974842767295598,0.0251572327044025,0,0.0251572327044025,0,0,0,0,0.00628930817610063,0,0.0125786163522013,0,0,0
60,1085,0.350132625994695,0.241379310344828,0,0,0,0.153846153846154,0,0,0,0,0.00530503978779841,0.124668435013263,0.0185676392572944,0,0.00530503978779841,0.0450928381962865,0.0212201591511936,0.0026525198938992,0.013262599469496,0,0,0,0,0.013262599469496,0.00530503978779841,0,0,0,0
65,1499,0.580402010050251,0.190954773869347,0,0,0,0.0678391959798995,0,0,0,0,0.0125628140703518,0.0728643216080402,0.0276381909547739,0,0,0.0050251256281407,0.0175879396984925,0,0.00753768844221105,0,0,0,0,0.0125628140703518,0,0.00251256281407035,0,0,0.00251256281407035
70,1912,0.54524886877828,0.144796380090498,0,0,0,0.0995475113122172,0,0,0,0,0.0135746606334842,0.106334841628959,0.0248868778280543,0,0.00678733031674208,0.00452488687782805,0.0180995475113122,0,0.0135746606334842,0,0,0,0.00226244343891403,0.0203619909502262,0,0,0,0,0
75,2170,0.532608695652174,0.157608695652174,0,0,0,0.0842391304347826,0,0,0,0,0.0244565217391304,0.092391304347826,0.0244565217391304,0,0,0,0.0489130434782609,0.00815217391304348,0.00543478260869565,0,0,0,0.00271739130434783,0.016304347826087,0,0,0,0,0.00271739130434783
80,2411,0.412244897959184,0.16734693877551,0,0,0,0.102040816326531,0,0,0,0,0.0326530612244898,0.110204081632653,0.0285714285714286,0,0,0,0.106122448979592,0.00816326530612245,0.00816326530612245,0,0,0,0,0.0244897959183673,0,0,0,0,0
85,2652,0.361386138613861,0.133663366336634,0,0,0,0.222772277227723,0,0,0,0,0.0346534653465347,0.0841584158415842,0.0445544554455446,0,0,0.0099009900990099,0.103960396039604,0,0,0,0,0,0,0.00495049504950495,0,0,0,0,0
90,2893,0.301075268817204,0.10752688172043,0,0,0,0.318996415770609,0,0,0,0,0.017921146953405,0.118279569892473,0.025089605734767,0,0.032258064516129,0.007168458781362,0.057347670250896,0,0.007168458781362,0,0,0,0.003584229390681,0.003584229390681,0,0,0,0,0
95,3133,0.456582633053221,0.182072829131653,0,0,0.00280112044817927,0.23249299719888,0,0,0,0,0.00560224089635854,0.0420168067226891,0.0140056022408964,0,0.030812324929972,0,0.0168067226890756,0,0.00840336134453781,0,0,0,0,0.00560224089635854,0,0.00280112044817927,0,0,0
100,3374,0.589506172839506,0.216049382716049,0,0,0.00617283950617284,0.0679012345679012,0,0,0,0,0.0123456790123457,0.0493827160493827,0,0,0,0.0123456790123457,0.0339506172839506,0,0,0,0,0,0,0.00617283950617284,0,0.00617283950617284,0,0,0
105,3615,0.63265306122449,0.14100185528757,0,0,0,0.0705009276437848,0,0,0,0,0.00927643784786642,0.0575139146567718,0.0204081632653061,0,0,0.012987012987013,0.0408163265306122,0,0,0,0,0,0.0111317254174397,0.00371057513914657,0,0,0,0,0
110,3856,0.618625277161863,0.175166297117517,0,0,0.00443458980044346,0.073170731707317,0.00221729490022173,0,0,0,0.00221729490022173,0.0620842572062084,0.0110864745011086,0.0133037694013304,0,0.00665188470066519,0.0199556541019956,0.00665188470066519,0,0,0,0,0,0.00221729490022173,0,0.00221729490022173,0,0,0
115,4097,0.693409742120344,0.151862464183381,0,0.00286532951289398,0,0.0515759312320917,0,0,0,0,0.0114613180515759,0.0229226361031519,0.0143266475644699,0.00286532951289398,0,0.00859598853868195,0.0229226361031519,0.00286532951289398,0,0,0,0,0.00286532951289398,0.00573065902578797,0.00286532951289398,0.00286532951289398,0,0,0
120,4338,0.54296875,0.16015625,0,0,0,0.10546875,0.00390625,0,0,0.00390625,0.01953125,0.046875,0.03515625,0.0078125,0,0.01171875,0.04296875,0.00390625,0,0.00390625,0,0,0,0.01171875,0,0,0,0,0
125,4578,0.598746081504702,0.0721003134796238,0,0,0.00626959247648903,0.106583072100313,0.0125391849529781,0,0,0,0.0344827586206897,0.0815047021943574,0.0219435736677116,0.0125391849529781,0,0.00626959247648903,0.0188087774294671,0.00626959247648903,0,0.00313479623824451,0,0,0.00626959247648903,0.0125391849529781,0,0,0,0,0
130,4819,0.674496644295302,0.0469798657718121,0,0,0.0100671140939597,0.0805369127516778,0.00671140939597315,0.00671140939597315,0.00335570469798658,0,0.0167785234899329,0.0604026845637584,0.0100671140939597,0,0,0.00671140939597315,0.0436241610738255,0.0100671140939597,0.00335570469798658,0,0,0,0.00671140939597315,0.00671140939597315,0,0.00335570469798658,0,0,0.00335570469798658
135,NA,0.643097643097643,0.0707070707070707,0,0,0,0.164983164983165,0,0,0,0,0.0101010101010101,0.063973063973064,0,0,0,0.00336700336700337,0.0269360269360269,0.00336700336700337,0.00336700336700337,0,0,0,0,0,0,0.0101010101010101,0,0,0
