"sample.depths","sample.ages","Acer.rubrum","Ambrosia.type","Betula","Carya","Cyperaceae","Fagus","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Ilex","Juglans.cinerea","Liquidambar","Nyssa","Platanus","Potentilla.type","Quercus","Rhamnaceae.Vitaceae.undiff.","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Urtica.type","Anacardiaceae","Pinus","Amaranthaceae","Plantago","Rubiaceae","Alnus.incana.type","Artemisia","Castanea","Ericaceae","Ostrya.Carpinus","Cerealia","Abies","Juglans.nigra","Picea","Acer.saccharum.type","Fraxinus.nigra.type","Populus","Corylus","Thalictrum","Myrica","Polygonum","Diospyros.type","Caprifoliaceae","Rhamnaceae","Sanguisorba","Alnus.viridis.type","Caryophyllaceae","Onagraceae","Cupressaceae","Asteraceae.subf..Cichorioideae","Lamiaceae","Polemoniaceae","Brassicaceae","Campanulaceae"
50,8784,0,0.00520833333333333,0.0416666666666667,0.0078125,0.046875,0.03125,0,0.046875,0.00260416666666667,0,0,0.0364583333333333,0,0,0.486979166666667,0,0,0.00260416666666667,0.0364583333333333,0.0208333333333333,0.00260416666666667,0,0,0.0442708333333333,0,0,0.125,0.0208333333333333,0,0.00520833333333333,0.00260416666666667,0,0,0.00520833333333333,0.00520833333333333,0.00520833333333333,0.00260416666666667,0,0.00260416666666667,0,0,0,0,0,0.0104166666666667,0.00260416666666667,0,0,0,0,0,0,0,0,0,0
52.5,9232,0.00307692307692308,0.00615384615384615,0.0953846153846154,0.00307692307692308,0.0215384615384615,0.0123076923076923,0,0.0338461538461538,0,0,0,0.00307692307692308,0,0.00307692307692308,0.2,0,0,0,0.00923076923076923,0.0215384615384615,0.00307692307692308,0,0,0.375384615384615,0,0,0.0276923076923077,0.04,0,0,0,0.0276923076923077,0,0.0246153846153846,0,0.04,0,0.0123076923076923,0,0.0307692307692308,0,0,0,0,0.00307692307692308,0,0.00307692307692308,0,0,0,0,0,0,0,0,0
55,9643,0.00564971751412429,0,0.0593220338983051,0,0.0395480225988701,0.00564971751412429,0,0.0451977401129944,0,0,0,0.019774011299435,0,0,0.242937853107345,0,0,0,0.0112994350282486,0.0112994350282486,0.00282485875706215,0.00282485875706215,0,0.288135593220339,0,0,0.0932203389830508,0.0593220338983051,0,0.00282485875706215,0,0.0141242937853107,0,0.0112994350282486,0.00282485875706215,0.0367231638418079,0,0.0112994350282486,0,0.0112994350282486,0,0,0,0,0.00847457627118644,0,0.00282485875706215,0.00564971751412429,0.00282485875706215,0.00282485875706215,0,0,0,0,0,0
57.5,10013,0,0.00348432055749129,0.142857142857143,0.00348432055749129,0.0383275261324042,0.00348432055749129,0,0.0278745644599303,0,0,0,0.00696864111498258,0,0.00348432055749129,0.101045296167247,0,0,0.0104529616724739,0.00348432055749129,0.00696864111498258,0.00696864111498258,0,0,0.414634146341463,0,0,0.00348432055749129,0.0452961672473868,0,0,0,0.0383275261324042,0,0.0209059233449477,0,0.073170731707317,0,0.0278745644599303,0,0.0104529616724739,0,0,0,0,0,0,0,0,0,0,0.00348432055749129,0.00348432055749129,0,0,0,0
60,10344,0,0.00354609929078014,0.0780141843971631,0,0.0390070921985816,0.00354609929078014,0,0.024822695035461,0,0,0,0,0,0.00709219858156028,0.0673758865248227,0,0,0.00709219858156028,0,0.0212765957446809,0,0,0,0.457446808510638,0,0,0,0.0886524822695035,0,0,0,0.0390070921985816,0,0.0319148936170213,0,0.0531914893617021,0.00709219858156028,0.0460992907801418,0.0141843971631206,0.0106382978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,11367,0,0,0.0845070422535211,0.00352112676056338,0.0704225352112676,0.00352112676056338,0.00352112676056338,0.0669014084507042,0,0,0,0,0,0.0140845070422535,0.0492957746478873,0,0,0.0105633802816901,0,0.00704225352112676,0.00352112676056338,0,0,0.436619718309859,0,0,0,0.0563380281690141,0,0,0,0.0422535211267606,0,0.0457746478873239,0,0.0492957746478873,0,0.028169014084507,0.00704225352112676,0.00352112676056338,0,0,0,0,0.00352112676056338,0,0.00704225352112676,0,0,0,0.00352112676056338,0,0,0,0,0
80,12104,0,0,0.06993006993007,0.0034965034965035,0.0174825174825175,0.0034965034965035,0,0.0244755244755245,0,0,0,0,0,0.0034965034965035,0.090909090909091,0,0,0.0034965034965035,0,0.020979020979021,0.0034965034965035,0,0,0.493006993006993,0,0,0,0.062937062937063,0.0104895104895105,0,0,0.041958041958042,0,0.0314685314685315,0,0.0559440559440559,0,0.0384615384615385,0.0104895104895105,0.0034965034965035,0,0,0,0,0.006993006993007,0,0,0,0,0,0.0034965034965035,0,0,0,0,0
90,12680,0,0.00350877192982456,0.0771929824561404,0.00350877192982456,0.0456140350877193,0.00350877192982456,0,0.0245614035087719,0.00350877192982456,0,0,0,0,0.00350877192982456,0.126315789473684,0,0,0.00701754385964912,0,0.0140350877192982,0.00350877192982456,0.00350877192982456,0,0.431578947368421,0,0,0.0105263157894737,0.0526315789473684,0,0.00350877192982456,0.00350877192982456,0.0421052631578947,0,0.0456140350877193,0,0.0385964912280702,0.00350877192982456,0.0245614035087719,0.00701754385964912,0.0105263157894737,0,0.00350877192982456,0,0,0,0,0.00350877192982456,0,0,0,0,0,0,0,0,0
100,13120,0,0,0.0669014084507042,0.00352112676056338,0.0633802816901408,0,0,0.0246478873239437,0,0,0,0,0.00352112676056338,0.00352112676056338,0.0809859154929577,0,0,0.00352112676056338,0,0.0140845070422535,0,0,0,0.47887323943662,0,0,0,0.0387323943661972,0,0.00352112676056338,0,0.0352112676056338,0,0.0457746478873239,0,0.0950704225352113,0,0.0140845070422535,0.00352112676056338,0.00704225352112676,0,0.00352112676056338,0,0,0.00352112676056338,0,0.00704225352112676,0,0,0,0,0,0,0,0,0
110,13444,0,0.00355871886120996,0.0533807829181495,0,0.0462633451957295,0.00355871886120996,0,0.0355871886120996,0,0,0,0,0,0.0106761565836299,0.0747330960854092,0,0,0.00711743772241993,0,0.00355871886120996,0,0.00355871886120996,0,0.540925266903915,0,0,0,0.0498220640569395,0.00355871886120996,0,0,0.0320284697508897,0,0.0284697508896797,0,0.0533807829181495,0,0.0213523131672598,0,0.0106761565836299,0.00355871886120996,0,0,0,0,0,0.0142348754448399,0,0,0,0,0,0,0,0,0
120,13671,0,0.00689655172413793,0.0655172413793104,0,0.0448275862068966,0,0,0.0241379310344828,0,0,0,0,0,0.00344827586206897,0.0793103448275862,0,0,0.00689655172413793,0,0.0241379310344828,0.0103448275862069,0,0,0.437931034482759,0,0,0,0.0172413793103448,0,0,0,0.0482758620689655,0,0.0689655172413793,0,0.0827586206896552,0,0.0413793103448276,0.00344827586206897,0.0137931034482759,0.00344827586206897,0,0,0,0.00344827586206897,0,0.00344827586206897,0.00344827586206897,0,0,0.00344827586206897,0,0.00344827586206897,0,0,0
130,13823,0,0.0072202166064982,0.075812274368231,0,0.0613718411552347,0.0072202166064982,0,0.0505415162454874,0,0,0.0036101083032491,0,0,0.0108303249097473,0.0794223826714801,0,0,0.0108303249097473,0,0.0216606498194946,0,0.0036101083032491,0,0.393501805054152,0,0,0.0036101083032491,0.0505415162454874,0,0,0,0.0541516245487365,0,0.036101083032491,0,0.0866425992779783,0,0.0180505415162455,0,0.0108303249097473,0,0,0,0,0,0,0.0072202166064982,0.0072202166064982,0,0,0,0,0,0,0,0
135,13877,0.00344827586206897,0,0.0620689655172414,0.00344827586206897,0.0379310344827586,0.00689655172413793,0,0.0275862068965517,0,0,0,0,0,0.0103448275862069,0.0827586206896552,0,0,0.00689655172413793,0,0.0172413793103448,0.00344827586206897,0,0,0.396551724137931,0,0,0,0.0379310344827586,0,0,0.00344827586206897,0.0448275862068966,0,0.0413793103448276,0,0.16551724137931,0,0.0206896551724138,0.0137931034482759,0.00344827586206897,0,0.00344827586206897,0,0,0,0,0.00689655172413793,0,0,0,0,0,0,0,0,0
140,13920,0,0.00378787878787879,0.0378787878787879,0,0.053030303030303,0,0,0.0946969696969697,0,0,0,0,0,0.00757575757575758,0.0606060606060606,0,0,0.0265151515151515,0,0.0643939393939394,0,0.00757575757575758,0,0.147727272727273,0,0,0,0.0454545454545455,0,0,0.00378787878787879,0.0113636363636364,0,0.00378787878787879,0,0.333333333333333,0,0.0151515151515152,0.00378787878787879,0.00757575757575758,0.00378787878787879,0,0,0,0,0,0.0568181818181818,0.00378787878787879,0,0,0.00378787878787879,0,0,0.00378787878787879,0,0
145,13954,0,0.0176056338028169,0.0633802816901408,0,0.0211267605633803,0,0,0.073943661971831,0,0,0,0,0,0.0105633802816901,0.0950704225352113,0,0,0.00704225352112676,0,0.0563380281690141,0,0,0,0.221830985915493,0,0,0,0.0316901408450704,0.00352112676056338,0,0,0.0457746478873239,0,0.0140845070422535,0,0.274647887323944,0,0.0140845070422535,0.00352112676056338,0.00352112676056338,0,0,0,0,0,0,0.0316901408450704,0,0,0,0.00704225352112676,0,0,0,0.00352112676056338,0
150,13982,0,0.00355871886120996,0.0782918149466192,0.00711743772241993,0.0284697508896797,0,0,0.0640569395017794,0,0,0,0,0,0.00711743772241993,0.110320284697509,0,0.00711743772241993,0,0,0.0142348754448399,0,0,0,0.302491103202847,0,0,0,0.0177935943060498,0.00355871886120996,0,0,0.0640569395017794,0,0.0284697508896797,0,0.220640569395018,0,0.00711743772241993,0.00355871886120996,0.0106761565836299,0,0,0,0,0,0.00355871886120996,0.0142348754448399,0.00355871886120996,0,0,0,0,0,0,0,0
155,14006,0,0.00354609929078014,0.0602836879432624,0,0.0319148936170213,0,0,0.074468085106383,0,0,0,0,0,0.00354609929078014,0.0567375886524823,0,0,0.024822695035461,0,0.0354609929078014,0,0,0,0.195035460992908,0,0,0,0.0106382978723404,0.00354609929078014,0,0,0.0354609929078014,0,0.024822695035461,0,0.368794326241135,0,0.0141843971631206,0,0.00354609929078014,0.00354609929078014,0,0,0,0.00354609929078014,0,0.0354609929078014,0,0,0,0.0106382978723404,0,0,0,0,0
160,14028,0,0,0.0567375886524823,0,0.0460992907801418,0,0,0.0780141843971631,0,0,0,0,0,0.00354609929078014,0.0141843971631206,0,0,0.00354609929078014,0,0.0319148936170213,0.00354609929078014,0.00354609929078014,0,0.141843971631206,0,0,0,0.0283687943262411,0,0,0,0,0,0,0,0.51418439716312,0,0.0141843971631206,0.00354609929078014,0,0.0141843971631206,0,0,0,0.00354609929078014,0,0.0283687943262411,0.00709219858156028,0.00354609929078014,0,0,0,0,0,0,0
170,14064,0,0,0.0208333333333333,0,0.0208333333333333,0,0,0.0729166666666667,0,0,0,0,0,0.00694444444444444,0.0173611111111111,0,0.00347222222222222,0.00347222222222222,0,0.0694444444444444,0,0,0,0.149305555555556,0,0,0,0.0173611111111111,0.00347222222222222,0,0.00347222222222222,0,0,0,0.00347222222222222,0.524305555555556,0,0,0,0,0,0,0,0,0,0,0.0659722222222222,0.0104166666666667,0,0,0.00694444444444444,0,0,0,0,0
180,14092,0,0,0.0392857142857143,0,0.025,0,0,0.0321428571428571,0,0,0,0,0,0.00357142857142857,0.0285714285714286,0,0.00714285714285714,0.00714285714285714,0,0.0571428571428571,0,0.00714285714285714,0,0.15,0,0,0,0.0392857142857143,0,0,0.00357142857142857,0.00714285714285714,0,0,0,0.482142857142857,0,0.00714285714285714,0.0142857142857143,0,0,0,0.00357142857142857,0,0,0,0.0571428571428571,0.0142857142857143,0,0,0.0142857142857143,0,0,0,0,0
190,14114,0,0,0.0364963503649635,0,0.0145985401459854,0,0,0.0547445255474453,0,0.00364963503649635,0,0,0,0.0109489051094891,0.0218978102189781,0,0,0.0072992700729927,0,0.0291970802919708,0,0.0072992700729927,0,0.153284671532847,0,0,0,0.0291970802919708,0.00364963503649635,0,0,0.00364963503649635,0,0,0.00364963503649635,0.58029197080292,0,0.00364963503649635,0.00364963503649635,0,0.00364963503649635,0,0,0,0,0,0.0291970802919708,0,0,0,0,0,0,0,0,0
200,14129,0,0,0.0243055555555556,0,0.00694444444444444,0,0,0.03125,0,0,0,0,0,0,0.03125,0,0.00347222222222222,0.00347222222222222,0,0.0416666666666667,0.00347222222222222,0.0104166666666667,0,0.138888888888889,0.00347222222222222,0,0,0.0347222222222222,0.00347222222222222,0,0,0.00347222222222222,0,0,0,0.552083333333333,0,0,0,0.0104166666666667,0.00347222222222222,0.00347222222222222,0,0,0,0,0.0659722222222222,0.0208333333333333,0,0,0.00347222222222222,0,0,0,0,0
210,14140,0,0.00344827586206897,0.0379310344827586,0,0.00689655172413793,0,0,0.0344827586206897,0,0,0,0,0,0.00344827586206897,0.0206896551724138,0,0,0.0103448275862069,0,0.0413793103448276,0,0,0,0.144827586206897,0,0,0,0.0172413793103448,0,0,0.00689655172413793,0.00689655172413793,0,0,0,0.575862068965517,0,0,0,0,0.00689655172413793,0,0,0,0,0,0.0586206896551724,0.0206896551724138,0,0,0.00344827586206897,0,0,0,0,0
220,14148,0,0.00344827586206897,0.0620689655172414,0.00344827586206897,0.0241379310344828,0.00344827586206897,0,0.0344827586206897,0,0,0,0,0,0.0172413793103448,0.0137931034482759,0,0,0.00344827586206897,0,0.0517241379310345,0.00344827586206897,0,0,0.151724137931034,0.00344827586206897,0,0.00344827586206897,0.0655172413793104,0.00689655172413793,0,0.00344827586206897,0.00344827586206897,0,0.00344827586206897,0,0.46551724137931,0,0,0,0.00689655172413793,0.00689655172413793,0,0,0,0,0,0.0551724137931034,0,0,0,0.00344827586206897,0,0,0,0,0
230,14154,0,0,0.065068493150685,0,0.0136986301369863,0,0.00342465753424658,0.0547945205479452,0,0,0,0,0,0.00684931506849315,0.0376712328767123,0,0.00342465753424658,0.0102739726027397,0,0.0547945205479452,0,0.00342465753424658,0,0.0993150684931507,0,0,0.00342465753424658,0.0410958904109589,0.00684931506849315,0,0.00342465753424658,0.00342465753424658,0,0,0,0.530821917808219,0,0.0136986301369863,0,0,0,0,0,0,0,0,0.0445205479452055,0,0,0,0,0,0,0,0,0
235,14156,0,0.00336700336700337,0.0976430976430976,0.00673400673400673,0.0202020202020202,0,0,0.0471380471380471,0,0,0,0,0,0,0.0134680134680135,0,0.00336700336700337,0,0,0.063973063973064,0.00336700336700337,0,0,0.134680134680135,0,0,0,0.0303030303030303,0,0,0,0.00336700336700337,0,0.0101010101010101,0,0.508417508417508,0,0,0,0,0.00336700336700337,0,0,0,0,0,0.0471380471380471,0.00336700336700337,0,0,0,0,0,0,0,0
240,14159,0,0.00340136054421769,0.183673469387755,0,0.0238095238095238,0,0,0.119047619047619,0,0,0,0,0,0,0.0170068027210884,0,0.00340136054421769,0.0102040816326531,0,0.0476190476190476,0.00680272108843537,0,0,0.153061224489796,0,0,0,0.0306122448979592,0,0,0,0.00680272108843537,0,0,0,0.363945578231293,0,0.00340136054421769,0,0,0,0,0,0,0,0,0.0136054421768707,0,0.00340136054421769,0,0.00680272108843537,0,0,0,0,0.00340136054421769
245,14161,0,0.00335570469798658,0.204697986577181,0,0.063758389261745,0,0,0.161073825503356,0,0,0,0,0,0,0.0167785234899329,0,0.00335570469798658,0,0,0.0436241610738255,0,0.00335570469798658,0,0.154362416107383,0,0,0,0.0201342281879195,0,0,0,0,0,0.0100671140939597,0,0.25503355704698,0,0,0,0,0.00335570469798658,0,0.00335570469798658,0,0,0,0.0167785234899329,0.0134228187919463,0.00671140939597315,0,0.0134228187919463,0.00335570469798658,0,0,0,0
252,14165,0,0,0.189830508474576,0.00338983050847458,0.0542372881355932,0,0,0.24406779661017,0,0.00338983050847458,0,0,0,0,0.0271186440677966,0,0.00338983050847458,0.00677966101694915,0,0.0305084745762712,0,0.00338983050847458,0,0.220338983050847,0,0,0,0.0203389830508475,0.00338983050847458,0,0,0,0,0.00338983050847458,0,0.159322033898305,0,0.00338983050847458,0.00338983050847458,0,0.00338983050847458,0,0.00338983050847458,0,0,0,0.00338983050847458,0,0.00338983050847458,0,0.00338983050847458,0,0,0,0,0.00338983050847458
255,14167,0,0,0.257731958762887,0,0.0790378006872852,0,0,0.347079037800687,0,0,0,0,0,0,0.013745704467354,0,0.00687285223367698,0.013745704467354,0,0.0378006872852234,0,0,0,0.127147766323024,0,0,0,0.0171821305841924,0.00687285223367698,0,0,0,0,0,0,0.0756013745704467,0,0,0,0,0.00343642611683849,0,0,0,0,0,0,0.00343642611683849,0.00343642611683849,0,0.00687285223367698,0,0,0,0,0
265,14174,0,0.0103092783505155,0.120274914089347,0,0.13745704467354,0,0,0.381443298969072,0,0,0,0,0,0.00343642611683849,0,0,0,0.0206185567010309,0,0.0549828178694158,0,0.00343642611683849,0,0.0859106529209622,0,0,0,0.013745704467354,0.0103092783505155,0,0,0,0,0,0.00343642611683849,0.116838487972509,0,0,0,0,0.00343642611683849,0,0.013745704467354,0,0,0,0.00343642611683849,0.00687285223367698,0,0,0.0103092783505155,0,0,0,0,0
275,14184,0,0,0.0945945945945946,0,0.165540540540541,0,0,0.375,0,0,0,0,0,0,0.00337837837837838,0,0.00675675675675676,0.00675675675675676,0,0.0371621621621622,0,0.00337837837837838,0,0.0878378378378378,0,0,0.00337837837837838,0.0168918918918919,0.00675675675675676,0,0.00337837837837838,0,0,0,0,0.155405405405405,0,0,0,0,0.00675675675675676,0,0.0101351351351351,0,0,0,0,0,0.00675675675675676,0,0.00337837837837838,0.00675675675675676,0,0,0,0
285,14196,0,0.00677966101694915,0.0847457627118644,0,0.142372881355932,0,0,0.4,0,0,0,0,0,0,0.00338983050847458,0,0.0135593220338983,0.0135593220338983,0,0.0305084745762712,0,0,0,0.0949152542372881,0,0,0,0.00677966101694915,0,0,0.00338983050847458,0.00338983050847458,0,0.00677966101694915,0,0.145762711864407,0,0,0,0,0,0,0.0271186440677966,0,0,0,0,0.00677966101694915,0.00677966101694915,0,0,0,0,0.00338983050847458,0,0
295,14210,0,0,0.0702341137123746,0,0.147157190635452,0.00334448160535117,0.00334448160535117,0.464882943143813,0,0,0,0,0,0,0.00668896321070234,0,0.0100334448160535,0,0,0.0334448160535117,0,0,0,0.0702341137123746,0,0,0,0.0100334448160535,0,0,0,0,0,0.00668896321070234,0,0.127090301003344,0,0,0,0,0,0,0.0234113712374582,0,0,0,0.00334448160535117,0,0.00668896321070234,0,0,0.00668896321070234,0,0,0,0.00668896321070234
305,14225,0,0.00342465753424658,0.089041095890411,0,0.126712328767123,0,0,0.332191780821918,0,0,0,0,0,0,0.00342465753424658,0,0.00684931506849315,0.0102739726027397,0,0.0205479452054795,0,0,0,0.136986301369863,0,0,0,0.0136986301369863,0.00342465753424658,0,0,0,0,0.0136986301369863,0,0.184931506849315,0,0,0.00342465753424658,0,0.00342465753424658,0,0.00342465753424658,0,0,0.00342465753424658,0.00684931506849315,0.00684931506849315,0.0102739726027397,0,0.0136986301369863,0,0,0.00342465753424658,0,0
315,14242,0,0,0.0711864406779661,0,0.0779661016949153,0,0,0.4,0,0,0,0,0,0,0.00677966101694915,0,0.00338983050847458,0.00677966101694915,0,0.0508474576271186,0,0,0,0.16271186440678,0,0,0,0.0169491525423729,0.00338983050847458,0,0.00338983050847458,0,0,0.00338983050847458,0,0.169491525423729,0,0,0,0,0,0,0.00338983050847458,0,0,0,0.00338983050847458,0,0.0101694915254237,0,0,0,0,0.00677966101694915,0,0
325,14261,0,0.00352112676056338,0.0880281690140845,0,0.119718309859155,0,0,0.397887323943662,0,0,0,0,0,0,0.00704225352112676,0,0,0.0176056338028169,0,0.0387323943661972,0.00352112676056338,0.00352112676056338,0,0.137323943661972,0,0,0,0.0352112676056338,0.0105633802816901,0,0.00704225352112676,0.00704225352112676,0,0.00704225352112676,0,0.0985915492957746,0,0,0,0,0,0,0.00704225352112676,0,0,0,0,0.00352112676056338,0.00704225352112676,0,0,0,0,0,0,0
345,14302,0,0.00350877192982456,0.150877192982456,0,0.168421052631579,0,0,0.189473684210526,0,0,0,0,0,0,0.00350877192982456,0,0,0.0315789473684211,0,0.0175438596491228,0,0.00350877192982456,0,0.171929824561404,0,0,0,0.0105263157894737,0,0,0.00701754385964912,0,0,0.0175438596491228,0,0.150877192982456,0.00350877192982456,0,0.00350877192982456,0,0.00350877192982456,0,0.00701754385964912,0,0,0,0,0.0315789473684211,0.0105263157894737,0,0.0140350877192982,0,0,0,0,0
365,14348,0,0.00387596899224806,0.155038759689922,0.00387596899224806,0.12015503875969,0,0,0.302325581395349,0,0,0,0,0,0,0.00775193798449612,0,0,0.0387596899224806,0,0.0271317829457364,0,0.00387596899224806,0,0.182170542635659,0,0,0,0.0155038759689922,0.00387596899224806,0,0.00387596899224806,0,0,0.00387596899224806,0,0.0891472868217054,0,0,0,0,0,0,0.0155038759689922,0,0,0,0.00387596899224806,0.00387596899224806,0.0116279069767442,0,0,0,0,0,0,0.00387596899224806
385,14397,0,0.00684931506849315,0.133561643835616,0,0.089041095890411,0,0,0.304794520547945,0,0,0,0,0,0,0.00342465753424658,0,0,0.0171232876712329,0,0.0205479452054795,0,0.00342465753424658,0,0.195205479452055,0,0,0,0.0376712328767123,0.00684931506849315,0,0.00684931506849315,0.00342465753424658,0,0.00684931506849315,0,0.136986301369863,0,0,0,0,0.00684931506849315,0,0.00342465753424658,0,0,0,0.00342465753424658,0.00342465753424658,0.00342465753424658,0,0,0.00342465753424658,0,0.00342465753424658,0,0
