"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Carya","Amaranthaceae.undiff.","Cyperaceae","Fagus","Ilex","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Rumex","Tilia","Tsuga","Ulmus","Alnus","Acer","Fabaceae","Rosaceae.undiff.","Fraxinus","Populus","Poaceae","Abies","Pinus.subg..Pinus","Platanus","Juglans","Caryophyllaceae","Corylus","Ericaceae","Urtica.type","Taxus","Asteraceae.subf..Asteroideae.undiff.","Shepherdia","Castanea","Cupressaceae","Larix","Rhamnaceae","Thalictrum","Myrica","Lamiaceae","Salix","Nemopanthus","Asteraceae.subf..Cichorioideae","Sarcobatus.vermiculatus","Liquidambar","Apiaceae","Onagraceae","Galium","Ranunculaceae.undiff.","Dryas.type","Potentilla.type"
225,2870,0.00625,0,0.084375,0.015625,0,0,0.26875,0.003125,0.03125,0.009375,0.053125,0.04375,0.125,0,0.009375,0.065625,0.075,0.01875,0.0875,0,0,0.059375,0.00625,0.00625,0,0.009375,0.0125,0.00625,0,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,3211,0.0110497237569061,0,0.080110497237569,0.0165745856353591,0.00276243093922652,0.00552486187845304,0.215469613259669,0,0.0276243093922652,0.00276243093922652,0.0331491712707182,0.0441988950276243,0.12707182320442,0,0.00828729281767956,0.0939226519337017,0.121546961325967,0.00552486187845304,0.11878453038674,0,0,0.0524861878453039,0.00552486187845304,0,0,0.00276243093922652,0.00828729281767956,0.00276243093922652,0,0,0,0,0,0.00276243093922652,0,0,0.00276243093922652,0,0,0.00276243093922652,0,0,0.00276243093922652,0,0.00276243093922652,0,0,0,0,0,0,0,0
265,3550,0.00527704485488127,0,0.0976253298153034,0.0158311345646438,0,0,0.195250659630607,0,0.0422163588390501,0.00263852242744063,0.0633245382585752,0.0554089709762533,0.176781002638522,0,0.00527704485488127,0.0923482849604222,0.0870712401055409,0,0.0686015831134565,0,0,0.0527704485488127,0.00263852242744063,0.00263852242744063,0,0.00263852242744063,0.0211081794195251,0.00263852242744063,0,0.00263852242744063,0,0,0,0,0,0,0,0.00263852242744063,0,0.00263852242744063,0,0,0,0,0,0,0,0,0,0,0,0,0
285,3884,0.0072463768115942,0,0.0845410628019324,0.0265700483091787,0.00483091787439614,0.00483091787439614,0.198067632850242,0,0.0386473429951691,0,0.072463768115942,0.0386473429951691,0.20048309178744,0,0.0120772946859903,0.0748792270531401,0.0676328502415459,0,0.0942028985507246,0,0,0.0507246376811594,0.00241545893719807,0.00241545893719807,0,0.00483091787439614,0.00241545893719807,0.0072463768115942,0,0,0,0,0,0,0,0,0,0.00241545893719807,0,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0,0
305,4208,0.00313479623824451,0.00626959247648903,0.0877742946708464,0.0188087774294671,0.00313479623824451,0.00626959247648903,0.206896551724138,0,0.0313479623824451,0.00313479623824451,0.0940438871473354,0.0532915360501567,0.166144200626959,0,0.0156739811912226,0.0344827586206897,0.0940438871473354,0.00313479623824451,0.0783699059561129,0,0,0.0501567398119122,0.00313479623824451,0.00313479623824451,0,0,0.0125391849529781,0.00626959247648903,0,0.00313479623824451,0,0.00313479623824451,0,0.00313479623824451,0,0.00313479623824451,0.00313479623824451,0,0.00313479623824451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,4519,0.00298507462686567,0.00597014925373134,0.0656716417910448,0.0149253731343284,0.00298507462686567,0.00298507462686567,0.250746268656716,0,0.026865671641791,0,0.0358208955223881,0.0328358208955224,0.173134328358209,0,0.00895522388059702,0.0358208955223881,0.140298507462687,0.0119402985074627,0.0895522388059701,0,0,0.0388059701492537,0.00895522388059702,0.00298507462686567,0,0,0.0238805970149254,0.00895522388059702,0,0.00298507462686567,0,0,0,0.00298507462686567,0,0,0.00895522388059702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,4813,0.00684931506849315,0.00228310502283105,0.0547945205479452,0.0159817351598174,0.00228310502283105,0.00228310502283105,0.205479452054795,0.00228310502283105,0.0319634703196347,0,0.107305936073059,0.0593607305936073,0.187214611872146,0,0.00228310502283105,0.0251141552511416,0.0821917808219178,0.00228310502283105,0.091324200913242,0.00228310502283105,0,0.0593607305936073,0,0,0,0.0045662100456621,0.0182648401826484,0.0091324200913242,0,0,0,0,0,0,0,0,0.0136986301369863,0.00684931506849315,0,0.00228310502283105,0,0,0.00228310502283105,0,0,0,0,0,0,0,0,0,0
365,5087,0.00775193798449612,0.00258397932816537,0.0490956072351421,0.0103359173126615,0.00258397932816537,0,0.186046511627907,0.00775193798449612,0.041343669250646,0,0.0697674418604651,0.0516795865633075,0.175710594315245,0,0.00775193798449612,0.0335917312661499,0.142118863049096,0.00258397932816537,0.0981912144702842,0,0.00258397932816537,0.0542635658914729,0.00516795865633075,0.00258397932816537,0,0,0.0180878552971576,0.00516795865633075,0,0.00258397932816537,0,0,0,0.00775193798449612,0,0,0.00775193798449612,0.00258397932816537,0,0.00258397932816537,0,0,0,0,0,0,0,0,0,0,0,0,0
385,5338,0.0036101083032491,0.0036101083032491,0.0252707581227437,0.0108303249097473,0,0.0108303249097473,0.187725631768953,0,0.0433212996389892,0.0036101083032491,0.0505415162454874,0.0397111913357401,0.176895306859206,0,0.0144404332129964,0.122743682310469,0.133574007220217,0.0036101083032491,0.072202166064982,0,0,0.0433212996389892,0.0108303249097473,0.0036101083032491,0,0,0.0108303249097473,0.0108303249097473,0,0.0036101083032491,0,0,0,0.0036101083032491,0,0,0.0108303249097473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,5575,0.00373134328358209,0.00373134328358209,0.0335820895522388,0.0223880597014925,0,0,0.130597014925373,0.00373134328358209,0.0223880597014925,0.00373134328358209,0.0783582089552239,0.0746268656716418,0.223880597014925,0,0.00373134328358209,0.0970149253731343,0.111940298507463,0.00373134328358209,0.0783582089552239,0,0,0.0373134328358209,0.00373134328358209,0.00373134328358209,0,0,0.0335820895522388,0.00373134328358209,0,0,0,0.00373134328358209,0,0,0,0.00373134328358209,0.00373134328358209,0,0.00373134328358209,0,0,0,0.00373134328358209,0,0,0.00373134328358209,0,0,0,0,0,0,0
425,5807,0.00606060606060606,0,0.0363636363636364,0.0303030303030303,0.00303030303030303,0,0.187878787878788,0.00303030303030303,0.0424242424242424,0.00606060606060606,0.0393939393939394,0.0303030303030303,0.245454545454545,0,0.0151515151515152,0.0878787878787879,0.1,0,0.0606060606060606,0,0,0.0515151515151515,0.00606060606060606,0,0,0.00303030303030303,0.00606060606060606,0.0181818181818182,0,0.00303030303030303,0,0.00606060606060606,0,0.00303030303030303,0,0,0.00606060606060606,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,6054,0.00619195046439629,0,0.0185758513931889,0.021671826625387,0,0,0.260061919504644,0,0.0340557275541796,0.00309597523219814,0.00928792569659443,0.0402476780185759,0.120743034055728,0,0.0185758513931889,0.213622291021672,0.117647058823529,0.00619195046439629,0.0464396284829721,0,0,0.0278637770897833,0,0,0,0,0.0309597523219814,0.00619195046439629,0,0,0,0.00619195046439629,0,0.00309597523219814,0,0,0.00309597523219814,0,0,0,0,0,0.00309597523219814,0,0,0,0.00309597523219814,0,0,0,0,0,0
465,6289,0.00289855072463768,0.00579710144927536,0.0173913043478261,0.0115942028985507,0,0,0.197101449275362,0,0.0608695652173913,0,0.0289855072463768,0.0260869565217391,0.217391304347826,0,0.0231884057971014,0.0927536231884058,0.159420289855072,0,0.0956521739130435,0,0.00289855072463768,0.0318840579710145,0,0.00579710144927536,0,0.00289855072463768,0.00869565217391304,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,6555,0.00550964187327824,0.00550964187327824,0.0137741046831956,0.0165289256198347,0,0,0.297520661157025,0.00275482093663912,0.0550964187327824,0.00275482093663912,0.0165289256198347,0.0330578512396694,0.132231404958678,0,0.0110192837465565,0.0743801652892562,0.168044077134986,0,0.0853994490358127,0,0,0.046831955922865,0,0.00275482093663912,0,0.00275482093663912,0.00826446280991736,0.00826446280991736,0,0.00275482093663912,0,0,0,0.00275482093663912,0,0,0.00275482093663912,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0
505,6839,0.00306748466257669,0,0.0122699386503067,0.0337423312883436,0,0,0.285276073619632,0,0.0766871165644172,0.00306748466257669,0.0245398773006135,0.0214723926380368,0.171779141104294,0,0.0122699386503067,0.0705521472392638,0.122699386503067,0.00613496932515337,0.0858895705521472,0,0,0.0276073619631902,0,0,0,0,0.0276073619631902,0.00306748466257669,0,0.00306748466257669,0,0.00306748466257669,0,0,0,0,0.00306748466257669,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,6914,0.00459770114942529,0.00459770114942529,0.0160919540229885,0.0160919540229885,0.00689655172413793,0,0.296551724137931,0,0.0574712643678161,0.00459770114942529,0.0436781609195402,0.0229885057471264,0.147126436781609,0,0.0160919540229885,0.0551724137931034,0.144827586206897,0.00229885057471264,0.0781609195402299,0,0.00229885057471264,0.0367816091954023,0.00229885057471264,0.00229885057471264,0,0,0.0160919540229885,0.00229885057471264,0,0,0,0,0,0,0,0,0.00689655172413793,0.00459770114942529,0,0,0,0,0.00919540229885057,0,0,0,0,0,0,0,0,0,0
525,7144,0.00198807157057654,0.00198807157057654,0.00795228628230616,0.0139165009940358,0.00198807157057654,0.00596421471172962,0.220675944333996,0,0.101391650099404,0,0.0139165009940358,0.0318091451292246,0.220675944333996,0,0.0139165009940358,0.0556660039761431,0.174950298210736,0.00397614314115308,0.0715705765407555,0,0.00198807157057654,0.0238568588469185,0.00198807157057654,0,0,0.00198807157057654,0.0159045725646123,0.00198807157057654,0,0.00596421471172962,0,0,0,0.00198807157057654,0,0,0,0,0,0,0,0,0.00198807157057654,0,0,0,0,0,0,0,0,0,0
535,7305,0.00284900284900285,0.00284900284900285,0.0256410256410256,0.0142450142450142,0,0.00284900284900285,0.199430199430199,0,0.0911680911680912,0,0.037037037037037,0.0227920227920228,0.182336182336182,0,0.0256410256410256,0.0883190883190883,0.145299145299145,0.00284900284900285,0.0541310541310541,0,0,0.0541310541310541,0.00284900284900285,0.00284900284900285,0,0.0056980056980057,0.0142450142450142,0.00284900284900285,0,0.00284900284900285,0,0,0,0.00284900284900285,0,0,0.00284900284900285,0,0.00284900284900285,0,0.00284900284900285,0,0.00284900284900285,0,0,0.00284900284900285,0,0,0,0,0,0,0
545,7471,0.00289017341040462,0.00289017341040462,0.0173410404624277,0.023121387283237,0.00289017341040462,0.00578034682080925,0.26878612716763,0,0.0838150289017341,0,0.0289017341040462,0.0144508670520231,0.144508670520231,0,0.0115606936416185,0.092485549132948,0.147398843930636,0.00289017341040462,0.0751445086705202,0,0,0.0173410404624277,0.00289017341040462,0,0,0.00289017341040462,0.0144508670520231,0.0115606936416185,0,0.00289017341040462,0,0,0,0.00289017341040462,0,0,0.00578034682080925,0.00578034682080925,0,0,0,0,0.00867052023121387,0,0,0,0,0,0,0,0,0,0
555,7642,0,0,0.0160857908847185,0.0160857908847185,0,0.00268096514745308,0.18230563002681,0,0.064343163538874,0.00268096514745308,0.0160857908847185,0.0241286863270777,0.160857908847185,0,0.0107238605898123,0.273458445040214,0.126005361930295,0,0.0482573726541555,0,0,0.0268096514745308,0,0,0,0.00536193029490617,0.0134048257372654,0.00268096514745308,0,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0,0.00268096514745308,0.00268096514745308,0,0,0,0,0
565,7819,0.0137614678899083,0.00229357798165138,0.0229357798165138,0.0252293577981651,0.00458715596330275,0.00688073394495413,0.142201834862385,0,0.073394495412844,0.00458715596330275,0.0711009174311927,0.0458715596330275,0.123853211009174,0,0.0114678899082569,0.176605504587156,0.112385321100917,0.00458715596330275,0.0412844036697248,0,0,0.0711009174311927,0.00229357798165138,0.00229357798165138,0,0.0091743119266055,0.0091743119266055,0.00229357798165138,0,0.00458715596330275,0,0.00229357798165138,0,0.00688073394495413,0,0,0.00688073394495413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,8003,0.00485436893203883,0,0.0218446601941748,0.0266990291262136,0,0,0.0266990291262136,0,0.0898058252427184,0.00970873786407767,0.104368932038835,0.0970873786407767,0.160194174757282,0,0.00485436893203883,0.179611650485437,0.101941747572816,0.00242718446601942,0.058252427184466,0,0,0.0509708737864078,0.00485436893203883,0.00970873786407767,0,0.0121359223300971,0.00485436893203883,0.00970873786407767,0,0.00242718446601942,0.00242718446601942,0,0,0,0,0.00242718446601942,0.00485436893203883,0.00485436893203883,0.00242718446601942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,8192,0.00721153846153846,0.00721153846153846,0.0240384615384615,0.0144230769230769,0.00480769230769231,0.00240384615384615,0.0144230769230769,0,0.0625,0.00240384615384615,0.139423076923077,0.0985576923076923,0.137019230769231,0,0.0192307692307692,0.28125,0.0625,0.00240384615384615,0.03125,0,0,0.0264423076923077,0.00721153846153846,0,0.00480769230769231,0.03125,0.0120192307692308,0.00240384615384615,0,0,0,0.00240384615384615,0,0,0,0,0,0.00240384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,8388,0,0,0.0232558139534884,0.00422832980972516,0.00211416490486258,0.00634249471458774,0.00845665961945032,0,0.164904862579281,0.00422832980972516,0.198731501057082,0.0845665961945032,0.160676532769556,0,0.0147991543340381,0.109936575052854,0.0613107822410148,0.00211416490486258,0.0486257928118393,0,0,0.0190274841437632,0.00845665961945032,0.00634249471458774,0,0.0380549682875264,0.00845665961945032,0.00422832980972516,0,0.00211416490486258,0,0.00634249471458774,0,0.00211416490486258,0,0,0,0.00211416490486258,0.00211416490486258,0.00211416490486258,0.00211416490486258,0,0.00211416490486258,0,0,0,0,0,0,0,0,0,0
605,8590,0.00555555555555556,0,0.0314814814814815,0.012962962962963,0,0,0.00185185185185185,0,0.157407407407407,0.0166666666666667,0.214814814814815,0.0685185185185185,0.196296296296296,0,0.00555555555555556,0.012962962962963,0.0462962962962963,0.00555555555555556,0.0444444444444444,0,0,0.0111111111111111,0.0037037037037037,0.0037037037037037,0.0111111111111111,0.107407407407407,0.012962962962963,0,0,0.00555555555555556,0,0.0111111111111111,0,0.0037037037037037,0,0.00185185185185185,0,0.00555555555555556,0,0,0,0,0,0,0,0,0,0,0.00185185185185185,0,0,0,0
615,8799,0.00404858299595142,0.00404858299595142,0.0566801619433198,0.00809716599190283,0.00809716599190283,0.00404858299595142,0.00404858299595142,0,0.101214574898785,0,0.165991902834008,0.145748987854251,0.230769230769231,0,0.0121457489878543,0.0121457489878543,0.0323886639676113,0,0.0121457489878543,0,0,0.0242914979757085,0.00404858299595142,0.00404858299595142,0,0.145748987854251,0.0161943319838057,0,0,0.00404858299595142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,9016,0.00588235294117647,0.00294117647058824,0.0558823529411765,0.00588235294117647,0.00588235294117647,0.0088235294117647,0,0,0.0647058823529412,0.0205882352941176,0.25,0.1,0.182352941176471,0,0.0117647058823529,0.0147058823529412,0.0323529411764706,0,0.0176470588235294,0,0,0.0176470588235294,0.00294117647058824,0.00588235294117647,0.00294117647058824,0.152941176470588,0.0147058823529412,0,0,0.00294117647058824,0,0.0117647058823529,0,0.00294117647058824,0,0,0,0,0.00294117647058824,0,0,0,0.00294117647058824,0,0,0,0,0,0,0,0,0,0
635,9243,0.0053475935828877,0.0053475935828877,0.0213903743315508,0.00802139037433155,0,0.00267379679144385,0.0106951871657754,0,0.0748663101604278,0.0320855614973262,0.259358288770053,0.0775401069518717,0.152406417112299,0.00267379679144385,0.0053475935828877,0.0481283422459893,0.0454545454545455,0,0.0240641711229947,0,0,0.0294117647058824,0.018716577540107,0.00267379679144385,0.0053475935828877,0.149732620320856,0,0.00267379679144385,0,0,0,0.00802139037433155,0,0.00267379679144385,0,0,0,0.00267379679144385,0,0,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0,0
645,9480,0,0.0066079295154185,0.0616740088105727,0.00220264317180617,0,0,0,0,0.0462555066079295,0.00881057268722467,0.328193832599119,0.0770925110132159,0.138766519823789,0,0.00220264317180617,0.00440528634361234,0.0176211453744493,0.00220264317180617,0.00220264317180617,0,0,0.026431718061674,0.0154185022026432,0.00881057268722467,0.00440528634361234,0.224669603524229,0,0.00220264317180617,0,0.00220264317180617,0,0.0066079295154185,0.00220264317180617,0,0,0,0,0.00440528634361234,0,0,0.00220264317180617,0,0,0,0,0,0,0,0,0.00220264317180617,0,0,0
655,9729,0,0.00767263427109974,0.0383631713554987,0.0051150895140665,0.00255754475703325,0.0051150895140665,0,0,0.030690537084399,0.0127877237851662,0.260869565217391,0.161125319693095,0.127877237851662,0,0.00255754475703325,0.0051150895140665,0.040920716112532,0,0.00767263427109974,0,0,0.0179028132992327,0.0127877237851662,0.00767263427109974,0.00767263427109974,0.222506393861893,0,0.0051150895140665,0,0,0,0.00255754475703325,0,0.00255754475703325,0,0,0,0.00767263427109974,0,0.00255754475703325,0,0,0.00255754475703325,0,0,0,0,0,0,0,0,0,0
665,9991,0.00251889168765743,0.00503778337531486,0.0453400503778338,0.0151133501259446,0.00251889168765743,0.00251889168765743,0.0075566750629723,0,0.0377833753148615,0.00503778337531486,0.158690176322418,0.136020151133501,0.146095717884131,0.00251889168765743,0,0,0.0377833753148615,0,0.0151133501259446,0,0,0.0226700251889169,0.0100755667506297,0.00503778337531486,0.0100755667506297,0.297229219143577,0,0,0,0.00251889168765743,0,0.0075566750629723,0,0.0075566750629723,0,0,0,0.0100755667506297,0.00251889168765743,0,0.00251889168765743,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0
675,10267,0.00293255131964809,0.00293255131964809,0.0586510263929619,0.0117302052785924,0.00293255131964809,0.00293255131964809,0.00586510263929619,0,0.0263929618768328,0.00586510263929619,0.249266862170088,0.155425219941349,0.090909090909091,0,0.00293255131964809,0.00293255131964809,0.0175953079178886,0.00293255131964809,0.00586510263929619,0,0.00293255131964809,0.0205278592375367,0.00586510263929619,0,0.00879765395894428,0.293255131964809,0,0.00586510263929619,0,0.00293255131964809,0,0.00293255131964809,0,0.00293255131964809,0,0,0,0.00293255131964809,0,0,0,0,0.00293255131964809,0,0,0,0,0,0,0,0,0,0
685,10559,0.00638297872340425,0.00425531914893617,0.0808510638297872,0.00212765957446809,0,0,0,0,0.0319148936170213,0.0170212765957447,0.234042553191489,0.112765957446809,0.0914893617021277,0,0,0.00851063829787234,0.0276595744680851,0.00638297872340425,0.00425531914893617,0,0,0.00212765957446809,0.0276595744680851,0.00212765957446809,0.0148936170212766,0.3,0,0.00212765957446809,0,0.00851063829787234,0,0.00638297872340425,0,0,0,0,0,0.00425531914893617,0,0,0.00212765957446809,0,0.00212765957446809,0,0,0,0,0,0,0,0,0,0
695,10867,0.00738916256157635,0,0.0517241379310345,0.00738916256157635,0,0.00492610837438424,0,0,0.0394088669950739,0.0123152709359606,0.236453201970443,0.0985221674876847,0.137931034482759,0,0.00246305418719212,0,0.0738916256157636,0.00246305418719212,0.00985221674876847,0,0,0.0369458128078818,0.0344827586206897,0.00246305418719212,0.00985221674876847,0.201970443349754,0,0.00246305418719212,0,0.00738916256157635,0,0,0,0.00246305418719212,0,0,0,0.00738916256157635,0,0,0.00246305418719212,0,0.00492610837438424,0,0,0,0,0,0,0,0.00246305418719212,0,0
705,11194,0.00203252032520325,0.00609756097560976,0.111788617886179,0.0040650406504065,0,0.008130081300813,0.00203252032520325,0,0.0508130081300813,0.0365853658536585,0.166666666666667,0.121951219512195,0.128048780487805,0,0,0,0.0711382113821138,0,0.008130081300813,0,0,0.0304878048780488,0.0142276422764228,0.0040650406504065,0.0182926829268293,0.182926829268293,0,0,0,0.0040650406504065,0,0.00203252032520325,0,0.008130081300813,0,0,0,0.0101626016260163,0,0,0.00203252032520325,0,0.0040650406504065,0,0,0,0,0,0,0,0.00203252032520325,0,0
715,11552,0.00449438202247191,0.00449438202247191,0.112359550561798,0.0112359550561798,0.00224719101123596,0.00674157303370787,0.00224719101123596,0,0.114606741573034,0.0382022471910112,0.051685393258427,0.112359550561798,0.220224719101124,0,0,0.00674157303370787,0.0651685393258427,0.00224719101123596,0.00224719101123596,0,0,0.0269662921348315,0.00449438202247191,0.00449438202247191,0.0224719101123595,0.137078651685393,0,0.00674157303370787,0,0.0157303370786517,0,0.00224719101123596,0,0.00449438202247191,0,0,0,0.0112359550561798,0,0,0.00224719101123596,0,0.00224719101123596,0,0,0,0,0,0,0,0,0.00224719101123596,0
725,11951,0.00890207715133531,0.0118694362017804,0.0356083086053412,0.00593471810089021,0.0029673590504451,0.00593471810089021,0,0,0.0682492581602374,0.106824925816024,0.0237388724035608,0.163204747774481,0.0919881305637982,0,0,0.0029673590504451,0.0326409495548961,0.00593471810089021,0.0029673590504451,0.0029673590504451,0,0.0385756676557863,0.00890207715133531,0.0118694362017804,0.00890207715133531,0.29673590504451,0,0.0178041543026706,0,0.0237388724035608,0,0.00890207715133531,0,0,0,0,0,0.00593471810089021,0,0,0,0,0.00593471810089021,0,0,0,0,0,0,0,0,0,0
735,12392,0.00311526479750779,0.0249221183800623,0.0841121495327103,0.00311526479750779,0,0.0124610591900312,0,0,0.0373831775700935,0.21183800623053,0.0249221183800623,0.0778816199376947,0.130841121495327,0,0,0.0124610591900312,0.0716510903426791,0.0186915887850467,0.00623052959501558,0,0.00311526479750779,0.0467289719626168,0.043613707165109,0.0404984423676012,0,0.0841121495327103,0,0,0,0,0,0.0124610591900312,0,0.0155763239875389,0.00623052959501558,0,0,0.0218068535825545,0,0,0,0,0.00623052959501558,0,0,0,0,0,0,0,0,0,0
