"sample.depths","sample.ages","Acer.rubrum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Larix","Ostrya.Carpinus","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Rosaceae.undiff.","Juniperus.type","Poaceae","Abies.balsamea","Acer.saccharum","Castanea.dentata","Myrica.gale","Pinus.banksiana.type","Pinus.resinosa.type","Pinus.strobus","Rumex.acetosa.type","Tsuga.canadensis","Picea.undiff.","Acer.spicatum","Fraxinus.pennsylvanica.type","Carya.ovata","Saxifraga.oppositifolia.type","Juniperus.communis.Thuja.occidentalis.type","Artemisia","Taxus","Corylus.cornuta","Salix","Ilex.Nemopanthus","Rumex.type.undiff.","Acer.pensylvanicum","Juglans.cinerea","Amaranthaceae","Brassicaceae","Caryophyllaceae","Potentilla.palustris.type","Morus.rubra.type","Thalictrum","Liliaceae","Tilia","Viburnum.nudum","Prunus.undiff.","Viburnum.lentago","Galium","Populus.balsamifera.type","Fabaceae","Rhamnus.cathartica","Viburnum.alnifolium","Saxifragaceae.undiff.","Shepherdia.canadensis","Lonicera.involucrata","Plantaginaceae.undiff.","Prunus.virginiana","Platanus.occidentalis","Viburnum.edule"
275,4843,0,0.00528169014084507,0,0,0.350352112676056,0.00880281690140845,0.00704225352112676,0.0316901408450704,0.00176056338028169,0.00176056338028169,0,0,0.0264084507042254,0.0580985915492958,0,0.0140845070422535,0.00176056338028169,0.00352112676056338,0.00176056338028169,0,0,0.0176056338028169,0.00704225352112676,0,0,0.00176056338028169,0,0.420774647887324,0,0.0140845070422535,0.00528169014084507,0.00528169014084507,0.00528169014084507,0,0,0,0.00176056338028169,0.00528169014084507,0,0,0,0,0,0,0,0,0.00176056338028169,0.00176056338028169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,5283,0.00158227848101266,0.0142405063291139,0.00474683544303797,0,0.484177215189873,0.00158227848101266,0.00316455696202532,0.0158227848101266,0.00474683544303797,0,0.00158227848101266,0,0.0110759493670886,0.0886075949367089,0,0.0189873417721519,0,0.00632911392405063,0,0,0,0.0142405063291139,0.0079113924050633,0,0.00158227848101266,0.00158227848101266,0,0.286392405063291,0,0.00949367088607595,0.00316455696202532,0.00474683544303797,0.00158227848101266,0.00158227848101266,0,0,0,0.0110759493670886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,5459,0.00156494522691706,0.00469483568075117,0.00312989045383412,0,0.374021909233177,0.00312989045383412,0.00156494522691706,0.0219092331768388,0.00782472613458529,0.00312989045383412,0.00312989045383412,0,0.0234741784037559,0.0469483568075117,0,0.0172143974960876,0.00156494522691706,0.00312989045383412,0,0,0,0.00782472613458529,0.00469483568075117,0.00156494522691706,0,0.00625978090766823,0,0.435054773082942,0,0.0156494522691706,0.00312989045383412,0.00156494522691706,0,0,0,0,0.00312989045383412,0,0.00156494522691706,0,0,0,0,0.00156494522691706,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,5724,0.00172413793103448,0.0137931034482759,0,0,0.35,0.00344827586206897,0.00172413793103448,0.0172413793103448,0.00344827586206897,0,0.00517241379310345,0,0.0155172413793103,0.0275862068965517,0,0.0189655172413793,0.00172413793103448,0.00862068965517241,0,0,0,0.00517241379310345,0.00862068965517241,0,0.00172413793103448,0.00344827586206897,0,0.424137931034483,0,0.0724137931034483,0.00172413793103448,0.00172413793103448,0.00344827586206897,0,0,0,0.00172413793103448,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0.00344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,5988,0.00481927710843374,0.0289156626506024,0,0.00240963855421687,0.489156626506024,0.0192771084337349,0.0216867469879518,0.0120481927710843,0,0,0.00481927710843374,0,0.00481927710843374,0.0192771084337349,0.00240963855421687,0.0337349397590361,0,0.0144578313253012,0.00240963855421687,0,0.0072289156626506,0.0072289156626506,0.0072289156626506,0,0,0,0,0.146987951807229,0,0.134939759036145,0,0,0,0,0,0,0.00240963855421687,0.0120481927710843,0.0072289156626506,0.00240963855421687,0.0072289156626506,0,0,0.00240963855421687,0,0.00240963855421687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,6164,0.010752688172043,0.0230414746543779,0.00307219662058372,0,0.334869431643625,0.00614439324116743,0,0.010752688172043,0.00614439324116743,0.00153609831029186,0.00307219662058372,0.00307219662058372,0.00614439324116743,0.0168970814132104,0,0.0230414746543779,0,0.0138248847926267,0,0,0.00153609831029186,0.00614439324116743,0.00921658986175115,0,0,0.0076804915514593,0,0.288786482334869,0,0.188940092165899,0,0,0.00153609831029186,0,0,0.00153609831029186,0.00153609831029186,0,0,0,0.00153609831029186,0,0,0.00460829493087558,0,0,0,0,0,0,0.0245775729646697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,6340,0,0.00656455142231947,0.0087527352297593,0.00218818380743982,0.315098468271335,0.0109409190371991,0.0153172866520788,0.0218818380743982,0.0109409190371991,0,0.00218818380743982,0,0.0087527352297593,0.050328227571116,0,0.0350109409190372,0,0.0087527352297593,0,0,0.00656455142231947,0.00656455142231947,0.0087527352297593,0,0,0,0,0.391684901531729,0,0.0612691466083151,0.00437636761487965,0,0.00656455142231947,0.00218818380743982,0,0,0,0.00656455142231947,0,0,0.00656455142231947,0,0,0,0.00218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,6604,0.00344234079173838,0.0103270223752151,0.00516351118760757,0,0.271944922547332,0.0258175559380379,0.00344234079173838,0.00860585197934595,0.00516351118760757,0.00172117039586919,0.00172117039586919,0,0,0.0602409638554217,0,0.0240963855421687,0.00172117039586919,0.00516351118760757,0,0,0.00688468158347676,0.00516351118760757,0.00344234079173838,0,0.00172117039586919,0.00172117039586919,0,0.428571428571429,0,0.108433734939759,0.00344234079173838,0.00172117039586919,0,0,0,0,0.00172117039586919,0.00344234079173838,0,0,0.00344234079173838,0,0,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,6868,0.00139470013947001,0.0139470013947001,0.0209205020920502,0.00418410041841004,0.255230125523013,0.118549511854951,0.00557880055788006,0,0.00139470013947001,0,0.00278940027894003,0,0.00697350069735007,0.0418410041841004,0.0097629009762901,0.0292887029288703,0,0.00418410041841004,0.00139470013947001,0,0.0488145048814505,0.0111576011157601,0.00418410041841004,0,0.00697350069735007,0,0,0.341701534170153,0,0.00557880055788006,0.00139470013947001,0.00278940027894003,0.00139470013947001,0,0.00139470013947001,0,0.00139470013947001,0.00836820083682008,0.0097629009762901,0.00418410041841004,0.0237099023709902,0,0,0.00139470013947001,0,0.00418410041841004,0,0,0,0.00139470013947001,0,0.00139470013947001,0.00139470013947001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,7078,0.00124688279301746,0.00124688279301746,0.0324189526184539,0,0.218204488778055,0.168329177057357,0.00124688279301746,0.00124688279301746,0.00249376558603491,0.00124688279301746,0.00498753117206983,0,0.00748129675810474,0.105985037406484,0,0.0199501246882793,0.00249376558603491,0.013715710723192,0,0.00124688279301746,0.133416458852868,0.0124688279301746,0.00249376558603491,0,0.0187032418952618,0.0261845386533666,0,0.201995012468828,0,0.00374064837905237,0.00623441396508728,0,0.00124688279301746,0,0.00124688279301746,0,0.00124688279301746,0.00249376558603491,0.00374064837905237,0.00124688279301746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,7685,0.00542740841248304,0.0135685210312076,0.0488466757123474,0.00135685210312076,0.278154681139756,0.103120759837178,0.00407055630936228,0.00135685210312076,0.0067842605156038,0.00542740841248304,0.00271370420624152,0,0.0135685210312076,0.0298507462686567,0.00542740841248304,0.0366350067842605,0.00542740841248304,0.0067842605156038,0.00135685210312076,0.00542740841248304,0.0189959294436906,0.00814111261872456,0.0067842605156038,0,0.0447761194029851,0,0,0.302578018995929,0,0.0162822252374491,0.0067842605156038,0.00135685210312076,0,0,0,0,0.00135685210312076,0.00407055630936228,0,0.0067842605156038,0.00407055630936228,0,0,0,0,0,0,0,0,0.00135685210312076,0,0,0,0.00135685210312076,0,0,0,0,0,0,0,0,0,0,0,0,0
450,8292,0,0.021505376344086,0.0591397849462366,0,0.419354838709677,0.112903225806452,0,0,0.00537634408602151,0.0017921146953405,0.0089605734767025,0,0.03584229390681,0.0125448028673835,0.025089605734767,0.028673835125448,0,0.010752688172043,0,0.00537634408602151,0.014336917562724,0.0089605734767025,0.003584229390681,0,0.10752688172043,0.0089605734767025,0.0017921146953405,0.0734767025089606,0,0.0017921146953405,0.014336917562724,0.003584229390681,0.0017921146953405,0,0,0,0.00537634408602151,0,0.0017921146953405,0.003584229390681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0
475,8900,0,0.00435729847494553,0.0958605664488017,0,0.374727668845316,0.0718954248366013,0,0.00435729847494553,0.0174291938997821,0.00217864923747277,0.0065359477124183,0.00217864923747277,0.0610021786492375,0.0152505446623094,0.0196078431372549,0.028322440087146,0.00217864923747277,0.00435729847494553,0,0.0130718954248366,0.0108932461873638,0.0065359477124183,0,0,0.0893246187363834,0,0.0108932461873638,0.0893246187363834,0,0.00217864923747277,0.0239651416122004,0,0.00217864923747277,0,0,0,0.0065359477124183,0.00217864923747277,0.00217864923747277,0.0174291938997821,0,0,0,0,0,0,0,0,0,0.00217864923747277,0,0,0,0,0,0.00217864923747277,0.00435729847494553,0.00217864923747277,0.00217864923747277,0,0,0,0,0,0,0,0
500,9507,0,0.00168634064080944,0.09106239460371,0.00337268128161889,0.430016863406408,0.0860033726812816,0,0,0.00674536256323777,0.00337268128161889,0.00505902192242833,0.00337268128161889,0.0505902192242833,0.00505902192242833,0.0202360876897133,0.0252951096121417,0.00168634064080944,0.0134907251264755,0.00168634064080944,0.00337268128161889,0.0168634064080944,0.00168634064080944,0,0,0.101180438448567,0.0118043844856661,0,0.0809443507588533,0,0,0.00674536256323777,0.00168634064080944,0.00168634064080944,0,0,0,0.00505902192242833,0.00168634064080944,0.00505902192242833,0.0101180438448567,0,0,0,0.00168634064080944,0,0,0,0,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,10114,0,0.00190114068441065,0.0817490494296578,0.00190114068441065,0.332699619771863,0.0551330798479087,0,0.00190114068441065,0.00190114068441065,0,0.00190114068441065,0.00760456273764259,0.0209125475285171,0.0114068441064639,0.0247148288973384,0.0285171102661597,0,0.00760456273764259,0,0.00760456273764259,0.0133079847908745,0,0,0.00190114068441065,0.252851711026616,0.00950570342205323,0,0.0931558935361217,0,0.00190114068441065,0.0114068441064639,0,0.00190114068441065,0,0,0,0.00380228136882129,0.00380228136882129,0.00190114068441065,0.0114068441064639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190114068441065,0,0,0.00190114068441065,0.00190114068441065,0,0,0,0,0,0
540,10479,0,0.0021505376344086,0.118279569892473,0.0021505376344086,0.298924731182796,0.0387096774193548,0.0021505376344086,0,0.010752688172043,0.0021505376344086,0.0129032258064516,0.0021505376344086,0.0129032258064516,0.0150537634408602,0.0236559139784946,0.0494623655913978,0.0064516129032258,0.0021505376344086,0,0,0.0129032258064516,0.0021505376344086,0.0021505376344086,0,0.245161290322581,0.0021505376344086,0,0.0602150537634409,0,0.00860215053763441,0.0172043010752688,0,0.0043010752688172,0.0021505376344086,0,0,0.0193548387096774,0,0,0.0193548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021505376344086,0,0,0,0.0021505376344086,0,0,0,0,0
550,10721,0,0.00439238653001464,0.0761346998535871,0,0.284040995607613,0.0717423133235725,0.00292825768667643,0,0.0190336749633968,0,0.0102489019033675,0,0.0644216691068814,0.0234260614934114,0.0380673499267936,0.0702781844802343,0.00439238653001464,0.0131771595900439,0.00439238653001464,0.0219619326500732,0.0146412884333821,0.00146412884333821,0.00585651537335286,0,0.117130307467057,0.0278184480234261,0,0.0366032210834553,0,0.00146412884333821,0.0292825768667643,0,0.00146412884333821,0.00439238653001464,0,0,0.0117130307467057,0.00585651537335286,0.00292825768667643,0.0234260614934114,0,0,0,0,0.00146412884333821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146412884333821,0.00146412884333821,0.00146412884333821,0.00146412884333821,0,0,0
555,10843,0,0,0.00654450261780105,0.00261780104712042,0.259162303664921,0.0510471204188482,0,0.00130890052356021,0.0130890052356021,0.00130890052356021,0.00916230366492147,0,0.00654450261780105,0.0104712041884817,0.12434554973822,0.0405759162303665,0.00261780104712042,0.0104712041884817,0,0.0130890052356021,0.00916230366492147,0.00130890052356021,0.00130890052356021,0.00130890052356021,0.348167539267016,0,0,0.0261780104712042,0,0.00261780104712042,0.00261780104712042,0,0.00130890052356021,0.00130890052356021,0,0,0.00916230366492147,0,0.00261780104712042,0.0287958115183246,0,0,0,0.00130890052356021,0.00130890052356021,0,0,0,0,0,0,0,0,0,0,0,0.00523560209424084,0,0,0,0,0.00130890052356021,0,0,0.00261780104712042,0,0
560,10964,0,0,0.0160142348754448,0.00177935943060498,0.193950177935943,0.0213523131672598,0,0,0.00533807829181495,0,0.0142348754448399,0,0.00533807829181495,0.00889679715302491,0.154804270462633,0.0249110320284698,0.00355871886120996,0.00889679715302491,0,0.0231316725978648,0.00533807829181495,0,0,0,0.432384341637011,0,0,0.0195729537366548,0,0.00177935943060498,0.00355871886120996,0,0,0.00355871886120996,0,0,0.00355871886120996,0,0.00177935943060498,0.0249110320284698,0,0,0,0,0.00355871886120996,0,0,0,0.00177935943060498,0,0,0,0,0,0,0,0.0124555160142349,0,0,0,0,0.00355871886120996,0,0,0,0,0
565,11086,0,0.00380952380952381,0.00952380952380952,0,0.179047619047619,0.0552380952380952,0.0019047619047619,0,0,0,0.00571428571428571,0,0.0114285714285714,0.00571428571428571,0.0457142857142857,0.04,0.00380952380952381,0.0019047619047619,0,0.00380952380952381,0.00952380952380952,0.0019047619047619,0,0,0.451428571428571,0,0,0.0742857142857143,0,0.0019047619047619,0.00571428571428571,0,0,0.0019047619047619,0,0,0.0247619047619048,0,0,0.04,0,0,0,0.0019047619047619,0,0,0,0,0,0,0,0,0.0019047619047619,0,0,0,0.0114285714285714,0,0,0,0,0,0,0,0,0.00380952380952381,0.0019047619047619
570,NA,0,0.0066334991708126,0.0132669983416252,0.00165837479270315,0.290215588723051,0.0696517412935323,0.00165837479270315,0.00497512437810945,0.00829187396351575,0,0.00497512437810945,0,0.0232172470978441,0.0149253731343284,0.0298507462686567,0.0298507462686567,0.00497512437810945,0.0066334991708126,0,0.0199004975124378,0.0182421227197347,0.0033167495854063,0.0033167495854063,0,0.250414593698176,0.0066334991708126,0,0.126036484245439,0,0.0149253731343284,0.00497512437810945,0,0.00165837479270315,0,0,0,0.0066334991708126,0.0033167495854063,0.0099502487562189,0.0099502487562189,0,0,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0.0033167495854063,0,0,0,0.00165837479270315,0.0033167495854063,0,0,0,0,0
