"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Alnus.incana","Alnus.viridis","Amelanchier.type","Betula","Carya","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae","Ephedra.trifurca.type","Ephedra.viridis.type","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Juglans.cinerea","Juglans.nigra","Juglans.undiff.","Larix","Morus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides.type","Populus.undiff.","Quercus","Salix","Sarcobatus.vermiculatus","Shepherdia.argentea","Tilia","Ulmus","Vitis","Allium.type","Ambrosia.type","Amorpha.type","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Caryophyllaceae","Chenopodiaceae.Amaranthaceae.undiff.","Dalea.candida","Dalea.purpurea.type","Dalea.undiff.","Euphorbia","Galium","Humulus","Iva.annua.type","Iva.xanthifolia","Lamiaceae","Liliaceae","Myrica","Phlox","Plantago","Poaceae.undiff.","Polygonum.amphibium","Polygonum.lapathifolium.type","Ranunculaceae..tricolpate.","Ranunculaceae.undiff.","Rosaceae.undiff.","Rumex","Sanguisorba.canadensis","Thalictrum","Urtica","Xanthium","Cyperaceae","Zea.mays"
735,3034,0.00526315789473684,0.00263157894736842,0,0,0,0.0315789473684211,0.0105263157894737,0,0.102631578947368,0,0,0,0,0.0131578947368421,0,0,0,0.0157894736842105,0.00526315789473684,0,0,0,0,0,0,0.0131578947368421,0.00263157894736842,0.0342105263157895,0.0289473684210526,0.0263157894736842,0,0,0.00789473684210526,0,0.205263157894737,0.0210526315789474,0.00789473684210526,0,0.0473684210526316,0.0131578947368421,0,0,0.0447368421052632,0.00526315789473684,0,0.0526315789473684,0.0210526315789474,0,0,0.0131578947368421,0,0,0,0,0,0.00526315789473684,0,0,0,0,0,0,0,0.192105263157895,0,0,0.00263157894736842,0,0,0,0,0,0,0,0.068421052631579,0
780,3233,0,0,0,0,0.00276243093922652,0.0303867403314917,0.0220994475138122,0,0.0524861878453039,0,0,0,0,0.00828729281767956,0,0,0,0.00276243093922652,0.00552486187845304,0,0,0,0,0,0,0.0193370165745856,0,0.00552486187845304,0.00552486187845304,0.0552486187845304,0,0,0,0,0.196132596685083,0.0303867403314917,0.00552486187845304,0,0.0469613259668508,0.0386740331491713,0.00276243093922652,0,0.0607734806629834,0.00552486187845304,0,0.140883977900552,0.0331491712707182,0,0,0.0276243093922652,0,0,0,0,0,0,0,0,0.00276243093922652,0,0,0,0,0.160220994475138,0,0,0,0,0,0,0,0.00276243093922652,0,0,0.0359116022099447,0
825,3378,0,0,0,0,0.00292397660818713,0.0087719298245614,0.00292397660818713,0,0.0263157894736842,0,0,0,0,0.0175438596491228,0,0,0.00292397660818713,0.00292397660818713,0.0087719298245614,0,0,0,0,0,0,0.0087719298245614,0,0.0321637426900585,0.0233918128654971,0.0409356725146199,0,0,0,0,0.286549707602339,0.0204678362573099,0,0,0.0233918128654971,0.0321637426900585,0,0.00292397660818713,0.0818713450292398,0.00292397660818713,0,0.105263157894737,0.0263157894736842,0,0,0.0116959064327485,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,0,0.181286549707602,0,0,0,0,0,0.00584795321637427,0,0,0,0,0.0380116959064327,0
870,3503,0,0,0.00288184438040346,0,0,0.0259365994236311,0,0,0.0172910662824208,0,0,0,0.00288184438040346,0.0115273775216138,0,0,0.00288184438040346,0,0.0201729106628242,0,0,0,0,0,0,0.00864553314121038,0,0.0230547550432277,0.0201729106628242,0.00864553314121038,0,0,0.00864553314121038,0,0.262247838616715,0.0864553314121038,0.00576368876080692,0,0.00576368876080692,0.0115273775216138,0,0,0.0951008645533141,0.0115273775216138,0,0.103746397694524,0.0172910662824208,0,0,0.0115273775216138,0,0,0,0.00288184438040346,0,0,0.00288184438040346,0,0,0,0,0,0,0.178674351585014,0,0,0,0,0,0,0,0,0,0,0.0518731988472622,0
915,3642,0,0,0,0.00251256281407035,0,0.0351758793969849,0.0150753768844221,0,0.0804020100502513,0,0,0,0,0.0150753768844221,0,0,0,0,0.0150753768844221,0,0,0,0,0,0,0.0326633165829146,0,0.0402010050251256,0.0201005025125628,0.0201005025125628,0,0,0.0100502512562814,0,0.180904522613065,0.0276381909547739,0.0050251256281407,0,0.0050251256281407,0.0201005025125628,0,0,0.0703517587939698,0.00251256281407035,0,0.103015075376884,0.0226130653266332,0,0,0.0150753768844221,0,0,0,0,0,0,0.00251256281407035,0,0,0,0,0,0,0.175879396984925,0,0,0,0,0,0,0,0,0,0.00251256281407035,0.0804020100502513,0
960,3822,0,0,0,0,0,0.0245398773006135,0.00613496932515337,0,0.0214723926380368,0,0,0,0,0.00920245398773006,0,0,0,0,0.0122699386503067,0.00306748466257669,0,0.00306748466257669,0,0,0,0.00306748466257669,0,0.0276073619631902,0.0245398773006135,0.00306748466257669,0,0,0.00306748466257669,0,0.254601226993865,0.0276073619631902,0.00306748466257669,0,0.0184049079754601,0.00613496932515337,0,0,0.107361963190184,0.00613496932515337,0,0.0950920245398773,0.0245398773006135,0,0,0.0521472392638037,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0.190184049079755,0,0,0,0,0,0,0,0,0,0.00306748466257669,0.0674846625766871,0
1005,4028,0.00564971751412429,0,0,0,0.00282485875706215,0.019774011299435,0.0112994350282486,0,0.0395480225988701,0,0,0,0.00564971751412429,0.0112994350282486,0,0,0,0.00282485875706215,0.0169491525423729,0,0,0,0,0,0,0.00564971751412429,0,0.0480225988700565,0.0169491525423729,0.0112994350282486,0,0,0.0141242937853107,0.00282485875706215,0.18361581920904,0.0282485875706215,0.00282485875706215,0,0.00282485875706215,0.0282485875706215,0,0,0.101694915254237,0.00282485875706215,0,0.0706214689265537,0.0593220338983051,0,0,0.0254237288135593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214689265536723,0,0,0,0.00282485875706215,0,0.00282485875706215,0,0.00282485875706215,0,0,0.0564971751412429,0
1050,4237,0,0,0,0,0.00306748466257669,0.0122699386503067,0.00920245398773006,0,0.0184049079754601,0,0,0,0.00306748466257669,0.00613496932515337,0,0,0,0.00306748466257669,0.00613496932515337,0,0,0,0,0,0,0,0,0.0552147239263804,0.0245398773006135,0.0766871165644172,0,0,0,0.00613496932515337,0.113496932515337,0.0736196319018405,0.00613496932515337,0,0.00306748466257669,0.00920245398773006,0.00306748466257669,0,0.193251533742331,0.00306748466257669,0.00306748466257669,0.0644171779141104,0.0736196319018405,0,0,0.0245398773006135,0,0,0,0,0.00306748466257669,0.00306748466257669,0,0,0,0,0,0,0,0.180981595092025,0,0,0,0,0,0.00306748466257669,0,0,0,0,0.0153374233128834,0
1065,4303,0,0,0,0,0,0.0197183098591549,0.00563380281690141,0,0.0112676056338028,0,0,0,0,0.00845070422535211,0,0,0,0,0.00563380281690141,0.0028169014084507,0,0,0,0,0.0028169014084507,0.0028169014084507,0,0.0647887323943662,0.0112676056338028,0.0253521126760563,0,0,0,0,0.194366197183099,0.0169014084507042,0.00563380281690141,0,0.00563380281690141,0.0112676056338028,0.0028169014084507,0,0.205633802816901,0.00563380281690141,0,0.076056338028169,0.0140845070422535,0,0,0.0169014084507042,0,0,0,0,0,0.00563380281690141,0.0112676056338028,0,0,0,0.0422535211267606,0,0,0.183098591549296,0,0,0,0,0,0,0,0,0,0,0.0422535211267606,0
1080,4365,0,0,0,0,0,0.0160857908847185,0.0107238605898123,0,0.0107238605898123,0,0,0,0.00268096514745308,0.00268096514745308,0,0,0,0.00536193029490617,0.00536193029490617,0,0,0.00268096514745308,0,0,0,0.0134048257372654,0,0.0509383378016086,0,0.0268096514745308,0,0,0,0,0.14745308310992,0.0616621983914209,0,0,0.0107238605898123,0.0214477211796247,0,0,0.142091152815013,0.00804289544235925,0,0.120643431635389,0.0134048257372654,0,0,0.0268096514745308,0,0,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0.243967828418231,0,0,0,0,0,0,0,0.00268096514745308,0,0.00268096514745308,0.0482573726541555,0
1095,4424,0.00286532951289398,0,0,0,0.00573065902578797,0.0171919770773639,0.0114613180515759,0,0.0257879656160458,0,0,0,0,0.00573065902578797,0,0,0,0.00859598853868195,0.00859598853868195,0.00573065902578797,0,0,0,0,0,0.00286532951289398,0.00286532951289398,0.0171919770773639,0.00573065902578797,0.0401146131805158,0,0,0,0,0.146131805157593,0.0487106017191977,0.00573065902578797,0,0.00286532951289398,0.00859598853868195,0,0,0.0429799426934097,0.00286532951289398,0,0.0773638968481375,0.0229226361031519,0,0,0.0143266475644699,0,0,0,0,0,0.00286532951289398,0.00286532951289398,0,0,0,0,0,0,0.383954154727794,0,0.00286532951289398,0,0,0,0.00286532951289398,0.00286532951289398,0,0,0,0.0687679083094556,0
1110,4477,0.0029673590504451,0,0,0,0,0.0207715133531157,0,0,0.0504451038575668,0,0,0,0.0029673590504451,0,0,0,0,0,0.00890207715133531,0,0,0,0,0,0,0.00890207715133531,0,0.0771513353115727,0.0029673590504451,0.0267062314540059,0,0,0,0,0.198813056379822,0.0356083086053412,0.00593471810089021,0,0,0.0029673590504451,0,0,0.0593471810089021,0.0118694362017804,0.00890207715133531,0.130563798219585,0.0029673590504451,0,0.0029673590504451,0.0267062314540059,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0.246290801186944,0,0,0,0,0,0,0,0,0,0,0.0623145400593472,0
1140,4570,0.00573065902578797,0,0,0,0.00286532951289398,0.0229226361031519,0.0114613180515759,0,0.0229226361031519,0,0,0,0,0.0114613180515759,0,0,0,0,0.00286532951289398,0,0,0,0,0,0,0.00573065902578797,0,0.0458452722063037,0.0114613180515759,0.0429799426934097,0,0.00573065902578797,0,0.00859598853868195,0.157593123209169,0.0573065902578797,0.00859598853868195,0,0.00286532951289398,0.00573065902578797,0,0,0.0487106017191977,0.0143266475644699,0,0.0888252148997135,0.0143266475644699,0,0,0.0229226361031519,0,0,0,0,0,0,0.00573065902578797,0.00286532951289398,0,0,0,0,0,0.283667621776504,0,0,0,0.00286532951289398,0,0,0,0.00859598853868195,0,0,0.0744985673352436,0
1155,4613,0,0,0,0,0,0.0087719298245614,0.0146198830409357,0,0.0204678362573099,0,0,0,0,0.0116959064327485,0,0,0,0.00292397660818713,0.00584795321637427,0.00292397660818713,0,0,0,0,0,0,0,0.0467836257309941,0.0233918128654971,0.0555555555555556,0,0,0.00292397660818713,0,0.116959064327485,0.0380116959064327,0.00292397660818713,0,0,0,0,0,0.0497076023391813,0.0087719298245614,0.00292397660818713,0.175438596491228,0.0146198830409357,0,0,0.0321637426900585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292397660818713,0,0,0,0,0,0.00292397660818713,0,0,0,0,0.0672514619883041,0
1170,4655,0.00260416666666667,0,0,0,0.00260416666666667,0.0130208333333333,0.0078125,0,0.0130208333333333,0,0,0,0,0.00520833333333333,0,0,0,0.00260416666666667,0.00260416666666667,0,0,0,0,0,0,0.00260416666666667,0,0.0807291666666667,0.0234375,0.0651041666666667,0,0,0,0,0.1640625,0.0234375,0.00520833333333333,0,0,0.015625,0,0,0.0546875,0.00520833333333333,0,0.1328125,0.0390625,0,0,0.0260416666666667,0,0,0,0,0,0,0.00260416666666667,0.00260416666666667,0,0,0,0,0,0.229166666666667,0,0,0,0,0.00260416666666667,0,0,0.0078125,0,0,0.0677083333333333,0
1185,4698,0.0025706940874036,0,0.0025706940874036,0,0.0025706940874036,0.0102827763496144,0.0051413881748072,0,0.0179948586118252,0,0,0,0.0051413881748072,0.0051413881748072,0,0,0,0.0051413881748072,0.0077120822622108,0,0.0025706940874036,0,0,0,0,0.0025706940874036,0,0.025706940874036,0.0334190231362468,0.025706940874036,0,0,0,0,0.161953727506427,0.0591259640102828,0.0025706940874036,0,0,0.012853470437018,0,0,0.0488431876606684,0.0051413881748072,0,0.161953727506427,0.0154241645244216,0,0,0.0282776349614396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282776349614396,0,0,0,0,0,0,0,0,0,0,0.0668380462724936,0
1200,4745,0.00273224043715847,0,0,0,0.00546448087431694,0.0163934426229508,0.00546448087431694,0,0.0109289617486339,0,0.00273224043715847,0,0.00273224043715847,0.00546448087431694,0,0,0,0.00273224043715847,0.00273224043715847,0.00546448087431694,0,0,0,0.00273224043715847,0,0,0,0.0191256830601093,0.0163934426229508,0.0191256830601093,0,0,0,0.00273224043715847,0.166666666666667,0.0683060109289618,0.00546448087431694,0,0,0.0163934426229508,0,0.00273224043715847,0.040983606557377,0,0.00546448087431694,0.133879781420765,0.0355191256830601,0,0,0.0355191256830601,0,0.00273224043715847,0,0,0.00273224043715847,0,0,0.00273224043715847,0,0,0,0,0,0.262295081967213,0,0,0,0,0,0,0,0.00819672131147541,0,0.00546448087431694,0.0819672131147541,0
1215,4795,0.00588235294117647,0,0,0,0.00294117647058824,0.0088235294117647,0.00588235294117647,0,0.0323529411764706,0,0,0,0,0.00294117647058824,0,0.00294117647058824,0,0.00588235294117647,0.00294117647058824,0,0,0,0,0,0,0.00294117647058824,0,0.0235294117647059,0.0147058823529412,0.0529411764705882,0,0,0,0,0.1,0.0441176470588235,0.00294117647058824,0,0,0.00294117647058824,0,0,0.0764705882352941,0.0117647058823529,0,0.138235294117647,0.0117647058823529,0,0,0.0617647058823529,0,0,0.00294117647058824,0,0,0,0.00294117647058824,0.00294117647058824,0,0,0,0,0,0.291176470588235,0,0,0,0,0,0,0,0,0,0,0.0852941176470588,0
1230,4852,0.0071599045346062,0,0,0,0.00477326968973747,0.0119331742243437,0.00954653937947494,0,0.0119331742243437,0,0.00238663484486874,0,0.00238663484486874,0.00477326968973747,0,0,0,0,0,0.00238663484486874,0.00238663484486874,0,0,0,0,0,0,0.0119331742243437,0.0143198090692124,0.0381861575178998,0,0.00238663484486874,0.00238663484486874,0.00477326968973747,0.0548926014319809,0.045346062052506,0.00238663484486874,0,0,0.00477326968973747,0,0,0.0477326968973747,0.0071599045346062,0,0.128878281622912,0.0286396181384248,0,0,0.0214797136038186,0,0,0,0.00238663484486874,0,0.00238663484486874,0.00477326968973747,0.0143198090692124,0,0,0,0,0,0.33890214797136,0,0,0.00238663484486874,0.00238663484486874,0,0.00238663484486874,0,0.00477326968973747,0,0,0.15035799522673,0
1235.5,4875,0.00568181818181818,0,0,0,0,0.0227272727272727,0.00852272727272727,0,0.0198863636363636,0,0,0,0,0.00568181818181818,0,0,0,0.00284090909090909,0,0.00284090909090909,0,0,0,0,0,0.00568181818181818,0.00284090909090909,0.0454545454545455,0.00852272727272727,0.0340909090909091,0,0,0,0,0.105113636363636,0.0397727272727273,0.00568181818181818,0,0,0.00284090909090909,0,0,0.119318181818182,0.0113636363636364,0,0.133522727272727,0.00568181818181818,0,0.00284090909090909,0.0397727272727273,0,0,0,0,0,0,0.00568181818181818,0,0,0,0,0,0,0.303977272727273,0,0,0,0,0,0.00284090909090909,0,0,0,0.00284090909090909,0.0539772727272727,0
1245,4917,0,0,0,0,0,0.0140845070422535,0.0197183098591549,0,0.0197183098591549,0,0,0,0,0.00563380281690141,0,0.0028169014084507,0,0.0028169014084507,0,0,0,0,0,0,0,0.0112676056338028,0.00845070422535211,0.0197183098591549,0.0225352112676056,0.0394366197183099,0,0,0,0.00845070422535211,0.0845070422535211,0.0394366197183099,0.00563380281690141,0,0,0.0169014084507042,0,0,0.138028169014085,0.0028169014084507,0,0.146478873239437,0.0253521126760563,0,0,0.0619718309859155,0,0,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,0.222535211267606,0,0,0,0,0.00563380281690141,0,0,0.0028169014084507,0,0,0.0704225352112676,0
1260,4989,0,0,0,0,0.0103092783505155,0.0257731958762887,0.0128865979381443,0,0.0283505154639175,0,0,0,0,0,0,0,0,0.00515463917525773,0,0,0,0,0,0,0,0,0.00257731958762887,0.0515463917525773,0.0180412371134021,0.0231958762886598,0,0,0,0,0.103092783505155,0.0360824742268041,0.00515463917525773,0,0,0.0180412371134021,0,0,0.0850515463917526,0.0103092783505155,0.00257731958762887,0.128865979381443,0.0335051546391753,0,0,0.0438144329896907,0,0,0,0,0,0.00515463917525773,0.00257731958762887,0,0,0,0,0,0,0.275773195876289,0,0,0,0.00515463917525773,0.00257731958762887,0,0,0.00257731958762887,0,0.00257731958762887,0.0592783505154639,0
1275,5070,0,0,0,0.00256410256410256,0.00256410256410256,0.0179487179487179,0.0128205128205128,0,0.0256410256410256,0,0,0,0,0.00256410256410256,0,0,0,0.00512820512820513,0.00512820512820513,0,0,0,0,0,0,0.00769230769230769,0.00256410256410256,0.041025641025641,0.0153846153846154,0.0461538461538462,0,0,0.00256410256410256,0,0.212820512820513,0.0179487179487179,0.00769230769230769,0,0,0.0333333333333333,0,0,0.0974358974358974,0.00256410256410256,0,0.123076923076923,0.0205128205128205,0,0,0.0205128205128205,0,0,0,0,0,0,0.00512820512820513,0,0,0,0,0,0,0.18974358974359,0,0,0,0,0,0.00256410256410256,0,0.00256410256410256,0,0,0.0743589743589744,0
1290,5158,0.00291545189504373,0,0,0,0.0087463556851312,0.0087463556851312,0.00583090379008746,0,0.0116618075801749,0,0,0,0,0.0116618075801749,0,0,0,0.00583090379008746,0.00583090379008746,0,0,0,0,0,0,0.0087463556851312,0,0.0583090379008746,0.00291545189504373,0.0291545189504373,0,0,0,0,0.14868804664723,0.0145772594752187,0.00583090379008746,0,0,0.0233236151603499,0,0,0.119533527696793,0.00291545189504373,0.00291545189504373,0.151603498542274,0.0408163265306122,0,0,0.0495626822157434,0,0,0,0,0,0.00583090379008746,0,0.0087463556851312,0,0,0,0,0,0.169096209912536,0,0,0,0,0,0.0116618075801749,0,0,0,0,0.0845481049562682,0
1305,5253,0,0,0,0,0,0.00862068965517241,0.00574712643678161,0,0.0114942528735632,0,0,0,0.0028735632183908,0.0028735632183908,0,0,0,0.0028735632183908,0,0.00862068965517241,0,0,0,0,0,0.00574712643678161,0.00574712643678161,0.0258620689655172,0.0114942528735632,0.014367816091954,0,0,0,0,0.235632183908046,0.0028735632183908,0,0,0,0.028735632183908,0,0,0.112068965517241,0.00862068965517241,0,0.149425287356322,0.0201149425287356,0,0,0.0258620689655172,0,0,0,0,0,0,0.00862068965517241,0,0,0,0,0,0,0.227011494252874,0,0,0,0,0,0.0028735632183908,0,0,0,0,0.0718390804597701,0
