"sample.depths","sample.ages","Abies","Artemisia","Betula","Amaranthaceae.undiff.","Quercus","Salix","Tilia","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Alnus","Ambrosia","Juniperus.Thuja","Fraxinus","Pinus","Poaceae","Acer.saccharum","Ostrya","Cyperaceae","Picea","Platanus","Populus","Acer.saccharinum","Fagus","Acer.rubrum","Plantago","Juglans","Acer.undiff.","Campanulaceae","Larix","Sarcobatus.vermiculatus","Rumex","Carya","Corylus","Elaeagnus","Myrica","Liquidambar","Acer.spicatum","Ephedra","Rosaceae","Ericaceae","Ilex","Xanthium","Acer.negundo"
732,10453,0.00340715502555366,0.0170357751277683,0.0851788756388416,0.010221465076661,0.0408858603066439,0,0,0.00681431005110733,0.00340715502555366,0.0545144804088586,0,0.00340715502555366,0,0.0170357751277683,0.0136286201022147,0.592844974446337,0.0136286201022147,0,0.0340715502555366,0.00681431005110733,0.0698466780238501,0,0.00681431005110733,0,0,0,0,0.00681431005110733,0,0,0.00340715502555366,0,0,0.00340715502555366,0,0,0.00681431005110733,0,0,0,0,0,0,0,0
738,10598,0.00323624595469256,0.0226537216828479,0.16504854368932,0.00323624595469256,0.0420711974110032,0.00323624595469256,0,0.00323624595469256,0,0.0485436893203883,0,0.00647249190938511,0.00323624595469256,0.0388349514563107,0.00323624595469256,0.516181229773463,0.00970873786407767,0.00323624595469256,0.029126213592233,0.0161812297734628,0.06957928802589,0.00323624595469256,0.00970873786407767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,10694,0.00140252454417952,0.0140252454417952,0.115007012622721,0.00841514726507714,0.05890603085554,0.00561009817671809,0,0,0,0.0392706872370266,0,0.00561009817671809,0.00561009817671809,0.00841514726507714,0.00841514726507714,0.636746143057504,0.00280504908835905,0.00280504908835905,0.0168302945301543,0,0.0308555399719495,0.0112201963534362,0.0140252454417952,0,0,0,0,0,0,0,0.00841514726507714,0,0,0,0.00280504908835905,0,0,0,0,0,0.00280504908835905,0,0,0,0
743,10719,0.00553250345781466,0.0110650069156293,0.0719225449515906,0.00276625172890733,0.0470262793914246,0.00829875518672199,0,0.00276625172890733,0,0.0276625172890733,0,0,0.00276625172890733,0.0276625172890733,0.0110650069156293,0.612724757952974,0.0138312586445367,0,0.016597510373444,0.016597510373444,0.0885200553250346,0.00276625172890733,0.0110650069156293,0.00276625172890733,0.00276625172890733,0,0,0.00553250345781466,0,0,0.00829875518672199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,10815,0.0122199592668024,0.00407331975560081,0.0733197556008147,0.00407331975560081,0.044806517311609,0.0162932790224033,0,0,0.00407331975560081,0.0244399185336049,0,0.0162932790224033,0.00407331975560081,0.00407331975560081,0.0122199592668024,0.635437881873727,0.0162932790224033,0,0.0325865580448065,0.00407331975560081,0.0753564154786151,0,0.00407331975560081,0,0,0,0,0,0,0,0,0,0,0.00814663951120163,0,0,0,0,0,0,0.00407331975560081,0,0,0,0
748,10840,0.00407608695652174,0.0108695652173913,0.10054347826087,0,0.0570652173913043,0.00271739130434783,0,0.00271739130434783,0.00271739130434783,0.0597826086956522,0,0,0.0108695652173913,0.0298913043478261,0.0135869565217391,0.610054347826087,0.00543478260869565,0.00271739130434783,0.00815217391304348,0.016304347826087,0.0407608695652174,0.00543478260869565,0.00543478260869565,0,0,0,0,0,0,0,0.00271739130434783,0,0,0,0.00271739130434783,0,0,0,0,0,0.00543478260869565,0,0,0,0
752,10936,0.00405679513184584,0.00811359026369168,0.0892494929006085,0,0.0283975659229209,0,0,0,0.00405679513184584,0.0608519269776876,0,0.00405679513184584,0.0202839756592292,0.0162271805273834,0.00811359026369168,0.628803245436105,0.00811359026369168,0,0.0202839756592292,0.00405679513184584,0.075050709939148,0,0.00811359026369168,0,0,0,0,0.00405679513184584,0,0,0,0,0,0.00811359026369168,0,0,0,0,0,0,0,0,0,0,0
753,10960,0.00711743772241993,0.0237247924080664,0.0711743772241993,0.0118623962040332,0.0593119810201661,0.0118623962040332,0,0,0.00237247924080664,0.0355871886120996,0,0.00474495848161329,0.0118623962040332,0.00237247924080664,0.0213523131672598,0.596678529062871,0.00237247924080664,0.00237247924080664,0.0284697508896797,0,0.102016607354686,0,0,0,0,0,0,0,0,0,0,0,0,0.00474495848161329,0,0,0,0,0,0,0,0,0,0,0
756,11033,0.0090293453724605,0.036117381489842,0.036117381489842,0,0.0948081264108352,0.00451467268623025,0,0,0,0.0812641083521445,0,0,0.0135440180586907,0.0496613995485327,0.0225733634311512,0.471783295711061,0.0270880361173815,0,0.00451467268623025,0.0225733634311512,0.0857787810383747,0,0.0225733634311512,0,0,0,0,0.00451467268623025,0,0,0,0,0,0,0,0,0,0,0,0,0.00451467268623025,0,0,0.0090293453724605,0
762,NA,0.013677811550152,0.027355623100304,0.060790273556231,0.0151975683890578,0.0972644376899696,0.00911854103343465,0,0,0,0.033434650455927,0,0.0060790273556231,0.0303951367781155,0.0729483282674772,0.00911854103343465,0.314589665653495,0.00911854103343465,0,0.0243161094224924,0.0060790273556231,0.206686930091185,0.0060790273556231,0.0395136778115502,0,0,0,0,0,0,0,0.0121580547112462,0,0,0,0,0,0,0,0,0,0.00303951367781155,0,0,0,0.00303951367781155
773,NA,0,0.0464135021097046,0.0210970464135021,0,0.0759493670886076,0.0210970464135021,0,0,0.029535864978903,0.0506329113924051,0,0,0.0168776371308017,0.0886075949367089,0.0210970464135021,0.40084388185654,0.0337552742616034,0.00843881856540084,0.0253164556962025,0.0126582278481013,0.105485232067511,0,0.0421940928270042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,NA,0,0.0424403183023873,0.0212201591511936,0,0.0636604774535809,0.0159151193633952,0,0,0,0.0636604774535809,0,0,0.0212201591511936,0.0212201591511936,0.0212201591511936,0.416445623342175,0.026525198938992,0.0106100795755968,0,0.0106100795755968,0.169761273209549,0,0.0371352785145889,0,0,0,0,0.0212201591511936,0,0,0.0106100795755968,0,0,0.0106100795755968,0,0,0.00530503978779841,0,0,0,0.0106100795755968,0,0,0,0
793,NA,0,0.0113851992409867,0.0189753320683112,0,0.0607210626185958,0.00379506641366224,0,0.00379506641366224,0.00759013282732448,0.015180265654649,0,0,0.00759013282732448,0.0265654648956357,0.00759013282732448,0.578747628083491,0.00379506641366224,0.00759013282732448,0.00759013282732448,0.0227703984819734,0.197343453510436,0,0.00759013282732448,0,0,0,0,0.00379506641366224,0,0,0,0,0,0,0.00379506641366224,0,0,0,0,0,0.00379506641366224,0,0,0,0
805,NA,0,0.0523138832997988,0.0402414486921529,0.00804828973843058,0.0643863179074447,0.00804828973843058,0,0,0.0120724346076459,0.0362173038229376,0,0.00402414486921529,0.0120724346076459,0.0120724346076459,0.0160965794768612,0.58148893360161,0.0120724346076459,0,0.0120724346076459,0,0.100603621730382,0,0.0160965794768612,0,0,0,0,0.00402414486921529,0,0,0,0,0.00402414486921529,0.00402414486921529,0,0,0,0,0,0,0,0,0,0,0
815,NA,0.00852878464818763,0.046908315565032,0.0511727078891258,0.00852878464818763,0.0895522388059701,0.00426439232409382,0,0,0.00852878464818763,0.0682302771855011,0,0,0.0170575692963753,0.0255863539445629,0.0127931769722814,0.422174840085288,0.0255863539445629,0,0.0170575692963753,0.0127931769722814,0.147121535181237,0,0.0170575692963753,0,0,0,0,0.00426439232409382,0,0,0.00426439232409382,0,0,0.00426439232409382,0.00426439232409382,0,0,0,0,0,0,0,0,0,0
