"sample.depths","sample.ages","Acer.saccharum.type","Acer.pensylvanicum","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Poaceae.undiff.","Juglans.cinerea","Kalmia","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata","Plantago.media","Platanus","Quercus","Rumex","Sambucus","Tilia","Tsuga","Ulmus","Alnus","Myrica","Viburnum","Cerealia","Abies","Acer.spicatum","Ilex","Populus","Ericaceae.undiff.","Nyssa","Geranium","Juglans.nigra","Salix","Taxus","Thalictrum","Rhus","Ranunculus","Liquidambar","Brassicaceae","Primulaceae","Larix","Celtis","Cornus","Prunus.Sorbus","Rosaceae.undiff.","Galium","Portulacaceae","Acer.saccharinum.type","Amaranthaceae","Acer.negundo","Vitis","Sanguisorba","Potentilla.type","Clethra","Cephalanthus","Liliaceae","Cannabaceae","Apiaceae","Caryophyllaceae","Oxyria.digyna","Rubus","Urtica.type","Geum.type","Fabaceae","Dryas.type","Polygonaceae.undiff.","Saxifragaceae","Lamiaceae","Scrophulariaceae"
320,10544,0.00480769230769231,0,0.000600961538461538,0.00120192307692308,0.00120192307692308,0.0697115384615385,0.000600961538461538,0,0.00120192307692308,0.0120192307692308,0.00360576923076923,0.00480769230769231,0,0.0132211538461538,0.0114182692307692,0.00300480769230769,0.000600961538461538,0,0.0528846153846154,0.0144230769230769,0.110576923076923,0.296274038461538,0,0,0.000600961538461538,0.329927884615385,0,0.000600961538461538,0,0.0210336538461538,0.0228365384615385,0.0126201923076923,0,0,0,0.00420673076923077,0.000600961538461538,0,0.000600961538461538,0,0,0,0,0.00120192307692308,0,0.000600961538461538,0,0,0,0,0,0,0,0,0,0,0,0,0.00300480769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,10841,0.0116448326055313,0.000970402717127608,0.00242600679281902,0,0.000970402717127608,0.0713245997088792,0.00242600679281902,0.000485201358563804,0,0.00533721494420184,0.000970402717127608,0.00388161086851043,0.000485201358563804,0.0174672489082969,0.0174672489082969,0.000970402717127608,0.000485201358563804,0,0.0441533236293062,0.0150412421154779,0.180980106744299,0.227559437166424,0,0,0.00145560407569141,0.333818534691897,0,0,0,0.0179524502668607,0.0121300339640951,0.0160116448326055,0.00194080543425522,0.000485201358563804,0,0.00582241630276565,0,0.00145560407569141,0.000970402717127608,0.000485201358563804,0,0,0,0.000485201358563804,0,0,0,0,0,0,0,0.000485201358563804,0,0,0,0.000970402717127608,0,0,0,0,0,0,0,0,0,0,0,0.000485201358563804,0,0,0,0,0,0,0,0,0,0,0,0
340,11074,0.0125406409660938,0.000464468183929401,0.0018578727357176,0.0013934045517882,0.000464468183929401,0.075243845796563,0,0.000928936367858802,0.000928936367858802,0.00882489549465862,0.000928936367858802,0.00371574547143521,0.000464468183929401,0.00928936367858802,0.0241523455643288,0.0018578727357176,0.000464468183929401,0,0.0348351137947051,0.0143985137018114,0.212726428239666,0.257315373896888,0,0,0.0018578727357176,0.269856014862982,0,0.000464468183929401,0,0.0148629818857408,0.0120761727821644,0.0195076637250348,0.000928936367858802,0.000464468183929401,0,0.0120761727821644,0,0.0013934045517882,0.000464468183929401,0,0,0,0,0.000928936367858802,0.002322340919647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,11223,0.00808823529411765,0.00294117647058824,0.00441176470588235,0.00147058823529412,0.000735294117647059,0.0955882352941176,0.00147058823529412,0,0,0.00735294117647059,0.00220588235294118,0.000735294117647059,0.00294117647058824,0.00514705882352941,0.0176470588235294,0.00367647058823529,0.000735294117647059,0,0.0220588235294118,0.0183823529411765,0.151470588235294,0.347058823529412,0,0,0.00147058823529412,0.245588235294118,0,0,0,0.00808823529411765,0.0088235294117647,0.0169117647058824,0.000735294117647059,0,0,0.0220588235294118,0,0.000735294117647059,0,0,0,0,0,0,0,0,0,0.000735294117647059,0,0,0,0,0,0,0,0,0,0,0,0.000735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,11291,0.0226269315673289,0.0033112582781457,0.00496688741721854,0,0.0011037527593819,0.15673289183223,0.0022075055187638,0,0.0011037527593819,0.0149006622516556,0.00386313465783664,0.00551876379690949,0.000551876379690949,0.00938189845474614,0.0137969094922737,0.00165562913907285,0.000551876379690949,0,0.0264900662251656,0.0137969094922737,0.204746136865342,0.272075055187638,0,0,0.00165562913907285,0.151766004415011,0,0,0,0.00662251655629139,0.0149006622516556,0.0281456953642384,0.0011037527593819,0,0,0.0209713024282561,0.0011037527593819,0.000551876379690949,0.0022075055187638,0,0,0,0,0.000551876379690949,0.00275938189845475,0,0.000551876379690949,0,0,0,0,0.00496688741721854,0.000551876379690949,0,0,0.000551876379690949,0,0,0,0.000551876379690949,0.000551876379690949,0,0,0,0,0,0,0,0.000551876379690949,0,0,0,0,0,0,0,0,0,0,0
370,11336,0.0184,0.0072,0.004,0.0016,0.0024,0.1936,0.0016,8e-04,0,0.0112,0.004,0.0048,0.0016,0.0032,0.024,0.0016,0,0,0.0296,0.032,0.1672,0.3048,0,0,0,0.1112,0,0,0,0.0088,0.012,0.0192,0.0016,8e-04,0,0.0264,8e-04,0,0.0016,0,0,0,0,0,0.0016,0,0,0,8e-04,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,11357,0.0181323662737987,0,0.00271985494106981,0.00271985494106981,0.00362647325475975,0.228467815049864,0,0.00181323662737987,0.00181323662737987,0.0163191296464189,0.00181323662737987,0.00906618313689937,0.00181323662737987,0.00362647325475975,0.0371713508612874,0.00543970988213962,0.000906618313689937,0,0.029011786038078,0.0371713508612874,0.208522212148685,0.201269265639166,0,0,0.00181323662737987,0.100634632819583,0,0,0,0.00815956482320943,0.0099728014505893,0.0208522212148685,0.000906618313689937,0.000906618313689937,0,0.0317316409791478,0,0,0,0,0,0,0,0.00362647325475975,0,0,0,0,0,0,0,0.00543970988213962,0,0,0,0,0,0,0.00271985494106981,0.000906618313689937,0,0,0,0,0,0.000906618313689937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,11378,0.0114739629302736,0.00088261253309797,0,0.00176522506619594,0.00088261253309797,0.316857899382171,0.00088261253309797,0.00088261253309797,0.00264783759929391,0.0150044130626655,0.00264783759929391,0.00970873786407767,0.00529567519858782,0.00441306266548985,0.0335392762577229,0.00353045013239188,0.00176522506619594,0,0.0361871138570168,0.0423654015887026,0.088261253309797,0.23036187113857,0,0,0.00088261253309797,0.0935569285083848,0,0,0,0.00706090026478376,0.00353045013239188,0.030891438658429,0.00617828773168579,0,0,0.030008826125331,0.00264783759929391,0,0.00441306266548985,0,0,0,0,0.00264783759929391,0.00264783759929391,0.00088261253309797,0,0,0,0,0,0.00353045013239188,0.00088261253309797,0,0,0,0,0,0,0,0,0,0,0.00088261253309797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,11419,0.013738959764475,0.00098135426889107,0,0.00098135426889107,0.00294406280667321,0.260058881256133,0,0,0.00196270853778214,0.0196270853778214,0.00392541707556428,0.00294406280667321,0.00098135426889107,0.00490677134445535,0.0245338567222767,0.00294406280667321,0,0,0.0206084396467125,0.0588812561334642,0.15603532875368,0.20215897939156,0,0,0.00196270853778214,0.0893032384690873,0,0,0,0.00490677134445535,0.0157016683022571,0.0353287536800785,0.00785083415112856,0,0,0.0529931305201178,0,0.00098135426889107,0.00490677134445535,0,0,0,0,0.00098135426889107,0,0,0,0,0,0,0,0.00392541707556428,0,0,0,0,0,0,0,0.00098135426889107,0,0,0.00098135426889107,0,0,0,0,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
400,11481,0.00460829493087558,0,0.00307219662058372,0.00307219662058372,0.00614439324116743,0.17357910906298,0,0.00153609831029186,0.00153609831029186,0.0353302611367127,0.00153609831029186,0.0199692780337942,0,0.00153609831029186,0.0230414746543779,0.00460829493087558,0.00153609831029186,0,0.0337941628264209,0.139784946236559,0.098310291858679,0.228878648233487,0,0,0,0.064516129032258,0,0,0,0.00460829493087558,0.0122887864823349,0.0445468509984639,0.00460829493087558,0,0,0.0506912442396313,0,0,0.00614439324116743,0,0,0,0,0.00460829493087558,0,0.00153609831029186,0,0,0,0,0,0.0230414746543779,0,0.00153609831029186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,11557,0.00489596083231334,0,0,0.00122399020807834,0.00244798041615667,0.238678090575275,0.00122399020807834,0,0.00244798041615667,0.018359853121175,0.011015911872705,0.0122399020807834,0,0.00244798041615667,0.0122399020807834,0.00122399020807834,0.00244798041615667,0,0.02203182374541,0.116279069767442,0.0966952264381885,0.200734394124847,0,0,0,0.0563035495716034,0.00122399020807834,0,0,0.01468788249694,0.00856793145654835,0.0844553243574051,0.00611995104039168,0,0,0.0379436964504284,0.00244798041615667,0,0.011015911872705,0.00611995104039168,0.00122399020807834,0,0,0.00244798041615667,0,0.00122399020807834,0,0,0,0,0,0.018359853121175,0,0,0,0,0,0,0,0,0,0.00122399020807834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,11657,0.00196463654223969,0,0,0,0.00196463654223969,0.220039292730845,0.00196463654223969,0,0.00392927308447937,0.0157170923379175,0.00982318271119843,0.037328094302554,0,0,0.0157170923379175,0.00982318271119843,0,0,0.0235756385068762,0.151277013752456,0.0392927308447937,0.239685658153242,0,0,0,0.0589390962671906,0,0,0,0.0137524557956778,0.00392927308447937,0.068762278978389,0.00392927308447937,0,0,0.0432220039292731,0.00196463654223969,0,0.00196463654223969,0.00196463654223969,0,0,0,0.00196463654223969,0,0.00196463654223969,0,0,0,0,0,0.0255402750491159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,11718,0.00189035916824197,0,0.00189035916824197,0.00189035916824197,0.00756143667296786,0.194706994328922,0,0,0.00945179584120983,0.0207939508506616,0.00756143667296786,0.0170132325141777,0,0,0.0151228733459357,0.00945179584120983,0,0,0.0396975425330813,0.181474480151229,0.0434782608695652,0.204158790170132,0,0,0,0.0491493383742911,0.00189035916824197,0,0,0.0151228733459357,0.0132325141776938,0.0907372400756144,0.00378071833648393,0,0,0.0283553875236295,0.00189035916824197,0,0.00189035916824197,0.0056710775047259,0,0,0,0.00756143667296786,0,0.00189035916824197,0,0.00189035916824197,0,0,0,0.0132325141776938,0,0.00189035916824197,0,0,0,0,0,0,0,0,0.00189035916824197,0.00189035916824197,0,0,0,0,0,0.00189035916824197,0,0,0,0,0,0,0,0,0,0
440,11954,0.00403768506056528,0,0,0,0.00403768506056528,0.224764468371467,0.00134589502018843,0,0.00403768506056528,0.0121130551816958,0.0053835800807537,0.0201884253028264,0,0.00403768506056528,0.0121130551816958,0.00807537012113055,0,0,0.0215343203230148,0.223418573351279,0.0336473755047106,0.165545087483176,0,0,0,0.0336473755047106,0,0,0,0.0148048452220727,0.00269179004037685,0.111709286675639,0,0,0,0.072678331090175,0,0,0.00403768506056528,0.00269179004037685,0,0,0,0.00403768506056528,0,0,0,0,0,0,0,0.00807537012113055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134589502018843,0,0,0,0,0,0,0,0,0,0
450,12163,0,0,0,0.00139275766016713,0.00696378830083565,0.162952646239554,0,0.00139275766016713,0,0.0153203342618384,0.00278551532033426,0.0250696378830084,0,0.00139275766016713,0.00696378830083565,0.0139275766016713,0.00557103064066852,0,0.0403899721448468,0.270194986072423,0.0181058495821727,0.161559888579387,0,0,0,0.0501392757660167,0,0,0,0.00557103064066852,0.00835654596100279,0.107242339832869,0,0,0,0.0626740947075209,0,0,0.011142061281337,0,0,0,0,0.00417827298050139,0,0.00139275766016713,0,0,0.00139275766016713,0,0,0.0125348189415042,0,0,0,0,0,0,0,0.00139275766016713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,12420,0.0032520325203252,0.0016260162601626,0,0.0032520325203252,0.0065040650406504,0.0666666666666667,0.0016260162601626,0.0016260162601626,0.0048780487804878,0.0048780487804878,0.0211382113821138,0.0357723577235772,0,0.0016260162601626,0.0097560975609756,0.016260162601626,0,0,0.056910569105691,0.284552845528455,0.0211382113821138,0.209756097560976,0,0,0,0.0747967479674797,0,0,0,0.0016260162601626,0.0097560975609756,0.065040650406504,0.0048780487804878,0,0,0.0601626016260163,0,0,0.016260162601626,0,0,0,0,0.0016260162601626,0.0016260162601626,0.0016260162601626,0,0,0,0,0,0.0032520325203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016260162601626,0,0.0016260162601626,0.0016260162601626,0.0032520325203252,0,0,0,0,0,0,0
470,12730,0,0,0,0,0.00282485875706215,0.0367231638418079,0,0,0.0141242937853107,0.00847457627118644,0.0310734463276836,0.115819209039548,0,0,0.00847457627118644,0.0310734463276836,0,0,0.0847457627118644,0.367231638418079,0.00282485875706215,0.15819209039548,0,0,0,0.0564971751412429,0,0,0,0,0.0112994350282486,0.00282485875706215,0,0,0,0.0112994350282486,0,0,0.00282485875706215,0,0,0,0,0.019774011299435,0,0.00282485875706215,0,0.00282485875706215,0,0.00847457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00282485875706215,0,0.00282485875706215,0,0.00847457627118644,0.00282485875706215,0.00282485875706215,0,0,0,0,0
475,12903,0,0,0,0.0106951871657754,0.0213903743315508,0.0695187165775401,0,0,0.0053475935828877,0.0160427807486631,0.0106951871657754,0.235294117647059,0,0,0,0.0267379679144385,0,0,0.0106951871657754,0.224598930481283,0,0.18716577540107,0,0,0,0.0588235294117647,0,0,0,0,0,0.0267379679144385,0,0,0,0.0053475935828877,0,0,0,0.0053475935828877,0,0,0,0.0374331550802139,0,0.0053475935828877,0,0.0053475935828877,0,0,0,0.0053475935828877,0,0,0,0.0106951871657754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053475935828877,0.0053475935828877,0.0053475935828877,0.0053475935828877,0
480,13083,0,0,0,0.00943396226415094,0,0.0283018867924528,0,0,0,0.00943396226415094,0.00943396226415094,0.216981132075472,0,0,0,0.0754716981132075,0,0,0.0377358490566038,0.113207547169811,0,0.30188679245283,0,0,0,0.0566037735849057,0,0,0,0,0,0.0471698113207547,0,0,0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0.0188679245283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943396226415094
