"sample.depths","sample.ages","Ambrosia.type","Artemisia","Carya","Asteraceae.undiff.","Cyperaceae","Fraxinus.nigra.type","Herbs.undiff.","Picea","Pinus.undiff.","Quercus","Salix","Trees.undiff.","Tsuga","Ulmus","Acer","Juglans","Populus","Amaranthaceae","Poaceae","Rosaceae","Polygonaceae","Rhamnaceae.Vitaceae","Aquifoliaceae","Betula","Ostrya.Carpinus","Abies","Thalictrum","Tilia","Fagus","Larix","Cupressaceae","Fraxinus.pennsylvanica.type","Alnus","Pinus.subg..Strobus","Corylus","Celtis"
215,7859,0.0491329479768786,0.00289017341040462,0.0317919075144509,0.0635838150289017,0.0664739884393064,0.0346820809248555,0.00578034682080925,0,0.00578034682080925,0.604046242774566,0.00578034682080925,0.0115606936416185,0,0.046242774566474,0.023121387283237,0.00578034682080925,0.00867052023121387,0.0115606936416185,0,0.0144508670520231,0,0,0,0,0.00289017341040462,0,0.00289017341040462,0,0.00289017341040462,0,0,0,0,0,0,0
235,8242,0.0128205128205128,0,0.0641025641025641,0.0384615384615385,0.192307692307692,0.0128205128205128,0,0.0128205128205128,0.0128205128205128,0.512820512820513,0,0.0128205128205128,0,0.0384615384615385,0,0.0384615384615385,0,0.0256410256410256,0,0.0128205128205128,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0
240,8342,0.0404624277456647,0.0173410404624277,0.0289017341040462,0.023121387283237,0.416184971098266,0.00578034682080925,0,0.00578034682080925,0.023121387283237,0.317919075144509,0.00578034682080925,0.00578034682080925,0,0.0346820809248555,0.0115606936416185,0.0115606936416185,0.00578034682080925,0,0,0.0346820809248555,0,0,0,0,0,0,0,0.00578034682080925,0.00578034682080925,0,0,0,0,0,0,0
250,8544,0.0152671755725191,0.0152671755725191,0,0.0458015267175573,0.183206106870229,0,0,0,0,0,0,0.0305343511450382,0,0,0,0,0,0.0381679389312977,0.0152671755725191,0,0,0,0,0,0,0.0305343511450382,0,0,0,0.618320610687023,0.00763358778625954,0,0,0,0,0
260,8749,0.0833333333333333,0,0.0555555555555556,0.0416666666666667,0.125,0.0555555555555556,0,0,0.0277777777777778,0.430555555555556,0,0,0,0,0.0694444444444444,0,0,0.0972222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0
315,9809,0.00536193029490617,0.00268096514745308,0.107238605898123,0.0294906166219839,0.0723860589812333,0.00536193029490617,0.0241286863270777,0,0,0.501340482573727,0.00536193029490617,0,0,0.142091152815013,0.0187667560321716,0.00268096514745308,0.00268096514745308,0.00268096514745308,0,0.0160857908847185,0,0,0,0,0.0348525469168901,0,0,0.0107238605898123,0.0107238605898123,0.00268096514745308,0,0.00268096514745308,0,0,0,0
325,9976,0.0205761316872428,0.00823045267489712,0.164609053497942,0.0102880658436214,0.0473251028806584,0.0308641975308642,0.00617283950617284,0.00411522633744856,0.0102880658436214,0.409465020576132,0,0.00205761316872428,0,0.174897119341564,0.0288065843621399,0.00205761316872428,0.00205761316872428,0.00411522633744856,0,0.0185185185185185,0,0,0,0.00411522633744856,0.0288065843621399,0.00205761316872428,0,0,0.0123456790123457,0,0,0,0,0.00205761316872428,0.00617283950617284,0
335,10134,0.0189125295508274,0,0.115839243498818,0.0449172576832151,0.0520094562647754,0.033096926713948,0.00236406619385343,0.00236406619385343,0.00236406619385343,0.453900709219858,0,0.00472813238770686,0,0.130023640661939,0.0236406619385343,0.00472813238770686,0.00709219858156028,0,0.00236406619385343,0.0260047281323877,0,0,0,0.00472813238770686,0.0378250591016548,0,0.00236406619385343,0.00236406619385343,0.0189125295508274,0.00472813238770686,0,0.00236406619385343,0,0,0.00236406619385343,0
345,10284,0.0123762376237624,0,0.193069306930693,0.0321782178217822,0.0420792079207921,0.0148514851485149,0.00495049504950495,0,0.0123762376237624,0.425742574257426,0,0.00495049504950495,0,0.136138613861386,0.00742574257425743,0.0148514851485149,0,0,0,0.0272277227722772,0,0,0,0.00495049504950495,0.0420792079207921,0,0,0.00742574257425743,0.00495049504950495,0,0,0.00742574257425743,0,0.00247524752475248,0.00247524752475248,0
390,10842,0.0106837606837607,0.0106837606837607,0.151709401709402,0.032051282051282,0.032051282051282,0.014957264957265,0.014957264957265,0.00213675213675214,0.00213675213675214,0.474358974358974,0.00213675213675214,0.00213675213675214,0,0.158119658119658,0.0256410256410256,0.00213675213675214,0.00641025641025641,0.00213675213675214,0.00213675213675214,0.0106837606837607,0,0,0,0.00213675213675214,0.0235042735042735,0,0,0.00213675213675214,0.00854700854700855,0,0,0,0,0,0.00427350427350427,0.00213675213675214
400,10941,0.02710027100271,0,0.097560975609756,0.002710027100271,0.037940379403794,0.013550135501355,0.010840108401084,0,0.008130081300813,0.376693766937669,0.00542005420054201,0.002710027100271,0,0.168021680216802,0.092140921409214,0.016260162601626,0,0.010840108401084,0.002710027100271,0.013550135501355,0,0,0,0.002710027100271,0.092140921409214,0,0,0.002710027100271,0.008130081300813,0,0,0.00542005420054201,0,0,0,0.002710027100271
410,11031,0.00829875518672199,0,0.0912863070539419,0.012448132780083,0.053941908713693,0.0145228215767635,0.0186721991701245,0,0.0103734439834025,0.466804979253112,0,0,0,0.139004149377593,0.020746887966805,0.0103734439834025,0.004149377593361,0,0.00829875518672199,0.012448132780083,0.0020746887966805,0.0020746887966805,0,0.00829875518672199,0.0767634854771784,0,0,0.004149377593361,0.0103734439834025,0.00622406639004149,0,0.00829875518672199,0,0.0020746887966805,0,0.00829875518672199
420,11111,0.0138067061143984,0,0.0729783037475345,0,0.0414201183431953,0.0157790927021696,0.0118343195266272,0,0.00788954635108481,0.500986193293886,0,0,0.0019723865877712,0.169625246548323,0.0216962524654832,0.00788954635108481,0.00591715976331361,0.0019723865877712,0.00394477317554241,0.0216962524654832,0,0,0,0.0019723865877712,0.0749506903353057,0,0,0.0019723865877712,0.0019723865877712,0,0,0.00591715976331361,0.0019723865877712,0.0019723865877712,0.00394477317554241,0.00591715976331361
430,11182,0.00459770114942529,0.00229885057471264,0.105747126436782,0.00919540229885057,0.0666666666666667,0.00919540229885057,0.0114942528735632,0,0.0206896551724138,0.406896551724138,0,0.00229885057471264,0,0.158620689655172,0.0275862068965517,0.00919540229885057,0,0.00229885057471264,0,0.032183908045977,0,0,0,0.00229885057471264,0.0781609195402299,0,0,0.00689655172413793,0.00459770114942529,0,0,0.0137931034482759,0,0.00919540229885057,0.00689655172413793,0.00919540229885057
440,11245,0.00425531914893617,0.00212765957446809,0.0936170212765957,0.00425531914893617,0.104255319148936,0.0148936170212766,0.0106382978723404,0,0,0.572340425531915,0,0.00425531914893617,0,0.0638297872340425,0.0148936170212766,0.0127659574468085,0,0,0.025531914893617,0.0170212765957447,0,0.00425531914893617,0,0,0.0234042553191489,0,0,0.00638297872340425,0.00851063829787234,0.00212765957446809,0,0.00212765957446809,0,0.00638297872340425,0,0.00212765957446809
450,11301,0.00240963855421687,0.00240963855421687,0.12289156626506,0.0216867469879518,0.118072289156627,0.0144578313253012,0.0120481927710843,0.00240963855421687,0.0192771084337349,0.481927710843373,0.00481927710843374,0,0,0.091566265060241,0.0192771084337349,0.00481927710843374,0,0.00240963855421687,0.0168674698795181,0.0168674698795181,0,0,0,0,0.0168674698795181,0,0,0.00963855421686747,0.00481927710843374,0.00240963855421687,0,0.0072289156626506,0.00240963855421687,0.00240963855421687,0,0
460,11350,0.012987012987013,0,0.116883116883117,0,0.155844155844156,0.025974025974026,0.025974025974026,0,0,0.415584415584416,0,0.012987012987013,0,0.103896103896104,0,0,0,0.012987012987013,0.012987012987013,0.025974025974026,0,0,0,0,0.012987012987013,0,0,0.025974025974026,0,0,0,0,0,0,0.012987012987013,0.025974025974026
470,11393,0.0125,0,0.1125,0.0075,0.0475,0.0175,0.02,0.0075,0.005,0.435,0,0,0.0025,0.135,0.0475,0.025,0.0025,0.005,0.01,0.0275,0,0,0,0,0.0425,0.0025,0.0025,0.005,0.005,0.0025,0.0025,0.0075,0,0.0075,0,0.0025
480,11431,0.0101010101010101,0,0.0757575757575758,0.0101010101010101,0.0404040404040404,0.0328282828282828,0.00757575757575758,0.00252525252525253,0.0151515151515152,0.542929292929293,0,0,0,0.106060606060606,0.0176767676767677,0.0126262626262626,0.00252525252525253,0.0101010101010101,0.0176767676767677,0.00757575757575758,0,0,0,0,0.0353535353535354,0.00505050505050505,0.00252525252525253,0.00505050505050505,0.00505050505050505,0.00252525252525253,0.00252525252525253,0.0176767676767677,0.00252525252525253,0,0.00252525252525253,0.00757575757575758
490,11464,0,0.00560224089635854,0.100840336134454,0,0.117647058823529,0.0140056022408964,0.0224089635854342,0,0,0.478991596638655,0,0.00280112044817927,0,0.0532212885154062,0.0252100840336134,0.00560224089635854,0,0.0112044817927171,0.0280112044817927,0.0560224089635854,0.00280112044817927,0,0,0.00280112044817927,0.0336134453781513,0,0,0.0280112044817927,0,0.00280112044817927,0,0,0,0,0.00280112044817927,0.00560224089635854
500,11493,0.00683371298405467,0,0.061503416856492,0.00455580865603645,0.0341685649202733,0.0296127562642369,0.0136674259681093,0.00455580865603645,0.00683371298405467,0.469248291571754,0,0.00455580865603645,0,0.0797266514806378,0.0182232346241458,0.0113895216400911,0.00227790432801822,0.00227790432801822,0.061503416856492,0.0182232346241458,0,0,0,0.00911161731207289,0.136674259681093,0,0,0,0,0,0.00227790432801822,0.00683371298405467,0,0.00455580865603645,0.00683371298405467,0.00455580865603645
510,11519,0,0.00510204081632653,0.0714285714285714,0,0.0612244897959184,0,0.00510204081632653,0,0.00510204081632653,0.545918367346939,0,0.00510204081632653,0,0.096938775510204,0.0153061224489796,0,0,0.0153061224489796,0.0357142857142857,0.086734693877551,0,0,0,0,0.0408163265306122,0,0,0,0.00510204081632653,0,0,0,0,0,0.00510204081632653,0
520,11548,0,0,0.0224719101123595,0.0112359550561798,0.235955056179775,0.0224719101123595,0,0,0,0.393258426966292,0,0,0,0.101123595505618,0.0224719101123595,0,0,0.0112359550561798,0.123595505617978,0.0224719101123595,0,0,0,0,0.0224719101123595,0,0,0,0,0.0112359550561798,0,0,0,0,0,0
530,11586,0.0043859649122807,0.0043859649122807,0.0833333333333333,0,0.280701754385965,0.0043859649122807,0,0.0570175438596491,0.0482456140350877,0.285087719298246,0,0.0087719298245614,0.0087719298245614,0.0394736842105263,0.0043859649122807,0,0,0.0043859649122807,0.087719298245614,0,0,0,0,0,0.0307017543859649,0,0,0,0.0043859649122807,0.0087719298245614,0.0043859649122807,0,0,0.0219298245614035,0.0087719298245614,0
550,11689,0,0,0.043010752688172,0.0161290322580645,0.204301075268817,0.00537634408602151,0.00537634408602151,0.161290322580645,0.225806451612903,0.145161290322581,0,0,0,0.00537634408602151,0.021505376344086,0,0,0.010752688172043,0.00537634408602151,0,0,0,0,0,0,0.0161290322580645,0.00537634408602151,0.010752688172043,0.00537634408602151,0.0161290322580645,0,0,0,0.0967741935483871,0,0
565,11788,0,0.00335570469798658,0.00335570469798658,0,0.11744966442953,0.00335570469798658,0.00335570469798658,0.271812080536913,0.248322147651007,0.0738255033557047,0,0,0.0771812080536913,0.00335570469798658,0.00671140939597315,0,0.00335570469798658,0.0134228187919463,0,0,0,0,0,0,0,0.0167785234899329,0,0,0,0,0,0,0.00335570469798658,0.151006711409396,0,0
570,11824,0.024390243902439,0,0.0365853658536585,0.024390243902439,0.439024390243902,0,0,0,0.024390243902439,0.25609756097561,0,0,0,0.024390243902439,0.048780487804878,0,0.0121951219512195,0.024390243902439,0.0121951219512195,0,0,0,0,0,0.0121951219512195,0,0,0.048780487804878,0,0,0,0,0,0.0121951219512195,0,0
590,11987,0.00232558139534884,0.00232558139534884,0.00697674418604651,0,0.0465116279069767,0.00697674418604651,0.0162790697674419,0.204651162790698,0.218604651162791,0.0604651162790698,0.00232558139534884,0.00232558139534884,0.0348837209302326,0.0232558139534884,0.00930232558139535,0.00232558139534884,0.00232558139534884,0.00232558139534884,0.00232558139534884,0,0,0,0,0.00232558139534884,0.00465116279069767,0.0627906976744186,0.00232558139534884,0,0,0.0302325581395349,0,0.00465116279069767,0.00465116279069767,0.241860465116279,0,0
600,12076,0,0.0087719298245614,0,0,0.131578947368421,0,0,0.157894736842105,0.394736842105263,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087719298245614,0,0,0,0.0350877192982456,0,0,0,0.175438596491228,0,0
610,12171,0,0,0.0140845070422535,0,0.535211267605634,0,0.0140845070422535,0.225352112676056,0.0985915492957746,0,0,0,0.0140845070422535,0,0,0,0.0422535211267606,0,0.0140845070422535,0,0,0,0,0,0,0.028169014084507,0,0,0,0.0140845070422535,0,0,0,0,0,0
630,12376,0.00255754475703325,0,0,0,0.207161125319693,0,0.00255754475703325,0.289002557544757,0.230179028132992,0.0051150895140665,0,0,0.071611253196931,0.0127877237851662,0,0,0.010230179028133,0,0,0,0,0,0,0.00255754475703325,0,0.0588235294117647,0,0.00255754475703325,0,0.0639386189258312,0,0,0.00255754475703325,0.0383631713554987,0,0
640,12490,0.00659340659340659,0.00879120879120879,0.00879120879120879,0.00659340659340659,0.0681318681318681,0.0153846153846154,0.00879120879120879,0.327472527472527,0.0373626373626374,0.164835164835165,0.0043956043956044,0,0.0021978021978022,0.0505494505494506,0.00879120879120879,0.0021978021978022,0,0.00659340659340659,0.010989010989011,0.00879120879120879,0,0,0,0.0021978021978022,0.0175824175824176,0.0263736263736264,0.0021978021978022,0,0,0.162637362637363,0,0,0.0175824175824176,0.0153846153846154,0.00659340659340659,0.0021978021978022
650,12612,0.0154142581888247,0.00578034682080925,0.0154142581888247,0.00385356454720617,0.0751445086705202,0.10597302504817,0.00770712909441233,0.134874759152216,0.0192678227360308,0.240847784200385,0.00578034682080925,0.00192678227360308,0.00385356454720617,0.0732177263969171,0.00963391136801541,0.00770712909441233,0.00192678227360308,0.00192678227360308,0.023121387283237,0.00192678227360308,0.00192678227360308,0.00192678227360308,0,0.0115606936416185,0.10597302504817,0.0134874759152216,0.00385356454720617,0.00192678227360308,0.00578034682080925,0.0385356454720617,0,0.0173410404624277,0.0115606936416185,0.00385356454720617,0.023121387283237,0.00385356454720617
660,12744,0.00793650793650794,0.00595238095238095,0.0416666666666667,0.0119047619047619,0.0952380952380952,0.206349206349206,0.00198412698412698,0.0575396825396825,0.00198412698412698,0.198412698412698,0.00793650793650794,0,0,0.0674603174603175,0.0138888888888889,0.0138888888888889,0,0.00198412698412698,0.0396825396825397,0.00992063492063492,0,0,0,0.00396825396825397,0.115079365079365,0.00992063492063492,0.00595238095238095,0.00198412698412698,0.00793650793650794,0.00396825396825397,0,0.0416666666666667,0.00198412698412698,0,0.0178571428571429,0.00595238095238095
670,12886,0.0230769230769231,0.0102564102564103,0.0153846153846154,0.0102564102564103,0.133333333333333,0.143589743589744,0.0128205128205128,0.0769230769230769,0.00769230769230769,0.279487179487179,0.0102564102564103,0,0,0.0230769230769231,0.00512820512820513,0.00769230769230769,0.00512820512820513,0.00512820512820513,0.0205128205128205,0.0128205128205128,0.00256410256410256,0,0,0.0205128205128205,0.0846153846153846,0.0102564102564103,0.00769230769230769,0,0.0153846153846154,0.00512820512820513,0.00256410256410256,0.0282051282051282,0.00256410256410256,0,0.0179487179487179,0
690,13208,0.0154185022026432,0.0066079295154185,0.026431718061674,0.0220264317180617,0.134361233480176,0.20704845814978,0.0154185022026432,0.0616740088105727,0.00220264317180617,0.242290748898678,0.0330396475770925,0,0,0.0418502202643172,0.0110132158590308,0.0110132158590308,0,0,0.0176211453744493,0.00220264317180617,0,0,0,0.0066079295154185,0.0947136563876652,0,0.0066079295154185,0,0.0066079295154185,0.0066079295154185,0,0.0110132158590308,0,0,0.0176211453744493,0
700,13389,0.015625,0.0104166666666667,0.03125,0.00260416666666667,0.169270833333333,0.151041666666667,0.00520833333333333,0.0546875,0.00260416666666667,0.263020833333333,0.0208333333333333,0.00260416666666667,0.00260416666666667,0.0260416666666667,0.00260416666666667,0.015625,0.00520833333333333,0.00260416666666667,0.0260416666666667,0.00520833333333333,0,0,0,0.0130208333333333,0.078125,0.00260416666666667,0.0130208333333333,0,0.0234375,0.00260416666666667,0.00520833333333333,0.03125,0.00520833333333333,0.00260416666666667,0.00520833333333333,0.00260416666666667
710,13585,0.0117096018735363,0.0257611241217799,0.0327868852459016,0.00702576112412178,0.112412177985948,0.159250585480094,0.0163934426229508,0.063231850117096,0.00234192037470726,0.187353629976581,0.0187353629976581,0.00234192037470726,0,0.0608899297423888,0.00702576112412178,0.00468384074941452,0,0.00234192037470726,0.0327868852459016,0.00468384074941452,0,0,0,0.0140515222482436,0.131147540983607,0.00468384074941452,0.00234192037470726,0.00234192037470726,0.0140515222482436,0.00936768149882904,0,0.0421545667447307,0,0.00468384074941452,0.0163934426229508,0.00702576112412178
730,14017,0.00988142292490119,0.0158102766798419,0.0118577075098814,0.0158102766798419,0.0948616600790514,0.144268774703557,0.00790513833992095,0.215415019762846,0.00790513833992095,0.146245059288538,0.0118577075098814,0.00197628458498024,0,0.033596837944664,0.00790513833992095,0.00592885375494071,0,0,0.0395256916996047,0.00197628458498024,0,0,0,0.00790513833992095,0.136363636363636,0.00988142292490119,0,0,0.00197628458498024,0.00395256916996047,0,0.0296442687747036,0.00395256916996047,0.00197628458498024,0.0158102766798419,0.0158102766798419
740,14248,0.00479616306954436,0.00719424460431655,0.00959232613908873,0.0119904076738609,0.0695443645083933,0.163069544364508,0.0143884892086331,0.203836930455636,0.00239808153477218,0.155875299760192,0.0119904076738609,0.00239808153477218,0,0.052757793764988,0.00719424460431655,0,0,0,0.0743405275779376,0,0,0.00239808153477218,0,0.0191846522781775,0.148681055155875,0.00719424460431655,0,0,0,0,0,0.0167865707434053,0.00479616306954436,0.00239808153477218,0,0.00719424460431655
750,14486,0.0187713310580205,0.0170648464163823,0.00853242320819113,0.00341296928327645,0.126279863481229,0.119453924914676,0.0068259385665529,0.218430034129693,0.00341296928327645,0.174061433447099,0.00170648464163823,0.00170648464163823,0,0.0238907849829352,0.0068259385665529,0.00341296928327645,0.00511945392491468,0.00341296928327645,0.0426621160409556,0.00170648464163823,0,0,0,0.0102389078498294,0.148464163822526,0.00511945392491468,0.00341296928327645,0,0,0,0,0.0204778156996587,0.0068259385665529,0.00341296928327645,0.0102389078498294,0.00511945392491468
760,14729,0.00259067357512953,0.00259067357512953,0.00259067357512953,0.0077720207253886,0.106217616580311,0.0958549222797927,0.00259067357512953,0.326424870466321,0.00518134715025907,0.204663212435233,0.00259067357512953,0.00518134715025907,0,0.0284974093264249,0.00259067357512953,0,0,0.00518134715025907,0.0362694300518135,0.00259067357512953,0,0,0,0.0207253886010363,0.0984455958549223,0.00259067357512953,0,0,0.00259067357512953,0.00259067357512953,0.00259067357512953,0.0181347150259067,0,0.00259067357512953,0.0103626943005181,0
770,14975,0.0130548302872063,0.00261096605744125,0.00522193211488251,0.00261096605744125,0.159268929503916,0.0339425587467363,0.00261096605744125,0.433420365535248,0.00261096605744125,0.214099216710183,0.0287206266318538,0,0,0.00522193211488251,0.00522193211488251,0.00522193211488251,0.00261096605744125,0,0.00783289817232376,0.00783289817232376,0,0,0,0.0156657963446475,0.0234986945169713,0.0182767624020888,0,0,0,0.00261096605744125,0,0.00261096605744125,0.00261096605744125,0.00261096605744125,0,0
780,15221,0.00746268656716418,0.027363184079602,0.00248756218905473,0,0.164179104477612,0.0597014925373134,0.00248756218905473,0.430348258706468,0.0149253731343284,0.186567164179104,0.0199004975124378,0.00248756218905473,0,0.00497512437810945,0.0124378109452736,0.00497512437810945,0,0.00497512437810945,0.00497512437810945,0,0,0.00248756218905473,0,0.0149253731343284,0.00248756218905473,0.00248756218905473,0,0,0.00248756218905473,0.0099502487562189,0.00248756218905473,0.00497512437810945,0,0.00248756218905473,0.00497512437810945,0
790,15467,0.00258397932816537,0.00258397932816537,0,0.0103359173126615,0.0930232558139535,0.0103359173126615,0.00516795865633075,0.638242894056848,0.0155038759689922,0.162790697674419,0.00258397932816537,0,0,0.00258397932816537,0,0,0,0.00258397932816537,0.00516795865633075,0.00258397932816537,0,0,0,0.00258397932816537,0.00516795865633075,0.00775193798449612,0,0,0,0.0155038759689922,0,0.00516795865633075,0,0.00516795865633075,0.00258397932816537,0
800,15709,0,0,0.00519480519480519,0.0025974025974026,0.0415584415584416,0.012987012987013,0.0025974025974026,0.836363636363636,0.0207792207792208,0.0363636363636364,0.00779220779220779,0,0,0,0,0,0,0.0025974025974026,0,0.0025974025974026,0,0,0,0.00519480519480519,0,0.0103896103896104,0,0,0,0.0103896103896104,0,0.0025974025974026,0,0,0,0
810,15947,0,0,0,0.00996677740863787,0.053156146179402,0,0.00332225913621262,0.897009966777409,0.00332225913621262,0.00996677740863787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996677740863787,0,0,0,0.0132890365448505,0,0,0,0,0,0
820,16183,0,0.00309597523219814,0,0,0.0743034055727554,0,0.00309597523219814,0.869969040247678,0.0154798761609907,0.00619195046439629,0,0,0,0,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0.00928792569659443,0,0,0,0.0123839009287926,0,0,0,0.00309597523219814,0,0
830,16416,0,0,0,0.00583090379008746,0.0553935860058309,0.00583090379008746,0,0.819241982507289,0.0087463556851312,0.0466472303206997,0.00291545189504373,0,0,0,0.00291545189504373,0,0,0,0.0116618075801749,0,0,0,0,0,0,0.0174927113702624,0,0,0,0.0233236151603499,0,0,0,0,0,0
840,16647,0.00689655172413793,0.00344827586206897,0,0,0.0758620689655172,0.00344827586206897,0.00344827586206897,0.768965517241379,0.0172413793103448,0.0413793103448276,0.00344827586206897,0,0,0.00689655172413793,0,0.00344827586206897,0,0,0.0103448275862069,0.00344827586206897,0,0,0,0.00344827586206897,0.00344827586206897,0.00344827586206897,0,0,0,0.0379310344827586,0,0,0,0.00344827586206897,0,0
850,16876,0,0,0,0,0.211267605633803,0,0,0.76056338028169,0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140845070422535,0,0,0,0,0,0
860,17103,0.00273972602739726,0.00273972602739726,0,0.00821917808219178,0.052054794520548,0.00547945205479452,0,0.843835616438356,0.00821917808219178,0.0164383561643836,0,0,0,0.00821917808219178,0,0,0,0,0.0328767123287671,0,0,0,0,0.00273972602739726,0,0.00821917808219178,0.00273972602739726,0,0,0.00273972602739726,0,0,0,0,0.00273972602739726,0
870,17328,0.00579710144927536,0.00289855072463768,0.00289855072463768,0.00579710144927536,0.0550724637681159,0.0115942028985507,0.00289855072463768,0.742028985507246,0.0115942028985507,0.0579710144927536,0.00869565217391304,0.00869565217391304,0,0.00289855072463768,0.00289855072463768,0,0,0.00289855072463768,0.0144927536231884,0.00289855072463768,0,0,0,0.0173913043478261,0.0115942028985507,0.00289855072463768,0,0,0,0,0,0,0.0173913043478261,0.00579710144927536,0.00289855072463768,0
