"sample.depths","sample.ages","Abies.balsamea","Abies.undiff.","Acer.negundo","Acer.nigrum","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Acer.spicatum","Acer.undiff.","Alnus.incana","Alnus.undiff.","Alnus.viridis.subsp..crispa","Andromeda","Arctostaphylos","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus.canadensis","Cornus.sericea","Cornus.suecica","Corylus","Cupressaceae","Elaeagnus","Empetrum.type","Ephedra","Ericaceae.undiff.","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica","Hippophae.rhamnoides","Ilex","Juglans","Larix","Ledum","Liquidambar","Morus","Myrica","Ostrya","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Platanus","Populus.balsamifera","Populus.tremuloides","Prunus","Quercus","Rhus","Ribes.undiff.","Ribes.aureum","Rubus","Salix","Sambucus","Shepherdia.canadensis","Sorbus","Taxus","Tilia","Tsuga.canadensis","Ulmus","Vaccinium.type","Viburnum","Allium","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.undiff.","Astragalus","Brassicaceae","Campanulaceae","Caryophyllaceae.undiff.","Chenopodiaceae","Convolvulus","Cyperaceae.undiff.","Dipsacaceae","Dryas","Epilobium.latifolium","Euphorbiaceae","Fabaceae.undiff.","Fragaria","Galium","Gentianaceae","Geum","Humulus","Hypericum","Iris","Iva","Juncaceae","Lamiaceae.undiff.","Liliaceae","Linum","Lotus","Lysimachia","Moneses.uniflora","Oenothera","Oxalis","Papaver.argemone","Parnassia","Plantago","Poaceae","Polygonaceae.undiff.","Polygonum.aviculare.type","Polygonum.viviparum.type","Polygonum.type","Potentilla","Ranunculaceae.undiff.","Rosaceae.undiff.","Rumex.acetosa","Rumex.type.undiff.","Rumex.Oxyria.digyna.undiff.","Sanguisorba","Saxifraga.cernua","Saxifraga.stellaris","Saxifragaceae.undiff.","Scrophularia","Solanum","Spergula","Stachys","Thalictrum","Trientalis","Urtica"
430,NA,0.0111524163568773,0.0111524163568773,0.00185873605947955,0.00743494423791822,0.00185873605947955,0,0,0,0.0111524163568773,0.0260223048327138,0,0.033457249070632,0,0,0.163568773234201,0.00185873605947955,0,0,0,0.00185873605947955,0.00185873605947955,0,0.0241635687732342,0.0687732342007435,0,0,0,0.00371747211895911,0,0.0148698884758364,0,0,0,0,0.00185873605947955,0,0,0,0.0743494423791822,0.0371747211895911,0.163568773234201,0.0260223048327138,0.0390334572490706,0.0631970260223048,0,0.016728624535316,0.0278810408921933,0,0.0446096654275093,0,0,0,0,0.0223048327137546,0,0,0,0,0,0.00185873605947955,0.0148698884758364,0,0,0,0,0.00185873605947955,0,0.0315985130111524,0,0,0,0.00185873605947955,0,0,0.00185873605947955,0,0.00929368029739777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297397769516729,0,0,0,0,0,0,0.00557620817843866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,NA,0.00838926174496644,0.0134228187919463,0,0,0.00167785234899329,0,0,0,0.00503355704697987,0.00838926174496644,0,0.0335570469798658,0,0,0.152684563758389,0.00167785234899329,0,0,0,0.00167785234899329,0.00838926174496644,0,0.011744966442953,0.151006711409396,0,0.00167785234899329,0,0.0218120805369128,0,0.00838926174496644,0.00167785234899329,0,0,0.00167785234899329,0,0,0,0,0.0536912751677852,0.00335570469798658,0.0654362416107383,0.0285234899328859,0.0453020134228188,0.0335570469798658,0,0.109060402684564,0.0285234899328859,0,0.0251677852348993,0,0,0,0,0.0486577181208054,0.00335570469798658,0,0,0,0,0.00335570469798658,0.00838926174496644,0.00503355704697987,0,0,0,0,0.00503355704697987,0.011744966442953,0,0,0,0,0,0,0,0,0.0453020134228188,0,0,0,0,0,0,0,0,0,0.00838926174496644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167785234899329,0,0,0,0,0,0.00167785234899329,0.0151006711409396,0,0,0,0,0,0,0,0,0,0,0,0.00167785234899329,0,0
432,NA,0.0304568527918782,0.0338409475465313,0,0,0.0050761421319797,0,0,0,0.00846023688663283,0.00338409475465313,0,0.0321489001692047,0,0,0.0998307952622673,0,0.00169204737732657,0,0,0,0.00169204737732657,0,0.0219966159052453,0.145516074450085,0,0,0,0.0152284263959391,0,0.00846023688663283,0.00338409475465313,0,0,0,0,0,0,0.00169204737732657,0.0693739424703892,0.00846023688663283,0.0913705583756345,0.0152284263959391,0.0338409475465313,0.0304568527918782,0.00169204737732657,0.106598984771574,0.0186125211505922,0,0.027072758037225,0,0,0,0,0.0456852791878173,0.00338409475465313,0,0,0,0,0,0.00676818950930626,0.00676818950930626,0,0,0.00169204737732657,0,0.00676818950930626,0.0203045685279188,0,0,0,0,0,0,0,0,0.050761421319797,0,0,0,0,0,0,0,0,0,0,0.00169204737732657,0,0.00169204737732657,0,0,0,0,0,0,0,0,0,0,0,0,0.0101522842639594,0,0,0,0,0,0.00169204737732657,0.027072758037225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,NA,0,0,0,0,0.00311526479750779,0,0,0,0.00311526479750779,0.00467289719626168,0,0.0560747663551402,0,0,0.137071651090343,0,0,0.00155763239875389,0,0,0.00311526479750779,0,0.0186915887850467,0.17601246105919,0,0,0,0.0186915887850467,0.00311526479750779,0.0233644859813084,0.00155763239875389,0,0,0,0,0,0,0,0.0685358255451713,0.00778816199376947,0.109034267912773,0.0342679127725857,0.0171339563862928,0.0218068535825545,0.00311526479750779,0.073208722741433,0.0155763239875389,0,0.0202492211838006,0,0,0,0,0.0218068535825545,0.00467289719626168,0,0,0,0,0.00467289719626168,0.00778816199376947,0.00934579439252336,0,0,0,0.00155763239875389,0.00623052959501558,0.014018691588785,0,0,0,0,0,0.00155763239875389,0,0,0.0404984423676012,0,0,0,0,0,0,0,0,0,0.00155763239875389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249221183800623,0,0,0,0,0,0.00155763239875389,0.0311526479750779,0.00155763239875389,0.00311526479750779,0,0,0,0,0,0,0,0,0,0,0,0.00311526479750779
434,11415,0,0,0,0,0,0,0,0,0,0.00408163265306122,0,0.036734693877551,0,0,0.138775510204082,0,0,0,0,0,0.00612244897959184,0,0.0163265306122449,0.177551020408163,0,0,0,0.0102040816326531,0,0.0122448979591837,0.00204081632653061,0,0,0.00204081632653061,0,0,0,0,0.0714285714285714,0.0102040816326531,0.0816326530612245,0.0204081632653061,0.0142857142857143,0.0204081632653061,0,0.124489795918367,0.0244897959183673,0,0.0163265306122449,0,0,0,0,0.0551020408163265,0.00408163265306122,0,0,0,0,0.00204081632653061,0.0122448979591837,0.00612244897959184,0,0,0,0,0.00612244897959184,0.0204081632653061,0,0,0,0,0,0,0,0,0.063265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142857142857143,0,0,0,0,0,0,0.0204081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612244897959184
435,11609,0.0014903129657228,0.0014903129657228,0,0,0,0,0.0014903129657228,0,0.0014903129657228,0.0253353204172876,0,0.0104321907600596,0,0,0.220566318926975,0,0.0029806259314456,0,0,0,0.0119225037257824,0,0.00894187779433681,0.107302533532042,0,0,0.0014903129657228,0.0193740685543964,0.0014903129657228,0.0193740685543964,0,0,0,0,0,0,0,0,0.116244411326379,0,0.0447093889716841,0.00894187779433681,0.0283159463487332,0.014903129657228,0,0.090909090909091,0.0566318926974665,0,0.0253353204172876,0,0,0,0.0029806259314456,0.0611028315946349,0,0,0,0,0,0.00447093889716841,0.0029806259314456,0,0,0,0,0.0014903129657228,0,0.0268256333830104,0,0,0,0.00447093889716841,0,0,0,0,0.0417287630402385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029806259314456,0,0,0,0,0,0,0,0,0,0,0.022354694485842,0,0,0,0,0.0014903129657228,0,0,0,0,0,0,0,0.0029806259314456,0.0029806259314456,0,0,0,0,0,0,0
436,11686,0.00396825396825397,0.00595238095238095,0,0,0,0,0,0,0,0.00992063492063492,0,0.0198412698412698,0,0,0.228174603174603,0.00198412698412698,0,0,0,0,0,0,0.0257936507936508,0.14484126984127,0,0.00198412698412698,0,0.0416666666666667,0,0.00992063492063492,0.00396825396825397,0,0,0.00198412698412698,0.00198412698412698,0,0,0,0.0932539682539683,0.00595238095238095,0.0357142857142857,0.0476190476190476,0.0178571428571429,0.0158730158730159,0,0.0277777777777778,0.0317460317460317,0,0.00793650793650794,0,0,0,0,0.0515873015873016,0.00396825396825397,0,0,0.00198412698412698,0,0.00793650793650794,0,0.00793650793650794,0,0,0,0,0,0.0277777777777778,0,0,0,0.00396825396825397,0,0.00198412698412698,0,0,0.0456349206349206,0,0,0,0,0,0,0,0,0,0.00793650793650794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0.0138888888888889,0.00198412698412698,0.00396825396825397,0,0,0,0,0.00793650793650794,0,0,0,0,0.00198412698412698,0,0.00595238095238095
437,11763,0.00202839756592292,0.00405679513184584,0,0,0,0,0,0,0,0.00405679513184584,0.00202839756592292,0.0486815415821501,0,0,0.265720081135903,0,0,0,0,0,0,0,0.0243407707910751,0.115618661257606,0,0,0,0.117647058823529,0,0,0,0,0,0,0.00202839756592292,0,0,0,0.0182555780933063,0.00405679513184584,0.0669371196754564,0.0141987829614604,0.00405679513184584,0.0527383367139959,0,0.0121703853955375,0.00811359026369168,0,0.00202839756592292,0,0,0,0,0.0223123732251521,0.00202839756592292,0,0,0,0,0.00202839756592292,0.00202839756592292,0,0,0,0,0,0,0.0283975659229209,0,0,0,0.00608519269776876,0,0.00202839756592292,0.00202839756592292,0,0.0791075050709939,0,0,0.00811359026369168,0,0,0,0.00202839756592292,0,0,0.0101419878296146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425963488843813,0,0,0,0,0,0,0.0101419878296146,0,0,0,0,0,0,0.00811359026369168,0,0,0,0,0,0,0.00405679513184584
438,11840,0.00186567164179104,0.00373134328358209,0,0,0,0,0,0,0,0,0.00186567164179104,0.0485074626865672,0,0,0.292910447761194,0,0,0,0,0,0,0,0.041044776119403,0.194029850746269,0,0,0,0.0186567164179104,0,0.00932835820895522,0,0,0,0,0.00559701492537313,0,0,0,0.0615671641791045,0.00559701492537313,0.0578358208955224,0.0279850746268657,0.0130597014925373,0.0186567164179104,0,0.00746268656716418,0.0186567164179104,0,0.00373134328358209,0,0,0,0,0.041044776119403,0,0,0,0,0,0,0.00186567164179104,0,0,0,0,0,0.00373134328358209,0.0149253731343284,0,0,0,0.00559701492537313,0,0,0.00373134328358209,0,0.0559701492537313,0,0,0,0,0.00186567164179104,0,0,0,0,0.00746268656716418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149253731343284,0,0,0,0,0,0,0.00932835820895522,0,0,0,0,0,0,0.00373134328358209,0,0,0,0,0.00186567164179104,0,0.00186567164179104
439,11917,0.00360576923076923,0.00480769230769231,0,0,0,0,0,0,0,0.00240384615384615,0.00360576923076923,0.0384615384615385,0,0,0.368990384615385,0.00120192307692308,0.00120192307692308,0,0,0.00120192307692308,0,0,0.0252403846153846,0.165865384615385,0,0,0,0.0192307692307692,0,0.00360576923076923,0,0,0,0,0.00360576923076923,0,0,0,0.0697115384615385,0.00841346153846154,0.0576923076923077,0.0384615384615385,0.00600961538461538,0.015625,0,0.00480769230769231,0.00841346153846154,0,0.00721153846153846,0,0,0,0,0.0348557692307692,0,0,0,0,0,0,0.00120192307692308,0.00240384615384615,0,0,0,0,0.00480769230769231,0.00721153846153846,0.00240384615384615,0,0,0.00600961538461538,0,0.00120192307692308,0,0,0.0456730769230769,0,0,0.00120192307692308,0,0.00120192307692308,0.00120192307692308,0,0,0,0.00120192307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600961538461538,0,0,0,0,0.00240384615384615,0.00240384615384615,0.00600961538461538,0.00120192307692308,0.00360576923076923,0.00240384615384615,0,0,0,0.00240384615384615,0,0,0,0,0,0,0.00360576923076923
440,11994,0,0,0,0,0,0,0.00211416490486258,0,0.00211416490486258,0.0338266384778013,0,0.0232558139534884,0,0.00422832980972516,0.416490486257928,0,0,0,0,0,0,0,0,0.114164904862579,0.00211416490486258,0,0,0.0211416490486258,0.00211416490486258,0.00211416490486258,0,0,0,0,0,0,0,0,0.0317124735729387,0.00422832980972516,0.0634249471458774,0.0359408033826638,0.00634249471458774,0.0380549682875264,0,0,0.00422832980972516,0,0,0,0,0,0,0.0613107822410148,0,0,0,0,0,0.00634249471458774,0,0,0,0,0.00211416490486258,0.00211416490486258,0,0.0232558139534884,0,0,0,0,0,0,0,0,0.06553911205074,0,0,0,0,0,0,0,0,0,0,0,0,0.00211416490486258,0,0.00422832980972516,0,0,0,0,0,0,0,0,0,0,0.0126849894291755,0,0,0,0,0.00211416490486258,0,0,0,0.00845665961945032,0,0,0,0,0,0,0,0,0,0.00211416490486258,0,0
441,12071,0.0122324159021407,0.0152905198776758,0,0,0,0,0,0,0,0.0107033639143731,0,0.0535168195718654,0,0,0.351681957186544,0,0,0.00152905198776758,0,0,0,0,0.0168195718654434,0.0519877675840979,0,0.00305810397553517,0,0.0336391437308868,0,0,0,0,0,0,0,0.00152905198776758,0,0,0.0198776758409786,0.0091743119266055,0.091743119266055,0.0504587155963303,0.00764525993883792,0.0244648318042813,0,0.00305810397553517,0.00458715596330275,0,0.00305810397553517,0,0,0,0,0.0397553516819572,0.00152905198776758,0,0,0,0,0,0.00764525993883792,0.0152905198776758,0,0,0,0,0.00458715596330275,0.0259938837920489,0,0,0,0.00458715596330275,0,0,0,0,0.0902140672782875,0,0,0,0,0,0,0,0,0,0.00764525993883792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152905198776758,0.0214067278287462,0,0,0,0.00152905198776758,0,0,0.00458715596330275,0,0,0,0,0,0,0.00152905198776758,0,0,0,0.00305810397553517,0,0,0.00305810397553517
442,12148,0.0146412884333821,0.0175695461200586,0.00146412884333821,0,0,0,0,0,0.00146412884333821,0.00878477306002928,0,0.0395314787701318,0,0,0.354319180087848,0,0,0,0,0,0,0,0.0263543191800878,0.0497803806734993,0,0,0,0.0424597364568082,0,0.00146412884333821,0.00439238653001464,0,0,0,0,0.00146412884333821,0,0,0.0161054172767204,0.0117130307467057,0.0790629575402635,0.0497803806734993,0.00732064421669107,0.0190336749633968,0,0,0,0.00292825768667643,0.00292825768667643,0,0,0,0,0.0424597364568082,0.00146412884333821,0,0,0,0,0.00146412884333821,0.00585651537335286,0.0161054172767204,0,0,0,0,0.00292825768667643,0.0161054172767204,0.00585651537335286,0,0,0.00585651537335286,0.00146412884333821,0.00146412884333821,0.00146412884333821,0,0.0761346998535871,0,0,0,0,0,0,0,0,0,0.0175695461200586,0,0,0,0,0,0,0,0,0,0,0,0.00146412884333821,0,0,0,0.0117130307467057,0,0,0,0,0,0,0.0146412884333821,0,0.00292825768667643,0.00146412884333821,0,0,0,0.00732064421669107,0,0,0,0,0.00292825768667643,0,0.00878477306002928
