"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Asteraceae.undiff.","Cupressaceae","Cyperaceae","Ericaceae","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Quercus","Ulmus","Alnus","Poaceae","Acer.saccharum","Pinus.banksiana.P..resinosa","Acer.negundo","Corylus","Platanus","Tilia","Fraxinus.nigra","Xanthium","Dalea","Iva","Carya","Salix","Juglans","Acer.rubrum","Thalictrum","Populus.tremuloides","Fraxinus.undiff.","Populus.balsamifera","Fraxinus.pennsylvanica","Sarcobatus.vermiculatus","Humulus","Urtica","Rumex","Celtis","Ranunculus","Populus.undiff.","Rhamnus","Fagus"
415,5877,0,0.019672131147541,0.0295081967213115,0.059016393442623,0.00327868852459016,0.0098360655737705,0.0098360655737705,0.0131147540983607,0,0,0,0,0.0131147540983607,0.039344262295082,0.104918032786885,0.0131147540983607,0.0557377049180328,0.550819672131148,0,0.0524590163934426,0,0.00327868852459016,0,0.00327868852459016,0,0,0,0.0098360655737705,0,0.00327868852459016,0,0,0,0,0.00327868852459016,0,0.00327868852459016,0,0,0,0,0,0,0,0,0
435,6521,0,0.0641821946169772,0.0662525879917184,0.05175983436853,0.0372670807453416,0.0144927536231884,0.0041407867494824,0.010351966873706,0,0,0.0331262939958592,0.0041407867494824,0.0082815734989648,0.0455486542443064,0.248447204968944,0.0351966873706004,0.0683229813664596,0.194616977225673,0,0.0393374741200828,0,0.0165631469979296,0,0.0041407867494824,0.0124223602484472,0,0,0.0041407867494824,0,0.020703933747412,0.0062111801242236,0,0,0,0.0062111801242236,0,0.0020703933747412,0.0020703933747412,0,0,0,0,0,0,0,0
455,7165,0,0,0,0.0931372549019608,0,0,0.0147058823529412,0,0,0,0.053921568627451,0.00490196078431373,0.0637254901960784,0.102941176470588,0.42156862745098,0.0735294117647059,0.0735294117647059,0,0,0.0294117647058824,0,0.0343137254901961,0.00490196078431373,0.00980392156862745,0.0147058823529412,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,7810,0,0.154340836012862,0.0707395498392283,0.0868167202572347,0.0546623794212219,0.022508038585209,0.0160771704180064,0.00643086816720257,0,0,0.00321543408360129,0.0128617363344051,0.00643086816720257,0.0514469453376206,0.138263665594855,0.0418006430868167,0.0482315112540193,0.128617363344051,0,0.115755627009646,0,0.00964630225080386,0,0.00321543408360129,0,0,0,0.0192926045016077,0,0.00643086816720257,0,0,0,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0
515,9504,0,0.0648967551622419,0.0589970501474926,0.109144542772861,0.0442477876106195,0.0117994100294985,0.106194690265487,0.00589970501474926,0,0,0.0117994100294985,0,0.112094395280236,0.0176991150442478,0.0619469026548673,0.0442477876106195,0.109144542772861,0.0530973451327434,0,0.126843657817109,0,0.0206489675516224,0,0,0.0088495575221239,0,0,0,0.00294985250737463,0.0117994100294985,0.00589970501474926,0,0,0,0,0,0,0,0.00294985250737463,0.0088495575221239,0,0,0,0,0,0
535,10690,0.00560224089635854,0.0336134453781513,0.0504201680672269,0.218487394957983,0.00840336134453781,0.00560224089635854,0,0.0112044817927171,0,0.00560224089635854,0.0196078431372549,0.0224089635854342,0.00280112044817927,0.0840336134453782,0.061624649859944,0.092436974789916,0.0560224089635854,0.0224089635854342,0,0.224089635854342,0.00840336134453781,0.00280112044817927,0,0.00280112044817927,0.0140056022408964,0,0,0.00840336134453781,0.00840336134453781,0.00280112044817927,0,0,0.00280112044817927,0,0.00560224089635854,0,0,0.0168067226890756,0,0,0.00280112044817927,0,0,0,0,0
545,10986,0.00431034482758621,0.0172413793103448,0.0431034482758621,0.116379310344828,0.00431034482758621,0,0.00862068965517241,0.0107758620689655,0,0.0258620689655172,0.00646551724137931,0.168103448275862,0.00431034482758621,0.107758620689655,0.0280172413793103,0.040948275862069,0.00646551724137931,0.00862068965517241,0,0.321120689655172,0,0.0280172413793103,0.0021551724137931,0,0.0107758620689655,0,0,0,0.00862068965517241,0.00862068965517241,0.00646551724137931,0,0,0,0,0.0021551724137931,0.0021551724137931,0,0,0,0,0.00862068965517241,0,0,0,0
550,11133,0.0106761565836299,0.00711743772241993,0.0409252669039146,0.149466192170818,0,0.00177935943060498,0.00177935943060498,0.0266903914590747,0,0.0249110320284698,0.00711743772241993,0.291814946619217,0.00355871886120996,0.0373665480427046,0.0355871886120996,0.0462633451957295,0.0142348754448399,0.00533807829181495,0.00711743772241993,0.234875444839858,0,0.00889679715302491,0,0,0.0266903914590747,0,0,0,0.00177935943060498,0.00533807829181495,0.00533807829181495,0,0.00177935943060498,0,0,0,0,0,0,0,0,0.00355871886120996,0,0,0,0
555,11281,0,0.0136054421768707,0.0272108843537415,0.0952380952380952,0,0.00680272108843537,0,0.0340136054421769,0,0.0408163265306122,0.0136054421768707,0.258503401360544,0.00680272108843537,0.0816326530612245,0.0408163265306122,0.0340136054421769,0.0136054421768707,0.0612244897959184,0,0.217687074829932,0,0.0272108843537415,0,0,0.0136054421768707,0,0,0,0,0.00680272108843537,0,0,0,0,0,0,0,0,0.00680272108843537,0,0,0,0,0,0,0
560,11429,0.00387596899224806,0.00387596899224806,0.0232558139534884,0.0581395348837209,0.00387596899224806,0,0.00387596899224806,0.0542635658914729,0,0.0271317829457364,0.0155038759689922,0.387596899224806,0.108527131782946,0.0658914728682171,0.0271317829457364,0.0581395348837209,0.00387596899224806,0.0232558139534884,0,0.0465116279069767,0.00387596899224806,0.0116279069767442,0,0,0.0465116279069767,0,0,0,0,0.0193798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0.00387596899224806,0,0,0
575,NA,0.00549450549450549,0.00549450549450549,0.0714285714285714,0.0686813186813187,0.00274725274725275,0.00274725274725275,0,0.0302197802197802,0,0.00274725274725275,0.00549450549450549,0.593406593406593,0.0164835164835165,0.0604395604395604,0.0164835164835165,0.00824175824175824,0.0164835164835165,0.0274725274725275,0,0.00549450549450549,0,0.00549450549450549,0,0,0.0274725274725275,0,0,0,0,0.010989010989011,0.00274725274725275,0,0.00274725274725275,0,0.00274725274725275,0,0,0,0,0.00274725274725275,0,0,0,0.00274725274725275,0.00274725274725275,0
615,NA,0,0.0458015267175573,0.083969465648855,0.00763358778625954,0.00763358778625954,0,0.00381679389312977,0.0343511450381679,0,0.049618320610687,0,0.66030534351145,0,0.0267175572519084,0.0229007633587786,0.00763358778625954,0.00381679389312977,0.0190839694656489,0,0.00381679389312977,0,0.00381679389312977,0,0,0,0,0,0.00381679389312977,0.00381679389312977,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0.00381679389312977,0,0,0,0,0.00381679389312977
635,NA,0,0.0409090909090909,0.0681818181818182,0.0363636363636364,0.00909090909090909,0,0.0363636363636364,0.209090909090909,0,0,0.00454545454545455,0.331818181818182,0,0.0136363636363636,0.00909090909090909,0.0136363636363636,0.00909090909090909,0.0590909090909091,0,0.00909090909090909,0,0.00454545454545455,0,0,0.0272727272727273,0,0,0.00454545454545455,0.00454545454545455,0.0272727272727273,0,0,0.0136363636363636,0,0.00454545454545455,0.00454545454545455,0,0.0227272727272727,0.00454545454545455,0.00909090909090909,0,0,0,0.0227272727272727,0,0
