"sample.depths","sample.ages","Abies","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis","Amaranthaceae","Ambrosia","Apiaceae","Arceuthobium","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Betula","Botrychium","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cerealia","Cornus.canadensis","Cornus.racemosa","Corylus","Cyperaceae","Dryopteris.carthusiana","Ephedra","Epilobium","Equisetum","Fabaceae","Fagus","Filicopsida.undiff.","Filipendula","Fraxinus.nigra","Fraxinus.pennsylvanica","Galium","Huperzia.lucidula","Juglans","Juniperus.Thuja","Lamiaceae","Larix","Lycopodiaceae.undiff.","Menyanthes.trifoliata","Morus","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Ophioglossum","Osmunda","Ostrya.Carpinus","Oxyria.digyna","Picea.glauca","Picea.mariana","Pinus.strobus","Pinus.undiff.","Platanus","Poaceae.undiff.","Polygonum.undiff.","Polygonum.viviparum","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculus","Rosaceae.undiff.","Rubus","Rumex","Salix","Saxifraga.oppositifolia","Shepherdia","Shepherdia.argentea","Sphagnum","Thalictrum","Thelypteris","Tilia","Tsuga","Typha","Ulmus","Urticaceae","Viburnum","Vitis","Woodsia"
868,1,31,19,19,65,1,8,98,0,2,2,3,1,0,267,1,0,0,0,1,0,2,1,0,14,7,0,0,0,0,1,49,10,0,20,2,0,0,2,8,0,3,0,0,0,17,0,4,0,2,0,2,14,1,20,1,85,125,3,16,0,0,0,2,3,29,3,0,0,8,11,0,0,0,0,0,0,3,48,3,30,0,0,0,0
872,92,18,17,2,52,0,0,38,0,1,3,0,0,0,251,0,0,2,1,1,0,1,0,1,9,11,0,0,0,0,1,50,6,0,9,0,0,0,1,22,0,0,2,0,0,1,1,0,0,0,0,0,26,1,20,0,157,194,3,16,1,0,1,6,4,23,0,0,0,26,10,0,0,0,0,0,0,2,67,8,10,0,1,0,0
876,185,14,22,16,22,14,0,17,0,0,2,2,0,0,296,0,0,3,0,0,0,0,0,3,7,4,0,0,0,0,0,27,8,0,10,3,0,3,1,23,1,6,1,0,0,36,0,0,0,8,0,0,24,0,6,0,215,151,1,3,0,0,2,2,0,13,3,1,0,16,0,0,0,0,0,0,0,1,58,2,11,0,0,0,0
880,277,10,19,6,26,0,0,3,0,0,4,0,0,0,267,0,0,1,1,3,1,0,0,0,10,0,0,0,0,0,0,26,1,0,8,0,0,0,1,10,0,7,1,0,0,2,3,2,0,1,0,0,16,0,7,0,212,240,7,0,0,0,1,2,0,38,1,1,0,8,4,0,0,0,0,0,0,2,95,1,12,0,0,0,0
884,369,16,34,6,44,0,0,4,0,10,6,4,0,4,196,0,0,8,0,2,4,0,0,0,4,14,0,0,0,0,0,24,48,0,12,4,0,10,0,1,0,4,8,0,0,0,4,2,0,0,0,0,26,0,14,0,140,200,0,18,0,0,6,16,2,44,0,0,0,4,18,0,0,0,0,4,0,2,96,0,26,0,0,0,2
888,461,13,23,8,24,2,1,0,1,0,2,0,0,0,197,0,0,4,0,0,0,0,1,0,4,2,0,0,0,1,0,50,11,0,10,2,0,1,0,20,0,8,1,0,0,0,1,3,0,7,0,0,11,0,13,0,105,150,2,1,0,0,0,4,0,41,1,0,0,7,0,0,1,0,0,0,0,0,269,1,19,0,0,1,0
892,554,16,25,17,35,0,1,4,0,2,1,2,0,0,192,0,1,2,0,1,1,0,0,0,8,3,0,0,0,0,0,63,16,0,13,1,0,3,0,4,0,1,1,0,0,1,0,4,0,0,0,0,26,1,11,0,108,160,3,5,0,0,0,5,3,34,7,0,0,2,10,0,0,0,0,0,0,4,223,1,25,0,0,0,0
896,646,10,25,11,15,0,0,0,0,0,4,1,0,0,224,0,1,0,0,1,0,0,0,0,2,8,0,0,0,0,0,87,11,0,19,3,0,0,2,10,0,2,2,0,0,1,3,3,0,1,0,0,24,0,11,0,89,162,2,6,0,0,2,5,0,43,2,0,0,6,3,0,0,0,0,0,0,6,185,1,47,0,0,0,0
898,692,12,23,22,9,0,0,1,0,1,4,1,0,0,197,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,104,21,0,15,5,0,2,1,2,0,9,4,0,1,8,4,0,0,4,0,0,13,0,5,0,104,108,5,0,0,0,1,0,1,24,11,0,0,5,0,0,0,0,0,0,0,3,252,0,18,0,0,0,0
902,784,9,19,9,15,0,2,0,0,1,3,1,0,0,219,0,0,2,0,1,0,0,0,0,3,9,0,0,0,0,0,96,3,0,7,1,0,0,0,8,0,4,2,0,0,2,1,1,0,0,0,0,16,0,10,1,108,130,4,3,0,0,4,5,0,32,1,0,0,8,4,0,0,0,0,0,0,0,255,1,23,0,1,0,0
904,831,5,13,38,25,0,0,0,0,0,4,0,0,0,146,0,0,5,0,0,0,0,0,0,7,2,0,0,0,0,0,101,17,0,7,1,0,0,1,5,0,5,0,0,0,4,0,4,0,4,0,1,7,6,7,0,95,85,4,2,0,0,2,1,2,16,1,0,0,7,0,0,1,0,0,0,0,3,370,0,21,0,0,0,1
908,923,7,18,6,15,0,3,0,0,3,1,2,0,1,173,1,0,6,0,0,0,0,0,0,5,11,0,1,0,0,0,104,24,0,7,6,0,1,1,20,0,3,2,1,0,4,3,1,0,0,0,4,26,0,9,0,100,106,1,4,0,0,0,2,1,20,6,0,0,5,0,0,0,0,0,0,0,8,265,0,34,0,1,0,0
912,1015,6,14,18,12,3,0,4,0,2,8,0,0,0,238,0,0,1,0,0,0,0,0,1,5,11,0,0,0,0,0,67,8,0,12,4,0,2,0,45,0,4,1,0,0,9,3,1,0,24,0,4,16,0,6,1,119,85,4,0,0,0,0,5,0,18,0,0,0,7,1,0,0,0,0,2,0,10,220,1,18,0,0,0,0
916,1107,4,21,12,16,1,1,0,0,3,1,1,0,0,244,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,0,104,10,0,9,2,0,1,0,5,0,4,4,0,0,2,3,0,0,1,0,0,9,0,5,0,91,102,5,2,1,0,0,4,1,28,3,0,0,5,1,0,0,0,0,1,0,6,259,1,30,0,0,0,0
920,1200,9,12,30,14,3,1,0,0,0,0,0,0,0,199,0,1,2,0,0,0,0,0,0,8,1,0,0,0,0,0,111,8,0,11,1,10,2,0,14,0,2,0,0,0,15,0,1,0,9,0,4,16,0,8,2,67,105,5,4,0,0,0,3,1,23,3,0,0,5,1,0,0,0,0,0,0,5,266,3,34,0,0,0,0
924,1292,5,29,10,25,0,0,1,0,1,0,2,0,0,208,0,0,4,0,1,0,0,0,0,11,1,0,0,0,0,0,151,9,0,8,0,0,2,0,16,0,2,0,0,0,3,0,1,0,0,0,0,15,1,4,0,34,79,7,4,0,0,0,1,0,54,1,0,0,2,1,0,0,0,0,0,0,3,354,0,24,0,0,0,0
928,1384,5,23,30,14,17,0,1,0,1,8,1,0,0,224,0,0,3,1,0,0,0,1,2,9,10,0,0,0,0,0,126,5,0,9,1,0,0,3,33,3,2,1,0,0,20,0,0,0,18,0,0,6,0,2,0,152,82,1,1,0,0,0,0,0,24,3,2,0,12,1,0,0,0,0,0,0,5,223,0,43,0,0,0,0
932,1477,11,25,7,19,0,0,2,0,1,2,0,0,0,267,0,0,2,0,0,1,0,0,0,7,4,0,0,0,0,0,58,2,0,7,1,0,0,4,18,0,2,0,0,0,0,1,1,0,0,0,0,14,1,7,0,65,157,4,2,0,0,1,3,0,30,2,0,0,2,0,0,0,0,0,0,0,8,287,0,17,0,0,0,0
936,1569,5,29,21,13,1,1,0,1,2,0,3,0,0,169,0,0,4,0,0,0,0,0,0,2,5,0,0,0,0,0,122,9,0,18,4,0,0,0,14,0,10,4,0,0,0,0,17,0,26,0,0,16,0,2,0,120,112,6,0,0,0,0,4,0,24,5,0,0,11,3,0,0,0,0,0,0,8,204,0,30,0,0,0,0
940,1661,7,21,14,18,1,0,2,0,1,3,0,0,0,202,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,127,12,0,16,4,0,1,2,6,0,2,1,0,0,1,1,0,0,0,0,0,22,1,3,0,101,164,4,1,0,0,3,5,0,30,6,0,0,10,3,0,0,0,0,0,0,3,183,1,28,0,1,0,0
944,1779,5,25,31,20,0,0,0,0,3,4,0,0,0,193,0,0,4,0,0,0,0,0,0,7,9,0,0,0,0,0,97,9,0,22,1,0,0,3,31,0,0,1,0,0,1,0,0,0,0,0,0,15,0,4,0,80,114,5,0,0,0,1,2,2,21,1,0,0,3,1,0,1,0,0,0,0,3,286,0,22,0,0,0,0
948,1897,7,16,15,18,0,1,1,0,1,3,0,0,1,205,0,0,4,1,0,1,0,0,0,5,3,0,0,0,0,0,89,7,0,10,5,0,1,1,7,0,2,1,0,0,2,1,1,0,1,0,0,16,2,11,0,159,135,5,1,0,0,1,2,1,21,2,0,0,8,0,0,0,0,0,0,0,9,207,2,33,0,0,0,0
952,2015,8,28,17,25,2,0,1,0,1,2,1,0,0,195,0,0,6,0,0,2,0,0,0,13,12,0,0,0,0,0,101,14,0,13,1,0,1,0,6,0,2,1,0,0,3,0,3,0,0,0,0,14,3,6,0,103,177,4,2,0,0,0,1,0,32,0,0,0,6,3,0,0,0,0,0,0,5,212,1,32,0,0,0,0
956,2133,11,24,30,18,2,0,0,0,1,2,0,0,0,200,0,0,1,0,0,0,0,0,0,8,13,0,0,0,0,0,83,10,0,13,1,0,3,1,36,0,5,3,0,0,6,0,2,0,2,0,4,6,0,1,1,91,77,4,3,0,0,0,9,1,23,1,1,0,5,1,0,0,0,0,0,0,6,324,1,19,0,0,0,0
958,2192,0,36,3,18,0,0,0,0,0,3,2,0,0,204,0,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,61,5,0,17,4,0,1,0,22,0,2,0,0,0,0,1,2,0,0,0,0,4,2,3,0,107,137,3,0,0,0,0,1,0,32,1,0,0,6,0,0,0,0,0,0,0,3,275,0,40,0,0,0,0
960,2251,7,26,32,13,0,1,0,0,0,3,1,1,0,193,0,0,3,0,0,0,0,1,0,5,3,0,0,0,0,0,113,13,0,13,1,0,0,0,9,0,1,0,0,0,2,0,1,0,1,0,1,7,0,2,1,110,145,7,1,0,0,0,1,0,29,1,0,0,2,0,0,0,0,0,0,0,3,262,0,28,0,0,0,0
962,2310,2,25,3,26,1,0,0,0,0,3,4,0,0,193,0,0,3,0,1,0,0,0,0,5,4,0,0,0,0,0,87,7,0,14,3,0,0,0,15,0,4,3,0,0,0,3,1,0,0,0,0,19,0,9,0,117,167,2,2,0,0,0,6,0,27,0,0,0,12,0,0,0,0,0,0,0,9,214,1,28,0,0,0,0
964,2369,7,31,47,19,5,0,0,0,2,3,4,0,0,193,0,0,2,1,2,0,0,1,3,1,8,0,0,0,0,0,48,11,0,10,1,0,0,1,19,0,4,2,0,0,20,0,0,0,12,0,0,22,0,6,2,117,137,8,0,0,0,0,1,1,28,0,0,0,7,0,0,1,0,0,0,0,7,219,0,30,0,0,0,0
966,2428,4,39,2,28,0,1,0,0,0,2,2,0,0,310,0,0,5,0,0,0,0,0,0,2,4,2,0,0,0,0,74,3,0,9,5,0,0,1,36,0,2,0,0,0,0,0,0,0,0,0,0,15,1,5,0,81,123,4,1,0,0,0,1,1,30,3,0,0,6,0,0,0,0,0,0,0,8,180,0,39,0,0,1,0
968,2487,4,27,30,21,0,3,0,0,1,2,0,0,1,197,0,1,0,1,1,0,0,0,0,9,8,0,0,0,0,0,93,9,0,8,2,0,0,1,40,0,2,4,0,0,10,0,0,0,0,1,0,17,5,7,0,107,73,5,3,0,0,1,3,2,39,2,0,0,5,0,0,0,0,0,0,0,2,264,0,34,0,0,0,0
970,2545,4,39,2,22,0,1,0,0,0,1,1,0,0,221,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,65,9,0,13,1,0,0,1,37,0,1,1,0,0,1,0,2,0,0,0,0,7,0,8,0,109,136,5,2,0,0,0,1,0,42,1,0,0,9,0,0,0,0,0,0,0,3,222,0,25,0,1,0,0
972,2604,23,29,15,22,9,1,2,0,0,2,0,0,0,179,0,0,5,0,0,0,0,0,0,9,3,0,0,0,0,0,56,12,0,11,0,0,1,1,11,0,4,0,0,0,6,0,1,0,4,0,0,8,0,3,0,127,189,3,0,0,0,0,1,0,27,3,0,0,6,3,0,0,0,0,2,0,3,213,0,29,0,0,0,0
974,2663,6,31,3,4,0,3,0,0,0,4,2,0,0,148,0,0,5,1,0,1,0,0,0,3,14,0,0,0,0,0,110,6,0,10,1,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,9,0,4,0,107,143,1,4,0,1,0,0,0,29,2,0,0,3,1,0,0,0,0,0,0,4,327,0,34,0,1,1,0
976,2722,10,13,23,12,1,0,1,1,0,1,1,0,0,115,0,0,1,1,1,0,0,1,0,2,3,0,0,0,0,0,93,6,0,5,1,0,0,0,16,0,6,2,0,0,21,0,1,0,1,0,1,4,3,3,1,172,107,2,0,0,0,1,1,0,24,0,0,0,6,0,0,0,0,1,0,0,10,303,0,27,0,0,0,0
978,2781,5,39,1,10,0,0,0,0,0,2,1,0,0,214,0,0,1,0,1,0,0,0,0,10,3,0,0,0,0,0,108,7,0,17,2,0,0,0,31,0,4,0,0,0,0,0,4,0,0,0,0,10,0,2,0,89,96,2,4,0,0,0,2,0,22,2,0,0,6,0,0,0,0,0,1,0,3,275,0,41,0,0,0,0
980,2840,15,17,33,17,9,0,1,0,1,0,0,0,0,173,0,1,1,0,0,0,0,0,0,4,11,0,0,0,0,0,49,35,0,14,4,0,6,0,22,0,9,3,0,0,15,0,3,0,8,0,0,10,0,2,0,131,140,7,0,0,0,0,2,2,21,2,1,0,5,0,0,1,0,0,0,0,5,238,0,31,0,0,0,0
982,2899,1,27,4,21,0,1,0,0,1,1,2,0,0,213,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,103,10,0,7,1,0,0,1,27,0,2,0,0,0,0,1,1,0,1,0,0,11,2,5,0,95,173,3,4,0,0,0,0,1,36,0,0,0,5,0,0,0,0,0,0,0,2,221,0,24,0,0,0,0
984,2958,7,26,6,14,1,1,1,0,1,7,0,0,0,188,0,0,1,0,0,1,0,2,0,9,3,1,0,0,0,0,108,2,0,6,2,0,0,0,30,0,5,0,0,0,1,0,1,0,1,0,2,15,5,3,0,167,83,7,5,0,0,5,0,0,23,3,0,0,7,0,0,1,0,0,0,0,2,235,0,28,0,0,0,1
986,3017,2,25,0,25,0,2,0,0,0,3,3,0,0,178,0,1,5,1,0,0,0,0,0,1,2,0,0,0,0,0,108,5,0,20,0,0,0,1,20,0,3,0,0,0,0,0,2,0,0,0,0,9,1,2,0,121,157,1,0,0,0,0,0,1,29,0,0,0,7,0,0,0,0,0,0,0,5,254,0,18,0,0,0,0
988,3076,4,27,21,26,1,0,1,0,0,2,0,0,0,185,0,0,4,0,0,0,0,0,0,5,2,0,0,0,0,0,86,5,0,12,0,0,0,1,38,0,7,0,0,0,1,2,1,0,18,0,2,17,0,3,0,136,102,2,0,0,0,0,0,0,40,3,0,0,3,2,0,0,0,0,1,0,9,265,0,47,0,0,0,0
990,3135,2,31,7,16,0,0,0,0,0,2,0,0,0,139,1,0,5,0,1,0,0,0,0,4,4,0,0,0,0,0,99,5,0,18,2,0,0,0,43,0,2,0,0,0,0,7,0,0,0,0,0,16,0,0,0,125,178,5,0,0,0,0,0,0,27,2,0,0,3,0,0,0,0,1,0,0,8,254,3,32,0,1,0,0
992,3194,2,44,25,16,4,0,2,0,0,3,2,0,0,125,0,0,4,0,1,0,0,0,0,6,2,0,0,0,0,0,91,8,0,19,5,0,2,1,6,0,5,2,0,0,6,1,0,0,1,0,0,17,1,5,0,181,185,2,3,0,0,1,1,0,32,2,6,0,12,0,2,0,0,0,0,0,3,163,1,49,0,0,0,1
994,3253,5,58,2,24,0,2,0,0,0,1,1,0,0,156,0,0,2,0,0,0,0,0,0,6,4,0,0,0,0,0,133,7,0,14,0,0,0,0,22,0,4,1,1,0,0,2,0,1,0,0,0,10,0,2,0,173,161,5,2,0,0,0,1,1,27,0,0,0,6,0,0,0,0,0,0,0,7,150,0,23,0,0,0,0
996,3312,59,40,32,9,2,1,0,0,2,0,2,0,0,166,0,0,2,1,0,0,0,0,0,1,4,0,0,0,0,0,70,15,0,8,3,0,1,3,13,2,8,0,0,0,8,0,1,0,0,0,0,6,0,13,3,156,206,11,1,0,0,4,2,1,22,0,3,0,6,2,0,0,0,0,0,0,16,187,2,20,0,0,0,0
998,3371,0,47,4,36,0,0,0,0,0,2,2,0,0,240,0,0,2,0,0,1,0,0,0,1,7,0,0,0,0,0,110,7,0,21,0,0,0,0,15,0,1,0,0,0,1,2,1,0,0,0,0,20,0,3,0,148,205,3,0,0,0,3,1,2,23,0,0,0,5,0,0,0,0,0,0,0,7,155,0,25,0,1,0,0
1000,3430,2,30,27,11,1,0,0,0,0,2,0,0,3,123,1,0,1,0,0,0,0,1,0,5,6,0,0,0,0,0,93,7,0,12,3,0,0,0,18,1,6,0,1,0,1,0,1,0,0,0,1,17,2,7,0,229,164,2,0,0,0,1,0,0,21,1,0,0,2,0,0,0,0,0,0,0,3,189,0,30,0,1,0,0
1001,3461,1,33,6,16,0,0,1,0,0,3,0,0,0,174,0,0,3,0,0,1,0,0,0,8,6,0,0,0,0,1,64,5,0,19,1,0,3,1,14,0,0,0,0,0,1,0,0,0,0,0,1,16,0,5,0,196,202,3,0,0,1,1,0,0,29,0,0,0,5,0,0,0,0,0,0,0,6,149,0,25,0,0,0,0
1002,3492,1,33,2,17,0,0,0,0,1,2,2,0,0,167,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,94,5,0,14,1,0,0,0,25,0,2,1,0,0,0,1,0,0,0,0,0,12,1,2,0,173,276,4,0,0,0,0,0,0,18,1,0,0,5,2,0,0,0,0,0,0,5,129,0,23,0,1,0,0
1003,3523,4,43,1,14,0,0,0,1,0,3,4,0,0,196,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,91,1,0,20,3,0,1,0,41,0,1,0,0,0,2,5,3,0,0,0,0,19,0,7,0,169,233,5,1,0,0,1,1,0,21,1,0,0,4,0,0,0,0,0,0,0,6,114,1,25,0,0,0,0
1004,3555,3,32,16,18,16,2,1,0,0,3,1,0,0,166,0,1,6,0,0,0,0,0,3,3,6,0,0,0,0,0,72,3,0,14,1,0,0,0,43,0,3,1,0,0,17,0,2,0,14,0,0,23,0,6,1,278,106,4,0,0,0,0,2,3,33,0,0,0,5,0,0,0,0,0,0,0,8,95,1,35,0,0,0,0
1005,3586,3,41,7,20,0,1,0,0,0,1,2,0,0,193,0,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,108,2,0,15,1,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,16,0,3,0,152,199,4,0,0,0,1,0,0,41,0,0,0,4,2,0,1,0,0,0,0,4,121,1,29,0,0,0,0
1006,3617,1,22,0,7,0,0,0,0,0,0,1,0,0,122,0,0,2,0,3,0,0,0,0,9,3,0,0,0,0,0,31,8,0,18,0,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,11,0,3,0,64,104,3,1,0,1,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,6,47,0,10,0,2,0,0
1007,3648,3,41,0,12,0,0,0,0,0,2,4,0,0,290,0,0,6,0,0,0,0,0,0,9,1,0,0,0,0,0,78,7,0,16,0,0,1,0,11,0,2,0,0,0,0,0,1,0,1,0,0,16,0,7,0,130,194,4,1,0,0,0,0,1,30,1,0,0,5,0,0,0,0,0,0,0,4,102,0,22,0,2,0,0
1008,3680,4,20,19,15,3,2,1,0,0,2,0,0,1,206,0,0,3,0,1,0,0,0,0,7,0,0,0,0,0,0,73,7,0,22,1,0,0,0,10,0,5,0,1,0,2,1,1,0,0,0,0,22,2,3,3,189,229,5,1,0,0,1,4,1,34,3,0,0,2,1,0,0,0,0,0,0,8,117,0,31,0,0,0,0
1009,3711,3,35,1,29,0,2,0,0,0,0,0,0,0,190,0,0,5,0,0,0,0,0,0,8,1,0,0,0,0,0,93,3,0,16,3,0,0,2,16,0,2,0,0,0,0,0,0,0,0,0,0,11,0,3,0,183,215,2,0,0,1,0,0,4,35,2,0,0,4,2,0,0,0,0,0,0,7,85,0,38,0,0,0,0
1010,3742,3,29,2,23,0,1,0,0,3,0,0,0,0,260,0,0,7,0,2,3,0,0,0,7,4,0,0,0,0,0,75,5,0,13,0,0,1,0,42,0,1,0,0,0,3,2,0,0,0,0,0,14,1,8,0,99,222,4,2,0,0,0,0,3,42,1,0,0,4,1,0,1,0,0,1,0,10,87,0,22,0,0,0,0
1011,3773,3,32,7,18,0,0,0,0,0,2,1,0,0,205,0,0,3,0,0,1,0,0,1,5,3,0,0,0,0,0,92,7,0,12,0,0,0,1,44,0,1,0,0,0,0,3,0,0,0,0,0,17,0,0,0,186,205,0,2,0,0,0,0,0,37,1,0,0,6,1,0,0,0,0,0,0,6,88,0,21,0,0,0,0
1012,3804,3,26,13,25,4,1,1,0,1,4,2,0,0,134,0,0,4,0,1,0,0,1,3,8,11,0,0,0,0,0,73,6,0,18,7,0,0,1,40,0,0,0,0,0,18,0,0,0,14,0,0,20,0,0,0,205,176,10,0,0,0,0,1,0,39,4,1,0,8,6,0,0,0,0,0,0,6,99,0,22,0,0,0,0
1013,3836,1,42,7,27,0,0,0,0,1,3,1,0,0,190,0,0,3,1,0,0,0,0,0,6,4,0,0,0,0,0,84,4,0,25,2,0,1,1,42,0,1,0,0,0,0,1,0,0,0,0,0,14,2,3,0,126,200,3,3,0,0,0,0,1,38,1,0,0,8,0,0,0,0,0,0,0,8,107,1,41,0,0,0,0
1014,3867,1,31,1,23,1,0,0,0,0,2,0,0,0,186,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,83,9,0,25,7,0,0,0,36,0,1,0,0,0,2,2,1,0,0,0,0,18,0,5,0,114,260,7,0,0,0,2,6,1,48,2,0,0,4,2,0,0,0,0,0,0,5,101,0,25,0,0,0,0
1015,3898,4,32,4,27,0,1,0,0,0,1,2,0,0,179,0,0,2,0,0,1,0,0,0,3,3,0,0,0,0,0,61,10,0,23,4,0,0,1,22,0,0,0,0,0,0,6,1,0,0,0,0,21,1,2,0,202,228,3,3,0,0,1,2,0,47,2,0,0,11,1,0,0,0,0,0,0,3,76,0,33,0,0,1,0
1016,3929,4,26,23,22,1,1,3,0,0,1,2,0,0,220,0,0,2,0,0,0,0,0,0,6,2,0,0,0,0,0,72,5,0,7,5,0,0,3,13,0,5,0,0,0,2,0,0,0,0,0,0,6,0,3,0,183,238,2,1,0,0,1,1,1,29,4,1,0,6,2,0,0,0,0,0,0,8,82,2,41,0,0,0,0
1017,3961,1,27,8,20,1,0,0,0,0,1,2,0,0,241,0,0,2,0,0,1,0,0,0,9,7,0,0,0,0,1,76,1,0,17,6,0,0,5,45,0,2,0,0,0,3,4,1,0,0,0,0,12,2,4,0,197,206,2,3,0,0,1,3,1,63,0,0,0,10,0,0,0,0,0,0,0,1,44,1,24,0,0,0,0
1018,3992,1,36,2,39,0,1,0,0,2,1,3,0,0,249,0,0,7,0,0,0,0,0,0,57,1,0,0,0,0,0,68,7,0,32,4,0,0,0,23,0,6,0,0,0,0,3,0,0,0,0,0,19,1,4,0,98,190,6,1,0,0,0,3,4,95,0,0,0,1,0,0,0,0,0,0,0,7,41,0,44,0,0,0,0
1019,4023,4,27,2,39,0,2,0,0,0,2,4,0,0,245,0,0,2,0,1,0,0,0,0,4,3,0,0,0,0,0,57,1,0,16,1,0,1,2,20,0,8,0,0,0,2,0,0,0,0,0,0,8,0,1,0,170,230,5,1,0,0,0,2,0,64,2,0,0,16,2,0,0,0,0,1,0,5,34,0,27,0,1,0,0
1020,4054,13,23,29,15,10,0,0,0,1,6,0,0,0,224,0,0,4,0,0,0,0,0,2,7,7,0,0,0,0,0,60,2,0,11,2,0,0,1,25,0,7,0,0,0,26,0,0,0,20,0,0,22,0,2,4,243,163,6,1,0,0,0,0,1,34,3,6,0,16,0,0,0,0,0,0,0,8,41,0,35,0,0,0,0
1021,4085,3,34,2,43,0,0,0,1,1,0,1,1,0,222,0,0,1,0,0,0,0,0,0,14,4,0,0,0,0,0,70,2,0,30,5,0,0,2,43,0,4,0,0,0,1,2,1,0,2,0,1,20,1,1,0,165,175,3,0,0,0,0,1,1,69,1,1,0,11,1,0,0,0,0,0,0,4,49,0,39,0,0,0,0
1022,4117,4,37,7,52,0,0,0,0,1,3,3,0,0,161,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,96,9,0,15,1,0,1,0,28,0,3,0,0,0,2,4,1,0,0,0,0,21,1,5,0,193,203,5,3,0,0,0,1,0,56,1,0,0,3,0,0,0,0,1,0,0,10,45,2,33,0,0,0,0
1023,4148,3,26,4,29,0,1,0,0,0,1,1,0,0,260,0,0,1,0,0,2,0,0,0,17,3,0,1,0,0,0,68,0,0,20,4,0,0,2,16,0,5,0,0,0,1,7,0,0,0,0,0,27,2,4,0,129,216,3,6,0,0,0,1,2,70,2,0,0,17,1,0,0,0,0,0,0,5,44,0,24,0,1,0,0
1024,4179,10,27,25,49,1,0,1,0,0,4,2,0,0,227,1,2,1,0,1,0,0,0,0,13,5,0,0,0,0,0,62,2,0,18,2,0,0,0,44,0,9,0,0,0,9,0,3,0,1,0,0,22,0,1,0,205,150,6,1,0,0,0,1,0,65,3,0,0,17,0,0,0,0,0,0,0,6,33,0,28,0,0,0,0
1025,4210,1,29,1,39,0,0,0,0,0,2,1,0,0,143,0,0,5,0,0,0,0,0,1,12,2,0,0,0,0,0,88,2,0,25,3,0,1,2,20,0,2,1,0,0,1,1,1,0,0,0,0,15,0,5,0,160,244,2,3,0,0,0,0,0,77,0,0,0,8,2,0,0,0,0,0,0,10,58,1,36,0,0,0,0
1026,4241,9,26,27,12,0,3,0,0,3,3,0,1,0,196,0,0,3,0,0,0,0,0,0,1,4,0,0,0,0,0,60,5,0,14,2,0,0,1,36,0,3,0,0,0,4,0,1,1,1,0,0,11,0,4,0,257,191,7,2,0,0,0,0,1,33,0,0,0,9,0,0,0,0,0,0,0,19,63,1,18,0,0,0,0
1027,4273,4,29,0,28,0,0,0,0,0,0,1,0,0,204,0,0,3,0,1,0,0,0,0,8,4,0,0,0,0,0,64,3,0,17,0,0,2,4,30,0,5,0,0,0,0,2,0,0,0,0,0,9,4,0,0,190,325,2,2,0,0,1,3,2,49,0,0,0,5,1,0,0,0,0,0,0,4,28,0,19,0,0,0,0
1028,4304,5,23,17,12,7,0,1,0,2,2,3,0,0,158,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,22,5,0,18,2,0,0,2,14,0,7,0,0,0,14,0,1,0,7,0,0,16,0,2,2,269,286,1,0,0,0,0,1,0,38,3,0,0,8,1,0,0,0,0,0,0,8,52,0,18,0,0,0,0
1029,4335,4,39,0,11,0,4,0,0,0,2,4,0,0,239,0,2,5,0,0,2,0,0,0,11,0,0,0,0,0,0,63,4,0,7,1,0,0,1,29,0,2,0,0,0,2,3,0,0,0,0,0,15,0,6,0,196,315,1,2,0,0,0,0,0,43,0,0,0,9,1,0,0,0,0,1,0,3,41,0,22,0,0,0,0
1030,4366,7,28,31,13,2,0,1,0,2,2,0,0,0,208,0,1,2,0,0,0,0,0,0,8,8,0,0,0,0,0,56,6,0,10,1,0,1,0,123,0,6,0,0,0,7,0,0,0,3,0,0,26,0,4,0,240,143,1,4,0,0,3,2,1,30,0,0,0,8,0,0,1,0,0,1,0,3,32,0,33,0,0,0,0
