"sample.depths","sample.ages","Abies","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis","Amaranthaceae","Ambrosia","Apiaceae","Arceuthobium","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Betula","Botrychium","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cornus.canadensis","Cornus.racemosa","Corylus","Cyperaceae","Dalea","Ephedra","Epilobium","Equisetum","Fabaceae.undiff.","Fagus","Filicopsida.undiff.","Filipendula","Fraxinus.nigra","Fraxinus.pennsylvanica","Galium","Huperzia.lucidula","Juglans","Juniperus.Thuja","Larix","Lycopodiaceae.undiff.","Menyanthes.trifoliata","Morus","Myrica","Myriophyllum","Nuphar","Nymphaea","Nyssa","Osmunda","Ostrya.Carpinus","Oxyria.digyna","Picea.glauca","Picea.mariana","Pinus.strobus","Pinus.undiff.","Platanus","Poaceae","Polygonum","Polypodium","Populus","Potamogetonaceae","Pteridium","Quercus","Ranunculus","Rosaceae.undiff.","Rumex","Salix","Saxifraga.oppositifolia","Saxifraga.undiff.","Shepherdia","Sphagnum","Thalictrum","Tilia","Tsuga","Typha","Ulmus","Urtica","Viburnum","Vitis","Woodsia"
845,1577,0,38,1,14,0,0,0,0,0,0,1,0,0,124,0,0,15,0,0,0,0,0,7,2,0,0,0,0,0,92,12,0,30,0,0,0,0,8,4,1,0,0,1,1,2,1,0,0,16,1,3,0,110,132,11,2,0,0,0,4,2,97,0,0,9,0,0,0,0,1,0,3,203,0,76,0,0,0,2
855,1708,2,45,2,30,2,0,0,0,0,2,2,0,0,116,0,0,22,0,2,1,0,0,36,0,0,0,0,0,0,119,3,1,42,3,0,1,5,11,2,0,0,0,0,2,3,0,0,0,15,1,1,0,75,79,10,1,0,0,0,0,0,101,4,0,7,0,0,0,0,0,0,9,199,0,52,0,0,0,1
865,1840,2,44,6,13,0,2,0,0,0,2,2,0,0,93,0,0,25,0,0,0,0,0,19,1,0,0,0,0,0,136,11,0,26,1,0,1,5,3,3,0,0,0,2,0,1,2,0,0,24,2,4,0,73,85,4,1,0,0,0,0,0,126,0,0,4,3,0,0,0,0,1,7,212,0,58,0,1,1,1
875,1972,3,48,1,35,1,0,0,0,0,0,2,0,0,127,0,0,18,0,0,0,0,0,40,4,0,0,0,0,0,128,10,0,43,6,0,0,4,18,5,0,0,0,0,2,1,0,0,0,23,1,3,0,49,69,3,3,0,0,1,0,0,86,2,0,6,0,0,0,0,0,0,7,201,0,65,0,0,0,1
885,2103,0,48,0,14,0,1,0,0,3,7,2,0,0,152,0,0,18,0,1,1,0,0,17,1,0,0,0,0,0,132,4,0,32,0,0,0,3,9,4,1,0,0,0,3,1,0,0,0,16,1,3,0,100,100,3,0,0,0,0,0,1,79,1,0,10,2,0,0,0,0,0,4,176,0,60,0,0,0,1
901,2314,0,40,0,21,0,0,0,0,0,0,3,0,0,136,0,0,13,0,2,0,0,0,14,1,0,0,0,0,0,119,9,0,35,6,0,0,2,17,1,2,0,0,0,2,1,1,0,0,27,0,4,0,83,104,3,1,0,0,0,1,2,74,4,0,7,1,0,0,0,0,0,9,194,0,70,0,1,0,0
905,2366,1,34,4,8,2,0,0,0,0,1,4,0,0,99,0,0,6,0,0,0,0,4,4,1,0,0,1,0,0,131,9,0,21,2,0,0,3,4,1,1,1,0,0,3,0,1,0,0,21,5,3,0,77,107,2,1,0,1,0,0,0,63,0,0,6,2,0,0,1,0,0,5,292,1,75,0,0,0,0
915,2498,3,42,2,12,2,0,0,0,0,1,0,0,0,134,0,0,14,0,2,0,0,0,18,0,0,0,0,0,0,131,4,0,42,3,0,0,3,4,2,2,0,0,0,1,1,1,0,0,30,0,3,0,101,92,9,1,0,0,1,0,0,94,4,0,9,0,0,0,0,0,0,6,172,0,60,0,1,0,0
925,2630,1,43,1,14,0,0,0,0,3,2,2,0,0,146,0,0,20,0,0,0,0,0,20,2,0,0,0,0,0,58,5,1,29,0,0,0,3,1,4,0,0,0,0,1,1,0,0,1,11,2,1,0,96,185,0,0,0,0,0,1,1,99,0,0,5,0,0,0,0,0,0,9,192,0,46,0,0,0,3
935,2761,1,14,6,4,0,1,0,0,1,1,0,0,0,64,0,0,9,0,0,0,0,0,5,1,0,0,0,0,0,59,2,0,15,4,0,0,1,8,1,0,0,0,3,2,0,0,0,0,10,0,2,0,64,79,2,0,0,0,0,0,0,42,0,0,2,0,0,0,0,0,0,7,195,0,31,0,0,0,0
945,2900,1,32,1,13,0,0,0,0,0,1,3,0,0,116,0,0,5,0,1,0,0,0,9,2,0,0,0,0,0,108,3,0,24,3,0,0,3,4,3,0,0,0,0,2,0,0,0,0,19,2,3,0,105,118,4,1,0,0,0,0,1,89,0,0,13,1,0,0,0,0,0,5,249,0,56,0,0,0,2
951,2987,0,43,0,16,1,1,0,0,0,3,0,0,0,141,0,2,13,0,0,0,0,0,10,7,0,0,0,0,0,98,2,0,44,2,0,1,4,29,3,0,0,0,2,2,0,1,0,0,47,0,3,0,84,125,3,0,0,0,0,0,1,128,0,0,8,0,0,0,0,0,0,4,135,0,63,0,0,0,0
953,3016,0,51,0,21,0,1,0,0,4,3,1,0,0,146,0,2,13,0,0,3,0,0,8,6,0,0,0,0,0,92,9,0,36,5,1,0,2,19,3,2,0,0,0,2,1,1,0,0,82,1,4,0,78,82,6,0,0,0,0,0,2,137,0,0,10,0,0,0,0,0,0,9,167,1,60,0,0,0,0
955,3045,0,79,0,21,0,1,0,0,1,4,3,0,1,160,0,0,11,0,0,0,0,0,24,1,0,1,0,0,0,141,9,0,48,4,0,0,3,14,4,0,2,0,0,1,2,0,0,0,22,0,2,0,60,60,8,2,0,0,0,1,0,120,1,0,8,1,0,0,0,0,0,5,133,0,64,0,0,0,0
957,3074,0,54,0,13,1,0,0,0,0,4,2,0,0,148,0,0,7,0,1,1,0,1,5,0,0,0,0,0,0,96,6,0,46,1,0,1,3,18,1,0,0,0,1,2,0,0,1,0,30,0,2,0,90,92,3,0,0,0,0,0,1,92,0,0,4,0,0,0,0,0,0,8,164,0,106,0,1,0,0
959,3103,0,56,1,13,0,0,0,0,0,1,2,0,0,134,0,1,6,0,0,0,0,0,2,2,0,0,0,0,0,153,8,0,49,1,0,0,1,19,1,0,0,0,2,2,2,0,0,0,32,0,1,0,91,117,4,1,0,0,0,0,1,105,0,0,9,0,0,0,0,0,0,7,121,1,65,0,1,0,0
961,3132,0,66,1,6,0,1,0,0,0,2,1,0,0,148,0,0,13,0,0,0,0,0,4,2,0,0,0,0,0,138,4,1,48,2,0,0,1,19,0,1,0,0,0,2,0,0,0,0,29,0,2,0,89,116,5,0,0,0,0,0,0,106,0,0,8,2,0,0,0,0,0,6,131,0,57,0,0,0,0
963,3161,0,62,0,17,1,0,0,0,0,2,1,0,1,105,0,0,14,0,0,2,0,0,7,3,0,0,0,0,0,129,7,0,44,2,0,0,0,23,2,0,0,0,0,1,0,1,0,0,33,0,2,0,109,101,3,1,0,0,0,2,1,87,2,0,7,1,0,0,0,1,0,11,173,1,50,0,1,0,1
965,3190,2,39,6,20,0,0,0,0,0,7,2,0,0,115,0,0,15,0,0,0,0,0,17,1,0,0,0,0,0,115,7,1,29,4,0,0,2,23,3,0,0,0,0,0,1,2,0,0,15,1,1,0,99,72,8,1,0,0,0,0,0,88,1,2,6,3,0,0,0,0,0,5,257,0,52,0,1,0,0
967,3220,1,46,1,19,0,1,0,0,0,5,0,0,0,103,0,0,18,0,0,0,0,0,4,2,0,0,0,0,0,113,5,0,43,2,0,0,4,20,2,0,1,0,0,3,1,0,0,0,31,1,3,0,83,94,8,1,0,0,0,0,0,138,1,0,9,0,0,0,0,0,0,6,189,0,55,0,0,0,0
969,3249,0,58,1,18,0,0,0,0,0,1,4,0,0,125,0,0,15,0,0,0,0,0,8,3,0,0,0,0,0,98,2,1,39,5,0,0,4,27,1,0,0,0,0,1,0,0,0,0,41,2,2,0,71,97,10,1,0,0,0,0,0,130,0,0,10,0,0,0,0,0,0,8,176,0,49,0,0,0,0
971,3278,2,49,1,29,2,0,0,0,1,6,2,0,0,139,1,1,15,1,0,0,0,0,1,2,0,0,0,0,0,88,3,0,48,3,0,0,1,21,2,0,0,0,1,1,0,0,0,0,39,0,2,0,72,87,3,1,0,0,0,0,2,144,0,0,15,2,0,0,0,0,0,6,173,0,58,0,0,0,0
973,3307,0,46,0,17,0,0,0,0,0,1,3,0,0,189,0,1,7,0,0,2,0,0,5,6,0,0,0,0,0,100,5,0,55,1,0,0,2,15,1,0,0,0,2,2,0,0,0,0,48,0,1,0,76,111,3,0,0,0,1,0,1,114,0,0,3,2,0,0,0,1,0,6,151,1,69,0,1,0,0
975,3336,0,53,1,11,0,1,0,0,0,1,3,0,0,176,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,116,7,0,53,4,0,0,3,43,1,0,0,0,2,3,1,0,0,0,27,2,1,0,109,111,7,1,0,0,3,0,1,113,0,0,5,0,0,0,0,1,0,8,201,0,44,0,1,0,0
977,3365,1,42,3,10,3,1,0,0,0,5,2,0,0,116,0,0,3,0,0,0,0,0,7,1,0,0,0,0,0,130,7,1,42,6,0,0,4,23,2,0,0,0,2,2,0,0,0,0,34,0,3,0,112,138,2,2,0,1,0,0,0,104,0,0,3,1,0,0,0,0,0,7,126,1,59,0,1,0,2
979,3394,2,41,3,14,1,1,0,0,0,3,8,0,0,111,0,0,9,0,1,1,0,0,8,3,0,0,0,0,0,81,2,0,53,2,0,1,1,36,1,0,0,0,0,2,1,0,0,0,12,0,3,0,89,173,3,1,0,0,0,0,1,98,2,0,10,2,0,0,0,2,0,6,175,0,54,0,0,0,2
981,3423,2,51,4,17,0,1,0,0,0,1,2,0,0,114,0,0,10,0,0,0,0,0,1,1,0,0,0,0,0,111,1,2,55,0,0,0,5,33,1,0,0,0,0,1,1,0,0,0,21,1,5,0,136,141,11,1,0,0,0,1,0,84,3,0,6,0,0,0,0,1,0,6,154,0,37,0,0,0,1
983,3452,1,41,1,16,1,0,0,0,0,1,2,0,0,128,0,1,5,0,1,0,0,0,16,0,0,0,0,0,0,86,3,0,37,3,0,1,1,23,4,0,0,0,2,0,0,0,0,0,23,1,2,0,118,162,5,1,0,0,0,0,0,96,0,0,6,2,0,1,0,0,0,11,161,0,42,0,0,0,1
985,3481,2,41,1,12,0,1,0,0,0,1,4,0,0,87,0,0,16,2,0,0,0,0,13,5,0,0,0,0,0,81,1,2,24,0,0,0,3,11,5,0,0,0,0,1,0,0,0,0,11,2,4,0,203,147,8,0,0,0,0,2,2,113,1,0,6,0,0,0,0,0,0,4,151,0,54,0,0,0,0
987,3510,1,49,0,13,0,0,0,0,0,1,2,0,0,139,0,0,12,1,1,1,0,0,14,1,1,0,0,0,0,81,5,0,53,6,0,0,7,38,3,0,0,0,1,2,0,0,0,0,24,0,3,0,109,199,6,0,0,0,0,0,1,133,2,0,24,3,0,0,0,0,0,10,129,0,60,0,0,0,1
989,3539,4,50,1,14,0,0,0,0,0,2,1,0,0,110,0,1,16,0,0,2,0,0,25,10,0,0,0,0,0,85,8,0,47,0,0,0,3,49,3,2,1,0,0,3,0,0,0,0,15,1,8,0,161,148,5,0,0,0,3,0,1,101,2,0,7,1,0,0,0,0,0,11,119,1,33,0,0,0,2
991,3568,2,48,1,15,1,1,0,0,0,2,1,0,0,119,0,1,13,0,0,0,0,0,28,5,0,0,0,0,0,68,4,1,54,3,0,0,6,63,1,0,0,0,1,2,0,0,0,0,21,1,1,0,143,106,2,3,0,0,0,2,0,111,0,1,11,1,0,0,0,0,0,14,104,0,43,0,0,0,1
993,3597,2,46,1,16,1,0,0,0,0,3,2,0,0,85,0,0,15,1,1,0,0,0,21,2,0,0,0,0,0,77,6,0,38,11,0,1,7,20,1,0,0,0,1,1,0,0,0,0,17,2,7,0,90,154,10,1,0,0,0,0,1,157,1,0,2,0,0,0,0,0,0,9,137,1,63,0,0,0,0
995,3627,1,24,5,11,0,0,0,0,0,1,0,0,0,66,0,0,16,0,1,0,0,2,5,2,0,0,0,0,0,53,9,0,25,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,17,1,3,0,61,86,2,1,0,0,0,0,0,66,0,1,6,0,0,0,0,0,0,3,107,0,44,0,1,0,0
997,3656,1,46,3,24,0,0,0,0,0,2,1,0,0,116,0,0,16,0,0,1,0,0,12,2,0,0,0,0,0,74,2,0,35,2,0,1,11,23,1,1,0,0,2,4,0,0,0,0,30,0,6,0,118,165,9,0,0,0,0,1,0,139,6,0,11,0,0,0,0,1,0,10,131,0,66,0,1,0,2
1003,3743,1,36,0,22,0,0,0,0,0,6,3,0,0,87,0,0,11,0,0,0,0,0,17,0,0,0,0,0,0,93,3,0,47,4,1,0,9,16,3,0,0,0,1,0,1,0,0,1,23,2,3,0,118,167,3,2,0,0,0,0,2,151,4,0,6,0,0,0,0,0,0,4,129,0,53,0,0,0,0
1005,3772,1,27,3,13,0,0,0,0,0,0,0,0,0,97,0,0,12,0,0,0,3,0,3,1,0,0,0,0,0,90,10,0,21,6,0,0,5,11,2,0,0,0,0,1,0,0,1,0,17,0,3,0,234,157,5,0,0,0,1,0,0,103,4,0,11,1,0,0,0,0,0,3,112,0,46,0,0,0,0
1007,3801,2,44,0,27,1,0,0,0,1,1,1,0,0,86,0,0,12,0,0,0,0,0,15,1,0,0,0,0,0,82,2,0,40,3,0,1,5,15,2,0,0,0,0,2,0,1,0,2,20,2,1,0,156,162,7,0,0,0,5,1,1,127,1,0,14,1,0,0,0,1,0,7,99,0,54,0,0,0,1
1009,3830,0,40,1,25,0,0,0,0,0,2,3,0,0,87,0,2,18,0,0,0,0,0,19,3,0,0,0,0,0,75,5,0,43,5,1,0,12,30,2,0,1,0,2,2,0,0,0,1,19,0,2,0,145,155,8,1,0,0,0,2,3,150,3,0,8,3,0,0,0,1,0,6,77,1,52,0,1,0,0
1011,3859,0,50,1,31,0,2,0,0,1,5,1,0,0,137,0,1,19,0,0,0,0,0,13,1,0,0,0,0,1,62,5,0,38,1,0,0,7,21,2,1,0,0,1,2,0,0,0,0,28,2,4,0,120,143,5,2,0,0,1,1,2,155,1,1,22,1,0,0,0,0,0,20,107,0,43,0,0,0,1
1013,3888,2,45,1,31,0,0,0,0,1,2,0,0,0,126,0,0,10,0,2,2,0,1,30,3,0,0,0,0,0,66,6,0,38,9,0,0,10,46,8,1,0,0,2,3,0,0,0,0,18,0,3,0,116,130,12,1,0,1,1,1,1,152,7,0,6,0,0,1,0,0,0,10,94,0,72,0,0,0,1
1015,3917,0,29,2,31,0,0,0,0,0,2,5,0,0,139,0,0,10,1,0,0,0,0,18,1,0,0,0,0,0,72,9,1,19,3,0,0,5,24,2,0,0,0,0,1,0,0,0,0,36,1,3,0,165,136,2,1,0,0,2,2,1,128,1,0,15,3,0,0,0,2,0,13,124,1,43,0,1,0,0
1017,3946,0,43,1,32,0,1,0,0,0,1,0,0,0,142,0,2,12,0,2,0,0,0,17,0,0,0,0,0,0,97,6,3,41,5,0,0,7,26,0,0,0,0,1,2,1,0,0,0,33,1,2,0,89,134,4,1,0,0,2,3,3,140,0,0,11,0,0,0,1,1,0,7,89,0,59,0,0,0,0
1019,3975,2,36,0,30,1,0,0,0,0,2,5,0,0,103,0,0,14,0,0,0,0,0,36,2,0,0,0,0,0,82,7,1,22,0,0,0,5,47,2,0,0,0,2,3,0,0,0,0,26,3,1,0,160,85,6,0,0,0,4,0,2,136,1,0,9,3,0,0,0,0,0,7,95,0,70,0,0,0,1
1021,4005,3,37,2,29,0,0,0,0,0,1,3,0,0,99,0,0,5,0,1,1,0,0,36,2,0,0,0,0,0,74,10,0,41,7,0,0,9,46,4,0,0,0,0,2,0,0,0,0,24,0,2,0,113,132,6,2,0,0,2,0,3,155,3,0,10,3,0,0,1,0,0,12,87,0,74,0,0,0,2
1023,4034,0,48,2,21,0,2,0,0,0,2,1,1,0,98,0,0,10,0,0,0,0,0,19,4,0,0,0,0,0,85,3,0,48,3,0,0,8,31,0,0,1,0,0,0,0,0,0,2,30,1,2,0,113,128,5,2,0,0,1,0,1,118,1,0,3,1,0,0,0,0,1,10,140,0,58,0,0,0,1
1025,4063,0,17,7,3,0,0,0,0,0,3,1,0,0,62,0,0,12,0,0,0,0,0,1,2,0,0,0,0,0,46,6,0,8,3,0,0,0,1,2,0,0,0,1,0,0,1,0,0,25,0,2,0,65,116,0,2,0,0,0,0,1,56,0,0,2,2,0,0,0,0,0,3,112,1,17,0,1,0,0
1027,4092,1,36,0,18,0,0,0,0,1,4,2,0,0,97,0,0,13,0,1,0,0,0,10,3,0,0,0,0,0,78,2,1,51,4,0,0,7,50,0,0,0,0,1,1,0,0,0,0,26,2,0,0,113,195,2,1,0,0,0,1,1,104,1,0,10,1,0,0,0,0,0,12,108,0,50,0,0,0,0
1029,4121,0,46,3,11,0,1,0,0,0,5,4,0,0,129,0,0,14,0,1,0,0,0,14,1,0,1,0,0,0,82,5,1,38,1,1,0,7,25,1,0,0,0,1,0,0,0,0,0,20,1,3,0,160,115,4,0,0,0,2,3,1,151,0,0,10,0,0,0,0,0,0,11,87,1,56,0,0,0,0
1031,4150,0,40,2,25,0,0,0,0,1,2,4,0,0,100,0,0,9,0,0,0,0,0,20,4,0,0,0,0,0,90,2,1,35,4,0,1,2,30,2,0,0,0,0,1,0,0,0,0,28,0,2,0,203,103,7,3,0,0,2,1,4,111,3,0,18,1,0,0,0,0,0,5,106,0,59,0,0,0,1
1033,4179,0,47,0,35,0,0,0,0,1,3,3,0,0,123,0,0,15,0,0,2,0,1,32,5,0,0,0,0,0,81,3,3,47,1,0,0,0,42,1,0,0,0,1,0,0,0,0,0,20,0,0,0,96,100,5,0,0,0,1,2,3,201,3,0,4,0,0,0,0,0,0,7,63,0,51,0,0,0,0
1035,4208,2,54,1,32,0,0,0,0,0,2,1,0,0,105,0,0,11,0,1,1,0,0,8,1,0,0,0,0,0,74,0,3,28,2,0,0,5,29,0,0,0,0,1,1,1,0,0,0,33,0,2,0,143,119,3,0,0,0,0,1,0,158,0,0,24,0,0,0,0,0,1,6,100,0,81,0,0,0,0
1037,4237,0,44,1,32,2,1,0,0,0,4,4,0,0,107,0,0,11,0,0,0,0,0,17,2,0,0,0,0,0,77,8,0,39,2,0,0,4,33,2,0,0,0,1,2,1,0,0,2,21,1,1,0,149,106,7,1,0,0,0,0,1,179,1,0,7,1,0,0,0,0,0,7,69,0,54,0,0,0,3
1039,4266,1,59,1,27,0,0,0,0,0,4,4,0,0,163,0,2,12,0,0,1,0,0,11,2,0,0,0,0,0,93,4,1,38,2,0,0,5,37,2,0,1,0,1,1,0,0,0,0,29,0,4,0,132,121,8,2,0,0,0,1,2,174,5,0,16,1,0,0,1,1,1,14,103,0,82,0,0,0,0
1041,4295,2,45,1,24,0,0,0,0,0,2,6,0,0,128,0,2,11,0,0,0,0,0,9,3,0,0,0,0,0,87,5,1,39,2,0,0,7,29,1,0,0,0,2,2,0,0,0,0,22,0,0,0,100,109,8,0,0,0,2,1,0,150,2,0,11,1,0,0,0,0,0,13,105,1,75,0,0,0,3
1043,4324,1,44,1,26,0,0,0,0,0,4,3,0,0,117,0,1,13,0,1,0,0,0,19,0,0,0,0,0,0,93,2,1,37,3,0,0,6,42,2,0,0,0,0,1,0,0,0,0,21,0,3,0,102,115,4,1,0,0,0,3,1,158,5,0,11,0,0,0,0,0,0,9,80,0,73,0,0,0,3
1045,4353,2,37,5,24,1,0,0,0,0,7,4,0,0,139,0,0,12,0,0,0,0,0,8,0,0,0,1,0,0,78,5,0,19,5,0,0,3,9,1,0,0,0,2,4,0,0,0,0,35,4,2,0,104,145,6,1,0,0,0,1,1,166,3,0,5,2,0,0,0,0,0,11,90,0,66,0,0,0,0
1047,4382,0,62,2,64,0,1,0,0,1,1,4,0,0,134,0,0,8,0,0,1,1,0,19,2,0,0,0,0,0,87,4,0,46,2,0,0,4,45,3,0,0,0,4,0,0,0,0,1,19,1,3,0,66,65,1,3,0,0,2,0,2,168,3,0,8,1,0,0,0,0,0,13,85,0,73,0,0,0,0
1049,4412,0,61,1,69,0,1,0,0,1,4,3,0,0,113,0,3,5,0,0,0,0,0,20,8,0,0,0,0,0,83,2,0,44,5,0,0,13,47,2,0,0,0,1,4,0,0,0,0,22,0,2,0,93,79,3,0,0,0,3,1,2,173,0,1,11,4,0,0,0,1,0,10,91,0,72,0,0,0,2
1051,4441,0,46,1,41,0,0,0,0,0,3,3,0,0,113,0,0,7,0,0,0,0,0,23,0,0,0,0,0,0,85,4,0,32,5,0,0,7,38,0,0,0,0,0,2,0,0,0,0,19,0,2,0,103,72,8,1,0,0,1,0,4,169,1,0,12,5,0,0,0,1,0,7,120,1,69,0,0,0,4
1053,4470,1,37,0,20,0,1,0,0,0,3,2,0,0,108,0,2,6,0,0,0,0,0,14,3,0,0,0,0,0,79,4,0,24,3,0,0,4,63,3,0,0,0,0,2,0,0,0,0,19,0,5,0,138,97,2,3,0,0,4,0,3,131,4,0,14,3,0,0,0,0,0,9,134,1,73,0,0,0,0
1055,4499,3,43,4,25,0,0,0,0,0,6,2,0,0,163,0,0,16,0,0,0,0,3,11,1,0,0,0,0,1,79,4,0,37,7,0,0,6,41,4,1,0,0,3,2,0,0,1,0,34,3,6,1,84,137,2,0,0,0,0,1,2,152,0,0,17,2,0,0,0,0,0,19,118,0,71,0,2,0,0
1057,4528,0,32,3,18,2,2,0,0,0,4,2,0,0,112,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,102,2,0,24,1,0,0,8,41,3,0,0,0,1,0,0,0,0,0,21,2,3,0,168,92,3,3,0,1,2,2,3,137,3,0,12,0,0,0,0,0,0,11,106,0,63,0,1,0,2
1059,4557,1,46,1,19,1,1,0,1,0,3,2,0,0,121,0,0,7,0,0,1,0,0,24,6,0,0,0,0,0,105,4,0,42,2,0,1,11,38,0,0,0,0,1,0,0,0,0,0,10,2,1,0,107,102,7,0,0,0,2,1,0,151,0,0,6,1,0,0,0,0,0,17,94,0,83,0,0,0,1
1061,4591,2,34,0,20,0,1,0,0,0,1,2,0,0,106,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,85,2,0,32,2,0,0,7,20,0,1,0,0,1,0,0,0,0,0,9,2,1,0,114,120,5,0,0,0,0,0,1,136,1,0,16,0,0,0,0,0,1,7,70,0,62,0,0,0,3
