"sample.depths","sample.ages","Ambrosia.type","Bidens.type","Carya","Cyperaceae","Fraxinus.pennsylvanica.type","Fraxinus.undiff.","Poaceae.undiff.","Herbs.undiff.","Iva.xanthifolia.type","Leitneria.floridana","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Plantago.major","Quercus","Salix","Spiraea.type","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Vitis","Xanthium","Alnus","Cornus","Myrica","Amaranthaceae","Cerealia","Brassicaceae","Onagraceae","Lamiaceae","Artemisia","Betula","Castanea","Cephalanthus","Fagus","Magnolia","Platanus","Rhamnaceae","Rubiaceae.undiff.","Rubus","Apiaceae","Corylus","Ericaceae","Ilex","Pinus.subg..Strobus","Rumex","Iva.annua.type","Cupressaceae","Thalictrum","Trees.undiff.","Populus","Acer.rubrum","Fraxinus.nigra.type","Acer.saccharum.type","Juglans.undiff.","Liliaceae","Caryophyllaceae","Parthenocissus","Rhus","Juglans.cinerea","Polygonum","Potentilla.type","Urtica.type","Viburnum","Tilia","Dalea","Asteraceae.subf..Cichorioideae","Celtis","Picea","Morus","Abies","Juglans.nigra","Saxifragaceae","Sambucus","Lonicera","Ranunculus"
115,2696,0,0.00252525252525253,0.0101010101010101,0.0101010101010101,0,0.00505050505050505,0.106060606060606,0.00252525252525253,0,0,0.0227272727272727,0,0.00252525252525253,0.0303030303030303,0.588383838383838,0,0.143939393939394,0.00505050505050505,0,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0.00252525252525253,0.00505050505050505,0,0,0.047979797979798,0.00252525252525253,0,0,0.00252525252525253,0,0,0,0,0,0,0,0,0.00252525252525253,0,0,0,0,0,0.00252525252525253,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3271,0,0.00251889168765743,0.0151133501259446,0.0251889168765743,0,0.0075566750629723,0.130982367758186,0,0,0.0100755667506297,0.0075566750629723,0.0100755667506297,0,0.138539042821159,0.405541561712846,0,0.18639798488665,0.0125944584382872,0,0,0.00251889168765743,0,0,0,0,0.00503778337531486,0,0,0,0,0,0,0,0.00251889168765743,0,0,0.0125944584382872,0,0,0,0,0,0,0.0100755667506297,0,0.00251889168765743,0,0,0,0,0,0,0,0.00251889168765743,0.00251889168765743,0,0.00503778337531486,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3847,0.00245700245700246,0,0.0221130221130221,0.14004914004914,0.00245700245700246,0.00491400491400491,0.027027027027027,0,0.00245700245700246,0,0.0122850122850123,0,0,0.0393120393120393,0.474201474201474,0,0.135135135135135,0,0,0.00245700245700246,0.00491400491400491,0,0,0,0,0.00245700245700246,0,0,0,0,0,0.00245700245700246,0,0,0.00245700245700246,0,0.117936117936118,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,4423,0.0025974025974026,0.012987012987013,0.0181818181818182,0.0181818181818182,0,0.00519480519480519,0.0363636363636364,0.0025974025974026,0.0025974025974026,0.00519480519480519,0.0103896103896104,0,0.0025974025974026,0.0493506493506494,0.524675324675325,0,0.220779220779221,0.0025974025974026,0,0.00519480519480519,0.0025974025974026,0,0,0,0,0.0103896103896104,0,0,0,0.0025974025974026,0,0,0,0.00779220779220779,0,0,0.0441558441558442,0,0,0,0.00519480519480519,0,0,0,0,0.0025974025974026,0,0,0.0025974025974026,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,4998,0.0025062656641604,0.012531328320802,0.025062656641604,0.0350877192982456,0,0.0025062656641604,0.0576441102756892,0,0.0075187969924812,0,0.0075187969924812,0,0.0050125313283208,0.06265664160401,0.453634085213033,0,0.2531328320802,0.0050125313283208,0,0,0,0,0,0,0,0.0050125313283208,0,0,0,0.0025062656641604,0,0.0050125313283208,0.0050125313283208,0,0,0.0025062656641604,0.0325814536340852,0,0,0,0.0050125313283208,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0.0050125313283208,0,0,0,0,0.0025062656641604,0.0025062656641604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,5574,0.0025974025974026,0,0.0207792207792208,0.090909090909091,0,0,0.0701298701298701,0,0.0025974025974026,0.0207792207792208,0.00519480519480519,0.00519480519480519,0,0.051948051948052,0.264935064935065,0,0.316883116883117,0,0,0,0.00519480519480519,0.0025974025974026,0,0.0025974025974026,0,0.00519480519480519,0,0,0,0,0,0.00779220779220779,0,0,0.0025974025974026,0,0.119480519480519,0,0,0,0,0,0,0,0,0,0,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,6150,0.00522193211488251,0,0.0417754569190601,0.0678851174934726,0,0,0.0939947780678851,0,0.00261096605744125,0,0.010443864229765,0,0.00261096605744125,0.00522193211488251,0.308093994778068,0,0.391644908616188,0,0,0.00261096605744125,0.00783289817232376,0,0,0,0,0,0,0,0,0,0,0.00261096605744125,0,0.00261096605744125,0,0,0.0469973890339426,0,0,0,0.00261096605744125,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,6960,0.0130548302872063,0.00261096605744125,0.0731070496083551,0.0339425587467363,0,0,0.107049608355091,0,0,0,0.0182767624020888,0,0.00261096605744125,0.0130548302872063,0.326370757180157,0,0.370757180156658,0.00261096605744125,0,0.0130548302872063,0,0,0,0.00261096605744125,0,0,0.00522193211488251,0,0,0,0,0,0,0,0,0.010443864229765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522193211488251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,8963,0.006993006993007,0.00466200466200466,0.06993006993007,0.0885780885780886,0,0.00932400932400932,0.128205128205128,0,0,0,0.027972027972028,0.00932400932400932,0.006993006993007,0.0116550116550117,0.172494172494172,0,0.365967365967366,0.00233100233100233,0,0.0372960372960373,0.00233100233100233,0,0.00233100233100233,0.00466200466200466,0,0.00233100233100233,0,0,0,0,0,0.006993006993007,0.00466200466200466,0,0,0,0.0163170163170163,0,0,0,0,0,0,0,0.00233100233100233,0,0,0,0,0.00233100233100233,0,0,0,0,0,0,0.00233100233100233,0.00466200466200466,0,0,0,0,0.00233100233100233,0.00233100233100233,0.00233100233100233,0,0,0,0,0,0,0,0,0,0,0,0
215,12663,0.00263157894736842,0.00526315789473684,0.0315789473684211,0.0236842105263158,0,0.00263157894736842,0.0552631578947368,0,0.00263157894736842,0,0.0342105263157895,0.00526315789473684,0.0131578947368421,0.0105263157894737,0.405263157894737,0,0.284210526315789,0.00526315789473684,0,0.0236842105263158,0,0,0,0.00526315789473684,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0.00263157894736842,0.00263157894736842,0,0,0,0,0,0,0.0105263157894737,0.00526315789473684,0,0,0.00526315789473684,0,0,0,0,0,0,0.0210526315789474,0,0,0,0,0,0,0,0,0,0,0.00263157894736842,0.0131578947368421,0,0,0,0,0,0,0,0,0,0
225,17817,0.00259067357512953,0.00518134715025907,0.0414507772020725,0.0284974093264249,0,0.00518134715025907,0.0595854922279793,0,0,0,0.134715025906736,0.00259067357512953,0.0284974093264249,0.00518134715025907,0.202072538860104,0,0.326424870466321,0.00518134715025907,0,0.0207253886010363,0,0,0.00259067357512953,0.0077720207253886,0,0.00259067357512953,0,0,0,0.0751295336787565,0,0,0.00518134715025907,0,0,0.0129533678756477,0.00259067357512953,0,0,0,0,0,0,0.0103626943005181,0.0077720207253886,0,0,0,0,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0,0,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0,0,0,0
235,22971,0.00779220779220779,0,0.0415584415584416,0.0311688311688312,0,0.0025974025974026,0.0285714285714286,0,0.00519480519480519,0,0.038961038961039,0,0.012987012987013,0,0.490909090909091,0,0.184415584415584,0.00519480519480519,0,0.0181818181818182,0,0,0.00519480519480519,0.0103896103896104,0,0.0025974025974026,0,0,0,0.0155844155844156,0,0,0.0025974025974026,0,0,0.0025974025974026,0,0,0,0,0.0025974025974026,0,0,0.0311688311688312,0.0233766233766234,0,0,0,0.0025974025974026,0,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0.0233766233766234,0.00519480519480519,0,0.0025974025974026,0,0,0,0,0,0,0,0,0
245,28124,0.00518134715025907,0.0129533678756477,0.0310880829015544,0.0595854922279793,0,0.00518134715025907,0.0414507772020725,0,0,0,0.0595854922279793,0.00518134715025907,0.0077720207253886,0.00518134715025907,0.297927461139896,0,0.282383419689119,0.0103626943005181,0,0.0259067357512953,0.00518134715025907,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0.0103626943005181,0,0,0.00259067357512953,0.0103626943005181,0,0,0,0,0,0.0233160621761658,0.0621761658031088,0.0077720207253886,0,0,0,0.00259067357512953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233160621761658,0,0,0,0,0,0,0,0,0,0,0,0
255,NA,0.0105263157894737,0.00789473684210526,0.00789473684210526,0.00526315789473684,0,0.00526315789473684,0.0421052631578947,0,0.0105263157894737,0,0.00789473684210526,0,0.0131578947368421,0.0157894736842105,0.686842105263158,0,0.1,0,0,0.0289473684210526,0,0,0,0.0157894736842105,0,0,0.00263157894736842,0,0,0,0,0.00263157894736842,0.00789473684210526,0.00263157894736842,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0.0184210526315789,0,0,0,0,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0,0,0,0.00263157894736842,0,0,0,0,0,0,0,0,0
265,NA,0.0132743362831858,0.00663716814159292,0.0110619469026549,0.00221238938053097,0.00221238938053097,0.00221238938053097,0.0707964601769911,0,0,0,0,0.00221238938053097,0.0088495575221239,0.0088495575221239,0.599557522123894,0,0.084070796460177,0,0,0.0420353982300885,0.00221238938053097,0.00442477876106195,0.00221238938053097,0,0.00221238938053097,0.00221238938053097,0,0,0,0,0,0,0.00442477876106195,0.00221238938053097,0,0,0,0,0,0,0.00442477876106195,0,0,0.0265486725663717,0,0,0,0.088495575221239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442477876106195,0,0,0,0,0.00221238938053097,0,0,0,0,0,0,0,0,0,0
275,NA,0.0022075055187638,0.0022075055187638,0.0154525386313466,0.00441501103752759,0,0.0022075055187638,0.0772626931567329,0,0.011037527593819,0.0022075055187638,0.00441501103752759,0,0,0.033112582781457,0.63355408388521,0,0.0662251655629139,0,0,0.0198675496688742,0.0022075055187638,0,0,0.0022075055187638,0,0.00441501103752759,0.0022075055187638,0,0,0,0,0,0.00883002207505519,0.0022075055187638,0,0.0022075055187638,0.0022075055187638,0,0,0,0.00662251655629139,0.00441501103752759,0,0,0.00441501103752759,0,0,0.0816777041942605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0,0,0,0,0,0
285,NA,0.0138339920948617,0.00395256916996047,0.0118577075098814,0.00790513833992095,0.00197628458498024,0.00395256916996047,0.0988142292490119,0,0,0,0.00592885375494071,0,0,0.0138339920948617,0.58102766798419,0,0.0632411067193676,0,0,0.0395256916996047,0.00790513833992095,0.0138339920948617,0,0.00197628458498024,0,0.00197628458498024,0,0,0,0,0,0,0.00592885375494071,0.00395256916996047,0,0.00592885375494071,0.00197628458498024,0,0,0,0,0.00197628458498024,0.00197628458498024,0,0,0.00988142292490119,0,0.0849802371541502,0.00197628458498024,0,0,0,0,0,0,0.00395256916996047,0,0,0,0,0,0.00197628458498024,0,0,0,0,0,0,0,0.00395256916996047,0,0,0,0,0,0,0
295,NA,0.00238095238095238,0.00476190476190476,0.030952380952381,0.00714285714285714,0.00476190476190476,0.00238095238095238,0.0547619047619048,0,0.00476190476190476,0,0.00714285714285714,0,0.00238095238095238,0.0380952380952381,0.597619047619048,0,0.0642857142857143,0,0,0.0166666666666667,0.019047619047619,0,0,0.00476190476190476,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0.00238095238095238,0,0.00952380952380952,0,0,0.0476190476190476,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0.00238095238095238,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,NA,0.00215982721382289,0.00431965442764579,0.0431965442764579,0.00431965442764579,0,0.00215982721382289,0.0345572354211663,0,0.00215982721382289,0,0.00215982721382289,0,0.00431965442764579,0.0107991360691145,0.593952483801296,0,0.103671706263499,0,0,0.0172786177105832,0.00431965442764579,0,0,0,0,0.0129589632829374,0.00215982721382289,0,0,0,0,0,0.00215982721382289,0,0,0.00647948164146868,0,0,0,0,0,0.00215982721382289,0,0.0691144708423326,0.00215982721382289,0,0,0.0669546436285097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215982721382289,0,0,0,0,0,0,0,0.00215982721382289,0.00215982721382289,0,0,0,0,0,0
315,NA,0,0.00272479564032698,0.0463215258855586,0.00272479564032698,0,0.00272479564032698,0.0463215258855586,0,0,0,0.0108991825613079,0,0.00817438692098093,0.0163487738419619,0.637602179836512,0,0.0926430517711172,0,0,0.0108991825613079,0.00272479564032698,0,0,0.00272479564032698,0,0.0108991825613079,0.00272479564032698,0,0,0,0,0,0,0.00272479564032698,0,0.0108991825613079,0.00272479564032698,0,0,0,0,0.00272479564032698,0,0,0.0108991825613079,0,0,0.0708446866485014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,NA,0.0151133501259446,0.00251889168765743,0.0327455919395466,0.00251889168765743,0.00251889168765743,0.00503778337531486,0.0377833753148615,0,0,0,0.017632241813602,0.0075566750629723,0.0201511335012594,0.0075566750629723,0.579345088161209,0,0.120906801007557,0,0,0.0125944584382872,0.00251889168765743,0,0,0.00251889168765743,0,0.0100755667506297,0,0,0,0,0,0,0.00251889168765743,0.00503778337531486,0,0.00251889168765743,0.00251889168765743,0,0,0,0,0.00503778337531486,0,0.0906801007556675,0.00251889168765743,0,0,0.00251889168765743,0.00251889168765743,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251889168765743,0,0,0,0,0,0,0
335,NA,0.00941176470588235,0.0141176470588235,0.0329411764705882,0.0117647058823529,0,0.00235294117647059,0.091764705882353,0.00941176470588235,0.00235294117647059,0,0.00941176470588235,0,0.00941176470588235,0.0235294117647059,0.496470588235294,0,0.185882352941176,0,0,0.00470588235294118,0.00705882352941176,0,0,0.00941176470588235,0,0,0,0,0,0.0188235294117647,0,0,0.00470588235294118,0.00470588235294118,0,0.00705882352941176,0.00705882352941176,0,0,0,0.00235294117647059,0,0,0.00941176470588235,0.00705882352941176,0,0,0.0141176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00470588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,NA,0.00440528634361234,0.0308370044052863,0.026431718061674,0.0198237885462555,0,0.00440528634361234,0.107929515418502,0.00881057268722467,0,0.00220264317180617,0.0198237885462555,0.00881057268722467,0.00440528634361234,0.013215859030837,0.392070484581498,0,0.151982378854626,0,0,0.00220264317180617,0,0.00220264317180617,0,0.0066079295154185,0,0.0198237885462555,0.00220264317180617,0,0,0,0.00220264317180617,0,0.00440528634361234,0.0616740088105727,0.00440528634361234,0.00440528634361234,0.00440528634361234,0,0,0,0.00440528634361234,0.0110132158590308,0,0.0352422907488987,0,0,0,0.013215859030837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154185022026432,0,0,0.00440528634361234,0,0,0.00220264317180617,0,0.00220264317180617,0,0.00220264317180617,0,0,0,0,0
355,NA,0,0.0526315789473684,0.0297482837528604,0.0297482837528604,0,0.0045766590389016,0.0778032036613272,0.0068649885583524,0,0,0.0160183066361556,0.0137299771167048,0.0022883295194508,0.0022883295194508,0.471395881006865,0,0.118993135011442,0.0022883295194508,0,0.0045766590389016,0.0045766590389016,0,0,0.011441647597254,0,0.0045766590389016,0.0022883295194508,0,0,0.011441647597254,0,0,0,0.0389016018306636,0,0.0022883295194508,0.0022883295194508,0,0,0,0.0045766590389016,0.0091533180778032,0,0.045766590389016,0.0022883295194508,0,0,0,0.0068649885583524,0,0,0,0,0,0,0,0,0,0,0.0022883295194508,0,0.0137299771167048,0,0,0,0,0,0,0,0,0,0,0.0022883295194508,0.0022883295194508,0,0,0
365,NA,0.00191570881226054,0,0.0383141762452107,0.0440613026819923,0,0.00766283524904215,0.10536398467433,0,0,0.00574712643678161,0.0689655172413793,0.0363984674329502,0.00191570881226054,0.00957854406130268,0.226053639846743,0,0.14367816091954,0,0,0.0172413793103448,0.00383141762452107,0.00957854406130268,0.00191570881226054,0.00766283524904215,0,0.00957854406130268,0.00766283524904215,0,0,0,0.00191570881226054,0,0.00191570881226054,0.159003831417625,0,0.00191570881226054,0.00191570881226054,0,0,0,0,0.00766283524904215,0,0.053639846743295,0.00766283524904215,0,0,0,0,0,0,0.00191570881226054,0,0,0,0,0,0,0,0,0,0.0114942528735632,0,0,0.00191570881226054,0,0,0,0,0.00191570881226054,0,0,0,0,0,0,0
375,NA,0,0.00255754475703325,0.0358056265984655,0.0255754475703325,0,0.0051150895140665,0.0690537084398977,0,0.0051150895140665,0.00767263427109974,0.0332480818414322,0.0230179028132992,0.0051150895140665,0.0179028132992327,0.258312020460358,0,0.161125319693095,0,0,0.00767263427109974,0,0,0.00255754475703325,0.020460358056266,0,0.00767263427109974,0.0051150895140665,0,0,0.010230179028133,0,0,0.00255754475703325,0.225063938618926,0,0.0051150895140665,0,0,0,0,0.00767263427109974,0.00255754475703325,0,0.010230179028133,0.00255754475703325,0,0,0.00767263427109974,0.00767263427109974,0,0,0,0,0,0,0.00255754475703325,0,0,0,0,0,0.0153452685421995,0,0,0,0,0,0.00255754475703325,0,0.00255754475703325,0,0.00255754475703325,0,0,0,0,0
385,NA,0.00492610837438424,0.00246305418719212,0.0763546798029557,0.0172413793103448,0,0.00738916256157635,0.0714285714285714,0,0,0,0.0886699507389163,0.0443349753694581,0.00985221674876847,0.00985221674876847,0.307881773399015,0,0.0862068965517241,0,0,0.0197044334975369,0.00246305418719212,0.00985221674876847,0,0.0197044334975369,0,0.00738916256157635,0.00492610837438424,0,0,0,0.00492610837438424,0.00492610837438424,0,0.140394088669951,0.00246305418719212,0.00738916256157635,0,0,0,0,0,0,0,0.00985221674876847,0.00492610837438424,0,0,0,0,0.00246305418719212,0,0,0,0,0,0,0,0,0,0,0,0.0246305418719212,0,0,0.00246305418719212,0,0,0,0,0.00246305418719212,0,0,0,0,0.00246305418719212,0,0
395,NA,0,0.00490196078431373,0.0661764705882353,0.0416666666666667,0,0.00490196078431373,0.0441176470588235,0,0.00980392156862745,0.00490196078431373,0.0735294117647059,0.0343137254901961,0.00245098039215686,0.0122549019607843,0.294117647058824,0,0.0759803921568627,0,0,0.0147058823529412,0.00735294117647059,0,0.00245098039215686,0.0122549019607843,0,0,0.0122549019607843,0,0,0.00980392156862745,0,0,0,0.176470588235294,0.00245098039215686,0.00245098039215686,0,0,0,0,0.0147058823529412,0.00490196078431373,0,0.0196078431372549,0.00735294117647059,0,0,0,0.00735294117647059,0,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0.0269607843137255,0,0,0.00245098039215686,0,0,0,0,0,0,0,0,0,0,0.00245098039215686,0
