"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Acer.spicatum","Acer.undiff.","Achillea.type","Acorus.calamus","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Amaranthaceae","Ambrosia.type","Amorpha","Apiaceae.undiff.","Arceuthobium","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Avena.Triticum","Betula","Boraginaceae","Brasenia.schreberi","Brassicaceae","Calla.palustris","Campanulaceae","Cannabaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Cornus.sericea.type","Corylus","Cupressaceae.undiff.","Cyperaceae","Cystopteris","Diphasiastrum.complanatum.type","Drosera","Dryopteris","Dryopteris.carthusiana.type","Empetrum","Epilobium","Equisetum","Ericaceae.undiff.","Fabaceae.undiff.","Fagopyrum","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Galium","Huperzia.lucidula","Hydrocotyle","Hypericum","Ilex.Nemopanthus","Indeterminable","Isoëtes","Iva","Juglans.cinerea","Juglans.nigra","Larix","Ledum.Chamaedaphne.calyculata","Lemna","Liliaceae","Linnaea.borealis","Liquidambar","Lycopodiaceae.undiff.","Lycopodiella.inundata","Lycopodium.annotinum","Lycopodium.clavatum","Lycopodium.obscurum","Matteuccia.struthiopteris","Menyanthes.trifoliata","Myrica","Myriophyllum.alterniflorum","Myriophyllum.sibiricum.type","Nuphar","Nymphaea","Nyssa","Ophioglossum","Osmunda","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata.type","Plantago.major","Plantago.undiff.","Platanus","Poaceae.undiff.","Polypodiaceae.undiff.","Polypodium.virginianum","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Potamogeton","Potentilla.type","Primulaceae","Pteridium.aquilinum","Quercus","Ranunculaceae.undiff.","Ranunculus","Rhamnus.cathartica","Rhododendron","Rhus.typhina.type","Rosaceae.undiff.","Rubus","Rumex","Sagittaria","Salix","Sambucus","Saxifraga","Scrophulariaceae","Secale.type","Shepherdia.canadensis","Solanaceae","Sparganium.type","Sphagnum","Stachys.type","Taxodium","Thalictrum","Tilia","Toxicodendron.radicans","Tsuga","Typha.angustifolia","Typha.latifolia","Ulmus","Unknown","Unknown..trilete..undiff.","Utricularia","Vaccinium","Valeriana","Viburnum","Vitis","Woodsia","Zea.mays"
736,116,14.5,0,7,6,1,0,0,0,14,0,8,0,1,0,1,0,0,1,0,0,0,448,0,0,0,0,0,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,1,0,0,117,1,16,0,1,0,0,5,2,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,6,9,89,2,103,109,0,0,0,3,13,0,0,0,2,0,0,0,0,5,56,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,0,0,0,1,0,156,0,0,12,0,0,0,1,0,2,0,0,0
740,144,14,0,5,10,0,0,0,0,12,0,2,0,2,0,0,0,2,1,0,0,0,426,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,127,4,10,0,0,0,0,3,0,0,0,1,0,10,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,5,122.5,1,114,183,0,0,0,0,12,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,186,0,0,5,0,0,0,0,0,0,0,0,0
744,178,11.5,0,13,21,1,0,0,0,30,0,3,2,5,0,0,0,4,0,0,0,0,701,0,0,0,0,0,0,1,0,1,0,0,0,6,8,4,0,0,0,0,1,0,0,0,3,1,0,216,7,21,0,0,0,0,13,2,0,0,0,0,9,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,9,3,162,10,264,147,0,0,0,4,27,0,0,0,4,0,0,0,0,8,59,0,0,0,0,0,3,0,35,0,3,0,0,0,1,0,0,0,9,0,0,1,1,0,249,0,0,11,0,0,0,2,0,0,0,0,0
748,218,10,0,6,16,0,0,0,0,11,0,5,0,1,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,11,0,0,0,0,6,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,6,99,3,64,77,0,0,0,0,1,0,0,0,3,0,0,0,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,159,0,0,7,0,0,0,0,0,1,0,0,0
752,264,4.5,0,16,14,0,0,0,0,18,0,5,0,0,0,0,0,2,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,117,2,11,0,0,0,0,5,1,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,86.5,5,136,56,0,0,0,1,0,0,0,0,15,0,0,0,0,5,52,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,2,0,182,0,0,4,1,0,1,0,0,2,1,0,0
754,290,3.5,0,7,10,0,3,0,0,10,0,2,0,1,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,145,1,8,0,0,0,0,6,3,0,0,1,0,2,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,3,3,59.5,2,28,137.5,0,0,0,0,0,0,0,1,2,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,257,0,1,9,1,0,0,0,0,0,0,0,0
758,346,7.5,0,4,16,0,0,0,1,10,0,1,0,1,0,0,1,1,0,0,0,0,388,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,143,4,15,0,1,0,0,5,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,107,1,80,78.5,0,0,0,0,2,1,0,0,2,0,0,0,0,1,32,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,223,0,0,10,0,0,0,0,0,0,0,0,0
762,409,9.5,0,10,15,0,0,0,0,14,0,4,0,2,0,0,0,3,0,0,0,0,441,0,0,0,0,0,0,1,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,95,4,13,0,0,0,0,10,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,106,1,64,85,0,0,0,2,0,0,0,0,2,0,0,0,0,0,37,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,176,0,0,8,2,0,0,0,0,0,0,0,0
766,480,4.5,0,18,29,1,0,0,0,12,0,2,0,0,0,0,1,0,0,0,0,0,478,1,0,0,0,0,0,1,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,4,0,0,133,1,17,0,0,0,0,9,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,81,3,109,63,0,0,0,0,2,2,0,0,4,0,0,0,0,4,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,2,0,198,0,0,10,0,0,0,0,0,1,0,0,0
770,558,7,0,7,9,0,3,0,0,17,0,2,0,0,0,0,4,0,0,0,0,0,438,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,119,3,16,0,0,0,0,10,2,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,6,89,4,105.5,71,0,0,0,2,0,0,0,0,7,0,0,0,0,3,39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,175,0,0,10,2,0,0,0,0,0,0,0,0
774,642,13.5,0,12,19,0,0,0,0,17,0,3,1,3,0,0,1,1,1,0,0,0,542,0,0,0,0,0,0,1,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,5,0,0,172,6,15,0,0,0,0,15,1,0,0,0,0,12,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,8,6,131.5,4,127,126,0,0,0,0,1,0,0,0,9,0,0,0,0,1,51,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,0,0,280,0,0,13,0,1,0,2,0,0,0,0,0
778,732,16.5,0,8,15,0,0,0,0,16,0,6,0,0,0,0,2,1,0,0,0,0,389,0,0,0,0,0,0,1,0,0,0,0,0,1,14,0,0,0,0,1,0,0,0,0,1,0,0,121,5,12,0,1,0,0,7,2,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,6,87,2,64,89.5,0,0,0,1,0,0,0,0,6,0,0,0,0,0,42,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,169,0,0,11,0,0,0,1,0,0,0,0,0
782,827,10,0,6,22,0,0,0,0,14,0,2,0,0,0,0,1,0,1,0,0,0,407,0,0,0,0,0,0,1,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,2,0,0,202,3,19,0,0,0,0,7,2,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,100.5,5,101.5,67,0,0,0,2,0,1,0,0,9,0,0,0,0,1,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,258,0,0,10,0,0,0,0,0,0,0,0,0
786,928,4,0,11,15,0,2,0,0,11,0,1,1,0,0,0,0,0,1,0,0,0,315,0,0,1,0,0,0,1,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,141,4,10,0,0,0,0,3,2,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89.5,2,76.5,49,0,0,0,0,0,1,0,0,3,0,0,0,0,2,33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,227,0,0,3,0,0,0,0,0,0,0,0,0
790,1033,10,0,5,11,0,0,0,0,12,0,3,0,0,0,0,0,1,0,0,0,0,383,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,159,4,12,0,0,0,0,6,1,0,1,0,0,10,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,6,72.5,1,77,60.5,0,0,0,1,0,0,1,0,3,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,229,0,0,11,0,0,0,1,0,0,0,0,0
794,1142,2,0,6,15,0,0,0,0,10,0,4,0,0,0,0,2,2,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,149,3,15,0,1,0,0,3,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,18.5,1.5,83.5,62.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,353,0,0,3,0,0,0,0,0,0,0,0,0
798,1254,5.5,0,6,24,0,0,0,0,6,0,4,0,1,0,0,0,1,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,203,8,16,0,0,0,0,3,1,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,6,25.5,2,83,97,0,0,0,1,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,335,0,0,6,0,0,0,0,0,0,0,0,0
802,1368,6,0,16,20,1,2,0,0,19,0,4,0,3,0,0,1,0,0,0,1,0,480,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,207,10,21,0,1,0,0,1,5,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,18.5,0,30,233,0,0,0,0,2,0,0,0,4,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,284,0,0,15,0,0,0,0,0,0,0,0,0
806,1481,3,0,10,7,0,0,0,0,11,0,1,0,1,0,0,0,1,1,0,0,0,372,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,5,10,0,0,0,0,1,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17.5,6,90,80,0,0,0,1,0,0,0,0,1,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,212,0,1,8,0,0,0,0,0,0,0,0,0
810,1593,3,0,8,26,0,3,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,161,3,14,0,0,0,0,2,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,4,63.5,118.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,223,0,0,8,0,0,0,0,0,0,0,0,0
814,1702,4.5,0,2,15,0,0,0,0,15,0,6,1,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,222,6,17,0,0,0,0,1,4,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,8,2,105,197.5,0,0,0,3,0,1,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,207,0,0,9,0,0,0,0,0,0,0,0,0
818,1808,4.5,0,6,12,0,1,0,0,12,0,3,0,0,0,0,0,1,1,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,165,8,12,0,1,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9.5,4,120.5,150,0,0,0,1,1,1,0,1,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,146,0,0,8,0,0,0,0,0,0,0,0,0
822,1910,5,0,8,9,1,0,0,0,18,0,2,0,1,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,2,0,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,160,1,14,0,0,0,0,1,5,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,12,2,106,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,142,0,0,11,0,0,0,0,0,0,0,0,0
826,2008,2,0,5,13,0,0,0,0,15,0,1,0,0,0,0,0,1,1,0,0,0,444,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,154,4,17,0,0,0,0,3,12,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,8,5,0,33,197.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,110,0,0,10,0,0,0,1,0,0,0,0,0
