"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum.type","Acer.spicatum","Acer.undiff.","Achillea.type","Acorus.calamus","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Amaranthaceae","Ambrosia.type","Amorpha","Apiaceae.undiff.","Arceuthobium","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Athyrium","Avena.Triticum","Betula","Boraginaceae","Brasenia.schreberi","Brassicaceae","Calla.palustris","Campanulaceae","Cannabaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Cornus.sericea.type","Corylus","Cupressaceae.undiff.","Cyperaceae","Cystopteris","Diphasiastrum.complanatum.type","Drosera","Dryopteris","Dryopteris.carthusiana.type","Empetrum","Epilobium","Equisetum","Ericaceae.undiff.","Fabaceae.undiff.","Fagopyrum","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Galium","Huperzia.lucidula","Hydrocotyle","Hypericum","Ilex.Nemopanthus","Indeterminable","Isoëtes","Iva","Juglans.cinerea","Juglans.nigra","Larix","Ledum.Chamaedaphne.calyculata","Lemna","Liliaceae","Linnaea.borealis","Liquidambar","Lycopodiaceae.undiff.","Lycopodiella.inundata","Lycopodium.annotinum","Lycopodium.clavatum","Lycopodium.obscurum","Matteuccia.struthiopteris","Menyanthes.trifoliata","Myrica","Myriophyllum.alterniflorum","Myriophyllum.sibiricum.type","Nuphar","Nymphaea","Nyssa","Ophioglossum","Osmunda","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata.type","Plantago.major","Plantago.undiff.","Platanus","Poaceae.undiff.","Polypodiaceae.undiff.","Polypodium.virginianum","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Potamogeton","Potentilla.type","Primulaceae","Pteridium.aquilinum","Quercus","Ranunculaceae.undiff.","Ranunculus","Rhamnus.cathartica","Rhododendron","Rhus.typhina.type","Rosaceae.undiff.","Rubus","Rumex","Sagittaria","Salix","Sambucus","Saxifraga","Scrophulariaceae","Secale.type","Shepherdia.canadensis","Solanaceae","Sparganium.type","Sphagnum","Stachys.type","Taxodium","Thalictrum","Tilia","Toxicodendron.radicans","Tsuga","Typha.angustifolia","Typha.latifolia","Ulmus","Unknown","Unknown..trilete..undiff.","Utricularia","Vaccinium","Valeriana","Viburnum","Vitis","Woodsia","Zea.mays"
1010,6170,2.5,0,3,8,0,0,0,0,19,0,7,0,1,0,0,0,0,0,0,0,0,148,1,7,0,0,0,0,1,10,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,12,4,10,0,0,0,0,5,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,12,0,0,3,5,10,5,175,339,0,0,0,0,0,0,0,0,1,0,0,0,0,3,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,202,0,0,6,0,0,1,0,0,0,0,0,0
1014,6277,3.5,0,3,12,0,0,0,0,10,0,3,0,0,0,0,0,2,1,0,0,0,196,0,4,0,0,0,0,0,1,0,0,0,0,1,1,7,0,0,0,2,0,0,0,0,0,0,0,8,4,15,0,1,0,0,9,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,2,5,5.5,1,239.5,214.5,0,0,0,1,0,3,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,209,0,0,15,0,0,2,1,0,0,0,0,0
1018,6384,9,0,7,15,0,0,0,0,21,0,0,0,1,0,0,1,0,0,0,0,0,143,1,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,17,0,0,0,0,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,6,0,0,2,3,3,7,280,380.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,207,0,0,12,0,0,1,0,0,0,0,0,0
1022,6493,6,0,5,8,0,1,0,0,75,0,14,0,2,0,0,0,0,1,0,0,0,122,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,1,16,0,0,0,0,5,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,6,3,10,242.5,156,0,0,0,2,1,1,0,0,3,0,0,0,0,2,88,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,218,0,0,19,0,1,0,0,0,0,0,0,0
1026,6603,4,0,0,14,1,0,0,0,13,0,3,0,3,0,0,0,1,0,0,0,0,150,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,1,0,2,8,2.5,1,86.5,285.5,0,0,0,0,0,0,0,0,1,0,0,2,0,1,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,330,0,0,16,0,0,0,0,0,0,0,0,0
1030,6714,2,0,7,9,0,0,0,2,8,0,5,0,1,0,0,0,1,1,0,0,0,117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,9,4,17,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,6,3,1,173.5,180,0,0,0,1,0,0,0,0,0,0,0,0,0,1,107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,12,0,0,1,0,0,0,0,0,0
1034,6827,3,0,3,12,1,4,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,225,0,3,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,14,2,18,0,0,0,0,2,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,4,8,5.5,3,69,253.5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,115,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,311,0,0,30,0,0,0,0,0,0,0,0,0
1038,6941,2.5,0,7,17,0,3,0,6,21,0,1,1,3,0,0,0,0,1,0,0,0,197,0,4,0,0,0,0,1,0,0,0,0,0,0,4,5,0,0,0,1,1,0,0,0,0,0,0,17,5,28,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,12,5,6,126,119,0,0,0,3,1,1,0,0,4,0,0,0,0,2,106,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,418,0,0,17,1,0,2,0,0,0,0,0,0
1042,7056,2.5,0,8,11,0,0,0,0,16,0,8,1,0,0,0,0,2,0,0,0,0,202,0,7,0,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,16,3,18,0,0,0,0,4,4,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,3,6,0,5,73.5,162,0,0,0,0,3,5,0,1,3,0,0,0,0,2,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,390,0,1,20,0,0,1,0,0,0,0,0,0
1046,7173,4,0,4,12,2,0,0,0,17,0,8,0,1,0,0,0,0,0,0,0,0,184,0,12,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,11,6,23,0,0,0,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,4,5.5,1,175,118.5,0,0,0,1,1,2,0,0,2,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,359,0,0,22,0,0,0,0,0,1,0,0,0
1050,7290,4,0,2,13,0,0,0,0,15,0,6,1,0,0,0,0,1,0,0,0,0,198,0,13,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,0,0,0,1,1,0,0,9,2,21,0,0,0,0,12,5,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,1,16,13,12,108,272,0,0,0,0,1,2,0,1,0,0,0,0,0,4,143,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,243,0,0,14,0,0,0,0,0,0,0,0,0
1054,7409,0,1,7,11,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,211,0,4,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,9.5,5,25,341,0,0,0,0,2,2,0,1,3,0,0,0,0,1,144,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,16,0,0,0,0,0,0,0,0,0
1058,7530,4.5,0,1,7,0,0,0,0,21,0,4,1,1,0,0,0,0,0,0,0,0,388,1,11,0,0,0,0,1,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,1,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,7,11,4,107,275,0,0,0,1,2,1,0,0,5,0,0,0,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,97,0,0,18,0,0,1,0,0,0,0,0,0
1062,7651,17,0,3,6,0,0,0,0,13,0,6,0,0,0,0,0,0,2,0,0,0,281,0,6,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,1,0,0,0,1,3,15,0,0,0,0,17,4,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,7,16.5,5,360,299.5,0,0,0,0,4,0,0,0,12,0,0,0,0,6,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,93,1,0,14,0,0,2,0,0,0,0,0,0
1066,7773,6,0,7,10,0,0,0,0,18,0,11,0,1,0,0,0,0,1,0,0,0,189,0,11,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,8,13,20,0,0,0,0,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,1,9,11,9,127.5,282,0,0,0,2,0,2,0,0,3,0,0,0,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,222,0,0,18,0,0,2,0,0,1,0,0,0
1070,7895,2,0,2,5,0,0,0,0,13,0,5,0,2,0,0,0,0,2,0,0,0,200,0,6,0,0,1,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,23,0,0,0,0,3,2,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,7,12,7,253.5,166,0,0,0,0,2,0,0,0,7,0,0,0,0,2,143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,153,0,0,14,1,0,0,0,0,0,0,0,0
1074,8019,13,0,0,2,0,0,0,0,13,0,7,0,3,0,0,0,0,2,0,1,0,147,0,7,0,0,0,0,2,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,7,2,89.5,654,0,0,0,0,0,4,0,0,3,0,1,0,0,1,126,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,12,1,0,8,0,0,1,0,0,0
1078,8143,6,0,4,5,0,0,0,0,23,0,12,0,2,0,0,0,1,0,0,0,0,200,0,3,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,3,1,16,0,0,0,0,6,3,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,3,0,0,0,5,8,9,198,249.5,0,0,0,1,3,2,0,0,0,0,0,0,0,2,201,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,49,0,0,11,0,0,1,0,0,0,0,0,0
1082,8268,6.5,0,7,11,1,0,0,0,15,0,2,0,1,0,0,0,1,0,0,0,0,323,0,18,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,8,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,16,6,3.5,17,314.5,0,0,0,0,1,1,0,0,4,0,1,0,0,1,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,38,0,0,1,0,0,1,0,0,0
1086,8393,23,0,4,0,0,2,0,0,2,0,15,0,0,0,0,0,0,2,0,0,0,337,0,2,0,0,0,0,1,0,0,0,0,0,5,2,8,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,5,2,31,0,1,0,7,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,2,0,0,0,0,4,21,18,279,203.5,0,0,0,0,6,3,0,0,1,0,1,0,0,5,62,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0
1090,8519,9.5,0,2,2,1,0,0,1,6,0,12,0,1,0,0,0,0,15,0,0,0,266,0,9,0,0,0,0,0,1,0,0,0,0,6,1,10,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,1,0,0,3,0,16,0,0,0,3,1,0,1,0,1,0,0,0,3,0,0,0,1,0,0,20,2,0,0,0,11,15,4,174,362,0,0,0,1,9,3,0,1,11,0,1,2,3,5,61,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
1094,8645,10,0,8,1,16,0,0,0,12,0,12,0,1,0,0,0,1,8,1,0,0,319,0,6,0,0,0,0,0,0,0,0,0,0,37,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,15,0,0,0,0,4,2,14,0,1,0,9,2,0,3,0,0,0,0,0,4,0,0,0,0,1,1,9,0,0,0,1,11,9,4,190,248.5,0,0,0,0,2,1,0,0,2,13,5,1,0,3,86,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,1,0,0
1098,8772,22,0,0,1,5,0,0,0,0,0,17,1,1,0,2,0,0,2,0,1,0,314,0,11,0,0,0,0,2,0,0,0,0,0,11,3,13,0,3,0,0,0,0,0,3,0,0,0,0,1,7,0,0,0,0,0,2,148,0,0,0,23,0,0,0,1,0,0,0,1,11,2,0,0,1,1,1,5,1,0,0,0,15,46.5,16,157,234.5,0,0,1,0,11,7,0,1,17,0,2,0,0,9,76,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,6,0,0,3,0,0,1,0,0,2,0,0,0
1102,8899,25,0,2,4,5,0,0,0,1,0,21,0,0,0,0,0,2,4,0,0,0,596,0,1,0,0,0,0,0,0,0,0,0,0,25,6,9,0,2,0,0,0,1,0,0,4,0,0,4,2,11,0,1,0,0,0,4,281,0,1,0,42,1,0,0,0,0,0,0,11,16,0,4,0,6,0,6,1,0,0,0,0,5,45,19,44.5,30.5,0,0,0,0,12,3,0,2,20,0,2,2,0,6,114,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,2,2,0,0,0,1,0,0,0,0,0
1106,9026,9,0,0,3,2,0,1,0,20,0,48,2,1,0,1,0,0,7,0,6,0,444,0,0,2,0,0,0,1,0,0,0,0,1,26,9,21,1,0,0,2,0,0,0,1,3,0,0,1,1,17,0,0,0,0,0,3,487,0,6,0,137,1,0,0,0,0,0,3,1,28,1,1,0,5,0,3,18,0,0,0,3,28,56,3,31,50,0,2,0,1,14,8,0,3,24,0,0,1,0,10,129,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,4,0,0,1,1,0,4,0,1,10,1,0,0,0,0,0,0,0,0
1110,9153,2,0,0,0,0,0,0,0,15,1,52,2,1,0,0,0,7,24,0,29,0,229,0,0,4,0,0,0,1,0,0,0,0,1,16,33,84,1,0,0,10,4,1,0,0,2,0,0,2,2,24,0,0,0,0,1,6,774,0,1,0,38,1,0,0,0,0,5,10,9,85,9,2,0,9,0,10,0,0,0,0,2,18,198,6,24,126,0,0,0,0,16,21,0,15,47,0,2,0,0,29,104,1,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,12,2,0,0,2,0,0,1,0,1,14,2,0,0,0,0,0,0,0,0
