"sample.depths","sample.ages","Abies","Acer","Alnus","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Betula","Brassicaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Chenopodiaceae","Corylus","Cupressaceae.Taxaceae","Cyperaceae","Elaeagnus","Ericaceae","Euphorbiaceae","Fabaceae","Fagus","Fraxinus","Ilex","Impatiens","Juglans","Lamiaceae","Larix","Liliaceae","Liquidambar","Myricaceae","Nyssa","Onagraceae","Ostrya","Other.herbs","Picea","Pinus","Poaceae","Polygonum","Populus","Quercus","Ranunculaceae.undiff.","Rhus","Rosaceae","Rumex","Salix","Saxifragaceae","Thalictrum","Tilia","Tsuga","Ulmus","Urtica","Viburnum","Vitis"
250,2149,0.00409836065573771,0.0573770491803279,0.0286885245901639,0.00409836065573771,0,0,0.00409836065573771,0,0.274590163934426,0.00409836065573771,0.0163934426229508,0,0.00819672131147541,0,0,0,0.0163934426229508,0,0.0286885245901639,0,0,0,0,0.0778688524590164,0.0122950819672131,0.00409836065573771,0,0.00409836065573771,0,0,0,0,0,0,0,0.0163934426229508,0.0204918032786885,0.00409836065573771,0.0860655737704918,0.0163934426229508,0,0,0.176229508196721,0,0,0,0,0.00409836065573771,0,0,0,0.122950819672131,0.00819672131147541,0,0,0
260,2251,0,0.0288461538461538,0.00961538461538462,0,0,0,0.00961538461538462,0,0.283653846153846,0,0.00480769230769231,0,0.00961538461538462,0,0,0,0.0192307692307692,0,0.0480769230769231,0,0,0,0,0.0817307692307692,0.0192307692307692,0,0,0.00480769230769231,0,0,0,0,0,0,0,0.00961538461538462,0.0288461538461538,0.00480769230769231,0.0913461538461538,0.0336538461538462,0,0,0.182692307692308,0.00480769230769231,0,0,0,0,0,0,0,0.110576923076923,0.0144230769230769,0,0,0
270,2353,0,0.0427807486631016,0.0267379679144385,0,0,0,0.0053475935828877,0,0.267379679144385,0,0.0160427807486631,0,0.0213903743315508,0,0,0,0.0374331550802139,0,0.0641711229946524,0,0,0,0,0.101604278074866,0.0106951871657754,0,0,0.0106951871657754,0,0,0,0,0,0,0,0.0160427807486631,0.0267379679144385,0,0.090909090909091,0.0427807486631016,0,0,0.128342245989305,0,0,0,0,0.0106951871657754,0,0,0,0.0748663101604278,0.0053475935828877,0,0,0
280,2454,0,0.0216216216216216,0.027027027027027,0,0,0,0.0108108108108108,0,0.264864864864865,0,0.0108108108108108,0,0.0108108108108108,0,0,0,0.027027027027027,0,0.0648648648648649,0,0,0,0,0.0972972972972973,0.0162162162162162,0,0,0,0,0,0,0,0,0,0,0.0162162162162162,0.027027027027027,0,0.12972972972973,0.0432432432432432,0,0,0.151351351351351,0,0,0,0,0.00540540540540541,0,0,0,0.0648648648648649,0.0108108108108108,0,0,0
290,2556,0,0.0343347639484979,0.0128755364806867,0,0,0,0.00429184549356223,0,0.270386266094421,0,0.0171673819742489,0,0.0214592274678112,0,0,0,0.0171673819742489,0,0.0472103004291846,0,0,0,0,0.0429184549356223,0.00858369098712446,0.00858369098712446,0,0,0,0,0,0,0,0,0,0.00858369098712446,0.0429184549356223,0,0.0858369098712446,0.0343347639484979,0,0,0.210300429184549,0,0,0,0,0,0,0,0.00429184549356223,0.107296137339056,0.0214592274678112,0,0,0
300,2658,0,0.0491803278688525,0.00409836065573771,0,0,0,0.00409836065573771,0,0.274590163934426,0,0.0122950819672131,0,0,0,0,0,0.0122950819672131,0,0.0491803278688525,0,0,0,0.069672131147541,0.00819672131147541,0,0,0,0,0,0,0,0,0,0,0,0.00409836065573771,0.0245901639344262,0,0.0901639344262295,0.0204918032786885,0,0,0.200819672131148,0,0,0,0,0,0,0,0,0.151639344262295,0.0245901639344262,0,0,0
310,2917,0,0.058091286307054,0.004149377593361,0,0,0,0.004149377593361,0,0.315352697095436,0,0,0,0,0,0,0,0.020746887966805,0,0.033195020746888,0,0,0,0,0.0912863070539419,0.004149377593361,0.012448132780083,0,0.004149377593361,0,0,0,0,0,0,0,0,0.004149377593361,0,0.095435684647303,0.020746887966805,0.004149377593361,0,0.190871369294606,0,0,0,0,0.004149377593361,0,0,0,0.12448132780083,0.00829875518672199,0,0,0
320,3177,0,0.0440528634361234,0.0220264317180617,0.00440528634361234,0,0,0.00881057268722467,0,0.295154185022026,0,0.00881057268722467,0,0.013215859030837,0,0,0,0.0220264317180617,0,0.026431718061674,0,0,0,0,0.0969162995594714,0.00440528634361234,0,0.00440528634361234,0.00440528634361234,0,0,0,0,0,0,0,0.013215859030837,0.0220264317180617,0,0.0748898678414097,0.0176211453744493,0,0,0.251101321585903,0,0,0,0,0,0,0,0,0.0616740088105727,0.00440528634361234,0,0,0
330,3437,0.00421940928270042,0.0337552742616034,0.0168776371308017,0.00421940928270042,0,0,0.00843881856540084,0,0.278481012658228,0,0.00843881856540084,0,0.0210970464135021,0,0,0,0.0126582278481013,0,0.0590717299578059,0,0,0,0,0.0632911392405063,0.0210970464135021,0,0.00421940928270042,0,0,0,0,0,0,0,0,0.00421940928270042,0.0337552742616034,0,0.122362869198312,0.0253164556962025,0,0,0.189873417721519,0,0,0,0.00421940928270042,0,0,0,0,0.0717299578059072,0.00843881856540084,0,0.00421940928270042,0
340,3696,0,0.0720338983050847,0,0,0,0,0,0,0.224576271186441,0,0.00847457627118644,0,0.0211864406779661,0,0,0,0.0254237288135593,0,0.076271186440678,0,0,0,0,0.0889830508474576,0.0254237288135593,0,0,0,0,0,0,0,0,0,0,0.00847457627118644,0.0254237288135593,0,0.0805084745762712,0.0169491525423729,0,0,0.25,0,0,0,0,0,0,0,0,0.0635593220338983,0.0127118644067797,0,0,0
350,3956,0,0.066079295154185,0.00881057268722467,0,0,0,0,0,0.215859030837004,0,0.013215859030837,0,0.00881057268722467,0,0,0,0.026431718061674,0,0.039647577092511,0,0,0,0,0.140969162995595,0.00440528634361234,0.00440528634361234,0,0,0,0,0,0,0,0,0,0.00881057268722467,0.013215859030837,0,0.13215859030837,0.00881057268722467,0,0,0.268722466960352,0,0,0,0,0,0,0,0.00440528634361234,0.0352422907488987,0,0,0,0
360,4216,0,0.036734693877551,0.0122448979591837,0,0,0.00816326530612245,0.00408163265306122,0,0.293877551020408,0,0.00816326530612245,0,0.0122448979591837,0,0,0,0.0244897959183673,0,0.0448979591836735,0,0,0,0,0.122448979591837,0.0163265306122449,0,0,0,0,0,0,0,0,0.00408163265306122,0,0.0163265306122449,0.0204081632653061,0,0.0816326530612245,0.0163265306122449,0,0,0.23265306122449,0,0,0,0,0,0,0,0,0.0448979591836735,0,0,0,0
370,4476,0,0.0237154150197628,0.00395256916996047,0,0,0,0,0,0.383399209486166,0,0.00395256916996047,0,0.0237154150197628,0,0,0,0.0237154150197628,0,0.0632411067193676,0,0,0,0,0.106719367588933,0.0158102766798419,0,0,0,0,0,0,0,0,0.00395256916996047,0,0.0118577075098814,0.0118577075098814,0,0.0513833992094862,0.0158102766798419,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0.0632411067193676,0.0118577075098814,0,0,0
380,4735,0,0.0576131687242798,0.00823045267489712,0.00411522633744856,0,0,0.00411522633744856,0,0.337448559670782,0,0.00823045267489712,0,0.0329218106995885,0,0,0,0.0164609053497942,0,0.0493827160493827,0,0,0,0,0.127572016460905,0.0246913580246914,0,0,0.00823045267489712,0,0,0,0,0,0.00411522633744856,0,0.0123456790123457,0.0164609053497942,0,0.0329218106995885,0.0164609053497942,0,0,0.185185185185185,0,0,0,0,0,0,0,0.00411522633744856,0.0411522633744856,0.00823045267489712,0,0,0
390,4995,0,0.0299625468164794,0.0149812734082397,0,0,0,0.00374531835205993,0,0.352059925093633,0,0.0149812734082397,0,0.0112359550561798,0,0,0,0.00749063670411985,0,0.048689138576779,0,0,0,0,0.123595505617978,0.00374531835205993,0.00374531835205993,0,0.00749063670411985,0,0,0,0,0,0,0,0.0112359550561798,0.00374531835205993,0,0.0636704119850187,0.0187265917602996,0,0,0.217228464419476,0,0,0,0,0,0,0,0,0.052434456928839,0.0112359550561798,0,0,0
400,5255,0,0.0622406639004149,0.00829875518672199,0.004149377593361,0,0,0.004149377593361,0,0.410788381742739,0,0.012448132780083,0,0,0,0,0.004149377593361,0.004149377593361,0,0.029045643153527,0,0,0,0,0.12448132780083,0.012448132780083,0,0,0,0,0,0,0,0,0,0,0.00829875518672199,0.024896265560166,0,0.037344398340249,0.00829875518672199,0,0,0.174273858921162,0,0,0,0.004149377593361,0,0,0,0,0.0622406639004149,0.004149377593361,0,0,0
410,5457,0,0.0211267605633803,0.00704225352112676,0,0,0,0,0,0.299295774647887,0,0.00704225352112676,0,0.0140845070422535,0,0,0,0.0140845070422535,0,0.0211267605633803,0,0,0,0,0.0457746478873239,0.0176056338028169,0,0,0.00352112676056338,0,0,0,0,0,0,0,0.00704225352112676,0.00704225352112676,0.00352112676056338,0.0457746478873239,0.0140845070422535,0,0,0.147887323943662,0,0,0,0,0,0,0,0.00352112676056338,0.313380281690141,0.00704225352112676,0,0,0
420,5659,0,0.0199203187250996,0,0,0,0,0.00398406374501992,0,0.250996015936255,0,0.00398406374501992,0,0,0,0,0,0.0119521912350598,0,0.0199203187250996,0,0,0,0,0.0717131474103586,0.00796812749003984,0,0,0.00398406374501992,0,0,0,0,0,0,0,0.00796812749003984,0.00796812749003984,0,0.0119521912350598,0.0199203187250996,0,0,0.123505976095618,0,0,0,0,0,0,0,0,0.422310756972112,0.0119521912350598,0,0,0
430,5861,0,0.0282685512367491,0,0,0,0.00353356890459364,0,0,0.240282685512367,0,0.0141342756183746,0,0,0,0,0,0.00706713780918728,0,0.0353356890459364,0,0,0,0,0.0671378091872792,0.0141342756183746,0,0,0.00353356890459364,0,0,0,0,0,0,0,0.0106007067137809,0.00706713780918728,0,0.0247349823321555,0.0106007067137809,0,0,0.0848056537102474,0,0,0,0,0.00353356890459364,0,0,0,0.42756183745583,0.0176678445229682,0,0,0
440,6064,0,0.0459770114942529,0,0.0028735632183908,0,0,0,0,0.272988505747126,0,0.00574712643678161,0,0,0,0,0,0.0172413793103448,0,0.0258620689655172,0,0,0,0,0.0488505747126437,0.00574712643678161,0,0,0,0,0,0,0,0.00574712643678161,0,0,0.00574712643678161,0.0114942528735632,0,0.0545977011494253,0.00574712643678161,0,0,0.137931034482759,0,0,0,0,0,0,0.0028735632183908,0.00574712643678161,0.341954022988506,0.0028735632183908,0,0,0
450,6266,0,0.0438247011952191,0,0,0,0,0,0,0.254980079681275,0,0.00796812749003984,0,0,0,0,0,0.00796812749003984,0,0.0119521912350598,0,0,0,0,0.0677290836653386,0.0199203187250996,0,0,0,0,0,0,0,0,0,0,0.00796812749003984,0,0,0.0199203187250996,0.0119521912350598,0,0,0.135458167330677,0,0,0,0,0,0,0,0.00398406374501992,0.390438247011952,0.0159362549800797,0,0,0
460,6468,0,0.0223642172523962,0,0,0,0,0.00958466453674121,0,0.322683706070288,0,0.00958466453674121,0,0.00319488817891374,0,0,0,0.00638977635782748,0,0.0223642172523962,0,0,0,0,0.0926517571884984,0.0223642172523962,0,0,0.00638977635782748,0,0,0,0,0,0,0,0.00638977635782748,0.00319488817891374,0,0.0159744408945687,0.00958466453674121,0,0,0.124600638977636,0,0,0,0,0,0,0,0.00319488817891374,0.31629392971246,0.00319488817891374,0,0,0
470,6670,0,0.032069970845481,0,0,0,0,0,0,0.276967930029155,0,0.0116618075801749,0,0.00583090379008746,0,0,0,0.0116618075801749,0,0.0204081632653061,0,0,0,0,0.0349854227405248,0.0204081632653061,0,0,0.0087463556851312,0,0,0,0,0,0,0,0.0145772594752187,0.00583090379008746,0,0.0291545189504373,0.0116618075801749,0,0,0.107871720116618,0,0,0,0,0,0,0,0.00291545189504373,0.387755102040816,0.0174927113702624,0,0,0
480,6873,0,0.0262295081967213,0.00327868852459016,0,0,0,0,0,0.347540983606557,0,0.00655737704918033,0,0.00655737704918033,0,0,0,0.0163934426229508,0,0.0098360655737705,0,0,0,0,0.0557377049180328,0.0131147540983607,0,0,0.00655737704918033,0,0,0,0,0,0.00655737704918033,0,0.00327868852459016,0.0098360655737705,0,0.0229508196721311,0.00655737704918033,0,0,0.131147540983607,0,0,0,0,0,0,0,0.00327868852459016,0.314754098360656,0.0098360655737705,0,0,0
490,7075,0,0.0505952380952381,0.00297619047619048,0,0,0,0.00297619047619048,0,0.297619047619048,0,0.0119047619047619,0,0.00297619047619048,0,0,0,0.0119047619047619,0,0.0238095238095238,0,0,0,0,0.0773809523809524,0.0119047619047619,0,0,0.00297619047619048,0,0,0,0,0,0.00297619047619048,0,0.00892857142857143,0.00297619047619048,0,0.0327380952380952,0.00595238095238095,0.00297619047619048,0,0.107142857142857,0,0,0,0,0,0,0,0.00595238095238095,0.330357142857143,0.00297619047619048,0,0,0
500,7277,0,0.0427046263345196,0,0,0,0,0,0,0.270462633451957,0,0.00711743772241993,0,0,0,0,0,0,0,0.0106761565836299,0,0,0,0,0.0747330960854092,0.0355871886120996,0,0,0.00355871886120996,0,0,0,0,0,0,0,0,0.00711743772241993,0,0.0676156583629893,0.0106761565836299,0,0,0.153024911032028,0,0,0,0,0,0,0,0,0.313167259786477,0.00355871886120996,0,0,0
510,7332,0,0.0474308300395257,0,0,0,0,0,0,0.280632411067194,0,0.00395256916996047,0,0.00395256916996047,0,0,0.00395256916996047,0.00395256916996047,0,0.00790513833992095,0,0,0,0,0.08300395256917,0.0197628458498024,0,0,0,0,0,0,0,0,0,0,0,0.0237154150197628,0,0.0355731225296443,0.00790513833992095,0,0,0.138339920948617,0,0.00395256916996047,0,0,0,0,0,0.00395256916996047,0.328063241106719,0.00395256916996047,0,0,0
520,7387,0,0.0376175548589342,0.00313479623824451,0.00313479623824451,0,0,0,0,0.272727272727273,0,0.00626959247648903,0,0.00626959247648903,0,0,0,0.0125391849529781,0,0.0125391849529781,0,0,0,0,0.0846394984326019,0.00626959247648903,0,0,0.00626959247648903,0,0,0,0,0.0125391849529781,0.00313479623824451,0,0.0156739811912226,0.00313479623824451,0,0.0470219435736677,0,0,0,0.150470219435737,0,0,0,0,0,0,0,0.00626959247648903,0.304075235109718,0.00626959247648903,0,0,0
