"sample.depths","sample.ages","Abies","Ambrosia.type","Betula","Carya","Amaranthaceae.undiff.","Asteraceae.undiff.","Corylus","Cyperaceae","Poaceae.undiff.","Ostrya.Carpinus","Picea","Quercus","Salix","Sarcobatus.vermiculatus","Tilia","Tsuga","Ulmus","Alnus","Acer","Rosaceae.undiff.","Fraxinus","Juglans","Pinus","Lamiaceae","Rhamnaceae.Vitaceae","Artemisia","Apiaceae","Larix","Polygonum","Rubiaceae","Thalictrum","Caryophyllaceae","Fagus","Platanus","Ranunculaceae.undiff.","Prunus.Sorbus","Rumex","Plantago","Ranunculus","Elaeagnus","Scrophulariaceae","Humulus","Malvaceae","Shepherdia.canadensis","Ephedra","Cornus","Saxifragaceae","Epilobium","Elymus"
535,6391,0.00159235668789809,0.0939490445859873,0.0111464968152866,0.00636942675159236,0.176751592356688,0.0382165605095541,0,0.0382165605095541,0.138535031847134,0.00955414012738853,0.0143312101910828,0.205414012738854,0.0207006369426752,0.00159235668789809,0.00159235668789809,0,0.0318471337579618,0.0127388535031847,0.0127388535031847,0,0.00159235668789809,0.00318471337579618,0.0812101910828025,0,0,0.0955414012738854,0,0,0,0,0,0,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0,0,0,0
560,6638,0.0019723865877712,0.108481262327416,0.0177514792899408,0.0019723865877712,0.128205128205128,0.0216962524654832,0.0019723865877712,0.0552268244575937,0.159763313609467,0.00394477317554241,0.0355029585798817,0.165680473372781,0.0118343195266272,0.0019723865877712,0,0,0.0177514792899408,0.00986193293885602,0.0019723865877712,0,0.0138067061143984,0.00394477317554241,0.112426035502959,0,0,0.122287968441815,0,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0
585,6861,0,0.102106969205835,0.0129659643435981,0.00162074554294976,0.163695299837925,0.0226904376012966,0.00162074554294976,0.0291734197730956,0.179902755267423,0.00486223662884927,0.0226904376012966,0.166936790923825,0.0307941653160454,0,0.00162074554294976,0,0.0437601296596434,0.00648298217179903,0.0129659643435981,0,0.00324149108589951,0.00324149108589951,0.0842787682333874,0,0,0.100486223662885,0,0,0,0,0.00162074554294976,0,0,0,0,0,0,0,0.00324149108589951,0,0,0,0,0,0,0,0,0,0
610,7060,0,0.138461538461538,0.0307692307692308,0.00683760683760684,0.104273504273504,0.0239316239316239,0.00683760683760684,0.0324786324786325,0.203418803418803,0.0341880341880342,0.0170940170940171,0.145299145299145,0.0256410256410256,0,0.00341880341880342,0,0.0564102564102564,0.011965811965812,0.00683760683760684,0,0.00341880341880342,0.00341880341880342,0.0547008547008547,0.00170940170940171,0,0.0888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,7237,0.00315955766192733,0.132701421800948,0.0252764612954186,0.00789889415481832,0.113744075829384,0.033175355450237,0.004739336492891,0.028436018957346,0.180094786729858,0.014218009478673,0.0126382306477093,0.153238546603476,0.0252764612954186,0,0.00157977883096367,0,0.0774091627172196,0.0157977883096366,0.0126382306477093,0,0.00315955766192733,0.00631911532385466,0.0631911532385466,0,0,0.0837282780410742,0,0,0,0,0.00157977883096367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,7392,0,0.119485294117647,0.0202205882352941,0.00367647058823529,0.0808823529411765,0.0202205882352941,0.0147058823529412,0.0404411764705882,0.216911764705882,0.0294117647058824,0.0147058823529412,0.123161764705882,0.0569852941176471,0,0.00367647058823529,0,0.0422794117647059,0.00919117647058824,0,0,0.0147058823529412,0.00367647058823529,0.0569852941176471,0,0,0.126838235294118,0,0,0,0,0,0,0,0,0,0,0.00183823529411765,0,0,0,0,0,0,0,0,0,0,0,0
685,7527,0,0.19047619047619,0.0253968253968254,0.00634920634920635,0.0968253968253968,0.0365079365079365,0.00793650793650794,0.019047619047619,0.179365079365079,0.0158730158730159,0.00317460317460317,0.16031746031746,0.0111111111111111,0.00158730158730159,0.00634920634920635,0,0.0857142857142857,0.0111111111111111,0.0111111111111111,0,0.00634920634920635,0.00634920634920635,0.0317460317460317,0,0,0.080952380952381,0.00317460317460317,0,0,0,0.00158730158730159,0,0,0,0,0,0,0,0,0.00158730158730159,0,0,0,0,0,0,0,0,0
710,7642,0.0033167495854063,0.142620232172471,0.111111111111111,0.00829187396351575,0.0646766169154229,0.021558872305141,0.0116086235489221,0.0265339966832504,0.162520729684909,0.0149253731343284,0.021558872305141,0.114427860696517,0.00497512437810945,0,0.00165837479270315,0,0.0729684908789386,0.0265339966832504,0.00497512437810945,0,0.00165837479270315,0.00165837479270315,0.099502487562189,0.00165837479270315,0,0.0779436152570481,0.00165837479270315,0,0,0,0.00165837479270315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,7739,0,0.168555240793201,0.0240793201133144,0.00708215297450425,0.0821529745042493,0.018413597733711,0.00708215297450425,0.0382436260623229,0.162889518413598,0.0155807365439093,0.00991501416430595,0.137393767705382,0.00991501416430595,0.0028328611898017,0.0056657223796034,0,0.104815864022663,0.00708215297450425,0.0084985835694051,0,0.0028328611898017,0.00424929178470255,0.0807365439093484,0,0,0.10056657223796,0.00141643059490085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,7818,0,0.188854489164087,0.0123839009287926,0.00773993808049536,0.0727554179566563,0.0201238390092879,0.00928792569659443,0.0294117647058824,0.230650154798762,0.0108359133126935,0.0123839009287926,0.105263157894737,0.0263157894736842,0.00154798761609907,0.00464396284829721,0,0.0820433436532508,0.00154798761609907,0,0,0.00309597523219814,0,0.0572755417956656,0.00154798761609907,0,0.119195046439628,0,0,0,0,0.00154798761609907,0,0,0,0,0,0,0,0,0,0.00154798761609907,0,0,0,0,0,0,0,0
770,7845,0,0.291101055806938,0.0150829562594268,0.00603318250377074,0.0542986425339367,0.0180995475113122,0.00452488687782805,0.00452488687782805,0.168929110105581,0.0150829562594268,0.00150829562594268,0.120663650075415,0.0165912518853695,0,0.00150829562594268,0,0.0874811463046757,0.00904977375565611,0,0,0.00150829562594268,0,0.0331825037707391,0,0,0.149321266968326,0,0,0,0,0,0.00150829562594268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,7869,0.0014265335235378,0.0998573466476462,0.0328102710413695,0.00998573466476462,0.125534950071327,0.0242510699001427,0.00570613409415121,0.0185449358059914,0.181169757489301,0.0299572039942939,0.00570613409415121,0.178316690442225,0.0014265335235378,0.0014265335235378,0.00285306704707561,0,0.0613409415121255,0.00427960057061341,0.0185449358059914,0,0.00570613409415121,0.00285306704707561,0.0670470756062767,0,0,0.119828815977175,0.0014265335235378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,7891,0,0.104294478527607,0.0230061349693252,0.00766871165644172,0.124233128834356,0.0199386503067485,0.00460122699386503,0.0690184049079755,0.130368098159509,0.0276073619631902,0.0122699386503067,0.226993865030675,0.00766871165644172,0.00306748466257669,0.00153374233128834,0,0.0720858895705521,0.00920245398773006,0.0138036809815951,0,0.00153374233128834,0.00306748466257669,0.049079754601227,0,0,0.0874233128834356,0.00153374233128834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,7913,0.00382409177820268,0.110898661567878,0.0554493307839388,0.00382409177820268,0.107074569789675,0.0152963671128107,0.00191204588910134,0.00382409177820268,0.11472275334608,0.0229445506692161,0.00191204588910134,0.246653919694073,0.0210325047801147,0,0.00191204588910134,0,0.103250478011472,0.011472275334608,0.00382409177820268,0,0.00382409177820268,0.00191204588910134,0.0898661567877629,0,0,0.0745697896749522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,7936,0.00181488203266788,0.0961887477313975,0.0235934664246824,0.00544464609800363,0.0961887477313975,0.0199637023593466,0.0072595281306715,0.043557168784029,0.101633393829401,0.0163339382940109,0.014519056261343,0.270417422867514,0.0127041742286751,0.00181488203266788,0.00362976406533575,0,0.0925589836660617,0.0127041742286751,0.00362976406533575,0,0.00362976406533575,0.00362976406533575,0.0762250453720508,0,0,0.0907441016333938,0,0.00181488203266788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,7962,0.00193423597678917,0.0676982591876209,0.0367504835589942,0.00967117988394584,0.0754352030947776,0.0290135396518375,0.00386847195357834,0.0328820116054159,0.119922630560928,0.0290135396518375,0.00967117988394584,0.253384912959381,0.00773694390715667,0,0,0,0.125725338491296,0.0135396518375242,0.00773694390715667,0,0.00580270793036751,0.00386847195357834,0.0715667311411992,0,0,0.0947775628626693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,7994,0.00894454382826476,0.0858676207513417,0.0411449016100179,0.0035778175313059,0.0787119856887299,0.0107334525939177,0.0071556350626118,0.0339892665474061,0.128801431127013,0.0196779964221825,0.0035778175313059,0.223613595706619,0.0107334525939177,0.00178890876565295,0.0035778175313059,0,0.125223613595707,0.0161001788908766,0.0107334525939177,0,0.0071556350626118,0.0071556350626118,0.0840787119856887,0,0,0.0876565295169946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,8034,0,0.0949152542372881,0.0305084745762712,0.011864406779661,0.0576271186440678,0.0169491525423729,0.00677966101694915,0.0372881355932203,0.172881355932203,0.0305084745762712,0.0186440677966102,0.183050847457627,0.0169491525423729,0.00338983050847458,0,0,0.0898305084745763,0.0169491525423729,0.00847457627118644,0,0.0101694915254237,0.00508474576271186,0.0779661016949153,0,0,0.101694915254237,0,0.00169491525423729,0,0,0.00169491525423729,0,0,0,0,0,0,0,0,0,0,0.00508474576271186,0,0,0,0,0,0,0
850,8083,0.00154320987654321,0.117283950617284,0.0432098765432099,0.00462962962962963,0.0910493827160494,0.0138888888888889,0.00771604938271605,0.0709876543209877,0.138888888888889,0.0185185185185185,0.00617283950617284,0.20679012345679,0.0231481481481481,0,0.00308641975308642,0,0.0848765432098765,0.0108024691358025,0.00308641975308642,0,0.00617283950617284,0.00462962962962963,0.0385802469135802,0,0,0.103395061728395,0,0,0,0,0,0,0,0,0,0,0.00154320987654321,0,0,0,0,0,0,0,0,0,0,0,0
855,8112,0,0.123693379790941,0.029616724738676,0.00696864111498258,0.0592334494773519,0.0261324041811847,0.00174216027874564,0.0209059233449477,0.130662020905923,0.0209059233449477,0.00696864111498258,0.200348432055749,0.0209059233449477,0.00696864111498258,0.00522648083623693,0,0.113240418118467,0.0174216027874564,0.0104529616724739,0,0.00174216027874564,0.00174216027874564,0.0853658536585366,0,0,0.109756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,8144,0.00190114068441065,0.064638783269962,0.026615969581749,0.0114068441064639,0.0475285171102662,0.00380228136882129,0.0361216730038023,0.0152091254752852,0.153992395437262,0.026615969581749,0.0247148288973384,0.212927756653992,0.0209125475285171,0.00190114068441065,0.00190114068441065,0,0.0950570342205323,0.0209125475285171,0,0,0.0152091254752852,0.00570342205323194,0.0874524714828897,0.00190114068441065,0,0.119771863117871,0,0.00380228136882129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,8179,0.00185528756957328,0.109461966604824,0.0241187384044527,0.00556586270871985,0.0575139146567718,0.0166975881261596,0.00927643784786642,0.0241187384044527,0.146567717996289,0.0278293135435993,0.00927643784786642,0.222634508348794,0.00927643784786642,0.00742115027829314,0.00371057513914657,0,0.133580705009276,0.0166975881261596,0.00742115027829314,0,0.00185528756957328,0.00371057513914657,0.0816326530612245,0,0,0.0797773654916512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,8218,0.00209643605870021,0.0859538784067086,0.0251572327044025,0.00209643605870021,0.039832285115304,0.0188679245283019,0.00419287211740042,0.0230607966457023,0.129979035639413,0.0167714884696017,0.00209643605870021,0.268343815513627,0.0125786163522013,0.00209643605870021,0.00419287211740042,0,0.209643605870021,0.010482180293501,0.00209643605870021,0,0.010482180293501,0.00838574423480084,0.050314465408805,0,0,0.0691823899371069,0.00209643605870021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,8261,0.00428265524625268,0.0877944325481799,0.0513918629550321,0.00856531049250535,0.0428265524625268,0.019271948608137,0.00214132762312634,0.0149892933618844,0.126338329764454,0.0342612419700214,0.00856531049250535,0.241970021413276,0.00214132762312634,0,0.00642398286937901,0,0.17558886509636,0.00214132762312634,0.00214132762312634,0.00214132762312634,0.00856531049250535,0.00428265524625268,0.0899357601713062,0,0,0.0620985010706638,0,0,0,0,0,0,0,0,0,0,0.00214132762312634,0,0,0,0,0,0,0,0,0,0,0,0
880,8308,0.0020703933747412,0.12008281573499,0.0372670807453416,0.0062111801242236,0.0579710144927536,0.0124223602484472,0.0144927536231884,0.010351966873706,0.101449275362319,0.0269151138716356,0.010351966873706,0.209109730848861,0,0.0020703933747412,0.0082815734989648,0,0.180124223602484,0.0124223602484472,0.0082815734989648,0,0.0020703933747412,0.0062111801242236,0.0952380952380952,0,0,0.0703933747412008,0,0.0020703933747412,0,0,0,0,0,0,0.0041407867494824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,8360,0,0.111336032388664,0.048582995951417,0.00809716599190283,0.0263157894736842,0.0161943319838057,0.0101214574898785,0.0222672064777328,0.115384615384615,0.0242914979757085,0.01417004048583,0.216599190283401,0.00809716599190283,0,0.00404858299595142,0,0.174089068825911,0.0222672064777328,0.00202429149797571,0,0.00809716599190283,0,0.0668016194331984,0.00202429149797571,0.00202429149797571,0.0931174089068826,0,0,0,0,0.00202429149797571,0,0,0,0,0,0,0,0,0,0,0.00202429149797571,0,0,0,0,0,0,0
890,8416,0,0.0827740492170022,0.0268456375838926,0.0156599552572707,0.0335570469798658,0.0268456375838926,0.0178970917225951,0.0134228187919463,0.140939597315436,0.0268456375838926,0.0201342281879195,0.228187919463087,0.00894854586129754,0.00671140939597315,0.0111856823266219,0,0.1834451901566,0.00894854586129754,0.00671140939597315,0,0.0134228187919463,0.0134228187919463,0.087248322147651,0,0,0.0223713646532438,0,0.00223713646532438,0,0,0,0,0,0,0.00223713646532438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,8477,0.00208333333333333,0.08125,0.0583333333333333,0.00833333333333333,0.0354166666666667,0.0125,0.00416666666666667,0.025,0.14375,0.0166666666666667,0.0145833333333333,0.18125,0.00625,0,0.00625,0,0.202083333333333,0.00625,0.00416666666666667,0,0.00625,0.00625,0.102083333333333,0,0,0.0770833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,8543,0.00215982721382289,0.0993520518358531,0.0496760259179266,0.00647948164146868,0.0388768898488121,0.0129589632829374,0.00647948164146868,0.0259179265658747,0.110151187904968,0.0259179265658747,0.0129589632829374,0.1792656587473,0.00863930885529158,0,0.00215982721382289,0,0.218142548596112,0.00431965442764579,0.00431965442764579,0,0.00647948164146868,0.00215982721382289,0.118790496760259,0,0,0.0647948164146868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,8615,0.00201207243460765,0.096579476861167,0.0422535211267606,0.00603621730382294,0.03420523138833,0.0100603621730382,0.00804828973843058,0.028169014084507,0.156941649899396,0.028169014084507,0.0221327967806841,0.191146881287726,0.00402414486921529,0,0.00402414486921529,0,0.152917505030181,0.0140845070422535,0,0,0,0.0120724346076459,0.114688128772636,0.00603621730382294,0.00201207243460765,0.0583501006036217,0,0.00201207243460765,0,0,0,0.00201207243460765,0,0,0,0,0,0,0,0,0,0,0.00201207243460765,0,0,0,0,0,0
910,8692,0.00209643605870021,0.0733752620545073,0.039832285115304,0.00419287211740042,0.0314465408805031,0.00628930817610063,0.0146750524109015,0.0293501048218029,0.140461215932914,0.0419287211740042,0.010482180293501,0.236897274633124,0.00838574423480084,0.00209643605870021,0.00628930817610063,0,0.167714884696017,0.0146750524109015,0.00209643605870021,0,0.00628930817610063,0.00419287211740042,0.079664570230608,0,0,0.0691823899371069,0,0.00209643605870021,0,0.00209643605870021,0.00209643605870021,0,0,0,0,0,0,0,0,0,0,0.00209643605870021,0,0,0,0,0,0,0
