"sample.depths","sample.ages","Abies","Acer.rubrum","Betula","Castanea","Cephalanthus","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Fagus","Fraxinus.undiff.","Ostrya.Carpinus","Picea","Pinus.undiff.","Quercus","Rumex","Salix","Sambucus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus.incana","Ambrosia","Populus","Amaranthaceae","Poaceae","Polygonum","Acer.saccharum","Ilex.Nemopanthus","Pinus.strobus","Pinus.banksiana.P..resinosa","Alnus.undiff.","Fagopyrum","Larix","Alnus.viridis.type","Tilia","Lamiaceae","Humulus","Artemisia","Carya","Juglans","Rosaceae.undiff.","Brassicaceae","Acer.undiff.","Dalea","Iva.undiff.","Shepherdia.canadensis","Prunus","Liquidambar","Celtis","Nyssa","Acer.saccharinum.type","Myrica","Caryophyllaceae","Apiaceae","Acer.pensylvanicum","Ranunculaceae","Fraxinus.pennsylvanica.type","Morus","Cornus","Asteraceae.subf..Cichorioideae","Rubus","Dryas","Iva.xanthifolia.type","Urtica.type","Acer.negundo","Saxifraga.type","Campanulaceae","Potentilla","Epilobium"
1100,9895,0.0033003300330033,0.0033003300330033,0.174917491749175,0,0,0.0264026402640264,0,0.0066006600660066,0,0,0.0033003300330033,0.0528052805280528,0,0.102310231023102,0.191419141914191,0,0.0033003300330033,0,0.0264026402640264,0.0033003300330033,0.0264026402640264,0.0066006600660066,0,0.0066006600660066,0,0,0,0,0,0.250825082508251,0.0825082508250825,0.0099009900990099,0,0,0.0132013201320132,0,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,10427,0.0141242937853107,0.00564971751412429,0.231638418079096,0,0,0.019774011299435,0.00282485875706215,0,0,0.00282485875706215,0.0310734463276836,0.0395480225988701,0,0.0367231638418079,0.282485875706215,0,0.00847457627118644,0,0.00847457627118644,0,0.00847457627118644,0.00847457627118644,0,0.0141242937853107,0,0.00282485875706215,0,0.00847457627118644,0,0.240112994350282,0.0169491525423729,0.00564971751412429,0,0.00282485875706215,0.00564971751412429,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,10892,0.00615384615384615,0.00615384615384615,0.201538461538462,0,0,0.00307692307692308,0,0,0,0,0.00615384615384615,0.00769230769230769,0.00153846153846154,0.193846153846154,0.187692307692308,0,0.00307692307692308,0,0.0153846153846154,0,0.0107692307692308,0.00769230769230769,0,0.00307692307692308,0,0,0,0.00461538461538462,0,0.289230769230769,0.0461538461538462,0,0,0,0.00461538461538462,0,0.00153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,11263,0.0155709342560554,0.00519031141868512,0.558823529411765,0,0,0.013840830449827,0,0.00173010380622837,0.0069204152249135,0.00173010380622837,0.013840830449827,0.00865051903114187,0.0311418685121107,0.112456747404844,0.0449826989619377,0,0.00519031141868512,0,0.00173010380622837,0,0.00346020761245675,0.00519031141868512,0,0.0173010380622837,0,0.00346020761245675,0,0.00173010380622837,0,0.0865051903114187,0.0346020761245675,0.00519031141868512,0,0.00346020761245675,0.00865051903114187,0,0.00346020761245675,0.00173010380622837,0.00346020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,11604,0.0371517027863777,0.00309597523219814,0.123839009287926,0,0,0.0309597523219814,0,0.00309597523219814,0.0123839009287926,0,0.0185758513931889,0.00928792569659443,0.222910216718266,0.0897832817337461,0.0402476780185759,0,0.00619195046439629,0,0,0.00928792569659443,0.00309597523219814,0.021671826625387,0,0.043343653250774,0,0.021671826625387,0,0.00309597523219814,0,0.0464396284829721,0.0247678018575851,0.0804953560371517,0,0.021671826625387,0.065015479876161,0,0.0495356037151703,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309597523219814,0,0,0,0,0,0,0,0,0,0.00619195046439629,0,0,0,0,0
1200,11952,0.0065359477124183,0,0.248366013071895,0,0,0.0294117647058824,0,0.0196078431372549,0.0065359477124183,0,0.00326797385620915,0.0555555555555556,0.369281045751634,0.0196078431372549,0.00326797385620915,0,0.0065359477124183,0,0,0.00980392156862745,0,0,0.00326797385620915,0.00326797385620915,0,0.0163398692810458,0,0.0065359477124183,0,0.0588235294117647,0.0163398692810458,0.0163398692810458,0,0.00326797385620915,0.0751633986928105,0,0.0228758169934641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,12340,0.00308641975308642,0,0.0524691358024691,0,0,0,0,0.0154320987654321,0,0,0,0.00925925925925926,0.617283950617284,0.0493827160493827,0.00617283950617284,0,0,0,0,0.0154320987654321,0,0.0308641975308642,0,0,0,0,0,0.00308641975308642,0,0.0493827160493827,0.0493827160493827,0.0277777777777778,0,0,0.0154320987654321,0,0.0462962962962963,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,12801,0.00651465798045603,0,0.0423452768729642,0,0,0.00651465798045603,0.00325732899022801,0.00977198697068404,0,0,0.00651465798045603,0.0293159609120521,0.661237785016287,0.0228013029315961,0.0521172638436482,0,0.00651465798045603,0,0,0.00651465798045603,0,0,0,0.00651465798045603,0,0.00651465798045603,0,0,0,0,0.0944625407166124,0.00977198697068404,0,0,0.00325732899022801,0,0.00325732899022801,0,0.0195439739413681,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,13364,0,0,0.0782608695652174,0,0,0.0130434782608696,0.0347826086956522,0.0478260869565217,0,0,0,0,0.495652173913044,0.0391304347826087,0.0130434782608696,0,0.0217391304347826,0,0,0.0434782608695652,0,0,0,0.0173913043478261,0,0.00869565217391304,0,0,0,0.00434782608695652,0.11304347826087,0,0,0,0,0,0,0,0.0478260869565217,0,0,0.00434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434782608695652,0,0,0,0,0,0,0.00869565217391304,0.00434782608695652,0
1280,14018,0,0,0.101307189542484,0,0,0.00326797385620915,0.0555555555555556,0.0163398692810458,0.00326797385620915,0,0,0.00326797385620915,0.343137254901961,0.0261437908496732,0.0163398692810458,0,0.00326797385620915,0,0,0.0228758169934641,0,0,0.0065359477124183,0.133986928104575,0,0.0065359477124183,0,0,0,0.00980392156862745,0.130718954248366,0,0,0.00326797385620915,0,0,0,0,0.0947712418300654,0,0,0,0,0,0,0,0.0163398692810458,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,NA,0,0,0.0608108108108108,0,0,0,0,0.148648648648649,0.00675675675675676,0,0,0.0202702702702703,0.418918918918919,0.0135135135135135,0.00675675675675676,0,0.027027027027027,0,0,0,0.0135135135135135,0,0,0.00675675675675676,0,0.0202702702702703,0,0,0,0,0.189189189189189,0,0,0,0,0,0,0,0,0.00675675675675676,0,0,0.00675675675675676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027027027027027,0,0,0,0,0,0.0135135135135135,0.0135135135135135
