"sample.depths","sample.ages","Abies","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Herbs.undiff.","Picea","Salix","Sarcobatus.vermiculatus","Thalictrum","Asteraceae.subf..Asteroideae.undiff.","Alnus","Pinus","Populus","Poaceae","Asteraceae.subf..Cichorioideae","Trees.undiff.","Cupressaceae","Polygonaceae.undiff.","Rumex","Rosaceae","Ulmus","Corylus","Elaeagnus","Ostrya.Carpinus","Fraxinus","Quercus","Plantago","Shepherdia"
670,3769,0,0.0077720207253886,0.406735751295337,0.0181347150259067,0.10880829015544,0.0880829015544041,0.0077720207253886,0.0155440414507772,0.0259067357512953,0,0,0.0181347150259067,0.0207253886010363,0.0906735751295337,0.00518134715025907,0.178756476683938,0,0,0,0,0,0.00259067357512953,0.00259067357512953,0.00259067357512953,0,0,0,0,0,0
750,4259,0,0.0384615384615385,0.381656804733728,0.029585798816568,0.0414201183431953,0.103550295857988,0.00887573964497041,0.0207100591715976,0.0118343195266272,0.0029585798816568,0,0.0207100591715976,0.0414201183431953,0.142011834319527,0,0.153846153846154,0,0,0,0,0,0,0,0,0.0029585798816568,0,0,0,0,0
790,4504,0,0.0121212121212121,0.581818181818182,0.0484848484848485,0.0575757575757576,0.0393939393939394,0.0272727272727273,0.0121212121212121,0.0121212121212121,0,0.00303030303030303,0.0212121212121212,0.0272727272727273,0.090909090909091,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,4749,0.00294985250737463,0.0117994100294985,0.445427728613569,0.0324483775811209,0.0501474926253687,0.0766961651917404,0.0088495575221239,0.0117994100294985,0.0117994100294985,0.0088495575221239,0.00294985250737463,0.0265486725663717,0.0294985250737463,0.188790560471976,0,0.088495575221239,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0
870,4994,0,0.046875,0.384375,0.034375,0.071875,0.065625,0.00625,0.015625,0.021875,0,0,0.025,0.028125,0.178125,0,0.115625,0.003125,0,0,0,0,0,0,0,0,0,0.003125,0,0,0
910,5239,0.0037593984962406,0.0150375939849624,0,0.0263157894736842,0.157894736842105,0.0827067669172932,0.0075187969924812,0.0263157894736842,0.0150375939849624,0.0075187969924812,0,0.0112781954887218,0.0789473684210526,0.330827067669173,0,0.236842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,5484,0,0.0760869565217391,0.366847826086957,0.0625,0.0896739130434783,0.0597826086956522,0.0135869565217391,0.0108695652173913,0.0271739130434783,0.00815217391304348,0.00271739130434783,0.0543478260869565,0.0244565217391304,0.114130434782609,0,0.0842391304347826,0,0,0,0,0,0.00543478260869565,0,0,0,0,0,0,0,0
990,5729,0,0.0382352941176471,0.332352941176471,0.0352941176470588,0.0588235294117647,0.0588235294117647,0.00588235294117647,0.0117647058823529,0.0088235294117647,0.00588235294117647,0,0.0411764705882353,0.0352941176470588,0.320588235294118,0,0.0411764705882353,0,0,0,0,0,0.00294117647058824,0,0,0,0,0,0.00294117647058824,0,0
1030,5974,0,0.0161290322580645,0.341397849462366,0.021505376344086,0.126344086021505,0.0779569892473118,0.0134408602150538,0.0134408602150538,0.00806451612903226,0.00268817204301075,0,0.0456989247311828,0.0537634408602151,0.14247311827957,0,0.118279569892473,0,0,0,0.00537634408602151,0.00537634408602151,0,0,0.00268817204301075,0.00537634408602151,0,0,0,0,0
1070,6218,0,0.00269541778975741,0.463611859838275,0.0404312668463612,0.105121293800539,0.045822102425876,0,0.0242587601078167,0.00808625336927224,0.0107816711590297,0,0.0134770889487871,0.0431266846361186,0.169811320754717,0.00269541778975741,0.0646900269541779,0,0,0,0,0,0.00269541778975741,0,0,0,0,0.00269541778975741,0,0,0
1120,6525,0.00280112044817927,0.0112044817927171,0.448179271708683,0.0112044817927171,0.0812324929971989,0.0700280112044818,0.00280112044817927,0.0140056022408964,0.0196078431372549,0.00840336134453781,0,0.00560224089635854,0.0336134453781513,0.123249299719888,0,0.165266106442577,0,0,0,0,0,0,0,0,0,0,0,0,0.00280112044817927,0
1160,6769,0,0.04375,0.465625,0.0375,0.159375,0.03125,0,0.025,0.00625,0,0,0.04375,0.046875,0.1,0,0.040625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,7014,0,0.0855263157894737,0.319078947368421,0.0263157894736842,0.131578947368421,0.0855263157894737,0,0.0164473684210526,0,0.00328947368421053,0,0.0328947368421053,0.0394736842105263,0.111842105263158,0,0.125,0,0,0,0.00657894736842105,0.00657894736842105,0,0,0,0,0,0,0.00328947368421053,0,0.00657894736842105
1210,7076,0.00264550264550265,0.0952380952380952,0.261904761904762,0.0343915343915344,0.148148148148148,0.0978835978835979,0.00264550264550265,0.0555555555555556,0.0158730158730159,0,0.00264550264550265,0.0158730158730159,0.0317460317460317,0.153439153439153,0,0.0767195767195767,0,0,0,0,0,0.00264550264550265,0,0.00264550264550265,0,0,0,0,0,0
1220,7137,0,0.198813056379822,0.169139465875371,0.0207715133531157,0.195845697329377,0.0623145400593472,0.0029673590504451,0.029673590504451,0.00593471810089021,0.0029673590504451,0,0.00890207715133531,0.0445103857566766,0.15727002967359,0,0.086053412462908,0,0,0,0.00593471810089021,0.00593471810089021,0,0,0,0,0,0,0.0029673590504451,0,0
1230,7198,0,0.0374149659863946,0.299319727891156,0.00680272108843537,0.180272108843537,0.0748299319727891,0.00340136054421769,0.0272108843537415,0.00340136054421769,0,0,0.0204081632653061,0.0442176870748299,0.159863945578231,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,7259,0,0.0588235294117647,0.323529411764706,0.0053475935828877,0.152406417112299,0.101604278074866,0.00267379679144385,0.018716577540107,0.0106951871657754,0.00802139037433155,0,0.0160427807486631,0.0294117647058824,0.152406417112299,0,0.112299465240642,0,0,0,0.00267379679144385,0.00267379679144385,0,0,0,0,0,0,0,0,0.00267379679144385
1250,7321,0.00280898876404494,0.157303370786517,0.216292134831461,0.00561797752808989,0.157303370786517,0.106741573033708,0.00561797752808989,0.0280898876404494,0.00280898876404494,0.0112359550561798,0.00280898876404494,0.0196629213483146,0.0280898876404494,0.129213483146067,0.0112359550561798,0.101123595505618,0.00561797752808989,0,0,0,0,0,0,0,0,0,0,0,0,0.00842696629213483
1258,NA,0,0.0392670157068063,0.240837696335079,0.0287958115183246,0.230366492146597,0.0759162303664921,0.00261780104712042,0.0575916230366492,0.00523560209424084,0,0,0.0104712041884817,0.0418848167539267,0.141361256544503,0,0.12565445026178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,NA,0,0.0568181818181818,0.252840909090909,0.0142045454545455,0.193181818181818,0.0823863636363636,0,0.0426136363636364,0.00284090909090909,0,0,0.0255681818181818,0.03125,0.130681818181818,0.00568181818181818,0.159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284090909090909
