"sample.depths","sample.ages","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Amorpha.type","Artemisia","Amaranthaceae.undiff.","Corylus","Cyperaceae","Ephedra.viridis.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Humulus.type","Iva.xanthifolia.type","Asteraceae.subf..Cichorioideae","Melilotus.type","Morus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Ranunculus.undiff.","Rumex","Salix","Salsola","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Apiaceae","Juniperus.type","Ostrya.type","Brassicaceae","Heliotropium","Triticum.type","Pinaceae.undiff.","Fraxinus.nigra.type","Dalea.candida.type","Sarcobatus.vermiculatus","Avena.type","Dalea.purpurea","Secale.type","Acer.negundo","Betula","Liliaceae","Parietaria","Solanum.rostratum","Trifolium.repens.type","Polygonum.ramosissimum.type","Rosaceae","Sphaeralcea","Euphorbia","Ephedra.trifurca.type","Urtica.type","Xanthium","Alnus.undiff.","Fabaceae.undiff.","Dalea.undiff.","Zea.mays","Polygonum.tenue.type","Thalictrum","Gaura","Verbena","Carya","Celtis","Galium","Allium","Shepherdia.argentea","Polygonum.lapathifolium.type","Opuntia","Campanula.rotundifolia.type","Parthenocissus","Tilia","Juglans.cinerea","Juglans.nigra","Plantago","Symphoricarpos.type","Abies","Iva.annua.type","Eriogonum","Pediomelum.type","Asteraceae.tribe.Cynareae","Ericaceae","Sisyrinchium","Vitis","Anemone.canadensis.type","Elaeagnus","Rhus","Tidestromia","Acer.saccharum","Shepherdia.canadensis","Laportea.type","Hedysarum","Pilea.type","Polygonum.amphibium.type","Ranunculus.pensylvanicus.type","Larix","Comandra","Pedicularis","Oenothera","Fraxinus.undiff.","Lycopus.type","Maclura.pomifera.type","Cornus.sericea.type","Epilobium","Fagus","Stachys.type","Acer.saccharinum.type","Caryophyllaceae","Onosmodium","Myricaceae","Phlox"
428,2303,0.00141342756183746,0.00282685512367491,0.0565371024734982,0,0.0551236749116608,0.47773851590106,0,0.114487632508834,0,0,0.15547703180212,0.00141342756183746,0,0.00565371024734982,0,0,0,0.000706713780918728,0,0.0240282685512367,0,0,0.00282685512367491,0,0,0.00141342756183746,0,0,0.0664310954063604,0,0.00141342756183746,0,0.00141342756183746,0,0,0,0,0,0.00141342756183746,0.00141342756183746,0,0.0197879858657244,0,0,0,0,0,0,0,0.00282685512367491,0.00141342756183746,0.00141342756183746,0,0,0.00282685512367491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2997,0.00291757840991977,0,0.0466812545587163,0,0.0568927789934354,0.431801604668125,0,0.159008023340627,0,0,0.135667396061269,0,0.00145878920495988,0.00583515681983953,0,0,0.000729394602479942,0,0,0.0714806710430343,0,0,0.00583515681983953,0.00145878920495988,0,0,0,0,0.0598103574033552,0,0,0.00145878920495988,0.00145878920495988,0,0,0,0,0,0.00145878920495988,0.00145878920495988,0,0.0102115244347192,0,0,0,0,0,0,0,0,0.00145878920495988,0,0,0.00145878920495988,0,0,0,0,0,0,0,0.00145878920495988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,3568,0.00329489291598023,0,0.0543657331136738,0,0.0313014827018122,0.617792421746293,0,0.0461285008237232,0,0,0.113673805601318,0,0,0.0329489291598023,0,0,0.00164744645799012,0,0,0.0164744645799012,0,0,0,0.00329489291598023,0,0,0,0,0.0675453047775947,0.00329489291598023,0,0,0.00164744645799012,0,0,0,0,0,0,0,0,0.00164744645799012,0,0,0.00164744645799012,0,0.00164744645799012,0,0,0.00164744645799012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,4071,0,0,0.0715447154471545,0,0.0097560975609756,0.699186991869919,0,0.0585365853658537,0,0,0.0617886178861789,0,0,0.0065040650406504,0,0,0.0016260162601626,0,0,0.0195121951219512,0,0,0,0,0,0,0,0,0.0357723577235772,0,0,0,0.0097560975609756,0,0,0,0.0032520325203252,0,0,0.0032520325203252,0,0.0032520325203252,0,0,0.0032520325203252,0,0,0,0,0,0,0,0,0,0.0032520325203252,0,0,0,0,0,0,0,0,0,0.0032520325203252,0,0,0.0032520325203252,0.0032520325203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,4742,0.00319488817891374,0,0.0431309904153355,0,0.023961661341853,0.763578274760383,0,0.0175718849840256,0.00159744408945687,0,0.0591054313099042,0,0,0.0255591054313099,0,0,0.00159744408945687,0,0,0.0175718849840256,0,0,0,0.00159744408945687,0,0,0,0,0.0143769968051118,0.00479233226837061,0,0,0,0.00159744408945687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012779552715655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638977635782748,0.00159744408945687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,5469,0.00751173708920188,0.00187793427230047,0.0488262910798122,0,0.0206572769953052,0.672300469483568,0,0.0150234741784038,0,0,0.0563380281690141,0,0.00187793427230047,0.0262910798122066,0,0,0.00375586854460094,0,0,0.0394366197183099,0,0,0,0,0,0,0,0,0.0187793427230047,0.0131455399061033,0,0.00375586854460094,0,0,0,0,0.00845070422535211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507042253521127,0,0,0.00563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563380281690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,5862,0.00531914893617021,0.00797872340425532,0.0691489361702128,0,0.0398936170212766,0.699468085106383,0,0.0132978723404255,0,0.00265957446808511,0.0638297872340425,0,0.00265957446808511,0.0186170212765957,0,0,0,0,0,0.0212765957446809,0,0,0,0.00265957446808511,0,0,0,0,0.0159574468085106,0.0132978723404255,0,0,0,0,0,0,0,0,0.00531914893617021,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0.0106382978723404,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,6261,0.0239880059970015,0,0.0989505247376312,0,0.0599700149925037,0.428785607196402,0,0.0239880059970015,0,0,0.131934032983508,0.00299850074962519,0.00299850074962519,0.047976011994003,0,0,0.0149925037481259,0.00299850074962519,0,0.0794602698650675,0,0,0.00299850074962519,0.00899550224887556,0,0,0,0,0.0269865067466267,0.00899550224887556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119940029985007,0,0,0,0,0,0.00299850074962519,0.00599700149925037,0,0,0,0,0,0,0,0,0,0,0,0,0.00599700149925037,0,0,0,0,0,0.00299850074962519,0.00299850074962519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,7042,0,0,0.0704500978473581,0,0.0234833659491194,0.340508806262231,0,0.0195694716242661,0,0,0.168297455968689,0,0.00391389432485323,0.0704500978473581,0,0,0.00587084148727984,0.00391389432485323,0,0.11545988258317,0,0,0,0,0,0,0,0,0.0234833659491194,0.0195694716242661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00391389432485323,0,0,0,0,0,0.00391389432485323,0.0469667318982387,0,0,0.00391389432485323,0,0,0,0,0,0,0,0.00782778864970646,0,0.00391389432485323,0.00391389432485323,0,0,0,0,0.0450097847358121,0.00782778864970646,0.00391389432485323,0.00391389432485323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,7733,0.00246913580246914,0,0.0938271604938272,0,0.0444444444444444,0.345679012345679,0,0.0444444444444444,0,0,0.153086419753086,0.00246913580246914,0,0.0246913580246914,0,0,0.00864197530864197,0.0246913580246914,0,0.080246913580247,0,0,0,0.00493827160493827,0,0,0,0,0.0938271604938272,0.0172839506172839,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0.00493827160493827,0,0.0197530864197531,0,0,0.00246913580246914,0,0,0.00246913580246914,0,0,0,0.00246913580246914,0,0,0.00246913580246914,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,8020,0.010840108401084,0,0.0758807588075881,0,0.046070460704607,0.387533875338753,0.002710027100271,0.062330623306233,0.00542005420054201,0,0.13550135501355,0.002710027100271,0,0.024390243902439,0,0,0,0.008130081300813,0.008130081300813,0.0365853658536585,0,0,0.002710027100271,0.002710027100271,0,0,0,0,0.037940379403794,0.010840108401084,0,0.008130081300813,0,0,0,0,0.002710027100271,0.002710027100271,0,0.002710027100271,0,0.00542005420054201,0,0,0.008130081300813,0,0,0,0,0.037940379403794,0,0.02710027100271,0.010840108401084,0,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230352303523035,0,0,0,0.002710027100271,0.002710027100271,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,8277,0,0,0.0625931445603577,0.0029806259314456,0.0387481371087928,0.438152011922504,0,0.0447093889716841,0,0.0029806259314456,0.119225037257824,0,0,0.0119225037257824,0,0,0.0029806259314456,0,0,0.052160953800298,0,0,0,0,0,0,0.00596125186289121,0,0.0476900149031297,0.0119225037257824,0,0.00596125186289121,0,0,0,0,0.0029806259314456,0,0.0029806259314456,0,0,0,0,0,0.0029806259314456,0,0,0,0,0.0506706408345753,0,0.0506706408345753,0.0208643815201192,0,0.0029806259314456,0,0,0,0,0,0,0,0,0,0.00596125186289121,0,0,0.0029806259314456,0,0,0.00596125186289121,0,0,0,0,0,0,0.0029806259314456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,8650,0.00352422907488987,0,0.216740088105727,0.00176211453744493,0.0493392070484582,0.373568281938326,0,0.0511013215859031,0,0,0.116299559471366,0,0.00176211453744493,0.0123348017621145,0,0,0,0.00704845814977974,0.00176211453744493,0.039647577092511,0,0,0,0.00352422907488987,0,0.00176211453744493,0,0,0.0475770925110132,0.00352422907488987,0.00176211453744493,0.00176211453744493,0.0052863436123348,0.00176211453744493,0,0,0,0,0.00176211453744493,0.00176211453744493,0,0.00352422907488987,0,0,0.00176211453744493,0,0,0,0,0.0158590308370044,0.00176211453744493,0.0052863436123348,0.00704845814977974,0,0.00176211453744493,0.00176211453744493,0,0,0,0,0,0,0.00176211453744493,0,0.00352422907488987,0.00176211453744493,0,0,0,0,0.0052863436123348,0,0,0,0,0,0,0,0.00176211453744493,0.00176211453744493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,8885,0,0.00380952380952381,0.0266666666666667,0,0.0266666666666667,0.407619047619048,0,0.019047619047619,0,0,0.0876190476190476,0,0,0.0152380952380952,0,0,0.00761904761904762,0.00380952380952381,0,0.0552380952380952,0,0,0,0.00380952380952381,0,0,0,0,0.060952380952381,0.00761904761904762,0,0,0.00761904761904762,0,0,0,0,0,0,0,0,0,0,0,0.0114285714285714,0,0,0,0,0.194285714285714,0.00380952380952381,0.0304761904761905,0.0114285714285714,0,0.00380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00380952380952381,0,0,0.00380952380952381,0,0.00380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,9439,0,0,0.0464576074332172,0,0.016260162601626,0.48548199767712,0,0.0348432055749129,0.00232288037166086,0,0.118466898954704,0,0,0.0255516840882695,0,0,0.0150987224157956,0.0116144018583043,0,0.0720092915214866,0,0,0.00232288037166086,0.00696864111498258,0,0,0,0,0.0394889663182346,0.0116144018583043,0,0.00464576074332172,0.00929152148664344,0,0,0,0.00348432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0.048780487804878,0.00929152148664344,0.0127758420441347,0.0209059233449477,0,0.00232288037166086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,9652,0.00162866449511401,0,0.144951140065147,0.00162866449511401,0.157166123778502,0.185667752442997,0.00651465798045603,0.0765472312703583,0,0.00651465798045603,0.244299674267101,0.00162866449511401,0.00162866449511401,0.00162866449511401,0,0,0.012214983713355,0.0130293159609121,0.00244299674267101,0.0456026058631922,0,0,0,0.00977198697068404,0,0.00162866449511401,0,0,0.0276872964169381,0.0228013029315961,0.00162866449511401,0.00325732899022801,0.00814332247557003,0,0,0,0.00244299674267101,0,0.00162866449511401,0.00162866449511401,0,0,0,0.00162866449511401,0.00325732899022801,0,0.00162866449511401,0,0,0,0,0.00162866449511401,0,0,0,0,0,0,0,0,0,0,0,0,0.00162866449511401,0,0,0,0,0,0,0,0,0,0,0.00162866449511401,0,0,0,0.00162866449511401,0.00162866449511401,0.00162866449511401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,9843,0.00311284046692607,0,0.197665369649805,0,0.130739299610895,0.146303501945525,0,0.0809338521400778,0,0,0.24591439688716,0,0,0,0,0,0.0147859922178988,0.0046692607003891,0.00155642023346304,0.0303501945525292,0.00155642023346304,0,0.00622568093385214,0.00622568093385214,0,0,0.00155642023346304,0,0.0373540856031128,0.0389105058365759,0,0.0233463035019455,0.00778210116731518,0,0,0,0.00233463035019455,0,0.00155642023346304,0.00155642023346304,0,0,0,0,0.00622568093385214,0,0,0,0,0,0.00155642023346304,0,0,0,0.00155642023346304,0.00155642023346304,0,0.00155642023346304,0,0,0,0,0,0,0.00155642023346304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155642023346304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,10014,0.00244798041615667,0.00122399020807834,0.165238678090575,0,0.0899632802937576,0.225214198286414,0.00122399020807834,0.0440636474908201,0,0.00244798041615667,0.304773561811506,0,0,0.00611995104039168,0,0,0.00979192166462668,0.00795593635250918,0,0.0471236230110159,0,0,0.00122399020807834,0.01468788249694,0,0,0,0,0.0342717258261934,0.0232558139534884,0.00122399020807834,0.00122399020807834,0.00611995104039168,0.00122399020807834,0,0,0.000611995104039168,0.00244798041615667,0,0.00122399020807834,0,0.00122399020807834,0,0,0.00122399020807834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122399020807834,0,0,0,0,0,0,0,0,0.00122399020807834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,10165,0.00136798905608755,0,0.158686730506156,0,0.0957592339261286,0.244870041039672,0.0027359781121751,0.0437756497948016,0,0,0.288645690834473,0,0,0.00410396716826265,0,0,0.0102599179206566,0.0027359781121751,0.00136798905608755,0.0266757865937072,0,0,0,0.0164158686730506,0,0,0,0,0.0205198358413133,0.0328317373461012,0.00410396716826265,0.0054719562243502,0.00683994528043776,0,0,0,0.00683994528043776,0.00136798905608755,0.00410396716826265,0.00410396716826265,0,0,0,0,0.0027359781121751,0,0,0,0,0,0.00410396716826265,0,0,0,0,0,0.00410396716826265,0,0,0,0,0,0,0,0,0,0,0,0.00136798905608755,0,0,0,0,0,0,0,0,0,0,0.00136798905608755,0,0,0,0.00136798905608755,0.00136798905608755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
