"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Cannabaceae","Carya","Celtis","Amaranthaceae.undiff.","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Ulmus","Apiaceae","Alnus","Acer","Fraxinus","Juglans","Populus","Poaceae","Urticaceae","Plantago","Rosaceae","Rhamnaceae.Vitaceae","Fabaceae.undiff.","Morus","Thalictrum","Caprifoliaceae","Iva","Herbs.undiff.","Rhus","Sarcobatus.vermiculatus","Larix","Abies","Castanea","Ilex","Liquidambar","Amorpha.type","Ephedra","Ericaceae","Cornus"
244,NA,0.0549242424242424,0.0208333333333333,0.0208333333333333,0,0.00568181818181818,0,0.0170454545454545,0.00946969696969697,0.00378787878787879,0.00946969696969697,0.0359848484848485,0.00378787878787879,0.0132575757575758,0.00378787878787879,0.0113636363636364,0.0568181818181818,0.0984848484848485,0.0113636363636364,0.435606060606061,0,0.0113636363636364,0.00189393939393939,0,0.0227272727272727,0,0.00946969696969697,0.00189393939393939,0.0284090909090909,0.0170454545454545,0.00189393939393939,0.081439393939394,0,0,0,0.00378787878787879,0.00189393939393939,0.00189393939393939,0,0,0.00189393939393939,0.00189393939393939,0,0,0,0,0,0,0,0,0,0,0
249,NA,0.0470588235294118,0.0196078431372549,0.0333333333333333,0,0.0117647058823529,0.00196078431372549,0.00588235294117647,0.0215686274509804,0,0.0117647058823529,0.0450980392156863,0,0.0137254901960784,0.00196078431372549,0.0117647058823529,0.0627450980392157,0.0725490196078431,0.00980392156862745,0.456862745098039,0,0.00588235294117647,0.00392156862745098,0,0.0215686274509804,0,0.0137254901960784,0.00588235294117647,0.0254901960784314,0.00392156862745098,0.00196078431372549,0.080392156862745,0.00392156862745098,0,0,0.00196078431372549,0,0,0,0,0.00196078431372549,0,0,0.00196078431372549,0,0,0,0,0,0,0,0,0
259,NA,0.0599613152804642,0.02321083172147,0.0174081237911025,0,0.00773694390715667,0,0.011605415860735,0.0174081237911025,0,0.0367504835589942,0.0251450676982592,0.00386847195357834,0.011605415860735,0,0.0251450676982592,0.0560928433268859,0.0735009671179884,0.00193423597678917,0.437137330754352,0,0.00580270793036751,0.00386847195357834,0,0.0251450676982592,0,0.0174081237911025,0.00386847195357834,0.0251450676982592,0.00967117988394584,0.00580270793036751,0.0715667311411992,0.00580270793036751,0,0,0.00386847195357834,0.00193423597678917,0,0.00193423597678917,0,0.00386847195357834,0.00193423597678917,0,0.00193423597678917,0,0,0,0.00193423597678917,0,0,0,0,0
263,NA,0.0340264650283554,0.0151228733459357,0.0283553875236295,0,0.00378071833648393,0,0.00756143667296786,0.0170132325141777,0,0.0113421550094518,0.0340264650283554,0.00189035916824197,0.0113421550094518,0.00189035916824197,0.0207939508506616,0.0510396975425331,0.0964083175803403,0.00756143667296786,0.476370510396975,0,0.00378071833648393,0.00378071833648393,0,0.0245746691871456,0.00189035916824197,0.0226843100189036,0.0056710775047259,0.0226843100189036,0.00378071833648393,0,0.0831758034026465,0,0,0,0.00189035916824197,0.00189035916824197,0,0,0,0,0.00189035916824197,0,0,0.00378071833648393,0,0,0,0,0,0,0,0
268,NA,0.0470588235294118,0.0235294117647059,0.0323529411764706,0.000980392156862745,0.00588235294117647,0,0.0137254901960784,0.0196078431372549,0.000980392156862745,0.0274509803921569,0.0627450980392157,0.000980392156862745,0.0127450980392157,0.00294117647058824,0.0166666666666667,0.0480392156862745,0.0823529411764706,0.0156862745098039,0.408823529411765,0,0.00686274509803922,0.00490196078431373,0,0.0225490196078431,0.000980392156862745,0.0117647058823529,0.00294117647058824,0.0147058823529412,0.0088235294117647,0.00196078431372549,0.0872549019607843,0.000980392156862745,0,0.000980392156862745,0.000980392156862745,0,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.00294117647058824,0,0,0,0,0.00196078431372549,0.000980392156862745,0,0,0.000980392156862745,0,0
273,NA,0.0349264705882353,0.0220588235294118,0.0165441176470588,0,0.00735294117647059,0.00183823529411765,0.00735294117647059,0.00919117647058824,0.00367647058823529,0.0275735294117647,0.0588235294117647,0,0.0110294117647059,0,0.0147058823529412,0.0588235294117647,0.0827205882352941,0.0165441176470588,0.465073529411765,0,0.00367647058823529,0,0,0.0147058823529412,0,0.0128676470588235,0.00919117647058824,0.0257352941176471,0.00551470588235294,0,0.0808823529411765,0,0,0,0.00183823529411765,0,0,0.00183823529411765,0,0.00183823529411765,0,0,0.00183823529411765,0,0,0,0,0,0,0,0.00183823529411765,0
278,NA,0.0428015564202335,0.0350194552529183,0.0214007782101167,0,0.00389105058365759,0,0.00778210116731518,0.00972762645914397,0.00194552529182879,0.0214007782101167,0.0252918287937743,0,0.0291828793774319,0.00194552529182879,0.0155642023346304,0.0544747081712062,0.095330739299611,0.00972762645914397,0.453307392996109,0,0.0116731517509728,0.00194552529182879,0,0.0350194552529183,0,0.0136186770428016,0.00972762645914397,0.0233463035019455,0.0155642023346304,0.00194552529182879,0.0447470817120623,0,0,0,0,0,0,0,0,0.00194552529182879,0.00583657587548638,0,0.00194552529182879,0,0,0,0,0.00194552529182879,0,0,0,0.00194552529182879
283,NA,0.0487329434697856,0.0389863547758285,0.0311890838206628,0,0.00194931773879142,0,0.0175438596491228,0.0253411306042885,0.00194931773879142,0.0292397660818713,0.0409356725146199,0,0.00779727095516569,0.00194931773879142,0.01364522417154,0.0448343079922027,0.0857699805068226,0.00194931773879142,0.442495126705653,0,0.0116959064327485,0,0,0.0331384015594542,0,0.0155945419103314,0.00389863547758285,0.0175438596491228,0.0116959064327485,0,0.0604288499025341,0,0,0,0.00194931773879142,0.00194931773879142,0,0.00194931773879142,0,0.00194931773879142,0.00389863547758285,0,0,0,0,0,0,0,0,0,0,0
288,NA,0.0313653136531365,0.0276752767527675,0.0129151291512915,0,0.003690036900369,0,0.0166051660516605,0.0129151291512915,0,0.033210332103321,0.040590405904059,0.003690036900369,0.0166051660516605,0.0018450184501845,0.0129151291512915,0.0461254612546125,0.088560885608856,0.003690036900369,0.481549815498155,0.0018450184501845,0.003690036900369,0.0018450184501845,0,0.0276752767527675,0.0018450184501845,0.0166051660516605,0.0129151291512915,0.0129151291512915,0.0129151291512915,0.0018450184501845,0.0608856088560886,0.003690036900369,0,0,0.0018450184501845,0,0,0,0.003690036900369,0,0,0,0,0,0,0,0,0,0,0.0018450184501845,0,0
293,NA,0.0347490347490347,0.0154440154440154,0.0173745173745174,0,0.00772200772200772,0,0.00965250965250965,0.00772200772200772,0.00193050193050193,0.0501930501930502,0.0328185328185328,0.00193050193050193,0.0231660231660232,0.00386100386100386,0.0463320463320463,0.0617760617760618,0.0733590733590734,0.0212355212355212,0.3996138996139,0,0.00193050193050193,0.00386100386100386,0.00193050193050193,0.0386100386100386,0.00193050193050193,0.0173745173745174,0.0193050193050193,0.0231660231660232,0.0115830115830116,0.00965250965250965,0.0521235521235521,0,0,0,0.00386100386100386,0,0.00193050193050193,0,0,0,0.00386100386100386,0,0,0,0,0,0,0,0,0,0,0
298,NA,0.0264650283553875,0.0132325141776938,0.0189035916824197,0,0.00189035916824197,0,0.0151228733459357,0.0113421550094518,0.00378071833648393,0.00756143667296786,0.0340264650283554,0,0.0321361058601134,0.00189035916824197,0.0321361058601134,0.054820415879017,0.111531190926276,0.0056710775047259,0.474480151228733,0.00189035916824197,0.00189035916824197,0,0.00378071833648393,0.0189035916824197,0,0.0132325141776938,0.00756143667296786,0.0226843100189036,0.00945179584120983,0.00378071833648393,0.0642722117202268,0.00378071833648393,0,0,0,0,0,0,0,0.00189035916824197,0,0,0,0.00189035916824197,0,0,0,0,0,0,0,0
303,NA,0.0477064220183486,0.0146788990825688,0.0110091743119266,0,0.0018348623853211,0.0018348623853211,0.0110091743119266,0.0165137614678899,0.0018348623853211,0.0330275229357798,0.0238532110091743,0.0018348623853211,0.0238532110091743,0.0018348623853211,0.0110091743119266,0.0752293577981651,0.0605504587155963,0.0073394495412844,0.467889908256881,0,0.0073394495412844,0.0018348623853211,0,0.0403669724770642,0.0018348623853211,0.0018348623853211,0.018348623853211,0.0275229357798165,0.0091743119266055,0.0036697247706422,0.0660550458715596,0.0018348623853211,0,0,0,0,0.0018348623853211,0.0018348623853211,0,0.0036697247706422,0,0,0,0,0,0,0,0,0,0,0,0
308,NA,0.0305052430886559,0.0142993326978074,0.0133460438512869,0,0.00857959961868446,0,0.00667302192564347,0.0114394661582459,0.00190657769304099,0.0228789323164919,0.0257387988560534,0.00190657769304099,0.0181124880838894,0.00190657769304099,0.0171591992373689,0.0476644423260248,0.0734032411820782,0.0209723546234509,0.497616777883699,0,0.00476644423260248,0.00285986653956149,0.000953288846520496,0.0381315538608198,0.00190657769304099,0.0104861773117255,0.0142993326978074,0.0209723546234509,0.00953288846520496,0.00285986653956149,0.0676835081029552,0.000953288846520496,0,0.000953288846520496,0.000953288846520496,0,0.00190657769304099,0,0.000953288846520496,0.00285986653956149,0.000953288846520496,0,0,0.00190657769304099,0,0,0,0,0,0,0,0
313,NA,0.0298507462686567,0.0205223880597015,0.0149253731343284,0,0.00746268656716418,0,0.0130597014925373,0.0186567164179104,0.00186567164179104,0.0242537313432836,0.0279850746268657,0,0.0298507462686567,0.00186567164179104,0.0149253731343284,0.0578358208955224,0.0485074626865672,0.0111940298507463,0.496268656716418,0,0.00186567164179104,0.00186567164179104,0,0.0391791044776119,0,0.00932835820895522,0.0149253731343284,0.0111940298507463,0.00746268656716418,0.0130597014925373,0.0690298507462687,0,0,0,0.00186567164179104,0,0,0,0,0.00373134328358209,0.00186567164179104,0,0.00373134328358209,0,0.00186567164179104,0,0,0,0,0,0,0
318,NA,0.0493096646942801,0.019723865877712,0.00788954635108481,0,0.00986193293885602,0.0019723865877712,0.0118343195266272,0,0.0019723865877712,0.0177514792899408,0.019723865877712,0.0019723865877712,0.019723865877712,0,0.0138067061143984,0.0394477317554241,0.0749506903353057,0.00986193293885602,0.522682445759369,0,0.00986193293885602,0.00394477317554241,0.0019723865877712,0.0414201183431953,0,0.00986193293885602,0.0216962524654832,0.0236686390532544,0.00591715976331361,0,0.0473372781065089,0,0,0,0,0,0,0,0,0.00591715976331361,0,0,0.0019723865877712,0,0.0019723865877712,0,0.0019723865877712,0,0,0,0,0
330,NA,0.0504672897196262,0.0242990654205607,0.00560747663551402,0,0.00747663551401869,0.00373831775700935,0.0299065420560748,0.0168224299065421,0,0.00934579439252336,0.0205607476635514,0.00186915887850467,0.0523364485981308,0,0.00560747663551402,0.0766355140186916,0.0448598130841121,0.00934579439252336,0.426168224299065,0,0.00560747663551402,0.00747663551401869,0,0.0635514018691589,0,0.011214953271028,0.0261682242990654,0.0186915887850467,0.00747663551401869,0.00373831775700935,0.0523364485981308,0.00560747663551402,0,0,0,0.00186915887850467,0,0,0,0.00186915887850467,0.00373831775700935,0,0.00373831775700935,0.00186915887850467,0,0,0,0,0,0,0,0
334,NA,0.0296846011131725,0.0111317254174397,0.00742115027829314,0,0.0241187384044527,0.00371057513914657,0.0148423005565863,0.00556586270871985,0.00742115027829314,0.0315398886827458,0.0185528756957328,0,0.0705009276437848,0,0.00927643784786642,0.0500927643784787,0.090909090909091,0.00742115027829314,0.397031539888683,0,0.00371057513914657,0.00927643784786642,0,0.0760667903525046,0.00185528756957328,0.00742115027829314,0.0333951762523191,0.0241187384044527,0.0204081632653061,0.00185528756957328,0.0352504638218924,0,0,0.00185528756957328,0,0,0,0.00185528756957328,0,0.00185528756957328,0,0,0.00185528756957328,0,0,0,0,0,0,0,0,0
339,NA,0.0253164556962025,0.0162748643761302,0.00723327305605787,0,0.0216998191681736,0,0.0126582278481013,0.0054249547920434,0.00361663652802893,0.00904159132007233,0.0180831826401447,0.00361663652802893,0.0922242314647378,0,0.0198915009041591,0.0488245931283906,0.054249547920434,0.00180831826401447,0.37251356238698,0,0,0.0162748643761302,0.00180831826401447,0.11754068716094,0,0.0108499095840868,0.0596745027124774,0.00904159132007233,0.0162748643761302,0.0054249547920434,0.0433996383363472,0,0,0,0,0,0,0,0,0,0.00361663652802893,0,0.00180831826401447,0,0,0,0.00180831826401447,0,0,0,0,0
344,NA,0.0218978102189781,0.0127737226277372,0.0164233576642336,0,0.0237226277372263,0,0.00364963503649635,0.00547445255474453,0,0.0145985401459854,0.0164233576642336,0.00182481751824818,0.0638686131386861,0,0.0127737226277372,0.062043795620438,0.0638686131386861,0.0145985401459854,0.383211678832117,0,0.00364963503649635,0.0127737226277372,0,0.140510948905109,0,0.0072992700729927,0.0437956204379562,0.0200729927007299,0.0109489051094891,0.0109489051094891,0.0255474452554745,0,0,0,0,0.00182481751824818,0,0,0,0.00182481751824818,0,0,0,0.00182481751824818,0,0,0,0,0,0,0,0.00182481751824818
349,NA,0.0203139427516159,0.0166204986149584,0.0064635272391505,0,0.0175438596491228,0,0.0175438596491228,0.00461680517082179,0.00277008310249307,0.0138504155124654,0.0221606648199446,0.000923361034164358,0.0840258541089566,0.00184672206832872,0.0193905817174515,0.0452446906740536,0.0480147737765466,0.0110803324099723,0.382271468144044,0,0.00184672206832872,0.0101569713758079,0,0.132963988919668,0,0.00831024930747922,0.0452446906740536,0.0203139427516159,0.00554016620498615,0.0110803324099723,0.0424746075715605,0.000923361034164358,0,0,0,0,0,0,0.000923361034164358,0.00184672206832872,0,0,0.00184672206832872,0.000923361034164358,0.000923361034164358,0,0,0,0,0,0,0
354,NA,0.0171428571428571,0.00952380952380952,0.00761904761904762,0,0.0152380952380952,0,0.00952380952380952,0.00952380952380952,0.0019047619047619,0.00761904761904762,0.0304761904761905,0.00380952380952381,0.0647619047619048,0,0.0114285714285714,0.0514285714285714,0.0419047619047619,0.0133333333333333,0.356190476190476,0,0,0.0114285714285714,0,0.154285714285714,0,0.00761904761904762,0.0552380952380952,0.0323809523809524,0.0114285714285714,0.00952380952380952,0.059047619047619,0,0,0,0,0,0.0019047619047619,0,0,0.0019047619047619,0,0,0,0,0,0,0.00380952380952381,0,0,0,0,0
359,NA,0.0204081632653061,0.00927643784786642,0.012987012987013,0,0.012987012987013,0,0.0148423005565863,0.00556586270871985,0.00371057513914657,0.00371057513914657,0.0166975881261596,0.00185528756957328,0.0890538033395176,0,0.0185528756957328,0.0408163265306122,0.0538033395176252,0.00556586270871985,0.408163265306122,0,0.00185528756957328,0.0148423005565863,0,0.133580705009276,0.00185528756957328,0.0111317254174397,0.0556586270871985,0.0148423005565863,0.00371057513914657,0.00556586270871985,0.025974025974026,0,0,0.00185528756957328,0,0,0,0,0,0,0.00556586270871985,0,0.00185528756957328,0.00185528756957328,0,0,0,0,0.00185528756957328,0,0,0
364,NA,0.0273381294964029,0.0115107913669065,0.00719424460431655,0,0.0258992805755396,0.00431654676258993,0.00863309352517986,0.00719424460431655,0.00143884892086331,0.00719424460431655,0.0115107913669065,0.00287769784172662,0.130935251798561,0.00143884892086331,0.0158273381294964,0.0460431654676259,0.0532374100719424,0.00575539568345324,0.381294964028777,0,0.00287769784172662,0.0172661870503597,0,0.115107913669065,0.00143884892086331,0.00719424460431655,0.0503597122302158,0.00863309352517986,0.0172661870503597,0.00143884892086331,0.0215827338129496,0.00143884892086331,0,0,0,0,0,0,0,0,0.00143884892086331,0,0,0.00143884892086331,0,0,0.00287769784172662,0,0,0,0,0
369,NA,0.0366088631984586,0.00578034682080925,0.00770712909441233,0,0.0250481695568401,0.00385356454720617,0.0115606936416185,0.00963391136801541,0.00578034682080925,0.0134874759152216,0.0154142581888247,0,0.127167630057803,0,0.00963391136801541,0.0404624277456647,0.0385356454720617,0.0115606936416185,0.333333333333333,0,0.00770712909441233,0.00770712909441233,0,0.15028901734104,0,0.00385356454720617,0.0597302504816956,0.0192678227360308,0.0115606936416185,0.0115606936416185,0.0211946050096339,0,0,0,0.00192678227360308,0,0.00192678227360308,0,0,0,0.00385356454720617,0,0,0,0,0,0,0.00192678227360308,0.00192678227360308,0,0,0
374,NA,0.0363636363636364,0.0109090909090909,0.00363636363636364,0.00181818181818182,0.0345454545454545,0,0.00909090909090909,0.00727272727272727,0.00181818181818182,0.0109090909090909,0.00727272727272727,0.00181818181818182,0.109090909090909,0,0.0181818181818182,0.04,0.04,0.00363636363636364,0.330909090909091,0,0,0.0145454545454545,0,0.198181818181818,0,0.00545454545454545,0.0381818181818182,0.0290909090909091,0.0109090909090909,0.0109090909090909,0.0181818181818182,0,0,0,0.00181818181818182,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0.00181818181818182,0,0,0,0.00181818181818182
379,NA,0.0244360902255639,0.0150375939849624,0.0075187969924812,0,0.0244360902255639,0.0018796992481203,0.0131578947368421,0.0037593984962406,0.0037593984962406,0.0300751879699248,0.0112781954887218,0.0018796992481203,0.150375939849624,0,0.0169172932330827,0.0413533834586466,0.0469924812030075,0.0037593984962406,0.321428571428571,0,0.0093984962406015,0.0093984962406015,0,0.135338345864662,0.0018796992481203,0.0037593984962406,0.0545112781954887,0.018796992481203,0.0056390977443609,0.0075187969924812,0.0225563909774436,0.0075187969924812,0,0.0037593984962406,0,0.0018796992481203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,NA,0.0453686200378072,0.0170132325141777,0.0056710775047259,0,0.0283553875236295,0.00378071833648393,0.00189035916824197,0.00756143667296786,0.0056710775047259,0.00945179584120983,0.0132325141776938,0,0.119092627599244,0.00189035916824197,0.0170132325141777,0.0472589792060491,0.0359168241965974,0.00945179584120983,0.359168241965974,0,0.00189035916824197,0.00756143667296786,0,0.137996219281664,0.00189035916824197,0.00756143667296786,0.0472589792060491,0.0151228733459357,0.0113421550094518,0.00945179584120983,0.0207939508506616,0.00189035916824197,0,0,0.00378071833648393,0,0,0,0,0.00189035916824197,0.00378071833648393,0,0,0,0,0,0,0,0,0,0,0
389,NA,0.0255536626916525,0.0187393526405451,0.00340715502555366,0,0.0221465076660988,0,0.00851788756388416,0.00681431005110733,0.00340715502555366,0.00511073253833049,0.0136286201022147,0,0.0971039182282794,0.00511073253833049,0.020442930153322,0.0408858603066439,0.0340715502555366,0.0119250425894378,0.41396933560477,0,0.00681431005110733,0.00681431005110733,0,0.110732538330494,0.00340715502555366,0.00851788756388416,0.0425894378194208,0.020442930153322,0.010221465076661,0.0187393526405451,0.0238500851788756,0,0,0,0.00170357751277683,0,0.00511073253833049,0,0,0.00170357751277683,0.00511073253833049,0,0,0.00170357751277683,0,0,0,0,0,0.00170357751277683,0,0
394,NA,0.0472027972027972,0.00874125874125874,0.006993006993007,0,0.0174825174825175,0.0122377622377622,0.013986013986014,0,0.006993006993007,0.0157342657342657,0.0104895104895105,0,0.0594405594405594,0.0034965034965035,0.013986013986014,0.0576923076923077,0.0646853146853147,0.0104895104895105,0.421328671328671,0,0.00174825174825175,0.0157342657342657,0,0.0961538461538462,0,0.00874125874125874,0.0192307692307692,0.027972027972028,0.0122377622377622,0.006993006993007,0.0262237762237762,0,0,0,0,0.00174825174825175,0,0,0,0.0034965034965035,0.006993006993007,0,0,0.00174825174825175,0,0,0,0,0,0,0,0
399,NA,0.0446601941747573,0.0135922330097087,0.00776699029126214,0,0.0155339805825243,0,0.0155339805825243,0.00776699029126214,0.00776699029126214,0.00388349514563107,0.0330097087378641,0,0.0757281553398058,0.00388349514563107,0.0271844660194175,0.0388349514563107,0.0718446601941748,0.0058252427184466,0.374757281553398,0,0.0116504854368932,0.00970873786407767,0,0.100970873786408,0,0.0058252427184466,0.0485436893203883,0.0135922330097087,0.00970873786407767,0.0135922330097087,0.0213592233009709,0,0,0,0.0058252427184466,0,0,0,0,0.00776699029126214,0.00388349514563107,0,0,0,0,0,0,0,0,0,0,0
404,NA,0.0590551181102362,0.015748031496063,0.00590551181102362,0,0.0374015748031496,0,0.015748031496063,0.0137795275590551,0.00196850393700787,0.00590551181102362,0.015748031496063,0,0.0748031496062992,0.00196850393700787,0.0196850393700787,0.0275590551181102,0.0688976377952756,0.0078740157480315,0.419291338582677,0,0.0137795275590551,0.0078740157480315,0,0.0964566929133858,0,0,0.0236220472440945,0.0196850393700787,0.00393700787401575,0.0078740157480315,0.015748031496063,0.00196850393700787,0,0.00196850393700787,0,0,0,0.00196850393700787,0,0.00393700787401575,0.00590551181102362,0,0.00196850393700787,0,0,0,0,0,0,0.00196850393700787,0,0
409,NA,0.0540284360189573,0.023696682464455,0.0151658767772512,0,0.0123222748815166,0.0009478672985782,0.0218009478672986,0.014218009478673,0.0075829383886256,0.0161137440758294,0.0274881516587678,0,0.0559241706161137,0.0009478672985782,0.0369668246445498,0.0587677725118483,0.0928909952606635,0.00568720379146919,0.308056872037915,0,0.0085308056872038,0.014218009478673,0,0.0872037914691943,0.0018957345971564,0.0075829383886256,0.0369668246445498,0.018957345971564,0.0075829383886256,0.0113744075829384,0.0398104265402844,0.0009478672985782,0,0,0.0018957345971564,0,0,0.0028436018957346,0.0018957345971564,0.0009478672985782,0.0028436018957346,0,0.0009478672985782,0,0.0009478672985782,0,0,0,0,0,0,0
414,NA,0.0512820512820513,0.0183150183150183,0.010989010989011,0,0.0494505494505494,0.00549450549450549,0.00915750915750916,0.010989010989011,0.00549450549450549,0.00549450549450549,0.0183150183150183,0,0.0805860805860806,0.00183150183150183,0.0476190476190476,0.0402930402930403,0.0897435897435897,0.00732600732600733,0.322344322344322,0,0.00549450549450549,0.00366300366300366,0,0.106227106227106,0,0,0.0311355311355311,0.021978021978022,0.00549450549450549,0.0183150183150183,0.0164835164835165,0.00183150183150183,0,0,0,0,0.00183150183150183,0,0,0.00366300366300366,0.00366300366300366,0,0,0.00183150183150183,0.00183150183150183,0,0,0.00183150183150183,0,0,0,0
419,NA,0.0477031802120141,0.0212014134275618,0.0282685512367491,0,0.0159010600706714,0,0.019434628975265,0.00706713780918728,0.00176678445229682,0.0176678445229682,0.0106007067137809,0,0.0706713780918728,0,0.0229681978798587,0.102473498233216,0.0918727915194346,0.0088339222614841,0.256183745583039,0,0.00706713780918728,0.0229681978798587,0,0.130742049469965,0.00176678445229682,0.0106007067137809,0.0371024734982332,0.019434628975265,0.00706713780918728,0.00530035335689046,0.0265017667844523,0,0,0,0.00176678445229682,0,0,0.00353356890459364,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0
430,NA,0.0387596899224806,0.00775193798449612,0.00968992248062015,0,0.0329457364341085,0,0.0116279069767442,0.00581395348837209,0.00775193798449612,0.00581395348837209,0.0329457364341085,0,0.0833333333333333,0,0.0310077519379845,0.0406976744186047,0.0988372093023256,0.00581395348837209,0.306201550387597,0,0.0135658914728682,0.00775193798449612,0,0.133720930232558,0.00193798449612403,0.00193798449612403,0.0445736434108527,0.0213178294573643,0.0135658914728682,0.00581395348837209,0.0193798449612403,0,0,0,0.00193798449612403,0,0,0,0,0.00387596899224806,0.00387596899224806,0,0,0.00193798449612403,0,0,0,0,0,0.00581395348837209,0,0
434,NA,0.0317164179104478,0.0167910447761194,0.0130597014925373,0,0.0186567164179104,0,0.0167910447761194,0.00746268656716418,0.00746268656716418,0.0149253731343284,0.00932835820895522,0,0.0876865671641791,0,0.0279850746268657,0.0597014925373134,0.0914179104477612,0.00559701492537313,0.311567164179104,0,0.00559701492537313,0.0111940298507463,0,0.125,0,0.00932835820895522,0.0634328358208955,0.0167910447761194,0.0149253731343284,0.00373134328358209,0.0186567164179104,0,0,0,0,0,0,0,0,0.00373134328358209,0,0,0,0.00559701492537313,0.00186567164179104,0,0,0,0,0,0,0
439,NA,0.0361216730038023,0.00570342205323194,0.0133079847908745,0,0.0304182509505703,0,0.0133079847908745,0.00380228136882129,0.00190114068441065,0.0114068441064639,0.0133079847908745,0.00190114068441065,0.106463878326996,0,0.0437262357414449,0.0627376425855513,0.0988593155893536,0.00380228136882129,0.306083650190114,0,0.00380228136882129,0.00760456273764259,0,0.115969581749049,0,0.00760456273764259,0.0475285171102662,0.0133079847908745,0.00570342205323194,0.026615969581749,0.0152091254752852,0,0,0,0,0,0,0,0,0.00190114068441065,0,0,0.00190114068441065,0,0,0,0,0,0,0,0,0
444,NA,0.0167597765363128,0.0167597765363128,0.0130353817504655,0,0.0204841713221601,0,0.0204841713221601,0.0037243947858473,0,0.00558659217877095,0.0148975791433892,0.00186219739292365,0.11731843575419,0,0.0353817504655493,0.042830540037244,0.0837988826815642,0.00931098696461825,0.325884543761639,0,0.00931098696461825,0.0167597765363128,0,0.108007448789572,0,0.0037243947858473,0.0353817504655493,0.031657355679702,0.0111731843575419,0.0335195530726257,0.0111731843575419,0,0.00186219739292365,0,0.00186219739292365,0,0.0037243947858473,0,0,0,0.00186219739292365,0,0.00186219739292365,0,0,0,0,0,0,0,0,0
449,NA,0.023037542662116,0.0127986348122867,0.0145051194539249,0,0.023037542662116,0.000853242320819113,0.00767918088737201,0.00255972696245734,0.00767918088737201,0.00511945392491468,0.0162116040955631,0,0.0639931740614334,0.000853242320819113,0.0341296928327645,0.0708191126279863,0.0708191126279863,0.0110921501706485,0.386518771331058,0,0.00426621160409556,0.015358361774744,0,0.110068259385666,0,0.00597269624573379,0.0341296928327645,0.0273037542662116,0.00853242320819113,0.0162116040955631,0.0170648464163823,0.000853242320819113,0,0,0.00255972696245734,0,0,0.000853242320819113,0.000853242320819113,0.00170648464163823,0,0.000853242320819113,0.000853242320819113,0.000853242320819113,0,0,0,0,0,0,0,0
454,NA,0.0406360424028269,0.019434628975265,0.0229681978798587,0,0.0318021201413428,0.00176678445229682,0.019434628975265,0.00353356890459364,0.00176678445229682,0.00176678445229682,0.0123674911660777,0,0.0653710247349823,0.00353356890459364,0.0477031802120141,0.0371024734982332,0.0865724381625442,0.0106007067137809,0.335689045936396,0,0.00176678445229682,0.0123674911660777,0,0.0865724381625442,0,0.00176678445229682,0.0512367491166078,0.0247349823321555,0.0141342756183746,0.0441696113074205,0.0123674911660777,0,0,0,0,0,0,0,0,0,0,0,0,0.00176678445229682,0.00176678445229682,0,0,0,0,0.00530035335689046,0,0
459,NA,0.0345423143350604,0.0103626943005181,0.0103626943005181,0.00172711571675302,0.0172711571675302,0.00345423143350604,0.00518134715025907,0.0103626943005181,0.00345423143350604,0.00172711571675302,0.00172711571675302,0,0.075993091537133,0,0.0535405872193437,0.0587219343696028,0.112262521588946,0.00518134715025907,0.307426597582038,0,0.00863557858376511,0.0310880829015544,0,0.143350604490501,0,0.00863557858376511,0.0293609671848014,0.0189982728842832,0.00518134715025907,0.0120898100172712,0.0189982728842832,0.00172711571675302,0,0,0,0,0,0,0,0,0.00172711571675302,0,0,0.00518134715025907,0.00172711571675302,0,0,0,0,0,0,0
464,NA,0.017175572519084,0.017175572519084,0.0209923664122137,0,0.0267175572519084,0,0.00954198473282443,0.00763358778625954,0.00381679389312977,0.00381679389312977,0.00954198473282443,0.00190839694656489,0.0534351145038168,0,0.0381679389312977,0.0572519083969466,0.101145038167939,0.00381679389312977,0.351145038167939,0.00190839694656489,0.00190839694656489,0.00763358778625954,0,0.135496183206107,0,0.00190839694656489,0.0381679389312977,0.0190839694656489,0.00572519083969466,0.0267175572519084,0.0362595419847328,0,0,0,0,0,0,0,0,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0
