"sample.depths","sample.ages","Ambrosia.type","Artemisia","Betula","Cannabaceae","Carya","Celtis","Amaranthaceae.undiff.","Asteraceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Quercus","Rumex","Salix","Tilia","Tsuga","Ulmus","Apiaceae","Alnus","Acer","Fraxinus","Juglans","Populus","Poaceae","Urticaceae","Plantago","Rosaceae","Rhamnaceae.Vitaceae","Fabaceae.undiff.","Morus","Thalictrum","Caprifoliaceae","Iva","Herbs.undiff.","Rhus","Sarcobatus.vermiculatus","Larix","Abies","Castanea","Ilex","Liquidambar","Amorpha.type","Ephedra","Ericaceae","Cornus"
62,NA,0.0589080459770115,0.0129310344827586,0.0488505747126437,0,0.0272988505747126,0.0014367816091954,0.00862068965517241,0.00431034482758621,0.00574712643678161,0.014367816091954,0.0258620689655172,0.0014367816091954,0.0129310344827586,0.0028735632183908,0.0158045977011494,0.0474137931034483,0.0646551724137931,0.0114942528735632,0.5,0.0028735632183908,0.00718390804597701,0.00431034482758621,0.0028735632183908,0.0186781609195402,0,0.0100574712643678,0.00718390804597701,0.0172413793103448,0.00862068965517241,0.0028735632183908,0.0402298850574713,0.0014367816091954,0,0.0014367816091954,0.0014367816091954,0.0014367816091954,0,0.0014367816091954,0,0.0014367816091954,0.0028735632183908,0,0,0,0,0.0014367816091954,0,0,0,0,0,0
69,NA,0.0163636363636364,0.02,0.0381818181818182,0,0.0236363636363636,0.00181818181818182,0.0109090909090909,0.0127272727272727,0,0.0109090909090909,0.0181818181818182,0.00363636363636364,0.00545454545454545,0,0.0254545454545455,0.0654545454545455,0.1,0.0145454545454545,0.52,0,0.00909090909090909,0.00363636363636364,0.00545454545454545,0.0109090909090909,0,0.0163636363636364,0,0.00909090909090909,0.00545454545454545,0.0218181818181818,0.0254545454545455,0,0,0,0.00181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181818181818182,0.00181818181818182,0,0
76.5,NA,0.0157894736842105,0.012280701754386,0.0631578947368421,0,0.0245614035087719,0,0.00175438596491228,0.0140350877192982,0.00350877192982456,0.0105263157894737,0.0333333333333333,0.00350877192982456,0.0105263157894737,0,0.0228070175438597,0.056140350877193,0.0771929824561404,0.00350877192982456,0.557894736842105,0,0.00175438596491228,0.00175438596491228,0.00175438596491228,0.012280701754386,0.00175438596491228,0.00526315789473684,0.00175438596491228,0.0087719298245614,0.00526315789473684,0,0.0403508771929825,0.00175438596491228,0,0,0,0,0,0,0,0.00175438596491228,0,0,0.00175438596491228,0,0.00175438596491228,0,0.00175438596491228,0,0,0,0,0
83.5,NA,0.0211132437619962,0.0153550863723608,0.0614203454894434,0,0.0479846449136276,0,0.00191938579654511,0.00959692898272553,0.00191938579654511,0.017274472168906,0.0287907869481766,0.00383877159309021,0.0115163147792706,0.00191938579654511,0.0211132437619962,0.0595009596928983,0.0863723608445297,0.00959692898272553,0.502879078694818,0,0.00383877159309021,0,0.00767754318618042,0.00383877159309021,0,0.00767754318618042,0.00191938579654511,0.00767754318618042,0.00383877159309021,0.017274472168906,0.0383877159309021,0,0,0,0,0,0.00191938579654511,0,0,0,0,0,0,0.00191938579654511,0,0,0,0,0.00191938579654511,0,0,0
90.5,NA,0.0138339920948617,0.0217391304347826,0.0632411067193676,0,0.0276679841897233,0.00197628458498024,0.00592885375494071,0.0197628458498024,0,0.0177865612648221,0.0316205533596838,0.00988142292490119,0.00592885375494071,0,0.0217391304347826,0.0553359683794466,0.0790513833992095,0.00197628458498024,0.470355731225296,0,0.00395256916996047,0.00197628458498024,0.00592885375494071,0.0158102766798419,0.00197628458498024,0.0237154150197628,0.0158102766798419,0.0197628458498024,0,0.00592885375494071,0.041501976284585,0.00592885375494071,0,0,0.00197628458498024,0,0,0.00197628458498024,0,0,0,0,0,0.00197628458498024,0,0.00395256916996047,0,0,0,0,0,0
97.5,NA,0.0307971014492754,0.0144927536231884,0.0670289855072464,0.00181159420289855,0.0326086956521739,0,0.00543478260869565,0.0144927536231884,0.00181159420289855,0.0108695652173913,0.036231884057971,0,0.00905797101449275,0.00181159420289855,0.0144927536231884,0.0380434782608696,0.0996376811594203,0.00905797101449275,0.48731884057971,0,0.0036231884057971,0.00181159420289855,0.0072463768115942,0.0126811594202899,0,0.00905797101449275,0.0072463768115942,0.0072463768115942,0.0072463768115942,0.0072463768115942,0.0434782608695652,0,0,0,0.0036231884057971,0,0,0.00181159420289855,0,0,0,0.00181159420289855,0,0.0036231884057971,0.0036231884057971,0.00181159420289855,0,0,0.00181159420289855,0,0,0
104.5,NA,0.0269360269360269,0.0168350168350168,0.063973063973064,0,0.0303030303030303,0,0.00168350168350168,0.00673400673400673,0.00168350168350168,0.0218855218855219,0.0252525252525253,0.0101010101010101,0.0101010101010101,0.00168350168350168,0.0117845117845118,0.0723905723905724,0.0824915824915825,0.00841750841750842,0.46969696969697,0,0.00505050505050505,0,0.0101010101010101,0.00673400673400673,0,0.0134680134680135,0.00168350168350168,0.0218855218855219,0.00168350168350168,0.00673400673400673,0.0555555555555556,0,0,0.00168350168350168,0.00505050505050505,0,0,0.00168350168350168,0,0,0,0,0,0.00168350168350168,0.00168350168350168,0.00168350168350168,0,0,0,0.00168350168350168,0,0
111,NA,0.0176125244618395,0.0293542074363992,0.0626223091976517,0,0.0195694716242661,0,0.00195694716242661,0.0156555772994129,0.00195694716242661,0.00782778864970646,0.0215264187866928,0,0.00391389432485323,0.00195694716242661,0.0156555772994129,0.0547945205479452,0.0782778864970646,0.0215264187866928,0.504892367906067,0,0.00195694716242661,0.00195694716242661,0.00782778864970646,0.0195694716242661,0,0.0176125244618395,0.00978473581213307,0.00978473581213307,0.00391389432485323,0.00587084148727984,0.0547945205479452,0,0,0,0.00391389432485323,0,0,0,0,0,0.00391389432485323,0,0,0,0,0,0,0,0,0,0,0
117.5,NA,0.0168224299065421,0.0224299065420561,0.0654205607476635,0,0.0224299065420561,0,0.00373831775700935,0.00186915887850467,0.00186915887850467,0.00747663551401869,0.0336448598130841,0.00186915887850467,0.00373831775700935,0,0.0186915887850467,0.0411214953271028,0.0392523364485981,0.00934579439252336,0.57570093457944,0,0.00186915887850467,0,0.00747663551401869,0.0242990654205607,0,0.0149532710280374,0.00373831775700935,0.0149532710280374,0.00186915887850467,0.00747663551401869,0.0448598130841121,0,0,0,0.00186915887850467,0.00186915887850467,0,0,0,0.00186915887850467,0,0,0,0.00747663551401869,0,0,0,0,0,0,0,0
124,NA,0.019723865877712,0.029585798816568,0.0453648915187377,0,0.0177514792899408,0,0.00788954635108481,0.0177514792899408,0.0019723865877712,0.00591715976331361,0.029585798816568,0.0019723865877712,0.0157790927021696,0.0019723865877712,0.00788954635108481,0.0552268244575937,0.106508875739645,0.0118343195266272,0.489151873767258,0,0.0019723865877712,0,0.00591715976331361,0.019723865877712,0,0.00788954635108481,0.00394477317554241,0.0216962524654832,0.00788954635108481,0.00394477317554241,0.0552268244575937,0.0019723865877712,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0.0019723865877712,0,0,0
130.5,NA,0.0187265917602996,0.0112359550561798,0.0599250936329588,0,0.0430711610486891,0,0,0.00749063670411985,0,0.0187265917602996,0.0355805243445693,0.00561797752808989,0.00936329588014981,0.00187265917602996,0.0149812734082397,0.0561797752808989,0.0730337078651685,0.00561797752808989,0.50749063670412,0,0.00561797752808989,0.00187265917602996,0.00561797752808989,0.0299625468164794,0.00187265917602996,0.00936329588014981,0.0112359550561798,0.0168539325842697,0.00749063670411985,0.00187265917602996,0.0355805243445693,0.00187265917602996,0,0,0,0,0,0,0,0,0.00187265917602996,0,0,0,0,0,0,0,0,0,0,0
137,NA,0.0369649805447471,0.0272373540856031,0.0486381322957198,0,0.00972762645914397,0,0.0136186770428016,0.0116731517509728,0,0.00389105058365759,0.0486381322957198,0.00583657587548638,0.0155642023346304,0.00194552529182879,0.0175097276264591,0.0369649805447471,0.101167315175097,0.00972762645914397,0.472762645914397,0,0.0116731517509728,0.00194552529182879,0.00972762645914397,0.0214007782101167,0,0.0175097276264591,0.00583657587548638,0.00778210116731518,0.00583657587548638,0.00194552529182879,0.0466926070038911,0,0,0,0,0,0.00389105058365759,0,0,0,0,0,0,0,0,0.00194552529182879,0,0,0.00194552529182879,0,0,0
143,NA,0.0239149689991143,0.0106288751107174,0.0575730735163862,0.000885739592559787,0.0221434898139947,0,0.00974313551815766,0.0150575730735164,0.00442869796279894,0.012400354295837,0.0283436669619132,0.0070859167404783,0.0177147918511957,0,0.0115146147032772,0.0478299379982285,0.0850310008857396,0.016829052258636,0.475642161204606,0,0.00442869796279894,0.00531443755535872,0.00442869796279894,0.0327723649247121,0.000885739592559787,0.0106288751107174,0.0132860938883968,0.0141718334809566,0.00797165633303809,0.000885739592559787,0.0398582816651904,0,0,0,0.00620017714791851,0.000885739592559787,0.00177147918511957,0.00531443755535872,0,0.000885739592559787,0.000885739592559787,0,0.00177147918511957,0.000885739592559787,0,0,0,0,0,0,0,0
149,NA,0.0269749518304432,0.0173410404624277,0.0443159922928709,0,0.0211946050096339,0.00192678227360308,0.00385356454720617,0.00578034682080925,0,0.00770712909441233,0.0250481695568401,0.00385356454720617,0.0269749518304432,0,0.00963391136801541,0.0404624277456647,0.0963391136801541,0.0134874759152216,0.485549132947977,0,0.00192678227360308,0.00578034682080925,0.00385356454720617,0.0269749518304432,0.00192678227360308,0.0173410404624277,0.00385356454720617,0.023121387283237,0.00963391136801541,0.0115606936416185,0.0520231213872832,0,0,0,0.00385356454720617,0,0,0,0,0.00192678227360308,0.00385356454720617,0,0,0,0.00192678227360308,0,0,0,0,0,0,0
154,NA,0.0161579892280072,0.0215439856373429,0.0538599640933573,0,0.0125673249551167,0,0.00179533213644524,0.0107719928186715,0.00538599640933573,0.0107719928186715,0.0287253141831239,0.00538599640933573,0.0125673249551167,0.00179533213644524,0.00897666068222621,0.0359066427289048,0.073608617594255,0.0143626570915619,0.576301615798923,0,0.00359066427289048,0,0.00179533213644524,0.0269299820466786,0,0.0143626570915619,0.00359066427289048,0.0215439856373429,0.00359066427289048,0.00359066427289048,0.0233393177737881,0,0,0.00179533213644524,0,0,0,0.00359066427289048,0,0.00179533213644524,0,0,0,0,0,0,0,0,0,0,0,0
160,NA,0.018796992481203,0.0206766917293233,0.0451127819548872,0,0.018796992481203,0,0.0112781954887218,0.0150375939849624,0.0018796992481203,0.0150375939849624,0.0432330827067669,0,0.0056390977443609,0,0.0037593984962406,0.056390977443609,0.0789473684210526,0.0018796992481203,0.513157894736842,0,0.0037593984962406,0,0,0.0169172932330827,0,0.0244360902255639,0.0112781954887218,0.0225563909774436,0.0056390977443609,0,0.0582706766917293,0,0,0,0,0,0,0,0,0.0018796992481203,0.0037593984962406,0,0,0,0.0018796992481203,0,0,0,0,0,0,0
164,NA,0.0276134122287968,0.0256410256410256,0.0631163708086785,0,0.00986193293885602,0,0.0177514792899408,0.0118343195266272,0,0.00986193293885602,0.0315581854043393,0.0019723865877712,0.00591715976331361,0.00394477317554241,0.00591715976331361,0.0631163708086785,0.0848126232741617,0.00591715976331361,0.487179487179487,0,0.0138067061143984,0,0.00394477317554241,0.0157790927021696,0.0019723865877712,0.00788954635108481,0.00394477317554241,0.0157790927021696,0.00394477317554241,0.0019723865877712,0.0690335305719921,0,0,0.0019723865877712,0.0019723865877712,0,0,0,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0,0
169,NA,0.0376237623762376,0.0138613861386139,0.0514851485148515,0,0.00792079207920792,0,0.0099009900990099,0.0099009900990099,0.00198019801980198,0.00792079207920792,0.0455445544554455,0.00396039603960396,0.00396039603960396,0.00198019801980198,0.00594059405940594,0.0356435643564356,0.0752475247524752,0.00594059405940594,0.508910891089109,0,0.00792079207920792,0.00396039603960396,0.00396039603960396,0.0198019801980198,0,0.0099009900990099,0.00594059405940594,0.0316831683168317,0.00594059405940594,0,0.0712871287128713,0.00396039603960396,0,0,0.00198019801980198,0.00198019801980198,0,0.00198019801980198,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0,0,0
174,NA,0.0277227722772277,0.0138613861386139,0.0495049504950495,0.00198019801980198,0.0237623762376238,0,0.00594059405940594,0.00396039603960396,0.00198019801980198,0.0099009900990099,0.0297029702970297,0,0.00594059405940594,0,0.00792079207920792,0.0772277227722772,0.0732673267326733,0.00594059405940594,0.514851485148515,0,0.00792079207920792,0.00198019801980198,0.00396039603960396,0.0237623762376238,0,0.0158415841584158,0.00594059405940594,0.0099009900990099,0.00198019801980198,0.0118811881188119,0.0574257425742574,0,0,0.00198019801980198,0,0,0,0.00396039603960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,NA,0.0282651072124756,0.0194931773879142,0.0516569200779727,0,0.0175438596491228,0.00194931773879142,0.00487329434697856,0.01364522417154,0.000974658869395711,0.01364522417154,0.0409356725146199,0.000974658869395711,0.0233918128654971,0.00194931773879142,0.00584795321637427,0.064327485380117,0.080896686159844,0.0116959064327485,0.470760233918129,0,0.00292397660818713,0.000974658869395711,0.000974658869395711,0.0194931773879142,0.000974658869395711,0.0116959064327485,0.0107212475633528,0.0155945419103314,0.00584795321637427,0.00389863547758285,0.0604288499025341,0.00194931773879142,0,0,0.00682261208576998,0.000974658869395711,0,0.000974658869395711,0,0.000974658869395711,0,0,0,0,0,0,0,0,0,0.000974658869395711,0.000974658869395711,0
184,NA,0.0368932038834951,0.0213592233009709,0.0427184466019417,0,0.0155339805825243,0,0.0058252427184466,0.0135922330097087,0,0.0116504854368932,0.0330097087378641,0,0.0116504854368932,0.00388349514563107,0.0135922330097087,0.083495145631068,0.0563106796116505,0.00970873786407767,0.487378640776699,0,0.00776699029126214,0.00194174757281553,0,0.0194174757281553,0.00194174757281553,0.0213592233009709,0,0.0271844660194175,0,0,0.0640776699029126,0.00194174757281553,0,0.00194174757281553,0,0.00194174757281553,0,0.00194174757281553,0,0.00194174757281553,0,0,0,0,0,0,0,0,0,0,0,0
189,NA,0.0274509803921569,0.0137254901960784,0.0392156862745098,0.00196078431372549,0.0274509803921569,0.00196078431372549,0.00784313725490196,0.00980392156862745,0.00392156862745098,0.0117647058823529,0.0529411764705882,0,0.0196078431372549,0.00196078431372549,0.00784313725490196,0.0568627450980392,0.0764705882352941,0.00588235294117647,0.452941176470588,0,0.00588235294117647,0.00392156862745098,0.00196078431372549,0.0215686274509804,0,0.0117647058823529,0.00392156862745098,0.0313725490196078,0.00784313725490196,0.0137254901960784,0.0705882352941176,0,0,0,0.00196078431372549,0,0,0,0,0,0.00392156862745098,0,0,0.00196078431372549,0,0,0,0,0,0,0,0
194,NA,0.0210325047801147,0.0267686424474187,0.0267686424474187,0,0.017208413001912,0,0.011472275334608,0.0095602294455067,0.00191204588910134,0.011472275334608,0.0401529636711281,0,0.0248565965583174,0,0.0152963671128107,0.0630975143403442,0.0764818355640535,0.00382409177820268,0.506692160611855,0,0.00764818355640535,0,0,0.0325047801147228,0,0.0133843212237094,0.0152963671128107,0.0210325047801147,0.00573613766730402,0,0.0420650095602294,0,0,0,0,0,0.00191204588910134,0.00191204588910134,0,0.00191204588910134,0,0,0,0,0,0,0,0,0,0,0,0
199,NA,0.0296442687747036,0.0138339920948617,0.0494071146245059,0,0.0158102766798419,0,0.00395256916996047,0.0217391304347826,0.00197628458498024,0.0276679841897233,0.0632411067193676,0.00197628458498024,0.0158102766798419,0.00197628458498024,0.0177865612648221,0.0810276679841897,0.0573122529644269,0.00790513833992095,0.432806324110672,0,0.00395256916996047,0,0,0.0276679841897233,0,0.0177865612648221,0.00592885375494071,0.0217391304347826,0.00197628458498024,0.00395256916996047,0.0632411067193676,0,0,0,0,0,0,0,0,0.00197628458498024,0.00395256916996047,0,0.00197628458498024,0.00197628458498024,0,0,0,0,0,0,0,0
204,NA,0.0335305719921105,0.0216962524654832,0.0473372781065089,0,0.0157790927021696,0.0019723865877712,0.00788954635108481,0.00394477317554241,0.0019723865877712,0.00591715976331361,0.0394477317554241,0.00394477317554241,0.0177514792899408,0.0019723865877712,0.0138067061143984,0.0493096646942801,0.0828402366863905,0.0118343195266272,0.487179487179487,0,0.00986193293885602,0.00394477317554241,0,0.0216962524654832,0.0019723865877712,0.0138067061143984,0.00788954635108481,0.0157790927021696,0.0157790927021696,0.00394477317554241,0.0493096646942801,0.0019723865877712,0,0,0.0019723865877712,0,0,0,0.0019723865877712,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0
209,NA,0.024904214559387,0.0153256704980843,0.0344827586206897,0,0.0134099616858238,0,0.00766283524904215,0.0153256704980843,0.00383141762452107,0.0593869731800766,0.0229885057471264,0.00191570881226054,0.0172413793103448,0.00383141762452107,0.00766283524904215,0.0593869731800766,0.0555555555555556,0.0153256704980843,0.459770114942529,0,0.0114942528735632,0.00957854406130268,0,0.028735632183908,0,0.0172413793103448,0.0134099616858238,0.0306513409961686,0.0114942528735632,0.00191570881226054,0.0478927203065134,0.00574712643678161,0,0,0,0,0,0,0,0,0,0,0,0.00191570881226054,0,0,0,0.00191570881226054,0,0,0,0
214,NA,0.0234375,0.0234375,0.037109375,0.001953125,0.015625,0,0.0078125,0.013671875,0,0.015625,0.0390625,0,0.029296875,0.001953125,0.005859375,0.056640625,0.078125,0.017578125,0.46484375,0,0.0078125,0.0078125,0,0.029296875,0,0.013671875,0.009765625,0.0390625,0.009765625,0.01171875,0.03515625,0,0,0,0.001953125,0,0.001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,NA,0.0236794171220401,0.0109289617486339,0.0273224043715847,0,0.0364298724954463,0.00182149362477231,0.00728597449908925,0.00546448087431694,0,0.0127504553734062,0.0309653916211293,0.00182149362477231,0.00728597449908925,0.00182149362477231,0.00728597449908925,0.0309653916211293,0.0564663023679417,0.00728597449908925,0.59016393442623,0,0.00364298724954463,0.00182149362477231,0,0.0309653916211293,0,0.00910746812386157,0.00546448087431694,0.0382513661202186,0.00728597449908925,0,0.0382513661202186,0.00182149362477231,0,0,0,0,0,0,0,0.00182149362477231,0,0,0,0,0.00182149362477231,0,0,0,0,0,0,0
224,NA,0.0255009107468124,0.00728597449908925,0.0200364298724954,0,0.0218579234972678,0,0.00910746812386157,0.0109289617486339,0.00364298724954463,0.0145719489981785,0.0418943533697632,0.00182149362477231,0.00546448087431694,0.00182149362477231,0.0127504553734062,0.0601092896174863,0.034608378870674,0.0127504553734062,0.601092896174863,0,0.00546448087431694,0,0,0.0163934426229508,0.00182149362477231,0.00728597449908925,0.00364298724954463,0.0127504553734062,0.0163934426229508,0.00546448087431694,0.034608378870674,0,0,0.00364298724954463,0,0.00182149362477231,0.00182149362477231,0,0,0.00182149362477231,0.00182149362477231,0,0,0,0,0,0,0,0,0,0,0
229,NA,0.020979020979021,0.0104895104895105,0.0227272727272727,0,0.013986013986014,0,0.006993006993007,0.0122377622377622,0.00524475524475524,0.013986013986014,0.062937062937063,0,0.00874125874125874,0,0.006993006993007,0.0472027972027972,0.06993006993007,0.00874125874125874,0.534965034965035,0,0.0104895104895105,0.0034965034965035,0,0.0332167832167832,0,0.0157342657342657,0.00874125874125874,0.0122377622377622,0.00874125874125874,0.00524475524475524,0.0472027972027972,0.00524475524475524,0,0,0,0,0,0,0,0.00174825174825175,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0
234,NA,0.0274509803921569,0.0372549019607843,0.0235294117647059,0,0.0196078431372549,0,0.00784313725490196,0.00784313725490196,0.00588235294117647,0.00588235294117647,0.0392156862745098,0.00392156862745098,0.0352941176470588,0,0.0196078431372549,0.0372549019607843,0.0901960784313725,0.0117647058823529,0.441176470588235,0,0.0117647058823529,0,0,0.0333333333333333,0.00392156862745098,0.0117647058823529,0.00196078431372549,0.0274509803921569,0.00392156862745098,0,0.0764705882352941,0,0,0.00196078431372549,0,0,0,0,0,0.00196078431372549,0.00588235294117647,0,0.00392156862745098,0.00196078431372549,0,0,0,0,0,0,0,0
239,NA,0.0204081632653061,0.0223517978620019,0.0388726919339164,0,0.0136054421768707,0,0.00485908649173955,0.0165208940719145,0.00291545189504373,0.0301263362487852,0.0456754130223518,0.00097181729834791,0.0126336248785228,0.00194363459669582,0.0165208940719145,0.054421768707483,0.0719144800777454,0.0097181729834791,0.456754130223518,0,0.0087463556851312,0.00194363459669582,0.00097181729834791,0.0281827016520894,0,0.0097181729834791,0.010689990281827,0.0155490767735666,0.00583090379008746,0.00485908649173955,0.0796890184645287,0.00097181729834791,0,0,0.00291545189504373,0,0,0.00097181729834791,0.00388726919339164,0,0.00194363459669582,0,0,0.00097181729834791,0,0.00194363459669582,0,0,0,0,0,0
