"sample.depths","sample.ages","Betula","Carya","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Fagus","Poaceae.undiff.","Juglans.cinerea","Ostrya.Carpinus","Picea","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Rosaceae.undiff.","Pinus","Plantago","Acer.saccharum","Ilex.Nemopanthus","Fraxinus.nigra","Fraxinus.americana","Salix","Tilia","Populus","Brassicaceae","Abies","Artemisia","Larix","Rumex","Celtis","Zea.mays","Asteraceae.subf..Cichorioideae","Platanus","Thalictrum","Castanea","Juglans.nigra","Humulus","Ericaceae","Sarcobatus.vermiculatus","Corylus","Shepherdia.canadensis","Iva.annua","Caryophyllaceae","Sanguisorba"
835,13550,0.05,0,0,0.005,0.06,0,0.005,0,0.005,0.615,0.02,0,0,0,0,0.005,0,0.195,0,0,0,0,0,0.005,0,0.005,0,0.02,0,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0
840,NA,0.0252525252525253,0.00505050505050505,0.00505050505050505,0.00505050505050505,0.095959595959596,0,0.00505050505050505,0,0.0202020202020202,0.575757575757576,0.0252525252525253,0.0101010101010101,0,0.00505050505050505,0.0151515151515152,0.0151515151515152,0,0.126262626262626,0,0,0,0,0,0.00505050505050505,0,0.0151515151515152,0,0.0101010101010101,0.0252525252525253,0,0,0,0,0,0,0,0,0,0,0.0101010101010101,0,0,0,0,0,0
845,NA,0.065,0,0,0.01,0.245,0,0.005,0,0.055,0.24,0.06,0,0.025,0.015,0.005,0.005,0,0.165,0,0,0,0.02,0.005,0.03,0,0.02,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,NA,0,0.01,0,0.005,0.17,0,0,0,0.035,0.295,0.045,0,0.01,0.01,0.005,0.02,0,0.305,0,0,0,0.005,0,0.01,0,0.015,0,0.015,0.025,0,0,0,0,0.005,0,0,0,0,0,0.015,0,0,0,0,0,0
855,NA,0.01,0.01,0,0,0.11,0,0.005,0,0.085,0.265,0.105,0,0.01,0,0.005,0.005,0,0.29,0,0,0,0,0,0.005,0,0.005,0,0.01,0.055,0,0,0,0,0,0,0.01,0,0.005,0,0.01,0,0,0,0,0,0
860,NA,0.015,0,0.005,0,0.16,0,0.005,0,0.04,0.385,0.065,0,0.005,0.01,0,0.025,0,0.235,0,0,0,0,0,0.02,0,0,0,0.005,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
865,NA,0.0100502512562814,0,0,0,0.206030150753769,0,0.0251256281407035,0,0.0150753768844221,0.376884422110553,0.0251256281407035,0,0.0150753768844221,0.0100502512562814,0,0.0201005025125628,0,0.241206030150754,0,0,0,0,0,0.0050251256281407,0,0.0050251256281407,0,0.0100502512562814,0.0301507537688442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050251256281407,0
870,NA,0.015,0,0.01,0.01,0.14,0,0.02,0.005,0.07,0.295,0.03,0,0.005,0,0,0.015,0,0.355,0,0,0,0,0,0,0,0.005,0,0.01,0.01,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0
875,NA,0.02,0.01,0.005,0.025,0.07,0,0.03,0,0.005,0.39,0.015,0,0.035,0.04,0.01,0.01,0,0.275,0,0.005,0,0.01,0,0.01,0,0.015,0,0.005,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,NA,0.0181818181818182,0,0.00454545454545455,0.00454545454545455,0.0272727272727273,0,0.0227272727272727,0,0.00454545454545455,0.277272727272727,0.0454545454545455,0,0.0545454545454545,0.00454545454545455,0.00454545454545455,0,0,0.440909090909091,0,0,0,0,0,0.0181818181818182,0,0.0136363636363636,0,0.0318181818181818,0.0272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,NA,0.025,0.005,0,0,0.085,0,0.02,0.005,0.01,0.23,0.015,0,0.02,0.005,0.015,0.005,0,0.505,0,0,0,0.005,0,0.025,0,0,0,0,0.015,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.005,0
900,NA,0,0,0,0,0.15,0,0,0,0.005,0.155,0.045,0,0.01,0.005,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0
910,NA,0,0,0,0,0.0497512437810945,0,0.0149253731343284,0,0.0099502487562189,0.417910447761194,0,0,0.00497512437810945,0.00497512437810945,0,0,0,0.477611940298507,0,0,0,0,0,0.0099502487562189,0,0,0,0,0.0099502487562189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,NA,0,0,0,0.01,0.065,0,0.015,0,0.005,0.25,0.025,0,0.005,0.005,0,0,0,0.605,0,0,0,0,0,0,0,0,0,0.005,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,NA,0,0.02,0,0.005,0.09,0,0.045,0,0.01,0.295,0.035,0,0,0.005,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.005,0.035,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.005,0
940,NA,0.00497512437810945,0,0,0.00497512437810945,0.0845771144278607,0,0.0298507462686567,0,0.0348258706467662,0.407960199004975,0.0348258706467662,0,0.0199004975124378,0.0099502487562189,0,0.0099502487562189,0,0.318407960199005,0,0.0099502487562189,0,0,0,0,0,0.00497512437810945,0,0,0.0149253731343284,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497512437810945,0
950,NA,0.02,0.01,0,0.015,0.07,0,0.01,0.005,0.005,0.325,0.04,0.005,0.005,0.01,0,0.005,0,0.46,0,0,0,0,0.005,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005
960,NA,0.025,0,0,0.005,0.06,0,0.02,0,0.03,0.22,0.025,0,0,0.005,0,0,0,0.585,0,0,0,0.01,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.005,0,0,0,0.005,0,0,0,0,0,0
970,NA,0.005,0.01,0,0.005,0.035,0,0.03,0,0,0.215,0.035,0,0.005,0.005,0.015,0.005,0,0.605,0,0,0,0,0,0,0.005,0,0,0,0.015,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.005,0
980,NA,0.025,0.005,0,0,0.035,0,0.01,0,0.025,0.24,0.06,0,0.01,0.02,0,0,0,0.555,0,0,0,0,0,0.005,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
