"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Allium","Alnus.incana.type","Alnus.undiff.","Alnus.viridis.type","Amaranthaceae.undiff.","Ambrosia.type","Amelanchier.type","Amorpha.type","Apiaceae","Aquilapollenites","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.tribe.Cynareae","Athyrium","Avena.type","Avena.Triticum","Betula","Brassica","Brassicaceae.undiff.","Campanula.rotundifolia.type","Cannabaceae.undiff.","Carya","Caryophyllaceae","Celtis","Corylus","Cupressaceae","Cyperaceae","Dalea.candida","Dalea.purpurea.type","Dalea.undiff.","Dryopteris.type","Elaeagnus","Ephedra.trifurca.type","Ephedra.viridis.type","Epilobium","Equisetum","Euphorbia","Fabaceae.undiff.","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica","Fraxinus.undiff.","Galium","Gaura","Gentiana.andrewsii.type","Humulus","Indeterminable","Iva.annua.type","Iva.xanthifolia.type","Juglans.cinerea","Juglans.nigra","Lemna","Liliaceae","Lycopus.type","Melilotus.type","Morus","Myriophyllum","Nuphar","Nymphaea","Osmunda","Ostrya.Carpinus","Picea","Pinaceae..vesiculate..undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Plantago","Platanus","Poaceae.undiff.","Polygonum.amphibium","Polygonum.aviculare.type","Populus.balsamifera.type","Populus.tremuloides.type","Populus.undiff.","Potamogeton","Prunus.type","Pteridium.type","Quercus","Ranunculaceae.undiff.","Ranunculus.aquatilis.type","Ranunculus.pensylvanicus.type","Rhus","Rosaceae.undiff.","Rumex","Ruppia.maritima","Sagittaria","Salix","Salsola","Sarcobatus.vermiculatus","Secale.type","Selaginella.densa.type","Shepherdia.argentea","Shepherdia.canadensis","Sparganium.type","Sphaeralcea","Sphagnum","Stuckenia","Thalictrum","Trifolium.repens.type","Triticum.type","Typha.latifolia","Ulmus","Unknown","Unknown..monolete..undiff.","Unknown..trilete..undiff.","Unknown.undiff.","Utricularia","Vitis","Xanthium"
1168,NA,0,5,0,0,0,0,0,3,5,11,13,0,0,0,0,296,21,1,0,0,0,0,4,0,0,0,0,0,1,0,1,0,77,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.5,0,9.5,3,31.5,1,0,102,0,0,0,1,2,1,0,0,3,0,0,0,0,2,0,4,0,6,0,3,0,0,0,0,1,0,0,5,1,0,0,0,4,0,0,0,0,0,0,0
1184,NA,0,1,0,0,0,0,4,0,0,22,19,0,0,0,0,191.5,15,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,52,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0.5,0,0,0,47,0,1,113,0,0,0,1,0,0,0,0,10,0,0,0,0,2,0,0.5,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1203,NA,0,2,0,0,0,0,2,1,5,19,5,0,1,1,0,136,18,0,0,0,0,0,7,0,0,0,1,0,1,0,2,2,79,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,7,0,30,0,0,91,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,4,0,0,0,1,0,0,0,0
1216,NA,0,0,0,0,0,0,5,0,0,19,6,0,0,0,0,144,19,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,42.5,0,1,132,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,1,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1232,NA,0,1,0,0,0,0,5,0,2,24,16,0,0,0,0,215,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14.5,2,46.5,0,0,190,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,5,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,1,0,0
1248,NA,0,0,0,0,0,0,3,0,0,17,5,0,0,2,0,151.5,10,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,49.5,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,39.5,0,0,102,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1264,1295,0,3,0,0,0,0,6,1,3,25,15,0,1,0,0,188,19,0,0,0,0,0,7,0,2,0,0,0,1,0,1,0,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,1,35.5,0,0,107,0,0,0,0,1,2,0,0,0,0,1,1,0,2,0,32,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2
1280,1348,0,1,0,0,2,0,3,0,1,15,10,0,0,0,0,130,10,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,67,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,33,0,0,124.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,2,0,0,0,0,2,0,0,0,0,0,0,3,1,1,0,2,0,0,0,1
1296,1404,0,0,0,0,0,0,7,2,1,40,18,0,0,0,0,238,29,1,0,0,0,0,26,0,0,0,0,0,0,0,1,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,0,45.5,0,0,107,0,0,0,0,4,1,0,0,4,1,0,0,0,2,1,33,0,1,0,3,0,2,1,0,1,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0
1312,1462,0,1,0,0,0,0,9,1,0,26,12,0,0,0,0,139,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,44,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0.5,0.5,12,2,40,0,0,111,0,0,1,0,1,0,0,0,7,1,0,1,0,1,0,46,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,1,0
1328,1524,0,0,0,0,0,0,4,0,1,22,8,0,0,0,0,144.5,14,1,0,1,0,0,8,0,0,0,0,0,0,0,1,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.5,0,0,108,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0,5,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1
1344,1591,0,0,0,0,0,0,0,1,1,15,13,0,1,0,0,207,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,24,0,0,57,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,5,0,5,0,1,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0
1360,1665,1.5,1,0,0,0,0,3,0,3,20,12,0,0,0,0,150.5,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29.5,0,0,86,0,0,1,0,0,0,1.5,0,5,0,0,0,0,2,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,4
1376,1745,0.5,1,0,0,0,0,1,0,4,17,9,0,1,0,1,188,21,2,0,0,0,0,6,0,0,0,0,0,0,0,1,2,50,0,0,7,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,8,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1.5,0,7,0,23,0,1,85,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,8,0,2,0,0,0,1,0,0,1,0,0,3,1,1,0,2,1,0,0,0,0,0,0,1
1392,1833,1,3,0,0,0,0,2,0,1,13,15,0,0,0,0,101.5,6,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,35,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.5,0,4,1,46.5,0,0,151,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,8,3,0,0,1,1,0,0,3
1408,1931,0,0,0,0,0,0,6,2,4,32,20,0,1,0,0,254,20,0,0,0,0,0,6,0,0,0,0,0,0,0,1,5,86,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.5,3.5,66.5,0,1,200,0,0,0,0,1,2,0,0,3,0,0,1,0,0,1,36,0,7,0,2,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0
1424,2040,0,1,0,1,0,0,1,0,4,16,12,0,0,0,0,216.5,15,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.5,0,2,0,43,0,0,102,0,0,0,1,0,0,0,0,4,0,0,0,0,1,2,0.5,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,2
1440,2159,0,0,0,0,0,0,2,1,1,23,11,0,0,0,0,174,10,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,38.5,0,0,93,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,2,0,5,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
1456,2291,0,0,0,0,0,0,2,0,5,31,10,0,0,0,0,158.5,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,36,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,97,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1
1472,2433,0,0,0,0,0,0,5,0,5,19,15,0,2,0,0,252,21,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,70,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,54,0,0,112,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0
1488,2586,0,1,0,0,0,0,6,0,0,13,18,0,0,0,0,143.5,18,0,0,0,0,0,4,1,0,0,0,0,1,0,1,0,18,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37,0,0,119,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,4,0,0,2,0,1,0,0,0,0,0,0,1,3,0,0,3,0,0,0,2
1504,2750,0,1,0,0,0,0,4,3,7,25,15,0,0,1,0,146,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,35,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,3,43.5,0,0,75,0,0,0,0,1,0,0,0,3,1,0,0,0,1,1,10,1,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
