"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharinum","Acer.saccharum","Alnus","Ambrosia","Artemisia","Betula","Ostrya.Carpinus","Carya","Caryophyllaceae","Celtis","Cephalanthus","Chenopodiaceae.Amaranthaceae.undiff.","Asteraceae.subf..Cichorioideae","Asteraceae.subf..Asteroideae.undiff.","Cornus","Corylus","Cyperaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Galium","Poaceae","Ilex.Nemopanthus","Juglans.cinerea","Juglans.nigra","Larix","Liquidambar","Morus","Nyssa","Picea","Pinus.banksiana.P..resinosa","Pinus.strobus","Pinus.undiff.","Plantago","Platanus","Quercus","Ranunculaceae.undiff.","Rhus","Rosaceae","Rumex","Salix","Sarcobatus.vermiculatus","Thalictrum","Juniperus.Thuja","Tilia","Tsuga","Ulmus","Apiaceae","Urtica"
160,2380,0,0,0,0.020253164556962,0,0.020253164556962,0.00506329113924051,0.0177215189873418,0.0126582278481013,0.0531645569620253,0,0.00253164556962025,0,0.00253164556962025,0,0.0151898734177215,0,0,0.0379746835443038,0,0.030379746835443,0.0151898734177215,0.0151898734177215,0,0.134177215189873,0,0.00506329113924051,0.00759493670886076,0,0.00506329113924051,0,0,0,0.010126582278481,0.0177215189873418,0.0455696202531646,0,0.0177215189873418,0.473417721518987,0,0,0,0,0.00253164556962025,0,0.00759493670886076,0,0,0.00253164556962025,0.0227848101265823,0,0
190,2904,0,0,0,0.0117647058823529,0.00470588235294118,0.0235294117647059,0.00941176470588235,0.00705882352941176,0.0188235294117647,0.0305882352941176,0,0.00235294117647059,0,0.00941176470588235,0,0.00235294117647059,0,0.00235294117647059,0.0352941176470588,0,0.0352941176470588,0.0258823529411765,0.00470588235294118,0,0.214117647058824,0,0.00235294117647059,0,0,0,0,0,0,0.00235294117647059,0.0164705882352941,0.0352941176470588,0,0.0188235294117647,0.428235294117647,0,0,0,0,0.00470588235294118,0,0.00235294117647059,0,0.00235294117647059,0,0.0494117647058823,0,0
220,3428,0,0,0.00246913580246914,0.00493827160493827,0.00493827160493827,0.0469135802469136,0.00246913580246914,0.00987654320987654,0.00987654320987654,0.0320987654320988,0,0.00246913580246914,0,0.00740740740740741,0,0,0,0.00740740740740741,0.00987654320987654,0,0.0123456790123457,0.00987654320987654,0.00740740740740741,0,0.2,0,0.00246913580246914,0,0,0,0.00246913580246914,0,0,0.00740740740740741,0.0172839506172839,0.091358024691358,0,0.0197530864197531,0.439506172839506,0,0,0,0,0.00246913580246914,0,0.00493827160493827,0,0.00987654320987654,0,0.0320987654320988,0,0
240,3777,0,0,0,0.00516795865633075,0,0.0284237726098191,0.00258397932816537,0.0180878552971576,0.0103359173126615,0.0284237726098191,0,0,0,0.00258397932816537,0,0.0129198966408269,0,0.00258397932816537,0.0155038759689922,0,0.0155038759689922,0.0155038759689922,0.00258397932816537,0,0.180878552971576,0,0,0.0129198966408269,0,0,0,0.00258397932816537,0,0.00516795865633075,0.00775193798449612,0.124031007751938,0,0.00775193798449612,0.449612403100775,0,0,0,0,0,0,0,0,0.00258397932816537,0,0.0439276485788114,0.00258397932816537,0
250,3919,0,0,0,0.0119402985074627,0.00597014925373134,0.0477611940298507,0.0149253731343284,0.0119402985074627,0.017910447761194,0.017910447761194,0,0,0.00298507462686567,0.00895522388059702,0,0,0,0,0.026865671641791,0,0.0119402985074627,0.00895522388059702,0.00597014925373134,0,0.0507462686567164,0,0.00298507462686567,0.00597014925373134,0,0,0,0,0,0.0925373134328358,0.0626865671641791,0.22089552238806,0,0.0149253731343284,0.325373134328358,0,0,0,0,0.00597014925373134,0,0,0,0,0,0.0238805970149254,0,0
260,4061,0,0,0,0.0123762376237624,0.0099009900990099,0.0222772277227723,0.00495049504950495,0.00742574257425743,0.0123762376237624,0.0420792079207921,0,0.00247524752475248,0,0,0,0.00247524752475248,0,0.00495049504950495,0.0099009900990099,0,0.0198019801980198,0.0148514851485149,0.00247524752475248,0,0.101485148514851,0,0.00247524752475248,0.0173267326732673,0,0.00495049504950495,0,0.00247524752475248,0,0.00247524752475248,0.0173267326732673,0.128712871287129,0,0.0123762376237624,0.465346534653465,0,0,0,0,0.0173267326732673,0,0,0,0.00247524752475248,0.00247524752475248,0.0544554455445545,0,0
280,4344,0,0,0.005,0.015,0.01,0.025,0.01,0.0025,0.015,0.0375,0,0.0025,0.01,0.005,0,0.0025,0,0.005,0.02,0,0.0275,0.0075,0.01,0,0.1025,0,0.0025,0.0075,0,0.005,0.0025,0,0,0.0025,0.0225,0.105,0,0.015,0.4575,0,0,0,0,0.0025,0,0,0,0.005,0,0.06,0,0
310,4770,0,0,0,0.00495049504950495,0.00495049504950495,0.0396039603960396,0.0099009900990099,0.00495049504950495,0.00495049504950495,0.0321782178217822,0,0,0.00247524752475248,0.00495049504950495,0,0.00247524752475248,0,0.00247524752475248,0.0321782178217822,0,0.00247524752475248,0.0099009900990099,0.00495049504950495,0,0.0717821782178218,0,0.00247524752475248,0.00495049504950495,0,0,0,0,0,0.00247524752475248,0.0123762376237624,0.155940594059406,0,0.0272277227722772,0.50990099009901,0,0,0,0,0.00495049504950495,0,0.00247524752475248,0,0.00247524752475248,0,0.0396039603960396,0,0
340,5195,0,0,0,0.00872093023255814,0.00290697674418605,0.0523255813953488,0.0116279069767442,0.00872093023255814,0.0145348837209302,0.0261627906976744,0,0,0,0.00581395348837209,0,0,0,0,0.0232558139534884,0,0.00872093023255814,0.0174418604651163,0.00872093023255814,0,0.0348837209302326,0,0.00290697674418605,0.00290697674418605,0.00290697674418605,0,0,0,0,0.0174418604651163,0.0116279069767442,0.0726744186046512,0,0.0232558139534884,0.587209302325581,0,0,0,0,0.00581395348837209,0,0,0,0,0,0.0494186046511628,0,0
370,5621,0,0,0,0.00293255131964809,0.00293255131964809,0.134897360703812,0.0146627565982405,0.00293255131964809,0.00586510263929619,0.0410557184750733,0,0,0.00586510263929619,0.00293255131964809,0,0.00293255131964809,0,0,0.0293255131964809,0,0.0263929618768328,0.00879765395894428,0.00879765395894428,0,0.0175953079178886,0,0,0,0,0.00293255131964809,0,0.00293255131964809,0.00293255131964809,0.00586510263929619,0.0263929618768328,0.0381231671554252,0,0.06158357771261,0.524926686217009,0,0,0,0,0.00586510263929619,0,0,0,0,0,0.0205278592375367,0,0
405,6117,0,0,0,0.0117994100294985,0.00294985250737463,0.0324483775811209,0.00589970501474926,0.0088495575221239,0.0147492625368732,0.0294985250737463,0,0,0,0,0,0,0,0,0.0206489675516224,0,0.0176991150442478,0.0088495575221239,0.0088495575221239,0,0.0412979351032448,0,0,0.00589970501474926,0,0,0,0,0.00294985250737463,0.0117994100294985,0.0117994100294985,0.056047197640118,0,0.0589970501474926,0.595870206489675,0,0,0,0,0,0,0.00589970501474926,0,0.00294985250737463,0,0.0442477876106195,0,0
440,6614,0.00284900284900285,0.00284900284900285,0.0056980056980057,0.0256410256410256,0.0056980056980057,0.037037037037037,0.0341880341880342,0.00284900284900285,0.0142450142450142,0.0256410256410256,0.00284900284900285,0,0,0,0,0.00854700854700855,0,0,0.0170940170940171,0,0.0256410256410256,0.00854700854700855,0.0113960113960114,0,0.0398860398860399,0,0.0113960113960114,0.00854700854700855,0,0,0,0,0.00284900284900285,0.0142450142450142,0.0341880341880342,0.056980056980057,0,0.056980056980057,0.472934472934473,0,0,0,0,0.0142450142450142,0,0,0.00284900284900285,0,0.00284900284900285,0.0512820512820513,0,0
475,NA,0,0,0,0.0196078431372549,0.00392156862745098,0.0509803921568627,0.00784313725490196,0.00392156862745098,0.0156862745098039,0.0274509803921569,0,0,0,0.00784313725490196,0,0,0,0,0.0509803921568627,0,0.0156862745098039,0.00784313725490196,0.00784313725490196,0,0.0941176470588235,0,0.00392156862745098,0,0,0,0,0,0,0,0,0.0470588235294118,0,0.0431372549019608,0.529411764705882,0,0,0,0,0.00784313725490196,0,0,0.00392156862745098,0.00784313725490196,0.00392156862745098,0.0392156862745098,0,0
