"sample.depths","sample.ages","upland.sum","Acer.negundo","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Brassicaceae.undiff.","Cupressaceae","Cyperaceae","Fraxinus.nigra.type","Poaceae.undiff.","Iva.xanthifolia.type","Fabaceae.undiff.","Asteraceae.subf..Cichorioideae","Liliaceae.undiff.","Picea","Pinus.undiff.","Platanus","Populus.tremuloides.type","Quercus","Salix","Salsola","Sarcobatus.vermiculatus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Xanthium","Rosaceae.undiff.","Asteraceae.tribe.Cynareae","Humulus","Dalea.candida","Fraxinus.pennsylvanica","Ceanothus","Iva.annua.type","Ostrya.Carpinus","Rumex","Symphoricarpos.type","Pinus.subg..Strobus.undiff.","Juglans.cinerea","Dalea.purpurea.type","Pinus.subg..Pinus","Thalictrum","Urtica.type","Triticum.type","Plantago.major.type","Abies","Apiaceae","Zea.mays","Avena.type","Brassica","Acer.saccharum","Plantago.undiff.","Polygonum.aviculare.type","Avena.Triticum","Cerealia.undiff.","Secale.type","Ranunculaceae..tricolpate..undiff.","Amorpha.type","Fraxinus.undiff.","Larix","Acer.saccharinum","Allium","Lycopus.type","Euphorbia","Fagus","Juglans.nigra","Celtis","Tilia","Carya","Pinaceae..vesiculate..undiff.","Populus.balsamifera.type","Vitis","Ranunculaceae..pericolpate.","Zigadenus","Polygonum.bistortoides.type","Pediomelum.type","Cephalanthus","Ephedra.trifurca.type","Acer.rubrum","Juglans.undiff.","Ranunculaceae.undiff.","Sphaeralcea","Pinaceae.undiff.","Pinus.edulis.type","Anemone.canadensis.type","Parthenocissus","Caryophyllaceae.undiff.","Viburnum.lentago","Prunus.type","Phlox","Galium","Gaura","Stellaria","Tsuga","Morus","Polygonum.lapathifolium.type","Shepherdia.canadensis","Ephedra.viridis.type","Shepherdia.argentea","Tidestromia.type","Dalea.undiff.","Rhus","Polygonum.amphibium","cf..Parnassia","Campanula.rotundifolia.type","Amelanchier.type","Ericaceae","Sanguisorba"
1348,97,408,1,8,0,24,104,9,9,0,0,5,33,2,112,0,0,0,0,0,34,0,1,18,3,0,3,18,5,0,2,0,2,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,116,585.5,0,5,5,26,94,11,15,1,0,1,59,4,166,0,0,0,0,6.5,66,0,0,37,3,1,1,39,7,0,2,0,0,0,2,0,1,9,0,0,5,0,0,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,134,619.5,2,10,0,39,109.5,17.5,17,1,0.5,5,48.5,5,193,0,1,0,0,2.5,48,0,2,21,4,0,0.5,47.5,14,0,0,0,0,0,0,2,0,9,2,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,153,442.5,0,3,0,39,93.5,9,8,2,0,1,31,0,133,2,0,0,0,0.5,50,0,1,20,6,0,4,16,7,1,0,0,1,0,0,0,0,2,0,0,2,0,0,2,1,0,0,0,1.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,190,657.5,3,5,6,60,206,8,20,2,0,3,46,1,139,6,0,0,0,6,49.5,1,0,22,1,0,3,37,8,0,0,0,0,0,1,0,1,3,0,1,3,0,1,2,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,227,427.5,1,3,0,53,98,12,9,2,0,1,28,3,74,2,0,0,0,3,50,2,0,26,3,0,0,32,2,1,2,0,1,0,4,0,0,5,1,0,1,0,0,2,0,0,0,0,1.5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,265,594,0,4,7,42,106,5,26,2,0,2,74,1,131,7,0,0,0,4.5,73.5,0,0,25,5,0,1,45,8,0,1,0,0,0,2,0,0,7,2,0,3,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,302,465.5,0,14,0,33,121,8,10,0,0,0,37,2,106,0,0,0,0,0,49.5,1,0,17,6,0,4,29.5,0,2,4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1.5,0,0,0,0,0,1,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,339,399.5,1,3,4,18,96,3,8,1,0,4,43,0,115,1,0,0,0,6.5,30.5,0,0,18,3,0,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,376,414,2,3,1,52,113.5,13,9,0,0,0,44,1,82,0,0,0,0,0,40,0,0,20.5,2,0,0,16,3,1,2,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,413,410,0,10,1,37.5,71,22,18,1,0,1,33,2,102,0,0,0,0,0,48.5,1,1,13,3,0,0,15,4,2,1,0,0,0,0,0,0,8,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424.3,452,448.5,1,4,1,42,103,9,15,1,0,3,44,3,96,3,0,0,0,5,55.5,1,0,17,3,0,2,19,1,0,2,0,1,0,0,0,0,2,0,0,1,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432.8,491,468,4,9,1,40,79,10,9,3,2,1,63.5,1,111,2,1,0,0,6.5,42,0,5,15,1,0,4,23,4,0,1,0,0,0,2,0,2,4,3,0,1,0,1,2,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,2.5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441.3,519,439.5,1,3,3,48,87,16,12,3,0,0,43,2,110,3,0,0,0,6,36,0,0,15,4,0,0,16,4,3,0,0,0,0,0,0,3,5,0,0,4,0,1,3,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449.8,547,391.5,0,9,0,32,94.5,5,6,0,0,0,21,2,127,9,0,0,0,4,30,0,1,11,4,0,5,17,4,2,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458.3,575,581,2,12,1,80,110,10,12,2,0,0,47,0,150,8,0,1,0,3,45,0,1,14,1,0,5,44,6,1,0,0,0,0,0,0,0,6,0,0,2,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466.8,603,432,0,7,0,90,80,7.5,14,1,1,1,29,1,102.5,2,0,1,0,2.5,20.5,0,0,12,2,0,1,37,2,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475.3,631,602.5,0,10,2,68,150,11,19,0,2,2,49,2,123,7,0,0,0,11.5,41,1,0,12,4,0,0,53,4,6,0,0,0,1,4,0,0,2,0,0,1,0,1,5,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483.8,659,438,3,12,0,43,140,7,20,2,0,0,30,0,62,5,0,0,0,1,44.5,0,0,10,3,0,0,29.5,6,3,1,0,0,0,0,0,4,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492.3,687,471,1,11,5,14,118,8,11,1,2,0,52,4,126,1,0,0,0,15.5,25.5,2,2,15,6,0,1,22,6,1,1,0,1,0,0,0,0,6,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500.8,716,476.5,0,7,0,52,96,17,8,1,0,0,31,3,109,3,1,0,0,8,52.5,0,0,17,3,0,1,21,1,4,0,0,1,0,1,0,0,2,4,0,5,0,3,4,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509.4,744,484.5,0,11,1,18,92,6,25,1,0,0,43,0,189,5,0,0,0,14,16.5,0,0,10,7,0,4,14,0,0,3,0,1,3,0,0,1,9,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517.9,775,405,0,5,0,24,104,9,19,1,0,1,35,2,113,0,0,0,0,6.5,27.5,0,0,7,4,0,0,20,3,0,1,0,0,0,0,0,0,5,1,0,2,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,785,425.5,2,3,3,28,108,7,15,1,0,2,44,2,98,5,0,0,0,21,26.5,0,0,7,2,0,0,29,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,824,400.5,0,8,0,26,89,13,10,0,0,1,36,4,117,1,1,0,0,4,33,0,1,12,1,0,0,19,3,1,2,0,0,0,1,0,1,5,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,863,661.5,0,0,4,51,123,4,16,2,1,5,75,4,217,0,0,1,0,4,59.5,0,2,29,3,0,1,32,4,0,2,0,0,0,0,0,0,2,1,0,1,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,901,432,0,12,0,38,106.5,7,10,1,1,0,31.5,1,116,3,0,0,0,1.5,29.5,0,0,19,3,0,2,35,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,940,1034,0,10,0,75,288,9,26,2,0,2,114,3,244,6,0,2,0,30.5,66,0,2,50,5,0,1,38.5,6,3,1,0,0,0,1,0,2,4,4,0,4,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,979,468.5,1,15,0,32,103.5,4,11,1,0,0,38,0,181,1,0,0,0,3,31,0,0,10,1,0,3,19,4,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,1045,505,0,14,0,24,142,4,18,1,0,1,55,4,140,0,0,0,0,3.5,42.5,0,2,11,3,0,4,13,2,1,0,0,0,0,0,0,5,2,0,0,1,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,1147,487.5,1,12,1,26,112.5,12,17,0,0,0,45,0,85,1,0,0,0,3.5,63.5,0,1,19,6,0,0,37,4,1,0,0,0,2,0,0,0,1,1,0,18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,1249,544.5,1,5,7,25,78.5,9.5,14,1,0,1,45,2,221,2,1,1,0,7,37,0,0,17,2,0,0,24,3,1,1,0,1,3,0,0,1,1,2,0,0,0,5,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,1350,425,1,6,0,56,87.5,6,28,1,0,2,53,1,88,2,0,0,0,3,36.5,1,0,10,1,0,3,22,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,1452,441,0,8,3,57,109.5,6,11,0,0,1,48,0,93,1,1,0,0,6.5,22,1,2,12,4,0,0,22,7,2,0,0,0,0,1,0,1,1,0,0,5,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,1554,499.5,1,3,1,19,136,9,9,1,0,0,53,0,154,0,0,0,0,0,65.5,0,1,4,2,0,1,24,1,0,4,0,0,0,1,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,1656,516,0,11,6,21,131.5,8,16,3,0,0,56,2,171,4,1,0,0,0,17.5,0,0,13,3,0,5,22,2,0,6,0,2,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624.2,1760,412.5,1,10,1,31,113,7,14,2,1,0,26,1,125,1,0,0,0,2,27.5,0,1,14,0,0,1,16,4,0,2,0,0,0,0,0,1,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632.5,1866,465.5,1,15,0,14,89.5,12,7,0,0,1,60,3,189.5,2,5,0,0,1.5,21.5,0,4,9,1,0,1,18.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640.8,1971,445,1,4,0,65,103,5,21,2,0,0,8,0,138,6,0,0,0,1.5,30.5,0,0,14,3,0,1,23,3,1,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649.2,2078,490,1,12,2,25,161,10,29,1,0,0,47,3,103,5,2,0,0,3.5,23,0,1,15,3,0,4,22.5,1,3,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657.5,2184,493.5,0,6,1,38.5,107,7,7,1,0,1,45,3,155,1,0,0,0,3,45,0,0,23,2,0,0,34,4,1,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
