"sample.depths","sample.ages","Abies","Artemisia","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Ericaceae","Picea","Quercus","Ulmus","Alnus","Ambrosia","Iva.annua","Myrica","Populus","Poaceae","Pinus.strobus","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Larix","Ostrya.Carpinus","Salix","Asteraceae.subf..Asteroideae.undiff.","Humulus","Fraxinus.americana","Sarcobatus.vermiculatus","Corylus","Thalictrum","Onagraceae","Tsuga","Acer.rubrum","Castanea","Carya","Iva.xanthifolia","Rosaceae","Platanus","Acer.negundo","Juglans.cinerea","Shepherdia.argentea","Amorpha","Dalea.candida","Acer.saccharum","Celtis","Shepherdia.canadensis","Apiaceae","Caryophyllaceae"
160,2464,0.00269541778975741,0.0107816711590297,0.185983827493261,0.00539083557951483,0.0107816711590297,0.00808625336927224,0.00269541778975741,0.0889487870619946,0.0134770889487871,0,0.0727762803234501,0,0,0.00269541778975741,0.00539083557951483,0.0161725067385445,0.0835579514824798,0.433962264150943,0,0.0377358490566038,0.00539083557951483,0.00539083557951483,0.00808625336927224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2775,0.0113636363636364,0.00852272727272727,0.190340909090909,0,0.0142045454545455,0.00852272727272727,0,0.0653409090909091,0.0113636363636364,0,0.0994318181818182,0.00852272727272727,0,0.00284090909090909,0.00284090909090909,0.0170454545454545,0.0625,0.460227272727273,0.00568181818181818,0.00852272727272727,0.00852272727272727,0.00284090909090909,0.00284090909090909,0,0,0.00284090909090909,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3087,0.00615384615384615,0.0246153846153846,0.178461538461538,0.00615384615384615,0.00307692307692308,0.00615384615384615,0.00307692307692308,0.0830769230769231,0.00923076923076923,0,0.0861538461538462,0.00307692307692308,0,0.00307692307692308,0.00307692307692308,0.0123076923076923,0.0553846153846154,0.495384615384615,0.00307692307692308,0.00615384615384615,0,0,0,0,0,0.00307692307692308,0.00923076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,3399,0.00892857142857143,0.0238095238095238,0.172619047619048,0.00297619047619048,0.0119047619047619,0.00595238095238095,0,0.0863095238095238,0.0119047619047619,0,0.0952380952380952,0.00892857142857143,0,0.00297619047619048,0.00595238095238095,0.00595238095238095,0.0863095238095238,0.446428571428571,0.00297619047619048,0.0119047619047619,0.00297619047619048,0,0,0,0,0,0.00595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,3711,0.00826446280991736,0.0165289256198347,0.137741046831956,0.00550964187327824,0.0192837465564738,0.00550964187327824,0,0.068870523415978,0.00275482093663912,0.00550964187327824,0.118457300275482,0.0110192837465565,0,0.00550964187327824,0.0110192837465565,0.0220385674931129,0.0743801652892562,0.462809917355372,0,0.00826446280991736,0.00826446280991736,0,0.00550964187327824,0,0,0,0,0,0,0,0,0,0.00275482093663912,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4022,0.00539083557951483,0.0107816711590297,0.118598382749326,0.00269541778975741,0.0215633423180593,0.00539083557951483,0,0.0754716981132075,0.00539083557951483,0.00269541778975741,0.105121293800539,0.0107816711590297,0,0.00539083557951483,0.0107816711590297,0.00539083557951483,0.132075471698113,0.463611859838275,0.00808625336927224,0.00269541778975741,0,0.00269541778975741,0.00269541778975741,0,0,0,0.00269541778975741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,4334,0.00593471810089021,0.0178041543026706,0.148367952522255,0.00593471810089021,0.0029673590504451,0.0267062314540059,0,0.0623145400593472,0.00890207715133531,0.0029673590504451,0.100890207715134,0.0029673590504451,0,0.00593471810089021,0.00593471810089021,0.0029673590504451,0.0712166172106825,0.510385756676558,0,0.00593471810089021,0.0029673590504451,0.0029673590504451,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0
300,4646,0.00914634146341463,0.0121951219512195,0.152439024390244,0,0.0121951219512195,0.0121951219512195,0,0.048780487804878,0.00609756097560976,0.00304878048780488,0.097560975609756,0.0121951219512195,0,0.024390243902439,0.0121951219512195,0.00914634146341463,0.076219512195122,0.472560975609756,0.00914634146341463,0.0152439024390244,0.00304878048780488,0.00304878048780488,0.00304878048780488,0,0,0,0.00304878048780488,0,0,0,0,0,0,0.00304878048780488,0,0,0,0,0,0,0,0,0,0,0,0
320,4957,0.00847457627118644,0.00847457627118644,0.146892655367232,0.00282485875706215,0.00847457627118644,0.0112994350282486,0.00282485875706215,0.0649717514124294,0.00564971751412429,0,0.0734463276836158,0.0141242937853107,0.00282485875706215,0,0.0112994350282486,0.0141242937853107,0.141242937853107,0.449152542372881,0.00847457627118644,0.0112994350282486,0,0.00564971751412429,0.00282485875706215,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0.00282485875706215,0,0,0,0,0,0,0,0,0,0,0
340,5269,0.00613496932515337,0.00920245398773006,0.193251533742331,0,0.00613496932515337,0,0.00306748466257669,0.058282208588957,0.00306748466257669,0,0.147239263803681,0.00613496932515337,0,0.00306748466257669,0.00613496932515337,0.0184049079754601,0.0521472392638037,0.46319018404908,0.00920245398773006,0,0.00306748466257669,0.00920245398773006,0,0,0,0,0.00306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,5581,0.00272479564032698,0.0163487738419619,0.147138964577657,0.00272479564032698,0.0190735694822888,0.00544959128065395,0,0.0354223433242507,0.0136239782016349,0.00544959128065395,0.103542234332425,0.0108991825613079,0.00272479564032698,0.0136239782016349,0,0.00544959128065395,0.106267029972752,0.485013623978202,0,0.0108991825613079,0,0,0.00544959128065395,0,0,0,0.00272479564032698,0.00272479564032698,0,0,0,0,0,0,0.00272479564032698,0,0,0,0,0,0,0,0,0,0,0
370,5737,0.0029585798816568,0.00887573964497041,0.127218934911243,0,0.0118343195266272,0.0118343195266272,0,0.0325443786982249,0.014792899408284,0.00591715976331361,0.091715976331361,0.0029585798816568,0,0.00887573964497041,0.0029585798816568,0.00887573964497041,0.183431952662722,0.42603550295858,0.0029585798816568,0.014792899408284,0.0207100591715976,0.00591715976331361,0.00591715976331361,0,0,0,0.0029585798816568,0.0029585798816568,0,0,0,0,0,0,0.0029585798816568,0,0,0,0,0,0,0,0,0,0,0
380,5893,0.0078740157480315,0.015748031496063,0.0918635170603675,0.0026246719160105,0.010498687664042,0.005249343832021,0,0.0236220472440945,0.0026246719160105,0.0026246719160105,0.057742782152231,0.005249343832021,0,0.005249343832021,0,0.0078740157480315,0.301837270341207,0.41994750656168,0.005249343832021,0.0078740157480315,0.0078740157480315,0.0026246719160105,0.005249343832021,0,0,0.0026246719160105,0.005249343832021,0,0,0,0,0,0,0,0,0.0026246719160105,0,0,0,0,0,0,0,0,0,0
390,6048,0.0137362637362637,0.021978021978022,0.120879120879121,0.00549450549450549,0.021978021978022,0.021978021978022,0.00274725274725275,0.0274725274725275,0.021978021978022,0.00274725274725275,0.0521978021978022,0.00824175824175824,0.00274725274725275,0.00824175824175824,0.010989010989011,0.0164835164835165,0.175824175824176,0.453296703296703,0,0,0.00549450549450549,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00274725274725275,0,0,0,0,0,0,0,0,0,0
400,6204,0.00284090909090909,0.00852272727272727,0.1875,0.0113636363636364,0.0426136363636364,0.00284090909090909,0,0.0482954545454545,0.0142045454545455,0.00568181818181818,0.102272727272727,0.0113636363636364,0,0.00284090909090909,0.00852272727272727,0.0170454545454545,0.150568181818182,0.349431818181818,0.00568181818181818,0.00568181818181818,0.00568181818181818,0.00568181818181818,0.00284090909090909,0,0,0,0.00568181818181818,0,0,0,0,0,0,0,0,0,0.00284090909090909,0,0,0,0,0,0,0,0,0
410,6360,0.009009009009009,0.009009009009009,0.153153153153153,0.009009009009009,0.024024024024024,0.006006006006006,0,0.039039039039039,0.015015015015015,0.006006006006006,0.129129129129129,0.012012012012012,0,0.009009009009009,0.018018018018018,0,0.063063063063063,0.474474474474474,0.006006006006006,0,0.009009009009009,0.003003003003003,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0,0,0,0.003003003003003,0,0,0,0,0,0,0,0
420,6494,0,0.0289017341040462,0.135838150289017,0.00578034682080925,0.023121387283237,0.0115606936416185,0.00289017341040462,0.0404624277456647,0.0202312138728324,0,0.104046242774566,0.00867052023121387,0,0.00867052023121387,0.0578034682080925,0.0173410404624277,0.00867052023121387,0.485549132947977,0.00289017341040462,0,0.00578034682080925,0.00867052023121387,0.00289017341040462,0,0.00289017341040462,0.00289017341040462,0.00867052023121387,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0.00289017341040462,0,0,0,0,0,0,0
440,6762,0.0119331742243437,0.0167064439140811,0.15035799522673,0.0071599045346062,0.0501193317422434,0.0214797136038186,0,0.035799522673031,0.0190930787589499,0.0071599045346062,0.071599045346062,0.0119331742243437,0.00238663484486874,0.0119331742243437,0.0286396181384248,0.0190930787589499,0,0.467780429594272,0.0143198090692124,0.0071599045346062,0.00954653937947494,0.00477326968973747,0,0,0.0071599045346062,0,0.0143198090692124,0,0,0,0,0,0.00238663484486874,0.00238663484486874,0,0,0,0,0,0.00238663484486874,0.00238663484486874,0,0,0,0,0
460,7030,0.00289017341040462,0.023121387283237,0.222543352601156,0.0144508670520231,0.0635838150289017,0.0173410404624277,0,0.0173410404624277,0.0202312138728324,0.00578034682080925,0.106936416184971,0.0115606936416185,0,0,0.0173410404624277,0.0346820809248555,0.00867052023121387,0.393063583815029,0.00578034682080925,0,0.00289017341040462,0.00578034682080925,0.00867052023121387,0,0.00578034682080925,0.00289017341040462,0.00578034682080925,0,0,0,0,0,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0
480,7298,0.00890207715133531,0.0267062314540059,0.192878338278932,0.0148367952522255,0.0237388724035608,0.0178041543026706,0,0.0415430267062315,0.0029673590504451,0,0.124629080118694,0.0207715133531157,0,0.0029673590504451,0.0118694362017804,0.0148367952522255,0.00890207715133531,0.459940652818991,0,0.00593471810089021,0,0.00890207715133531,0.0029673590504451,0,0,0.0029673590504451,0.0029673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0,0,0
500,7566,0,0.0088495575221239,0.176991150442478,0.0117994100294985,0.0117994100294985,0.00589970501474926,0,0.0619469026548673,0.0088495575221239,0.00294985250737463,0.123893805309735,0.0206489675516224,0.00294985250737463,0.00294985250737463,0.0265486725663717,0.0176991150442478,0,0.501474926253687,0.00294985250737463,0,0,0.00589970501474926,0.00294985250737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294985250737463,0,0,0
510,7700,0,0.0212765957446809,0.159574468085106,0.0319148936170213,0.0265957446808511,0.0212765957446809,0,0.0531914893617021,0.00531914893617021,0.00797872340425532,0.151595744680851,0.0159574468085106,0.00265957446808511,0.00797872340425532,0.0425531914893617,0.00531914893617021,0.00797872340425532,0.398936170212766,0.00797872340425532,0.00797872340425532,0.00797872340425532,0.00531914893617021,0.00265957446808511,0,0.00265957446808511,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,7833,0,0.00821917808219178,0.10958904109589,0.00821917808219178,0.0219178082191781,0.0246575342465753,0,0.063013698630137,0.00821917808219178,0.00821917808219178,0.191780821917808,0,0,0.00547945205479452,0.0219178082191781,0.0136986301369863,0,0.493150684931507,0.00547945205479452,0.00273972602739726,0,0.00273972602739726,0.00547945205479452,0,0,0,0,0,0,0,0,0,0,0.00273972602739726,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0
530,7967,0,0.023121387283237,0.046242774566474,0.00289017341040462,0.0346820809248555,0.023121387283237,0,0.0751445086705202,0.00578034682080925,0.00578034682080925,0.115606936416185,0.00867052023121387,0,0.0317919075144509,0.0173410404624277,0.0115606936416185,0,0.569364161849711,0,0.00867052023121387,0.00578034682080925,0.0115606936416185,0,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,NA,0,0.0331632653061225,0.0663265306122449,0.0127551020408163,0.0127551020408163,0.0076530612244898,0,0.114795918367347,0.0076530612244898,0.00510204081632653,0.00255102040816327,0.0229591836734694,0.00255102040816327,0.0306122448979592,0.0408163265306122,0.00255102040816327,0,0.614795918367347,0,0.0076530612244898,0.00510204081632653,0,0.00510204081632653,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0,0,0,0,0,0,0,0,0,0.00255102040816327,0,0
550,NA,0,0.0386740331491713,0.0414364640883978,0.00828729281767956,0.0165745856353591,0.0165745856353591,0,0.129834254143646,0.00276243093922652,0.0110497237569061,0.00552486187845304,0.0303867403314917,0,0.0220994475138122,0.0524861878453039,0.00828729281767956,0,0.580110497237569,0,0.0248618784530387,0,0.00552486187845304,0.00276243093922652,0,0,0.00276243093922652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,NA,0.0029673590504451,0.0118694362017804,0.100890207715134,0.0029673590504451,0,0.0118694362017804,0,0.103857566765579,0.0207715133531157,0.00890207715133531,0,0.0029673590504451,0,0.0356083086053412,0.0237388724035608,0.00593471810089021,0,0.623145400593472,0,0.0178041543026706,0.00890207715133531,0.00593471810089021,0.00890207715133531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029673590504451,0,0
570,NA,0,0.0227272727272727,0.131313131313131,0.00505050505050505,0.0126262626262626,0.0252525252525253,0,0.156565656565657,0.0151515151515152,0.0202020202020202,0,0.0101010101010101,0,0.0580808080808081,0.0505050505050505,0.0252525252525253,0,0.414141414141414,0.00252525252525253,0.0252525252525253,0.00505050505050505,0.0126262626262626,0.00252525252525253,0,0,0,0.00252525252525253,0.00252525252525253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,NA,0,0.0267062314540059,0.118694362017804,0.00593471810089021,0.0207715133531157,0.0415430267062315,0,0.323442136498516,0.0712166172106825,0.0385756676557863,0.0029673590504451,0.00890207715133531,0.0029673590504451,0,0.0326409495548961,0.0118694362017804,0.0029673590504451,0.189910979228487,0.00890207715133531,0.0652818991097923,0.00890207715133531,0.00593471810089021,0.00593471810089021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593471810089021,0,0,0,0
590,NA,0.0031055900621118,0.077639751552795,0.062111801242236,0.0124223602484472,0.031055900621118,0.0496894409937888,0,0.381987577639752,0.0590062111801242,0.0217391304347826,0.0093167701863354,0.0124223602484472,0.0031055900621118,0,0.0248447204968944,0.0186335403726708,0.0062111801242236,0.149068322981366,0.0093167701863354,0.046583850931677,0,0.0093167701863354,0.0093167701863354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0
600,NA,0,0.0496894409937888,0.0496894409937888,0.0062111801242236,0.0434782608695652,0.031055900621118,0,0.440993788819876,0.0372670807453416,0.0124223602484472,0.0093167701863354,0.0341614906832298,0,0,0.031055900621118,0.0093167701863354,0.0062111801242236,0.180124223602484,0.0031055900621118,0.0279503105590062,0.0031055900621118,0.0093167701863354,0.0031055900621118,0,0,0,0,0,0,0,0,0,0,0,0,0.0031055900621118,0,0,0,0,0,0,0.0031055900621118,0.0062111801242236,0,0
610,NA,0,0.0688524590163934,0.118032786885246,0.0163934426229508,0.0852459016393443,0.0852459016393443,0,0.19672131147541,0.0459016393442623,0.0491803278688525,0.00655737704918033,0.0131147540983607,0,0,0.039344262295082,0.0295081967213115,0,0.19672131147541,0.0131147540983607,0.00655737704918033,0,0.0098360655737705,0.00327868852459016,0,0.00327868852459016,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0.0098360655737705,0,0
620,NA,0.00561797752808989,0.109550561797753,0.0814606741573034,0.0112359550561798,0.0561797752808989,0.137640449438202,0.00561797752808989,0.101123595505618,0.050561797752809,0.0674157303370786,0,0.0140449438202247,0,0,0.0196629213483146,0.0280898876404494,0,0.216292134831461,0.0224719101123595,0.00280898876404494,0,0.0365168539325843,0.0112359550561798,0,0.00280898876404494,0,0,0,0,0,0,0,0.00842696629213483,0,0,0,0.00561797752808989,0,0,0,0,0,0.00280898876404494,0,0.00280898876404494,0
630,NA,0.00327868852459016,0.0754098360655738,0.121311475409836,0.0229508196721311,0.0426229508196721,0.101639344262295,0,0.144262295081967,0.039344262295082,0.059016393442623,0.0131147540983607,0.0131147540983607,0,0,0.0229508196721311,0.0163934426229508,0,0.255737704918033,0.0163934426229508,0.00655737704918033,0.00327868852459016,0.0295081967213115,0.00327868852459016,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0,0,0,0,0,0,0,0,0,0.00327868852459016,0,0.00327868852459016
640,NA,0,0.128048780487805,0.0457317073170732,0.0182926829268293,0.0121951219512195,0.161585365853659,0,0.164634146341463,0.0213414634146341,0.0365853658536585,0.00609756097560976,0.0182926829268293,0,0,0.0365853658536585,0.0304878048780488,0,0.246951219512195,0.0152439024390244,0,0,0.0335365853658537,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0.00914634146341463,0,0,0,0,0,0,0,0,0.00304878048780488,0,0
650,NA,0,0.0612244897959184,0.113702623906706,0.00291545189504373,0,0.0612244897959184,0,0.102040816326531,0.0349854227405248,0.0583090379008746,0.00583090379008746,0.0087463556851312,0,0,0.0408163265306122,0.0116618075801749,0.00583090379008746,0.32069970845481,0.075801749271137,0.00291545189504373,0.0087463556851312,0.0204081632653061,0.0262390670553936,0,0.00291545189504373,0.00291545189504373,0.00291545189504373,0.00291545189504373,0,0,0,0,0,0,0.0087463556851312,0,0,0,0,0,0,0.00291545189504373,0,0.00583090379008746,0,0.0087463556851312
660,NA,0,0.0808383233532934,0.101796407185629,0.0119760479041916,0.0209580838323353,0.0359281437125748,0,0.12874251497006,0.0389221556886228,0.0538922155688623,0.0029940119760479,0,0,0,0.0508982035928144,0.029940119760479,0,0.389221556886228,0.0119760479041916,0,0.0029940119760479,0.0119760479041916,0.00898203592814371,0,0,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0,0.00598802395209581,0,0,0,0,0,0,0,0.00598802395209581
