"sample.depths","sample.ages","Abies","Acer.saccharum","Alnus","Betula","Carya","Cephalanthus","Corylus","Eucalyptus","Fraxinus","Juglans","Juniperus","Larix","Ostrya.Carpinus","Other.shrubs","Other.trees","Picea","Pinus","Platanus","Populus","Quercus","Salix","Tilia","Ulmus","Ambrosia.Iva","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiineae","Cyperaceae","Other.herbs","Poaceae","Lycopodium","Polypodiaceae","Pteridium","Nuphar","Other.aquatics","Typha.angustifolia","Typha.latifolia","Indeterminable"
2274.5,2142,0,0,3,13,13,0,1,87,2,2,0,0,11,0,0,1,38,0,0,92,0,10,22,27,6,12,0,4,2,45,0,2,0,2,0,0,3,4
2284.5,2161,0,1,5,7,5,0,2,701,8,0,1,0,15,2,1,1,8,0,0,150,2,4,9,11,12,13,3,20,1,31,0,0,0,0,1,0,0,0
2324.5,2239,0,0,1,21,2,0,3,317,1,4,0,0,34,2,0,4,42,1,0,135,0,16,19,26,17,22,5,11,2,43,0,2,0,5,0,0,2,2
2334.5,2260,0,14,4,9,8,0,4,452,13,2,1,0,22,0,0,2,10,3,0,103,0,14,14,26,21,7,7,26,3,45,0,0,0,3,0,3,2,8
2344.5,2337,0,1,2,8,12,0,3,248,2,2,0,0,62,2,0,0,27,0,0,186,1,24,34,24,14,10,4,7,0,23,0,4,0,4,0,0,1,4
2354.5,2414,0,0,8,27,19,0,1,133,3,7,0,0,69,3,0,0,16,0,0,259,1,57,44,79,39,5,17,4,1,50,1,10,0,10,1,1,5,1
2364.5,2492,0,0,5,18,29,0,4,274,4,2,1,0,37,1,0,0,22,2,1,150,0,55,53,76,34,14,18,8,1,61,1,82,0,23,0,0,3,2
2374.5,2569,0,0,3,12,17,0,1,73,2,3,0,0,38,5,0,1,16,0,0,105,0,50,42,63,16,22,10,3,1,54,0,43,0,26,1,0,0,1
2384.5,2646,0,1,0,5,3,0,1,205,3,1,2,0,8,2,0,0,20,0,1,79,5,9,19,18,28,2,6,25,0,40,0,28,0,2,1,3,1,4
2394.5,2724,0,0,7,10,15,1,0,100,1,1,0,0,17,1,0,2,18,1,0,36,1,40,24,29,8,8,10,6,0,31,0,49,0,20,0,0,2,4
2404.5,2801,0,0,2,8,14,0,1,66,0,2,1,0,16,1,0,0,8,0,1,74,0,45,23,48,8,7,4,6,1,29,0,15,0,10,0,0,2,1
2410.5,2847,0,0,1,13,17,0,1,218,8,0,2,0,52,4,0,2,14,1,0,176,1,8,32,42,27,9,8,18,1,70,0,7,0,10,0,1,1,1
2412.5,2863,0,0,2,19,11,1,3,264,10,3,0,0,43,1,1,0,18,0,0,167,2,31,48,56,25,14,10,19,2,67,0,11,0,11,1,0,2,1
2414.5,2878,0,0,0,11,13,3,4,96,3,1,0,0,35,0,1,0,10,0,0,88,0,63,27,148,19,9,11,1,0,48,1,25,0,22,0,0,8,3
2416.5,2894,0,1,3,7,3,0,4,377,0,1,1,0,34,4,3,1,4,0,0,206,2,13,20,42,23,9,19,13,0,69,0,7,0,6,0,1,3,0
2424.5,2956,0,1,5,4,4,0,0,69,6,1,2,0,33,1,0,2,19,2,0,196,1,13,35,43,23,9,17,35,1,69,0,9,0,8,0,3,6,2
2426.5,2971,0,2,1,14,3,0,2,241,5,2,0,0,42,0,3,2,32,0,0,179,1,20,28,45,18,19,13,17,1,57,0,21,0,9,1,1,2,3
2428.5,2987,0,2,12,14,15,0,1,344,7,1,1,0,40,2,0,1,23,0,0,218,2,40,26,45,26,21,24,14,1,59,0,17,0,18,0,1,0,0
2432.5,3018,0,0,5,8,14,0,1,189,2,4,1,0,27,0,0,0,13,0,2,163,2,80,23,56,24,8,8,16,4,41,0,5,0,5,0,0,1,4
2434.5,3033,0,1,7,7,15,0,5,299,10,1,1,0,13,1,0,0,20,2,0,191,7,16,18,35,29,11,12,6,0,40,0,4,0,6,0,0,2,1
2439.5,3072,0,1,3,7,20,0,2,250,2,3,3,0,43,2,1,0,17,1,0,0,2,23,22,64,19,9,12,21,2,47,0,15,0,10,0,2,2,1
2442.5,3095,0,0,1,8,15,1,0,325,9,2,1,0,54,1,0,0,24,1,0,182,0,37,22,54,23,3,13,10,0,74,0,9,0,15,0,0,1,0
2444.5,3110,0,3,3,9,11,2,0,364,2,2,0,0,37,1,0,0,35,2,0,174,2,22,15,66,26,18,9,11,0,70,1,9,1,9,0,0,0,1
2448.5,3141,0,0,4,8,35,0,3,148,2,0,0,0,41,2,2,0,9,0,0,133,2,53,23,82,25,17,15,7,2,53,0,16,0,16,2,0,2,4
2452.5,3172,0,0,3,2,20,0,1,116,4,1,2,0,20,2,0,0,7,0,1,88,1,25,13,28,15,8,4,12,0,39,0,7,0,10,0,1,0,0
2454.5,3188,0,2,4,4,12,0,1,270,6,2,0,0,39,1,2,0,12,0,1,139,0,52,15,73,16,15,12,5,2,55,0,19,0,19,0,1,2,0
2458.5,3219,0,2,0,11,14,0,0,281,13,1,2,0,23,2,0,2,12,1,0,205,2,18,22,43,20,6,8,13,1,66,0,7,0,10,1,1,0,1
2463.5,3257,0,0,4,6,24,0,0,256,5,1,0,0,41,0,0,0,26,0,0,194,1,16,13,69,23,8,11,11,2,66,0,13,0,9,0,0,4,4
2464.5,3265,0,3,6,8,14,0,3,208,7,1,1,0,42,1,1,2,17,1,0,140,0,22,25,75,15,8,14,23,1,57,0,16,0,16,0,2,1,2
2468.5,3296,0,0,4,9,11,0,2,327,10,2,2,0,46,5,0,1,20,1,1,179,2,24,20,45,29,6,10,19,1,62,0,13,0,12,1,0,1,1
2472.5,3327,0,0,1,8,23,1,4,407,6,0,0,0,54,2,1,0,18,2,0,228,1,19,19,91,38,3,10,15,1,68,0,23,0,15,0,2,0,0
2474.5,3343,0,2,4,9,17,0,1,234,3,2,1,0,39,3,0,0,17,0,1,163,3,53,21,94,17,25,10,13,1,40,0,13,0,8,0,1,1,0
2478.5,3373,0,1,2,8,18,0,5,244,4,2,0,0,37,0,0,0,24,1,0,167,0,20,43,58,17,3,5,14,0,80,0,16,0,12,3,1,1,1
2482.5,3404,0,0,2,3,24,0,5,384,8,3,2,0,53,1,0,0,24,0,1,202,0,23,24,81,22,12,6,10,2,68,0,11,0,10,0,1,1,2
2484.5,3420,0,2,0,9,7,0,0,238,2,1,1,0,21,1,1,0,16,0,1,111,1,10,18,30,22,1,4,19,0,40,0,5,0,3,1,1,2,4
2488.5,3451,0,1,3,7,28,0,6,199,3,1,0,0,40,2,1,4,18,0,0,118,1,34,23,83,22,9,16,19,3,60,1,11,0,20,3,0,3,2
2492.5,3482,0,2,4,6,35,0,1,232,3,3,0,0,30,0,1,2,24,1,1,158,0,44,40,70,14,27,11,17,2,61,0,21,0,20,1,1,2,1
2494.5,3497,0,0,5,10,18,1,2,146,5,2,0,0,37,2,0,0,12,1,0,105,0,50,26,125,19,19,8,7,0,56,0,14,0,17,1,2,2,0
2498.5,3528,0,1,4,3,25,2,1,306,4,0,0,0,42,0,0,4,19,1,1,138,1,21,28,59,41,17,10,27,1,51,0,21,0,12,1,0,2,1
2502.5,3559,0,0,2,7,20,0,4,255,12,1,0,0,32,1,1,0,23,1,0,159,1,27,27,56,25,5,14,11,1,66,0,27,0,13,0,2,2,0
2504.5,3575,1,2,1,9,26,0,0,198,5,1,0,0,40,1,0,1,14,1,1,142,0,31,32,73,23,9,11,14,1,87,0,18,0,14,0,1,3,0
2508.5,3606,1,1,5,1,23,0,5,306,8,1,1,0,40,1,0,1,31,4,0,140,0,23,16,61,31,7,11,11,2,61,0,26,1,15,2,0,2,0
2512.5,3636,0,1,3,13,20,0,1,492,6,1,2,0,52,2,1,2,34,1,1,174,1,15,32,72,32,28,10,19,4,78,0,14,0,14,0,2,1,1
2514.5,3652,0,0,5,15,7,1,0,169,1,3,0,0,25,1,1,0,21,0,1,88,0,39,28,77,16,15,12,7,2,48,0,11,0,23,1,1,0,0
2518.5,3683,0,0,5,6,10,1,1,176,8,0,0,0,32,3,0,0,34,0,1,171,2,12,15,86,15,14,9,13,0,53,0,24,0,8,1,0,3,1
2522.5,3714,0,2,4,4,33,0,2,410,12,2,0,0,42,1,0,0,26,0,0,150,0,28,32,42,22,15,22,8,2,66,0,18,0,27,1,0,2,3
2524.5,3729,0,0,3,0,15,0,2,187,1,0,2,0,17,1,1,0,17,1,0,194,0,16,22,59,18,17,7,14,2,116,1,23,0,4,0,1,0,1
2526.5,3745,0,1,2,5,45,0,4,342,5,4,1,0,43,0,0,0,26,0,0,101,4,25,25,83,30,17,23,16,1,60,0,20,1,27,0,1,2,4
2530.5,3776,0,3,4,4,8,1,2,284,9,2,0,0,24,1,1,2,18,1,0,268,0,30,24,49,19,7,12,23,1,58,0,11,0,5,2,0,1,1
2534.5,3807,1,0,9,8,7,0,9,286,5,1,1,0,8,0,0,0,18,2,3,89,1,17,17,47,29,2,13,6,2,41,0,4,0,11,0,4,0,6
2538.5,3838,0,0,2,6,39,1,0,350,9,3,3,0,47,0,0,3,26,0,0,350,1,32,33,64,26,4,10,21,0,89,0,20,0,8,0,1,1,2
2542.5,3869,0,0,5,7,73,0,1,262,10,2,0,0,47,2,0,0,18,0,0,321,0,38,37,81,29,12,7,13,4,103,0,34,0,4,0,1,1,1
2544.5,3884,0,0,6,12,10,0,3,265,3,0,0,0,46,1,1,1,15,2,0,194,2,25,26,79,21,11,11,14,0,58,0,6,0,10,1,0,4,0
2548.5,3915,0,0,1,3,1,0,1,229,3,0,1,0,9,0,0,0,26,1,0,335,0,40,10,43,12,7,3,15,0,57,0,15,0,2,0,0,2,0
2552.5,3946,0,1,4,12,5,0,1,274,11,2,1,0,27,1,0,0,18,2,0,356,0,27,11,60,19,7,19,15,1,89,0,4,0,4,1,3,3,8
2554.5,3961,0,1,4,13,2,0,2,244,3,1,0,0,4,0,1,0,8,0,0,318,1,28,9,59,11,7,2,9,4,47,0,5,0,6,0,0,2,1
2558.5,3992,0,1,0,6,8,2,2,304,6,0,0,0,39,0,0,0,27,2,0,300,1,24,18,73,27,4,8,16,1,63,0,4,0,11,0,1,2,0
2562.5,4023,0,1,0,7,7,5,2,322,9,1,0,0,24,0,1,2,26,2,0,194,5,9,26,59,24,10,9,12,1,91,0,8,0,5,0,0,3,1
2564.5,4039,0,0,6,6,3,0,3,468,12,0,3,0,8,2,0,0,20,0,1,207,6,13,22,48,35,15,4,20,1,51,0,2,0,6,3,0,1,4
2568.5,4070,0,6,6,4,16,0,1,334,8,2,3,0,24,1,1,2,18,2,0,323,0,26,20,78,24,11,11,16,1,97,0,5,0,11,0,0,0,1
2572.5,4101,0,1,3,5,10,6,2,272,11,1,3,0,14,1,1,2,14,0,1,225,6,15,17,60,31,23,4,18,0,71,0,8,0,3,0,0,1,0
2574.5,4116,0,0,1,4,5,0,0,158,4,0,1,0,12,0,0,0,10,1,4,173,3,27,24,61,26,7,6,23,0,41,1,4,0,8,2,0,0,1
2578.5,4147,0,0,5,10,7,2,3,341,12,0,1,0,35,1,0,2,18,0,1,427,10,21,19,82,42,16,15,11,3,75,0,1,0,14,0,0,1,0
2582.5,4178,0,0,5,4,10,1,0,256,7,3,1,0,37,0,1,0,15,0,0,477,4,3,13,33,22,13,8,21,0,66,0,2,0,3,0,0,0,0
2584.5,4193,0,1,0,4,10,0,1,304,10,1,0,0,8,1,0,0,20,1,0,277,5,4,11,50,36,10,18,19,0,63,0,0,0,1,0,1,2,4
2588.5,4224,0,1,4,3,7,0,0,247,11,0,1,0,20,2,1,0,29,2,0,216,2,5,11,50,21,12,14,37,2,70,0,2,1,1,0,2,3,3
2592.5,4255,0,0,1,9,3,4,3,393,8,0,5,0,59,2,1,0,40,4,0,180,3,4,24,69,32,11,13,39,3,121,0,1,0,2,2,1,2,4
2594.5,4271,0,2,0,2,3,11,0,384,6,0,3,0,5,0,0,0,26,0,1,66,5,2,7,51,37,3,18,25,2,31,0,1,0,2,1,0,3,2
2598.5,4302,0,3,10,5,5,0,4,310,9,1,2,0,44,1,0,0,30,1,0,146,1,4,25,50,43,3,14,41,1,87,0,2,0,0,0,2,3,1
2600.5,4317,0,2,2,6,4,4,0,286,4,1,1,0,17,0,0,2,18,2,0,62,1,6,11,34,24,14,11,47,0,66,0,0,0,6,1,1,5,2
2602.5,4333,0,1,4,4,10,8,2,323,2,3,2,0,28,5,0,0,40,2,0,121,1,11,17,65,45,8,28,37,3,68,0,0,1,1,0,1,1,2
2627.5,4534,0,1,6,7,12,6,0,393,6,2,4,0,22,1,0,0,30,1,0,120,4,9,20,102,32,15,29,30,3,55,0,2,0,2,0,0,4,4
2629.5,4550,0,0,4,8,5,4,0,315,9,1,3,1,4,0,0,0,18,0,2,67,4,2,12,26,32,6,5,43,0,56,0,2,0,1,0,0,0,5
2631.5,4567,0,0,3,8,10,10,3,445,7,0,1,0,40,2,0,0,32,0,3,122,4,10,11,89,38,6,16,28,3,94,0,2,1,1,1,0,4,3
2635.5,4599,0,0,2,1,5,9,1,495,6,2,1,0,20,1,0,2,50,2,1,209,3,21,9,46,22,18,19,50,4,68,0,2,0,0,2,0,3,2
2639.5,4631,0,2,2,7,6,0,16,220,9,3,4,0,3,2,0,0,14,1,2,106,7,7,11,16,32,4,12,11,1,45,0,0,0,0,0,4,5,3
2643.5,4663,0,0,2,9,4,4,2,466,5,0,0,0,21,3,1,1,28,0,0,189,5,15,16,50,42,6,15,27,2,65,0,3,1,1,0,0,2,2
2647.5,4695,0,0,4,4,5,16,1,761,8,0,1,0,39,2,1,2,38,2,0,246,5,7,15,38,36,10,30,33,2,67,1,1,0,0,2,2,5,3
2649.5,4711,0,0,2,8,2,0,3,320,47,0,4,0,0,1,0,0,10,0,1,126,7,8,6,31,31,6,12,21,1,45,0,1,0,0,0,0,1,11
2653.5,4743,0,1,0,2,5,5,0,373,2,1,2,0,30,0,0,0,25,0,0,175,4,16,15,46,29,11,19,20,1,99,0,1,0,0,3,2,4,2
2657.5,4776,0,0,2,4,3,5,1,292,26,2,0,0,39,2,3,0,12,1,0,235,6,17,16,41,18,7,8,10,0,44,0,2,0,1,0,0,1,0
2659.5,4792,0,1,2,5,5,3,0,263,1,0,0,0,11,2,0,0,12,0,0,108,4,24,4,37,29,8,8,3,5,34,0,1,0,2,0,0,0,2
2663.5,4824,0,1,1,1,5,3,0,524,4,0,1,0,41,3,0,0,30,0,0,209,2,30,11,73,34,8,12,30,2,102,2,1,0,1,1,4,3,4
2667.5,4856,0,0,2,2,0,6,2,244,1,0,1,0,14,1,0,1,44,0,1,133,1,17,6,28,27,8,7,23,2,52,0,3,0,0,1,0,3,4
2669.5,4872,0,0,0,8,4,13,1,493,4,0,2,0,4,0,0,2,24,1,1,86,3,17,11,33,29,6,7,10,1,46,0,3,0,0,1,1,0,1
2673.5,4904,0,1,6,3,2,3,1,449,4,0,2,0,29,2,1,0,33,1,0,186,5,16,21,27,22,4,10,24,0,71,0,1,0,0,1,1,0,0
2677.5,4937,0,1,1,4,0,9,0,391,7,0,0,0,17,2,0,1,34,1,1,79,2,9,11,46,20,5,14,21,2,62,0,0,0,0,0,0,1,1
2679.5,4953,0,0,3,5,4,5,0,379,7,0,1,0,18,0,2,2,28,0,0,76,4,22,14,25,18,14,7,9,0,43,0,1,0,4,3,0,0,3
2683.5,4985,0,0,3,6,10,9,0,320,8,3,1,0,26,1,0,5,20,2,1,85,5,23,11,28,21,13,6,16,0,62,0,8,1,2,5,0,2,5
2687.5,5017,0,2,2,3,1,0,3,363,3,1,0,0,15,1,0,0,14,0,0,94,5,16,6,45,18,10,9,14,2,39,0,4,0,0,2,1,4,3
2689.5,5033,0,0,1,11,2,2,3,705,10,0,7,0,10,2,0,2,13,0,2,102,6,16,25,17,24,1,5,12,2,41,0,0,1,0,1,2,0,9
2693.5,5065,0,1,2,4,2,4,0,463,4,2,1,0,27,0,0,0,37,3,1,138,4,17,15,40,19,13,6,23,1,102,2,3,0,1,1,1,1,4
2697.5,5097,0,0,3,4,5,9,1,284,4,1,3,0,4,2,0,2,16,0,0,77,1,17,9,28,24,11,15,16,2,85,0,1,0,6,0,2,1,0
2699.5,5113,0,1,0,2,3,1,0,210,0,0,0,0,5,0,0,0,28,0,0,86,2,48,8,23,7,4,5,12,1,70,0,0,0,3,3,1,2,4
2703.5,5146,0,2,4,3,3,3,2,279,4,1,1,0,13,0,1,0,20,1,0,219,1,12,23,24,29,3,7,15,4,119,0,1,0,4,0,1,1,0
2709.5,5194,0,0,3,13,4,0,1,284,3,1,2,0,14,0,1,1,30,0,2,114,5,10,23,68,34,11,6,35,3,145,0,1,0,4,0,1,3,1
2715.5,5242,0,0,4,3,0,3,0,278,7,2,0,0,12,1,0,0,16,0,2,38,1,29,18,59,10,20,13,10,1,54,0,2,0,6,5,2,3,1
2729.5,5355,0,0,0,4,6,1,1,181,5,1,2,0,5,0,0,2,13,0,0,70,2,40,10,38,20,5,4,8,2,67,0,2,0,5,3,0,3,4
2739.5,5435,0,1,2,5,5,16,18,518,6,1,1,0,0,1,0,0,16,0,2,108,17,11,12,69,68,8,22,11,0,117,0,0,0,1,0,4,4,5
2749.5,5516,0,1,0,1,1,1,1,241,1,0,0,0,3,3,0,2,28,0,2,69,0,26,10,69,19,11,14,21,0,73,0,1,0,2,13,0,3,2
2759.5,5596,1,0,1,6,4,7,2,498,8,1,1,0,20,3,0,0,28,3,0,89,1,13,22,66,47,22,28,30,2,55,0,2,0,1,11,0,2,2
2764.5,5636,0,1,1,2,9,2,1,355,4,0,2,0,22,2,2,1,33,3,2,143,2,40,13,68,23,8,15,45,2,71,1,0,2,22,13,2,5,2
2779.5,5757,0,0,5,3,4,0,0,193,7,1,3,0,21,0,0,0,20,2,2,218,0,19,36,46,14,7,12,32,1,55,0,2,0,8,4,1,0,0
2789.5,5837,0,5,7,2,7,0,1,646,14,1,0,0,10,3,2,0,19,0,3,89,24,20,25,39,39,3,10,6,2,67,0,0,2,2,41,4,4,4
2805.5,5966,0,4,2,5,2,0,1,216,1,2,0,0,18,2,1,2,48,0,3,151,0,20,24,33,11,27,21,50,2,73,0,1,0,15,1,1,1,1
2829.5,6159,0,0,1,1,4,1,0,318,4,2,0,0,28,0,0,2,32,0,0,59,1,13,14,38,10,7,12,33,0,56,0,2,0,18,0,1,0,5
2839.5,6239,0,0,0,5,6,0,3,386,1,1,0,0,8,0,0,2,10,8,8,73,9,21,14,44,34,8,7,17,1,50,0,0,1,1,0,7,2,6
2849.5,6320,0,0,0,6,5,0,2,537,1,1,1,0,15,0,0,0,38,0,0,173,5,39,32,35,15,7,12,10,3,68,0,0,1,8,1,0,3,6
2859.5,6408,1,0,2,6,3,1,6,414,6,1,0,0,70,2,0,4,24,1,1,169,4,26,30,43,26,12,24,19,3,84,0,0,0,0,9,3,2,3
2879.5,6614,0,2,2,1,2,1,0,294,1,2,2,0,45,2,1,3,32,0,0,99,5,13,57,55,22,18,15,22,2,114,0,0,0,0,12,9,1,6
2889.5,6717,0,1,1,13,3,2,2,808,17,2,3,0,19,0,0,0,14,2,0,76,10,21,17,34,27,5,11,10,0,57,0,2,1,0,13,0,1,11
2899.5,6820,0,2,1,4,7,0,3,216,4,2,0,0,30,3,0,2,32,0,1,80,0,55,40,65,13,9,16,11,0,67,0,0,0,0,4,1,0,7
2909.5,6923,0,2,0,2,5,0,2,380,6,1,0,0,34,0,3,2,32,0,0,79,5,12,29,105,23,15,29,28,0,97,0,3,0,0,14,1,1,5
2915.5,6984,0,1,5,4,3,0,1,215,4,3,1,0,13,2,0,1,17,0,0,34,2,29,21,83,18,11,20,7,3,56,2,0,0,0,36,28,1,7
2927.5,7108,0,2,2,11,11,2,2,189,2,2,2,0,13,1,5,0,11,0,0,72,5,29,33,128,22,17,20,16,6,71,0,3,0,4,6,3,2,3
2937.5,7211,0,2,3,3,3,0,5,455,9,0,2,0,8,1,1,2,20,1,4,129,13,16,11,76,36,5,22,18,1,45,0,0,1,0,3,4,0,6
2947.5,7314,0,2,1,9,17,0,2,314,3,1,2,0,21,0,0,9,14,2,0,156,0,144,39,160,13,9,26,23,2,63,0,6,1,0,5,2,4,5
2957.5,7416,0,1,0,2,4,1,0,264,0,0,0,0,5,1,0,4,16,1,0,113,2,40,29,51,20,4,21,4,0,56,0,2,0,0,2,0,3,1
2967.5,7516,0,3,0,6,6,0,1,212,5,2,3,0,14,2,1,1,7,0,0,125,3,64,52,101,9,5,13,9,0,42,0,3,1,0,2,4,1,8
2977.5,7589,0,2,1,1,3,0,1,245,3,3,3,0,4,1,0,1,5,0,0,41,5,41,13,152,10,3,10,2,2,27,0,1,0,0,0,2,1,8
2980.5,7611,0,1,1,2,5,0,0,233,0,1,0,0,9,1,0,6,28,0,0,103,1,27,32,95,18,9,11,15,0,67,0,2,0,0,4,1,1,8
2983.5,7633,0,1,4,8,4,0,2,417,2,4,0,0,51,1,0,3,16,1,1,122,6,28,39,70,10,5,16,9,1,55,0,2,0,1,2,0,0,6
2985.5,7647,0,0,1,1,10,0,2,173,0,0,0,0,25,1,0,1,8,1,0,149,2,15,38,38,9,2,8,5,1,34,0,0,0,0,0,1,0,2
2987.5,7662,0,1,1,5,10,0,0,484,4,1,2,0,16,2,0,0,11,2,1,77,21,7,21,37,26,1,12,13,0,37,0,1,0,0,0,2,2,11
2989.5,7677,0,0,1,3,4,0,0,670,4,1,0,0,18,0,0,0,16,2,0,220,3,16,68,70,6,4,14,14,0,101,1,3,0,0,2,1,1,2
2991.5,7691,0,3,0,2,2,0,4,370,5,1,1,0,13,4,0,3,14,0,0,175,4,38,84,93,13,7,17,7,0,49,0,1,1,0,2,1,1,3
2993.5,7706,0,3,1,6,7,1,5,338,5,0,0,0,27,3,1,0,26,1,0,299,4,35,91,87,11,5,22,12,1,112,0,1,0,1,1,0,2,4
2995.5,7720,0,1,1,1,4,0,0,324,4,0,0,0,27,3,0,2,14,2,1,203,1,23,69,55,9,10,11,12,1,49,0,2,1,0,2,1,2,1
2997.5,7735,0,29,1,2,9,0,0,300,4,0,1,0,54,1,1,3,21,0,0,179,2,22,1,50,7,2,7,12,2,83,0,0,0,0,2,0,0,4
2999.5,7749,0,3,2,6,7,0,2,368,6,0,1,0,15,0,0,2,12,0,0,194,3,25,74,50,13,5,8,9,2,94,0,2,1,0,1,2,0,0
3000.5,7757,0,4,3,11,2,1,5,242,2,1,1,0,92,0,3,2,16,1,0,70,1,12,118,64,14,4,16,6,2,44,0,5,0,0,1,0,1,3
3003.5,7779,0,0,1,2,3,0,7,272,4,1,1,0,25,0,1,4,8,1,1,130,0,37,68,76,0,4,10,9,0,40,0,0,1,1,2,2,1,1
3005.5,7793,0,0,0,1,6,0,1,471,9,0,0,0,34,0,0,0,9,2,0,126,1,14,43,75,2,1,8,4,3,39,0,0,0,0,0,0,0,3
3007.5,7808,0,1,1,8,16,1,5,405,3,0,4,0,28,1,0,2,34,1,1,105,0,127,78,47,14,5,5,3,3,67,0,1,0,0,0,1,1,5
3009.5,7822,0,1,0,4,12,0,1,275,2,0,0,0,45,2,0,2,20,0,0,109,0,23,41,31,9,9,5,10,1,40,0,2,0,0,0,2,1,5
3011.5,7837,0,1,0,2,18,0,4,250,8,2,2,0,28,2,1,4,13,0,0,55,0,24,57,47,5,6,10,11,1,56,0,5,2,0,0,2,3,1
3013.5,7851,0,5,0,8,11,0,5,301,5,0,1,0,100,4,0,2,26,0,0,91,0,28,74,66,16,8,3,12,5,63,0,7,0,0,0,0,1,7
