"sample.depths","sample.ages","Acer.saccharum.type","Acer.rubrum","Ambrosia.type","Artemisia","Betula","Carya","Castanea","Corylus","Cyperaceae","Ericaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Juglans.nigra","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.undiff.","Plantago.lanceolata","Quercus","Rumex","Salix","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Rosaceae.undiff.","Cornus","Populus","Amaranthaceae","Poaceae","Cephalanthus","Nyssa","Platanus","Potentilla.type","Tilia","Apiaceae","Vitis","Juglans.cinerea","Plantago.major","Liquidambar","Thalictrum","Sambucus","Cannabaceae","Myrica","Viburnum","Nemopanthus","Rhamnaceae","Lamiaceae","Galium","Ranunculus","Abies","Polygonum","Caryophyllaceae","Pinus.subg..Pinus","Gentianaceae","Shepherdia","Celtis","Sanguisorba","Urtica.type","Fraxinus.nigra.type","Campanulaceae","Epilobium","Ilex","Asteraceae.subf..Cichorioideae","Saxifragaceae","Caprifoliaceae.undiff.","Plantago.undiff."
90,1796,0.0548780487804878,0.0152439024390244,0.00304878048780488,0.00304878048780488,0.0518292682926829,0.024390243902439,0.00609756097560976,0,0,0.0396341463414634,0.271341463414634,0.00914634146341463,0,0.00304878048780488,0.048780487804878,0,0.0182926829268293,0.073170731707317,0,0.103658536585366,0,0,0.189024390243902,0,0.048780487804878,0.00304878048780488,0,0,0.00609756097560976,0,0.00304878048780488,0,0.00914634146341463,0.00914634146341463,0,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2124,0.116207951070336,0.0275229357798165,0,0,0.0978593272171254,0.0122324159021407,0.0152905198776758,0.0122324159021407,0,0.0275229357798165,0.18960244648318,0.00305810397553517,0,0.00611620795107034,0.073394495412844,0,0.00611620795107034,0.0825688073394495,0,0.186544342507645,0,0.00305810397553517,0.0856269113149847,0.00305810397553517,0.0214067278287462,0.00305810397553517,0,0,0,0,0.00305810397553517,0,0,0.00305810397553517,0,0.0152905198776758,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2452,0.119760479041916,0.00898203592814371,0.0149700598802395,0.0029940119760479,0.101796407185629,0.00898203592814371,0.0149700598802395,0,0,0.0269461077844311,0.164670658682635,0.0209580838323353,0,0,0.0778443113772455,0,0.0419161676646707,0.104790419161677,0,0.122754491017964,0,0,0.101796407185629,0,0.0179640718562874,0.00598802395209581,0,0.0029940119760479,0.00598802395209581,0,0,0,0.00898203592814371,0.0119760479041916,0,0.00898203592814371,0,0,0.0029940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2774,0.1,0.0151515151515152,0.00303030303030303,0,0.157575757575758,0.00909090909090909,0.0151515151515152,0.00303030303030303,0,0.0272727272727273,0.139393939393939,0.0181818181818182,0.00303030303030303,0,0.0606060606060606,0,0.0272727272727273,0.0787878787878788,0,0.157575757575758,0,0.00303030303030303,0.090909090909091,0.00303030303030303,0.0424242424242424,0.00606060606060606,0,0,0.00606060606060606,0,0,0,0.00606060606060606,0.00606060606060606,0,0.0121212121212121,0,0,0.00303030303030303,0,0,0,0,0,0,0,0.00606060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3081,0.0780346820809249,0.00578034682080925,0.00289017341040462,0.00289017341040462,0.0895953757225433,0.00867052023121387,0.0144508670520231,0.00578034682080925,0,0.0520231213872832,0.141618497109827,0.0260115606936416,0.00289017341040462,0,0.0722543352601156,0,0.109826589595376,0.11849710982659,0,0.11849710982659,0.00289017341040462,0,0.046242774566474,0,0.0375722543352601,0.0144508670520231,0,0.00578034682080925,0,0.00289017341040462,0,0,0.00867052023121387,0.0202312138728324,0,0.00289017341040462,0,0,0.00289017341040462,0,0,0,0,0,0,0.00289017341040462,0.00289017341040462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,3367,0.0728862973760933,0.0174927113702624,0.00583090379008746,0,0.0932944606413994,0.0145772594752187,0.00583090379008746,0.00583090379008746,0,0.0728862973760933,0.183673469387755,0.0116618075801749,0,0,0.0845481049562682,0,0.0174927113702624,0.0962099125364431,0,0.201166180758017,0,0,0.0262390670553936,0,0.032069970845481,0.00291545189504373,0,0.00291545189504373,0.00583090379008746,0,0,0,0.00583090379008746,0.0174927113702624,0,0.00291545189504373,0,0,0.00291545189504373,0,0,0,0,0,0,0.0174927113702624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3625,0.0700280112044818,0.0420168067226891,0.00560224089635854,0.00560224089635854,0.109243697478992,0.00560224089635854,0.00280112044817927,0.00280112044817927,0,0.0504201680672269,0.179271708683473,0.00280112044817927,0,0.00560224089635854,0.0392156862745098,0,0.0532212885154062,0.0896358543417367,0,0.162464985994398,0,0.00560224089635854,0.0448179271708683,0,0.0224089635854342,0.00280112044817927,0,0.00840336134453781,0,0,0,0,0,0.0168067226890756,0,0.00560224089635854,0,0,0.00560224089635854,0,0,0,0,0,0.0168067226890756,0,0.0420168067226891,0.00280112044817927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,4056,0.0922619047619048,0.00892857142857143,0.00297619047619048,0,0.119047619047619,0.00892857142857143,0.00595238095238095,0.0119047619047619,0.00297619047619048,0.0267857142857143,0.217261904761905,0.0148809523809524,0,0.00297619047619048,0.0476190476190476,0.00595238095238095,0.0416666666666667,0.0773809523809524,0,0.154761904761905,0,0,0.0446428571428571,0,0.0357142857142857,0,0,0.0148809523809524,0.00595238095238095,0,0.00297619047619048,0,0.00892857142857143,0.0119047619047619,0,0.00297619047619048,0,0,0.00595238095238095,0,0,0.00297619047619048,0,0,0,0.0119047619047619,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,4417,0.0675675675675676,0.0189189189189189,0,0.0027027027027027,0.110810810810811,0.0162162162162162,0.0108108108108108,0.00540540540540541,0.0027027027027027,0.0540540540540541,0.162162162162162,0.0135135135135135,0.0135135135135135,0.0027027027027027,0.0432432432432432,0.00540540540540541,0.0297297297297297,0.0918918918918919,0.0027027027027027,0.162162162162162,0,0,0.0702702702702703,0.0027027027027027,0.0216216216216216,0.00540540540540541,0,0.0162162162162162,0.00810810810810811,0,0,0,0.0027027027027027,0.0108108108108108,0,0.00540540540540541,0,0,0.0027027027027027,0,0,0,0,0,0,0.0297297297297297,0.00810810810810811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4586,0.0776470588235294,0.0211764705882353,0.00941176470588235,0,0.148235294117647,0.0117647058823529,0.0117647058823529,0.00235294117647059,0,0.00705882352941176,0.263529411764706,0.0141176470588235,0.00235294117647059,0,0.0188235294117647,0,0.04,0.0329411764705882,0,0.110588235294118,0,0,0.103529411764706,0.00235294117647059,0.0447058823529412,0.00705882352941176,0,0,0.0164705882352941,0,0.00470588235294118,0,0.0117647058823529,0.0141176470588235,0,0.00235294117647059,0,0,0.0117647058823529,0,0,0,0.00235294117647059,0,0,0,0.00470588235294118,0,0.00235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4754,0.0672782874617737,0.00611620795107034,0.00305810397553517,0,0.214067278287462,0.018348623853211,0.0122324159021407,0.00305810397553517,0.00305810397553517,0,0.269113149847095,0.036697247706422,0.00611620795107034,0.00305810397553517,0.0152905198776758,0,0.018348623853211,0.0214067278287462,0,0.0948012232415902,0,0,0.0948012232415902,0.0275229357798165,0.0275229357798165,0.0214067278287462,0,0,0.00305810397553517,0,0,0,0.00305810397553517,0.0152905198776758,0,0.00611620795107034,0,0,0.00611620795107034,0,0,0,0,0,0,0,0.00305810397553517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,5136,0.0490405117270789,0.00639658848614072,0.00639658848614072,0.00213219616204691,0.046908315565032,0.00426439232409382,0,0,0.023454157782516,0.00426439232409382,0.102345415778252,0.00639658848614072,0.00213219616204691,0.00213219616204691,0.0255863539445629,0,0.0106609808102345,0.0255863539445629,0,0.110874200426439,0,0.00213219616204691,0.223880597014925,0.00213219616204691,0.0255863539445629,0.00426439232409382,0.00852878464818763,0.0106609808102345,0.00426439232409382,0.00213219616204691,0.00213219616204691,0,0.00426439232409382,0.00639658848614072,0,0.00426439232409382,0,0,0.00639658848614072,0,0,0,0,0,0,0,0.264392324093817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,5710,0.028169014084507,0.0028169014084507,0.0028169014084507,0,0.0225352112676056,0.0028169014084507,0.0112676056338028,0,0.00845070422535211,0.0028169014084507,0.0450704225352113,0,0.0028169014084507,0,0.0169014084507042,0.0028169014084507,0.0112676056338028,0.028169014084507,0,0.047887323943662,0,0.0028169014084507,0.591549295774648,0,0.0140845070422535,0,0,0.00845070422535211,0,0,0,0,0,0.00845070422535211,0,0.0197183098591549,0,0,0,0,0,0,0,0,0,0,0.115492957746479,0,0,0.0028169014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,6594,0.0507462686567164,0.0119402985074627,0.00597014925373134,0.00298507462686567,0.0507462686567164,0.00597014925373134,0,0.00597014925373134,0.00298507462686567,0.00895522388059702,0.0865671641791045,0.0149253731343284,0.00597014925373134,0.00298507462686567,0.026865671641791,0,0.0358208955223881,0.0477611940298507,0,0.0925373134328358,0,0.00298507462686567,0.429850746268657,0,0.0208955223880597,0.00895522388059702,0.00597014925373134,0,0.00298507462686567,0,0.00298507462686567,0,0.00298507462686567,0.0119402985074627,0,0.00298507462686567,0,0,0.00597014925373134,0,0,0,0,0,0,0,0.0417910447761194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,7716,0.0421348314606742,0.00842696629213483,0.00280898876404494,0,0.0617977528089888,0.00280898876404494,0,0.00280898876404494,0.00561797752808989,0.00280898876404494,0.0674157303370786,0.0224719101123595,0.00280898876404494,0,0.0365168539325843,0.00280898876404494,0.0926966292134832,0.0758426966292135,0,0.101123595505618,0,0.00280898876404494,0.373595505617978,0,0.0168539325842697,0.0168539325842697,0,0.00561797752808989,0,0.00280898876404494,0.00280898876404494,0.00280898876404494,0.00561797752808989,0.0196629213483146,0,0.00561797752808989,0,0,0.0112359550561798,0,0,0,0,0,0,0,0,0,0,0,0.00280898876404494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,8955,0.0136363636363636,0.00227272727272727,0.00227272727272727,0.00227272727272727,0.0113636363636364,0.00227272727272727,0,0,0.0272727272727273,0.00227272727272727,0.00681818181818182,0.00909090909090909,0.00227272727272727,0,0.0363636363636364,0,0.143181818181818,0.145454545454545,0,0.109090909090909,0,0.00454545454545455,0.184090909090909,0.00227272727272727,0.0318181818181818,0.215909090909091,0.00227272727272727,0,0,0,0.00454545454545455,0,0,0.00454545454545455,0,0.00681818181818182,0,0,0.00454545454545455,0,0,0.00227272727272727,0,0,0,0.0159090909090909,0.00227272727272727,0,0,0,0,0.00227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,10191,0.0167597765363128,0.00837988826815642,0.0111731843575419,0,0.0474860335195531,0.00558659217877095,0.00279329608938547,0.00837988826815642,0.0251396648044693,0.00837988826815642,0.0195530726256983,0.00558659217877095,0.00279329608938547,0,0.0279329608938547,0.00279329608938547,0.189944134078212,0.201117318435754,0,0.100558659217877,0,0.00279329608938547,0.195530726256983,0,0.0195530726256983,0.0642458100558659,0,0.00279329608938547,0,0,0,0,0,0.00837988826815642,0,0.00279329608938547,0,0,0,0,0.00279329608938547,0,0,0,0,0,0.00279329608938547,0,0,0,0,0.0111731843575419,0.00279329608938547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,11303,0.0107238605898123,0.00268096514745308,0,0,0.0348525469168901,0.00536193029490617,0,0.00536193029490617,0.0107238605898123,0.00268096514745308,0.00268096514745308,0,0.00268096514745308,0,0.0134048257372654,0.0134048257372654,0.198391420911528,0.353887399463807,0,0.0831099195710456,0.00268096514745308,0.00268096514745308,0.0509383378016086,0,0.0160857908847185,0.0857908847184987,0,0,0,0,0,0,0,0.00536193029490617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482573726541555,0.00268096514745308,0.00268096514745308,0.0428954423592493,0,0,0,0,0,0,0,0,0,0,0,0,0
370,12218,0.00236406619385343,0,0,0.00472813238770686,0.0307328605200946,0.00236406619385343,0,0.00472813238770686,0.0567375886524823,0,0.00709219858156028,0.0118203309692671,0.0141843971631206,0.00236406619385343,0.0520094562647754,0.0260047281323877,0.0874704491725768,0.210401891252955,0,0.106382978723404,0,0.0520094562647754,0.08274231678487,0.0472813238770686,0.016548463356974,0.0425531914893617,0,0,0.00236406619385343,0,0.0449172576832151,0.00236406619385343,0.00236406619385343,0.00709219858156028,0.00472813238770686,0,0.00472813238770686,0,0.00709219858156028,0,0,0,0,0,0,0,0,0,0.00472813238770686,0,0,0.049645390070922,0,0,0.00709219858156028,0.00236406619385343,0,0,0,0,0,0,0,0,0,0,0,0
390,12967,0,0,0.00200400801603206,0.0120240480961924,0.0180360721442886,0,0,0.00801603206412826,0.0701402805611222,0,0.00400801603206413,0.0100200400801603,0.0581162324649299,0,0.0781563126252505,0.17434869739479,0.00801603206412826,0.11623246492986,0,0.106212424849699,0.00200400801603206,0.092184368737475,0.00400801603206413,0.0400801603206413,0.0120240480961924,0,0.00200400801603206,0.00601202404809619,0,0,0.102204408817635,0,0,0.00400801603206413,0.0100200400801603,0,0,0,0,0,0,0.00400801603206413,0,0,0.00400801603206413,0,0,0,0,0,0.0120240480961924,0.0160320641282565,0,0,0.0180360721442886,0,0.00601202404809619,0,0,0,0,0,0,0,0,0,0,0
400,13284,0.00345622119815668,0,0.00345622119815668,0.01036866359447,0.0172811059907834,0.00115207373271889,0,0.00230414746543779,0.115207373271889,0,0.00115207373271889,0.00806451612903226,0.0506912442396313,0.00115207373271889,0.0852534562211982,0.200460829493088,0.00115207373271889,0.108294930875576,0,0.099078341013825,0.00345622119815668,0.0944700460829493,0,0.0495391705069124,0.00460829493087558,0.00345622119815668,0.01036866359447,0,0,0.00230414746543779,0.0460829493087558,0,0,0,0.00460829493087558,0,0,0,0.00115207373271889,0,0,0.00345622119815668,0,0,0.00115207373271889,0,0,0,0.00115207373271889,0,0.021889400921659,0.0207373271889401,0.00806451612903226,0,0.00576036866359447,0.00115207373271889,0,0.00230414746543779,0.00230414746543779,0.00345622119815668,0,0,0,0,0,0,0,0
420,13828,0.0116550116550117,0,0.00233100233100233,0.020979020979021,0.00932400932400932,0.00466200466200466,0,0.00466200466200466,0.06993006993007,0,0,0.00233100233100233,0,0,0.0559440559440559,0.307692307692308,0.00466200466200466,0.153846153846154,0,0.111888111888112,0.00233100233100233,0.0675990675990676,0,0.0303030303030303,0,0.00233100233100233,0,0,0,0,0.0652680652680653,0,0,0,0.00233100233100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116550116550117,0,0,0.0163170163170163,0,0,0,0,0,0.0396270396270396,0.00233100233100233,0,0,0,0,0,0
440,14280,0,0,0.0134228187919463,0.0134228187919463,0.0178970917225951,0,0,0.00223713646532438,0.0313199105145414,0,0,0.00223713646532438,0.069351230425056,0,0.0469798657718121,0.366890380313199,0,0.0782997762863535,0,0.120805369127517,0.00671140939597315,0.0604026845637584,0,0.0313199105145414,0.00447427293064877,0.0268456375838926,0,0,0,0,0.0671140939597315,0,0,0,0,0,0.00447427293064877,0,0,0,0,0.00447427293064877,0,0,0,0,0,0,0,0,0,0.0111856823266219,0,0,0.0201342281879195,0,0,0,0,0,0,0,0,0,0,0,0,0
460,14675,0.00210084033613445,0,0.00840336134453781,0.0189075630252101,0.023109243697479,0.00210084033613445,0,0.00630252100840336,0.100840336134454,0,0,0.00420168067226891,0.0399159663865546,0,0.0357142857142857,0.411764705882353,0.00210084033613445,0.0525210084033613,0,0.0441176470588235,0,0.0525210084033613,0,0.0588235294117647,0.00210084033613445,0.0126050420168067,0,0,0,0.00210084033613445,0.0651260504201681,0,0,0,0.00210084033613445,0,0.00210084033613445,0,0,0,0,0.00210084033613445,0,0,0,0,0,0,0.00210084033613445,0,0.00840336134453781,0.00210084033613445,0,0.00420168067226891,0.023109243697479,0,0,0.00210084033613445,0,0,0,0,0.00630252100840336,0,0,0,0,0
480,NA,0.00153374233128834,0,0.00460122699386503,0.0352760736196319,0.0306748466257669,0.00306748466257669,0.00153374233128834,0.00153374233128834,0.180981595092025,0,0,0.0138036809815951,0.0337423312883436,0,0.0245398773006135,0.217791411042945,0.00613496932515337,0.058282208588957,0,0.0690184049079755,0,0.0398773006134969,0,0.0245398773006135,0.00613496932515337,0.0276073619631902,0,0,0,0,0.141104294478528,0,0,0,0.00153374233128834,0,0,0,0,0,0,0.0138036809815951,0,0,0,0,0,0,0,0,0.0199386503067485,0.00306748466257669,0,0,0.0337423312883436,0,0.00153374233128834,0,0,0,0,0,0,0.00153374233128834,0.00153374233128834,0.00153374233128834,0,0
500,NA,0,0,0,0.0465587044534413,0.00607287449392713,0,0,0.00202429149797571,0.206477732793522,0,0,0.00202429149797571,0.0323886639676113,0,0.0182186234817814,0.176113360323887,0,0.0991902834008097,0,0.0506072874493927,0.00607287449392713,0.0303643724696356,0,0.0161943319838057,0.00202429149797571,0.0283400809716599,0,0,0,0.00202429149797571,0.133603238866397,0,0,0,0,0,0,0,0,0,0,0.0404858299595142,0,0,0,0,0,0,0,0,0.0769230769230769,0.00404858299595142,0,0,0.01417004048583,0,0.00202429149797571,0,0.00202429149797571,0,0,0,0,0,0,0,0.00202429149797571,0
520,NA,0.00588928150765607,0,0.00117785630153121,0.0518256772673734,0.0200235571260306,0.00706713780918728,0,0,0.256772673733804,0,0,0.00353356890459364,0.0176678445229682,0,0.00824499411071849,0.138987043580683,0.00471142520612485,0.0895170789163722,0,0.0341578327444052,0,0.0424028268551237,0.00117785630153121,0.032979976442874,0,0.03886925795053,0.00117785630153121,0,0,0.00117785630153121,0.098939929328622,0,0,0,0,0,0,0,0,0,0,0.0188457008244994,0,0,0,0,0,0,0,0,0.0859835100117786,0.00235571260306243,0.00235571260306243,0.00117785630153121,0.0282685512367491,0,0.00117785630153121,0,0.00353356890459364,0,0,0,0,0,0,0,0,0
540,NA,0.00171821305841924,0,0.00343642611683849,0.0412371134020619,0.0171821305841924,0.00171821305841924,0,0.00515463917525773,0.283505154639175,0,0,0.00343642611683849,0.0463917525773196,0.00171821305841924,0.0206185567010309,0.118556701030928,0.00343642611683849,0.0824742268041237,0,0.0446735395189003,0.00343642611683849,0.0395189003436426,0,0.0274914089347079,0.00171821305841924,0.0274914089347079,0,0,0,0,0.128865979381443,0,0,0,0,0,0,0,0,0,0,0.0240549828178694,0,0,0,0,0,0,0.00171821305841924,0,0.0549828178694158,0.00171821305841924,0,0.00171821305841924,0.00859106529209622,0,0,0,0,0,0,0,0,0,0.00171821305841924,0,0,0.00171821305841924
560,NA,0.00418410041841004,0,0.00418410041841004,0.0376569037656904,0.0125523012552301,0.00418410041841004,0,0.00209205020920502,0.322175732217573,0,0,0.00209205020920502,0.0125523012552301,0,0.0146443514644351,0.165271966527197,0.00209205020920502,0.148535564853556,0,0.0376569037656904,0,0.0251046025104603,0,0.0418410041841004,0,0.0292887029288703,0,0,0,0,0.0794979079497908,0,0,0,0.00209205020920502,0,0,0,0,0,0,0.0104602510460251,0,0,0,0,0,0,0,0,0.0146443514644351,0.00627615062761506,0.00209205020920502,0.00209205020920502,0.0125523012552301,0,0,0,0,0,0,0.00209205020920502,0,0,0,0.00209205020920502,0,0
