"sample.depths","sample.ages","Abies","Acer.negundo","Acer.rubrum","Acer.saccharum","Acer.undiff.","Alnus.incana","Alnus.viridis.subsp..crispa","Betula","Betulaceae.undiff.","Carya","Castanea","Celtis","Cephalanthus","Clethra","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Liquidambar","Liriodendron","Magnolia","Moraceae","Myrica","Nyssa","Ostrya.Carpinus","Picea.glauca","Picea.mariana","Picea.undiff.","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus","Rhus","Salix","Tilia","Tsuga","Ulmus","Viburnum","Vitis","Allium","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Boraginaceae","Brassicaceae","Cannabis.sativa","Caryophyllaceae","Cerealia.undiff.","Chenopodiaceae.Amaranthaceae","Cyperaceae.undiff.","Fabaceae.undiff.","Hypericum","Impatiens","Iva.annua.type","Lamiaceae","Plantago.undiff.","Plantago.rigida.type","Poaceae.undiff.","Polygonaceae.undiff.","Ranunculus","Rosaceae","Rumex","Saxifragaceae","Secale","Thalictrum","Trifolium","Urticaceae","Xyris","Zea"
20,151,0,0,0.001567398,0.004702194,0,0.007836991,0,0.056426332,0.004702194,0.009404389,0.004702194,0,0,0.003134796,0,0.007836991,0.007836991,0.004702194,0.014106583,0.001567398,0.003134796,0,0,0.001567398,0.001567398,0,0.001567398,0,0.018808777,0.003134796,0.004702194,0.001567398,0,0.007836991,0.034482759,0.009404389,0.371473354,0,0.001567398,0.238244514,0,0,0,0,0.023510972,0.001567398,0,0,0,0.018808777,0,0.001567398,0.004702194,0,0,0,0.001567398,0,0,0.001567398,0.006269592,0.001567398,0,0,0,0,0,0.034482759,0.034482759,0,0,0,0.037617555,0,0.004702194,0,0,0,0,0
22,178,0,0,0,0.001811594,0,0.016304348,0,0.063405797,0.005434783,0.010869565,0.005434783,0,0,0.001811594,0,0.005434783,0.007246377,0.009057971,0.018115942,0,0.003623188,0,0.001811594,0.003623188,0.001811594,0,0,0,0.023550725,0.007246377,0.010869565,0,0,0.005434783,0.018115942,0.007246377,0.389492754,0.003623188,0.001811594,0.239130435,0,0,0,0.001811594,0.009057971,0,0,0,0,0.005434783,0,0,0.010869565,0,0,0,0,0,0,0,0.007246377,0,0,0,0,0.001811594,0,0.041666667,0.02173913,0,0,0,0.036231884,0,0.001811594,0,0,0,0,0
24,205,0,0.003454231,0.003454231,0.008635579,0,0.003454231,0,0.101899827,0.001727116,0.010362694,0.005181347,0,0,0.001727116,0,0.005181347,0.015544041,0.006908463,0.013816926,0,0.008635579,0,0,0.001727116,0,0,0,0.001727116,0.027633851,0,0.005181347,0.001727116,0,0.003454231,0.03626943,0.005181347,0.309153713,0,0,0.257340242,0,0,0,0.001727116,0.046632124,0.001727116,0,0.003454231,0,0.006908463,0,0.003454231,0.008635579,0,0,0,0,0,0,0,0,0,0.001727116,0,0,0,0,0.041450777,0.02417962,0,0,0.003454231,0.013816926,0,0,0,0,0.003454231,0,0
26,232,0,0,0.006299213,0.003149606,0,0.011023622,0,0.086614173,0.001574803,0,0.004724409,0,0,0,0,0.004724409,0.007874016,0.003149606,0.028346457,0.011023622,0,0,0,0,0,0,0,0,0.022047244,0.004724409,0.017322835,0,0,0.004724409,0.020472441,0.006299213,0.37480315,0,0.001574803,0.22519685,0,0,0,0,0.018897638,0.004724409,0,0.003149606,0,0.009448819,0,0.001574803,0.009448819,0,0,0,0,0,0,0,0.006299213,0.001574803,0,0,0,0,0,0.050393701,0.042519685,0,0,0.001574803,0.003149606,0,0,0.001574803,0,0,0,0
28,259,0,0,0.003690037,0.005535055,0,0.009225092,0,0.099630996,0,0.014760148,0.001845018,0,0,0,0,0.005535055,0.001845018,0.003690037,0.022140221,0,0,0,0,0.003690037,0.001845018,0,0,0,0.020295203,0.005535055,0,0.001845018,0,0.009225092,0.031365314,0.011070111,0.357933579,0.003690037,0,0.228782288,0,0,0,0,0.060885609,0.003690037,0,0,0,0.009225092,0,0,0.003690037,0,0.001845018,0,0,0,0,0,0.011070111,0,0,0,0,0.001845018,0.001845018,0.035055351,0.02398524,0,0,0,0.003690037,0,0,0,0,0,0,0
30,287,0,0,0.001633987,0.006535948,0,0.014705882,0,0.104575163,0.004901961,0.013071895,0.009803922,0,0,0,0,0.011437908,0.014705882,0.006535948,0.026143791,0,0.011437908,0,0,0,0.001633987,0,0,0,0.032679739,0.003267974,0.004901961,0.001633987,0,0.006535948,0.016339869,0.008169935,0.294117647,0.004901961,0.001633987,0.248366013,0,0,0,0,0.057189542,0.006535948,0,0,0,0.008169935,0,0,0.011437908,0,0,0,0,0,0,0.001633987,0.006535948,0.001633987,0,0,0,0,0,0.017973856,0.034313725,0,0,0,0.001633987,0,0,0.003267974,0,0,0,0
32,310,0.003169572,0.00792393,0.001584786,0.00792393,0,0.011093502,0,0.061806656,0.003169572,0.011093502,0,0,0,0,0,0.006339144,0.006339144,0.004754358,0.022187005,0,0.00792393,0,0,0,0.003169572,0,0,0.001584786,0.019017433,0,0.00792393,0,0,0.011093502,0.030110935,0.003169572,0.404120444,0.001584786,0,0.244057052,0,0,0,0,0.05229794,0.006339144,0,0,0,0.001584786,0,0.001584786,0.003169572,0,0,0,0,0,0,0,0.017432647,0,0,0,0.001584786,0.001584786,0,0.014263074,0.019017433,0,0,0,0,0,0,0,0,0,0,0
34,330,0,0,0,0.011278195,0,0.005639098,0,0.082706767,0.003759398,0.015037594,0.011278195,0,0,0,0,0.003759398,0.007518797,0.011278195,0.015037594,0,0.001879699,0,0,0,0.001879699,0,0,0,0.018796992,0.001879699,0.003759398,0,0.001879699,0.011278195,0.011278195,0.007518797,0.383458647,0.001879699,0.003759398,0.25,0,0,0,0,0.046992481,0.005639098,0,0.001879699,0,0,0,0,0.001879699,0,0,0,0,0,0,0,0.009398496,0,0,0,0,0,0,0.033834586,0.030075188,0,0,0.003759398,0,0,0,0,0,0,0,0
36,351,0,0,0.001814882,0.005444646,0,0.005444646,0.001814882,0.068965517,0.003629764,0.012704174,0.003629764,0,0,0.00907441,0,0,0.010889292,0.005444646,0.019963702,0.001814882,0.005444646,0,0,0.001814882,0.001814882,0,0,0,0.019963702,0.005444646,0.012704174,0.007259528,0,0.010889292,0.030852995,0.005444646,0.393829401,0,0,0.245009074,0,0,0,0,0.030852995,0,0,0,0,0,0,0.003629764,0.001814882,0,0,0,0,0,0,0,0.001814882,0.001814882,0,0,0,0,0.001814882,0.052631579,0.010889292,0,0,0.001814882,0.001814882,0,0,0,0,0,0,0
38,371,0,0,0.005309735,0.003539823,0,0.014159292,0,0.054867257,0.001769912,0.021238938,0.005309735,0,0,0,0,0.007079646,0.015929204,0,0.015929204,0.001769912,0.001769912,0,0,0.001769912,0.001769912,0,0,0,0.010619469,0,0.005309735,0.003539823,0,0.007079646,0.014159292,0.003539823,0.414159292,0.005309735,0.003539823,0.224778761,0,0.001769912,0.001769912,0,0.038938053,0.001769912,0,0.001769912,0,0.010619469,0,0,0.005309735,0,0,0,0,0,0,0,0.015929204,0,0.001769912,0,0,0.001769912,0,0.060176991,0.014159292,0,0,0,0,0,0,0,0,0,0,0
40,391,0,0,0,0.009505703,0,0.009505703,0,0.072243346,0,0.009505703,0.001901141,0,0,0,0,0.005703422,0.015209125,0.003802281,0.024714829,0,0,0.001901141,0,0,0,0,0,0,0.017110266,0.001901141,0.001901141,0.001901141,0,0.001901141,0.064638783,0.011406844,0.382129278,0,0,0.271863118,0,0,0,0,0.011406844,0.003802281,0,0,0,0.001901141,0,0.001901141,0.001901141,0,0,0,0,0,0,0,0.009505703,0.001901141,0,0,0,0,0,0.039923954,0.017110266,0,0,0,0,0,0,0,0,0.001901141,0,0
44,432,0,0,0,0.00750469,0,0.005628518,0.001876173,0.048780488,0,0.015009381,0.005628518,0,0,0,0,0,0.011257036,0.001876173,0.015009381,0.001876173,0.003752345,0,0,0.001876173,0.001876173,0,0,0,0.020637899,0.001876173,0.005628518,0.001876173,0,0.009380863,0.05065666,0.011257036,0.324577861,0.001876173,0.001876173,0.307692308,0,0,0,0.001876173,0.048780488,0.00750469,0,0,0,0.003752345,0,0.001876173,0.003752345,0,0,0,0,0,0,0,0.003752345,0,0,0,0.001876173,0,0,0.048780488,0.016885553,0,0,0,0,0,0,0.001876173,0,0,0,0
48,473,0,0,0.001926782,0.011560694,0,0.009633911,0,0.055876686,0,0.015414258,0.005780347,0,0,0.001926782,0,0,0.019267823,0.003853565,0.02504817,0,0.007707129,0,0,0.001926782,0,0,0,0,0.019267823,0,0.007707129,0.001926782,0,0.007707129,0.053949904,0.007707129,0.412331407,0,0,0.244701349,0,0,0,0,0.044315992,0.007707129,0,0.003853565,0,0.001926782,0,0,0.005780347,0,0,0,0,0,0,0,0.003853565,0,0,0,0.001926782,0,0,0,0.011560694,0,0,0,0.001926782,0,0,0.001926782,0,0,0,0
52,504,0,0,0,0.011041009,0,0.009463722,0,0.074132492,0.003154574,0.015772871,0.001577287,0,0,0,0,0,0.018927445,0.003154574,0.022082019,0.003154574,0.001577287,0,0,0,0,0,0,0,0.006309148,0.001577287,0.009463722,0.001577287,0,0.004731861,0.020504732,0.006309148,0.403785489,0,0,0.258675079,0.001577287,0,0.001577287,0.001577287,0.034700315,0.006309148,0,0.001577287,0,0.001577287,0,0.003154574,0.001577287,0,0,0,0,0,0,0,0.003154574,0,0,0,0,0,0.001577287,0.042586751,0.017350158,0,0,0,0.003154574,0,0,0.001577287,0,0,0,0
56,533,0,0,0,0.008818342,0,0.005291005,0,0.072310406,0.003527337,0.015873016,0.005291005,0,0.001763668,0,0,0.003527337,0.019400353,0.003527337,0.014109347,0.001763668,0.001763668,0,0,0,0.001763668,0,0,0.001763668,0.007054674,0.003527337,0.003527337,0.001763668,0,0.012345679,0.044091711,0.007054674,0.433862434,0,0,0.231040564,0,0,0,0,0.038800705,0.003527337,0,0.001763668,0,0.003527337,0,0,0,0,0,0,0,0,0,0,0.001763668,0,0,0,0,0,0,0.031746032,0.008818342,0,0,0.001763668,0.001763668,0.001763668,0,0,0,0,0,0
60,562,0,0,0.003629764,0.010889292,0,0.007259528,0,0.058076225,0,0.014519056,0.001814882,0,0,0,0,0.003629764,0.012704174,0,0.030852995,0.001814882,0,0,0,0,0,0,0,0,0.005444646,0,0.003629764,0.003629764,0.003629764,0.001814882,0.047186933,0.00907441,0.448275862,0,0.001814882,0.24137931,0,0,0,0,0.010889292,0.003629764,0.001814882,0,0,0.001814882,0,0,0.001814882,0,0,0,0,0,0,0,0.003629764,0.001814882,0,0,0,0,0,0.047186933,0.016333938,0,0,0,0,0,0,0,0,0,0,0
64,590,0.001636661,0,0,0.008183306,0.001636661,0.01309329,0,0.093289689,0.001636661,0.008183306,0.008183306,0,0,0,0,0,0.019639935,0.001636661,0.019639935,0.001636661,0.004909984,0,0,0,0,0,0,0,0.006546645,0,0.004909984,0.004909984,0.001636661,0.001636661,0.114566285,0.004909984,0.335515548,0,0.001636661,0.279869067,0,0,0,0,0.036006547,0.001636661,0,0,0,0,0,0.001636661,0.004909984,0,0,0,0,0,0,0,0.006546645,0,0.001636661,0,0,0,0,0,0.008183306,0,0,0,0,0,0,0,0,0,0,0
68,619,0.001869159,0,0.001869159,0.003738318,0,0.009345794,0,0.071028037,0.001869159,0.009345794,0.007476636,0,0,0,0,0.003738318,0.01682243,0,0.007476636,0.001869159,0.007476636,0,0,0,0.001869159,0,0,0.001869159,0.011214953,0,0.007476636,0.003738318,0,0.003738318,0.037383178,0.007476636,0.392523364,0,0,0.257943925,0,0,0,0,0.039252336,0.001869159,0,0,0,0.001869159,0,0.001869159,0.001869159,0,0,0,0,0,0,0,0.001869159,0,0,0,0.001869159,0,0,0.071028037,0.007476636,0,0,0,0.001869159,0,0,0,0,0,0,0
72,648,0,0.001930502,0,0.003861004,0,0.013513514,0,0.057915058,0,0.023166023,0.005791506,0,0,0,0,0.003861004,0.028957529,0.001930502,0.034749035,0.005791506,0.013513514,0,0.001930502,0,0.001930502,0,0,0.001930502,0.015444015,0,0.007722008,0.005791506,0,0.007722008,0.094594595,0.005791506,0.333976834,0,0,0.223938224,0,0,0,0,0.065637066,0.005791506,0,0,0,0.003861004,0,0.003861004,0.003861004,0,0,0,0,0,0,0,0,0.001930502,0,0,0,0,0,0,0.017374517,0,0,0,0,0,0.001930502,0,0,0,0,0
76,677,0,0,0,0.007722008,0,0.013513514,0,0.092664093,0.001930502,0.019305019,0.003861004,0,0,0,0,0.003861004,0.011583012,0,0.021235521,0.001930502,0.00965251,0,0,0,0,0,0,0,0.003861004,0,0.007722008,0,0.001930502,0.001930502,0.046332046,0.005791506,0.378378378,0,0.001930502,0.208494208,0,0,0,0,0.044401544,0.003861004,0,0,0,0,0,0,0.003861004,0,0,0,0,0,0,0.001930502,0,0,0,0,0,0,0,0.092664093,0.00965251,0,0,0,0,0,0,0,0,0,0,0
80,708,0.001689189,0,0,0.005067568,0,0.008445946,0,0.045608108,0,0.027027027,0.003378378,0,0,0,0,0,0.010135135,0.003378378,0.02027027,0.006756757,0.001689189,0,0,0,0,0,0,0,0.030405405,0,0,0.005067568,0.001689189,0.006756757,0.101351351,0.008445946,0.331081081,0.001689189,0,0.239864865,0,0,0,0,0.033783784,0.006756757,0,0,0,0,0,0.001689189,0.001689189,0,0,0,0,0,0,0,0.003378378,0,0,0,0,0,0,0.069256757,0.018581081,0,0,0,0.003378378,0,0,0.001689189,0,0,0,0
84,748,0,0,0.003663004,0.001831502,0,0.005494505,0,0.087912088,0.003663004,0.018315018,0.001831502,0,0,0,0,0.003663004,0.005494505,0.005494505,0.027472527,0,0.007326007,0,0,0,0.001831502,0,0,0,0.027472527,0,0.010989011,0.005494505,0.001831502,0.001831502,0.023809524,0.012820513,0.351648352,0.003663004,0,0.294871795,0,0,0.001831502,0,0.038461538,0.003663004,0,0,0,0,0,0,0.007326007,0,0,0,0,0,0,0,0.003663004,0,0,0,0.001831502,0,0,0.031135531,0.001831502,0,0,0,0,0,0,0.001831502,0,0,0,0
88,787,0,0,0.003231018,0.011308562,0,0.001615509,0,0.082390953,0.003231018,0.022617124,0.009693053,0,0,0,0,0,0.01453958,0,0.011308562,0,0.003231018,0,0,0,0,0,0,0,0.032310178,0,0.004846527,0,0,0.003231018,0.117932149,0.009693053,0.331179321,0.003231018,0,0.279483037,0,0,0.001615509,0,0.027463651,0.006462036,0,0,0,0.003231018,0,0,0.003231018,0,0,0,0,0,0,0,0.004846527,0,0,0,0,0,0,0,0.003231018,0,0,0,0,0,0,0.003231018,0,0.001615509,0,0
92,827,0,0.001904762,0.001904762,0.001904762,0,0.00952381,0,0.057142857,0,0.013333333,0.005714286,0,0,0,0,0,0.007619048,0,0.022857143,0,0.003809524,0,0,0,0.001904762,0,0,0,0.019047619,0,0.003809524,0,0,0.003809524,0.04,0,0.377142857,0,0,0.274285714,0,0,0,0,0.041904762,0.003809524,0,0,0,0.001904762,0,0.001904762,0,0,0,0,0,0,0,0,0.007619048,0,0,0,0,0,0.001904762,0.08952381,0.005714286,0,0,0,0,0,0,0,0,0,0,0
96,867,0,0,0.007648184,0.001912046,0,0.009560229,0,0.091778203,0,0.011472275,0.001912046,0,0,0.001912046,0,0,0.005736138,0.003824092,0.043977055,0.001912046,0.001912046,0,0.003824092,0.001912046,0.001912046,0,0,0,0.013384321,0.003824092,0.001912046,0,0,0.003824092,0.053537285,0.019120459,0.401529637,0,0,0.252390057,0,0,0,0,0.03250478,0.007648184,0,0,0,0,0,0.003824092,0.003824092,0,0,0,0,0,0,0,0.001912046,0,0,0,0,0,0,0,0.007648184,0,0,0,0,0,0,0.001912046,0,0,0,0
100,907,0,0,0.003656307,0.007312614,0,0.003656307,0,0.060329068,0.001828154,0.02559415,0.009140768,0,0,0,0,0.001828154,0.020109689,0.001828154,0.02559415,0,0.007312614,0,0,0,0,0,0,0.001828154,0.014625229,0,0.007312614,0.005484461,0,0.005484461,0.020109689,0.014625229,0.334552102,0.003656307,0,0.283363803,0,0,0,0,0.040219378,0.003656307,0,0.001828154,0,0.003656307,0,0,0,0,0,0,0,0,0,0,0.003656307,0,0,0,0.001828154,0,0,0.073126143,0.009140768,0,0,0,0.001828154,0,0,0.001828154,0,0,0,0
104,946,0,0,0,0.015065913,0,0.011299435,0,0.086629002,0.003766478,0.013182674,0.001883239,0,0.001883239,0,0,0,0.016949153,0.007532957,0.028248588,0.005649718,0.005649718,0,0,0,0,0,0,0.001883239,0.026365348,0,0.009416196,0,0,0.003766478,0.084745763,0.020715631,0.316384181,0,0,0.276836158,0,0,0,0,0.030131827,0.005649718,0,0,0,0.003766478,0,0,0.005649718,0,0,0,0,0,0,0,0.005649718,0,0,0,0,0.001883239,0,0,0.005649718,0.001883239,0,0.001883239,0,0,0,0,0,0,0,0
108,986,0,0.002152853,0.001076426,0.020452099,0.002152853,0.010764263,0,0.108719053,0.003229279,0.011840689,0.006458558,0,0,0.001076426,0,0.006458558,0.010764263,0.002152853,0.021528525,0.004305705,0.00861141,0,0,0.001076426,0.001076426,0,0,0,0.033369214,0.002152853,0.011840689,0.003229279,0,0.002152853,0.029063509,0.006458558,0.367061356,0.001076426,0,0.191603875,0,0,0.001076426,0.001076426,0.045209903,0.005382131,0,0,0,0.002152853,0,0,0.002152853,0,0,0.001076426,0,0,0,0,0.004305705,0.001076426,0,0,0,0,0,0.047362756,0.011840689,0,0.002152853,0,0,0,0,0,0,0.003229279,0,0
112,1026,0,0.001779359,0.001779359,0.008896797,0,0.010676157,0,0.071174377,0.003558719,0.017793594,0.001779359,0,0,0,0,0,0.007117438,0,0.039145907,0.003558719,0.008896797,0,0,0,0.001779359,0,0,0,0.026690391,0,0,0,0,0.005338078,0.106761566,0.023131673,0.348754448,0,0.005338078,0.247330961,0,0,0,0,0.042704626,0.003558719,0,0,0,0,0,0,0.001779359,0,0,0,0,0,0,0,0.003558719,0,0,0,0,0,0,0,0.007117438,0,0,0,0,0,0,0,0,0,0,0
120,1119,0,0,0,0.003552398,0,0.007104796,0,0.08348135,0.005328597,0.017761989,0.005328597,0,0,0,0,0.008880995,0.003552398,0.007104796,0.037300178,0.003552398,0.008880995,0,0,0.001776199,0,0,0,0,0.017761989,0,0.007104796,0.001776199,0,0.008880995,0.040852575,0.001776199,0.369449378,0,0,0.25044405,0,0,0.001776199,0,0.037300178,0.003552398,0,0,0,0.001776199,0,0.001776199,0.003552398,0,0,0,0,0,0,0,0.001776199,0.001776199,0,0,0,0,0,0.044404973,0.010657194,0,0,0,0,0,0,0,0,0,0,0
128,1214,0,0,0,0.003389831,0,0.001694915,0.003389831,0.057627119,0,0.008474576,0.001694915,0,0,0,0,0.010169492,0.006779661,0.001694915,0.025423729,0,0.001694915,0.003389831,0,0,0.001694915,0,0,0,0.016949153,0,0.005084746,0,0,0.001694915,0.054237288,0.010169492,0.384745763,0.003389831,0.001694915,0.240677966,0,0,0,0,0.020338983,0.008474576,0,0,0,0.001694915,0,0.003389831,0,0,0,0,0,0,0,0.003389831,0.005084746,0,0,0,0,0,0,0.105084746,0.005084746,0,0,0,0,0,0,0.001694915,0,0,0,0
136,1310,0,0,0.001838235,0.001838235,0,0.007352941,0,0.0625,0.001838235,0.020220588,0,0,0,0,0,0.005514706,0.005514706,0.003676471,0.023897059,0,0.003676471,0.001838235,0,0,0,0,0,0,0.007352941,0.001838235,0.007352941,0,0,0,0.036764706,0.005514706,0.450367647,0.001838235,0.003676471,0.237132353,0.001838235,0,0,0,0.020220588,0.009191176,0,0,0,0.001838235,0,0,0.003676471,0,0,0,0,0,0,0,0.003676471,0,0,0,0,0,0,0.055147059,0.012867647,0,0,0,0,0,0,0,0,0,0,0
