"sample.depths","sample.ages","Artemisia","Betula","Corylus","Cupressaceae","Cyperaceae","Ericaceae","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Pinus.undiff.","Salix","Asteraceae.subf..Asteroideae.undiff.","Alnus.incana","Ambrosia","Alnus.viridis","Amaranthaceae","Poaceae","Oxyria.digyna","Tsuga","Plantago","Ulmus","Fabaceae","Fraxinus","Quercus","Thalictrum","Myrica","Epilobium","Larix","Rosaceae.undiff.","Rubus.chamaemorus","Ostrya","Populus","Cornus.canadensis","Acer","Rubiaceae","Platanus","Abies","Caryophyllaceae","Saxifragaceae","Brassicaceae","Fagus","Rumex"
100,6083,0.0202020202020202,0.271464646464646,0,0.00252525252525253,0.0580808080808081,0.0492424242424242,0.156565656565657,0.0176767676767677,0.00126262626262626,0.00252525252525253,0.0113636363636364,0.00631313131313131,0.0101010101010101,0.00378787878787879,0.358585858585859,0.00505050505050505,0.0227272727272727,0,0,0,0,0,0,0.00126262626262626,0,0,0,0.00126262626262626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,6177,0.00966183574879227,0.433402346445825,0,0.00276052449965493,0.0400276052449966,0.0345065562456867,0.111801242236025,0.00138026224982747,0,0.000690131124913734,0.0124223602484472,0.00138026224982747,0.0082815734989648,0.0082815734989648,0.309178743961353,0.00276052449965493,0.0179434092477571,0,0,0.00276052449965493,0,0,0,0,0.00138026224982747,0.00138026224982747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6319,0.0141043723554302,0.396332863187588,0,0.00141043723554302,0.0592383638928068,0.0535966149506347,0.136107193229901,0.00705218617771509,0,0.000705218617771509,0.0112834978843441,0.00705218617771509,0.00423131170662906,0.00423131170662906,0.289139633286319,0,0.0112834978843441,0,0,0.00282087447108604,0,0,0,0,0,0,0.00141043723554302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,6413,0.0140280561122244,0.362725450901804,0,0.00200400801603206,0.0741482965931864,0.0340681362725451,0.1312625250501,0,0,0.0030060120240481,0.0200400801603206,0.00400801603206413,0.00200400801603206,0.00601202404809619,0.316633266533066,0.00200400801603206,0.0220440881763527,0,0,0,0.00200400801603206,0,0.00200400801603206,0,0,0,0.00200400801603206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6554,0.0140056022408964,0.445378151260504,0,0,0.0448179271708683,0.0266106442577031,0.0931372549019608,0.00840336134453781,0.00280112044817927,0.00210084033613445,0.015406162464986,0.00140056022408964,0.0140056022408964,0.00560224089635854,0.302521008403361,0,0.015406162464986,0,0,0,0.00140056022408964,0,0.00280112044817927,0,0,0.00140056022408964,0,0.00140056022408964,0,0,0,0,0,0,0,0,0,0,0,0.00140056022408964,0,0
124,6649,0.0090978013646702,0.400303260045489,0,0,0.0955269143290371,0.0318423047763457,0.11144806671721,0.00303260045489007,0,0,0.0242608036391205,0.00606520090978014,0.00758150113722517,0.0045489006823351,0.283548142532221,0.0045489006823351,0.0151630022744503,0,0,0,0,0,0,0,0,0.00303260045489007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,6790,0.0265906932573599,0.355175688509022,0,0.0056980056980057,0.127255460588794,0.0265906932573599,0.11301044634378,0.0113960113960114,0,0.0056980056980057,0.0379867046533713,0.00189933523266857,0.00949667616334283,0.00379867046533713,0.246913580246914,0.00379867046533713,0.0208926875593542,0,0,0,0,0,0.00379867046533713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,6931,0.0405405405405405,0.16988416988417,0,0.00386100386100386,0.202702702702703,0.0193050193050193,0.226833976833977,0.00965250965250965,0,0.000965250965250965,0.0463320463320463,0.00193050193050193,0.00772200772200772,0.00579150579150579,0.227799227799228,0.00579150579150579,0.0193050193050193,0,0,0.00193050193050193,0.00193050193050193,0,0,0.00193050193050193,0,0.00193050193050193,0,0,0,0.00193050193050193,0,0,0,0,0,0,0,0,0,0,0.00193050193050193,0
140,NA,0.0581395348837209,0.174418604651163,0,0.00193798449612403,0.178294573643411,0.0135658914728682,0.238372093023256,0.0155038759689922,0,0.00193798449612403,0.0581395348837209,0.00581395348837209,0.00387596899224806,0.0116279069767442,0.191860465116279,0.00775193798449612,0.0251937984496124,0,0,0.00387596899224806,0.00387596899224806,0,0,0.00193798449612403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193798449612403,0,0,0.00193798449612403,0
144,NA,0.0465116279069767,0.15742397137746,0,0.0071556350626118,0.153846153846154,0.0071556350626118,0.220035778175313,0.0107334525939177,0.0071556350626118,0.00894454382826476,0.0554561717352415,0.00536672629695885,0.0125223613595707,0.0286225402504472,0.203935599284436,0.0196779964221825,0.037567084078712,0,0,0.00178890876565295,0.0071556350626118,0,0.00178890876565295,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0.00178890876565295,0,0,0,0.00178890876565295,0,0.00178890876565295
