"sample.depths","sample.ages","Acer.rubrum","Artemisia","Betula","Carya","Cephalanthus","Amaranthaceae.undiff.","Corylus","Cupressaceae","Cyperaceae","Fagus","Poaceae.undiff.","Juglans.nigra","Asteraceae.subf..Cichorioideae","Ostrya.Carpinus","Picea","Quercus","Tsuga","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Ambrosia","Fraxinus.americana.type","Pinus","Populus","Ranunculus","Acer.saccharum","Salix","Tilia","Brassicaceae","Rosaceae","Fraxinus.undiff.","Platanus","Shepherdia.canadensis","Apiaceae","Alnus","Plantago","Fraxinus.nigra","Acer.negundo","Impatiens","Larix","Liquidambar","Nyssa","Rumex","Thalictrum","Vitis","Fabaceae","Polygonum","Rubiaceae.undiff.","Sarcobatus.vermiculatus","Taxus","Cornus","Abies","Celtis","Humulus","Arceuthobium","Juglans.cinerea","Zea.mays","Castanea","Lamiaceae","Xanthium","Shepherdia.argentea","Iva.xanthifolia"
860,3619,0,0,0.050314465408805,0.0125786163522013,0,0.00628930817610063,0.0125786163522013,0.00628930817610063,0,0.0566037735849057,0.29559748427673,0.00628930817610063,0,0.0188679245283019,0,0.144654088050314,0.00628930817610063,0,0.0566037735849057,0.00628930817610063,0.00628930817610063,0.132075471698113,0,0,0.0440251572327044,0.00628930817610063,0.00628930817610063,0,0,0.0377358490566038,0,0,0,0.0377358490566038,0,0.0314465408805031,0,0,0,0,0,0,0.00628930817610063,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0,0,0,0,0
880,3718,0,0,0.0466321243523316,0.0103626943005181,0,0,0,0.00518134715025907,0.0414507772020725,0.0414507772020725,0.367875647668394,0,0,0.00518134715025907,0.00518134715025907,0.0569948186528497,0,0,0.0414507772020725,0.00518134715025907,0.00518134715025907,0.238341968911917,0,0,0.0310880829015544,0,0.0207253886010363,0,0,0.0207253886010363,0,0,0,0.0259067357512953,0,0.0155440414507772,0,0,0,0,0,0,0.00518134715025907,0,0,0,0,0,0,0,0,0,0,0,0.0103626943005181,0,0,0,0,0,0
900,3796,0,0,0.0099009900990099,0,0,0,0.0033003300330033,0.0495049504950495,0.0099009900990099,0.0264026402640264,0.64026402640264,0,0,0.0099009900990099,0,0.0462046204620462,0,0.0099009900990099,0.0231023102310231,0.0033003300330033,0,0.099009900990099,0,0,0.0363036303630363,0.0066006600660066,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0.0099009900990099,0,0.0033003300330033,0,0,0.0033003300330033,0,0,0,0,0.0033003300330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,3855,0,0.00806451612903226,0.032258064516129,0.0161290322580645,0.00806451612903226,0,0.00806451612903226,0.0564516129032258,0.064516129032258,0.0483870967741935,0.0483870967741935,0,0,0.00806451612903226,0,0.0725806451612903,0.00806451612903226,0.0241935483870968,0.0564516129032258,0.00806451612903226,0.0241935483870968,0.258064516129032,0,0,0.0887096774193548,0.00806451612903226,0.032258064516129,0,0,0.0403225806451613,0.0403225806451613,0,0,0,0,0.0161290322580645,0.00806451612903226,0,0,0,0,0,0,0.00806451612903226,0,0,0,0,0,0,0,0,0,0,0.00806451612903226,0,0,0,0,0,0
940,3915,0,0,0.0215827338129496,0.0287769784172662,0,0,0.00719424460431655,0.00719424460431655,0.0287769784172662,0.115107913669065,0.122302158273381,0.00719424460431655,0,0.0359712230215827,0,0.158273381294964,0,0.00719424460431655,0.079136690647482,0.0215827338129496,0.00719424460431655,0.201438848920863,0.00719424460431655,0.00719424460431655,0.0143884892086331,0,0,0,0.00719424460431655,0.0359712230215827,0.0215827338129496,0,0,0.0215827338129496,0,0.0287769784172662,0,0,0,0,0,0,0.00719424460431655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,3974,0,0,0.0256410256410256,0.00854700854700855,0,0,0,0.00854700854700855,0.00854700854700855,0.0427350427350427,0.0341880341880342,0,0,0.0512820512820513,0,0.170940170940171,0.0170940170940171,0,0.0683760683760684,0.00854700854700855,0.0256410256410256,0.324786324786325,0,0,0.0427350427350427,0.0170940170940171,0,0,0,0.0683760683760684,0,0,0,0.0256410256410256,0,0.0427350427350427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854700854700855,0,0,0,0,0,0
980,4033,0,0.00574712643678161,0.028735632183908,0.00574712643678161,0,0,0.00574712643678161,0.0862068965517241,0.0344827586206897,0.0229885057471264,0.310344827586207,0,0,0.00574712643678161,0,0.0977011494252874,0.0172413793103448,0,0.028735632183908,0.00574712643678161,0,0.218390804597701,0.00574712643678161,0,0.0574712643678161,0,0.0114942528735632,0,0,0.0172413793103448,0.00574712643678161,0,0,0.0114942528735632,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,4093,0,0,0.012987012987013,0,0,0,0.00324675324675325,0.0487012987012987,0.126623376623377,0.0064935064935065,0.519480519480519,0,0,0.0064935064935065,0,0.0649350649350649,0,0.0162337662337662,0.0064935064935065,0,0.00324675324675325,0.116883116883117,0,0,0.0324675324675325,0,0.00324675324675325,0,0,0.00974025974025974,0.0064935064935065,0,0,0.00324675324675325,0,0.0064935064935065,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0.00324675324675325,0,0,0,0,0,0,0,0,0
1040,NA,0,0,0.0584415584415584,0.0194805194805195,0,0,0.012987012987013,0.012987012987013,0.175324675324675,0.012987012987013,0.136363636363636,0,0,0,0,0.0844155844155844,0.0064935064935065,0.0064935064935065,0.012987012987013,0,0.0064935064935065,0.305194805194805,0,0,0.0779220779220779,0,0.0324675324675325,0,0,0.0064935064935065,0.0064935064935065,0,0,0.0064935064935065,0,0,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0,0,0,0,0,0.0064935064935065,0,0,0,0,0,0,0,0.0064935064935065
1060,NA,0,0,0.0147058823529412,0.00735294117647059,0,0,0,0.0955882352941176,0.0661764705882353,0.0147058823529412,0.147058823529412,0,0,0,0,0.125,0.0735294117647059,0.00735294117647059,0.0220588235294118,0.0294117647058824,0.0147058823529412,0.205882352941176,0.00735294117647059,0,0.088235294117647,0,0.0220588235294118,0,0,0,0.0220588235294118,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00735294117647059,0,0,0,0,0,0
1080,NA,0.0043956043956044,0.0021978021978022,0.0483516483516484,0.0153846153846154,0,0,0,0.0021978021978022,0.0131868131868132,0.0417582417582418,0.520879120879121,0.0043956043956044,0,0.0153846153846154,0.0021978021978022,0.0571428571428571,0.00879120879120879,0.0043956043956044,0.0263736263736264,0.0043956043956044,0.00659340659340659,0.131868131868132,0,0.0021978021978022,0.0351648351648352,0.00659340659340659,0.0153846153846154,0,0,0.0131868131868132,0,0,0,0.00659340659340659,0,0.00659340659340659,0.0043956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
