"sample.depths","sample.ages","Abies","Betula","Carya","Castanea","Cupressaceae","Fagus","Fraxinus.undiff.","Ostrya.Carpinus","Picea","Platanus","Quercus","Tsuga","Ulmus","Alnus","Ambrosia","Fraxinus.americana.type","Populus","Poaceae","Acer.saccharum","Ilex.Nemopanthus","Pinus.strobus","Pinus.banksiana.P..resinosa","Fraxinus.nigra","Corylus","Cyperaceae","Larix","Amorpha","Asteraceae.subf..Asteroideae.undiff.","Juglans.cinerea","Myrica","Artemisia","Tilia","Salix","Ephedra.torreyana.type","Amaranthaceae","Acer.rubrum","Juglans.nigra"
110,3894,0,0.0878048780487805,0,0,0.0390243902439024,0.0439024390243902,0.024390243902439,0.0146341463414634,0.0097560975609756,0.0048780487804878,0.0439024390243902,0.0292682926829268,0.0195121951219512,0.0048780487804878,0,0,0,0,0.0146341463414634,0,0.536585365853659,0.102439024390244,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,4146,0,0.094059405940594,0,0,0.0297029702970297,0.0297029702970297,0.0099009900990099,0.0297029702970297,0.0099009900990099,0,0.0495049504950495,0.0247524752475248,0.00495049504950495,0.0148514851485149,0,0.00495049504950495,0.00495049504950495,0,0.0247524752475248,0,0.628712871287129,0.0297029702970297,0.00495049504950495,0,0,0,0,0,0,0,0,0,0.00495049504950495,0,0,0,0
130,4398,0,0.0891089108910891,0,0,0.0247524752475248,0.0346534653465347,0.0099009900990099,0.0198019801980198,0.0099009900990099,0,0.0742574257425743,0.0247524752475248,0.0099009900990099,0.0198019801980198,0,0,0.00495049504950495,0,0.0198019801980198,0,0.623762376237624,0.0198019801980198,0.00495049504950495,0,0,0,0,0,0.00495049504950495,0,0,0,0,0.00495049504950495,0,0,0
140,4650,0.00490196078431373,0.107843137254902,0,0,0.0196078431372549,0.00490196078431373,0.0294117647058824,0.00490196078431373,0,0.00490196078431373,0.0686274509803922,0.0196078431372549,0.0392156862745098,0.00980392156862745,0.00490196078431373,0.0147058823529412,0,0,0.0245098039215686,0,0.573529411764706,0.0441176470588235,0.0147058823529412,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0
150,4902,0,0.0628019323671498,0.00483091787439614,0,0.0386473429951691,0.00966183574879227,0.0289855072463768,0.00966183574879227,0.00483091787439614,0,0.0483091787439614,0.0241545893719807,0.0338164251207729,0.0144927536231884,0.00483091787439614,0.00966183574879227,0.00483091787439614,0.00483091787439614,0.00483091787439614,0,0.642512077294686,0.0144927536231884,0.0193236714975845,0,0,0,0,0,0,0,0,0.00483091787439614,0.00966183574879227,0,0,0,0
160,5154,0,0.0646766169154229,0,0,0.0199004975124378,0.0099502487562189,0.00497512437810945,0.0199004975124378,0.0099502487562189,0,0.0597014925373134,0.0199004975124378,0.00497512437810945,0.0199004975124378,0,0,0,0.00497512437810945,0.0099502487562189,0,0.711442786069652,0.0248756218905473,0.00497512437810945,0,0,0,0,0.00497512437810945,0,0,0.00497512437810945,0,0,0,0,0,0
170,5406,0,0.119402985074627,0.00497512437810945,0,0.0199004975124378,0.0248756218905473,0.00497512437810945,0.0149253731343284,0.00497512437810945,0.00497512437810945,0.0646766169154229,0.0348258706467662,0.00497512437810945,0.00497512437810945,0,0,0,0.00497512437810945,0.0149253731343284,0,0.611940298507463,0.054726368159204,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,5627,0,0.113861386138614,0,0,0.0099009900990099,0.0198019801980198,0.0099009900990099,0.00495049504950495,0.0099009900990099,0.00495049504950495,0.0693069306930693,0.0594059405940594,0.0198019801980198,0.0297029702970297,0,0.00495049504950495,0,0.00495049504950495,0.0198019801980198,0,0.53960396039604,0.0495049504950495,0.00495049504950495,0,0.00495049504950495,0.00495049504950495,0,0,0.00495049504950495,0,0.00495049504950495,0,0,0,0.00495049504950495,0,0
190,5817,0,0.0845771144278607,0,0,0.0149253731343284,0.0199004975124378,0.00497512437810945,0,0.0099502487562189,0,0.0348258706467662,0.124378109452736,0.0149253731343284,0.0099502487562189,0,0.00497512437810945,0,0,0,0,0.562189054726368,0.104477611940299,0,0,0.00497512437810945,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0
200,6007,0,0.09,0.005,0,0.005,0.01,0,0.01,0,0,0.04,0.075,0.02,0.005,0.005,0,0.005,0,0.03,0,0.6,0.09,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0.005,0
210,6197,0,0.087378640776699,0,0,0.029126213592233,0.0145631067961165,0.0194174757281553,0,0.00970873786407767,0,0.0631067961165049,0.106796116504854,0.0145631067961165,0.00970873786407767,0,0,0,0,0.0145631067961165,0,0.543689320388349,0.0533980582524272,0.0194174757281553,0,0,0.00485436893203883,0,0,0,0,0,0.00485436893203883,0,0,0.00485436893203883,0,0
220,6386,0,0.0447761194029851,0,0,0.0199004975124378,0.0149253731343284,0.00497512437810945,0,0.0099502487562189,0.0099502487562189,0.0298507462686567,0.099502487562189,0.0099502487562189,0.00497512437810945,0.00497512437810945,0,0,0,0.0099502487562189,0,0.63681592039801,0.0796019900497512,0.00497512437810945,0,0.0149253731343284,0,0,0,0,0,0,0,0,0,0,0,0
230,6576,0.00495049504950495,0.0495049504950495,0,0,0.0346534653465347,0.0346534653465347,0.0099009900990099,0.00495049504950495,0,0.00495049504950495,0.0396039603960396,0.0693069306930693,0.0099009900990099,0.0099009900990099,0,0.0099009900990099,0.0099009900990099,0,0.0099009900990099,0,0.608910891089109,0.0841584158415842,0,0,0,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0
240,6766,0,0.0541871921182266,0.00492610837438424,0,0.00492610837438424,0.00985221674876847,0.0147783251231527,0.00985221674876847,0.0197044334975369,0,0.0443349753694581,0.0541871921182266,0.00492610837438424,0,0,0,0.00492610837438424,0,0.0147783251231527,0.00492610837438424,0.620689655172414,0.108374384236453,0.0147783251231527,0,0,0,0,0,0.00492610837438424,0,0,0.00492610837438424,0,0,0,0,0
250,6956,0.00490196078431373,0.0833333333333333,0.00490196078431373,0,0.0147058823529412,0.0147058823529412,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0245098039215686,0.0441176470588235,0.00980392156862745,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.00490196078431373,0.00490196078431373,0.0245098039215686,0,0.588235294117647,0.0686274509803922,0.00490196078431373,0,0,0,0,0,0,0,0,0.00980392156862745,0,0,0,0,0
260,7146,0,0.0544554455445545,0.00495049504950495,0,0.0099009900990099,0.0247524752475248,0.0099009900990099,0.0099009900990099,0.0099009900990099,0.0148514851485149,0.0544554455445545,0.0544554455445545,0.0198019801980198,0.0247524752475248,0,0,0,0.00495049504950495,0.0247524752475248,0.00495049504950495,0.594059405940594,0.0495049504950495,0.0099009900990099,0,0,0,0,0.0099009900990099,0,0,0,0.00495049504950495,0,0,0.00495049504950495,0,0
270,7336,0.00497512437810945,0.0298507462686567,0.00497512437810945,0,0.00497512437810945,0.0199004975124378,0.00497512437810945,0.0298507462686567,0,0,0.0398009950248756,0.0298507462686567,0.00497512437810945,0.0149253731343284,0,0.00497512437810945,0.00497512437810945,0,0.0199004975124378,0,0.696517412935323,0.0746268656716418,0,0,0.00497512437810945,0.00497512437810945,0,0,0,0,0,0,0,0,0,0,0
280,7526,0.0148514851485149,0.0643564356435644,0.00495049504950495,0,0.00495049504950495,0.0148514851485149,0.0099009900990099,0.0495049504950495,0,0.0099009900990099,0.0544554455445545,0.0099009900990099,0.0148514851485149,0,0,0,0,0,0.0148514851485149,0,0.668316831683168,0.0445544554455446,0.0099009900990099,0,0,0,0,0,0.00495049504950495,0,0,0,0.00495049504950495,0,0,0,0
290,NA,0,0.0396039603960396,0,0,0.00495049504950495,0,0.0099009900990099,0.0198019801980198,0.00495049504950495,0.0099009900990099,0.0544554455445545,0.0099009900990099,0.0198019801980198,0,0,0.0099009900990099,0.00495049504950495,0,0.00495049504950495,0,0.707920792079208,0.0891089108910891,0,0.00495049504950495,0.00495049504950495,0,0,0,0,0,0,0,0,0,0,0,0
300,NA,0,0.024390243902439,0,0,0.0195121951219512,0.0048780487804878,0.024390243902439,0.0097560975609756,0,0,0.0682926829268293,0,0.0097560975609756,0.0097560975609756,0.0146341463414634,0.024390243902439,0,0,0.0048780487804878,0,0.658536585365854,0.097560975609756,0,0,0,0.0097560975609756,0,0,0,0.0048780487804878,0.0048780487804878,0,0,0,0.0048780487804878,0,0.0048780487804878
310,NA,0,0.0637254901960784,0.0147058823529412,0,0,0.00490196078431373,0.0196078431372549,0.0147058823529412,0.00980392156862745,0,0.0294117647058824,0,0.0196078431372549,0.00490196078431373,0,0.00980392156862745,0.00490196078431373,0,0.00490196078431373,0,0.568627450980392,0.215686274509804,0.00980392156862745,0,0,0,0,0,0,0,0.00490196078431373,0,0,0,0,0,0
