"sample.depths","sample.ages","Abies","Acer.saccharum.type","Acer.rubrum","Alnus.viridis.type","Alnus.undiff.","Ambrosia.type","Artemisia","Betula","Amaranthaceae.undiff.","Cupressaceae","Cyperaceae","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Quercus","Salix","Trees.undiff.","Tsuga","Ulmus","Fraxinus","Pinus","Populus","Carya","Herbs.undiff.","Rumex","Acer.saccharinum.type","Shrubs.undiff.","Tilia","Myricaceae","Rosaceae","Corylus","Acer.undiff.","Ericaceae","Shepherdia","Juglans","Morus","Sarcobatus.vermiculatus"
235,8243,0.00997150997150997,0.00142450142450142,0,0.00925925925925926,0.0056980056980057,0.00641025641025641,0.0128205128205128,0.0641025641025641,0.000712250712250712,0.00427350427350427,0.0170940170940171,0.00498575498575499,0.0056980056980057,0.0170940170940171,0.222222222222222,0.037037037037037,0,0.0106837606837607,0.00142450142450142,0,0,0.00854700854700855,0.00498575498575499,0.542735042735043,0.00356125356125356,0.00142450142450142,0.00356125356125356,0,0,0.00142450142450142,0,0.00142450142450142,0,0,0,0,0,0.000712250712250712,0.000712250712250712,0
245,8430,0,0.00382409177820268,0,0.011472275334608,0.00573613766730402,0.0095602294455067,0.0267686424474187,0.0439770554493308,0.00382409177820268,0.00382409177820268,0.0248565965583174,0,0.00191204588910134,0.017208413001912,0.15678776290631,0.105162523900574,0,0.011472275334608,0,0,0,0.0133843212237094,0.00191204588910134,0.546845124282983,0.00382409177820268,0.00191204588910134,0.00191204588910134,0,0,0.00191204588910134,0,0,0,0.00191204588910134,0,0,0,0,0,0
260,8712,0,0,0,0.00789473684210526,0.00526315789473684,0.00263157894736842,0.0342105263157895,0.0236842105263158,0.00263157894736842,0,0.00263157894736842,0,0,0.00526315789473684,0.0736842105263158,0.205263157894737,0,0.0157894736842105,0,0,0,0.0131578947368421,0,0.6,0.00263157894736842,0,0.00526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0
275,8984,0,0,0,0.00441501103752759,0.00441501103752759,0.011037527593819,0.00441501103752759,0.0242825607064018,0.00662251655629139,0,0.0838852097130243,0,0,0.0286975717439294,0.0419426048565121,0.154525386313466,0,0.011037527593819,0.0022075055187638,0,0,0.00441501103752759,0,0.613686534216336,0.0022075055187638,0,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0,0,0
285,9142,0.0024390243902439,0,0,0.0048780487804878,0.0048780487804878,0,0.0219512195121951,0.024390243902439,0.0024390243902439,0.0024390243902439,0.0121951219512195,0,0.0024390243902439,0.0268292682926829,0.0292682926829268,0.217073170731707,0.0024390243902439,0.0146341463414634,0.0048780487804878,0,0,0.0097560975609756,0,0.607317073170732,0.0048780487804878,0,0.0048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0
290,9221,0,0,0,0.00197628458498024,0,0,0.0158102766798419,0.0138339920948617,0.00395256916996047,0,0.0118577075098814,0,0,0.0276679841897233,0.0237154150197628,0.1699604743083,0,0.0177865612648221,0.00197628458498024,0,0,0.0118577075098814,0.00592885375494071,0.685770750988142,0.00197628458498024,0,0.00395256916996047,0,0,0,0,0,0.00197628458498024,0,0,0,0,0,0,0
300,9378,0,0,0,0.0024330900243309,0.0024330900243309,0.0097323600973236,0.0194647201946472,0.0218978102189781,0,0.0024330900243309,0.0316301703163017,0,0.0072992700729927,0.0316301703163017,0.0121654501216545,0.204379562043796,0,0.0291970802919708,0.0048661800486618,0,0,0.0170316301703163,0.0024330900243309,0.579075425790754,0.0048661800486618,0,0.0072992700729927,0,0,0,0,0,0,0.0048661800486618,0,0,0,0.0024330900243309,0,0.0024330900243309
320,9693,0.00199600798403194,0,0,0,0.00199600798403194,0.00399201596806387,0.00798403193612774,0.0179640718562874,0.00399201596806387,0,0.0159680638722555,0,0.00998003992015968,0.0399201596806387,0.0139720558882236,0.141716566866267,0,0.0199600798403194,0.00399201596806387,0,0,0.0159680638722555,0.00399201596806387,0.652694610778443,0.00199600798403194,0,0.0359281437125748,0,0,0,0.00199600798403194,0,0,0,0,0,0,0.00399201596806387,0,0
325,9771,0.0023696682464455,0,0,0.0023696682464455,0,0.0118483412322275,0.0213270142180095,0.0213270142180095,0.004739336492891,0.0023696682464455,0.028436018957346,0,0.0118483412322275,0.0402843601895735,0.014218009478673,0.201421800947867,0,0.0165876777251185,0.004739336492891,0,0,0.0260663507109005,0.004739336492891,0.571090047393365,0.0023696682464455,0.0023696682464455,0.00710900473933649,0,0,0,0,0,0.0023696682464455,0,0,0,0,0,0,0
330,9850,0.00428265524625268,0,0,0,0,0.00428265524625268,0.0620985010706638,0.019271948608137,0,0.00856531049250535,0.00642398286937901,0,0.00214132762312634,0.0578158458244111,0.0149892933618844,0.0342612419700214,0,0.0107066381156317,0,0,0,0.0171306209850107,0,0.689507494646681,0.00214132762312634,0.00214132762312634,0.0620985010706638,0,0,0,0.00214132762312634,0,0,0,0,0,0,0,0,0
345,10086,0.0020746887966805,0.0020746887966805,0,0,0,0.0020746887966805,0.242738589211618,0.0145228215767635,0,0.012448132780083,0.0352697095435685,0.0020746887966805,0.0103734439834025,0.136929460580913,0.00829875518672199,0.045643153526971,0,0.0186721991701245,0.00622406639004149,0,0,0.0103734439834025,0.0103734439834025,0.365145228215768,0.00622406639004149,0.0020746887966805,0.0663900414937759,0,0,0,0,0,0,0,0,0,0,0,0,0
350,10165,0,0,0,0,0,0.00576368876080692,0.250720461095101,0.0144092219020173,0,0.00288184438040346,0.0662824207492795,0,0.00288184438040346,0.106628242074928,0.0115273775216138,0.0144092219020173,0,0.0259365994236311,0.00576368876080692,0,0,0.00576368876080692,0.00288184438040346,0.45821325648415,0.00288184438040346,0,0.0230547550432277,0,0,0,0,0,0,0,0,0,0,0,0,0
352,10196,0.00221729490022173,0,0,0.00221729490022173,0.00443458980044346,0.0133037694013304,0.0886917960088692,0.0110864745011086,0.00221729490022173,0,0.0199556541019956,0.00221729490022173,0.0110864745011086,0.0776053215077605,0.0133037694013304,0.152993348115299,0,0.0266075388026608,0.00886917960088692,0,0,0.0199556541019956,0,0.496674057649667,0.00665188470066519,0.00221729490022173,0.0354767184035477,0,0,0,0,0,0,0,0,0,0,0.00221729490022173,0,0
355,10244,0,0,0,0,0,0.00571428571428571,0.225714285714286,0.00857142857142857,0.00285714285714286,0.00571428571428571,0.0457142857142857,0,0.00285714285714286,0.145714285714286,0.00571428571428571,0.182857142857143,0,0.0228571428571429,0,0,0,0.00857142857142857,0.0114285714285714,0.185714285714286,0.00285714285714286,0,0.128571428571429,0,0,0,0,0.00285714285714286,0,0.00571428571428571,0,0,0,0,0,0
356,10259,0,0,0,0.00431034482758621,0,0.00862068965517241,0.135775862068966,0.0150862068965517,0.0021551724137931,0.0021551724137931,0.0258620689655172,0,0.0107758620689655,0.146551724137931,0.00431034482758621,0.209051724137931,0,0.0258620689655172,0.0021551724137931,0,0,0.0237068965517241,0.0021551724137931,0.211206896551724,0.0107758620689655,0.00646551724137931,0.148706896551724,0,0,0,0,0,0,0,0,0,0,0.00431034482758621,0,0
357,NA,0.00748129675810474,0.00498753117206983,0,0,0,0.00997506234413965,0.0548628428927681,0.0174563591022444,0.00249376558603491,0.00498753117206983,0.0548628428927681,0.00249376558603491,0.00997506234413965,0.211970074812968,0.00498753117206983,0.0149625935162095,0.00249376558603491,0.029925187032419,0.00748129675810474,0,0,0.0399002493765586,0.00748129675810474,0.269326683291771,0,0.00748129675810474,0.226932668329177,0,0,0,0,0,0,0.00249376558603491,0,0,0,0.00498753117206983,0,0
358,NA,0,0.00221729490022173,0,0.00221729490022173,0.00443458980044346,0.0199556541019956,0.0842572062084257,0.0199556541019956,0.00221729490022173,0.057649667405765,0.110864745011086,0,0.0110864745011086,0.12860310421286,0.00443458980044346,0.170731707317073,0,0.048780487804878,0,0,0,0.0665188470066519,0.00443458980044346,0.172949002217295,0.0288248337028825,0.00221729490022173,0.0443458980044346,0,0,0,0,0,0,0.00443458980044346,0.00221729490022173,0,0,0.00665188470066519,0,0
359,NA,0,0.0150753768844221,0,0.0100502512562814,0,0.0125628140703518,0.14321608040201,0.0376884422110553,0.0125628140703518,0.00753768844221105,0.0527638190954774,0.00251256281407035,0.00753768844221105,0.108040201005025,0.0050251256281407,0.168341708542714,0.00251256281407035,0.0603015075376884,0,0,0,0.050251256281407,0.00753768844221105,0.170854271356784,0.108040201005025,0.00251256281407035,0.0150753768844221,0,0,0,0,0,0,0,0,0,0,0,0,0
