"sample.depths","sample.ages","Abies","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cupressaceae","Cyperaceae","Fraxinus.pennsylvanica.type","Larix","Ostrya.Carpinus","Picea","Pinus.subg..Pinus","Pinus.subg..Strobus","Platanus","Quercus","Ranunculaceae.undiff.","Thalictrum","Tsuga","Ulmus","Acer","Populus","Poaceae","Amaranthaceae.undiff.","Corylus","Ericaceae","Fagus","Salix","Asteraceae.subf..Asteroideae.undiff.","Myrica","Sarcobatus.vermiculatus","Onagraceae","Fraxinus.nigra.type","Iva.xanthifolia.type","Vitis","Carya","Urtica.type","Cornus","Galium","Juglans.cinerea","Aquifoliaceae","Morus","Taxus","Plantago","Herbs.undiff.","Rosaceae.undiff.","Juglans.nigra","Cannabaceae","Iva.annua.type","Dryas.type","Tilia"
100,2460,0.0193548387096774,0.0279569892473118,0.021505376344086,0.0043010752688172,0.0064516129032258,0.152688172043011,0.0279569892473118,0.032258064516129,0.0021505376344086,0.021505376344086,0.0064516129032258,0.206451612903226,0.316129032258064,0.0838709677419355,0,0.0129032258064516,0,0,0.0021505376344086,0,0.0021505376344086,0.00860215053763441,0.0279569892473118,0,0.0021505376344086,0,0,0.0043010752688172,0.0021505376344086,0.0021505376344086,0,0,0,0,0,0.0043010752688172,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0,0,0,0
110,2706,0.0282258064516129,0.0564516129032258,0.0201612903225806,0.00403225806451613,0.00201612903225806,0.211693548387097,0.0161290322580645,0.0241935483870968,0.00201612903225806,0.0141129032258065,0.0100806451612903,0.116935483870968,0.338709677419355,0.0826612903225806,0.00403225806451613,0.0100806451612903,0,0.00201612903225806,0,0.00403225806451613,0.00201612903225806,0.00201612903225806,0.0262096774193548,0,0,0.00806451612903226,0,0.00201612903225806,0.00201612903225806,0.00201612903225806,0.00201612903225806,0,0.00604838709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2952,0.0166320166320166,0.0291060291060291,0.027027027027027,0.00415800415800416,0.00415800415800416,0.224532224532225,0.0395010395010395,0.0291060291060291,0,0.0103950103950104,0.00207900207900208,0.162162162162162,0.318087318087318,0.0893970893970894,0,0.0103950103950104,0,0,0.00207900207900208,0.00623700623700624,0,0.00415800415800416,0.0145530145530146,0,0,0,0.00207900207900208,0.00207900207900208,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,3198,0.0177165354330709,0.0708661417322835,0.0295275590551181,0.00393700787401575,0.00590551181102362,0.240157480314961,0.0137795275590551,0.0177165354330709,0,0.00984251968503937,0.00590551181102362,0.131889763779528,0.283464566929134,0.0964566929133858,0,0.00984251968503937,0,0,0.00196850393700787,0.00196850393700787,0,0.0078740157480315,0.0216535433070866,0,0.00393700787401575,0.0078740157480315,0,0.00590551181102362,0.00196850393700787,0.00196850393700787,0,0,0.00196850393700787,0,0,0,0,0,0,0,0.00196850393700787,0.00196850393700787,0.00196850393700787,0,0,0,0,0,0,0,0
140,3448,0.027027027027027,0.0415800415800416,0.0207900207900208,0.00415800415800416,0.00415800415800416,0.243243243243243,0.027027027027027,0.0187110187110187,0,0.0291060291060291,0.00207900207900208,0.112266112266112,0.251559251559252,0.172557172557173,0,0.0166320166320166,0,0,0,0.00415800415800416,0.00415800415800416,0.00207900207900208,0.00415800415800416,0.00207900207900208,0.00207900207900208,0,0.00207900207900208,0,0.00207900207900208,0.00207900207900208,0,0,0,0,0,0.00207900207900208,0,0,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0
150,3739,0.031390134529148,0.0426008968609865,0.0246636771300448,0,0.00448430493273543,0.159192825112108,0.0112107623318386,0.0224215246636771,0,0.00448430493273543,0.00224215246636771,0.18609865470852,0.304932735426009,0.143497757847534,0,0.00896860986547085,0,0,0.00224215246636771,0.00672645739910314,0,0.00224215246636771,0.0179372197309417,0.00224215246636771,0.00224215246636771,0,0.00224215246636771,0.00448430493273543,0.00448430493273543,0.00448430493273543,0,0,0.00448430493273543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,4029,0.0174825174825175,0.048951048951049,0.027972027972028,0.00524475524475524,0.006993006993007,0.27972027972028,0.0332167832167832,0.013986013986014,0,0.0157342657342657,0.00174825174825175,0.0821678321678322,0.281468531468531,0.113636363636364,0,0.00874125874125874,0,0,0,0.00874125874125874,0.0034965034965035,0.0104895104895105,0.020979020979021,0.0034965034965035,0.0034965034965035,0,0.00174825174825175,0.0034965034965035,0,0.00524475524475524,0.00174825174825175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,4319,0.0299625468164794,0.0355805243445693,0.0168539325842697,0.00374531835205993,0.00561797752808989,0.232209737827715,0.0205992509363296,0.0205992509363296,0,0.0187265917602996,0.00187265917602996,0.157303370786517,0.243445692883895,0.110486891385768,0,0.00936329588014981,0,0,0,0.00374531835205993,0,0.0318352059925094,0.0318352059925094,0.00561797752808989,0.00187265917602996,0,0.00374531835205993,0.00187265917602996,0,0.00749063670411985,0,0,0.00187265917602996,0.00187265917602996,0,0,0,0.00187265917602996,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4610,0.0114678899082569,0.0275229357798165,0.0091743119266055,0.00688073394495413,0.00458715596330275,0.245412844036697,0.055045871559633,0.0091743119266055,0,0.0137614678899083,0.00229357798165138,0.0825688073394495,0.23394495412844,0.224770642201835,0,0.0091743119266055,0,0,0,0.0091743119266055,0.00229357798165138,0.0114678899082569,0.018348623853211,0.00229357798165138,0.00229357798165138,0,0.00458715596330275,0.00229357798165138,0,0.00229357798165138,0,0,0.00229357798165138,0.00229357798165138,0,0,0,0,0.00229357798165138,0,0,0,0,0.00229357798165138,0,0,0,0,0,0,0
190,4900,0.0185185185185185,0.0385802469135802,0.0277777777777778,0.00154320987654321,0.00308641975308642,0.205246913580247,0.0308641975308642,0.0138888888888889,0.00154320987654321,0.0138888888888889,0.00308641975308642,0.087962962962963,0.274691358024691,0.192901234567901,0.00154320987654321,0.0138888888888889,0,0.00154320987654321,0.00154320987654321,0.00462962962962963,0.00308641975308642,0.0154320987654321,0.0123456790123457,0,0.00617283950617284,0,0.00154320987654321,0.00308641975308642,0.00617283950617284,0.0123456790123457,0,0,0.00308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,5191,0.0125673249551167,0.0359066427289048,0.0323159784560144,0.00179533213644524,0.00359066427289048,0.22262118491921,0.11310592459605,0.0215439856373429,0,0.0125673249551167,0,0.0915619389587074,0.215439856373429,0.159784560143627,0.00179533213644524,0.00359066427289048,0,0,0,0.00897666068222621,0.00359066427289048,0.0179533213644524,0.0179533213644524,0,0.00359066427289048,0,0,0.00179533213644524,0,0.00538599640933573,0.00179533213644524,0,0.00359066427289048,0.00179533213644524,0,0,0,0,0,0,0,0,0,0.00179533213644524,0.00179533213644524,0.00179533213644524,0,0,0,0,0
210,5481,0.0241228070175439,0.0131578947368421,0.0307017543859649,0,0.0043859649122807,0.151315789473684,0.0986842105263158,0.0109649122807018,0,0.0153508771929825,0.00219298245614035,0.0789473684210526,0.232456140350877,0.263157894736842,0.00219298245614035,0.0043859649122807,0,0.00219298245614035,0,0.0087719298245614,0.0043859649122807,0.0175438596491228,0.0043859649122807,0.00219298245614035,0,0,0.00219298245614035,0.0131578947368421,0.00219298245614035,0,0.00219298245614035,0,0.0043859649122807,0,0,0.00219298245614035,0.00219298245614035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,5772,0.0178173719376392,0.022271714922049,0.0400890868596882,0.0044543429844098,0.0089086859688196,0.175946547884187,0.102449888641425,0.0066815144766147,0,0.0155902004454343,0.0022271714922049,0.0757238307349666,0.220489977728285,0.267260579064588,0,0.0066815144766147,0,0,0,0.0044543429844098,0,0.0133630289532294,0.0066815144766147,0,0,0,0.0022271714922049,0,0.0022271714922049,0.0022271714922049,0,0,0,0,0.0022271714922049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,6047,0.00274725274725275,0.0274725274725275,0.0412087912087912,0.00274725274725275,0.00549450549450549,0.192307692307692,0.098901098901099,0.0192307692307692,0,0.0137362637362637,0.010989010989011,0.0796703296703297,0.315934065934066,0.131868131868132,0,0.0192307692307692,0,0,0.00549450549450549,0.00549450549450549,0.00274725274725275,0.00549450549450549,0.0137362637362637,0,0,0,0,0,0.00274725274725275,0.00274725274725275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,6322,0.00373831775700935,0.0299065420560748,0.0392523364485981,0.00747663551401869,0.00373831775700935,0.239252336448598,0.11588785046729,0.0242990654205607,0,0.00747663551401869,0.00373831775700935,0.0691588785046729,0.250467289719626,0.132710280373832,0,0.011214953271028,0,0,0.00186915887850467,0.00373831775700935,0.00186915887850467,0.0242990654205607,0.00373831775700935,0.00186915887850467,0.00186915887850467,0,0.00373831775700935,0,0,0.00560747663551402,0,0,0.00747663551401869,0.00186915887850467,0,0,0,0,0,0.00186915887850467,0,0,0,0,0.00186915887850467,0,0,0,0,0,0
250,6596,0.00265957446808511,0.0106382978723404,0.0292553191489362,0.00265957446808511,0.00265957446808511,0.13031914893617,0.109042553191489,0.0159574468085106,0,0.0292553191489362,0.00265957446808511,0.109042553191489,0.313829787234043,0.164893617021277,0,0.0159574468085106,0,0,0,0.0132978723404255,0,0.0212765957446809,0.0132978723404255,0,0,0,0.00265957446808511,0,0,0.00531914893617021,0,0,0.00531914893617021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,6870,0.00753295668549906,0.0188323917137476,0.0282485875706215,0.00753295668549906,0.0150659133709981,0.126177024482109,0.0696798493408663,0.00376647834274953,0,0.032015065913371,0.00376647834274953,0.0546139359698682,0.344632768361582,0.207156308851224,0,0.0112994350282486,0,0,0,0.00941619585687382,0.00376647834274953,0.0112994350282486,0.0150659133709981,0.00188323917137476,0.00188323917137476,0,0,0.00376647834274953,0.00376647834274953,0.0150659133709981,0,0,0.00188323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188323917137476,0,0,0,0
270,7145,0.00588235294117647,0.00588235294117647,0.0441176470588235,0.00588235294117647,0.00588235294117647,0.132352941176471,0.0294117647058824,0.0264705882352941,0.00294117647058824,0.0088235294117647,0.00588235294117647,0.0823529411764706,0.352941176470588,0.220588235294118,0.00588235294117647,0.0088235294117647,0,0,0,0.0147058823529412,0.00588235294117647,0.0117647058823529,0.00588235294117647,0,0.00294117647058824,0,0.00294117647058824,0.00294117647058824,0.00294117647058824,0,0,0,0.00588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,7419,0.00963391136801541,0.00192678227360308,0.0192678227360308,0.00385356454720617,0.0115606936416185,0.107899807321773,0.0115606936416185,0.0366088631984586,0,0.023121387283237,0.0115606936416185,0.10019267822736,0.385356454720617,0.171483622350674,0.00578034682080925,0.0192678227360308,0,0,0,0.0173410404624277,0.00192678227360308,0.0366088631984586,0.0173410404624277,0,0.00192678227360308,0,0.00192678227360308,0.00192678227360308,0,0,0,0,0.00192678227360308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,7694,0.00336700336700337,0.00673400673400673,0.0151515151515152,0.0218855218855219,0.00505050505050505,0.11952861952862,0.0101010101010101,0.0606060606060606,0.00168350168350168,0.0218855218855219,0.00505050505050505,0.0892255892255892,0.518518518518518,0.0218855218855219,0,0.0117845117845118,0,0,0,0.0117845117845118,0.00168350168350168,0.0353535353535354,0.0101010101010101,0.0117845117845118,0.00168350168350168,0,0.00168350168350168,0.00673400673400673,0.00505050505050505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168350168350168,0,0,0,0
297,NA,0.0154639175257732,0.00343642611683849,0.00687285223367698,0.0171821305841924,0.0120274914089347,0.125429553264605,0.00859106529209622,0.0429553264604811,0.00171821305841924,0.0240549828178694,0.013745704467354,0.104810996563574,0.457044673539519,0.0360824742268041,0.00171821305841924,0.00859106529209622,0,0,0,0.00171821305841924,0,0.070446735395189,0.013745704467354,0.00515463917525773,0.00343642611683849,0,0.00171821305841924,0.00687285223367698,0.00687285223367698,0,0,0,0.00171821305841924,0,0,0,0,0.00343642611683849,0,0,0,0,0,0,0,0,0,0.00171821305841924,0.00343642611683849,0,0
309,NA,0.0137524557956778,0.00392927308447937,0.0196463654223969,0.00589390962671906,0.0137524557956778,0.0589390962671906,0.0196463654223969,0.104125736738703,0.00196463654223969,0.0412573673870334,0.0176817288801572,0.216110019646365,0.308447937131631,0.0137524557956778,0.0117878192534381,0.0333988212180747,0,0,0,0.0255402750491159,0.00196463654223969,0.0491159135559921,0.00785854616895874,0.0117878192534381,0,0,0.00196463654223969,0.00785854616895874,0.00196463654223969,0,0,0,0.00392927308447937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196463654223969,0,0.00196463654223969,0
316,NA,0.00697674418604651,0.00232558139534884,0.027906976744186,0.0186046511627907,0.027906976744186,0.0674418604651163,0.0325581395348837,0.0558139534883721,0,0.013953488372093,0.0232558139534884,0.155813953488372,0.388372093023256,0.00930232558139535,0.00232558139534884,0.0465116279069767,0,0,0,0.0186046511627907,0.00697674418604651,0.013953488372093,0.0209302325581395,0.0302325581395349,0.00232558139534884,0,0,0.0116279069767442,0.00465116279069767,0,0,0,0.00697674418604651,0,0,0,0,0,0,0.00232558139534884,0,0,0,0,0,0,0.00232558139534884,0,0,0,0
324,NA,0.00321543408360129,0.00321543408360129,0.0128617363344051,0.00964630225080386,0.0160771704180064,0.0546623794212219,0.00321543408360129,0.12540192926045,0,0.00643086816720257,0,0.170418006430868,0.498392282958199,0.00643086816720257,0,0.00964630225080386,0,0.00321543408360129,0,0.00321543408360129,0,0.0192926045016077,0.0160771704180064,0,0.00321543408360129,0,0,0.0289389067524116,0,0,0.00321543408360129,0,0.00321543408360129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,NA,0.0037037037037037,0.0148148148148148,0.0148148148148148,0,0.0296296296296296,0.0555555555555556,0,0.0444444444444444,0,0.0111111111111111,0.00740740740740741,0.225925925925926,0.437037037037037,0,0,0.0259259259259259,0,0,0,0,0.0037037037037037,0.0148148148148148,0.0148148148148148,0.0222222222222222,0.0148148148148148,0.0148148148148148,0,0.0185185185185185,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0.00740740740740741,0,0,0,0,0,0,0,0.00740740740740741,0,0,0
340,NA,0.00338983050847458,0.0135593220338983,0.0135593220338983,0.0135593220338983,0.0305084745762712,0.0406779661016949,0.00338983050847458,0.0677966101694915,0,0.0101694915254237,0,0.223728813559322,0.440677966101695,0,0,0.0271186440677966,0,0,0,0.00338983050847458,0.00338983050847458,0.0101694915254237,0.0338983050847458,0.0135593220338983,0.00338983050847458,0.0271186440677966,0,0,0.0101694915254237,0,0,0,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338983050847458,0,0,0
350,NA,0.00743494423791822,0.00371747211895911,0.0148698884758364,0.00743494423791822,0,0.0371747211895911,0.00743494423791822,0.0855018587360595,0,0.00743494423791822,0,0.304832713754647,0.464684014869888,0,0,0.00371747211895911,0,0.00371747211895911,0.00371747211895911,0,0.00371747211895911,0,0.0223048327137546,0.0111524163568773,0.00371747211895911,0,0,0.00371747211895911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371747211895911
370,NA,0,0,0,0.03125,0,0.0625,0,0.140625,0,0.015625,0,0.25,0.421875,0,0,0,0,0,0,0.015625,0,0,0.046875,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,NA,0,0,0.0163934426229508,0,0,0,0,0.114754098360656,0,0,0,0.278688524590164,0.327868852459016,0,0,0,0,0,0,0.0163934426229508,0,0,0.114754098360656,0.0163934426229508,0,0.0655737704918033,0,0.0327868852459016,0.0163934426229508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
