"sample.depths","sample.ages","Acer.pensylvanicum","Alnus.incana.type","Alnus.viridis.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Poaceae.undiff.","Larix","Picea.mariana.type","Pinus.undiff.","Populus.balsamifera.type","Populus.tremuloides.type","Quercus","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Juniperus.type","Amaranthaceae","Abies.balsamea","Acer.saccharum","Ilex.Nemopanthus","Pinus.banksiana.type","Pinus.strobus","Rumex.type","Juniperus.communis.Thuja.occidentalis.type","Tsuga.canadensis","Picea.undiff.","Ericaceae.undiff.","Salix.undiff.","Acer.rubrum","Caryophyllaceae","Chamaedaphne.calyculata","Rubiaceae.undiff.","Thalictrum","Tilia","Rosaceae.undiff.","Cerealia","Acer.saccharinum","Corylus.cornuta","Impatiens","Ribes","Sambucus","Taxus","Fabaceae","Lamiaceae","Castanea.dentata","Potentilla.palustris.type","Carya.ovata","Picea.glauca.type","Vaccinium.uliginosum.type","Urticaceae","Cephalanthus.occidentalis","Myrica.gale","Juglans.cinerea","Juglans.nigra","Ostrya.Carpinus","Salix.herbacea.type","Acer.spicatum","Brassicaceae","Saxifragaceae","Fraxinus.americana.type","Viburnum.edule","Elymus.type"
200,3404,0,0.0416666666666667,0,0,0.00347222222222222,0.296875,0.0225694444444444,0.0798611111111111,0.0329861111111111,0.00520833333333333,0.0538194444444444,0.00868055555555556,0.00694444444444444,0.0329861111111111,0,0.00173611111111111,0.0225694444444444,0.00173611111111111,0.0225694444444444,0.0329861111111111,0,0,0.0190972222222222,0,0.0173611111111111,0.164930555555556,0,0.00347222222222222,0.105902777777778,0.00347222222222222,0,0,0.00173611111111111,0,0,0,0,0.00173611111111111,0.00173611111111111,0,0,0,0,0,0,0.00347222222222222,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00173611111111111,0,0.00173611111111111,0,0,0,0.00173611111111111,0,0,0
220,3791,0.0015527950310559,0.0419254658385093,0.0031055900621118,0.0031055900621118,0,0.231366459627329,0.0170807453416149,0.0698757763975155,0.0248447204968944,0.0015527950310559,0.0714285714285714,0.0170807453416149,0.0046583850931677,0.0807453416149068,0.0015527950310559,0.0015527950310559,0.0341614906832298,0.0015527950310559,0.0124223602484472,0.0512422360248447,0.0015527950310559,0.0015527950310559,0.0093167701863354,0.0015527950310559,0.0077639751552795,0.200310559006211,0,0.0124223602484472,0.0683229813664596,0.0015527950310559,0,0,0,0,0,0,0,0.0031055900621118,0,0,0.0093167701863354,0.0015527950310559,0.0015527950310559,0,0,0,0,0,0,0,0,0,0.0015527950310559,0,0,0,0.0031055900621118,0,0.0031055900621118,0,0.0015527950310559,0,0,0,0,0
240,4177,0,0.0491803278688525,0.00204918032786885,0,0.00614754098360656,0.299180327868852,0.0163934426229508,0.0450819672131148,0.0163934426229508,0.00614754098360656,0.096311475409836,0.00614754098360656,0.0184426229508197,0.0471311475409836,0,0.00409836065573771,0.0430327868852459,0,0.0122950819672131,0.0676229508196721,0,0.00614754098360656,0.0122950819672131,0,0.0163934426229508,0.145491803278689,0,0.00409836065573771,0.0450819672131148,0.00409836065573771,0.00614754098360656,0.00409836065573771,0.00204918032786885,0,0,0,0,0.00204918032786885,0,0,0,0,0,0,0,0.00819672131147541,0,0,0,0,0.00204918032786885,0,0,0,0,0,0.00204918032786885,0,0.00204918032786885,0,0,0,0.00204918032786885,0,0,0
260,4366,0,0.014519056261343,0.00181488203266788,0,0,0.303085299455535,0.00544464609800363,0.0598911070780399,0.0272232304900181,0.0163339382940109,0.0108892921960073,0.014519056261343,0.00362976406533575,0.0816696914700544,0,0.0127041742286751,0.0490018148820327,0,0.0163339382940109,0.014519056261343,0.00181488203266788,0.00181488203266788,0.0181488203266788,0.00362976406533575,0.0108892921960073,0.214156079854809,0,0.0199637023593466,0.0490018148820327,0.00181488203266788,0,0.00181488203266788,0.00544464609800363,0,0,0,0,0.00907441016333938,0.00544464609800363,0,0.00907441016333938,0,0,0,0,0.00362976406533575,0,0,0,0,0.0072595281306715,0,0,0,0,0.00181488203266788,0.00181488203266788,0,0.00181488203266788,0,0,0,0,0,0,0
280,4490,0.00391389432485323,0.00782778864970646,0,0,0,0.328767123287671,0.00978473581213307,0.0547945205479452,0.0352250489236791,0.00587084148727984,0.0136986301369863,0.00587084148727984,0.00782778864970646,0.0547945205479452,0,0.00195694716242661,0.0450097847358121,0.00195694716242661,0.0195694716242661,0.0176125244618395,0,0.00195694716242661,0.0273972602739726,0,0.00391389432485323,0.262230919765166,0,0.00391389432485323,0.0430528375733855,0.00195694716242661,0,0,0,0.00195694716242661,0,0,0,0.00587084148727984,0.00195694716242661,0.0136986301369863,0,0,0,0,0,0.00587084148727984,0,0,0.00391389432485323,0,0.00195694716242661,0,0,0,0,0,0.00587084148727984,0,0,0,0,0,0,0,0,0
300,4614,0,0.0118110236220472,0,0,0,0.395669291338583,0.00393700787401575,0.0275590551181102,0.0433070866141732,0.00196850393700787,0.0177165354330709,0.0078740157480315,0.00393700787401575,0.0452755905511811,0,0,0.0669291338582677,0.00196850393700787,0.0275590551181102,0.031496062992126,0.00393700787401575,0.00196850393700787,0.031496062992126,0.00196850393700787,0.0177165354330709,0.196850393700787,0,0.00196850393700787,0.0255905511811024,0.00196850393700787,0,0,0.00196850393700787,0,0,0,0,0.00393700787401575,0,0,0,0.00196850393700787,0,0,0.00196850393700787,0.00590551181102362,0,0,0,0,0.00393700787401575,0,0,0,0,0,0.00590551181102362,0,0.00196850393700787,0,0,0,0.00196850393700787,0,0,0
320,5273,0,0.0186046511627907,0.00232558139534884,0,0,0.355813953488372,0.00697674418604651,0.0325581395348837,0.0372093023255814,0.00232558139534884,0.00930232558139535,0.0162790697674419,0.00232558139534884,0.0837209302325581,0,0.00465116279069767,0.013953488372093,0,0.0255813953488372,0.00930232558139535,0,0.00465116279069767,0.00232558139534884,0,0.00930232558139535,0.141860465116279,0,0.00232558139534884,0.167441860465116,0.00232558139534884,0,0,0.00232558139534884,0,0.00232558139534884,0,0.00232558139534884,0.00232558139534884,0.00232558139534884,0,0,0.00232558139534884,0,0,0,0.00232558139534884,0,0,0,0,0,0,0,0,0,0.00232558139534884,0.0162790697674419,0,0.00465116279069767,0,0.00465116279069767,0.00232558139534884,0.00232558139534884,0,0,0
340,5707,0,0.00353356890459364,0,0,0,0.363957597173145,0.0106007067137809,0.0265017667844523,0.0335689045936396,0,0.00530035335689046,0.00706713780918728,0.00530035335689046,0.0424028268551237,0,0.00176678445229682,0.0636042402826855,0.00353356890459364,0.0335689045936396,0.00706713780918728,0,0,0.0247349823321555,0,0.00353356890459364,0.11660777385159,0,0,0.210247349823322,0.00353356890459364,0,0,0,0,0,0,0,0.00706713780918728,0.00353356890459364,0,0.00353356890459364,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0.00530035335689046,0,0.00176678445229682,0,0,0,0.0088339222614841,0,0,0
360,6140,0,0.0207006369426752,0.00159235668789809,0,0,0.335987261146497,0.00796178343949045,0.0334394904458599,0.0302547770700637,0.00796178343949045,0.00636942675159236,0.00318471337579618,0.00159235668789809,0.0557324840764331,0,0,0.0382165605095541,0.00159235668789809,0.0286624203821656,0.00636942675159236,0,0.00159235668789809,0.0286624203821656,0.00318471337579618,0.00159235668789809,0.133757961783439,0,0.00477707006369427,0.200636942675159,0.00159235668789809,0.00159235668789809,0.00477707006369427,0.00159235668789809,0,0,0,0,0.00159235668789809,0,0,0.00159235668789809,0,0,0,0,0.00477707006369427,0,0,0,0,0,0,0,0,0,0,0.0191082802547771,0,0.00318471337579618,0,0.00636942675159236,0,0,0,0,0
380,6574,0,0.0390143737166324,0.00205338809034908,0.00205338809034908,0.00410677618069815,0.31211498973306,0.0082135523613963,0.0102669404517454,0.0328542094455852,0.00205338809034908,0.00205338809034908,0.00410677618069815,0.0102669404517454,0.0410677618069815,0,0,0.0369609856262834,0.00205338809034908,0.0451745379876797,0.00205338809034908,0,0.00410677618069815,0.0123203285420945,0,0.00205338809034908,0.174537987679671,0,0,0.193018480492813,0.00205338809034908,0,0.00205338809034908,0.00205338809034908,0,0,0,0,0.00616016427104723,0,0,0,0,0,0,0.0205338809034908,0.0102669404517454,0,0,0,0,0,0,0,0,0,0,0.0143737166324435,0,0,0,0,0,0,0,0,0
400,7007,0,0.0249433106575964,0.00226757369614512,0,0.00226757369614512,0.326530612244898,0.00680272108843537,0.00680272108843537,0.054421768707483,0,0.00453514739229025,0.0090702947845805,0,0.0589569160997732,0,0.00226757369614512,0.0793650793650794,0,0.0430839002267574,0,0,0,0.0158730158730159,0,0.0136054421768707,0.199546485260771,0,0,0.126984126984127,0.00226757369614512,0,0,0,0,0,0,0,0.00453514739229025,0,0,0.00226757369614512,0,0,0,0,0.0090702947845805,0,0,0,0,0,0,0,0,0,0,0.00453514739229025,0,0,0,0,0,0,0,0,0
420,7440,0,0.0182555780933063,0.00405679513184584,0,0,0.267748478701826,0.00608519269776876,0.0121703853955375,0.0283975659229209,0.00811359026369168,0.00608519269776876,0,0,0.133874239350913,0,0.00202839756592292,0.0831643002028398,0.00202839756592292,0.0365111561866126,0.00608519269776876,0,0.00202839756592292,0.0162271805273834,0.00202839756592292,0.00405679513184584,0.21501014198783,0,0,0.0973630831643002,0.00202839756592292,0,0,0.00405679513184584,0,0,0,0,0.00202839756592292,0.00202839756592292,0,0.00202839756592292,0.00608519269776876,0,0,0,0.0141987829614604,0,0,0,0,0.00405679513184584,0,0,0,0,0,0.00202839756592292,0,0.0101419878296146,0,0,0,0,0,0,0
440,NA,0,0.0255591054313099,0.00319488817891374,0.00319488817891374,0.00159744408945687,0.170926517571885,0.00319488817891374,0.0143769968051118,0.0447284345047923,0.00798722044728434,0,0.00159744408945687,0.00159744408945687,0.113418530351438,0,0.00159744408945687,0.161341853035144,0.00159744408945687,0.0463258785942492,0.00159744408945687,0,0.00159744408945687,0.0223642172523962,0,0.0287539936102236,0.282747603833866,0,0,0.0335463258785942,0.00159744408945687,0,0.00319488817891374,0.00479233226837061,0,0,0,0,0.00638977635782748,0,0,0,0,0,0,0,0.00479233226837061,0,0,0,0,0,0,0,0,0,0,0,0,0.00479233226837061,0,0,0,0,0,0,0.00159744408945687
460,NA,0.00394477317554241,0.0276134122287968,0.00591715976331361,0.00394477317554241,0,0.104536489151874,0.0019723865877712,0.00591715976331361,0.0236686390532544,0.0118343195266272,0.00394477317554241,0,0.0019723865877712,0.110453648915187,0,0.019723865877712,0.142011834319527,0.00394477317554241,0.0394477317554241,0.00394477317554241,0,0.0019723865877712,0.0118343195266272,0,0.0256410256410256,0.378698224852071,0,0,0.0276134122287968,0.0019723865877712,0,0,0,0,0,0,0,0.00591715976331361,0.0019723865877712,0,0,0.00394477317554241,0,0,0,0.0138067061143984,0,0,0,0,0,0,0,0,0,0.0019723865877712,0,0,0.00986193293885602,0,0,0,0,0,0,0
480,NA,0,0.0257234726688103,0.00321543408360129,0,0.00160771704180064,0.110932475884244,0.00643086816720257,0.00964630225080386,0.0305466237942122,0.00643086816720257,0.00160771704180064,0.00160771704180064,0.0144694533762058,0.0594855305466238,0,0.00321543408360129,0.0707395498392283,0,0.0546623794212219,0,0,0.00482315112540193,0.0160771704180064,0,0.0498392282958199,0.469453376205788,0,0,0.0289389067524116,0.00321543408360129,0,0.00482315112540193,0.00482315112540193,0,0,0,0,0,0,0,0,0,0,0,0,0.0128617363344051,0,0,0.00160771704180064,0,0.00160771704180064,0,0,0,0,0.00160771704180064,0,0,0,0,0,0,0,0,0,0
500,NA,0,0.0242537313432836,0.00559701492537313,0.00186567164179104,0,0.082089552238806,0.0111940298507463,0.00746268656716418,0.0279850746268657,0,0.0111940298507463,0.00559701492537313,0.00932835820895522,0.0652985074626866,0,0.00186567164179104,0.0466417910447761,0.00186567164179104,0.0503731343283582,0.00186567164179104,0,0.00559701492537313,0.00746268656716418,0,0.0373134328358209,0.567164179104478,0,0.00186567164179104,0.00746268656716418,0.00186567164179104,0,0.00186567164179104,0,0,0,0,0,0.00186567164179104,0,0,0,0,0,0,0,0.00746268656716418,0,0,0,0,0,0,0,0,0,0.00186567164179104,0.00186567164179104,0,0,0,0,0,0.00186567164179104,0,0,0
520,NA,0,0.022075055187638,0.00662251655629139,0.0022075055187638,0.0022075055187638,0.097130242825607,0.00662251655629139,0,0.0198675496688742,0,0.0022075055187638,0.0022075055187638,0.0198675496688742,0.0772626931567329,0,0.00883002207505519,0.0264900662251656,0.00441501103752759,0.0264900662251656,0.0022075055187638,0.00662251655629139,0.00662251655629139,0.00883002207505519,0,0.0485651214128035,0.576158940397351,0,0,0.0022075055187638,0.0022075055187638,0,0.0022075055187638,0,0.0022075055187638,0,0,0,0.0022075055187638,0.00441501103752759,0,0.0022075055187638,0,0,0,0,0.00441501103752759,0,0,0,0,0.0022075055187638,0,0,0,0,0,0,0,0,0,0,0.0022075055187638,0,0,0,0
540,NA,0,0.0139211136890951,0.0116009280742459,0,0,0.0835266821345708,0.0116009280742459,0.00464037122969838,0.0185614849187935,0.00232018561484919,0.00696055684454756,0,0.0464037122969838,0.0649651972157773,0,0.00232018561484919,0.0232018561484919,0,0.00464037122969838,0,0.00464037122969838,0.00928074245939675,0.00928074245939675,0,0.097447795823666,0.561484918793503,0,0,0.00696055684454756,0.00464037122969838,0,0.00232018561484919,0,0,0,0,0,0,0,0,0.00232018561484919,0,0,0,0,0.00464037122969838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232018561484919,0,0,0,0,0
