"sample.depths","sample.ages","upland.sum","Artemisia","Betula","Carya","Castanea","Corylus","Ilex","Liquidambar","Nyssa","Ostrya.Carpinus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Quercus","Salix","Asteraceae.subf..Asteroideae.undiff.","Ulmus","Alnus","Ambrosia","Myrica","Amaranthaceae","Poaceae","Acer.rubrum","Fraxinus.undiff.","Taxodium","Tsuga","Vitis","Populus","Fagus","Polygonum.undiff.","Ranunculus","cf..Rhus","Cephalanthus","Ericaceae","Fabaceae.undiff.","Gentianella","Acer.undiff.","Cyperaceae","Hypericum","Cupressaceae.undiff.","Jasione","Boraginaceae.undiff.","Juglans","Plantaginaceae.undiff.","Parthenocissus","Picea","Brassicaceae","Iva","Xanthium","Magnolia","Rosaceae","Thalictrum","Apiaceae","Fraxinus..tricolpate.","Pinus.subg..Strobus","Tilia","Polygonum.persicaria.type","Fagus.Nyssa","Caryophyllaceae","cf..Rhamnus","Celtis","Asteraceae.subf..Cichorioideae","Plantago","Larix","Asteraceae.undiff.","Polygonella","cf..Sanguisorba","Heliotropium","Trifolium","cf..Verbena","Cornus","Acer.saccharum","Abies","Fraxinus..tetracolpate.","Parnassia","Epilobium","Impatiens","cf..Rumex","Polygala"
838,20004,425.5,8,12,4,1,0,0,1,0,3,1,184.5,0,40,0,59,1,14,9,0,2,59,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,1,0,0,0,1,2,5,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
842,20073,388,10,10,2,0,1,1,0,0,1,5,163.5,0,27,2,65,0,13,11,0,0,55,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.5,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
846,20140,414,8,10,7,1,0,0,0,1,6,0,160,1,41,0,65,0,11,7,1,0,64,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,11,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
854,20274,409,7,8,1,2,0,0,0,0,1,13.5,195,1,28,1,55,1,3,9,0,0,49,0,3,0,2,0,0,0,0,1,0,0,1,0,0,0,14,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
858,20339,355.5,4,3,1,1,0,1,0,0,1,10,164.5,0,24,6,52,2,5,9,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,20404,404.5,8,5,1,1,0,0,0,0,0,7,180,0,29,0,66,5,15,10,0,0,61,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
866,20468,482.5,11,7,1,1,0,0,0,0,1,2,269.5,0,30,1,64,1,9,10,0,2,50,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
870,20531,401,7,2,1,0,0,0,0,0,4,10.5,165,0,42,1,61,0,5,5,0,2,62,0,0,0,2,0,0,0,0,2,0,0,1,0,0,3,10,0,1,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
874,20594,426.5,7,4,2,2,1,1,0,0,0,13.5,169,0,38,3,59,7,8,6,0,0,72,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,20655,365.5,4,8,3,1,0,1,0,0,0,6.5,165.5,0,29,1,50,0,6,3,0,0,54,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,15,0,0,0,0,0,1,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
882,20716,383.5,5,11,3,0,0,1,0,0,0,3,197,0,28,1,54,2,6,5,0,2,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
886,20777,407,10,10,1,0,1,0,0,0,9,4,184,0,23,3,62,2,3,11,0,0,64,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
890,20836,384,3,2,1,0,0,0,0,0,1,2,243,0,10,1,53,0,3,2,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,20895,392.5,6,6,4,1,0,3,0,0,0,2,181,0,19,1,68,4,3,7,0,1,52,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,4.5,0,0,0,0,2,1,0,0,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
902,21010,418,2,3,2,1,0,0,0,0,2,11.5,225.5,0,25,1,31,0,7,5,0,1,61,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
932,NA,374.5,4,4,1,0,0,0,0,0,5,8.5,180,0,19,0,54,3,6,7,0,0,57,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
936,NA,485,6,3,2,2,0,0,0,0,2,5,297.5,1,19,3,68,4,5,3,0,0,44,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,2,0,0,0,0,0,4.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
940,NA,447.5,3,1,0,0,5,0,0,2,2,45,175.5,0,17,0,54,2,2,7,0,0,111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
944,NA,360,2,1,0,0,0,0,0,0,1,0.5,261,0,12,0,28,2,2,1,0,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
948,NA,425.5,2,1,0,0,0,0,0,0,0,5.5,288,0,11,0,45,2,1,4,1,0,39,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
962,NA,559.5,5,8,1,0,0,1,0,0,1,8.5,372.5,3,23,0,45,2,1,4,0,0,45,0,2,0,1,1,0,1,0,3,0,0,1,1,0,0,15,0,0,0,0,0,0,0,4.5,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
966,NA,422,2,2,0,0,0,0,0,0,2,7,255.5,0,15,0,48,6,8,4,2,0,47,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,6,0,1,0,0,0,0,0,2.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
970,NA,343.5,3,0,0,0,0,0,0,1,0,0,231.5,1,7,0,33,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
978,NA,505,5,4,4,0,0,0,0,0,0,6,390,1,12,0,36,0,4,2,0,1,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,NA,374,4,2,0,0,0,0,0,0,1,14.5,256,0,4,0,30,1,7,4,0,0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
986,NA,388.1,1,3,2,0,0,1,0,0,0,9,290.5,0,10,0,24,2,2,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
994,NA,285.5,3,5,3,0,0,0,0,0,0,20.5,177.5,0,5,0,23,0,3,3,0,0,26,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
998,NA,130.5,0,0,0,0,0,0,0,0,0,0,116,0,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,NA,426,3,2,1,0,0,0,0,0,2,14.5,293.5,0,10,0,31,3,6,2,0,0,35,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,NA,388,1,2,0,0,0,3,0,0,0,3.5,283.5,0,14,0,28,0,4,1,1,1,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,NA,469.5,3,1,1,2,0,0,0,0,2,1.5,358.5,0,9,0,34,1,2,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1014,NA,375,1,2,0,0,1,0,0,0,3,12,250,0,4,0,31,1,9,1,0,1,34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,0,0,0,0,0,0
1018,NA,389,3,1,0,0,0,2,0,0,0,15,262.5,2,4,0,25,3,6,1,0,1,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,5,0,1,0,0,0,5.5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,NA,369,1,0,4,1,0,0,0,0,0,2,278.5,0,7,0,20,4,1,4,0,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1.5,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1026,NA,421,3,2,1,0,0,0,0,0,1,14,323.5,0,3,0,24,2,1,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1034,NA,376,6,1,0,0,0,1,0,0,0,19,288.5,0,8,0,22,1,1,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
