"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.saccharum","Alnus.incana","Betula","Carya","Castanea","Cephalanthus","Cornus","Corylus","Cupressaceae","Ericaceae","Fagus","Fraxinus.americana","Fraxinus.nigra","Fraxinus.pennsylvanica","Fraxinus.undiff.","Ilex","Juglans.cinerea","Juglans.nigra","Liquidambar","Myrica.Comptonia.peregrina","Nyssa","Ostrya.Carpinus","Picea","Pinus.subg..Strobus","Pinus.subg..Pinus","Pinus.undiff.","Platanus","Populus","Quercus","Rhamnus.Vitis","Salix","Tilia","Tsuga","Ulmus","Viburnum","Ambrosia.type","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Galium","Iva.annua.type","Plantago","Poaceae","Polygonaceae.undiff.","Rosaceae","Rumex","Thalictrum","Xanthium"
21,88,0.00301204819277108,0.0135542168674699,0.00451807228915663,0.0180722891566265,0.292168674698795,0.00301204819277108,0.016566265060241,0.00150602409638554,0,0,0.00301204819277108,0,0.0737951807228916,0.00753012048192771,0,0,0.00301204819277108,0,0,0,0,0.0180722891566265,0,0.00903614457831325,0.0316265060240964,0.0391566265060241,0.0120481927710843,0.0557228915662651,0,0.00301204819277108,0.161144578313253,0,0,0,0.0858433734939759,0.00451807228915663,0,0.0421686746987952,0.00301204819277108,0,0.00150602409638554,0.00301204819277108,0,0,0,0,0.0662650602409639,0.00301204819277108,0,0.0210843373493976,0,0
23,101,0.00143061516452074,0.0128755364806867,0.0157367668097282,0.0157367668097282,0.267525035765379,0.00286123032904149,0.0128755364806867,0,0,0,0.00286123032904149,0.00286123032904149,0.0371959942775393,0.00858369098712446,0.00286123032904149,0,0.00429184549356223,0.00286123032904149,0,0,0,0.00858369098712446,0,0.00715307582260372,0.0200286123032904,0.0300429184549356,0.00858369098712446,0.0829756795422032,0,0.00286123032904149,0.174535050071531,0,0,0,0.0872675250357654,0.00715307582260372,0,0.067238912732475,0.00429184549356223,0.00286123032904149,0,0,0.00715307582260372,0,0,0,0.067238912732475,0,0.00143061516452074,0.0300429184549356,0,0
25,113,0.00152439024390244,0.0121951219512195,0.013719512195122,0.0076219512195122,0.295731707317073,0.0076219512195122,0.0167682926829268,0,0,0,0.00914634146341463,0.00152439024390244,0.0442073170731707,0.00457317073170732,0.00304878048780488,0,0,0.00457317073170732,0.00152439024390244,0,0,0.0213414634146341,0,0.00914634146341463,0.0182926829268293,0.0396341463414634,0.0182926829268293,0.0670731707317073,0,0.00304878048780488,0.149390243902439,0,0.00304878048780488,0,0.0960365853658537,0.00914634146341463,0,0.0442073170731707,0,0.0076219512195122,0,0,0.00457317073170732,0,0,0,0.048780487804878,0,0.00152439024390244,0.0320121951219512,0.00304878048780488,0
27,126,0,0.0157593123209169,0.0200573065902579,0.0128939828080229,0.234957020057307,0.00429799426934097,0.0171919770773639,0,0,0,0.00716332378223496,0.00286532951289398,0.0659025787965616,0.00716332378223496,0.00286532951289398,0.00286532951289398,0,0.00429799426934097,0.00286532951289398,0,0,0.0200573065902579,0,0.00859598853868195,0.0157593123209169,0.0716332378223496,0.0214899713467049,0.0501432664756447,0,0,0.14756446991404,0,0,0.00286532951289398,0.0673352435530086,0.00429799426934097,0,0.0544412607449857,0.00143266475644699,0.00286532951289398,0.00286532951289398,0.00286532951289398,0,0,0,0,0.0902578796561605,0,0,0.0343839541547278,0,0
29,138,0,0.011400651465798,0.0130293159609121,0.011400651465798,0.263843648208469,0.0130293159609121,0.0162866449511401,0,0,0.00162866449511401,0.00488599348534202,0.011400651465798,0.0651465798045603,0.00814332247557003,0.011400651465798,0,0.00325732899022801,0.00325732899022801,0.00325732899022801,0,0,0.011400651465798,0,0.00325732899022801,0.0130293159609121,0.0781758957654723,0.00814332247557003,0.0700325732899023,0.00325732899022801,0,0.149837133550489,0,0.00325732899022801,0,0.0749185667752443,0.00325732899022801,0,0.0423452768729642,0,0.00325732899022801,0,0,0.00325732899022801,0,0,0,0.0749185667752443,0,0,0.0162866449511401,0,0
31,151,0.00298507462686567,0.00895522388059702,0.00895522388059702,0.0134328358208955,0.280597014925373,0.00447761194029851,0.0164179104477612,0,0,0,0,0,0.0507462686567164,0.00447761194029851,0.00298507462686567,0.00298507462686567,0.00447761194029851,0,0,0.00298507462686567,0,0.017910447761194,0,0.00447761194029851,0.0328358208955224,0.026865671641791,0.00895522388059702,0.082089552238806,0.00298507462686567,0.00298507462686567,0.171641791044776,0,0.00298507462686567,0.00149253731343284,0.0701492537313433,0.00746268656716418,0,0.0522388059701493,0.00298507462686567,0.00149253731343284,0.00149253731343284,0,0.00895522388059702,0,0,0,0.0477611940298507,0.00149253731343284,0,0.0432835820895522,0.00298507462686567,0
33,164,0,0.0133136094674556,0.022189349112426,0.00739644970414201,0.264792899408284,0.00443786982248521,0.00887573964497041,0,0,0.00443786982248521,0.00739644970414201,0,0.0562130177514793,0.00443786982248521,0.0029585798816568,0.0029585798816568,0,0,0.0029585798816568,0,0,0.0133136094674556,0,0.00443786982248521,0.0266272189349112,0.0857988165680473,0.0118343195266272,0.0502958579881657,0,0,0.156804733727811,0,0.0029585798816568,0,0.0591715976331361,0.0118343195266272,0,0.0458579881656805,0,0,0,0,0.00443786982248521,0,0,0,0.084319526627219,0,0.0014792899408284,0.0384615384615385,0,0
35,176,0,0.00753012048192771,0.0256024096385542,0.016566265060241,0.216867469879518,0,0.0180722891566265,0,0,0,0.00451807228915663,0,0.0647590361445783,0.00451807228915663,0.00903614457831325,0.00301204819277108,0.00301204819277108,0.0120481927710843,0.00301204819277108,0,0,0.0120481927710843,0,0.00301204819277108,0.0180722891566265,0.0572289156626506,0.016566265060241,0.0858433734939759,0,0,0.174698795180723,0,0.00150602409638554,0,0.0903614457831325,0.00301204819277108,0,0.0301204819277108,0.00301204819277108,0.00301204819277108,0,0,0.00451807228915663,0,0,0,0.0707831325301205,0.00150602409638554,0,0.036144578313253,0,0
37,189,0.0032626427406199,0.00489396411092985,0.0179445350734095,0.00815660685154975,0.225122349102773,0.00815660685154975,0.00489396411092985,0,0,0.00489396411092985,0,0,0.0717781402936378,0.0032626427406199,0.00163132137030995,0.0032626427406199,0.00489396411092985,0.00489396411092985,0,0,0,0.00489396411092985,0,0.00489396411092985,0.0358890701468189,0.0897226753670473,0.0130505709624796,0.0880913539967374,0,0.00489396411092985,0.130505709624796,0,0,0,0.159869494290375,0.0032626427406199,0,0.0097879282218597,0,0,0,0,0,0,0,0,0.0473083197389886,0,0.0032626427406199,0.0375203915171289,0,0
39,201,0,0.0158730158730159,0.0173160173160173,0.00865800865800866,0.18037518037518,0.00721500721500722,0.0216450216450216,0,0,0,0.00288600288600289,0,0.0548340548340548,0.00865800865800866,0.00721500721500722,0,0,0.00721500721500722,0.00432900432900433,0,0,0.00865800865800866,0,0.00288600288600289,0.0144300144300144,0.125541125541126,0.0115440115440115,0.0202020202020202,0,0,0.252525252525253,0,0.00288600288600289,0.00432900432900433,0.128427128427128,0,0,0.0216450216450216,0.00288600288600289,0.00432900432900433,0,0,0.00432900432900433,0,0,0,0.0288600288600289,0,0,0.0288600288600289,0.00144300144300144,0
41,220,0,0.0188679245283019,0.0291595197255575,0.0102915951972556,0.154373927958834,0.00857632933104631,0.0188679245283019,0,0,0,0,0.00171526586620926,0.111492281303602,0.0137221269296741,0.0102915951972556,0,0,0.00343053173241852,0,0,0,0.00514579759862779,0,0.00857632933104631,0.0171526586620926,0.0703259005145798,0.0188679245283019,0.0514579759862779,0.00514579759862779,0.00514579759862779,0.178387650085763,0,0.00514579759862779,0.00171526586620926,0.16295025728988,0.00857632933104631,0,0.00343053173241852,0.00343053173241852,0,0,0,0.00514579759862779,0,0,0,0.0360205831903945,0.00171526586620926,0,0.0274442538593482,0.00343053173241852,0
43,244,0.00340136054421769,0.0102040816326531,0.0102040816326531,0.00510204081632653,0.219387755102041,0.00510204081632653,0.0340136054421769,0,0,0,0.0102040816326531,0.00340136054421769,0.0850340136054422,0.00340136054421769,0,0.00340136054421769,0.00510204081632653,0.00510204081632653,0.00170068027210884,0,0,0.00510204081632653,0,0.00340136054421769,0.032312925170068,0.108843537414966,0.0204081632653061,0.0289115646258503,0.00340136054421769,0.00680272108843537,0.163265306122449,0,0,0.00340136054421769,0.16156462585034,0.0102040816326531,0,0.00510204081632653,0.00340136054421769,0,0,0,0.00340136054421769,0,0.00170068027210884,0,0.0153061224489796,0,0,0.0187074829931973,0,0
45,269,0.00341296928327645,0.00853242320819113,0.00511945392491468,0.00511945392491468,0.257679180887372,0.00853242320819113,0.00853242320819113,0,0,0.00170648464163823,0.00511945392491468,0.00341296928327645,0.114334470989761,0.0102389078498294,0.00511945392491468,0,0,0.00511945392491468,0.00341296928327645,0,0,0.0136518771331058,0,0.00853242320819113,0.0290102389078498,0.0597269624573379,0.0290102389078498,0.0580204778156997,0,0,0.172354948805461,0,0,0,0.148464163822526,0.00511945392491468,0,0.00853242320819113,0,0.00341296928327645,0,0,0.00341296928327645,0,0,0,0.00853242320819113,0.00170648464163823,0,0.00511945392491468,0,0
47,294,0,0.0107913669064748,0.0161870503597122,0.0107913669064748,0.18705035971223,0.00899280575539568,0.0305755395683453,0,0,0,0.00359712230215827,0.0107913669064748,0.12410071942446,0.0143884892086331,0.00359712230215827,0,0,0.00359712230215827,0,0,0,0.0107913669064748,0,0.00899280575539568,0.0377697841726619,0.0611510791366906,0.0107913669064748,0.0251798561151079,0.00179856115107914,0.00359712230215827,0.192446043165468,0,0.00359712230215827,0,0.170863309352518,0.0161870503597122,0.00359712230215827,0.00359712230215827,0,0.00359712230215827,0,0,0,0.00179856115107914,0,0,0.0161870503597122,0,0,0.00359712230215827,0,0
49,319,0,0.00868055555555556,0.0138888888888889,0.00347222222222222,0.230902777777778,0.00520833333333333,0.00868055555555556,0,0,0,0.00520833333333333,0,0.105902777777778,0.00520833333333333,0.00520833333333333,0,0.00520833333333333,0.00347222222222222,0,0,0,0.00868055555555556,0,0.0104166666666667,0.0243055555555556,0.0763888888888889,0.0190972222222222,0.0416666666666667,0,0,0.164930555555556,0,0,0,0.204861111111111,0.015625,0,0.00868055555555556,0,0.00347222222222222,0.00347222222222222,0,0.00347222222222222,0,0,0,0.0104166666666667,0,0,0.00347222222222222,0,0
51,344,0.00343642611683849,0.013745704467354,0.0103092783505155,0.013745704467354,0.237113402061856,0.013745704467354,0.00515463917525773,0,0,0.00515463917525773,0,0.00343642611683849,0.115120274914089,0.00515463917525773,0.00343642611683849,0,0.00515463917525773,0,0,0,0,0.013745704467354,0,0.00859106529209622,0.0154639175257732,0.0412371134020619,0.0103092783505155,0.0532646048109966,0,0,0.197594501718213,0,0,0,0.15807560137457,0.013745704467354,0,0.0206185567010309,0,0,0.00343642611683849,0,0.00343642611683849,0,0,0,0.0206185567010309,0,0,0.00515463917525773,0,0
53,369,0,0.0106951871657754,0.0213903743315508,0.0142602495543672,0.262032085561497,0.0089126559714795,0.0142602495543672,0,0,0,0.0106951871657754,0.0035650623885918,0.106951871657754,0.0053475935828877,0.0035650623885918,0,0.0035650623885918,0,0.0035650623885918,0,0,0.0053475935828877,0,0.0035650623885918,0.0285204991087344,0.0374331550802139,0.0089126559714795,0.071301247771836,0,0.0071301247771836,0.163992869875223,0,0.0035650623885918,0,0.171122994652406,0.0035650623885918,0,0.0089126559714795,0,0,0,0.0035650623885918,0,0,0,0,0.0089126559714795,0.0017825311942959,0,0.0035650623885918,0,0
55,394,0,0.00862068965517241,0.00862068965517241,0.00172413793103448,0.227586206896552,0.00344827586206897,0.0189655172413793,0,0,0.00344827586206897,0.00344827586206897,0.00344827586206897,0.1,0.00517241379310345,0.00517241379310345,0,0.00862068965517241,0.00517241379310345,0,0,0,0.0137931034482759,0,0.0137931034482759,0.0672413793103448,0.0689655172413793,0.00862068965517241,0.0310344827586207,0,0,0.170689655172414,0,0,0,0.194827586206897,0.00862068965517241,0,0.00344827586206897,0,0.00172413793103448,0,0,0,0,0,0,0.00517241379310345,0,0,0.00862068965517241,0,0
57,419,0.00354609929078014,0.0141843971631206,0.024822695035461,0.00531914893617021,0.214539007092199,0,0.0212765957446809,0,0,0,0.00531914893617021,0.00354609929078014,0.111702127659574,0.0159574468085106,0.00531914893617021,0.00531914893617021,0,0,0,0,0,0.00531914893617021,0,0.00531914893617021,0.0195035460992908,0.051418439716312,0.0106382978723404,0.0709219858156028,0,0,0.159574468085106,0,0,0.00531914893617021,0.203900709219858,0.00531914893617021,0,0.0106382978723404,0.00177304964539007,0,0,0,0.00886524822695036,0,0,0,0.00531914893617021,0,0,0.00531914893617021,0,0
59,444,0,0.0091743119266055,0.0220183486238532,0.0091743119266055,0.238532110091743,0,0.0220183486238532,0,0,0.0036697247706422,0.0146788990825688,0,0.11743119266055,0.0091743119266055,0.0036697247706422,0.0036697247706422,0,0,0.0091743119266055,0,0,0.0091743119266055,0,0.0091743119266055,0.0385321100917431,0.0422018348623853,0.0091743119266055,0.0256880733944954,0.0036697247706422,0,0.137614678899083,0,0,0,0.223853211009174,0.0110091743119266,0.0036697247706422,0.0018348623853211,0.0018348623853211,0.0036697247706422,0,0,0,0,0,0,0.0110091743119266,0,0,0.0055045871559633,0,0
61,469,0,0.00520833333333333,0.0138888888888889,0.00347222222222222,0.255208333333333,0.015625,0.0104166666666667,0,0,0,0.00347222222222222,0.00347222222222222,0.105902777777778,0.015625,0.00347222222222222,0,0.00347222222222222,0,0,0,0,0.0138888888888889,0,0.00347222222222222,0.03125,0.0607638888888889,0.0347222222222222,0.0659722222222222,0.00347222222222222,0.00520833333333333,0.159722222222222,0,0,0,0.161458333333333,0.00868055555555556,0,0.00347222222222222,0,0,0,0,0.00347222222222222,0,0,0,0.00347222222222222,0,0,0.00173611111111111,0,0
63,494,0.00185873605947955,0.00557620817843866,0.00929368029739777,0.0111524163568773,0.21003717472119,0.0111524163568773,0.0111524163568773,0,0,0,0.00557620817843866,0.00557620817843866,0.172862453531599,0.00371747211895911,0.00557620817843866,0,0,0,0,0.00371747211895911,0.00185873605947955,0.00557620817843866,0,0.016728624535316,0.0483271375464684,0.0855018587360595,0.00929368029739777,0.0446096654275093,0.00371747211895911,0.00371747211895911,0.135687732342007,0,0,0,0.156133828996283,0.00929368029739777,0.00185873605947955,0.00371747211895911,0,0.00371747211895911,0.00371747211895911,0,0,0,0,0,0.00557620817843866,0,0,0.00371747211895911,0,0
65,519,0,0.0103448275862069,0.0206896551724138,0.0103448275862069,0.312068965517241,0.00344827586206897,0,0,0,0.00517241379310345,0.00517241379310345,0,0.13448275862069,0.0137931034482759,0.00344827586206897,0,0.00517241379310345,0.00344827586206897,0.00517241379310345,0,0,0,0.00517241379310345,0.00862068965517241,0.0379310344827586,0.0586206896551724,0.00862068965517241,0.0344827586206897,0.00517241379310345,0,0.125862068965517,0.0189655172413793,0,0,0.132758620689655,0.00517241379310345,0,0.00344827586206897,0,0.00344827586206897,0,0,0.00344827586206897,0,0,0,0.0103448275862069,0,0,0.00517241379310345,0,0
67,543,0.00163398692810458,0.00490196078431373,0.00816993464052288,0.0130718954248366,0.225490196078431,0.00816993464052288,0.0130718954248366,0,0,0,0.0147058823529412,0.00326797385620915,0.132352941176471,0.00980392156862745,0.0130718954248366,0,0,0.00816993464052288,0,0,0,0.0130718954248366,0,0.00326797385620915,0.042483660130719,0.0751633986928105,0.00816993464052288,0.0375816993464052,0.0065359477124183,0,0.130718954248366,0,0,0,0.187908496732026,0.00490196078431373,0,0.00326797385620915,0,0.00490196078431373,0,0,0.00816993464052288,0,0,0,0.0130718954248366,0,0,0.00490196078431373,0,0
69,568,0.00166389351081531,0.00998336106489185,0.0183028286189684,0.00831946755407654,0.219633943427621,0.00499168053244592,0.0133111480865225,0,0,0,0.00499168053244592,0.00998336106489185,0.148086522462562,0.00831946755407654,0.00499168053244592,0,0,0.00499168053244592,0,0,0,0.00831946755407654,0,0.00332778702163062,0.0499168053244592,0.0465890183028286,0.0133111480865225,0.0382695507487521,0,0.00499168053244592,0.10981697171381,0,0,0,0.236272878535774,0.0133111480865225,0,0,0.00166389351081531,0,0,0,0.00332778702163062,0,0,0,0.00499168053244592,0.00332778702163062,0,0.00332778702163062,0.00166389351081531,0
71,593,0.00540540540540541,0.0036036036036036,0.0162162162162162,0.0036036036036036,0.225225225225225,0.0162162162162162,0.0108108108108108,0,0,0,0.0036036036036036,0,0.165765765765766,0.00540540540540541,0.00540540540540541,0.0036036036036036,0.00540540540540541,0.0036036036036036,0.0036036036036036,0,0,0.009009009009009,0,0.00540540540540541,0.0342342342342342,0.0306306306306306,0.0144144144144144,0.0684684684684685,0.0036036036036036,0,0.124324324324324,0,0,0.0018018018018018,0.21981981981982,0.0018018018018018,0,0,0,0.0036036036036036,0,0,0,0,0,0,0.00540540540540541,0,0,0,0,0
73,618,0,0.0109689213893967,0.0255941499085923,0.00914076782449726,0.210237659963437,0,0.00548446069469835,0,0,0,0.0109689213893967,0.0036563071297989,0.195612431444241,0.00548446069469835,0.00914076782449726,0.0036563071297989,0.0036563071297989,0.00548446069469835,0.0036563071297989,0,0,0.00914076782449726,0,0.00914076782449726,0.0621572212065814,0.0310786106032907,0.0109689213893967,0.056672760511883,0,0,0.0950639853747715,0,0,0,0.210237659963437,0.00548446069469835,0,0,0,0,0,0,0.0036563071297989,0,0.00182815356489945,0,0.00182815356489945,0,0,0,0,0
75,643,0,0.0203327171903882,0.022181146025878,0.0055452865064695,0.212569316081331,0.0055452865064695,0.0166358595194085,0,0,0,0.011090573012939,0.0055452865064695,0.123844731977819,0.00924214417744917,0.00924214417744917,0,0.00369685767097967,0.00924214417744917,0.00369685767097967,0,0,0.0147874306839187,0,0.0055452865064695,0.0480591497227357,0.0813308687615527,0.00924214417744917,0.0517560073937153,0.00369685767097967,0,0.099815157116451,0,0,0,0.2181146025878,0,0,0,0,0,0,0,0,0,0,0,0.00924214417744917,0,0,0,0,0
77,668,0,0.025830258302583,0.014760147601476,0.003690036900369,0.191881918819188,0.0055350553505535,0.0092250922509225,0,0,0,0,0.003690036900369,0.202952029520295,0.0166051660516605,0.014760147601476,0,0,0.003690036900369,0.0055350553505535,0,0,0.011070110701107,0,0.0055350553505535,0.025830258302583,0.0535055350553506,0.011070110701107,0.044280442804428,0,0,0.116236162361624,0,0,0,0.197416974169742,0.0166051660516605,0,0,0,0.0018450184501845,0,0,0.0092250922509225,0,0,0,0.003690036900369,0,0,0.0055350553505535,0,0
79,695,0.00366300366300366,0,0.010989010989011,0.00366300366300366,0.175824175824176,0.00915750915750916,0.00366300366300366,0,0,0.00183150183150183,0,0.00183150183150183,0.223443223443223,0.00549450549450549,0,0,0,0.00915750915750916,0.00366300366300366,0,0,0.0201465201465201,0,0.00366300366300366,0.0659340659340659,0.0256410256410256,0.00915750915750916,0.0641025641025641,0,0,0.117216117216117,0,0,0,0.227106227106227,0.00549450549450549,0,0,0,0,0,0.00366300366300366,0,0,0,0,0.00549450549450549,0,0,0,0,0
81,724,0.00169491525423729,0.00508474576271186,0.0203389830508475,0.00847457627118644,0.21864406779661,0.0101694915254237,0.0203389830508475,0,0,0,0,0.00847457627118644,0.18135593220339,0.00847457627118644,0.00847457627118644,0,0,0.00338983050847458,0.00338983050847458,0,0,0.0254237288135593,0,0.00338983050847458,0.0338983050847458,0.0474576271186441,0.00847457627118644,0.0406779661016949,0.00338983050847458,0,0.142372881355932,0,0.00338983050847458,0.00338983050847458,0.166101694915254,0.00847457627118644,0.00338983050847458,0,0,0.00338983050847458,0,0.00508474576271186,0,0,0,0,0.00338983050847458,0,0,0,0,0
83,753,0.00180831826401447,0.0054249547920434,0.0198915009041591,0.0108499095840868,0.197106690777577,0.0054249547920434,0.0054249547920434,0,0,0,0.00361663652802893,0.00904159132007233,0.204339963833635,0.0108499095840868,0.00361663652802893,0,0.0054249547920434,0.00361663652802893,0,0,0,0.00904159132007233,0,0.0108499095840868,0.0433996383363472,0.0379746835443038,0.0162748643761302,0.027124773960217,0,0,0.144665461121157,0,0,0.00361663652802893,0.207956600361664,0.0054249547920434,0,0,0,0,0,0,0.00361663652802893,0,0,0,0.00361663652802893,0,0,0,0,0
