"sample.depths","sample.ages","Acer.pensylvanicum","Acer.rubrum","Acer.spicatum","Alnus.incana.type","Ambrosia.type","Artemisia","Betula","Cyperaceae","Ericaceae","Fagus","Fraxinus.nigra.type","Fraxinus.pennsylvanica.type","Larix","Picea.glauca.type","Picea.mariana.type","Pinus.undiff.","Populus.tremuloides.type","Quercus","Salix","Ulmus","Rosaceae.undiff.","Juniperus.type","Amaranthaceae","Poaceae","Plantago","Abies.balsamea","Acer.saccharum","Carya.ovata","Castanea.dentata","Corylus.cornuta","Myrica.gale","Pinus.banksiana.type","Pinus.resinosa.type","Pinus.strobus","Tsuga.canadensis","Picea.undiff.","Alnus.viridis.type","Ostrya.Carpinus","Asteraceae.subf..Asteroideae.undiff.","Taxus","Tilia","Fraxinus.americana.type","Juniperus.communis.Thuja.occidentalis.type","Juglans.cinerea","Polygonaceae","Potentilla.palustris.type","Viburnum.nudum","Nemopanthus.mucronatus","Caryophyllaceae","Caprifoliaceae.undiff.","Thalictrum","Populus.balsamifera.type","Acer.saccharinum","Rhamnus.alnifolia.R..frangula","Viburnum.edule","Acer.negundo","Prunus.virginiana","Viburnum.alnifolium","Ranunculaceae.undiff.","Shepherdia.canadensis","Sambucus","Fabaceae","Apiaceae","Urtica.type","Prunus.pensylvanica","Onagraceae.undiff.","Cornus","Elaeagnus.commutata","Plantaginaceae.undiff.","Saxifraga.stellaris.type","Asteraceae.subf..Cichorioideae"
250,4404,0.00217155266015201,0.00651465798045603,0.001085776330076,0.0271444082519001,0,0,0.45385450597177,0.00217155266015201,0,0.0293159609120521,0.00542888165038002,0.001085776330076,0,0.00217155266015201,0.011943539630836,0.0651465798045603,0.00651465798045603,0.0412595005428882,0,0.00651465798045603,0,0,0,0.00217155266015201,0,0.011943539630836,0.0173724212812161,0,0,0.001085776330076,0.00325732899022801,0,0.00325732899022801,0.247557003257329,0.0228013029315961,0.00542888165038002,0.0162866449511401,0.00217155266015201,0,0.00217155266015201,0,0,0.001085776330076,0,0,0,0,0,0.001085776330076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,4697,0.00161030595813205,0.00483091787439614,0,0.0273752012882448,0,0,0.44122383252818,0.00322061191626409,0,0.035426731078905,0.0112721417069243,0.00644122383252818,0.00161030595813205,0,0.00483091787439614,0.0515297906602254,0.00161030595813205,0.037037037037037,0,0.0112721417069243,0.00161030595813205,0,0,0.00161030595813205,0,0.00483091787439614,0.00644122383252818,0,0,0,0.00322061191626409,0.00966183574879227,0.00161030595813205,0.273752012882448,0.0241545893719807,0.00161030595813205,0.00483091787439614,0.00161030595813205,0,0.0144927536231884,0.00161030595813205,0,0.00161030595813205,0.00483091787439614,0,0,0,0,0,0,0,0,0.00322061191626409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,4975,0.00469483568075117,0,0,0.0258215962441315,0,0,0.380281690140845,0,0,0.0328638497652582,0.00704225352112676,0.00704225352112676,0,0,0.0140845070422535,0.0633802816901408,0.00234741784037559,0.0258215962441315,0.00234741784037559,0.0117370892018779,0,0,0,0.00469483568075117,0,0.0164319248826291,0.00938967136150235,0,0,0.00469483568075117,0.00938967136150235,0.0563380281690141,0,0.234741784037559,0.0563380281690141,0.00234741784037559,0.0140845070422535,0.00234741784037559,0.00469483568075117,0,0,0,0,0,0,0,0.00234741784037559,0.00469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,5194,0,0.00782472613458529,0.00312989045383412,0.028169014084507,0,0,0.311424100156495,0.00469483568075117,0,0.0234741784037559,0.00469483568075117,0.00156494522691706,0.00469483568075117,0,0.0156494522691706,0.0594679186228482,0.00312989045383412,0.0234741784037559,0,0.00938967136150235,0,0,0,0.00312989045383412,0,0.00312989045383412,0.0125195618153365,0,0,0,0.00312989045383412,0.0234741784037559,0.00312989045383412,0.247261345852895,0.176838810641628,0.00156494522691706,0.00156494522691706,0,0,0.0109546165884194,0.00156494522691706,0.00156494522691706,0,0,0,0,0,0.00469483568075117,0,0,0,0,0,0.00312989045383412,0.00156494522691706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,5414,0.00411522633744856,0.00205761316872428,0,0.00823045267489712,0.00205761316872428,0.00617283950617284,0.339506172839506,0.00823045267489712,0,0.0185185185185185,0.00617283950617284,0.00411522633744856,0,0,0.00617283950617284,0.0555555555555556,0,0.0246913580246914,0,0.0164609053497942,0.00617283950617284,0,0.00205761316872428,0.00617283950617284,0,0.00411522633744856,0.00205761316872428,0,0,0.00205761316872428,0.00205761316872428,0,0,0.271604938271605,0.189300411522634,0.00205761316872428,0.00205761316872428,0,0.00411522633744856,0.00205761316872428,0,0,0,0.00205761316872428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,5634,0,0,0.00308166409861325,0.0200308166409861,0.00154083204930663,0.00308166409861325,0.338983050847458,0,0,0.0169491525423729,0.00770416024653313,0.00154083204930663,0.00462249614791988,0,0.0107858243451464,0.0801232665639445,0,0.0261941448382126,0.00154083204930663,0.00924499229583975,0,0,0,0.00154083204930663,0,0.00154083204930663,0.00770416024653313,0,0,0.00154083204930663,0.00154083204930663,0.0231124807395994,0.00770416024653313,0.2557781201849,0.154083204930663,0.00154083204930663,0.00308166409861325,0.00154083204930663,0,0.00462249614791988,0.00154083204930663,0.00154083204930663,0.00154083204930663,0.00462249614791988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,5845,0,0.00346020761245675,0.00173010380622837,0.013840830449827,0,0.00173010380622837,0.280276816608997,0.00346020761245675,0.00173010380622837,0.0121107266435986,0.00346020761245675,0.00519031141868512,0.00346020761245675,0,0.0103806228373702,0.096885813148789,0,0.0259515570934256,0,0.00346020761245675,0,0,0,0.00173010380622837,0,0.00346020761245675,0.0121107266435986,0,0,0,0.00346020761245675,0.0207612456747405,0,0.282006920415225,0.185121107266436,0.00173010380622837,0.0121107266435986,0,0.00346020761245675,0.00173010380622837,0,0,0,0,0,0,0,0,0.00173010380622837,0,0,0,0,0,0,0.00173010380622837,0.00173010380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,6073,0,0.00225733634311512,0,0.0293453724604966,0,0,0.223476297968397,0.00225733634311512,0.00225733634311512,0.0112866817155756,0.0158013544018059,0.00225733634311512,0,0,0.0090293453724605,0.0632054176072235,0.00225733634311512,0.0293453724604966,0,0.00451467268623025,0,0,0,0,0,0.00677200902934537,0.00677200902934537,0.00225733634311512,0,0,0.00225733634311512,0.0203160270880361,0.00677200902934537,0.419864559819413,0.124153498871332,0.00225733634311512,0.00225733634311512,0,0,0.00225733634311512,0,0,0,0,0.00225733634311512,0,0,0,0,0,0,0,0,0.00225733634311512,0,0,0,0.00225733634311512,0,0,0,0,0,0,0,0,0,0,0,0,0
450,6293,0,0,0,0.0150943396226415,0.00188679245283019,0,0.245283018867925,0.00188679245283019,0,0.0188679245283019,0.0150943396226415,0.00188679245283019,0,0,0.00188679245283019,0.0660377358490566,0.00377358490566038,0.0358490566037736,0,0.0113207547169811,0,0,0,0.00377358490566038,0,0.00188679245283019,0.0113207547169811,0.00188679245283019,0.00188679245283019,0,0.00566037735849057,0.00943396226415094,0.00754716981132075,0.358490566037736,0.152830188679245,0.00188679245283019,0.00377358490566038,0,0,0.00754716981132075,0.00188679245283019,0,0.00377358490566038,0,0,0.00377358490566038,0,0.00377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,6512,0,0,0,0.0180505415162455,0,0,0.194945848375451,0.00180505415162455,0,0.00541516245487365,0.0036101083032491,0,0.00180505415162455,0,0.01985559566787,0.055956678700361,0,0.0234657039711191,0,0.00180505415162455,0,0,0.00180505415162455,0.0036101083032491,0,0.0072202166064982,0.0072202166064982,0.00180505415162455,0,0,0.0036101083032491,0.0288808664259928,0.00180505415162455,0.444043321299639,0.142599277978339,0.00180505415162455,0.0072202166064982,0.00180505415162455,0.0036101083032491,0.00902527075812274,0.00180505415162455,0,0.00180505415162455,0.00180505415162455,0,0,0,0,0,0,0.00180505415162455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,6711,0.00168634064080944,0,0,0.0101180438448567,0,0,0.229342327150084,0.00168634064080944,0,0.00168634064080944,0.00505902192242833,0.00168634064080944,0,0,0.0185497470489039,0.0640809443507589,0.00168634064080944,0.0202360876897133,0,0.00505902192242833,0,0,0,0,0,0.00674536256323777,0.0101180438448567,0,0,0,0.00168634064080944,0.015177065767285,0,0.497470489038786,0.0893760539629005,0.00168634064080944,0.00505902192242833,0,0,0.00505902192242833,0,0,0,0.00168634064080944,0,0,0,0.00337268128161889,0,0,0,0,0,0,0,0,0.00168634064080944,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,6926,0.00145137880986938,0.00145137880986938,0,0.011611030478955,0.00145137880986938,0.00145137880986938,0.216255442670537,0.00145137880986938,0,0.0130624092888244,0.00435413642960813,0.00290275761973875,0.00290275761973875,0.00290275761973875,0.0159651669085631,0.0537010159651669,0.0058055152394775,0.0406386066763425,0,0.0145137880986938,0,0,0,0,0,0.00725689404934688,0.011611030478955,0,0,0.0058055152394775,0.0058055152394775,0.02322206095791,0.0145137880986938,0.462989840348331,0.0493468795355588,0.00435413642960813,0.00435413642960813,0.00290275761973875,0.00145137880986938,0.00870827285921625,0.00145137880986938,0,0,0,0,0,0,0.00435413642960813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,7133,0.00139275766016713,0,0,0.00557103064066852,0.00417827298050139,0.00139275766016713,0.165738161559889,0.00557103064066852,0,0.00417827298050139,0.011142061281337,0.00278551532033426,0.00139275766016713,0,0.0194986072423398,0.0376044568245125,0,0.0459610027855153,0,0.0125348189415042,0.00278551532033426,0,0,0.00139275766016713,0,0.00557103064066852,0.00974930362116992,0,0,0.00278551532033426,0.00417827298050139,0.032033426183844,0,0.571030640668524,0.032033426183844,0.00417827298050139,0.00278551532033426,0.00278551532033426,0,0.00557103064066852,0,0,0,0,0,0,0,0.00278551532033426,0.00139275766016713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,7340,0,0,0.00121065375302663,0.0121065375302663,0,0.00242130750605327,0.102905569007264,0.00242130750605327,0,0.00121065375302663,0.00968523002421308,0.0036319612590799,0.00242130750605327,0,0.0230024213075061,0.0508474576271186,0.00726392251815981,0.0387409200968523,0,0.00968523002421308,0,0.0036319612590799,0.00242130750605327,0.00242130750605327,0,0.0145278450363196,0.0108958837772397,0.00121065375302663,0,0.00121065375302663,0.00121065375302663,0.0278450363196126,0.0121065375302663,0.608958837772397,0.0157384987893462,0.00121065375302663,0.00484261501210654,0.0036319612590799,0,0.0169491525423729,0,0.00121065375302663,0,0,0,0,0,0.00121065375302663,0.00121065375302663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,7546,0,0.00344234079173838,0,0.00688468158347676,0.00344234079173838,0,0.110154905335628,0.00344234079173838,0,0.00172117039586919,0.0103270223752151,0.00172117039586919,0.00516351118760757,0,0.0223752151462995,0.0740103270223752,0.00516351118760757,0.0292598967297762,0,0.0103270223752151,0,0.00172117039586919,0,0.00172117039586919,0,0.0103270223752151,0.00516351118760757,0.00172117039586919,0,0.00344234079173838,0.00860585197934595,0.0137693631669535,0.00344234079173838,0.626506024096386,0.0120481927710843,0.00172117039586919,0.00344234079173838,0.00344234079173838,0.00172117039586919,0.0120481927710843,0,0,0.00172117039586919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,7753,0,0,0,0.00344827586206897,0,0,0.141379310344828,0.00344827586206897,0.00172413793103448,0.00172413793103448,0.00862068965517241,0.00172413793103448,0.00517241379310345,0.00172413793103448,0.0258620689655172,0.0517241379310345,0.00517241379310345,0.0413793103448276,0,0.0137931034482759,0,0,0,0,0,0.0120689655172414,0.00172413793103448,0.00172413793103448,0,0.00517241379310345,0,0.0224137931034483,0.00862068965517241,0.610344827586207,0.0120689655172414,0.00172413793103448,0.00862068965517241,0.00344827586206897,0,0.00344827586206897,0.00172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,7960,0.00173010380622837,0,0,0.0173010380622837,0.00173010380622837,0.00173010380622837,0.152249134948097,0.00519031141868512,0,0.00865051903114187,0.00173010380622837,0,0.00173010380622837,0,0.0397923875432526,0.0709342560553633,0.00346020761245675,0.0328719723183391,0.00346020761245675,0.00865051903114187,0,0.00173010380622837,0,0,0,0.0103806228373702,0.00519031141868512,0,0,0.00346020761245675,0.0103806228373702,0.0432525951557093,0,0.531141868512111,0.00865051903114187,0.00346020761245675,0.0155709342560554,0.00519031141868512,0,0.0069204152249135,0,0,0,0.00173010380622837,0,0,0,0,0,0,0.00173010380622837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,8167,0,0,0.00421052631578947,0.00631578947368421,0,0.00210526315789474,0.225263157894737,0.00421052631578947,0,0,0,0.00421052631578947,0.00421052631578947,0,0.0252631578947368,0.0842105263157895,0,0.0273684210526316,0.00210526315789474,0.00421052631578947,0,0,0.00210526315789474,0.00421052631578947,0,0.0210526315789474,0.00210526315789474,0,0,0,0.0105263157894737,0.0484210526315789,0.00421052631578947,0.44,0.00631578947368421,0.00631578947368421,0.0442105263157895,0,0.00210526315789474,0.0105263157894737,0,0.00210526315789474,0.00210526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,8373,0,0,0.00655021834061135,0.00436681222707424,0.00218340611353712,0.00218340611353712,0.213973799126638,0,0,0.00436681222707424,0.00436681222707424,0.00218340611353712,0,0,0.0283842794759825,0.0524017467248908,0.0109170305676856,0.0262008733624454,0,0.00436681222707424,0,0.00436681222707424,0.00218340611353712,0,0,0.0196506550218341,0.00218340611353712,0,0,0.00873362445414847,0.00218340611353712,0.0458515283842795,0,0.493449781659389,0.00218340611353712,0.00436681222707424,0.0414847161572052,0.00218340611353712,0,0.00655021834061135,0,0,0,0,0,0,0,0,0.00218340611353712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,8580,0,0,0.00196463654223969,0.00196463654223969,0.00196463654223969,0.000982318271119843,0.236738703339882,0.00392927308447937,0,0,0.00884086444007859,0.00196463654223969,0.00392927308447937,0.000982318271119843,0.037328094302554,0.0550098231827112,0.0068762278978389,0.0206286836935167,0,0.00392927308447937,0,0.000982318271119843,0.000982318271119843,0,0,0.050098231827112,0.00294695481335953,0.000982318271119843,0,0,0.0137524557956778,0.131630648330059,0.00392927308447937,0.361493123772102,0.00196463654223969,0.00196463654223969,0.0255402750491159,0.00196463654223969,0.00294695481335953,0.00982318271119843,0,0,0,0,0,0,0,0,0.000982318271119843,0,0,0,0,0,0,0,0,0.000982318271119843,0,0,0,0,0,0,0,0,0,0,0,0,0
740,8704,0,0,0,0.00336134453781513,0,0.00168067226890756,0.216806722689076,0,0,0.00168067226890756,0.00840336134453781,0,0.00672268907563025,0,0.0336134453781513,0.0554621848739496,0.00336134453781513,0.0352941176470588,0.00168067226890756,0.00672268907563025,0,0.00336134453781513,0.00168067226890756,0,0,0.038655462184874,0.00504201680672269,0,0,0,0.0117647058823529,0.363025210084034,0.00168067226890756,0.157983193277311,0,0.00672268907563025,0.0184873949579832,0.00168067226890756,0.00168067226890756,0.0117647058823529,0,0,0.00168067226890756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,8913,0.00174520069808028,0,0,0.0139616055846422,0.00349040139616056,0.00174520069808028,0.235602094240838,0.00349040139616056,0.00174520069808028,0,0.0104712041884817,0.00523560209424084,0.00698080279232112,0,0.0261780104712042,0.0610820244328098,0.0104712041884817,0.043630017452007,0.00174520069808028,0.0157068062827225,0,0.0104712041884817,0,0.00174520069808028,0,0.031413612565445,0.00174520069808028,0.00174520069808028,0,0,0.012216404886562,0.284467713787086,0,0.153577661431065,0.00174520069808028,0.00174520069808028,0.0296684118673647,0.0104712041884817,0.00174520069808028,0.00349040139616056,0,0,0.00174520069808028,0,0,0.00174520069808028,0,0,0,0,0,0.00174520069808028,0,0,0,0,0.00349040139616056,0,0.00174520069808028,0,0,0,0,0,0,0,0,0,0,0,0
760,9247,0,0,0.00188323917137476,0.00564971751412429,0.00564971751412429,0,0.224105461393597,0.00564971751412429,0,0,0.0112994350282486,0.00188323917137476,0,0.00376647834274953,0.0225988700564972,0.0847457627118644,0.00753295668549906,0.0357815442561205,0.00376647834274953,0.00941619585687382,0,0,0.00188323917137476,0,0,0.0207156308851224,0.00188323917137476,0,0,0.00188323917137476,0.0263653483992467,0.28060263653484,0.0150659133709981,0.128060263653484,0,0.00188323917137476,0.0885122410546139,0.00188323917137476,0,0.00564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188323917137476,0,0,0,0,0,0,0,0,0,0,0
775,9749,0,0,0.00269905533063428,0.00269905533063428,0.00269905533063428,0.00134952766531714,0.300944669365722,0.00134952766531714,0,0,0.0107962213225371,0,0.00539811066126856,0,0.0377867746288799,0.0499325236167341,0.00809716599190283,0.0269905533063428,0.00539811066126856,0.0067476383265857,0.00134952766531714,0.00944669365721997,0,0.00539811066126856,0,0.0229419703103914,0.00134952766531714,0.00134952766531714,0,0.00404858299595142,0.0121457489878543,0.264507422402159,0.00404858299595142,0.0958164642375169,0,0.00809716599190283,0.0931174089068826,0.00134952766531714,0.00404858299595142,0.00269905533063428,0,0,0.00134952766531714,0.00134952766531714,0,0.00134952766531714,0,0,0,0,0,0.00134952766531714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,9917,0.00146842878120411,0,0,0.00293685756240822,0.00440528634361234,0.00293685756240822,0.292217327459618,0.00440528634361234,0,0.00440528634361234,0.0102790014684288,0,0.00734214390602056,0.00440528634361234,0.079295154185022,0.0102790014684288,0.079295154185022,0.0425844346549192,0.0102790014684288,0.00587371512481645,0.00146842878120411,0.091042584434655,0,0.00734214390602056,0,0.00734214390602056,0.00293685756240822,0,0,0.00440528634361234,0.124816446402349,0.0425844346549192,0.00146842878120411,0.0279001468428781,0.00146842878120411,0.0234948604992658,0.0778267254038179,0.00293685756240822,0.00587371512481645,0.00440528634361234,0,0,0.00293685756240822,0.00146842878120411,0,0,0,0,0,0,0,0.00146842878120411,0,0,0,0,0,0,0.00146842878120411,0,0.00146842878120411,0.00146842878120411,0,0,0,0,0,0,0,0,0
