"sample.depths","sample.ages","Artemisia","Betula","Amaranthaceae.undiff.","Corylus","Cyperaceae","Ericaceae","Galium","Picea","Rumex","Salix","Asteraceae.subf..Asteroideae.undiff.","Ambrosia","Fabaceae","Juniperus.type","Fraxinus","Pinus","Populus","Poaceae","Urtica","Ranunculus","Oxyria.digyna.type","Ulmaceae","Apocynum","Fagus","Alnus","Liliaceae","Cornus","Juglans","Plantago","Campanula","Quercus","Apiaceae","Lamiaceae","Rosaceae","Polygonum","Impatiens","Myrica","Eupatorium","Sphaeralcea","Acer","Primulaceae","Viola","Linum","Morus","Scrophulariaceae","Asteraceae.subf..Cichorioideae","Caryophyllaceae.cf..Dianthus","Elaeagnus","Sarcobatus.vermiculatus","Cupressaceae.undiff.","Taxus"
123.5,2056,0.148854961832061,0.083969465648855,0.049618320610687,0.00381679389312977,0.0954198473282443,0,0.0114503816793893,0.00381679389312977,0.0152671755725191,0.0305343511450382,0,0.0419847328244275,0,0.0152671755725191,0,0.194656488549618,0.0687022900763359,0.187022900763359,0.00381679389312977,0.00763358778625954,0,0,0,0,0.0114503816793893,0,0,0,0.00763358778625954,0,0,0,0.00763358778625954,0,0.00763358778625954,0,0,0,0.00381679389312977,0,0,0,0,0,0,0,0,0,0,0,0
135.5,2260,0.174074074074074,0.133333333333333,0.0666666666666667,0.00740740740740741,0.0703703703703704,0,0.0037037037037037,0.0111111111111111,0.00740740740740741,0.00740740740740741,0,0.0259259259259259,0,0.0222222222222222,0,0.12962962962963,0.111111111111111,0.144444444444444,0.00740740740740741,0.00740740740740741,0,0,0,0,0.00740740740740741,0,0,0,0.0037037037037037,0,0.00740740740740741,0,0.037037037037037,0,0.0037037037037037,0,0,0,0.0037037037037037,0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0
147.5,2463,0.159420289855072,0.0905797101449275,0.0579710144927536,0,0.0797101449275362,0,0,0.0253623188405797,0.0217391304347826,0.0289855072463768,0,0.0471014492753623,0,0,0,0.16304347826087,0.0869565217391304,0.0978260869565217,0.0217391304347826,0.0217391304347826,0,0,0,0,0.036231884057971,0,0,0,0.0253623188405797,0.0036231884057971,0,0.0036231884057971,0,0.0036231884057971,0,0,0,0,0.0036231884057971,0,0.0036231884057971,0.0036231884057971,0.0144927536231884,0,0,0,0,0,0,0,0
159.5,2666,0.157258064516129,0.0282258064516129,0.0524193548387097,0.0120967741935484,0.0846774193548387,0,0.0120967741935484,0.00403225806451613,0.0120967741935484,0.0564516129032258,0.00403225806451613,0.0443548387096774,0,0.00806451612903226,0,0.0806451612903226,0.181451612903226,0.153225806451613,0.0282258064516129,0,0,0.0120967741935484,0,0,0.0201612903225806,0,0,0,0.0201612903225806,0,0.0120967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0.00806451612903226,0.00806451612903226,0,0,0,0,0,0
171.5,2869,0.148275862068966,0.0310344827586207,0.0620689655172414,0.0137931034482759,0.0827586206896552,0,0.0103448275862069,0.0103448275862069,0.0344827586206897,0.0275862068965517,0.0241379310344828,0.0103448275862069,0,0,0,0.26551724137931,0.0551724137931034,0.155172413793103,0,0.00689655172413793,0,0.00689655172413793,0.00344827586206897,0,0.0275862068965517,0,0,0,0.0103448275862069,0,0,0,0,0,0.00344827586206897,0,0,0,0.00689655172413793,0,0,0,0,0,0,0.00344827586206897,0,0,0,0,0
183.5,3072,0.113207547169811,0.0452830188679245,0.0830188679245283,0.0226415094339623,0.079245283018868,0,0,0.00377358490566038,0.00754716981132075,0.030188679245283,0.00754716981132075,0.0452830188679245,0,0,0,0.249056603773585,0.079245283018868,0.10188679245283,0.0113207547169811,0.0150943396226415,0,0.00754716981132075,0,0,0.0339622641509434,0,0,0,0.0226415094339623,0,0.00754716981132075,0.00377358490566038,0,0,0.0113207547169811,0,0.00377358490566038,0,0.00377358490566038,0.00377358490566038,0,0,0,0,0,0.00754716981132075,0,0,0,0,0
195.5,3276,0.157360406091371,0.0355329949238579,0.0456852791878173,0,0.0913705583756345,0,0,0.0203045685279188,0.0050761421319797,0.0406091370558376,0.0152284263959391,0.0456852791878173,0,0.0101522842639594,0,0.197969543147208,0.0812182741116751,0.16751269035533,0.0203045685279188,0,0,0,0,0,0.0203045685279188,0,0,0,0.0203045685279188,0,0,0,0,0.0050761421319797,0.0050761421319797,0,0,0,0.0101522842639594,0,0,0,0,0,0,0,0.0050761421319797,0,0,0,0
207.5,3479,0.12992125984252,0.047244094488189,0.0708661417322835,0.00393700787401575,0.0984251968503937,0,0,0,0.0078740157480315,0.0590551181102362,0.0118110236220472,0.0196850393700787,0,0.0078740157480315,0,0.114173228346457,0.18503937007874,0.15748031496063,0.0196850393700787,0.00393700787401575,0,0.0196850393700787,0.0078740157480315,0,0.0078740157480315,0,0,0,0.0118110236220472,0,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393700787401575,0.00393700787401575,0,0
219.5,3682,0.165441176470588,0.0330882352941176,0.088235294117647,0,0.0845588235294118,0,0,0,0.00735294117647059,0.0735294117647059,0.0147058823529412,0.0183823529411765,0,0.0147058823529412,0,0.172794117647059,0.117647058823529,0.125,0.0147058823529412,0.00735294117647059,0,0,0,0,0.0147058823529412,0,0,0,0.0110294117647059,0,0,0,0.0330882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0.00367647058823529,0,0,0,0,0
231.5,3885,0.103448275862069,0.0306513409961686,0.187739463601533,0,0.0804597701149425,0,0.00383141762452107,0.0306513409961686,0,0.0383141762452107,0.00383141762452107,0.0306513409961686,0.00383141762452107,0.00383141762452107,0,0.168582375478927,0.0689655172413793,0.176245210727969,0.00383141762452107,0.0114942528735632,0,0,0,0,0.0153256704980843,0,0,0,0.0114942528735632,0,0,0.00383141762452107,0,0,0,0,0,0,0.0229885057471264,0,0,0,0,0,0,0,0,0,0,0,0
243.5,4088,0.0702479338842975,0.0165289256198347,0.355371900826446,0,0.0867768595041322,0,0,0.012396694214876,0.00413223140495868,0.012396694214876,0.00826446280991736,0.00826446280991736,0,0,0,0.15702479338843,0.090909090909091,0.0950413223140496,0.00413223140495868,0.012396694214876,0,0,0.0165289256198347,0,0.012396694214876,0,0,0,0,0.00413223140495868,0,0,0,0,0.012396694214876,0,0,0,0.0206611570247934,0,0,0,0,0,0,0,0,0,0,0,0
255.5,4292,0.0681003584229391,0.010752688172043,0.333333333333333,0,0.129032258064516,0,0.010752688172043,0.0681003584229391,0.003584229390681,0.028673835125448,0.010752688172043,0.014336917562724,0,0,0,0.0860215053763441,0.10752688172043,0.0681003584229391,0.010752688172043,0.003584229390681,0,0,0.003584229390681,0,0.003584229390681,0,0,0,0.010752688172043,0,0.003584229390681,0,0.021505376344086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003584229390681,0
267.5,4495,0.130742049469965,0.0106007067137809,0.286219081272085,0.00353356890459364,0.0848056537102474,0,0,0.0106007067137809,0.00353356890459364,0,0.0176678445229682,0.0141342756183746,0,0.0106007067137809,0,0.159010600706714,0.0706713780918728,0.0918727915194346,0.0247349823321555,0.00706713780918728,0,0,0,0,0.0247349823321555,0,0,0,0.0141342756183746,0,0,0,0,0,0.0141342756183746,0,0,0,0.0176678445229682,0,0,0,0,0,0,0.00353356890459364,0,0,0,0,0
279.5,4698,0.175824175824176,0.010989010989011,0.124542124542125,0,0.120879120879121,0,0.021978021978022,0.00366300366300366,0,0.0293040293040293,0.00732600732600733,0.043956043956044,0,0.0146520146520147,0,0.117216117216117,0.139194139194139,0.153846153846154,0.00732600732600733,0,0,0,0,0,0.00732600732600733,0,0,0,0.0146520146520147,0,0,0.00366300366300366,0,0,0,0,0,0,0.00366300366300366,0,0,0,0,0,0,0,0,0,0,0,0
291.5,4901,0.111510791366906,0.0179856115107914,0.122302158273381,0.0107913669064748,0.111510791366906,0,0.0215827338129496,0.00719424460431655,0.0107913669064748,0.00719424460431655,0.0179856115107914,0.0431654676258993,0,0.0107913669064748,0,0.18705035971223,0.10431654676259,0.129496402877698,0.00719424460431655,0,0,0,0,0,0.0323741007194245,0,0,0,0.00719424460431655,0,0,0,0.0323741007194245,0,0,0,0.00359712230215827,0,0.00359712230215827,0,0,0,0,0,0,0,0,0,0,0,0
303.5,5104,0.099644128113879,0.0284697508896797,0.0782918149466192,0.0106761565836299,0.192170818505338,0,0.00355871886120996,0.00355871886120996,0,0.0249110320284698,0,0.0498220640569395,0.00711743772241993,0.0177935943060498,0,0.149466192170818,0.138790035587189,0.120996441281139,0.00711743772241993,0,0,0,0,0,0.0213523131672598,0,0,0,0.00711743772241993,0,0.0106761565836299,0,0.0213523131672598,0,0,0,0,0,0,0.00355871886120996,0,0,0,0,0,0,0,0,0,0,0.00355871886120996
315.5,5307,0.138686131386861,0.0109489051094891,0.127737226277372,0.00364963503649635,0.0948905109489051,0,0,0.00364963503649635,0.0182481751824818,0.0182481751824818,0.0291970802919708,0.0145985401459854,0,0.0072992700729927,0,0.204379562043796,0.0875912408759124,0.105839416058394,0.00364963503649635,0,0,0,0,0,0.0218978102189781,0,0,0,0.0072992700729927,0,0,0,0.0510948905109489,0,0.0364963503649635,0,0,0,0.0109489051094891,0,0,0,0,0,0,0.00364963503649635,0,0,0,0,0
327.5,5511,0.187192118226601,0.0147783251231527,0.167487684729064,0.00492610837438424,0.0640394088669951,0,0.00985221674876847,0.0197044334975369,0.0295566502463054,0.00492610837438424,0.00492610837438424,0.0246305418719212,0,0,0,0.142857142857143,0.12807881773399,0.108374384236453,0.0147783251231527,0,0,0.0246305418719212,0,0,0.00985221674876847,0,0,0,0,0,0.0147783251231527,0,0,0.00492610837438424,0,0,0,0.00985221674876847,0,0.00985221674876847,0,0,0,0,0,0,0,0,0,0,0
