"sample.depths","sample.ages","Abies","Acer.rubrum","Acer.spicatum","Artemisia","Betula","Amaranthaceae.undiff.","Cyperaceae","Fagus","Fraxinus..tetracolpate.","Fraxinus..tricolpate.","Larix","Picea","Pinus.undiff.","Quercus","Tilia","Tsuga","Ulmus","Alnus","Ambrosia","Poaceae","Acer.saccharinum","Acer.saccharum","Populus.grandidentata.type","Pinus.banksiana.P..resinosa","Ostrya","Thuja.plicata.type","Pinus.strobus.type","Carya","Fraxinus.undiff.","Juglans.nigra","Asteraceae.subf..Asteroideae.undiff.","Caryophyllaceae","Celtis","Rumex","Salix","Plantago","Acer.undiff.","Corylus","Platanus","Myrica","Juglans.cinerea","Ilex","Sarcobatus.vermiculatus","Populus.balsamifera"
125,2576,0.00214592274678112,0.00858369098712446,0,0,0.424892703862661,0,0.00643776824034335,0.0107296137339056,0,0,0,0.0128755364806867,0,0.0386266094420601,0.00214592274678112,0.075107296137339,0.0236051502145923,0.0150214592274678,0.00643776824034335,0.00429184549356223,0,0.0171673819742489,0.0150214592274678,0.0321888412017167,0.0107296137339056,0.0150214592274678,0.257510729613734,0,0.01931330472103,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,0,0
145,3024,0.00481927710843374,0.0072289156626506,0.00240963855421687,0.0072289156626506,0.433734939759036,0,0.00481927710843374,0.0120481927710843,0,0,0,0.0072289156626506,0,0.0385542168674699,0.00240963855421687,0.159036144578313,0.0265060240963855,0.0120481927710843,0.00240963855421687,0.00240963855421687,0,0.0144578313253012,0.00240963855421687,0.0216867469879518,0.0144578313253012,0.0144578313253012,0.192771084337349,0,0.0120481927710843,0,0,0,0,0,0.00481927710843374,0,0,0,0,0,0,0,0,0
182,3632,0.00263852242744063,0.0184696569920844,0,0,0.398416886543536,0,0,0.00263852242744063,0,0,0,0.0131926121372032,0,0.0633245382585752,0.00527704485488127,0.113456464379947,0.0131926121372032,0.0131926121372032,0.00527704485488127,0.00263852242744063,0,0.0422163588390501,0.0131926121372032,0.0263852242744063,0.0105540897097625,0.00263852242744063,0.224274406332454,0,0.0158311345646438,0,0.0079155672823219,0,0,0,0,0,0.00263852242744063,0,0.00263852242744063,0,0,0,0,0
210,4093,0.00691244239631336,0.00460829493087558,0,0.00691244239631336,0.331797235023041,0.00460829493087558,0,0.00460829493087558,0,0,0.00460829493087558,0.0138248847926267,0,0.0414746543778802,0,0.0230414746543779,0.00691244239631336,0.032258064516129,0.00460829493087558,0.00230414746543779,0,0.0414746543778802,0.00460829493087558,0.0414746543778802,0.0161290322580645,0.0345622119815668,0.347926267281106,0,0.0161290322580645,0,0.00460829493087558,0,0,0,0.00230414746543779,0,0,0,0,0,0.00230414746543779,0,0,0
220,4257,0.00285714285714286,0,0,0.0142857142857143,0.271428571428571,0,0,0.00285714285714286,0,0,0,0.00857142857142857,0,0.0571428571428571,0.00285714285714286,0.0457142857142857,0.0314285714285714,0.0228571428571429,0.00285714285714286,0,0,0.0142857142857143,0.02,0.105714285714286,0.0114285714285714,0.02,0.351428571428571,0.00285714285714286,0.0114285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,4421,0,0,0,0.0029940119760479,0.179640718562874,0.0029940119760479,0.0029940119760479,0,0,0,0,0.00898203592814371,0,0.0748502994011976,0.00598802395209581,0.0239520958083832,0.0389221556886228,0.0329341317365269,0,0,0,0.0329341317365269,0.0119760479041916,0.11377245508982,0.0269461077844311,0.062874251497006,0.37125748502994,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4586,0.00268096514745308,0.00268096514745308,0,0.00268096514745308,0.230563002680965,0.00536193029490617,0.00536193029490617,0.00536193029490617,0,0,0,0.00536193029490617,0,0.136729222520107,0.00536193029490617,0.0455764075067024,0.0348525469168901,0.0241286863270777,0.00536193029490617,0.0107238605898123,0,0.0214477211796247,0.00804289544235925,0.0723860589812333,0.0107238605898123,0.032171581769437,0.302949061662198,0,0.0268096514745308,0,0,0,0,0,0.00268096514745308,0,0,0,0,0,0,0,0,0
250,4750,0.00223214285714286,0.00892857142857143,0,0.00223214285714286,0.254464285714286,0.00446428571428571,0.00669642857142857,0.00223214285714286,0,0,0.00223214285714286,0.0223214285714286,0,0.145089285714286,0.00892857142857143,0.00669642857142857,0.0290178571428571,0.0267857142857143,0.00669642857142857,0,0,0.03125,0.00446428571428571,0.145089285714286,0.015625,0.0178571428571429,0.220982142857143,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,4914,0.0077120822622108,0.038560411311054,0.0025706940874036,0,0.185089974293059,0.0051413881748072,0.0102827763496144,0.0025706940874036,0,0,0,0.0179948586118252,0,0.136246786632391,0.0025706940874036,0.0231362467866324,0.0231362467866324,0.0154241645244216,0.0077120822622108,0,0,0.0359897172236504,0.0077120822622108,0.089974293059126,0.0334190231362468,0.0334190231362468,0.290488431876607,0,0.025706940874036,0,0.0051413881748072,0,0,0,0,0,0,0,0,0,0,0,0,0
265,4996,0,0.010230179028133,0,0.00255754475703325,0.186700767263427,0.00767263427109974,0.0051150895140665,0,0,0,0.0051150895140665,0.0255754475703325,0,0.140664961636829,0.0051150895140665,0.0358056265984655,0.0281329923273657,0.0230179028132992,0.00255754475703325,0.0051150895140665,0,0.0358056265984655,0,0.112531969309463,0.0281329923273657,0.104859335038363,0.18925831202046,0,0.0281329923273657,0,0.00255754475703325,0,0,0,0.00255754475703325,0,0,0,0.0051150895140665,0,0.00255754475703325,0.00255754475703325,0.00255754475703325,0
270,5079,0,0.0110192837465565,0.00275482093663912,0.00550964187327824,0.129476584022039,0.00826446280991736,0,0.00550964187327824,0,0,0.00550964187327824,0.0110192837465565,0,0.151515151515152,0.00550964187327824,0.046831955922865,0.0578512396694215,0.00550964187327824,0,0.00275482093663912,0,0.0440771349862259,0.0165289256198347,0.148760330578512,0.00550964187327824,0.0303030303030303,0.283746556473829,0,0.0110192837465565,0,0.00550964187327824,0,0,0,0,0,0.00550964187327824,0,0,0,0,0,0,0
275,5161,0.00217864923747277,0,0.00217864923747277,0.0108932461873638,0.148148148148148,0.00435729847494553,0.00871459694989107,0.0065359477124183,0.00435729847494553,0.0108932461873638,0,0.0196078431372549,0.0806100217864924,0.0784313725490196,0.00217864923747277,0.119825708061002,0.0348583877995643,0.0174291938997821,0.00217864923747277,0.0065359477124183,0,0.0457516339869281,0.0130718954248366,0.0784313725490196,0.0152505446623094,0.0522875816993464,0.220043572984749,0,0,0,0.00217864923747277,0.00435729847494553,0,0,0.00871459694989107,0,0,0,0,0,0,0,0,0
280,5258,0.00263157894736842,0,0,0.0105263157894737,0.0736842105263158,0,0.00526315789473684,0,0,0.0184210526315789,0.00263157894736842,0.0184210526315789,0,0.0657894736842105,0,0.121052631578947,0.0131578947368421,0.0421052631578947,0.0105263157894737,0.0131578947368421,0,0.0210526315789474,0.00789473684210526,0.0868421052631579,0.00789473684210526,0.00263157894736842,0.457894736842105,0.00789473684210526,0,0,0.00526315789473684,0,0,0,0,0,0.00526315789473684,0,0,0,0,0,0,0
285,5359,0.00273224043715847,0.00273224043715847,0,0.00819672131147541,0.101092896174863,0.00273224043715847,0.00273224043715847,0,0,0.0273224043715847,0,0.0109289617486339,0,0.0710382513661202,0,0.163934426229508,0.0163934426229508,0.0191256830601093,0.00819672131147541,0.00546448087431694,0,0.0109289617486339,0,0.087431693989071,0.0136612021857923,0.040983606557377,0.396174863387978,0,0,0,0.00273224043715847,0,0,0,0,0,0,0,0.00273224043715847,0,0.00273224043715847,0,0,0
290,5459,0,0.0024330900243309,0,0.0097323600973236,0.194647201946472,0,0.0024330900243309,0.0024330900243309,0,0,0.0048661800486618,0.0072992700729927,0,0.0632603406326034,0.0024330900243309,0.160583941605839,0.0291970802919708,0.0218978102189781,0.0145985401459854,0.0072992700729927,0,0.0291970802919708,0.0048661800486618,0.0948905109489051,0.0048661800486618,0.0170316301703163,0.299270072992701,0,0.0170316301703163,0,0,0,0,0,0.0024330900243309,0,0,0,0,0,0,0,0.0048661800486618,0.0024330900243309
300,5661,0.00193798449612403,0.00193798449612403,0,0.00775193798449612,0.166666666666667,0.00387596899224806,0,0.00581395348837209,0,0,0,0.0155038759689922,0,0.0697674418604651,0.00387596899224806,0.125968992248062,0.0271317829457364,0.0213178294573643,0.00968992248062015,0,0,0.0193798449612403,0.00581395348837209,0.063953488372093,0.0135658914728682,0.0174418604651163,0.405038759689922,0,0.00968992248062015,0,0.00193798449612403,0,0,0,0,0,0,0,0,0,0.00193798449612403,0,0,0
310,5863,0.00261780104712042,0.00785340314136126,0,0.00523560209424084,0.117801047120419,0.00261780104712042,0,0,0,0,0,0.00785340314136126,0,0.0602094240837696,0.00261780104712042,0.130890052356021,0.031413612565445,0.0183246073298429,0.00785340314136126,0.00261780104712042,0,0.0235602094240838,0.0183246073298429,0.0680628272251309,0,0.0418848167539267,0.43717277486911,0,0.0104712041884817,0,0,0,0,0,0.00261780104712042,0,0,0,0,0,0,0,0,0
330,6266,0.0121065375302663,0.00242130750605327,0,0,0.0750605326876513,0.00242130750605327,0.00484261501210654,0,0,0,0,0.0121065375302663,0,0.0823244552058111,0,0.0411622276029056,0.0193704600484262,0.0169491525423729,0.00484261501210654,0,0,0.0121065375302663,0.00968523002421308,0.0653753026634383,0.0193704600484262,0.062953995157385,0.532687651331719,0.00242130750605327,0.0217917675544794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,6522,0.00374531835205993,0.00374531835205993,0,0.00749063670411985,0.106741573033708,0.00749063670411985,0,0,0.00187265917602996,0.00936329588014981,0,0.0205992509363296,0.194756554307116,0.102996254681648,0,0.00374531835205993,0.0168539325842697,0.0168539325842697,0.00749063670411985,0.00374531835205993,0,0.0262172284644195,0.00187265917602996,0.052434456928839,0.0224719101123595,0.0205992509363296,0.361423220973783,0.00374531835205993,0,0,0.00187265917602996,0,0,0,0,0,0,0,0,0,0,0.00187265917602996,0,0
350,6834,0.00179533213644524,0.0125673249551167,0,0.00718132854578097,0.136445242369838,0.00538599640933573,0.00359066427289048,0.00179533213644524,0,0.0197486535008977,0,0.00538599640933573,0.134649910233393,0.104129263913824,0.00538599640933573,0.00179533213644524,0.0215439856373429,0.00718132854578097,0.00897666068222621,0,0,0.0359066427289048,0,0.0574506283662478,0.0251346499102334,0.00897666068222621,0.393177737881508,0,0,0,0,0,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0
360,7145,0.00382409177820268,0.0095602294455067,0,0.00382409177820268,0.107074569789675,0.00764818355640535,0.00191204588910134,0,0,0,0,0.00382409177820268,0,0.0936902485659656,0,0,0.0267686424474187,0.0095602294455067,0.00573613766730402,0,0,0.00764818355640535,0.00382409177820268,0.0707456978967495,0.0152963671128107,0.011472275334608,0.602294455066922,0,0.00573613766730402,0,0.00764818355640535,0,0,0,0.00191204588910134,0,0,0,0,0,0,0,0,0
380,7768,0.0178970917225951,0.00447427293064877,0.00447427293064877,0.00447427293064877,0.111856823266219,0.00223713646532438,0,0,0,0,0,0.0156599552572707,0,0.0447427293064877,0,0,0.0156599552572707,0.0178970917225951,0.00447427293064877,0.00671140939597315,0.00223713646532438,0.00447427293064877,0.0156599552572707,0.0671140939597315,0.00223713646532438,0.00447427293064877,0.639821029082774,0,0.00894854586129754,0,0.00223713646532438,0,0.00223713646532438,0,0,0,0,0,0,0,0,0,0,0
395,8236,0.0112994350282486,0.00141242937853107,0,0.0112994350282486,0.175141242937853,0.00141242937853107,0.00282485875706215,0,0,0.00988700564971751,0.00141242937853107,0.0155367231638418,0.244350282485876,0.0225988700564972,0,0,0.0225988700564972,0.0240112994350282,0.00564971751412429,0.00706214689265537,0,0.00282485875706215,0.00564971751412429,0.108757062146893,0.018361581920904,0.0141242937853107,0.282485875706215,0,0,0.00141242937853107,0.00282485875706215,0,0.00141242937853107,0,0.00141242937853107,0,0,0,0.00282485875706215,0,0.00141242937853107,0,0,0
415,8859,0.0219298245614035,0.00219298245614035,0,0.0109649122807018,0.309210526315789,0.00219298245614035,0,0,0,0.0109649122807018,0.00219298245614035,0.0394736842105263,0,0.0197368421052632,0,0,0.0263157894736842,0.0460526315789474,0.0043859649122807,0.00657894736842105,0,0.00219298245614035,0.0087719298245614,0.291666666666667,0.0109649122807018,0,0.175438596491228,0,0,0,0,0,0,0,0.00657894736842105,0,0,0,0,0,0.00219298245614035,0,0,0
445,9442,0.0144927536231884,0,0,0.00966183574879227,0.309178743961353,0.00241545893719807,0.0072463768115942,0,0,0,0.00483091787439614,0.0458937198067633,0,0.0217391304347826,0,0,0.0265700483091787,0.0531400966183575,0.00241545893719807,0.00241545893719807,0,0,0.0144927536231884,0.379227053140097,0.0072463768115942,0.0072463768115942,0.0748792270531401,0,0.00966183574879227,0,0.00483091787439614,0,0,0,0.00241545893719807,0,0,0,0,0,0,0,0,0
455,9613,0.0107142857142857,0,0,0.0142857142857143,0.266071428571429,0.0214285714285714,0.00714285714285714,0,0.00178571428571429,0.00178571428571429,0.00357142857142857,0.0696428571428571,0.176785714285714,0.0482142857142857,0,0,0.0178571428571429,0.0464285714285714,0.0178571428571429,0.00714285714285714,0,0,0.00357142857142857,0.244642857142857,0.00892857142857143,0,0.0214285714285714,0.00178571428571429,0,0,0.00357142857142857,0,0,0,0,0,0,0.00357142857142857,0,0,0.00178571428571429,0,0,0
475,9955,0.0173913043478261,0,0.00347826086956522,0.0208695652173913,0.168695652173913,0.0121739130434783,0.00173913043478261,0.00173913043478261,0,0,0.00521739130434783,0.0573913043478261,0,0.0295652173913043,0,0,0.0139130434782609,0.0139130434782609,0.00869565217391304,0.00347826086956522,0,0,0.00695652173913044,0.568695652173913,0.0139130434782609,0.0156521739130435,0.0208695652173913,0,0,0,0.00869565217391304,0,0,0,0.00695652173913044,0,0,0,0,0,0,0,0,0
500,10382,0.014018691588785,0,0.00467289719626168,0.0257009345794393,0.200934579439252,0.00467289719626168,0,0,0.00233644859813084,0.00233644859813084,0.014018691588785,0.10981308411215,0,0.0327102803738318,0,0,0.00934579439252336,0.0116822429906542,0.00700934579439252,0.00700934579439252,0,0,0.00934579439252336,0.481308411214953,0.0116822429906542,0.00934579439252336,0.0280373831775701,0,0,0,0,0,0,0.00467289719626168,0.00934579439252336,0,0,0,0,0,0,0,0,0
520,10724,0.0246913580246914,0,0,0.00205761316872428,0.170781893004115,0.00411522633744856,0.00823045267489712,0.00205761316872428,0,0.00617283950617284,0.00411522633744856,0.0452674897119342,0.174897119341564,0.0411522633744856,0,0,0.0246913580246914,0.00823045267489712,0.0123456790123457,0.00823045267489712,0,0.00411522633744856,0.00411522633744856,0.333333333333333,0.0185185185185185,0.0226337448559671,0.0617283950617284,0,0,0,0,0,0,0,0,0,0,0.00411522633744856,0.00411522633744856,0.00617283950617284,0.00205761316872428,0,0.00205761316872428,0
540,11066,0.020253164556962,0,0,0.0151898734177215,0.146835443037975,0.00506329113924051,0,0,0,0.0151898734177215,0.00759493670886076,0.0759493670886076,0.162025316455696,0.060759493670886,0,0,0,0.00253164556962025,0.0126582278481013,0.00506329113924051,0,0.00506329113924051,0.0126582278481013,0.329113924050633,0.0151898734177215,0.00506329113924051,0.0860759493670886,0.00506329113924051,0,0,0.00506329113924051,0,0,0,0.00506329113924051,0,0,0,0,0,0.00253164556962025,0,0,0
560,11407,0.0260869565217391,0,0,0.00869565217391304,0.119565217391304,0.00217391304347826,0.0108695652173913,0,0.00434782608695652,0.00652173913043478,0.00869565217391304,0.0739130434782609,0.141304347826087,0.0543478260869565,0,0,0.0326086956521739,0.00652173913043478,0.00869565217391304,0,0,0,0.0152173913043478,0.426086956521739,0.0195652173913043,0,0.0217391304347826,0,0,0,0.00869565217391304,0,0,0,0.00217391304347826,0,0,0,0,0,0.00217391304347826,0,0,0
600,12091,0.0182232346241458,0,0,0.0113895216400911,0.082004555808656,0.0136674259681093,0.00227790432801822,0,0,0.00911161731207289,0.0136674259681093,0.0842824601366743,0.120728929384966,0.0888382687927107,0,0,0.0660592255125285,0.00683371298405467,0.00455580865603645,0,0,0,0,0.42369020501139,0.0182232346241458,0.00911161731207289,0.00227790432801822,0.00455580865603645,0,0,0.0113895216400911,0,0,0,0.00227790432801822,0,0,0,0.00227790432801822,0,0,0,0.00455580865603645,0
620,12433,0,0,0.00527704485488127,0.0316622691292876,0.0527704485488127,0.00263852242744063,0.0079155672823219,0,0,0.0158311345646438,0.0369393139841689,0.197889182058047,0.0844327176781003,0.0897097625329815,0,0,0.0870712401055409,0.00263852242744063,0.00263852242744063,0.0131926121372032,0,0.0079155672823219,0.00263852242744063,0.237467018469657,0.0527704485488127,0.0131926121372032,0.0237467018469657,0.0079155672823219,0,0,0.00263852242744063,0.00263852242744063,0,0,0.0105540897097625,0,0,0,0.00263852242744063,0,0.00527704485488127,0,0,0
640,12775,0.0191256830601093,0,0,0.0710382513661202,0.0355191256830601,0,0.0245901639344262,0,0.00273224043715847,0.0109289617486339,0.00273224043715847,0.16120218579235,0,0.092896174863388,0,0,0.040983606557377,0.00273224043715847,0.0218579234972678,0,0,0.00273224043715847,0.0109289617486339,0.409836065573771,0.0136612021857923,0.0245901639344262,0.00819672131147541,0.00819672131147541,0,0,0.0136612021857923,0,0,0,0.00819672131147541,0,0,0,0.00273224043715847,0,0.0109289617486339,0,0,0
660,NA,0,0,0,0.0504451038575668,0.0148367952522255,0.00890207715133531,0.0029673590504451,0,0,0.0237388724035608,0,0.15727002967359,0.0415430267062315,0.0356083086053412,0,0,0.0415430267062315,0.0029673590504451,0,0.00593471810089021,0,0,0.00890207715133531,0.531157270029674,0.0029673590504451,0.0267062314540059,0.00593471810089021,0.0029673590504451,0,0,0,0.00890207715133531,0,0,0.0207715133531157,0,0,0,0.0029673590504451,0,0,0,0.0029673590504451,0
675,NA,0,0,0,0.0769230769230769,0.0384615384615385,0,0,0,0,0,0,0.115384615384615,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0.538461538461538,0,0,0,0.0384615384615385,0,0,0.0384615384615385,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0
685,NA,0,0,0,0.181818181818182,0.0454545454545455,0,0,0,0,0,0,0.136363636363636,0,0.090909090909091,0,0,0,0,0.0454545454545455,0,0,0,0.090909090909091,0.318181818181818,0,0,0,0,0,0,0.0454545454545455,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0
